slot_owner_a,slot_owner_b,slot_ref_count,slot_ref_count_abs_log1p,slot_ref_count_is_even,slot_ref_count_mod3,slot_ref_count_mod5,slot_ref_count_mod7,slot_ref_count_mod10,slot_numerator,slot_numerator_abs_log1p,slot_numerator_is_even,slot_numerator_mod3,slot_numerator_mod5,slot_numerator_mod7,slot_numerator_mod10,slot_denominator,slot_denominator_abs_log1p,slot_denominator_is_even,slot_denominator_mod3,slot_denominator_mod5,slot_denominator_mod7,slot_denominator_mod10,slot_offset,slot_offset_abs_log1p,slot_offset_is_even,slot_offset_mod3,slot_offset_mod5,slot_offset_mod7,slot_offset_mod10,gcd_all,n_multiple_pairs,y
1,7,66,4.204692619390966,1,0,1,3,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,1,4,116.0
8,4,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,1,75.0
8,4,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,1,1,18.0
9,7,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,2,2,18.0
6,9,63,4.1588830833596715,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,1,2,97.0
5,7,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,1,4,93.0
3,4,62,4.143134726391533,1,2,2,6,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,29,3.4011973816621555,0,2,4,1,9,1,4,122.0
0,1,39,3.6888794541139363,0,0,4,4,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,4,62.0
8,0,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,3,32.0
0,7,80,4.394449154672439,1,2,0,3,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,4,130.0
0,1,95,4.564348191467836,0,2,0,4,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,2,195.0
5,7,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,5,90.0
4,9,27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,4,46.0
7,8,49,3.912023005428146,0,1,4,0,9,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,1,80.0
8,6,33,3.5263605246161616,0,0,3,5,3,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,2,68.0
4,3,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,29,3.4011973816621555,0,2,4,1,9,1,4,79.0
9,5,90,4.51085950651685,1,0,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,1,5,157.0
9,5,22,3.1354942159291497,1,1,2,1,2,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,1,1,60.0
4,3,48,3.8918202981106265,1,0,3,6,8,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,1,1,102.0
9,3,90,4.51085950651685,1,0,0,6,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,2,3,174.0
2,6,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,1,1,44.0
9,9,75,4.330733340286331,0,0,0,5,5,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,1,0,144.0
6,5,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,28,3.367295829986474,1,1,3,0,8,1,2,92.0
7,2,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,13,2.6390573296152584,0,1,3,6,3,1,1,68.0
8,1,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,0,4,5,1,4,73.0
0,5,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,1,4,43.0
4,6,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,1,31.0
0,0,77,4.356708826689592,0,2,2,0,7,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,1,4,107.0
5,2,80,4.394449154672439,1,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,1,1,127.0
2,3,90,4.51085950651685,1,0,0,6,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,1,161.0
3,9,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,36.0
7,8,51,3.9512437185814275,0,0,1,2,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,4,79.0
9,9,99,4.605170185988092,0,0,4,1,9,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,3,156.0
0,0,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,1,1,31.0
6,4,88,4.48863636973214,1,1,3,4,8,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,22,3.1354942159291497,1,1,2,1,2,1,2,143.0
2,8,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,6,10.0
8,5,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,1,2,83.0
8,5,81,4.406719247264253,0,0,1,4,1,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,1,2,158.0
8,4,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,1,1,57.0
7,1,72,4.290459441148391,1,0,2,2,2,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,1,6,102.0
8,5,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,1,6,33.0
4,6,80,4.394449154672439,1,2,0,3,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,6,108.0
7,2,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,2,3,63.0
6,4,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,1,1,47.0
3,4,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,28,3.367295829986474,1,1,3,0,8,1,4,93.0
4,4,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,1,4,138.0
6,0,76,4.343805421853684,1,1,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,5,133.0
5,2,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,18,2.9444389791664403,1,0,3,4,8,1,4,58.0
5,6,81,4.406719247264253,0,0,1,4,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,6,111.0
4,5,72,4.290459441148391,1,0,2,2,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,19,2.995732273553991,0,1,4,5,9,1,1,136.0
0,8,90,4.51085950651685,1,0,0,6,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,1,1,178.0
1,0,90,4.51085950651685,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,2,173.0
1,1,63,4.1588830833596715,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,21,3.091042453358316,0,0,1,0,1,1,2,98.0
2,4,48,3.8918202981106265,1,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,3,79.0
3,5,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,1,2,122.0
5,9,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,1,4,41.0
5,0,96,4.574710978503383,1,0,1,5,6,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,1,4,129.0
8,0,80,4.394449154672439,1,2,0,3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,1,5,148.0
8,6,38,3.6635616461296463,1,2,3,3,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,29,3.4011973816621555,0,2,4,1,9,1,4,86.0
8,1,77,4.356708826689592,0,2,2,0,7,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,1,126.0
7,9,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,2,92.0
3,1,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,27,3.332204510175204,0,0,2,6,7,1,1,60.0
6,4,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,1,3,42.0
0,6,72,4.290459441148391,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,2,104.0
8,2,66,4.204692619390966,1,0,1,3,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,1,3,131.0
2,5,99,4.605170185988092,0,0,4,1,9,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,1,3,164.0
4,6,100,4.61512051684126,1,1,0,2,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,1,1,192.0
6,0,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,4,29.0
8,0,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,1,23.0
1,5,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,22,3.1354942159291497,1,1,2,1,2,2,1,92.0
7,7,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,1,1,57.0
9,7,65,4.189654742026425,0,2,0,2,5,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,1,110.0
8,3,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,2,1,57.0
5,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,6,14.0
0,3,68,4.23410650459726,1,2,3,5,8,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,3,91.0
5,7,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,3,21.0
0,6,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,6,20.0
0,7,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,1,1,58.0
1,7,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,1,4,41.0
5,8,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,1,3,52.0
1,3,65,4.189654742026425,0,2,0,2,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,1,1,131.0
2,6,68,4.23410650459726,1,2,3,5,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,1,4,110.0
8,6,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,1,4,53.0
2,4,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,18,2.9444389791664403,1,0,3,4,8,1,1,73.0
7,0,66,4.204692619390966,1,0,1,3,6,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,1,5,79.0
8,5,70,4.2626798770413155,1,1,0,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,4,127.0
8,0,91,4.5217885770490405,0,1,1,0,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,1,159.0
2,0,82,4.418840607796598,1,1,2,5,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,1,136.0
9,8,72,4.290459441148391,1,0,2,2,2,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,29,3.4011973816621555,0,2,4,1,9,1,1,141.0
4,4,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,1,1,120.0
1,2,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,4,23.0
2,6,42,3.7612001156935624,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,6,59.0
2,0,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,1,1,47.0
7,6,68,4.23410650459726,1,2,3,5,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,6,87.0
6,0,45,3.828641396489095,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,6,53.0
2,2,74,4.31748811353631,1,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,1,117.0
5,2,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,2,4,98.0
6,9,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,3,110.0
2,3,54,4.007333185232471,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,30,3.4339872044851463,1,0,0,2,0,1,1,132.0
1,4,70,4.2626798770413155,1,1,0,0,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,2,2,132.0
5,3,88,4.48863636973214,1,1,3,4,8,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,1,2,133.0
4,7,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,2,23.0
9,7,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,1,6,27.0
0,9,36,3.6109179126442243,1,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,1,2,66.0
7,2,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,21,3.091042453358316,0,0,1,0,1,1,2,101.0
1,1,99,4.605170185988092,0,0,4,1,9,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,2,168.0
7,5,46,3.8501476017100584,1,1,1,4,6,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,3,71.0
8,0,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,1,53.0
8,5,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,1,2,76.0
7,3,76,4.343805421853684,1,1,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,1,4,118.0
0,5,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,1,2,63.0
3,2,99,4.605170185988092,0,0,4,1,9,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,1,1,146.0
6,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,1,3,21.0
2,1,66,4.204692619390966,1,0,1,3,6,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,2,2,126.0
8,2,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,1,2,111.0
4,1,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,1,1,56.0
2,1,70,4.2626798770413155,1,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,1,2,118.0
4,1,65,4.189654742026425,0,2,0,2,5,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,2,109.0
1,9,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,1,45.0
9,9,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,26,3.295836866004329,1,2,1,5,6,1,5,101.0
2,3,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,1,4,66.0
1,9,28,3.367295829986474,1,1,3,0,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,1,5,49.0
1,1,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,1,2,82.0
2,5,100,4.61512051684126,1,1,0,2,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,1,1,158.0
8,2,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,2,4,99.0
8,3,75,4.330733340286331,0,0,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,4,122.0
0,3,60,4.110873864173311,1,0,0,4,0,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,3,119.0
6,2,80,4.394449154672439,1,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,19,2.995732273553991,0,1,4,5,9,1,1,129.0
0,7,80,4.394449154672439,1,2,0,3,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,26,3.295836866004329,1,2,1,5,6,1,1,162.0
4,1,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,2,119.0
7,3,45,3.828641396489095,0,0,0,3,5,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,2,89.0
4,4,100,4.61512051684126,1,1,0,2,0,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,26,3.295836866004329,1,2,1,5,6,2,1,206.0
6,1,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,3,78.0
3,0,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,27,3.332204510175204,0,0,2,6,7,1,1,84.0
0,1,74,4.31748811353631,1,2,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,1,1,136.0
7,7,57,4.060443010546419,0,0,2,1,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,4,98.0
5,2,34,3.5553480614894135,1,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,2,3,75.0
2,8,99,4.605170185988092,0,0,4,1,9,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,1,1,188.0
3,3,90,4.51085950651685,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,2,161.0
1,1,75,4.330733340286331,0,0,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,1,4,108.0
6,1,95,4.564348191467836,0,2,0,4,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,1,2,196.0
0,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,4,8.0
7,5,70,4.2626798770413155,1,1,0,0,0,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,1,120.0
2,4,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,4,61.0
