slot_person,slot_a,slot_a_abs_log1p,slot_a_is_even,slot_a_mod3,slot_a_mod5,slot_a_mod7,slot_a_mod10,slot_d,slot_d_abs_log1p,slot_d_is_even,slot_d_mod3,slot_d_mod5,slot_d_mod7,slot_d_mod10,slot_item_a,slot_item_b,slot_super_category,slot_occasion,gcd_all,n_multiple_pairs,y
13,35,3.58351893845611,0,2,0,0,5,21,3.091042453358316,0,0,1,0,1,16,21,2,0,7,0,91.0
4,39,3.6888794541139363,0,0,4,4,9,7,2.0794415416798357,0,1,2,0,7,15,29,5,2,1,0,85.0
6,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,25,19,3,1,1,0,104.0
11,58,4.07753744390572,1,1,3,2,8,13,2.6390573296152584,0,1,3,6,3,28,16,1,5,1,0,129.0
8,40,3.713572066704308,1,1,0,5,0,11,2.4849066497880004,0,2,1,4,1,13,22,0,2,1,0,91.0
9,28,3.367295829986474,1,1,3,0,8,23,3.1780538303479458,0,2,3,2,3,12,12,6,3,1,0,79.0
13,58,4.07753744390572,1,1,3,2,8,18,2.9444389791664403,1,0,3,4,8,14,14,6,3,2,0,134.0
12,69,4.248495242049359,0,0,4,6,9,11,2.4849066497880004,0,2,1,4,1,29,14,6,3,1,0,149.0
10,92,4.532599493153256,1,2,2,1,2,21,3.091042453358316,0,0,1,0,1,25,4,3,3,1,0,205.0
8,74,4.31748811353631,1,2,4,4,4,17,2.8903717578961645,0,2,2,3,7,18,7,0,4,1,0,165.0
5,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,28,27,1,6,1,0,19.0
1,94,4.553876891600541,1,1,4,3,4,7,2.0794415416798357,0,1,2,0,7,30,18,4,3,1,0,195.0
8,92,4.532599493153256,1,2,2,1,2,12,2.5649493574615367,1,0,2,5,2,21,17,6,3,4,0,196.0
0,112,4.727387818712341,1,1,2,0,2,23,3.1780538303479458,0,2,3,2,3,18,23,0,5,1,0,247.0
12,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,5,1,1,5,1,0,49.0
5,32,3.4965075614664802,1,2,2,4,2,21,3.091042453358316,0,0,1,0,1,10,24,5,5,1,0,85.0
10,97,4.584967478670572,0,1,2,6,7,10,2.3978952727983707,1,1,0,3,0,14,17,6,6,1,0,204.0
13,98,4.59511985013459,1,2,3,0,8,16,2.833213344056216,1,1,1,2,6,23,20,5,2,2,0,212.0
3,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,13,23,0,4,1,0,37.0
6,115,4.7535901911063645,0,1,0,3,5,6,1.9459101490553132,1,0,1,6,6,6,11,3,6,1,0,236.0
7,102,4.634728988229636,1,0,2,4,2,17,2.8903717578961645,0,2,2,3,7,9,8,4,0,17,1,221.0
7,56,4.04305126783455,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,17,31,2,5,4,1,116.0
1,34,3.5553480614894135,1,1,4,6,4,16,2.833213344056216,1,1,1,2,6,26,30,4,1,2,0,84.0
6,34,3.5553480614894135,1,1,4,6,4,15,2.772588722239781,0,0,0,1,5,26,8,4,7,1,0,83.0
0,67,4.219507705176107,0,1,2,4,7,2,1.0986122886681098,1,2,2,2,2,5,1,1,5,1,0,136.0
5,56,4.04305126783455,1,2,1,0,6,18,2.9444389791664403,1,0,3,4,8,16,3,2,5,2,0,130.0
5,23,3.1780538303479458,0,2,3,2,3,11,2.4849066497880004,0,2,1,4,1,5,1,1,3,1,0,57.0
2,63,4.1588830833596715,0,0,3,0,3,8,2.1972245773362196,1,2,3,1,8,22,6,3,7,1,0,134.0
3,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,24,21,2,2,1,0,30.0
2,99,4.605170185988092,0,0,4,1,9,3,1.3862943611198906,0,0,3,3,3,1,1,1,2,3,1,201.0
5,36,3.6109179126442243,1,0,1,1,6,21,3.091042453358316,0,0,1,0,1,7,7,0,4,3,0,93.0
4,64,4.174387269895637,1,1,4,1,4,22,3.1354942159291497,1,1,2,1,2,0,26,0,7,2,0,150.0
12,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,31,22,0,6,2,0,52.0
5,82,4.418840607796598,1,1,2,5,2,12,2.5649493574615367,1,0,2,5,2,16,15,2,7,2,0,176.0
13,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,16,21,2,5,2,0,20.0
2,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,0,1,1,1,1,9,8,4,6,1,1,65.0
7,77,4.356708826689592,0,2,2,0,7,16,2.833213344056216,1,1,1,2,6,6,25,3,0,1,0,170.0
11,87,4.477336814478207,0,0,2,3,7,23,3.1780538303479458,0,2,3,2,3,8,1,1,5,1,0,197.0
2,29,3.4011973816621555,0,2,4,1,9,9,2.302585092994046,0,0,4,2,9,8,27,1,0,1,0,67.0
2,68,4.23410650459726,1,2,3,5,8,18,2.9444389791664403,1,0,3,4,8,29,28,6,3,2,0,154.0
6,98,4.59511985013459,1,2,3,0,8,13,2.6390573296152584,0,1,3,6,3,1,16,1,1,1,0,209.0
7,78,4.3694478524670215,1,0,3,1,8,24,3.2188758248682006,1,0,4,3,4,15,29,5,5,6,0,180.0
13,37,3.6375861597263857,0,1,2,2,7,21,3.091042453358316,0,0,1,0,1,2,21,2,0,1,0,95.0
14,62,4.143134726391533,1,2,2,6,2,5,1.791759469228055,0,2,0,5,5,2,21,2,0,1,0,129.0
7,62,4.143134726391533,1,2,2,6,2,11,2.4849066497880004,0,2,1,4,1,29,12,6,4,1,0,135.0
4,6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,19,18,4,5,1,0,35.0
3,80,4.394449154672439,1,2,0,3,0,10,2.3978952727983707,1,1,0,3,0,4,19,3,4,10,1,170.0
6,120,4.795790545596741,1,0,0,1,0,24,3.2188758248682006,1,0,4,3,4,27,9,5,1,24,1,264.0
11,59,4.0943445622221,0,2,4,3,9,18,2.9444389791664403,1,0,3,4,8,25,4,3,6,1,0,136.0
9,80,4.394449154672439,1,2,0,3,0,23,3.1780538303479458,0,2,3,2,3,18,23,0,6,1,0,183.0
14,116,4.762173934797756,1,2,1,4,6,3,1.3862943611198906,0,0,3,3,3,21,12,6,3,1,0,235.0
8,29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,12,17,6,4,1,0,64.0
2,19,2.995732273553991,0,1,4,5,9,22,3.1354942159291497,1,1,2,1,2,3,15,2,1,1,0,60.0
9,36,3.6109179126442243,1,0,1,1,6,15,2.772588722239781,0,0,0,1,5,12,12,6,3,3,0,87.0
14,49,3.912023005428146,0,1,4,0,9,21,3.091042453358316,0,0,1,0,1,13,23,0,2,7,0,119.0
9,64,4.174387269895637,1,1,4,1,4,17,2.8903717578961645,0,2,2,3,7,24,2,2,6,1,0,145.0
5,101,4.624972813284271,0,2,1,3,1,19,2.995732273553991,0,1,4,5,9,21,17,6,5,1,0,221.0
5,36,3.6109179126442243,1,0,1,1,6,17,2.8903717578961645,0,2,2,3,7,26,8,4,1,1,0,89.0
11,118,4.77912349311153,1,1,3,6,8,3,1.3862943611198906,0,0,3,3,3,29,28,6,6,1,0,239.0
13,28,3.367295829986474,1,1,3,0,8,1,0.6931471805599453,0,1,1,1,1,30,18,4,2,1,1,57.0
10,102,4.634728988229636,1,0,2,4,2,12,2.5649493574615367,1,0,2,5,2,16,3,2,3,6,0,216.0
2,32,3.4965075614664802,1,2,2,4,2,19,2.995732273553991,0,1,4,5,9,30,30,4,0,1,0,83.0
7,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,17,31,2,4,1,0,23.0
9,66,4.204692619390966,1,0,1,3,6,7,2.0794415416798357,0,1,2,0,7,12,12,6,4,1,0,139.0
9,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,30,13,4,7,8,1,40.0
7,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,0,26,0,1,1,0,27.0
4,120,4.795790545596741,1,0,0,1,0,12,2.5649493574615367,1,0,2,5,2,11,29,5,3,12,1,252.0
7,69,4.248495242049359,0,0,4,6,9,1,0.6931471805599453,0,1,1,1,1,26,30,4,4,1,1,139.0
14,75,4.330733340286331,0,0,0,5,5,11,2.4849066497880004,0,2,1,4,1,27,9,5,2,1,0,161.0
6,42,3.7612001156935624,1,0,2,0,2,12,2.5649493574615367,1,0,2,5,2,17,3,2,1,6,0,96.0
11,117,4.770684624465665,0,0,2,5,7,8,2.1972245773362196,1,2,3,1,8,9,13,4,7,1,0,242.0
6,78,4.3694478524670215,1,0,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,1,1,4,1,0,163.0
6,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,15,9,5,4,1,0,24.0
9,78,4.3694478524670215,1,0,3,1,8,21,3.091042453358316,0,0,1,0,1,12,12,6,0,3,0,177.0
7,96,4.574710978503383,1,0,1,5,6,7,2.0794415416798357,0,1,2,0,7,30,18,4,0,1,0,199.0
9,42,3.7612001156935624,1,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,8,5,1,1,2,0,92.0
6,39,3.6888794541139363,0,0,4,4,9,5,1.791759469228055,0,2,0,5,5,28,16,1,7,1,0,83.0
14,28,3.367295829986474,1,1,3,0,8,1,0.6931471805599453,0,1,1,1,1,28,27,1,1,1,1,57.0
11,55,4.02535169073515,0,1,0,6,5,16,2.833213344056216,1,1,1,2,6,13,22,0,4,1,0,126.0
4,54,4.007333185232471,1,0,4,5,4,24,3.2188758248682006,1,0,4,3,4,8,1,1,7,6,0,132.0
1,66,4.204692619390966,1,0,1,3,6,7,2.0794415416798357,0,1,2,0,7,22,6,3,5,1,0,139.0
2,78,4.3694478524670215,1,0,3,1,8,11,2.4849066497880004,0,2,1,4,1,14,28,6,7,1,0,167.0
9,105,4.663439094112067,0,0,0,0,5,18,2.9444389791664403,1,0,3,4,8,2,31,2,4,3,0,228.0
8,94,4.553876891600541,1,1,4,3,4,5,1.791759469228055,0,2,0,5,5,11,9,5,3,1,0,193.0
6,95,4.564348191467836,0,2,0,4,5,14,2.70805020110221,1,2,4,0,4,27,29,5,1,1,0,204.0
2,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,26,18,4,0,1,0,41.0
14,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,13,23,0,7,1,1,11.0
3,68,4.23410650459726,1,2,3,5,8,7,2.0794415416798357,0,1,2,0,7,8,1,1,6,1,0,143.0
6,92,4.532599493153256,1,2,2,1,2,19,2.995732273553991,0,1,4,5,9,11,29,5,2,1,0,203.0
3,113,4.736198448394496,0,2,3,1,3,9,2.302585092994046,0,0,4,2,9,7,22,0,4,1,0,235.0
2,23,3.1780538303479458,0,2,3,2,3,20,3.044522437723423,1,2,0,6,0,22,4,3,5,1,0,66.0
13,49,3.912023005428146,0,1,4,0,9,2,1.0986122886681098,1,2,2,2,2,19,13,4,4,1,0,100.0
8,70,4.2626798770413155,1,1,0,0,0,1,0.6931471805599453,0,1,1,1,1,3,3,2,2,1,1,141.0
12,29,3.4011973816621555,0,2,4,1,9,12,2.5649493574615367,1,0,2,5,2,7,7,0,7,1,0,70.0
11,94,4.553876891600541,1,1,4,3,4,15,2.772588722239781,0,0,0,1,5,20,25,3,2,1,0,203.0
13,81,4.406719247264253,0,0,1,4,1,19,2.995732273553991,0,1,4,5,9,4,25,3,7,1,0,181.0
14,79,4.382026634673881,0,1,4,2,9,22,3.1354942159291497,1,1,2,1,2,28,5,1,6,1,0,180.0
0,70,4.2626798770413155,1,1,0,0,0,20,3.044522437723423,1,2,0,6,0,30,30,4,5,10,0,160.0
6,34,3.5553480614894135,1,1,4,6,4,25,3.258096538021482,0,1,0,4,5,13,7,0,7,1,0,93.0
0,34,3.5553480614894135,1,1,4,6,4,21,3.091042453358316,0,0,1,0,1,10,20,5,3,1,0,89.0
13,107,4.68213122712422,0,2,2,2,7,1,0.6931471805599453,0,1,1,1,1,2,31,2,0,1,1,215.0
8,118,4.77912349311153,1,1,3,6,8,23,3.1780538303479458,0,2,3,2,3,21,12,6,7,1,0,259.0
0,49,3.912023005428146,0,1,4,0,9,3,1.3862943611198906,0,0,3,3,3,26,18,4,0,1,0,101.0
6,116,4.762173934797756,1,2,1,4,6,8,2.1972245773362196,1,2,3,1,8,28,27,1,5,4,0,240.0
1,92,4.532599493153256,1,2,2,1,2,4,1.6094379124341003,1,1,4,4,4,30,13,4,2,4,1,188.0
3,26,3.295836866004329,1,2,1,5,6,20,3.044522437723423,1,2,0,6,0,5,16,1,6,2,0,72.0
8,46,3.8501476017100584,1,1,1,4,6,22,3.1354942159291497,1,1,2,1,2,17,3,2,4,2,0,114.0
3,43,3.784189633918261,0,1,3,1,3,24,3.2188758248682006,1,0,4,3,4,13,23,0,6,1,0,110.0
4,86,4.465908118654584,1,2,1,2,6,6,1.9459101490553132,1,0,1,6,6,7,26,0,7,2,0,178.0
13,52,3.970291913552122,1,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,13,22,0,5,2,0,110.0
0,45,3.828641396489095,0,0,0,3,5,16,2.833213344056216,1,1,1,2,6,26,8,4,4,1,0,106.0
4,37,3.6375861597263857,0,1,2,2,7,11,2.4849066497880004,0,2,1,4,1,22,4,3,6,1,0,85.0
5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,21,12,6,0,2,0,32.0
8,64,4.174387269895637,1,1,4,1,4,3,1.3862943611198906,0,0,3,3,3,15,9,5,6,1,0,131.0
9,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,29,28,6,3,4,0,76.0
6,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,30,18,4,4,1,0,80.0
13,67,4.219507705176107,0,1,2,4,7,12,2.5649493574615367,1,0,2,5,2,13,0,0,7,1,0,146.0
0,31,3.4657359027997265,0,1,1,3,1,23,3.1780538303479458,0,2,3,2,3,19,13,4,6,1,0,85.0
11,22,3.1354942159291497,1,1,2,1,2,1,0.6931471805599453,0,1,1,1,1,11,29,5,5,1,1,45.0
9,53,3.9889840465642745,0,2,3,4,3,11,2.4849066497880004,0,2,1,4,1,9,13,4,2,1,0,117.0
9,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,23,29,5,6,1,1,121.0
7,42,3.7612001156935624,1,0,2,0,2,19,2.995732273553991,0,1,4,5,9,7,23,0,3,1,0,103.0
12,61,4.127134385045092,0,1,1,5,1,17,2.8903717578961645,0,2,2,3,7,25,19,3,0,1,0,139.0
2,79,4.382026634673881,0,1,4,2,9,21,3.091042453358316,0,0,1,0,1,20,6,3,1,1,0,179.0
8,119,4.787491742782046,0,2,4,0,9,2,1.0986122886681098,1,2,2,2,2,25,25,3,3,1,0,240.0
8,105,4.663439094112067,0,0,0,0,5,13,2.6390573296152584,0,1,3,6,3,31,22,0,0,1,0,223.0
6,93,4.543294782270004,0,0,3,2,3,15,2.772588722239781,0,0,0,1,5,4,19,3,5,3,0,201.0
4,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,3,31,2,6,1,0,40.0
5,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,11,24,5,1,1,0,21.0
0,83,4.430816798843313,0,2,3,6,3,14,2.70805020110221,1,2,4,0,4,8,27,1,5,1,0,180.0
10,46,3.8501476017100584,1,1,1,4,6,20,3.044522437723423,1,2,0,6,0,8,5,1,6,2,0,112.0
7,85,4.454347296253507,0,1,0,1,5,19,2.995732273553991,0,1,4,5,9,29,28,6,2,1,0,189.0
10,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,31,22,0,1,1,0,39.0
14,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,1,27,1,0,1,0,127.0
10,98,4.59511985013459,1,2,3,0,8,3,1.3862943611198906,0,0,3,3,3,23,20,5,1,1,0,199.0
10,28,3.367295829986474,1,1,3,0,8,9,2.302585092994046,0,0,4,2,9,7,7,0,1,1,0,65.0
9,54,4.007333185232471,1,0,4,5,4,23,3.1780538303479458,0,2,3,2,3,1,1,1,2,1,0,131.0
3,56,4.04305126783455,1,2,1,0,6,15,2.772588722239781,0,0,0,1,5,31,0,0,1,1,0,127.0
4,41,3.7376696182833684,0,2,1,6,1,23,3.1780538303479458,0,2,3,2,3,6,11,3,1,1,0,105.0
14,41,3.7376696182833684,0,2,1,6,1,13,2.6390573296152584,0,1,3,6,3,21,12,6,7,1,0,95.0
2,99,4.605170185988092,0,0,4,1,9,7,2.0794415416798357,0,1,2,0,7,16,2,2,2,1,0,205.0
7,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,13,23,0,7,3,0,54.0
8,53,3.9889840465642745,0,2,3,4,3,6,1.9459101490553132,1,0,1,6,6,16,21,2,3,1,0,112.0
0,99,4.605170185988092,0,0,4,1,9,4,1.6094379124341003,1,1,4,4,4,15,29,5,3,1,0,202.0
4,93,4.543294782270004,0,0,3,2,3,11,2.4849066497880004,0,2,1,4,1,30,18,4,4,1,0,197.0
8,76,4.343805421853684,1,1,1,6,6,7,2.0794415416798357,0,1,2,0,7,30,18,4,0,1,0,159.0
4,47,3.871201010907891,0,2,2,5,7,14,2.70805020110221,1,2,4,0,4,11,24,5,1,1,0,108.0
1,89,4.499809670330265,0,2,4,5,9,9,2.302585092994046,0,0,4,2,9,21,17,6,7,1,0,187.0
8,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,22,11,3,6,1,0,130.0
8,104,4.653960350157523,1,2,4,6,4,8,2.1972245773362196,1,2,3,1,8,13,7,0,7,8,1,216.0
2,111,4.718498871295094,0,0,1,6,1,8,2.1972245773362196,1,2,3,1,8,5,5,1,4,1,0,230.0
4,96,4.574710978503383,1,0,1,5,6,8,2.1972245773362196,1,2,3,1,8,27,24,5,3,8,1,200.0
14,26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,0,0,0,7,2,0,56.0
4,81,4.406719247264253,0,0,1,4,1,8,2.1972245773362196,1,2,3,1,8,15,10,5,6,1,0,170.0
9,110,4.709530201312334,1,2,0,5,0,16,2.833213344056216,1,1,1,2,6,21,17,6,6,2,0,236.0
7,43,3.784189633918261,0,1,3,1,3,23,3.1780538303479458,0,2,3,2,3,27,24,5,0,1,0,109.0
0,100,4.61512051684126,1,1,0,2,0,10,2.3978952727983707,1,1,0,3,0,17,31,2,3,10,1,210.0
10,101,4.624972813284271,0,2,1,3,1,13,2.6390573296152584,0,1,3,6,3,0,26,0,2,1,0,215.0
9,105,4.663439094112067,0,0,0,0,5,20,3.044522437723423,1,2,0,6,0,15,9,5,1,5,0,230.0
5,120,4.795790545596741,1,0,0,1,0,7,2.0794415416798357,0,1,2,0,7,18,0,0,3,1,0,247.0
10,43,3.784189633918261,0,1,3,1,3,11,2.4849066497880004,0,2,1,4,1,29,28,6,4,1,0,97.0
13,21,3.091042453358316,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,19,18,4,3,1,0,53.0
14,74,4.31748811353631,1,2,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,4,3,2,2,1,150.0
9,7,2.0794415416798357,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,22,4,3,6,1,0,38.0
13,42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,11,9,5,7,2,0,88.0
14,108,4.6913478822291435,1,0,3,3,8,6,1.9459101490553132,1,0,1,6,6,31,7,0,5,6,1,222.0
0,59,4.0943445622221,0,2,4,3,9,24,3.2188758248682006,1,0,4,3,4,30,18,4,0,1,0,142.0
3,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,0,5,5,29,28,6,7,1,0,81.0
4,94,4.553876891600541,1,1,4,3,4,11,2.4849066497880004,0,2,1,4,1,19,18,4,7,1,0,199.0
10,58,4.07753744390572,1,1,3,2,8,7,2.0794415416798357,0,1,2,0,7,25,25,3,7,1,0,123.0
10,98,4.59511985013459,1,2,3,0,8,25,3.258096538021482,0,1,0,4,5,26,18,4,3,1,0,221.0
8,68,4.23410650459726,1,2,3,5,8,1,0.6931471805599453,0,1,1,1,1,31,0,0,7,1,1,137.0
11,17,2.8903717578961645,0,2,2,3,7,18,2.9444389791664403,1,0,3,4,8,4,4,3,7,1,0,52.0
14,91,4.5217885770490405,0,1,1,0,1,4,1.6094379124341003,1,1,4,4,4,22,6,3,3,1,0,186.0
13,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,0,22,0,1,3,1,45.0
11,97,4.584967478670572,0,1,2,6,7,18,2.9444389791664403,1,0,3,4,8,1,16,1,1,1,0,212.0
4,51,3.9512437185814275,0,0,1,2,1,15,2.772588722239781,0,0,0,1,5,22,4,3,4,3,0,117.0
13,114,4.74493212836325,1,0,4,2,4,7,2.0794415416798357,0,1,2,0,7,31,7,0,6,1,0,235.0
4,79,4.382026634673881,0,1,4,2,9,25,3.258096538021482,0,1,0,4,5,1,27,1,2,1,0,183.0
13,74,4.31748811353631,1,2,4,4,4,9,2.302585092994046,0,0,4,2,9,20,6,3,1,1,0,157.0
12,85,4.454347296253507,0,1,0,1,5,3,1.3862943611198906,0,0,3,3,3,29,14,6,4,1,0,173.0
4,111,4.718498871295094,0,0,1,6,1,1,0.6931471805599453,0,1,1,1,1,5,5,1,0,1,1,223.0
9,93,4.543294782270004,0,0,3,2,3,16,2.833213344056216,1,1,1,2,6,8,27,1,0,1,0,202.0
12,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,27,1,4,1,0,24.0
2,28,3.367295829986474,1,1,3,0,8,24,3.2188758248682006,1,0,4,3,4,22,11,3,5,4,0,80.0
11,110,4.709530201312334,1,2,0,5,0,17,2.8903717578961645,0,2,2,3,7,7,23,0,5,1,0,237.0
5,109,4.700480365792417,0,1,4,4,9,8,2.1972245773362196,1,2,3,1,8,29,28,6,1,1,0,226.0
8,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,30,30,4,2,3,0,33.0
13,63,4.1588830833596715,0,0,3,0,3,14,2.70805020110221,1,2,4,0,4,8,5,1,4,7,0,140.0
1,117,4.770684624465665,0,0,2,5,7,13,2.6390573296152584,0,1,3,6,3,17,31,2,1,13,1,247.0
7,21,3.091042453358316,0,0,1,0,1,10,2.3978952727983707,1,1,0,3,0,1,27,1,5,1,0,52.0
3,60,4.110873864173311,1,0,0,4,0,16,2.833213344056216,1,1,1,2,6,19,18,4,3,4,0,136.0
14,75,4.330733340286331,0,0,0,5,5,18,2.9444389791664403,1,0,3,4,8,12,12,6,5,3,0,168.0
3,84,4.442651256490317,1,0,4,0,4,7,2.0794415416798357,0,1,2,0,7,3,21,2,2,7,1,175.0
8,66,4.204692619390966,1,0,1,3,6,7,2.0794415416798357,0,1,2,0,7,24,31,2,1,1,0,139.0
2,51,3.9512437185814275,0,0,1,2,1,14,2.70805020110221,1,2,4,0,4,19,8,4,0,1,0,116.0
6,73,4.30406509320417,0,1,3,3,3,14,2.70805020110221,1,2,4,0,4,2,15,2,4,1,0,160.0
12,72,4.290459441148391,1,0,2,2,2,25,3.258096538021482,0,1,0,4,5,20,19,3,2,1,0,169.0
12,78,4.3694478524670215,1,0,3,1,8,21,3.091042453358316,0,0,1,0,1,30,13,4,5,3,0,177.0
1,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,12,17,6,5,6,1,138.0
9,107,4.68213122712422,0,2,2,2,7,10,2.3978952727983707,1,1,0,3,0,31,0,0,3,1,0,224.0
3,49,3.912023005428146,0,1,4,0,9,20,3.044522437723423,1,2,0,6,0,3,21,2,0,1,0,118.0
6,58,4.07753744390572,1,1,3,2,8,1,0.6931471805599453,0,1,1,1,1,31,7,0,6,1,1,117.0
10,82,4.418840607796598,1,1,2,5,2,9,2.302585092994046,0,0,4,2,9,17,2,2,7,1,0,173.0
9,51,3.9512437185814275,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,19,13,4,4,3,1,105.0
0,97,4.584967478670572,0,1,2,6,7,18,2.9444389791664403,1,0,3,4,8,27,20,5,2,1,0,212.0
11,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,3,15,2,6,6,1,102.0
0,31,3.4657359027997265,0,1,1,3,1,9,2.302585092994046,0,0,4,2,9,14,28,6,5,1,0,71.0
14,53,3.9889840465642745,0,2,3,4,3,10,2.3978952727983707,1,1,0,3,0,26,30,4,4,1,0,116.0
0,46,3.8501476017100584,1,1,1,4,6,8,2.1972245773362196,1,2,3,1,8,23,24,5,6,2,0,100.0
0,12,2.5649493574615367,1,0,2,5,2,14,2.70805020110221,1,2,4,0,4,18,26,0,5,2,0,38.0
8,57,4.060443010546419,0,0,2,1,7,13,2.6390573296152584,0,1,3,6,3,26,8,4,1,1,0,127.0
7,77,4.356708826689592,0,2,2,0,7,21,3.091042453358316,0,0,1,0,1,31,7,0,7,7,0,175.0
6,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,28,27,1,2,1,0,32.0
5,71,4.276666119016055,0,2,1,1,1,2,1.0986122886681098,1,2,2,2,2,12,14,6,2,1,0,144.0
12,62,4.143134726391533,1,2,2,6,2,16,2.833213344056216,1,1,1,2,6,25,4,3,2,2,0,140.0
13,47,3.871201010907891,0,2,2,5,7,2,1.0986122886681098,1,2,2,2,2,28,16,1,5,1,0,96.0
3,75,4.330733340286331,0,0,0,5,5,7,2.0794415416798357,0,1,2,0,7,18,0,0,7,1,0,157.0
11,83,4.430816798843313,0,2,3,6,3,25,3.258096538021482,0,1,0,4,5,9,8,4,2,1,0,191.0
12,9,2.302585092994046,0,0,4,2,9,23,3.1780538303479458,0,2,3,2,3,27,9,5,2,1,0,41.0
2,69,4.248495242049359,0,0,4,6,9,7,2.0794415416798357,0,1,2,0,7,21,12,6,0,1,0,145.0
5,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,28,27,1,5,1,0,61.0
14,84,4.442651256490317,1,0,4,0,4,24,3.2188758248682006,1,0,4,3,4,7,22,0,2,12,0,192.0
10,33,3.5263605246161616,0,0,3,5,3,10,2.3978952727983707,1,1,0,3,0,20,6,3,3,1,0,76.0
8,27,3.332204510175204,0,0,2,6,7,21,3.091042453358316,0,0,1,0,1,6,6,3,2,3,0,75.0
11,93,4.543294782270004,0,0,3,2,3,9,2.302585092994046,0,0,4,2,9,18,0,0,1,3,0,195.0
5,62,4.143134726391533,1,2,2,6,2,8,2.1972245773362196,1,2,3,1,8,8,5,1,4,2,0,132.0
7,106,4.672828834461906,1,1,1,1,6,25,3.258096538021482,0,1,0,4,5,31,22,0,7,1,0,237.0
4,108,4.6913478822291435,1,0,3,3,8,11,2.4849066497880004,0,2,1,4,1,25,6,3,7,1,0,227.0
9,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,15,20,5,5,1,0,43.0
11,70,4.2626798770413155,1,1,0,0,0,25,3.258096538021482,0,1,0,4,5,29,28,6,5,5,0,165.0
14,107,4.68213122712422,0,2,2,2,7,13,2.6390573296152584,0,1,3,6,3,0,0,0,1,1,0,227.0
6,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,25,19,3,1,1,0,31.0
10,28,3.367295829986474,1,1,3,0,8,16,2.833213344056216,1,1,1,2,6,8,27,1,4,4,0,72.0
