slot_person_name,slot_item_name,slot_finds_per_day,slot_finds_per_day_abs_log1p,slot_finds_per_day_is_even,slot_finds_per_day_mod3,slot_finds_per_day_mod5,slot_finds_per_day_mod7,slot_finds_per_day_mod10,slot_per_item_cents,slot_per_item_cents_abs_log1p,slot_per_item_cents_is_even,slot_per_item_cents_mod3,slot_per_item_cents_mod7,slot_per_item_cents_mod10,slot_days,slot_days_abs_log1p,slot_days_is_even,slot_days_mod3,slot_days_mod5,slot_days_mod7,slot_days_mod10,slot_currency_symbol,slot_per_item_value_text,slot_period_label,gcd_all,n_multiple_pairs,y
4,5,16,2.833213344056216,1,1,1,2,6,150,5.017279836814924,1,0,3,0,21,3.091042453358316,0,0,1,0,1,2,4,2,1,0,504.0
7,5,23,3.1780538303479458,0,2,3,2,3,100,4.61512051684126,1,1,2,0,26,3.295836866004329,1,2,1,5,6,1,8,2,1,0,598.0
4,5,36,3.6109179126442243,1,0,1,1,6,75,4.330733340286331,0,0,5,5,26,3.295836866004329,1,2,1,5,6,0,13,2,1,0,702.0
1,2,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,1,14,1,1,0,7.2
1,4,23,3.1780538303479458,0,2,3,2,3,50,3.9318256327243257,1,2,1,0,35,3.58351893845611,0,2,0,0,5,1,27,3,1,0,402.5
1,0,34,3.5553480614894135,1,1,4,6,4,150,5.017279836814924,1,0,3,0,28,3.367295829986474,1,1,3,0,8,0,19,5,2,0,1428.0
7,6,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,4,5,13,2.6390573296152584,0,1,3,6,3,2,11,2,1,0,104.0
1,4,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,6,0,13,2.6390573296152584,0,1,3,6,3,1,31,2,1,0,49.4
0,1,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,1,5,23,3.1780538303479458,0,2,3,2,3,2,23,5,1,1,17.25
6,2,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,27,3.332204510175204,0,0,2,6,7,0,18,1,1,1,33.75
3,6,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,17,2.8903717578961645,0,2,2,3,7,0,18,5,1,1,21.25
1,4,33,3.5263605246161616,0,0,3,5,3,200,5.303304908059076,1,2,4,0,28,3.367295829986474,1,1,3,0,8,0,0,3,1,0,1848.0
5,4,9,2.302585092994046,0,0,4,2,9,100,4.61512051684126,1,1,2,0,14,2.70805020110221,1,2,4,0,4,1,8,1,1,0,126.0
2,3,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,6,0,31,3.4657359027997265,0,1,1,3,1,1,31,0,1,0,49.6
7,2,9,2.302585092994046,0,0,4,2,9,100,4.61512051684126,1,1,2,0,9,2.302585092994046,0,0,4,2,9,2,34,2,1,1,81.0
2,1,26,3.295836866004329,1,2,1,5,6,200,5.303304908059076,1,2,4,0,40,3.713572066704308,1,1,0,5,0,1,25,6,2,1,2080.0
7,3,23,3.1780538303479458,0,2,3,2,3,10,2.3978952727983707,1,1,3,0,28,3.367295829986474,1,1,3,0,8,1,16,5,1,0,64.4
2,5,26,3.295836866004329,1,2,1,5,6,75,4.330733340286331,0,0,5,5,6,1.9459101490553132,1,0,1,6,6,2,32,2,1,0,117.0
2,2,38,3.6635616461296463,1,2,3,3,8,75,4.330733340286331,0,0,5,5,37,3.6375861597263857,0,1,2,2,7,1,9,2,1,0,1054.5
4,4,5,1.791759469228055,0,2,0,5,5,200,5.303304908059076,1,2,4,0,6,1.9459101490553132,1,0,1,6,6,0,0,5,1,1,60.0
2,1,27,3.332204510175204,0,0,2,6,7,25,3.258096538021482,0,1,4,5,9,2.302585092994046,0,0,4,2,9,0,18,0,1,1,60.75
1,2,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,1,0,13,2.6390573296152584,0,1,3,6,3,1,27,2,1,0,117.0
2,1,24,3.2188758248682006,1,0,4,3,4,200,5.303304908059076,1,2,4,0,8,2.1972245773362196,1,2,3,1,8,1,25,6,8,2,384.0
4,0,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,1,5,32,3.4965075614664802,1,2,2,4,2,2,23,2,1,0,148.8
1,1,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,3,0,27,3.332204510175204,0,0,2,6,7,1,16,6,1,1,24.3
0,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,5,5,32,3.4965075614664802,1,2,2,4,2,1,12,4,1,1,8.0
6,2,39,3.6888794541139363,0,0,4,4,9,20,3.044522437723423,1,2,6,0,12,2.5649493574615367,1,0,2,5,2,2,29,1,1,0,93.6
1,1,6,1.9459101490553132,1,0,1,6,6,80,4.394449154672439,1,2,3,0,33,3.5263605246161616,0,0,3,5,3,1,5,0,1,0,158.4
3,1,17,2.8903717578961645,0,2,2,3,7,100,4.61512051684126,1,1,2,0,5,1.791759469228055,0,2,0,5,5,2,34,4,1,1,85.0
1,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,5,5,14,2.70805020110221,1,2,4,0,4,1,12,4,1,0,9.1
2,6,13,2.6390573296152584,0,1,3,6,3,40,3.713572066704308,1,1,5,0,39,3.6888794541139363,0,0,4,4,9,2,15,2,1,1,202.8
7,1,10,2.3978952727983707,1,1,0,3,0,150,5.017279836814924,1,0,3,0,20,3.044522437723423,1,2,0,6,0,1,1,5,10,2,300.0
4,0,12,2.5649493574615367,1,0,2,5,2,200,5.303304908059076,1,2,4,0,16,2.833213344056216,1,1,1,2,6,1,25,5,4,0,384.0
0,1,15,2.772588722239781,0,0,0,1,5,125,4.836281906951478,0,2,6,5,20,3.044522437723423,1,2,0,6,0,1,6,6,5,0,375.0
6,1,24,3.2188758248682006,1,0,4,3,4,100,4.61512051684126,1,1,2,0,40,3.713572066704308,1,1,0,5,0,1,8,5,4,0,960.0
5,3,26,3.295836866004329,1,2,1,5,6,25,3.258096538021482,0,1,4,5,16,2.833213344056216,1,1,1,2,6,1,26,4,1,0,104.0
4,3,35,3.58351893845611,0,2,0,0,5,125,4.836281906951478,0,2,6,5,19,2.995732273553991,0,1,4,5,9,1,6,4,1,0,831.25
0,0,39,3.6888794541139363,0,0,4,4,9,40,3.713572066704308,1,1,5,0,8,2.1972245773362196,1,2,3,1,8,1,24,5,1,1,124.8
2,6,11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,4,5,39,3.6888794541139363,0,0,4,4,9,2,11,6,1,0,107.25
5,7,37,3.6375861597263857,0,1,2,2,7,40,3.713572066704308,1,1,5,0,15,2.772588722239781,0,0,0,1,5,2,15,2,1,0,222.0
5,5,34,3.5553480614894135,1,1,4,6,4,15,2.772588722239781,0,0,1,5,37,3.6375861597263857,0,1,2,2,7,2,23,2,1,0,188.7
2,6,17,2.8903717578961645,0,2,2,3,7,40,3.713572066704308,1,1,5,0,9,2.302585092994046,0,0,4,2,9,1,24,4,1,0,61.2
3,2,26,3.295836866004329,1,2,1,5,6,125,4.836281906951478,0,2,6,5,20,3.044522437723423,1,2,0,6,0,0,7,5,1,0,650.0
1,1,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,6,0,5,1.791759469228055,0,2,0,5,5,0,17,3,1,1,11.0
7,2,8,2.1972245773362196,1,2,3,1,8,80,4.394449154672439,1,2,3,0,28,3.367295829986474,1,1,3,0,8,0,36,2,4,1,179.2
0,2,14,2.70805020110221,1,2,4,0,4,100,4.61512051684126,1,1,2,0,5,1.791759469228055,0,2,0,5,5,0,30,0,1,1,70.0
0,1,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,3,0,26,3.295836866004329,1,2,1,5,6,0,35,6,2,1,78.0
3,4,3,1.3862943611198906,0,0,3,3,3,150,5.017279836814924,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,1,1,0,3,2,81.0
5,5,32,3.4965075614664802,1,2,2,4,2,40,3.713572066704308,1,1,5,0,35,3.58351893845611,0,2,0,0,5,1,24,4,1,0,448.0
2,7,36,3.6109179126442243,1,0,1,1,6,80,4.394449154672439,1,2,3,0,36,3.6109179126442243,1,0,1,1,6,1,5,1,4,1,1036.8
0,7,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,14,2.70805020110221,1,2,4,0,4,2,29,3,1,1,14.0
5,2,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,5,5,28,3.367295829986474,1,1,3,0,8,0,3,0,1,0,43.4
6,2,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,4,5,9,2.302585092994046,0,0,4,2,9,2,11,3,1,0,22.5
6,5,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,33,3.5263605246161616,0,0,3,5,3,1,16,3,1,0,13.2
2,1,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,5,5,38,3.6635616461296463,1,2,3,3,8,1,12,2,1,0,43.7
4,5,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,5,5,15,2.772588722239781,0,0,0,1,5,1,12,6,1,1,25.5
7,3,28,3.367295829986474,1,1,3,0,8,125,4.836281906951478,0,2,6,5,9,2.302585092994046,0,0,4,2,9,1,6,0,1,0,315.0
3,4,35,3.58351893845611,0,2,0,0,5,150,5.017279836814924,1,0,3,0,26,3.295836866004329,1,2,1,5,6,0,19,1,1,0,1365.0
5,5,15,2.772588722239781,0,0,0,1,5,200,5.303304908059076,1,2,4,0,29,3.4011973816621555,0,2,4,1,9,1,25,5,1,0,870.0
0,3,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,19,2.995732273553991,0,1,4,5,9,0,17,1,1,0,11.4
3,5,39,3.6888794541139363,0,0,4,4,9,200,5.303304908059076,1,2,4,0,32,3.4965075614664802,1,2,2,4,2,2,37,4,1,0,2496.0
6,0,16,2.833213344056216,1,1,1,2,6,100,4.61512051684126,1,1,2,0,14,2.70805020110221,1,2,4,0,4,2,34,2,2,0,224.0
6,2,14,2.70805020110221,1,2,4,0,4,40,3.713572066704308,1,1,5,0,27,3.332204510175204,0,0,2,6,7,0,10,3,1,0,151.2
7,2,25,3.258096538021482,0,1,0,4,5,200,5.303304908059076,1,2,4,0,8,2.1972245773362196,1,2,3,1,8,2,37,1,1,2,400.0
6,4,19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,1,5,19,2.995732273553991,0,1,4,5,9,2,23,6,1,1,54.15
3,4,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,32,3.4965075614664802,1,2,2,4,2,1,31,0,1,0,19.2
6,5,22,3.1354942159291497,1,1,2,1,2,200,5.303304908059076,1,2,4,0,14,2.70805020110221,1,2,4,0,4,2,37,3,2,0,616.0
0,7,34,3.5553480614894135,1,1,4,6,4,25,3.258096538021482,0,1,4,5,37,3.6375861597263857,0,1,2,2,7,2,11,6,1,0,314.5
3,7,23,3.1780538303479458,0,2,3,2,3,40,3.713572066704308,1,1,5,0,19,2.995732273553991,0,1,4,5,9,0,10,4,1,0,174.8
2,5,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,1,5,27,3.332204510175204,0,0,2,6,7,2,23,0,1,0,64.8
5,0,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,4,5,8,2.1972245773362196,1,2,3,1,8,2,11,6,1,0,18.0
1,0,39,3.6888794541139363,0,0,4,4,9,50,3.9318256327243257,1,2,1,0,26,3.295836866004329,1,2,1,5,6,0,2,1,1,0,507.0
0,3,17,2.8903717578961645,0,2,2,3,7,150,5.017279836814924,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,0,19,0,1,1,153.0
2,2,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,1,0,33,3.5263605246161616,0,0,3,5,3,2,28,0,1,0,198.0
4,6,9,2.302585092994046,0,0,4,2,9,150,5.017279836814924,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,1,1,1,1,0,391.5
7,7,37,3.6375861597263857,0,1,2,2,7,15,2.772588722239781,0,0,1,5,39,3.6888794541139363,0,0,4,4,9,0,20,5,1,0,216.45
0,4,13,2.6390573296152584,0,1,3,6,3,75,4.330733340286331,0,0,5,5,15,2.772588722239781,0,0,0,1,5,0,13,3,1,1,146.25
6,2,13,2.6390573296152584,0,1,3,6,3,125,4.836281906951478,0,2,6,5,37,3.6375861597263857,0,1,2,2,7,1,6,6,1,0,601.25
1,6,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,1,5,37,3.6375861597263857,0,1,2,2,7,2,23,2,1,0,44.4
5,1,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,1,5,36,3.6109179126442243,1,0,1,1,6,2,23,4,3,1,81.0
6,3,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,5,5,8,2.1972245773362196,1,2,3,1,8,0,3,1,1,0,5.6
4,4,32,3.4965075614664802,1,2,2,4,2,40,3.713572066704308,1,1,5,0,28,3.367295829986474,1,1,3,0,8,0,10,0,4,0,358.4
5,5,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,6,0,20,3.044522437723423,1,2,0,6,0,2,29,1,5,1,60.0
1,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,3,0,12,2.5649493574615367,1,0,2,5,2,1,16,6,1,0,10.8
2,6,14,2.70805020110221,1,2,4,0,4,80,4.394449154672439,1,2,3,0,10,2.3978952727983707,1,1,0,3,0,1,5,4,2,1,112.0
7,4,32,3.4965075614664802,1,2,2,4,2,125,4.836281906951478,0,2,6,5,17,2.8903717578961645,0,2,2,3,7,0,7,4,1,0,680.0
3,7,9,2.302585092994046,0,0,4,2,9,200,5.303304908059076,1,2,4,0,30,3.4339872044851463,1,0,0,2,0,1,25,4,1,0,540.0
7,2,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,4,5,22,3.1354942159291497,1,1,2,1,2,2,11,0,1,0,159.5
0,6,27,3.332204510175204,0,0,2,6,7,125,4.836281906951478,0,2,6,5,9,2.302585092994046,0,0,4,2,9,1,6,1,1,1,303.75
1,6,7,2.0794415416798357,0,1,2,0,7,150,5.017279836814924,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,1,1,2,1,1,73.5
3,1,39,3.6888794541139363,0,0,4,4,9,50,3.9318256327243257,1,2,1,0,32,3.4965075614664802,1,2,2,4,2,2,28,6,1,0,624.0
0,3,29,3.4011973816621555,0,2,4,1,9,20,3.044522437723423,1,2,6,0,34,3.5553480614894135,1,1,4,6,4,1,31,1,1,0,197.2
1,2,35,3.58351893845611,0,2,0,0,5,125,4.836281906951478,0,2,6,5,32,3.4965075614664802,1,2,2,4,2,1,6,2,1,0,1400.0
5,7,26,3.295836866004329,1,2,1,5,6,40,3.713572066704308,1,1,5,0,20,3.044522437723423,1,2,0,6,0,1,24,4,2,1,208.0
0,6,14,2.70805020110221,1,2,4,0,4,40,3.713572066704308,1,1,5,0,31,3.4657359027997265,0,1,1,3,1,0,10,3,1,0,173.6
7,1,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,5,5,18,2.9444389791664403,1,0,3,4,8,1,12,4,1,0,18.9
4,6,8,2.1972245773362196,1,2,3,1,8,75,4.330733340286331,0,0,5,5,7,2.0794415416798357,0,1,2,0,7,0,13,2,1,0,42.0
7,6,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,0,20,5,1,1,13.5
7,7,39,3.6888794541139363,0,0,4,4,9,150,5.017279836814924,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,1,1,1,1,0,1989.0
2,5,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,5,5,20,3.044522437723423,1,2,0,6,0,1,12,1,1,1,34.0
4,2,14,2.70805020110221,1,2,4,0,4,100,4.61512051684126,1,1,2,0,9,2.302585092994046,0,0,4,2,9,2,34,6,1,0,126.0
5,5,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,4,5,19,2.995732273553991,0,1,4,5,9,2,11,5,1,0,137.75
2,0,36,3.6109179126442243,1,0,1,1,6,200,5.303304908059076,1,2,4,0,17,2.8903717578961645,0,2,2,3,7,2,37,4,1,0,1224.0
2,6,13,2.6390573296152584,0,1,3,6,3,100,4.61512051684126,1,1,2,0,16,2.833213344056216,1,1,1,2,6,0,30,6,1,0,208.0
3,7,40,3.713572066704308,1,1,0,5,0,150,5.017279836814924,1,0,3,0,39,3.6888794541139363,0,0,4,4,9,1,1,6,1,0,2340.0
2,4,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,5,5,12,2.5649493574615367,1,0,2,5,2,0,3,4,1,0,9.6
7,4,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,1,5,23,3.1780538303479458,0,2,3,2,3,0,20,1,1,0,27.6
6,7,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,5,5,34,3.5553480614894135,1,1,4,6,4,2,33,4,1,0,64.6
3,4,40,3.713572066704308,1,1,0,5,0,75,4.330733340286331,0,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,9,1,1,0,210.0
5,7,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,6,0,27,3.332204510175204,0,0,2,6,7,1,31,3,1,0,59.4
3,2,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,1,14,3,5,1,90.0
1,4,29,3.4011973816621555,0,2,4,1,9,50,3.9318256327243257,1,2,1,0,16,2.833213344056216,1,1,1,2,6,2,28,0,1,0,232.0
5,3,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,1,5,21,3.091042453358316,0,0,1,0,1,2,23,0,3,1,47.25
5,2,11,2.4849066497880004,0,2,1,4,1,200,5.303304908059076,1,2,4,0,6,1.9459101490553132,1,0,1,6,6,2,37,4,1,0,132.0
0,2,21,3.091042453358316,0,0,1,0,1,40,3.713572066704308,1,1,5,0,19,2.995732273553991,0,1,4,5,9,0,10,1,1,0,159.6
2,0,11,2.4849066497880004,0,2,1,4,1,50,3.9318256327243257,1,2,1,0,29,3.4011973816621555,0,2,4,1,9,1,27,4,1,0,159.5
3,7,37,3.6375861597263857,0,1,2,2,7,15,2.772588722239781,0,0,1,5,34,3.5553480614894135,1,1,4,6,4,1,14,2,1,0,188.7
5,1,36,3.6109179126442243,1,0,1,1,6,15,2.772588722239781,0,0,1,5,14,2.70805020110221,1,2,4,0,4,2,23,4,1,0,75.6
1,5,20,3.044522437723423,1,2,0,6,0,40,3.713572066704308,1,1,5,0,12,2.5649493574615367,1,0,2,5,2,0,10,3,4,1,96.0
3,1,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,5,5,13,2.6390573296152584,0,1,3,6,3,1,12,3,1,0,18.2
0,3,11,2.4849066497880004,0,2,1,4,1,75,4.330733340286331,0,0,5,5,21,3.091042453358316,0,0,1,0,1,2,32,3,1,0,173.25
6,5,38,3.6635616461296463,1,2,3,3,8,200,5.303304908059076,1,2,4,0,17,2.8903717578961645,0,2,2,3,7,2,37,1,1,0,1292.0
4,6,17,2.8903717578961645,0,2,2,3,7,80,4.394449154672439,1,2,3,0,33,3.5263605246161616,0,0,3,5,3,0,36,0,1,0,448.8
4,4,3,1.3862943611198906,0,0,3,3,3,125,4.836281906951478,0,2,6,5,33,3.5263605246161616,0,0,3,5,3,2,21,4,1,1,123.75
2,0,39,3.6888794541139363,0,0,4,4,9,100,4.61512051684126,1,1,2,0,18,2.9444389791664403,1,0,3,4,8,2,34,1,1,0,702.0
7,6,37,3.6375861597263857,0,1,2,2,7,150,5.017279836814924,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,0,19,3,1,1,333.0
0,1,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,3,0,7,2.0794415416798357,0,1,2,0,7,0,35,3,1,0,8.4
3,5,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,7,2.0794415416798357,0,1,2,0,7,1,26,1,1,0,10.5
6,1,23,3.1780538303479458,0,2,3,2,3,100,4.61512051684126,1,1,2,0,12,2.5649493574615367,1,0,2,5,2,2,34,5,1,0,276.0
1,2,23,3.1780538303479458,0,2,3,2,3,75,4.330733340286331,0,0,5,5,38,3.6635616461296463,1,2,3,3,8,2,32,3,1,0,655.5
1,0,30,3.4339872044851463,1,0,0,2,0,100,4.61512051684126,1,1,2,0,8,2.1972245773362196,1,2,3,1,8,1,8,0,2,0,240.0
0,4,10,2.3978952727983707,1,1,0,3,0,75,4.330733340286331,0,0,5,5,37,3.6375861597263857,0,1,2,2,7,0,13,1,1,0,277.5
4,2,32,3.4965075614664802,1,2,2,4,2,150,5.017279836814924,1,0,3,0,37,3.6375861597263857,0,1,2,2,7,2,4,2,1,0,1776.0
5,5,38,3.6635616461296463,1,2,3,3,8,200,5.303304908059076,1,2,4,0,36,3.6109179126442243,1,0,1,1,6,2,37,6,2,0,2736.0
1,7,39,3.6888794541139363,0,0,4,4,9,20,3.044522437723423,1,2,6,0,20,3.044522437723423,1,2,0,6,0,2,29,6,1,1,156.0
5,6,39,3.6888794541139363,0,0,4,4,9,100,4.61512051684126,1,1,2,0,7,2.0794415416798357,0,1,2,0,7,1,8,4,1,0,273.0
2,2,37,3.6375861597263857,0,1,2,2,7,150,5.017279836814924,1,0,3,0,39,3.6888794541139363,0,0,4,4,9,2,4,3,1,0,2164.5
3,7,32,3.4965075614664802,1,2,2,4,2,100,4.61512051684126,1,1,2,0,10,2.3978952727983707,1,1,0,3,0,2,34,6,2,1,320.0
5,0,38,3.6635616461296463,1,2,3,3,8,150,5.017279836814924,1,0,3,0,21,3.091042453358316,0,0,1,0,1,2,4,5,1,0,1197.0
0,0,35,3.58351893845611,0,2,0,0,5,40,3.713572066704308,1,1,5,0,17,2.8903717578961645,0,2,2,3,7,1,24,1,1,0,238.0
5,1,32,3.4965075614664802,1,2,2,4,2,20,3.044522437723423,1,2,6,0,31,3.4657359027997265,0,1,1,3,1,0,17,3,1,0,198.4
0,7,32,3.4965075614664802,1,2,2,4,2,50,3.9318256327243257,1,2,1,0,19,2.995732273553991,0,1,4,5,9,2,28,0,1,0,304.0
7,7,18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,4,5,40,3.713572066704308,1,1,0,5,0,0,18,0,1,0,180.0
4,5,36,3.6109179126442243,1,0,1,1,6,15,2.772588722239781,0,0,1,5,16,2.833213344056216,1,1,1,2,6,0,20,6,1,0,86.4
2,2,6,1.9459101490553132,1,0,1,6,6,100,4.61512051684126,1,1,2,0,25,3.258096538021482,0,1,0,4,5,1,8,5,1,1,150.0
7,6,39,3.6888794541139363,0,0,4,4,9,80,4.394449154672439,1,2,3,0,39,3.6888794541139363,0,0,4,4,9,2,38,4,1,1,1216.8
4,0,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,4,5,14,2.70805020110221,1,2,4,0,4,1,26,3,1,0,42.0
0,2,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,4,5,25,3.258096538021482,0,1,0,4,5,1,26,1,1,1,43.75
0,1,17,2.8903717578961645,0,2,2,3,7,50,3.9318256327243257,1,2,1,0,18,2.9444389791664403,1,0,3,4,8,1,27,6,1,0,153.0
4,2,10,2.3978952727983707,1,1,0,3,0,100,4.61512051684126,1,1,2,0,25,3.258096538021482,0,1,0,4,5,1,8,0,5,2,250.0
3,0,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,1,5,38,3.6635616461296463,1,2,3,3,8,1,14,2,1,0,91.2
5,3,27,3.332204510175204,0,0,2,6,7,40,3.713572066704308,1,1,5,0,8,2.1972245773362196,1,2,3,1,8,2,15,5,1,1,86.4
5,6,14,2.70805020110221,1,2,4,0,4,200,5.303304908059076,1,2,4,0,10,2.3978952727983707,1,1,0,3,0,0,0,3,2,1,280.0
1,3,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,1,0,29,3.4011973816621555,0,2,4,1,9,0,2,4,1,0,174.0
5,7,36,3.6109179126442243,1,0,1,1,6,75,4.330733340286331,0,0,5,5,37,3.6375861597263857,0,1,2,2,7,0,13,0,1,0,999.0
0,6,35,3.58351893845611,0,2,0,0,5,125,4.836281906951478,0,2,6,5,9,2.302585092994046,0,0,4,2,9,2,21,2,1,0,393.75
2,3,36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,3,0,37,3.6375861597263857,0,1,2,2,7,2,22,6,1,0,133.2
2,7,30,3.4339872044851463,1,0,0,2,0,75,4.330733340286331,0,0,5,5,30,3.4339872044851463,1,0,0,2,0,2,32,4,15,1,675.0
6,6,23,3.1780538303479458,0,2,3,2,3,80,4.394449154672439,1,2,3,0,36,3.6109179126442243,1,0,1,1,6,1,5,4,1,0,662.4
2,5,17,2.8903717578961645,0,2,2,3,7,20,3.044522437723423,1,2,6,0,10,2.3978952727983707,1,1,0,3,0,0,17,0,1,1,34.0
2,1,34,3.5553480614894135,1,1,4,6,4,80,4.394449154672439,1,2,3,0,8,2.1972245773362196,1,2,3,1,8,0,36,6,2,1,217.6
4,0,36,3.6109179126442243,1,0,1,1,6,125,4.836281906951478,0,2,6,5,39,3.6888794541139363,0,0,4,4,9,0,7,6,1,0,1755.0
0,7,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,5,5,7,2.0794415416798357,0,1,2,0,7,2,33,3,1,0,6.65
6,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,5,5,11,2.4849066497880004,0,2,1,4,1,0,3,5,1,0,3.3
0,6,17,2.8903717578961645,0,2,2,3,7,50,3.9318256327243257,1,2,1,0,18,2.9444389791664403,1,0,3,4,8,0,2,6,1,0,153.0
7,7,36,3.6109179126442243,1,0,1,1,6,100,4.61512051684126,1,1,2,0,23,3.1780538303479458,0,2,3,2,3,1,8,0,1,0,828.0
0,2,29,3.4011973816621555,0,2,4,1,9,40,3.713572066704308,1,1,5,0,27,3.332204510175204,0,0,2,6,7,1,24,2,1,0,313.2
1,1,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,4,5,22,3.1354942159291497,1,1,2,1,2,2,11,2,1,0,115.5
6,6,23,3.1780538303479458,0,2,3,2,3,75,4.330733340286331,0,0,5,5,30,3.4339872044851463,1,0,0,2,0,2,32,3,1,0,517.5
2,1,29,3.4011973816621555,0,2,4,1,9,10,2.3978952727983707,1,1,3,0,27,3.332204510175204,0,0,2,6,7,0,35,2,1,0,78.3
2,7,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,3,0,39,3.6888794541139363,0,0,4,4,9,1,16,0,1,0,58.5
2,2,14,2.70805020110221,1,2,4,0,4,50,3.9318256327243257,1,2,1,0,16,2.833213344056216,1,1,1,2,6,2,28,4,2,0,112.0
0,0,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,7,2.0794415416798357,0,1,2,0,7,1,26,5,1,0,5.25
4,3,28,3.367295829986474,1,1,3,0,8,40,3.713572066704308,1,1,5,0,8,2.1972245773362196,1,2,3,1,8,2,15,0,4,1,89.6
4,5,33,3.5263605246161616,0,0,3,5,3,50,3.9318256327243257,1,2,1,0,17,2.8903717578961645,0,2,2,3,7,2,28,5,1,0,280.5
5,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,26,3.295836866004329,1,2,1,5,6,0,35,5,1,0,7.8
