slot_buyer_name,slot_item1_name,slot_item2_name,slot_item3_name,slot_n_item1,slot_n_item1_abs_log1p,slot_n_item1_is_even,slot_n_item1_mod3,slot_n_item1_mod5,slot_n_item1_mod7,slot_n_item1_mod10,slot_n_item2,slot_n_item2_abs_log1p,slot_n_item2_is_even,slot_n_item2_mod3,slot_n_item2_mod5,slot_n_item2_mod7,slot_n_item2_mod10,slot_item3_per_item1,slot_item3_per_item1_abs_log1p,slot_item3_per_item1_is_even,slot_item3_per_item1_mod3,slot_item3_per_item1_mod5,slot_item3_per_item1_mod7,slot_item3_per_item1_mod10,slot_cost_item1,slot_cost_item1_abs_log1p,slot_cost_item1_mod3,slot_cost_item1_mod7,slot_ratio_num,slot_ratio_num_abs_log1p,slot_ratio_num_is_even,slot_ratio_num_mod3,slot_ratio_num_mod5,slot_ratio_num_mod7,slot_ratio_num_mod10,slot_ratio_den,slot_ratio_den_abs_log1p,slot_ratio_den_is_even,slot_ratio_den_mod3,slot_ratio_den_mod5,slot_ratio_den_mod7,slot_ratio_den_mod10,slot_cost_item3,slot_cost_item3_abs_log1p,slot_cost_item3_is_even,slot_cost_item3_mod3,slot_cost_item3_mod7,slot_cost_item3_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
4,2,2,2,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,12000,9.392745258631441,0,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,160,5.081404364984463,1,1,6,0,3,1,10,381120.0
6,4,4,4,18,2.9444389791664403,1,0,3,4,8,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,1120,7.02197642307216,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,115,4.7535901911063645,0,1,3,5,3,1,10,40200.0
6,5,5,5,27,3.332204510175204,0,0,2,6,7,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,200,5.303304908059076,2,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,165,5.111987788356544,0,0,4,5,2,1,11,26020.0
3,1,1,1,17,2.8903717578961645,0,2,2,3,7,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,3360,8.119993827725105,0,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,2,1,8,92150.0
4,5,5,5,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,2940,7.9865049385539955,0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,340,5.831882477283517,1,1,4,0,2,1,13,72840.0
1,3,3,3,20,3.044522437723423,1,2,0,6,0,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,150,5.017279836814924,0,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,175,5.170483995038151,0,1,0,5,2,1,8,12200.0
7,0,0,0,12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,5800,8.665785595466064,1,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,180,5.198497031265826,1,0,5,0,1,1,8,160440.0
6,1,1,1,19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,1440,7.273092595999522,0,5,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,55,4.02535169073515,0,1,6,5,3,1,14,31285.0
2,6,6,6,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,1080,6.985641817639208,0,2,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,270,5.602118820879701,1,0,4,0,2,1,12,31860.0
4,2,2,2,23,3.1780538303479458,0,2,3,2,3,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,900,6.803505257608338,0,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,360,5.8888779583328805,1,0,3,0,2,1,14,36480.0
9,0,0,0,19,2.995732273553991,0,1,4,5,9,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,9000,9.105090961257085,0,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,1,1,10,237510.0
4,4,4,4,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,27000,10.203629181337648,0,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,2,1,15,486640.0
9,3,3,3,13,2.6390573296152584,0,1,3,6,3,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,4900,8.497194544909547,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,300,5.707110264748875,1,0,6,0,2,1,11,139100.0
3,5,5,5,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1750,7.467942332285852,1,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,70,4.2626798770413155,1,1,0,0,1,1,6,39260.0
6,5,5,5,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,380,5.942799375126701,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,390,5.968707559985366,1,0,5,0,3,1,11,54970.0
6,2,2,2,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1920,7.560601162768557,0,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,75,4.330733340286331,0,0,5,5,1,1,11,37140.0
8,4,4,4,16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1050,6.957497370876951,0,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,180,5.198497031265826,1,0,5,0,0,1,13,37580.0
1,2,2,2,19,2.995732273553991,0,1,4,5,9,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,13500,9.510519035757246,0,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,80,4.394449154672439,1,2,3,0,1,1,5,390100.0
1,6,6,6,25,3.258096538021482,0,1,0,4,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,14700,9.595670797663967,0,0,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,90,4.51085950651685,1,0,6,0,0,1,9,460200.0
1,1,1,1,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,4000,8.294299608857235,1,3,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,210,5.351858133476067,1,0,0,0,0,1,11,41560.0
9,0,0,0,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,9440,9.152817185732516,2,4,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,360,5.8888779583328805,1,0,3,0,2,1,17,92560.0
1,2,2,2,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,3960,8.284251797621916,0,5,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,140,4.948759890378168,1,2,0,0,2,1,8,61640.0
3,2,2,2,9,2.302585092994046,0,0,4,2,9,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,12950,9.468928284223587,2,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,5,0,1,7,273525.0
7,1,1,1,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,5200,8.556606193773073,1,6,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,35,3.58351893845611,0,2,0,5,2,1,4,112525.0
9,3,3,3,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,2080,7.640603826393634,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,115,4.7535901911063645,0,1,3,5,3,1,5,41250.0
9,3,3,3,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1640,7.403061091090091,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,3,1,5,65290.0
2,5,5,5,26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,10800,9.287394001418473,0,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,280,5.638354669333745,1,1,0,0,1,1,11,340440.0
5,3,3,3,8,2.1972245773362196,1,2,3,1,8,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,2,2,2,2,4200,8.343077871169383,0,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,350,5.860786223465865,1,2,0,0,1,1,13,77000.0
4,6,6,6,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,520,6.255750041753367,1,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,1,5,3,1,11,17880.0
6,0,0,0,13,2.6390573296152584,0,1,3,6,3,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,4000,8.294299608857235,1,3,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,6,0,3,1,9,71520.0
5,1,1,1,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,720,6.580639137284949,0,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,75,4.330733340286331,0,0,5,5,3,1,12,14775.0
9,5,5,5,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,7800,8.962007209588313,0,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,60,4.110873864173311,1,0,4,0,1,1,12,136640.0
3,1,1,1,25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,1480,7.300472814267799,1,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,320,5.771441123130016,1,2,5,0,0,1,13,60400.0
0,4,4,4,16,2.833213344056216,1,1,1,2,6,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,2160,7.6783263565068856,0,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,300,5.707110264748875,1,0,6,0,1,1,13,73680.0
0,4,4,4,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2100,7.650168700845001,0,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,3,1,10,40120.0
6,3,3,3,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,16800,9.729193687429403,0,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,370,5.916202062607435,1,1,6,0,0,1,13,311490.0
0,4,4,4,28,3.367295829986474,1,1,3,0,8,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,1200,7.0909098220799835,0,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,13,55040.0
7,5,5,5,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2400,7.783640596221253,0,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,65,4.189654742026425,0,2,2,5,1,1,10,21910.0
9,5,5,5,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4050,8.30671904320269,0,4,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,1,0,4,0,0,1,7,104070.0
0,2,2,2,17,2.8903717578961645,0,2,2,3,7,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,0,1,1,1,1,9300,9.137877200242468,0,4,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,260,5.564520407322694,1,2,1,0,2,1,12,243120.0
4,2,2,2,17,2.8903717578961645,0,2,2,3,7,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,4200,8.343077871169383,0,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,280,5.638354669333745,1,1,0,0,1,1,6,167440.0
0,5,5,5,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,4500,8.412054873292933,0,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,90,4.51085950651685,1,0,6,0,3,1,14,53550.0
2,3,3,3,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,160,5.081404364984463,1,6,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,370,5.916202062607435,1,1,6,0,1,1,7,22160.0
1,4,4,4,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,840,6.734591659972948,0,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,370,5.916202062607435,1,1,6,0,1,1,7,85320.0
1,2,2,2,21,3.091042453358316,0,0,1,0,1,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,7400,8.909370405197466,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,185,5.225746673713202,0,2,3,5,2,1,11,240870.0
6,2,2,2,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,2240,7.714677473800927,2,0,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,150,5.017279836814924,1,0,3,0,1,1,5,72060.0
7,5,5,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,750,6.621405651764134,0,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,260,5.564520407322694,1,2,1,0,0,1,11,8400.0
5,4,4,4,22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,11250,9.328212292571072,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,3,0,3,1,6,402060.0
7,0,0,0,22,3.1354942159291497,1,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,6720,8.812992231969966,0,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,200,5.303304908059076,1,2,4,0,1,1,11,185840.0
5,2,2,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,3000,8.006700845440367,0,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,6,5,2,1,16,21275.0
5,1,1,1,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,14400,9.575052927597383,0,1,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,30,3.4339872044851463,1,0,2,0,2,1,13,192240.0
7,6,6,6,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,33600,10.422311107413181,0,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,160,5.081404364984463,1,1,6,0,2,1,13,590400.0
8,1,1,1,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,440,6.089044875446846,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,130,4.875197323201151,1,1,4,0,0,1,10,12440.0
5,5,5,5,20,3.044522437723423,1,2,0,6,0,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,420,6.042632833682381,0,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,70,4.2626798770413155,1,1,0,0,1,1,10,19950.0
3,2,2,2,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,7200,8.881975184248867,0,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,130,4.875197323201151,1,1,4,0,2,1,10,237150.0
9,5,5,5,20,3.044522437723423,1,2,0,6,0,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,6720,8.812992231969966,0,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,90,4.51085950651685,1,0,6,0,0,1,10,159120.0
5,4,4,4,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,1000,6.90875477931522,1,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,220,5.3981627015177525,1,1,3,0,0,1,11,30060.0
2,4,4,4,23,3.1780538303479458,0,2,3,2,3,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,21000,9.952325334619427,0,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,5,2,1,9,701415.0
7,1,1,1,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,1880,7.53955882930103,2,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,0,1,12,35500.0
8,2,2,2,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,4200,8.343077871169383,0,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,0,1,13,37600.0
9,2,2,2,26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1440,7.273092595999522,0,5,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,105,4.663439094112067,0,0,0,5,0,1,5,59710.0
2,2,2,2,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1140,7.039660349862076,0,6,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,125,4.836281906951478,0,2,6,5,3,1,8,33425.0
6,0,0,0,26,3.295836866004329,1,2,1,5,6,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,8400,9.036106025364846,0,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,120,4.795790545596741,1,0,1,0,1,1,9,410880.0
0,2,2,2,17,2.8903717578961645,0,2,2,3,7,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,4800,8.476579508530941,0,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,175,5.170483995038151,0,1,0,5,3,1,9,124700.0
9,3,3,3,29,3.4011973816621555,0,2,4,1,9,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,1980,7.591357046698551,0,6,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,55,4.02535169073515,0,1,6,5,0,1,4,87230.0
6,2,2,2,29,3.4011973816621555,0,2,4,1,9,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,3200,8.071218539969863,2,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,160,5.081404364984463,1,1,6,0,0,1,10,159360.0
4,2,2,2,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,1740,7.462214939768189,0,4,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,3,0,3,1,9,27340.0
1,4,4,4,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,6000,8.699681400989514,0,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,400,5.993961427306569,1,1,1,0,1,1,15,62000.0
4,3,3,3,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,6300,8.748463629942055,0,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,100,4.61512051684126,1,1,2,0,0,1,11,111000.0
7,5,5,5,13,2.6390573296152584,0,1,3,6,3,29,3.4011973816621555,0,2,4,1,9,1,0.6931471805599453,0,1,1,1,1,4050,8.30671904320269,0,4,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,95,4.564348191467836,0,2,4,5,3,1,9,93035.0
1,6,6,6,23,3.1780538303479458,0,2,3,2,3,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,6300,8.748463629942055,0,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,80,4.394449154672439,1,2,3,0,1,1,12,173780.0
3,6,6,6,14,2.70805020110221,1,2,4,0,4,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,4800,8.476579508530941,0,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,14,90300.0
9,5,5,5,26,3.295836866004329,1,2,1,5,6,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,600,6.398594934535208,0,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,135,4.912654885736052,0,0,2,5,0,1,12,26310.0
9,1,1,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,2150,7.67368812926773,2,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,1,1,6,23690.0
3,3,3,3,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,13050,9.476620038167528,0,2,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,370,5.916202062607435,1,1,6,0,2,1,13,441000.0
7,3,3,3,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,3010,8.010027528481734,1,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,1,5,2,1,4,112080.0
3,5,5,5,29,3.4011973816621555,0,2,4,1,9,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,5220,8.560444233410552,0,5,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,340,5.831882477283517,1,1,4,0,2,1,9,216920.0
3,4,4,4,27,3.332204510175204,0,0,2,6,7,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,22200,10.007892611890918,0,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,300,5.707110264748875,1,0,6,0,3,1,16,712500.0
3,3,3,3,26,3.295836866004329,1,2,1,5,6,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,7200,8.881975184248867,0,4,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,190,5.25227342804663,1,1,1,0,2,1,4,277620.0
9,3,3,3,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,10150,9.225327501784431,1,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,140,4.948759890378168,1,2,0,0,2,1,11,311000.0
9,0,0,0,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2160,7.6783263565068856,0,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,180,5.198497031265826,1,0,5,0,0,1,9,83700.0
1,5,5,5,25,3.258096538021482,0,1,0,4,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,7350,8.902591637374087,0,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,120,4.795790545596741,1,0,1,0,2,1,13,203900.0
6,2,2,2,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,800,6.68586094706836,2,2,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,145,4.983606621708336,0,1,5,5,1,1,12,13700.0
1,4,4,4,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,2320,7.749753406274437,1,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,175,5.170483995038151,0,1,0,5,0,1,12,83640.0
9,5,5,5,20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,5700,8.648396877031582,0,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,310,5.739792912179234,1,1,2,0,1,1,12,137300.0
