slot_person_name,slot_item,slot_container_singular,slot_container_plural,slot_servings_per_container,slot_servings_per_container_abs_log1p,slot_servings_per_container_is_even,slot_servings_per_container_mod3,slot_servings_per_container_mod5,slot_servings_per_container_mod7,slot_servings_per_container_mod10,slot_servings_per_day,slot_servings_per_day_abs_log1p,slot_servings_per_day_is_even,slot_servings_per_day_mod3,slot_servings_per_day_mod5,slot_servings_per_day_mod7,slot_servings_per_day_mod10,slot_days,slot_days_abs_log1p,slot_days_is_even,slot_days_mod3,slot_days_mod5,slot_days_mod7,slot_days_mod10,slot_price_per_container,slot_price_per_container_abs_log1p,slot_price_per_container_is_even,slot_price_per_container_mod3,slot_price_per_container_mod5,slot_price_per_container_mod7,slot_price_per_container_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
6,3,0,0,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,120,4.795790545596741,1,0,0,1,0,15,2.772588722239781,0,0,0,1,5,1,1,4,180.0
7,3,8,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,80,4.394449154672439,1,2,0,3,0,12,2.5649493574615367,1,0,2,5,2,0,2,4,240.0
0,4,3,3,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,13,2.6390573296152584,0,1,3,6,3,2,1,1,52.0
5,1,5,5,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,104,4.653960350157523,1,2,4,6,4,6,1.9459101490553132,1,0,1,6,6,2,2,3,78.0
1,5,2,2,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,88,4.48863636973214,1,1,3,4,8,14,2.70805020110221,1,2,4,0,4,1,2,3,112.0
6,0,8,8,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,77,4.356708826689592,0,2,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1,2,28.0
4,4,3,3,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,0,5,0,12,2.5649493574615367,1,0,2,5,2,1,4,4,48.0
8,4,2,2,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,112,4.727387818712341,1,1,2,0,2,7,2.0794415416798357,0,1,2,0,7,2,1,2,49.0
8,0,2,2,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,55,4.02535169073515,0,1,0,6,5,9,2.302585092994046,0,0,4,2,9,0,1,4,45.0
0,5,1,1,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,110,4.709530201312334,1,2,0,5,0,14,2.70805020110221,1,2,4,0,4,1,2,1,280.0
9,4,4,4,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,114,4.74493212836325,1,0,4,2,4,12,2.5649493574615367,1,0,2,5,2,0,2,4,72.0
5,6,3,3,34,3.5553480614894135,1,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,153,5.0369526024136295,0,0,3,6,3,13,2.6390573296152584,0,1,3,6,3,1,1,0,234.0
0,6,6,6,42,3.7612001156935624,1,0,2,0,2,5,1.791759469228055,0,2,0,5,5,84,4.442651256490317,1,0,4,0,4,7,2.0794415416798357,0,1,2,0,7,0,1,3,70.0
4,0,2,2,47,3.871201010907891,0,2,2,5,7,3,1.3862943611198906,0,0,3,3,3,141,4.955827057601261,0,0,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,1,2,36.0
7,8,3,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,38,3.6635616461296463,1,2,3,3,8,15,2.772588722239781,0,0,0,1,5,2,1,2,285.0
1,0,2,2,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,91,4.5217885770490405,0,1,1,0,1,11,2.4849066497880004,0,2,1,4,1,2,1,1,154.0
9,6,5,5,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,66,4.204692619390966,1,0,1,3,6,8,2.1972245773362196,1,2,3,1,8,0,1,4,48.0
6,7,6,6,46,3.8501476017100584,1,1,1,4,6,5,1.791759469228055,0,2,0,5,5,92,4.532599493153256,1,2,2,1,2,7,2.0794415416798357,0,1,2,0,7,2,1,1,70.0
7,5,7,7,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,62,4.143134726391533,1,2,2,6,2,13,2.6390573296152584,0,1,3,6,3,0,1,1,130.0
5,7,7,7,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,39,3.6888794541139363,0,0,4,4,9,13,2.6390573296152584,0,1,3,6,3,0,1,2,169.0
6,1,1,1,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,60,4.110873864173311,1,0,0,4,0,13,2.6390573296152584,0,1,3,6,3,1,1,4,39.0
2,4,2,2,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,93,4.543294782270004,0,0,3,2,3,4,1.6094379124341003,1,1,4,4,4,2,1,1,60.0
2,8,4,4,39,3.6888794541139363,0,0,4,4,9,5,1.791759469228055,0,2,0,5,5,156,5.056245805348308,1,0,1,2,6,14,2.70805020110221,1,2,4,0,4,1,1,1,280.0
3,2,5,5,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,160,5.081404364984463,1,1,0,6,0,12,2.5649493574615367,1,0,2,5,2,1,4,4,240.0
3,1,6,6,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,36,3.6109179126442243,1,0,1,1,6,9,2.302585092994046,0,0,4,2,9,1,1,6,18.0
1,2,1,1,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,104,4.653960350157523,1,2,4,6,4,15,2.772588722239781,0,0,0,1,5,0,1,3,120.0
9,4,3,3,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,92,4.532599493153256,1,2,2,1,2,13,2.6390573296152584,0,1,3,6,3,0,1,2,104.0
6,2,2,2,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,81,4.406719247264253,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,1,6,27.0
2,4,7,7,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,165,5.111987788356544,0,0,0,4,5,6,1.9459101490553132,1,0,1,6,6,0,1,1,90.0
4,2,8,8,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,52,3.970291913552122,1,1,2,3,2,7,2.0794415416798357,0,1,2,0,7,0,1,1,28.0
6,3,4,4,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,88,4.48863636973214,1,1,3,4,8,10,2.3978952727983707,1,1,0,3,0,0,2,2,110.0
0,1,3,3,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,0,1,4,18.0
3,1,1,1,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,94,4.553876891600541,1,1,4,3,4,10,2.3978952727983707,1,1,0,3,0,0,1,2,100.0
6,1,3,3,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,105,4.663439094112067,0,0,0,0,5,15,2.772588722239781,0,0,0,1,5,2,5,5,225.0
8,1,8,8,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,78,4.3694478524670215,1,0,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,1,1,91.0
3,0,5,5,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,57,4.060443010546419,0,0,2,1,7,2,1.0986122886681098,1,2,2,2,2,1,1,3,6.0
8,8,7,7,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,88,4.48863636973214,1,1,3,4,8,9,2.302585092994046,0,0,4,2,9,2,1,1,90.0
3,9,5,5,33,3.5263605246161616,0,0,3,5,3,2,1.0986122886681098,1,2,2,2,2,99,4.605170185988092,0,0,4,1,9,12,2.5649493574615367,1,0,2,5,2,2,1,2,72.0
3,7,3,3,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,169,5.135798437050262,0,1,4,1,9,9,2.302585092994046,0,0,4,2,9,2,1,1,117.0
6,6,8,8,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,0,6,5,15,2.772588722239781,0,0,0,1,5,0,1,2,225.0
2,5,5,5,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,81,4.406719247264253,0,0,1,4,1,6,1.9459101490553132,1,0,1,6,6,0,1,1,54.0
0,8,6,6,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,76,4.343805421853684,1,1,1,6,6,14,2.70805020110221,1,2,4,0,4,2,1,1,84.0
3,9,4,4,46,3.8501476017100584,1,1,1,4,6,5,1.791759469228055,0,2,0,5,5,92,4.532599493153256,1,2,2,1,2,9,2.302585092994046,0,0,4,2,9,1,1,1,90.0
9,6,7,7,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,150,5.017279836814924,1,0,0,3,0,9,2.302585092994046,0,0,4,2,9,2,3,4,135.0
3,2,5,5,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,72,4.290459441148391,1,0,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,3,4,48.0
3,9,0,0,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,0,2,0,5,5,132,4.890349128221754,1,0,2,6,2,15,2.772588722239781,0,0,0,1,5,0,1,2,300.0
4,8,6,6,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,124,4.8283137373023015,1,1,4,5,4,14,2.70805020110221,1,2,4,0,4,2,1,1,280.0
0,6,1,1,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,70,4.2626798770413155,1,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,1,1,1,21.0
6,5,2,2,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,93,4.543294782270004,0,0,3,2,3,14,2.70805020110221,1,2,4,0,4,1,1,2,126.0
1,5,4,4,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,86,4.465908118654584,1,2,1,2,6,9,2.302585092994046,0,0,4,2,9,2,1,1,90.0
1,8,7,7,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,171,5.147494476813453,0,0,1,3,1,6,1.9459101490553132,1,0,1,6,6,1,3,3,114.0
4,5,4,4,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,152,5.030437921392435,1,2,2,5,2,4,1.6094379124341003,1,1,4,4,4,0,1,2,48.0
0,6,4,4,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,120,4.795790545596741,1,0,0,1,0,15,2.772588722239781,0,0,0,1,5,1,3,5,225.0
7,3,3,3,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,77,4.356708826689592,0,2,2,0,7,2,1.0986122886681098,1,2,2,2,2,0,1,1,14.0
1,3,8,8,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,136,4.919980925828125,1,1,1,3,6,3,1.3862943611198906,0,0,3,3,3,1,1,4,24.0
4,7,0,0,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,125,4.836281906951478,0,2,0,6,5,3,1.3862943611198906,0,0,3,3,3,2,1,1,30.0
4,3,4,4,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,64,4.174387269895637,1,1,4,1,4,12,2.5649493574615367,1,0,2,5,2,0,1,4,96.0
9,3,5,5,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,2,1,6,20.0
8,2,1,1,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,100,4.61512051684126,1,1,0,2,0,11,2.4849066497880004,0,2,1,4,1,0,1,3,110.0
5,3,4,4,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,41,3.7376696182833684,0,2,1,6,1,13,2.6390573296152584,0,1,3,6,3,1,1,1,26.0
6,5,8,8,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,126,4.844187086458591,1,0,1,0,6,7,2.0794415416798357,0,1,2,0,7,1,1,2,98.0
9,4,1,1,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,156,5.056245805348308,1,0,1,2,6,3,1.3862943611198906,0,0,3,3,3,2,1,4,36.0
5,5,0,0,42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,0,1,3,12.0
0,3,1,1,29,3.4011973816621555,0,2,4,1,9,2,1.0986122886681098,1,2,2,2,2,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,0,1,3,16.0
4,7,4,4,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,74,4.31748811353631,1,2,4,4,4,7,2.0794415416798357,0,1,2,0,7,2,1,1,56.0
9,9,4,4,37,3.6375861597263857,0,1,2,2,7,3,1.3862943611198906,0,0,3,3,3,148,5.003946305945459,1,1,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,2,36.0
3,5,1,1,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,140,4.948759890378168,1,2,0,0,0,12,2.5649493574615367,1,0,2,5,2,0,1,2,120.0
7,0,1,1,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,140,4.948759890378168,1,2,0,0,0,14,2.70805020110221,1,2,4,0,4,1,1,4,280.0
9,1,4,4,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,140,4.948759890378168,1,2,0,0,0,7,2.0794415416798357,0,1,2,0,7,2,1,4,112.0
7,3,5,5,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,11,2.4849066497880004,0,2,1,4,1,1,1,2,44.0
5,5,2,2,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,8,2.1972245773362196,1,2,3,1,8,1,1,3,24.0
0,2,3,3,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,75,4.330733340286331,0,0,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,1,3,30.0
8,8,0,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,80,4.394449154672439,1,2,0,3,0,14,2.70805020110221,1,2,4,0,4,1,1,4,140.0
2,0,2,2,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,102,4.634728988229636,1,0,2,4,2,3,1.3862943611198906,0,0,3,3,3,1,1,5,18.0
0,9,5,5,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,115,4.7535901911063645,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,0,1,2,100.0
3,3,4,4,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,0,1,1,1,1,130,4.875197323201151,1,1,0,4,0,7,2.0794415416798357,0,1,2,0,7,2,1,4,35.0
3,1,0,0,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,0,1,2,25.0
2,2,2,2,43,3.784189633918261,0,1,3,1,3,4,1.6094379124341003,1,1,4,4,4,129,4.867534450455582,0,0,4,3,9,6,1.9459101490553132,1,0,1,6,6,0,1,1,72.0
3,0,4,4,47,3.871201010907891,0,2,2,5,7,1,0.6931471805599453,0,1,1,1,1,141,4.955827057601261,0,0,1,1,1,3,1.3862943611198906,0,0,3,3,3,0,1,5,9.0
0,9,4,4,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,85,4.454347296253507,0,1,0,1,5,13,2.6390573296152584,0,1,3,6,3,0,1,1,130.0
8,2,5,5,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,96,4.574710978503383,1,0,1,5,6,12,2.5649493574615367,1,0,2,5,2,1,1,6,48.0
3,9,3,3,41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,164,5.10594547390058,1,2,4,3,4,5,1.791759469228055,0,2,0,5,5,0,1,2,100.0
2,7,2,2,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,121,4.804021044733257,0,1,1,2,1,10,2.3978952727983707,1,1,0,3,0,0,1,1,110.0
7,5,8,8,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,180,5.198497031265826,1,0,0,5,0,2,1.0986122886681098,1,2,2,2,2,0,1,6,36.0
7,1,2,2,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,115,4.7535901911063645,0,1,0,3,5,14,2.70805020110221,1,2,4,0,4,0,1,2,70.0
6,3,0,0,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,0,5,0,10,2.3978952727983707,1,1,0,3,0,2,2,5,80.0
9,8,8,8,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,1,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,2,4,5,128.0
6,7,1,1,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,165,5.111987788356544,0,0,0,4,5,5,1.791759469228055,0,2,0,5,5,2,1,4,75.0
3,1,0,0,37,3.6375861597263857,0,1,2,2,7,1,0.6931471805599453,0,1,1,1,1,148,5.003946305945459,1,1,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,1,4,28.0
1,8,2,2,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,180,5.198497031265826,1,0,0,5,0,6,1.9459101490553132,1,0,1,6,6,2,1,4,120.0
5,2,0,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,33,3.5263605246161616,0,0,3,5,3,12,2.5649493574615367,1,0,2,5,2,1,1,1,132.0
9,8,0,0,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,13,2.6390573296152584,0,1,3,6,3,2,1,3,104.0
2,6,2,2,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,121,4.804021044733257,0,1,1,2,1,11,2.4849066497880004,0,2,1,4,1,0,1,6,121.0
3,0,5,5,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,74,4.31748811353631,1,2,4,4,4,8,2.1972245773362196,1,2,3,1,8,0,1,2,64.0
7,5,7,7,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,52,3.970291913552122,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,2,1,4,32.0
4,3,2,2,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,176,5.176149732573829,1,2,1,1,6,10,2.3978952727983707,1,1,0,3,0,0,1,4,160.0
9,9,6,6,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,0,2,5,36.0
0,9,8,8,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,65,4.189654742026425,0,2,0,2,5,3,1.3862943611198906,0,0,3,3,3,2,1,1,30.0
3,9,7,7,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,81,4.406719247264253,0,0,1,4,1,12,2.5649493574615367,1,0,2,5,2,0,3,4,108.0
1,1,0,0,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,172,5.153291594497779,1,1,2,4,2,11,2.4849066497880004,0,2,1,4,1,2,1,1,220.0
8,9,8,8,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,65,4.189654742026425,0,2,0,2,5,7,2.0794415416798357,0,1,2,0,7,2,1,2,91.0
8,6,8,8,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,1,0,3,6,8,13,2.6390573296152584,0,1,3,6,3,2,1,3,156.0
5,4,4,4,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,175,5.170483995038151,0,1,0,0,5,6,1.9459101490553132,1,0,1,6,6,2,1,2,84.0
1,4,3,3,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,174,5.1647859739235145,1,0,4,6,4,15,2.772588722239781,0,0,0,1,5,1,1,3,270.0
8,5,8,8,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,143,4.969813299576001,0,2,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,1,1,39.0
0,3,1,1,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,161,5.087596335232384,0,2,1,0,1,8,2.1972245773362196,1,2,3,1,8,0,1,2,112.0
2,2,7,7,34,3.5553480614894135,1,1,4,6,4,2,1.0986122886681098,1,2,2,2,2,51,3.9512437185814275,0,0,1,2,1,15,2.772588722239781,0,0,0,1,5,1,1,1,45.0
4,4,8,8,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,77,4.356708826689592,0,2,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,1,1,33.0
9,0,3,3,49,3.912023005428146,0,1,4,0,9,3,1.3862943611198906,0,0,3,3,3,49,3.912023005428146,0,1,4,0,9,12,2.5649493574615367,1,0,2,5,2,2,1,2,36.0
4,8,0,0,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,130,4.875197323201151,1,1,0,4,0,13,2.6390573296152584,0,1,3,6,3,0,1,6,130.0
7,9,2,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,32,3.4965075614664802,1,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,2,1,4,12.0
7,2,0,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,45,3.828641396489095,0,0,0,3,5,12,2.5649493574615367,1,0,2,5,2,1,1,3,180.0
2,7,3,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,0,1,3,120.0
9,9,4,4,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,98,4.59511985013459,1,2,3,0,8,12,2.5649493574615367,1,0,2,5,2,0,1,2,168.0
4,5,8,8,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,112,4.727387818712341,1,1,2,0,2,13,2.6390573296152584,0,1,3,6,3,2,1,3,208.0
0,2,0,0,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,96,4.574710978503383,1,0,1,5,6,8,2.1972245773362196,1,2,3,1,8,2,1,5,128.0
1,2,2,2,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,78,4.3694478524670215,1,0,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,1,3,48.0
8,4,0,0,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,64,4.174387269895637,1,1,4,1,4,14,2.70805020110221,1,2,4,0,4,0,2,3,112.0
0,7,2,2,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,91,4.5217885770490405,0,1,1,0,1,14,2.70805020110221,1,2,4,0,4,0,1,4,98.0
0,0,4,4,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,81,4.406719247264253,0,0,1,4,1,5,1.791759469228055,0,2,0,5,5,2,1,1,45.0
0,9,0,0,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,88,4.48863636973214,1,1,3,4,8,5,1.791759469228055,0,2,0,5,5,0,1,3,40.0
3,7,4,4,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,130,4.875197323201151,1,1,0,4,0,3,1.3862943611198906,0,0,3,3,3,2,1,2,39.0
9,6,5,5,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,125,4.836281906951478,0,2,0,6,5,11,2.4849066497880004,0,2,1,4,1,1,1,1,165.0
9,3,2,2,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,68,4.23410650459726,1,2,3,5,8,15,2.772588722239781,0,0,0,1,5,2,1,2,255.0
7,6,4,4,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,0,1,1,114.0
9,9,2,2,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,81,4.406719247264253,0,0,1,4,1,11,2.4849066497880004,0,2,1,4,1,0,1,4,99.0
4,4,4,4,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,94,4.553876891600541,1,1,4,3,4,10,2.3978952727983707,1,1,0,3,0,0,1,1,80.0
4,9,7,7,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,0,2,0,5,5,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,1,1,3,15.0
9,2,3,3,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,85,4.454347296253507,0,1,0,1,5,15,2.772588722239781,0,0,0,1,5,0,1,1,255.0
4,1,1,1,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,54,4.007333185232471,1,0,4,5,4,9,2.302585092994046,0,0,4,2,9,1,3,6,81.0
5,1,1,1,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,0,2,3,40.0
1,5,1,1,39,3.6888794541139363,0,0,4,4,9,5,1.791759469228055,0,2,0,5,5,78,4.3694478524670215,1,0,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,1,2,100.0
9,2,1,1,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,176,5.176149732573829,1,2,1,1,6,10,2.3978952727983707,1,1,0,3,0,0,2,3,110.0
0,1,5,5,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,15,2.772588722239781,0,0,0,1,5,0,1,3,240.0
9,8,7,7,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,130,4.875197323201151,1,1,0,4,0,5,1.791759469228055,0,2,0,5,5,2,5,5,65.0
