slot_walker_name,slot_rect_label,slot_length,slot_length_abs_log1p,slot_length_frac,slot_width,slot_width_abs_log1p,slot_width_frac,slot_distance_unit,slot_speed,slot_speed_abs_log1p,slot_speed_unit,y
1,0,5.5,1.8718021769015913,0.5,4.0,1.6094379124341003,0.0,1,1.0,0.6931471805599453,2,19.0
6,4,7.0,2.0794415416798357,0.0,10.5,2.4423470353692043,0.5,1,7.0,2.0794415416798357,1,5.0
0,1,12.0,2.5649493574615367,0.0,19.5,3.0204248861443626,0.5,3,7.0,2.0794415416798357,0,9.0
6,7,3.0,1.3862943611198906,0.0,12.0,2.5649493574615367,0.0,1,6.0,1.9459101490553132,1,5.0
0,5,4.0,1.6094379124341003,0.0,8.5,2.2512917986064953,0.5,1,1.0,0.6931471805599453,1,25.0
2,1,17.5,2.917770732084279,0.5,5.0,1.791759469228055,0.0,3,15.0,2.772588722239781,0,3.0
2,2,5.0,1.791759469228055,0.0,3.0,1.3862943611198906,0.0,1,1.0,0.6931471805599453,2,16.0
7,1,16.5,2.8622008809294686,0.5,17.0,2.8903717578961645,0.0,2,1.0,0.6931471805599453,1,67.0
0,7,19.5,3.0204248861443626,0.5,5.0,1.791759469228055,0.0,2,49.0,3.912023005428146,1,1.0
2,3,16.5,2.8622008809294686,0.5,5.5,1.8718021769015913,0.5,2,2.0,1.0986122886681098,2,22.0
7,3,8.0,2.1972245773362196,0.0,5.5,1.8718021769015913,0.5,2,9.0,2.302585092994046,1,3.0
3,0,8.5,2.2512917986064953,0.5,8.0,2.1972245773362196,0.0,1,11.0,2.4849066497880004,1,3.0
0,5,14.5,2.740840023925201,0.5,7.0,2.0794415416798357,0.0,0,43.0,3.784189633918261,3,1.0
5,6,7.5,2.1400661634962708,0.5,15.0,2.772588722239781,0.0,1,1.0,0.6931471805599453,1,45.0
4,4,1.5,0.9162907318741551,0.5,5.5,1.8718021769015913,0.5,0,7.0,2.0794415416798357,0,2.0
0,5,18.5,2.970414465569701,0.5,18.0,2.9444389791664403,0.0,0,1.0,0.6931471805599453,3,73.0
4,3,11.0,2.4849066497880004,0.0,17.5,2.917770732084279,0.5,0,1.0,0.6931471805599453,3,57.0
1,7,12.5,2.6026896854443837,0.5,3.0,1.3862943611198906,0.0,1,31.0,3.4657359027997265,2,1.0
2,5,13.0,2.6390573296152584,0.0,4.5,1.7047480922384253,0.5,1,5.0,1.791759469228055,1,7.0
4,7,3.0,1.3862943611198906,0.0,1.0,0.6931471805599453,0.0,2,2.0,1.0986122886681098,2,4.0
3,1,5.5,1.8718021769015913,0.5,4.0,1.6094379124341003,0.0,0,19.0,2.995732273553991,0,1.0
3,1,19.0,2.995732273553991,0.0,8.5,2.2512917986064953,0.5,3,5.0,1.791759469228055,3,11.0
4,4,15.5,2.803360380906535,0.5,15.0,2.772588722239781,0.0,2,1.0,0.6931471805599453,1,61.0
2,3,17.0,2.8903717578961645,0.0,5.0,1.791759469228055,0.0,2,44.0,3.8066624897703196,1,1.0
1,6,4.5,1.7047480922384253,0.5,3.0,1.3862943611198906,0.0,0,3.0,1.3862943611198906,0,5.0
1,0,17.0,2.8903717578961645,0.0,9.5,2.3513752571634776,0.5,0,53.0,3.9889840465642745,3,1.0
7,5,9.5,2.3513752571634776,0.5,15.0,2.772588722239781,0.0,3,1.0,0.6931471805599453,3,49.0
4,3,11.5,2.5257286443082556,0.5,14.5,2.740840023925201,0.5,2,52.0,3.970291913552122,1,1.0
6,3,13.0,2.6390573296152584,0.0,11.0,2.4849066497880004,0.0,1,1.0,0.6931471805599453,2,48.0
5,1,16.5,2.8622008809294686,0.5,5.0,1.791759469228055,0.0,2,43.0,3.784189633918261,2,1.0
5,0,11.0,2.4849066497880004,0.0,9.5,2.3513752571634776,0.5,1,1.0,0.6931471805599453,1,41.0
4,7,6.5,2.0149030205422647,0.5,17.5,2.917770732084279,0.5,2,16.0,2.833213344056216,2,3.0
3,0,16.5,2.8622008809294686,0.5,11.5,2.5257286443082556,0.5,1,28.0,3.367295829986474,2,2.0
5,6,10.5,2.4423470353692043,0.5,2.0,1.0986122886681098,0.0,3,25.0,3.258096538021482,3,1.0
7,3,13.5,2.6741486494265287,0.5,5.0,1.791759469228055,0.0,0,1.0,0.6931471805599453,0,37.0
6,0,15.5,2.803360380906535,0.5,10.5,2.4423470353692043,0.5,3,26.0,3.295836866004329,0,2.0
4,7,1.5,0.9162907318741551,0.5,11.0,2.4849066497880004,0.0,2,1.0,0.6931471805599453,1,25.0
1,4,8.5,2.2512917986064953,0.5,12.5,2.6026896854443837,0.5,1,2.0,1.0986122886681098,1,21.0
0,4,12.0,2.5649493574615367,0.0,10.0,2.3978952727983707,0.0,1,4.0,1.6094379124341003,2,11.0
2,2,15.5,2.803360380906535,0.5,1.0,0.6931471805599453,0.0,3,11.0,2.4849066497880004,0,3.0
5,3,12.5,2.6026896854443837,0.5,13.5,2.6741486494265287,0.5,1,4.0,1.6094379124341003,2,13.0
7,2,17.0,2.8903717578961645,0.0,4.5,1.7047480922384253,0.5,2,1.0,0.6931471805599453,2,43.0
0,1,10.5,2.4423470353692043,0.5,6.0,1.9459101490553132,0.0,3,1.0,0.6931471805599453,0,33.0
0,0,10.0,2.3978952727983707,0.0,6.5,2.0149030205422647,0.5,3,3.0,1.3862943611198906,3,11.0
0,6,18.5,2.970414465569701,0.5,2.0,1.0986122886681098,0.0,0,1.0,0.6931471805599453,3,41.0
7,2,15.0,2.772588722239781,0.0,17.5,2.917770732084279,0.5,2,5.0,1.791759469228055,1,13.0
4,2,20.0,3.044522437723423,0.0,12.0,2.5649493574615367,0.0,1,32.0,3.4965075614664802,1,2.0
2,4,14.5,2.740840023925201,0.5,1.0,0.6931471805599453,0.0,3,31.0,3.4657359027997265,3,1.0
3,2,14.0,2.70805020110221,0.0,2.5,1.252762968495368,0.5,0,33.0,3.5263605246161616,3,1.0
1,3,8.0,2.1972245773362196,0.0,16.0,2.833213344056216,0.0,2,4.0,1.6094379124341003,2,12.0
0,2,12.5,2.6026896854443837,0.5,11.0,2.4849066497880004,0.0,0,1.0,0.6931471805599453,3,47.0
7,6,4.5,1.7047480922384253,0.5,15.5,2.803360380906535,0.5,0,4.0,1.6094379124341003,0,10.0
3,3,12.0,2.5649493574615367,0.0,8.5,2.2512917986064953,0.5,3,1.0,0.6931471805599453,3,41.0
1,3,18.5,2.970414465569701,0.5,15.5,2.803360380906535,0.5,0,1.0,0.6931471805599453,0,68.0
3,7,1.0,0.6931471805599453,0.0,12.5,2.6026896854443837,0.5,0,27.0,3.332204510175204,3,1.0
3,7,2.5,1.252762968495368,0.5,2.0,1.0986122886681098,0.0,2,3.0,1.3862943611198906,1,3.0
2,2,20.0,3.044522437723423,0.0,14.5,2.740840023925201,0.5,2,1.0,0.6931471805599453,1,69.0
7,1,18.0,2.9444389791664403,0.0,12.5,2.6026896854443837,0.5,2,61.0,4.127134385045092,2,1.0
6,7,14.5,2.740840023925201,0.5,16.0,2.833213344056216,0.0,2,1.0,0.6931471805599453,2,61.0
2,7,1.5,0.9162907318741551,0.5,16.5,2.8622008809294686,0.5,1,9.0,2.302585092994046,2,4.0
2,4,1.5,0.9162907318741551,0.5,5.0,1.791759469228055,0.0,3,1.0,0.6931471805599453,3,13.0
2,6,2.5,1.252762968495368,0.5,17.5,2.917770732084279,0.5,0,2.0,1.0986122886681098,0,20.0
2,3,4.0,1.6094379124341003,0.0,15.5,2.803360380906535,0.5,0,13.0,2.6390573296152584,3,3.0
4,0,11.5,2.5257286443082556,0.5,5.0,1.791759469228055,0.0,2,33.0,3.5263605246161616,1,1.0
6,0,8.5,2.2512917986064953,0.5,9.0,2.302585092994046,0.0,1,7.0,2.0794415416798357,2,5.0
6,6,4.5,1.7047480922384253,0.5,17.5,2.917770732084279,0.5,1,22.0,3.1354942159291497,1,2.0
5,0,1.0,0.6931471805599453,0.0,16.5,2.8622008809294686,0.5,3,1.0,0.6931471805599453,3,35.0
0,0,5.5,1.8718021769015913,0.5,16.0,2.833213344056216,0.0,3,1.0,0.6931471805599453,0,43.0
4,2,8.0,2.1972245773362196,0.0,7.5,2.1400661634962708,0.5,2,1.0,0.6931471805599453,2,31.0
4,5,14.0,2.70805020110221,0.0,16.0,2.833213344056216,0.0,2,15.0,2.772588722239781,2,4.0
4,7,17.5,2.917770732084279,0.5,17.5,2.917770732084279,0.5,3,70.0,4.2626798770413155,3,1.0
1,2,19.0,2.995732273553991,0.0,5.5,1.8718021769015913,0.5,3,7.0,2.0794415416798357,3,7.0
7,2,6.0,1.9459101490553132,0.0,11.5,2.5257286443082556,0.5,2,35.0,3.58351893845611,1,1.0
5,1,18.5,2.970414465569701,0.5,4.0,1.6094379124341003,0.0,3,3.0,1.3862943611198906,3,15.0
3,0,4.5,1.7047480922384253,0.5,13.0,2.6390573296152584,0.0,0,5.0,1.791759469228055,0,7.0
6,6,3.0,1.3862943611198906,0.0,20.0,3.044522437723423,0.0,0,46.0,3.8501476017100584,3,1.0
5,7,14.0,2.70805020110221,0.0,3.0,1.3862943611198906,0.0,3,34.0,3.5553480614894135,0,1.0
2,5,20.0,3.044522437723423,0.0,6.0,1.9459101490553132,0.0,1,26.0,3.295836866004329,1,2.0
2,1,9.5,2.3513752571634776,0.5,13.5,2.6741486494265287,0.5,3,46.0,3.8501476017100584,0,1.0
6,4,5.5,1.8718021769015913,0.5,18.0,2.9444389791664403,0.0,2,47.0,3.871201010907891,2,1.0
1,7,17.0,2.8903717578961645,0.0,2.0,1.0986122886681098,0.0,2,2.0,1.0986122886681098,1,19.0
7,0,5.5,1.8718021769015913,0.5,12.5,2.6026896854443837,0.5,1,1.0,0.6931471805599453,2,36.0
5,6,3.0,1.3862943611198906,0.0,7.5,2.1400661634962708,0.5,1,21.0,3.091042453358316,2,1.0
0,6,17.0,2.8903717578961645,0.0,19.5,3.0204248861443626,0.5,3,73.0,4.30406509320417,3,1.0
0,5,1.0,0.6931471805599453,0.0,14.5,2.740840023925201,0.5,3,31.0,3.4657359027997265,0,1.0
2,1,19.5,3.0204248861443626,0.5,1.0,0.6931471805599453,0.0,1,1.0,0.6931471805599453,2,41.0
5,0,18.5,2.970414465569701,0.5,11.0,2.4849066497880004,0.0,1,1.0,0.6931471805599453,2,59.0
3,1,12.0,2.5649493574615367,0.0,20.0,3.044522437723423,0.0,1,8.0,2.1972245773362196,1,8.0
5,3,4.5,1.7047480922384253,0.5,2.5,1.252762968495368,0.5,3,1.0,0.6931471805599453,0,14.0
0,5,17.5,2.917770732084279,0.5,7.5,2.1400661634962708,0.5,2,2.0,1.0986122886681098,1,25.0
0,5,11.0,2.4849066497880004,0.0,20.0,3.044522437723423,0.0,3,1.0,0.6931471805599453,3,62.0
6,3,14.0,2.70805020110221,0.0,15.0,2.772588722239781,0.0,2,29.0,3.4011973816621555,1,2.0
6,6,13.5,2.6741486494265287,0.5,18.5,2.970414465569701,0.5,1,32.0,3.4965075614664802,2,2.0
3,1,11.5,2.5257286443082556,0.5,14.0,2.70805020110221,0.0,0,17.0,2.8903717578961645,3,3.0
3,6,2.0,1.0986122886681098,0.0,10.5,2.4423470353692043,0.5,2,5.0,1.791759469228055,2,5.0
2,6,3.5,1.5040773967762742,0.5,7.5,2.1400661634962708,0.5,1,11.0,2.4849066497880004,2,2.0
7,3,9.0,2.302585092994046,0.0,5.0,1.791759469228055,0.0,0,28.0,3.367295829986474,3,1.0
6,4,14.0,2.70805020110221,0.0,6.0,1.9459101490553132,0.0,1,4.0,1.6094379124341003,1,10.0
1,6,3.0,1.3862943611198906,0.0,7.0,2.0794415416798357,0.0,3,5.0,1.791759469228055,0,4.0
4,4,7.5,2.1400661634962708,0.5,15.5,2.803360380906535,0.5,0,46.0,3.8501476017100584,0,1.0
6,6,19.0,2.995732273553991,0.0,10.0,2.3978952727983707,0.0,0,1.0,0.6931471805599453,3,58.0
6,5,12.0,2.5649493574615367,0.0,16.0,2.833213344056216,0.0,2,7.0,2.0794415416798357,2,8.0
2,5,8.0,2.1972245773362196,0.0,13.5,2.6741486494265287,0.5,2,43.0,3.784189633918261,1,1.0
3,1,1.5,0.9162907318741551,0.5,15.5,2.803360380906535,0.5,3,34.0,3.5553480614894135,0,1.0
5,7,10.5,2.4423470353692043,0.5,1.5,0.9162907318741551,0.5,3,1.0,0.6931471805599453,0,24.0
1,4,7.5,2.1400661634962708,0.5,6.0,1.9459101490553132,0.0,1,9.0,2.302585092994046,2,3.0
1,2,15.0,2.772588722239781,0.0,7.0,2.0794415416798357,0.0,3,44.0,3.8066624897703196,0,1.0
2,5,4.0,1.6094379124341003,0.0,4.0,1.6094379124341003,0.0,2,1.0,0.6931471805599453,1,16.0
7,2,9.5,2.3513752571634776,0.5,15.0,2.772588722239781,0.0,1,1.0,0.6931471805599453,1,49.0
7,4,1.5,0.9162907318741551,0.5,13.0,2.6390573296152584,0.0,0,1.0,0.6931471805599453,3,29.0
2,5,13.0,2.6390573296152584,0.0,17.5,2.917770732084279,0.5,3,1.0,0.6931471805599453,0,61.0
1,4,1.5,0.9162907318741551,0.5,8.0,2.1972245773362196,0.0,0,19.0,2.995732273553991,0,1.0
6,4,5.0,1.791759469228055,0.0,5.5,1.8718021769015913,0.5,3,21.0,3.091042453358316,0,1.0
4,7,3.0,1.3862943611198906,0.0,13.0,2.6390573296152584,0.0,0,4.0,1.6094379124341003,3,8.0
7,1,2.5,1.252762968495368,0.5,4.5,1.7047480922384253,0.5,0,2.0,1.0986122886681098,0,7.0
1,2,15.0,2.772588722239781,0.0,16.5,2.8622008809294686,0.5,0,1.0,0.6931471805599453,3,63.0
1,0,15.0,2.772588722239781,0.0,4.0,1.6094379124341003,0.0,2,2.0,1.0986122886681098,2,19.0
3,6,5.5,1.8718021769015913,0.5,19.0,2.995732273553991,0.0,1,1.0,0.6931471805599453,2,49.0
7,0,5.5,1.8718021769015913,0.5,19.0,2.995732273553991,0.0,2,1.0,0.6931471805599453,2,49.0
0,4,7.0,2.0794415416798357,0.0,14.0,2.70805020110221,0.0,2,42.0,3.7612001156935624,1,1.0
0,4,19.0,2.995732273553991,0.0,17.0,2.8903717578961645,0.0,0,9.0,2.302585092994046,0,8.0
3,4,6.0,1.9459101490553132,0.0,6.0,1.9459101490553132,0.0,1,6.0,1.9459101490553132,1,4.0
0,2,1.0,0.6931471805599453,0.0,3.0,1.3862943611198906,0.0,0,1.0,0.6931471805599453,3,8.0
2,0,3.0,1.3862943611198906,0.0,19.0,2.995732273553991,0.0,1,44.0,3.8066624897703196,1,1.0
1,2,19.5,3.0204248861443626,0.5,7.5,2.1400661634962708,0.5,0,2.0,1.0986122886681098,3,27.0
6,2,16.5,2.8622008809294686,0.5,13.5,2.6741486494265287,0.5,0,6.0,1.9459101490553132,0,10.0
1,2,16.0,2.833213344056216,0.0,12.5,2.6026896854443837,0.5,3,3.0,1.3862943611198906,3,19.0
4,0,1.5,0.9162907318741551,0.5,6.0,1.9459101490553132,0.0,3,3.0,1.3862943611198906,0,5.0
1,7,13.5,2.6741486494265287,0.5,3.0,1.3862943611198906,0.0,1,1.0,0.6931471805599453,2,33.0
7,0,11.0,2.4849066497880004,0.0,7.0,2.0794415416798357,0.0,3,18.0,2.9444389791664403,3,2.0
0,2,17.0,2.8903717578961645,0.0,16.0,2.833213344056216,0.0,3,33.0,3.5263605246161616,0,2.0
6,2,5.0,1.791759469228055,0.0,12.5,2.6026896854443837,0.5,3,1.0,0.6931471805599453,3,35.0
1,6,12.5,2.6026896854443837,0.5,13.0,2.6390573296152584,0.0,1,3.0,1.3862943611198906,2,17.0
6,7,9.5,2.3513752571634776,0.5,2.0,1.0986122886681098,0.0,3,23.0,3.1780538303479458,3,1.0
0,4,2.0,1.0986122886681098,0.0,11.0,2.4849066497880004,0.0,3,13.0,2.6390573296152584,3,2.0
4,1,9.0,2.302585092994046,0.0,10.5,2.4423470353692043,0.5,2,39.0,3.6888794541139363,2,1.0
2,1,4.5,1.7047480922384253,0.5,5.0,1.791759469228055,0.0,0,19.0,2.995732273553991,0,1.0
2,3,10.5,2.4423470353692043,0.5,11.5,2.5257286443082556,0.5,3,22.0,3.1354942159291497,3,2.0
2,0,14.5,2.740840023925201,0.5,8.5,2.2512917986064953,0.5,2,46.0,3.8501476017100584,1,1.0
2,3,6.0,1.9459101490553132,0.0,8.5,2.2512917986064953,0.5,2,29.0,3.4011973816621555,1,1.0
6,1,14.0,2.70805020110221,0.0,9.5,2.3513752571634776,0.5,3,47.0,3.871201010907891,0,1.0
5,7,12.5,2.6026896854443837,0.5,14.5,2.740840023925201,0.5,2,2.0,1.0986122886681098,2,27.0
6,5,4.5,1.7047480922384253,0.5,8.5,2.2512917986064953,0.5,0,26.0,3.295836866004329,0,1.0
2,4,7.0,2.0794415416798357,0.0,19.0,2.995732273553991,0.0,2,4.0,1.6094379124341003,1,13.0
1,0,7.5,2.1400661634962708,0.5,12.5,2.6026896854443837,0.5,2,5.0,1.791759469228055,1,8.0
5,0,10.0,2.3978952727983707,0.0,15.5,2.803360380906535,0.5,1,1.0,0.6931471805599453,2,51.0
3,4,9.5,2.3513752571634776,0.5,11.5,2.5257286443082556,0.5,2,21.0,3.091042453358316,1,2.0
7,6,3.5,1.5040773967762742,0.5,19.0,2.995732273553991,0.0,0,15.0,2.772588722239781,3,3.0
2,1,16.5,2.8622008809294686,0.5,19.0,2.995732273553991,0.0,1,71.0,4.276666119016055,1,1.0
6,5,4.5,1.7047480922384253,0.5,18.5,2.970414465569701,0.5,1,23.0,3.1780538303479458,1,2.0
0,2,3.5,1.5040773967762742,0.5,3.5,1.5040773967762742,0.5,0,1.0,0.6931471805599453,3,14.0
5,0,7.5,2.1400661634962708,0.5,9.5,2.3513752571634776,0.5,0,1.0,0.6931471805599453,0,34.0
6,5,4.5,1.7047480922384253,0.5,2.5,1.252762968495368,0.5,2,2.0,1.0986122886681098,1,7.0
0,3,12.5,2.6026896854443837,0.5,7.0,2.0794415416798357,0.0,2,3.0,1.3862943611198906,1,13.0
3,5,5.5,1.8718021769015913,0.5,13.5,2.6741486494265287,0.5,3,2.0,1.0986122886681098,0,19.0
1,6,2.0,1.0986122886681098,0.0,17.0,2.8903717578961645,0.0,1,2.0,1.0986122886681098,2,19.0
2,6,18.0,2.9444389791664403,0.0,14.5,2.740840023925201,0.5,2,13.0,2.6390573296152584,1,5.0
7,1,3.5,1.5040773967762742,0.5,9.0,2.302585092994046,0.0,0,25.0,3.258096538021482,0,1.0
2,0,18.5,2.970414465569701,0.5,8.5,2.2512917986064953,0.5,3,6.0,1.9459101490553132,3,9.0
4,0,15.0,2.772588722239781,0.0,2.0,1.0986122886681098,0.0,1,2.0,1.0986122886681098,2,17.0
4,1,3.5,1.5040773967762742,0.5,6.5,2.0149030205422647,0.5,0,20.0,3.044522437723423,0,1.0
1,4,20.0,3.044522437723423,0.0,2.0,1.0986122886681098,0.0,2,1.0,0.6931471805599453,2,44.0
6,0,14.0,2.70805020110221,0.0,7.0,2.0794415416798357,0.0,3,3.0,1.3862943611198906,0,14.0
3,3,19.0,2.995732273553991,0.0,10.0,2.3978952727983707,0.0,3,29.0,3.4011973816621555,3,2.0
5,3,11.0,2.4849066497880004,0.0,12.0,2.5649493574615367,0.0,1,46.0,3.8501476017100584,1,1.0
7,2,19.5,3.0204248861443626,0.5,7.0,2.0794415416798357,0.0,3,1.0,0.6931471805599453,3,53.0
6,3,18.0,2.9444389791664403,0.0,7.0,2.0794415416798357,0.0,2,5.0,1.791759469228055,2,10.0
7,6,18.0,2.9444389791664403,0.0,8.0,2.1972245773362196,0.0,3,52.0,3.970291913552122,3,1.0
5,5,7.5,2.1400661634962708,0.5,18.0,2.9444389791664403,0.0,2,17.0,2.8903717578961645,2,3.0
4,5,10.0,2.3978952727983707,0.0,19.5,3.0204248861443626,0.5,3,1.0,0.6931471805599453,0,59.0
5,5,4.5,1.7047480922384253,0.5,10.5,2.4423470353692043,0.5,0,6.0,1.9459101490553132,0,5.0
1,5,16.5,2.8622008809294686,0.5,10.5,2.4423470353692043,0.5,2,2.0,1.0986122886681098,1,27.0
0,1,8.0,2.1972245773362196,0.0,11.0,2.4849066497880004,0.0,0,19.0,2.995732273553991,0,2.0
4,5,1.0,0.6931471805599453,0.0,1.5,0.9162907318741551,0.5,1,5.0,1.791759469228055,1,1.0
2,5,4.5,1.7047480922384253,0.5,11.5,2.5257286443082556,0.5,1,2.0,1.0986122886681098,1,16.0
5,2,5.0,1.791759469228055,0.0,3.0,1.3862943611198906,0.0,2,8.0,2.1972245773362196,1,2.0
5,7,7.0,2.0794415416798357,0.0,13.0,2.6390573296152584,0.0,1,1.0,0.6931471805599453,2,40.0
0,6,2.5,1.252762968495368,0.5,9.5,2.3513752571634776,0.5,0,12.0,2.5649493574615367,3,2.0
1,0,6.5,2.0149030205422647,0.5,9.0,2.302585092994046,0.0,0,31.0,3.4657359027997265,3,1.0
0,6,3.5,1.5040773967762742,0.5,4.5,1.7047480922384253,0.5,0,16.0,2.833213344056216,3,1.0
7,7,4.0,1.6094379124341003,0.0,12.0,2.5649493574615367,0.0,3,1.0,0.6931471805599453,0,32.0
7,6,18.5,2.970414465569701,0.5,1.0,0.6931471805599453,0.0,1,39.0,3.6888794541139363,1,1.0
2,7,6.5,2.0149030205422647,0.5,1.0,0.6931471805599453,0.0,1,5.0,1.791759469228055,1,3.0
3,5,10.5,2.4423470353692043,0.5,14.5,2.740840023925201,0.5,3,50.0,3.9318256327243257,0,1.0
6,7,7.0,2.0794415416798357,0.0,8.5,2.2512917986064953,0.5,1,31.0,3.4657359027997265,1,1.0
1,5,18.5,2.970414465569701,0.5,10.0,2.3978952727983707,0.0,0,3.0,1.3862943611198906,0,19.0
7,0,12.0,2.5649493574615367,0.0,5.0,1.791759469228055,0.0,1,34.0,3.5553480614894135,1,1.0
3,0,6.0,1.9459101490553132,0.0,15.0,2.772588722239781,0.0,1,3.0,1.3862943611198906,1,14.0
5,7,6.0,1.9459101490553132,0.0,20.0,3.044522437723423,0.0,0,1.0,0.6931471805599453,3,52.0
7,2,1.5,0.9162907318741551,0.5,13.0,2.6390573296152584,0.0,3,1.0,0.6931471805599453,0,29.0
3,1,15.5,2.803360380906535,0.5,3.5,1.5040773967762742,0.5,0,38.0,3.6635616461296463,0,1.0
0,1,11.0,2.4849066497880004,0.0,7.5,2.1400661634962708,0.5,1,1.0,0.6931471805599453,1,37.0
2,0,3.5,1.5040773967762742,0.5,2.0,1.0986122886681098,0.0,1,11.0,2.4849066497880004,1,1.0
0,1,5.5,1.8718021769015913,0.5,1.5,0.9162907318741551,0.5,1,1.0,0.6931471805599453,2,14.0
5,3,16.0,2.833213344056216,0.0,15.5,2.803360380906535,0.5,1,63.0,4.1588830833596715,1,1.0
4,0,8.0,2.1972245773362196,0.0,7.5,2.1400661634962708,0.5,0,1.0,0.6931471805599453,0,31.0
0,4,1.0,0.6931471805599453,0.0,8.5,2.2512917986064953,0.5,1,1.0,0.6931471805599453,2,19.0
4,6,19.0,2.995732273553991,0.0,3.0,1.3862943611198906,0.0,3,11.0,2.4849066497880004,3,4.0
0,2,20.0,3.044522437723423,0.0,13.0,2.6390573296152584,0.0,2,1.0,0.6931471805599453,1,66.0
5,5,15.0,2.772588722239781,0.0,10.0,2.3978952727983707,0.0,0,25.0,3.258096538021482,3,2.0
5,0,19.5,3.0204248861443626,0.5,16.0,2.833213344056216,0.0,1,1.0,0.6931471805599453,2,71.0
1,2,3.5,1.5040773967762742,0.5,20.0,3.044522437723423,0.0,0,47.0,3.871201010907891,0,1.0
0,1,2.0,1.0986122886681098,0.0,8.5,2.2512917986064953,0.5,1,3.0,1.3862943611198906,2,7.0
3,6,8.0,2.1972245773362196,0.0,17.5,2.917770732084279,0.5,1,51.0,3.9512437185814275,1,1.0
5,0,17.0,2.8903717578961645,0.0,2.5,1.252762968495368,0.5,1,39.0,3.6888794541139363,2,1.0
6,1,14.5,2.740840023925201,0.5,13.5,2.6741486494265287,0.5,1,14.0,2.70805020110221,1,4.0
3,6,9.5,2.3513752571634776,0.5,17.0,2.8903717578961645,0.0,1,53.0,3.9889840465642745,1,1.0
6,1,19.5,3.0204248861443626,0.5,12.5,2.6026896854443837,0.5,0,8.0,2.1972245773362196,3,8.0
7,4,5.5,1.8718021769015913,0.5,19.5,3.0204248861443626,0.5,1,1.0,0.6931471805599453,1,50.0
0,4,3.0,1.3862943611198906,0.0,13.5,2.6741486494265287,0.5,2,3.0,1.3862943611198906,1,11.0
0,1,7.5,2.1400661634962708,0.5,9.5,2.3513752571634776,0.5,1,2.0,1.0986122886681098,1,17.0
7,3,15.0,2.772588722239781,0.0,15.5,2.803360380906535,0.5,0,1.0,0.6931471805599453,0,61.0
5,1,7.0,2.0794415416798357,0.0,3.5,1.5040773967762742,0.5,1,3.0,1.3862943611198906,1,7.0
6,4,11.5,2.5257286443082556,0.5,7.5,2.1400661634962708,0.5,1,2.0,1.0986122886681098,2,19.0
5,7,2.5,1.252762968495368,0.5,8.0,2.1972245773362196,0.0,0,21.0,3.091042453358316,0,1.0
2,5,4.0,1.6094379124341003,0.0,18.5,2.970414465569701,0.5,0,3.0,1.3862943611198906,0,15.0
1,1,16.0,2.833213344056216,0.0,1.5,0.9162907318741551,0.5,0,5.0,1.791759469228055,3,7.0
3,7,6.5,2.0149030205422647,0.5,4.5,1.7047480922384253,0.5,0,1.0,0.6931471805599453,0,22.0
4,7,7.0,2.0794415416798357,0.0,12.0,2.5649493574615367,0.0,2,1.0,0.6931471805599453,1,38.0
3,7,7.0,2.0794415416798357,0.0,8.0,2.1972245773362196,0.0,1,5.0,1.791759469228055,1,6.0
4,5,6.0,1.9459101490553132,0.0,8.5,2.2512917986064953,0.5,0,1.0,0.6931471805599453,3,29.0
4,6,6.0,1.9459101490553132,0.0,19.5,3.0204248861443626,0.5,3,3.0,1.3862943611198906,3,17.0
1,7,4.5,1.7047480922384253,0.5,11.5,2.5257286443082556,0.5,2,8.0,2.1972245773362196,2,4.0
0,1,3.0,1.3862943611198906,0.0,5.5,1.8718021769015913,0.5,3,1.0,0.6931471805599453,3,17.0
4,0,14.0,2.70805020110221,0.0,18.0,2.9444389791664403,0.0,3,32.0,3.4965075614664802,3,2.0
7,6,4.0,1.6094379124341003,0.0,2.0,1.0986122886681098,0.0,3,1.0,0.6931471805599453,0,12.0
0,6,3.0,1.3862943611198906,0.0,20.0,3.044522437723423,0.0,1,2.0,1.0986122886681098,2,23.0
1,2,7.5,2.1400661634962708,0.5,14.5,2.740840023925201,0.5,1,2.0,1.0986122886681098,1,22.0
6,1,10.5,2.4423470353692043,0.5,3.0,1.3862943611198906,0.0,2,1.0,0.6931471805599453,2,27.0
0,1,6.5,2.0149030205422647,0.5,2.5,1.252762968495368,0.5,2,2.0,1.0986122886681098,1,9.0
7,2,19.5,3.0204248861443626,0.5,8.0,2.1972245773362196,0.0,3,55.0,4.02535169073515,0,1.0
5,1,7.5,2.1400661634962708,0.5,13.5,2.6741486494265287,0.5,2,7.0,2.0794415416798357,1,6.0
7,0,1.0,0.6931471805599453,0.0,12.5,2.6026896854443837,0.5,3,27.0,3.332204510175204,0,1.0
2,3,7.5,2.1400661634962708,0.5,13.0,2.6390573296152584,0.0,1,41.0,3.7376696182833684,1,1.0
5,5,16.0,2.833213344056216,0.0,19.0,2.995732273553991,0.0,2,70.0,4.2626798770413155,2,1.0
7,2,18.0,2.9444389791664403,0.0,15.5,2.803360380906535,0.5,1,1.0,0.6931471805599453,1,67.0
3,7,20.0,3.044522437723423,0.0,4.5,1.7047480922384253,0.5,2,1.0,0.6931471805599453,2,49.0
5,6,1.5,0.9162907318741551,0.5,19.5,3.0204248861443626,0.5,2,1.0,0.6931471805599453,2,42.0
