slot_person_name,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,slot_group_size,slot_group_size_abs_log1p,slot_group_size_is_even,slot_group_size_mod3,slot_group_size_mod5,slot_group_size_mod7,slot_group_size_mod10,slot_container_singular,slot_container_plural,slot_item_singular,slot_item_plural,slot_box_weight_oz,slot_box_weight_oz_abs_log1p,slot_box_weight_oz_is_even,slot_box_weight_oz_mod3,slot_box_weight_oz_mod5,slot_box_weight_oz_mod7,slot_box_weight_oz_mod10,slot_item_weight_oz,slot_item_weight_oz_abs_log1p,slot_item_weight_oz_is_even,slot_item_weight_oz_mod3,slot_item_weight_oz_mod5,slot_item_weight_oz_mod7,slot_item_weight_oz_mod10,gcd_all,n_multiple_pairs,y
2,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,1,1,4,4,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,1,11.38
6,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,4,4,8,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,4,18.75
9,216,5.37989735354046,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,3,3,6,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,7,42.0
9,360,5.8888779583328805,1,0,0,3,0,12,2.5649493574615367,1,0,2,5,2,1,1,0,0,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,1,5,54.38
9,279,5.634789603169249,0,0,4,6,9,9,2.302585092994046,0,0,4,2,9,6,6,1,1,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,1,2,106.56
4,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,9,9,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,4,15.75
7,189,5.247024072160486,0,0,4,0,9,7,2.0794415416798357,0,1,2,0,7,3,3,7,7,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,3,48.94
8,200,5.303304908059076,1,2,0,4,0,5,1.791759469228055,0,2,0,5,5,1,1,8,8,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,1,92.5
6,88,4.48863636973214,1,1,3,4,8,8,2.1972245773362196,1,2,3,1,8,7,7,9,9,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,6,18.56
8,66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,5,5,0,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,4,24.75
7,162,5.093750200806762,1,0,2,1,2,6,1.9459101490553132,1,0,1,6,6,5,5,6,6,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,1,5,32.06
2,136,4.919980925828125,1,1,1,3,6,4,1.6094379124341003,1,1,4,4,4,5,5,8,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,9,17.0
1,243,5.497168225293202,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,8,8,8,8,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,1,3,70.88
4,120,4.795790545596741,1,0,0,1,0,5,1.791759469228055,0,2,0,5,5,3,3,8,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,6,36.0
7,35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,1,1,4,4,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,6,4.69
6,112,4.727387818712341,1,1,2,0,2,8,2.1972245773362196,1,2,3,1,8,2,2,9,9,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,10,29.75
8,128,4.859812404361672,1,2,3,2,8,4,1.6094379124341003,1,1,4,4,4,5,5,7,7,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,6,56.0
2,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,9,9,6,6,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,5,9.5
4,88,4.48863636973214,1,1,3,4,8,11,2.4849066497880004,0,2,1,4,1,9,9,4,4,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,2,35.5
0,84,4.442651256490317,1,0,4,0,4,3,1.3862943611198906,0,0,3,3,3,3,3,0,0,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,4,26.25
7,80,4.394449154672439,1,2,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,2,6,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,7,17.5
1,57,4.060443010546419,0,0,2,1,7,3,1.3862943611198906,0,0,3,3,3,1,1,4,4,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,3,17.81
8,175,5.170483995038151,0,1,0,0,5,7,2.0794415416798357,0,1,2,0,7,5,5,4,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,4,32.81
8,88,4.48863636973214,1,1,3,4,8,8,2.1972245773362196,1,2,3,1,8,7,7,0,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,6,30.25
0,240,5.484796933490655,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,4,4,3,3,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,1,4,94.5
9,56,4.04305126783455,1,2,1,0,6,8,2.1972245773362196,1,2,3,1,8,1,1,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,3,17.06
2,154,5.043425116919247,1,1,4,0,4,7,2.0794415416798357,0,1,2,0,7,8,8,5,5,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,1,3,68.75
1,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,1,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,6,2.62
8,374,5.926926025970411,1,2,4,3,4,11,2.4849066497880004,0,2,1,4,1,5,5,9,9,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,4,116.88
8,64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,4,4,3,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,10,12.0
0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,0,0,5,5,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,4,8.31
8,120,4.795790545596741,1,0,0,1,0,6,1.9459101490553132,1,0,1,6,6,3,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,7,12.5
3,126,4.844187086458591,1,0,1,0,6,7,2.0794415416798357,0,1,2,0,7,2,2,3,3,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,1,1,58.5
5,259,5.560681631015528,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,0,0,1,1,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,4,101.75
4,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,3,3,2,2,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,1,5,11.25
1,210,5.351858133476067,1,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,6,6,2,2,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,3,69.38
6,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,5,5,5,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,1,8,4.0
8,95,4.564348191467836,0,2,0,4,5,5,1.791759469228055,0,2,0,5,5,1,1,0,0,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,3,36.81
1,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,9,9,9,9,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,1,8,7.5
0,220,5.3981627015177525,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,5,5,3,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,8,30.25
0,200,5.303304908059076,1,2,0,4,0,5,1.791759469228055,0,2,0,5,5,0,0,5,5,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,1,3,72.5
0,84,4.442651256490317,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,4,4,6,6,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,4,23.62
9,385,5.955837369464831,0,1,0,0,5,11,2.4849066497880004,0,2,1,4,1,7,7,1,1,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,1,3,140.0
4,207,5.337538079701318,0,0,2,4,7,9,2.302585092994046,0,0,4,2,9,6,6,9,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,2,33.06
9,81,4.406719247264253,0,0,1,4,1,9,2.302585092994046,0,0,4,2,9,8,8,4,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,4,14.62
4,90,4.51085950651685,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,9,9,8,8,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,4,34.88
7,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,3,3,2,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,5,9.5
9,143,4.969813299576001,0,2,3,3,3,11,2.4849066497880004,0,2,1,4,1,4,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,5,13.81
5,272,5.60947179518496,1,2,2,6,2,8,2.1972245773362196,1,2,3,1,8,7,7,8,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,10,72.25
7,240,5.484796933490655,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,9,9,8,8,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,1,4,106.5
8,64,4.174387269895637,1,1,4,1,4,4,1.6094379124341003,1,1,4,4,4,4,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,3,23.0
8,136,4.919980925828125,1,1,1,3,6,8,2.1972245773362196,1,2,3,1,8,0,0,7,7,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,5,28.69
0,420,6.042632833682381,1,0,0,0,0,12,2.5649493574615367,1,0,2,5,2,1,1,0,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,8,113.75
8,63,4.1588830833596715,0,0,3,0,3,9,2.302585092994046,0,0,4,2,9,5,5,2,2,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,2,14.44
6,429,6.063785208687608,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,7,7,8,8,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,3,112.12
3,160,5.081404364984463,1,1,0,6,0,8,2.1972245773362196,1,2,3,1,8,8,8,2,2,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,2,6,62.5
1,156,5.056245805348308,1,0,1,2,6,4,1.6094379124341003,1,1,4,4,4,3,3,0,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,5,36.56
1,144,4.976733742420574,1,0,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,1,6,6,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,1,6,57.38
6,60,4.110873864173311,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,6,6,8,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,7,5.62
5,112,4.727387818712341,1,1,2,0,2,8,2.1972245773362196,1,2,3,1,8,4,4,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,10,14.88
6,192,5.262690188904886,1,0,2,3,2,12,2.5649493574615367,1,0,2,5,2,3,3,1,1,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,2,8,40.0
7,168,5.1298987149230735,1,0,3,0,8,7,2.0794415416798357,0,1,2,0,7,8,8,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,3,55.5
2,96,4.574710978503383,1,0,1,5,6,3,1.3862943611198906,0,0,3,3,3,1,1,2,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,8,18.0
9,288,5.666426688112432,1,0,3,1,8,12,2.5649493574615367,1,0,2,5,2,9,9,6,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,8,55.5
3,228,5.43372200355424,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,6,6,7,7,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,4,72.44
8,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,9,9,2,2,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,1,7,21.0
2,330,5.802118375377063,1,0,0,1,0,10,2.3978952727983707,1,1,0,3,0,3,3,6,6,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,3,94.88
3,210,5.351858133476067,1,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,7,7,8,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,4,60.0
9,56,4.04305126783455,1,2,1,0,6,8,2.1972245773362196,1,2,3,1,8,9,9,7,7,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,6,17.94
3,279,5.634789603169249,0,0,4,6,9,9,2.302585092994046,0,0,4,2,9,0,0,6,6,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,1,3,62.0
7,148,5.003946305945459,1,1,3,1,8,4,1.6094379124341003,1,1,4,4,4,3,3,0,0,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,1,6,57.81
0,390,5.968707559985366,1,0,0,5,0,10,2.3978952727983707,1,1,0,3,0,5,5,2,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,2,114.56
0,84,4.442651256490317,1,0,4,0,4,7,2.0794415416798357,0,1,2,0,7,7,7,4,4,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,5,12.0
3,144,4.976733742420574,1,0,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,1,6,6,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,4,56.25
8,264,5.579729825986222,1,0,4,5,4,12,2.5649493574615367,1,0,2,5,2,8,8,6,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,4,85.25
8,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,3,3,3,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,4,17.81
9,55,4.02535169073515,0,1,0,6,5,11,2.4849066497880004,0,2,1,4,1,4,4,2,2,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,1,14.69
6,161,5.087596335232384,0,2,1,0,1,7,2.0794415416798357,0,1,2,0,7,2,2,8,8,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,1,6,33.06
5,117,4.770684624465665,0,0,2,5,7,9,2.302585092994046,0,0,4,2,9,5,5,9,9,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,3,43.88
0,140,4.948759890378168,1,2,0,0,0,10,2.3978952727983707,1,1,0,3,0,8,8,7,7,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,1,3,60.38
7,400,5.993961427306569,1,1,0,1,0,10,2.3978952727983707,1,1,0,3,0,9,9,8,8,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,2,107.5
1,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,8,8,1,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,4,24.75
4,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,6,6,4,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,9,18.75
9,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,5,5,7,7,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,4,10.62
5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,7,7,6,6,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,2,7,4.5
4,154,5.043425116919247,1,1,4,0,4,7,2.0794415416798357,0,1,2,0,7,9,9,3,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,56.38
6,348,5.855071922202427,1,0,3,5,8,12,2.5649493574615367,1,0,2,5,2,7,7,1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,8,88.81
8,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,7,7,8,8,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,1,16.19
9,360,5.8888779583328805,1,0,0,3,0,12,2.5649493574615367,1,0,2,5,2,7,7,1,1,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,1,4,150.0
9,66,4.204692619390966,1,0,1,3,6,11,2.4849066497880004,0,2,1,4,1,3,3,0,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,1,23.25
5,140,4.948759890378168,1,2,0,0,0,4,1.6094379124341003,1,1,4,4,4,3,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,6,21.88
8,350,5.860786223465865,1,2,0,0,0,10,2.3978952727983707,1,1,0,3,0,7,7,9,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,4,70.0
1,330,5.802118375377063,1,0,0,1,0,11,2.4849066497880004,0,2,1,4,1,4,4,6,6,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,6,39.38
6,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,0,0,3,3,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,1,6,17.06
3,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,8,8,5,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,4,11.38
1,408,6.013715156042802,1,0,3,2,8,12,2.5649493574615367,1,0,2,5,2,2,2,0,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,6,102.0
2,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,4,4,0,0,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,4,10.25
4,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,4,4,9,9,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,1,3,14.0
4,90,4.51085950651685,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,9,9,5,5,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,1,2,41.62
2,133,4.897839799950911,0,1,3,0,3,7,2.0794415416798357,0,1,2,0,7,1,1,8,8,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,1,55.81
6,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,6,6,9,9,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,1,4,8.25
0,111,4.718498871295094,0,0,1,6,1,3,1.3862943611198906,0,0,3,3,3,2,2,8,8,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,4,55.5
7,168,5.1298987149230735,1,0,3,0,8,7,2.0794415416798357,0,1,2,0,7,3,3,8,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,7,22.5
9,374,5.926926025970411,1,2,4,3,4,11,2.4849066497880004,0,2,1,4,1,0,0,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,3,74.38
6,114,4.74493212836325,1,0,4,2,4,6,1.9459101490553132,1,0,1,6,6,3,3,9,9,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,6,30.88
4,77,4.356708826689592,0,2,2,0,7,11,2.4849066497880004,0,2,1,4,1,4,4,7,7,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,2,24.94
4,88,4.48863636973214,1,1,3,4,8,8,2.1972245773362196,1,2,3,1,8,7,7,9,9,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,2,26.12
6,140,4.948759890378168,1,2,0,0,0,5,1.791759469228055,0,2,0,5,5,5,5,3,3,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,5,52.5
6,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,1,1,8,8,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,1,3,30.0
3,407,6.0112671744041615,0,2,2,1,7,11,2.4849066497880004,0,2,1,4,1,4,4,6,6,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,2,150.31
0,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,2,2,9,9,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,6,3.44
6,98,4.59511985013459,1,2,3,0,8,7,2.0794415416798357,0,1,2,0,7,2,2,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,6,25.38
7,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,9,9,9,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,7,8.25
5,162,5.093750200806762,1,0,2,1,2,9,2.302585092994046,0,0,4,2,9,5,5,4,4,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,1,5,36.0
4,140,4.948759890378168,1,2,0,0,0,4,1.6094379124341003,1,1,4,4,4,3,3,8,8,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,2,8,52.5
9,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,0,0,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,4,10.0
6,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,0,0,9,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,6,2.75
1,60,4.110873864173311,1,0,0,4,0,12,2.5649493574615367,1,0,2,5,2,7,7,1,1,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,1,4,25.0
2,275,5.62040086571715,0,2,0,2,5,11,2.4849066497880004,0,2,1,4,1,9,9,7,7,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,1,5,40.62
1,480,6.175867270105761,1,0,0,4,0,12,2.5649493574615367,1,0,2,5,2,5,5,7,7,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,8,50.0
1,150,5.017279836814924,1,0,0,3,0,10,2.3978952727983707,1,1,0,3,0,1,1,5,5,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1,2,45.94
1,88,4.48863636973214,1,1,3,4,8,11,2.4849066497880004,0,2,1,4,1,9,9,8,8,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,3,20.5
8,150,5.017279836814924,1,0,0,3,0,10,2.3978952727983707,1,1,0,3,0,7,7,1,1,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,4,27.19
1,185,5.225746673713202,0,2,0,3,5,5,1.791759469228055,0,2,0,5,5,7,7,7,7,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,1,2,97.12
4,272,5.60947179518496,1,2,2,6,2,8,2.1972245773362196,1,2,3,1,8,0,0,3,3,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,1,4,95.62
4,168,5.1298987149230735,1,0,3,0,8,12,2.5649493574615367,1,0,2,5,2,9,9,9,9,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,1,6,22.75
6,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,2,2,5,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,2,5.25
5,63,4.1588830833596715,0,0,3,0,3,9,2.302585092994046,0,0,4,2,9,2,2,0,0,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,2,21.44
9,408,6.013715156042802,1,0,3,2,8,12,2.5649493574615367,1,0,2,5,2,8,8,2,2,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,1,4,146.62
0,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,9,9,4,4,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,1,1,27.0
2,270,5.602118820879701,1,0,0,4,0,9,2.302585092994046,0,0,4,2,9,3,3,5,5,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,6,67.5
2,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,9,9,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,3,4.12
9,72,4.290459441148391,1,0,2,2,2,9,2.302585092994046,0,0,4,2,9,1,1,3,3,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,1,3,20.5
1,242,5.493061443340548,1,2,2,4,2,11,2.4849066497880004,0,2,1,4,1,3,3,4,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,83.88
2,130,4.875197323201151,1,1,0,4,0,5,1.791759469228055,0,2,0,5,5,8,8,1,1,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,1,2,63.38
