slot_person_name,slot_base_monthly_salary,slot_base_monthly_salary_abs_log1p,slot_base_monthly_salary_mod3,slot_base_monthly_salary_mod7,slot_raise_percent,slot_raise_percent_abs_log1p,slot_raise_percent_is_even,slot_raise_percent_mod3,slot_raise_percent_mod5,slot_raise_percent_mod7,slot_raise_percent_mod10,slot_bonus_months_num,slot_bonus_months_num_abs_log1p,slot_bonus_months_num_is_even,slot_bonus_months_num_mod3,slot_bonus_months_num_mod5,slot_bonus_months_num_mod7,slot_bonus_months_num_mod10,slot_bonus_months_den,slot_bonus_months_den_abs_log1p,slot_bonus_months_den_mod3,slot_bonus_months_den_mod5,slot_bonus_months_den_mod7,slot_bonus_months_den_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
9,22800,10.034559673629849,0,1,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,0,1,7,369360.0
3,7200,8.881975184248867,0,4,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,1,1,9,104400.0
7,7600,8.936035096566041,1,5,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,2,1,6,103550.0
2,20800,9.942756341456828,1,3,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,1,1,6,278200.0
7,36000,10.491301994830229,0,6,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,9,522000.0
1,20000,9.90353755128617,2,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,0,1,5,278100.0
5,30400,10.322230781590136,1,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,6,426816.0
9,22000,9.99884318585288,1,6,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,1,1,6,307230.0
8,32800,10.39821428171237,1,5,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,4,480930.0
2,38800,10.566201298475118,1,6,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,4,602370.0
4,25200,10.134638955251866,0,0,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,10,333900.0
6,41600,10.635879484421974,2,6,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,5,651456.0
1,14400,9.575052927597383,0,1,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,10,201600.0
9,44000,10.691967639914864,2,5,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,2,2,7,674960.0
2,20000,9.90353755128617,2,1,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,4,1,4,277950.0
2,41600,10.635879484421974,2,6,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,2,8,603200.0
6,46400,10.74507628970625,2,4,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,4,1,6,643800.0
0,8400,9.036106025364846,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,1,10,106050.0
9,16000,9.680406499268875,1,5,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,3,244080.0
1,19200,9.862717639992917,0,6,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,2,9,259200.0
0,41200,10.626217806887722,1,5,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,3,650754.0
5,12000,9.392745258631441,0,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,3,1,10,148470.0
5,10000,9.210440366976517,1,4,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,3,1,8,147000.0
8,12000,9.392745258631441,0,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,1,1,8,156060.0
3,35200,10.468829770273567,1,4,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,3,1,8,482944.0
5,38000,10.545367754151743,2,4,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,2,8,551000.0
2,38400,10.555838779903407,0,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,1,8,494400.0
8,8400,9.036106025364846,0,0,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,4,1,7,122850.0
9,26800,10.196194479235656,1,4,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,2,8,388600.0
1,40400,10.606609816118151,2,3,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,9,510050.0
1,13600,9.517898598432753,1,6,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,3,1,4,189006.0
4,21600,9.980494888896912,0,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,3,1,8,289224.0
7,35600,10.480129006333248,2,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,1,9,449450.0
9,6400,8.764209507142004,1,2,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,2,1,5,93600.0
9,30400,10.322230781590136,1,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,2,9,387600.0
9,45200,10.718874489469398,2,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,3,1,5,593589.0
1,48800,10.795506083434564,2,3,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,4,1,6,696864.0
5,30800,10.335302435967074,2,0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,0,2,8,456456.0
5,29600,10.295563423525277,2,4,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,0,1,5,479520.0
1,45200,10.718874489469398,2,1,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,3,1,5,687492.0
5,40800,10.616461869895815,0,4,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,1,2,8,604656.0
6,12800,9.45727857185611,2,4,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,2,1,8,176000.0
8,30000,10.308985993422082,0,5,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,1,6,408750.0
9,31600,10.360944044643913,1,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,4,1,7,406850.0
1,20800,9.942756341456828,1,3,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,5,308880.0
3,12400,9.425532393502772,1,3,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,2,1,6,181350.0
4,17600,9.77571099759397,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,3,1,6,231000.0
1,18400,9.820160289946374,1,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,3,1,6,243984.0
9,30400,10.322230781590136,1,6,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,4,2,8,458432.0
6,41200,10.626217806887722,1,5,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,1,5,602550.0
0,20000,9.90353755128617,2,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,6,302400.0
8,4800,8.476579508530941,0,5,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,4,2,9,74880.0
6,30800,10.335302435967074,2,0,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,2,1,4,435897.0
0,18800,9.841665338892785,2,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,3,1,7,242097.0
9,31600,10.360944044643913,1,2,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,2,1,6,437423.0
5,47600,10.7706090484022,2,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,3,1,6,679728.0
8,28800,10.268165387743457,0,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,6,408240.0
4,47600,10.7706090484022,2,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,3,1,6,662116.0
4,33200,10.410335274932896,2,6,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,5,493020.0
1,39200,10.576457535657255,2,0,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,1,1,3,564774.0
6,8800,9.082620630373812,1,1,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,2,8,123200.0
9,22400,10.016860879703811,2,0,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,2,1,8,336000.0
3,22400,10.016860879703811,2,0,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,2,1,8,308000.0
1,24000,10.085850775128717,0,4,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,2,1,6,371280.0
9,45200,10.718874489469398,2,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,6,646812.0
4,4000,8.294299608857235,1,3,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,2,1,9,50500.0
0,45200,10.718874489469398,2,1,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,1,1,7,666700.0
7,45200,10.718874489469398,2,1,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,7,586922.0
6,28000,10.239995502805316,1,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,4,374850.0
7,48000,10.778977123006351,0,1,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,3,2,9,673920.0
0,7200,8.881975184248867,0,4,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,2,1,9,105840.0
9,24800,10.118639253920785,2,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,1,1,7,318990.0
3,27200,10.211009016314167,2,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,0,2,8,374816.0
2,46000,10.736418414365376,1,3,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,4,2,8,717600.0
7,22400,10.016860879703811,2,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,2,1,4,337008.0
4,30000,10.308985993422082,0,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,7,437400.0
9,6400,8.764209507142004,1,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,0,1,9,81600.0
2,35600,10.480129006333248,2,5,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,1,5,493950.0
0,45200,10.718874489469398,2,1,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,9,570650.0
2,18000,9.798182590890704,0,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,8,247860.0
6,38400,10.555838779903407,0,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,0,1,9,523584.0
6,21600,9.980494888896912,0,5,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,1,1,5,327726.0
3,44000,10.691967639914864,2,5,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,4,1,4,683100.0
5,5600,8.630700432209832,2,0,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,1,5,81900.0
9,49200,10.803669227477098,0,4,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,0,1,5,790398.0
1,41200,10.626217806887722,1,5,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,3,1,5,592250.0
5,44400,10.70101727068921,0,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,3,1,10,554778.0
1,4800,8.476579508530941,0,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,1,1,8,64872.0
1,14400,9.575052927597383,0,1,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,3,2,9,220896.0
5,22800,10.034559673629849,0,1,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,1,1,9,323988.0
4,35600,10.480129006333248,2,5,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,2,8,498400.0
5,32800,10.39821428171237,1,5,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,3,500364.0
7,10800,9.287394001418473,0,6,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,7,167670.0
1,23600,10.069044362997353,2,3,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,0,1,6,327450.0
9,6400,8.764209507142004,1,2,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,6,85456.0
0,35600,10.480129006333248,2,5,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,3,571914.0
3,44800,10.709985739582528,1,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,4,1,6,623168.0
8,42800,10.664316745782925,2,2,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,4,1,5,670248.0
7,20400,9.923339198238729,0,2,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,6,322218.0
2,8800,9.082620630373812,1,1,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,4,1,6,126126.0
3,16400,9.70509758756311,2,6,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,1,5,239850.0
0,6400,8.764209507142004,1,2,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,2,1,3,90576.0
0,22000,9.99884318585288,1,6,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,5,326700.0
0,27200,10.211009016314167,2,5,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,5,433296.0
7,14800,9.60245002503719,1,2,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,1,1,5,209716.0
7,45200,10.718874489469398,2,1,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,2,6,666700.0
4,9600,9.169622538697624,0,3,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,4,1,5,146448.0
1,24000,10.085850775128717,0,4,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,4,1,5,366120.0
7,10400,9.249657234353133,2,5,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,7,140140.0
5,42400,10.65492722584759,1,1,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,1,1,6,618086.0
5,40000,10.596659732783579,1,2,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,2,6,570000.0
1,44800,10.709985739582528,1,0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,2,7,638400.0
4,11200,9.32375833901174,1,0,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,6,157780.0
7,25600,10.150386692204734,1,1,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,1,5,355200.0
1,19600,9.883335864325275,1,0,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,4,284886.0
2,17200,9.75272280064639,1,1,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,1,5,234350.0
8,6000,8.699681400989514,0,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,1,2,9,93600.0
1,27600,10.225607282932941,0,6,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,0,1,7,432216.0
5,34400,10.445840912706414,2,2,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,2,1,3,500004.0
6,5600,8.630700432209832,2,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,2,9,71400.0
0,48000,10.778977123006351,0,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,2,9,720000.0
0,19200,9.862717639992917,0,6,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,5,303264.0
8,46800,10.753659849198824,0,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,0,1,6,650988.0
6,5200,8.556606193773073,1,6,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,1,5,69550.0
5,28000,10.239995502805316,1,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,3,1,6,382200.0
3,22800,10.034559673629849,0,1,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,4,1,7,338580.0
6,29200,10.281958234245314,1,3,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,1,5,427050.0
0,4400,8.38958706681109,2,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,2,1,5,57783.0
2,28400,10.254179634797001,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,2,1,9,372892.0
0,22800,10.034559673629849,0,1,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,7,357048.0
8,26000,10.165890277802454,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,1,6,341250.0
0,30000,10.308985993422082,0,5,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,9,453600.0
9,23600,10.069044362997353,2,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,2,6,348100.0
4,35600,10.480129006333248,2,5,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,2,1,6,514598.0
2,23200,10.05195066017375,1,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,1,2,8,319696.0
2,6400,8.764209507142004,1,2,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,8,96000.0
7,20400,9.923339198238729,0,2,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,2,1,9,299880.0
1,12000,9.392745258631441,0,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,3,1,10,157560.0
1,26400,10.181157167204903,0,3,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,7,372900.0
2,34000,10.434145214930487,1,1,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,8,510000.0
8,46000,10.736418414365376,1,3,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,0,1,8,621000.0
1,7600,8.936035096566041,1,5,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,1,1,6,107350.0
2,34400,10.445840912706414,2,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,2,8,464400.0
6,32000,10.373522431293592,2,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,2,7,424000.0
6,37200,10.524090921620362,0,2,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,0,1,8,530100.0
6,42000,10.645448706505872,0,0,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,2,1,7,571095.0
4,42000,10.645448706505872,0,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,6,631890.0
2,47200,10.762170357789895,1,6,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,1,1,8,649000.0
2,13600,9.517898598432753,1,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,1,2,8,187408.0
5,33200,10.410335274932896,2,6,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,4,1,5,513604.0
0,24000,10.085850775128717,0,4,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,5,327420.0
2,30800,10.335302435967074,2,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,0,1,5,498960.0
4,10800,9.287394001418473,0,6,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,7,160650.0
