slot_person_name,slot_service_name,slot_period_label,slot_num_periods,slot_num_periods_abs_log1p,slot_num_periods_is_even,slot_num_periods_mod3,slot_num_periods_mod5,slot_num_periods_mod7,slot_num_periods_mod10,slot_qty1,slot_qty1_abs_log1p,slot_qty1_is_even,slot_qty1_mod3,slot_qty1_mod5,slot_qty1_mod7,slot_qty1_mod10,slot_qty2,slot_qty2_abs_log1p,slot_qty2_is_even,slot_qty2_mod3,slot_qty2_mod5,slot_qty2_mod7,slot_qty2_mod10,slot_qty3,slot_qty3_abs_log1p,slot_qty3_is_even,slot_qty3_mod3,slot_qty3_mod5,slot_qty3_mod7,slot_qty3_mod10,slot_pricing_unit1,slot_pricing_unit2,slot_pricing_unit3,slot_count_unit1,slot_count_unit2,slot_count_unit3,slot_price1,slot_price1_abs_log1p,slot_price2,slot_price2_abs_log1p,slot_price3,slot_price3_abs_log1p,slot_currency_symbol,gcd_all,n_multiple_pairs,y
2,3,0,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,4,3,4,4,3,5.0,1.791759469228055,20.0,3.044522437723423,20.0,3.044522437723423,2,1,1,1085.0
0,2,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,11,5,6,11,5,15.0,2.772588722239781,5.0,1.791759469228055,17.0,2.8903717578961645,1,1,1,650.0
0,0,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,10,9,9,10,9,9,5.0,1.791759469228055,5.0,1.791759469228055,4.0,1.6094379124341003,2,1,4,392.0
4,2,1,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,7,2,4,7,2,4,19.0,2.995732273553991,3.0,1.3862943611198906,5.0,1.791759469228055,1,1,1,1032.0
0,4,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,5,0,0,5,0,0,19.0,2.995732273553991,4.0,1.6094379124341003,10.0,2.3978952727983707,2,1,4,495.0
7,0,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,7,3,9,7,3,9,8.0,2.1972245773362196,11.0,2.4849066497880004,19.0,2.995732273553991,1,1,1,1088.0
3,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,0,3,2,0,3,2,18.0,2.9444389791664403,8.0,2.1972245773362196,3.0,1.3862943611198906,2,1,4,276.0
2,4,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,0,8,3,0,8,3,13.0,2.6390573296152584,10.0,2.3978952727983707,9.0,2.302585092994046,1,1,0,903.0
3,2,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,9,5,5,9,5,6.0,1.9459101490553132,7.0,2.0794415416798357,3.0,1.3862943611198906,0,1,3,168.0
2,3,2,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,0,0,7,0,0,7,6.0,1.9459101490553132,10.0,2.3978952727983707,15.0,2.772588722239781,1,1,5,440.0
4,1,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,1,5,9,1,5,3.0,1.3862943611198906,4.0,1.6094379124341003,12.0,2.5649493574615367,2,1,3,350.0
5,4,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,1,1,2,1,1,14.0,2.70805020110221,8.0,2.1972245773362196,20.0,3.044522437723423,1,1,3,1260.0
6,1,2,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,0,8,8,0,8,8,16.0,2.833213344056216,8.0,2.1972245773362196,4.0,1.6094379124341003,0,1,3,1248.0
7,4,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,10,9,1,10,9,1,12.0,2.5649493574615367,19.0,2.995732273553991,8.0,2.1972245773362196,0,1,3,459.0
1,0,1,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,7,0,11,7,0,11,13.0,2.6390573296152584,5.0,1.791759469228055,13.0,2.6390573296152584,0,1,1,425.0
6,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,8,8,10,8,8,10,14.0,2.70805020110221,3.0,1.3862943611198906,13.0,2.6390573296152584,0,1,4,303.0
7,4,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,7,6,11,7,6,11,7.0,2.0794415416798357,9.0,2.302585092994046,12.0,2.5649493574615367,1,1,2,348.0
5,1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,9,0,6,9,0,10.0,2.3978952727983707,19.0,2.995732273553991,15.0,2.772588722239781,1,1,5,302.0
2,1,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,6,6,8,6,6,15.0,2.772588722239781,9.0,2.302585092994046,4.0,1.6094379124341003,0,1,6,110.0
0,2,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,9,0,1,9,0,18.0,2.9444389791664403,13.0,2.6390573296152584,17.0,2.8903717578961645,2,1,0,1169.0
0,1,2,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,10,5,10,10,5,10,6.0,1.9459101490553132,18.0,2.9444389791664403,18.0,2.9444389791664403,2,1,4,510.0
1,3,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,3,9,1,3,9,1,16.0,2.833213344056216,19.0,2.995732273553991,4.0,1.6094379124341003,0,1,5,309.0
2,4,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,0,8,4,0,8,4,12.0,2.5649493574615367,8.0,2.1972245773362196,17.0,2.8903717578961645,0,1,4,204.0
5,1,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,10,7,10,10,7,10,17.0,2.8903717578961645,12.0,2.5649493574615367,18.0,2.9444389791664403,0,1,3,475.0
6,4,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2,0,3,2,0,3,14.0,2.70805020110221,6.0,1.9459101490553132,3.0,1.3862943611198906,1,1,4,98.0
2,4,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,11,5,3,11,5,3,4.0,1.6094379124341003,14.0,2.70805020110221,3.0,1.3862943611198906,0,1,2,210.0
6,0,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,0,0,4,0,0,4,5.0,1.791759469228055,10.0,2.3978952727983707,13.0,2.6390573296152584,2,1,4,600.0
2,1,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,7,11,1,7,11,18.0,2.9444389791664403,12.0,2.5649493574615367,6.0,1.9459101490553132,2,1,4,324.0
7,2,1,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,4,8,2,4,8,12.0,2.5649493574615367,11.0,2.4849066497880004,16.0,2.833213344056216,1,1,2,670.0
0,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,0,6,8,0,6,8,17.0,2.8903717578961645,12.0,2.5649493574615367,14.0,2.70805020110221,2,1,3,430.0
7,1,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,10,2,4,10,2,19.0,2.995732273553991,5.0,1.791759469228055,17.0,2.8903717578961645,0,1,3,1284.0
5,3,1,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,0,5,7,0,5,7,12.0,2.5649493574615367,6.0,1.9459101490553132,4.0,1.6094379124341003,0,1,3,290.0
0,0,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,5,7,3,5,7,3,19.0,2.995732273553991,8.0,2.1972245773362196,5.0,1.791759469228055,0,1,4,188.0
7,1,1,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,0,1,1,0,5.0,1.791759469228055,11.0,2.4849066497880004,7.0,2.0794415416798357,1,1,3,546.0
5,2,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,9,0,3,9,0,3,10.0,2.3978952727983707,16.0,2.833213344056216,17.0,2.8903717578961645,0,1,3,690.0
1,4,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,9,8,8,9,8,8,20.0,3.044522437723423,8.0,2.1972245773362196,15.0,2.772588722239781,0,1,2,810.0
4,3,1,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,11,5,9,11,5,9,15.0,2.772588722239781,4.0,1.6094379124341003,5.0,1.791759469228055,1,1,4,354.0
3,0,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,7,9,8,7,9,8,4.0,1.6094379124341003,4.0,1.6094379124341003,14.0,2.70805020110221,0,1,3,348.0
1,2,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,7,9,4,7,9,4,9.0,2.302585092994046,10.0,2.3978952727983707,16.0,2.833213344056216,2,1,4,910.0
0,1,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,10,2,3,10,2,17.0,2.8903717578961645,12.0,2.5649493574615367,9.0,2.302585092994046,2,1,1,882.0
4,4,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,4,3,8,4,3,8,11.0,2.4849066497880004,12.0,2.5649493574615367,12.0,2.5649493574615367,0,1,4,476.0
4,4,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,1,7,8,1,7,7.0,2.0794415416798357,7.0,2.0794415416798357,14.0,2.70805020110221,0,2,6,392.0
3,4,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,6,3,4,6,3,4,17.0,2.8903717578961645,10.0,2.3978952727983707,11.0,2.4849066497880004,0,1,0,1379.0
1,0,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,0,8,5,0,8,12.0,2.5649493574615367,18.0,2.9444389791664403,17.0,2.8903717578961645,0,1,6,164.0
2,2,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,6,2,2,6,2,6.0,1.9459101490553132,7.0,2.0794415416798357,7.0,2.0794415416798357,1,1,4,336.0
1,2,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,11,10,7,11,10,7,12.0,2.5649493574615367,8.0,2.1972245773362196,4.0,1.6094379124341003,1,1,1,744.0
2,4,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,0,10,2,0,10,16.0,2.833213344056216,15.0,2.772588722239781,6.0,1.9459101490553132,1,1,3,1036.0
2,1,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,0,11,4,0,11,4,6.0,1.9459101490553132,11.0,2.4849066497880004,8.0,2.1972245773362196,1,1,1,267.0
3,0,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,5,2,1,5,2,4.0,1.6094379124341003,20.0,3.044522437723423,4.0,1.6094379124341003,0,1,4,352.0
6,1,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,10,7,8,10,7,8,4.0,1.6094379124341003,14.0,2.70805020110221,6.0,1.9459101490553132,2,1,4,408.0
7,0,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,0,7,4,0,7,4,4.0,1.6094379124341003,14.0,2.70805020110221,14.0,2.70805020110221,1,1,2,976.0
6,0,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,10,11,2,10,11,12.0,2.5649493574615367,18.0,2.9444389791664403,12.0,2.5649493574615367,1,1,2,384.0
1,3,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,6,3,3,6,3,3,4.0,1.6094379124341003,8.0,2.1972245773362196,18.0,2.9444389791664403,1,1,1,284.0
0,4,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,6,4,5,6,4,4.0,1.6094379124341003,11.0,2.4849066497880004,4.0,1.6094379124341003,2,1,3,146.0
7,0,1,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7,3,0,7,3,0,5.0,1.791759469228055,19.0,2.995732273553991,5.0,1.791759469228055,1,1,1,609.0
0,1,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1,10,2,1,10,6.0,1.9459101490553132,17.0,2.8903717578961645,8.0,2.1972245773362196,1,1,4,387.0
4,2,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,4,4,1,4,4,14.0,2.70805020110221,9.0,2.302585092994046,13.0,2.6390573296152584,1,1,1,948.0
5,2,2,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,10,4,11,10,4,11,17.0,2.8903717578961645,17.0,2.8903717578961645,10.0,2.3978952727983707,0,1,4,1043.0
7,2,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,10,8,2,10,8,4.0,1.6094379124341003,8.0,2.1972245773362196,13.0,2.6390573296152584,1,1,1,620.0
0,1,2,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,8,11,9,8,11,9,10.0,2.3978952727983707,3.0,1.3862943611198906,15.0,2.772588722239781,1,1,3,685.0
1,4,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,0,7,0,0,7,19.0,2.995732273553991,4.0,1.6094379124341003,10.0,2.3978952727983707,2,1,2,710.0
2,3,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,9,6,4,9,6,4,14.0,2.70805020110221,7.0,2.0794415416798357,15.0,2.772588722239781,2,1,4,497.0
4,3,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,5,10,1,5,10,15.0,2.772588722239781,20.0,3.044522437723423,14.0,2.70805020110221,1,1,6,728.0
1,3,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,9,8,3,9,8,9.0,2.302585092994046,6.0,1.9459101490553132,6.0,1.9459101490553132,2,1,1,462.0
6,0,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,9,8,3,9,8,3,8.0,2.1972245773362196,13.0,2.6390573296152584,20.0,3.044522437723423,0,1,1,310.0
1,3,1,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,8,6,3,8,6,4.0,1.6094379124341003,9.0,2.302585092994046,12.0,2.5649493574615367,1,1,1,1096.0
7,1,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7,3,9,7,3,9,10.0,2.3978952727983707,14.0,2.70805020110221,10.0,2.3978952727983707,2,1,6,432.0
6,2,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,0,0,7,0,0,7,7.0,2.0794415416798357,20.0,3.044522437723423,5.0,1.791759469228055,1,1,6,154.0
4,4,0,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,1,1,10,1,1,9.0,2.302585092994046,15.0,2.772588722239781,9.0,2.302585092994046,1,1,2,810.0
4,4,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,5,4,1,5,4,13.0,2.6390573296152584,20.0,3.044522437723423,7.0,2.0794415416798357,1,1,4,695.0
5,4,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,6,7,3,6,7,20.0,3.044522437723423,16.0,2.833213344056216,3.0,1.3862943611198906,1,1,3,520.0
2,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,7,1,7,7,1,7,8.0,2.1972245773362196,8.0,2.1972245773362196,17.0,2.8903717578961645,1,1,3,375.0
3,3,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,5,0,6,5,0,20.0,3.044522437723423,10.0,2.3978952727983707,19.0,2.995732273553991,2,1,4,776.0
3,0,1,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1,9,4,1,9,15.0,2.772588722239781,13.0,2.6390573296152584,3.0,1.3862943611198906,2,1,3,518.0
7,2,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,8,4,10,8,4,10,7.0,2.0794415416798357,13.0,2.6390573296152584,7.0,2.0794415416798357,1,1,4,508.0
5,4,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,5,10,1,5,10,18.0,2.9444389791664403,12.0,2.5649493574615367,11.0,2.4849066497880004,0,1,3,543.0
2,2,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,9,0,3,9,0,3,4.0,1.6094379124341003,13.0,2.6390573296152584,16.0,2.833213344056216,0,1,1,665.0
4,4,2,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,11,1,5,11,1,5,9.0,2.302585092994046,9.0,2.302585092994046,8.0,2.1972245773362196,2,1,3,690.0
6,1,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,0,6,0,0,6,0,20.0,3.044522437723423,16.0,2.833213344056216,17.0,2.8903717578961645,0,1,4,1104.0
5,2,1,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,8,10,7,8,10,7,12.0,2.5649493574615367,5.0,1.791759469228055,17.0,2.8903717578961645,1,1,2,1144.0
2,1,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,8,1,0,8,1,0,12.0,2.5649493574615367,14.0,2.70805020110221,19.0,2.995732273553991,1,1,1,618.0
3,4,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,0,8,9,0,8,20.0,3.044522437723423,12.0,2.5649493574615367,19.0,2.995732273553991,0,1,3,648.0
4,1,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,6,4,2,6,4,11.0,2.4849066497880004,13.0,2.6390573296152584,4.0,1.6094379124341003,1,1,3,452.0
6,4,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,7,8,9,7,8,9,18.0,2.9444389791664403,14.0,2.70805020110221,11.0,2.4849066497880004,1,1,2,755.0
6,2,1,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,9,3,0,9,3,0,10.0,2.3978952727983707,10.0,2.3978952727983707,4.0,1.6094379124341003,1,2,4,768.0
5,4,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,3,4,2,3,4,2,20.0,3.044522437723423,5.0,1.791759469228055,19.0,2.995732273553991,2,1,3,1320.0
4,4,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,8,6,6,8,6,6.0,1.9459101490553132,12.0,2.5649493574615367,9.0,2.302585092994046,1,1,3,405.0
0,0,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,11,8,1,11,8,16.0,2.833213344056216,3.0,1.3862943611198906,14.0,2.70805020110221,0,1,3,435.0
7,4,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,7,9,9,7,9,9,16.0,2.833213344056216,18.0,2.9444389791664403,18.0,2.9444389791664403,0,1,1,840.0
7,1,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,6,2,6,6,2,6,19.0,2.995732273553991,15.0,2.772588722239781,3.0,1.3862943611198906,0,1,4,768.0
