slot_person,slot_qty1,slot_qty1_abs_log1p,slot_qty1_is_even,slot_qty1_mod3,slot_qty1_mod5,slot_qty1_mod7,slot_qty1_mod10,slot_brand1,slot_qty2,slot_qty2_abs_log1p,slot_qty2_is_even,slot_qty2_mod3,slot_qty2_mod5,slot_qty2_mod7,slot_qty2_mod10,slot_brand2,slot_last_week_qty,slot_last_week_qty_abs_log1p,slot_last_week_qty_is_even,slot_last_week_qty_mod3,slot_last_week_qty_mod5,slot_last_week_qty_mod7,slot_last_week_qty_mod10,slot_unit,slot_category,gcd_all,n_multiple_pairs,y
2,13,2.6390573296152584,0,1,3,6,3,7,19,2.995732273553991,0,1,4,5,9,12,3,1.3862943611198906,0,0,3,3,3,0,5,1,0,29.0
8,12,2.5649493574615367,1,0,2,5,2,30,3,1.3862943611198906,0,0,3,3,3,23,3,1.3862943611198906,0,0,3,3,3,0,0,3,3,12.0
7,6,1.9459101490553132,1,0,1,6,6,22,4,1.6094379124341003,1,1,4,4,4,0,4,1.6094379124341003,1,1,4,4,4,4,0,2,1,6.0
7,14,2.70805020110221,1,2,4,0,4,23,19,2.995732273553991,0,1,4,5,9,3,7,2.0794415416798357,0,1,2,0,7,6,2,1,1,26.0
9,18,2.9444389791664403,1,0,3,4,8,11,9,2.302585092994046,0,0,4,2,9,32,17,2.8903717578961645,0,2,2,3,7,3,4,1,1,10.0
3,16,2.833213344056216,1,1,1,2,6,26,20,3.044522437723423,1,2,0,6,0,22,29,3.4011973816621555,0,2,4,1,9,2,6,1,0,7.0
7,13,2.6390573296152584,0,1,3,6,3,24,18,2.9444389791664403,1,0,3,4,8,28,8,2.1972245773362196,1,2,3,1,8,0,0,1,0,23.0
1,12,2.5649493574615367,1,0,2,5,2,30,3,1.3862943611198906,0,0,3,3,3,28,7,2.0794415416798357,0,1,2,0,7,0,0,1,1,8.0
7,18,2.9444389791664403,1,0,3,4,8,10,13,2.6390573296152584,0,1,3,6,3,15,5,1.791759469228055,0,2,0,5,5,2,0,1,0,26.0
7,8,2.1972245773362196,1,2,3,1,8,25,13,2.6390573296152584,0,1,3,6,3,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,1,19.0
5,15,2.772588722239781,0,0,0,1,5,25,15,2.772588722239781,0,0,0,1,5,19,9,2.302585092994046,0,0,4,2,9,2,1,3,1,21.0
6,15,2.772588722239781,0,0,0,1,5,21,2,1.0986122886681098,1,2,2,2,2,8,6,1.9459101490553132,1,0,1,6,6,3,5,1,1,11.0
9,20,3.044522437723423,1,2,0,6,0,20,3,1.3862943611198906,0,0,3,3,3,3,7,2.0794415416798357,0,1,2,0,7,5,2,1,0,16.0
0,8,2.1972245773362196,1,2,3,1,8,10,13,2.6390573296152584,0,1,3,6,3,0,5,1.791759469228055,0,2,0,5,5,3,0,1,0,16.0
5,10,2.3978952727983707,1,1,0,3,0,33,8,2.1972245773362196,1,2,3,1,8,7,6,1.9459101490553132,1,0,1,6,6,3,4,2,0,12.0
7,10,2.3978952727983707,1,1,0,3,0,22,13,2.6390573296152584,0,1,3,6,3,23,15,2.772588722239781,0,0,0,1,5,0,0,1,0,8.0
8,6,1.9459101490553132,1,0,1,6,6,20,20,3.044522437723423,1,2,0,6,0,4,20,3.044522437723423,1,2,0,6,0,3,2,2,1,6.0
4,12,2.5649493574615367,1,0,2,5,2,26,15,2.772588722239781,0,0,0,1,5,31,2,1.0986122886681098,1,2,2,2,2,3,6,1,1,25.0
6,15,2.772588722239781,0,0,0,1,5,3,5,1.791759469228055,0,2,0,5,5,26,9,2.302585092994046,0,0,4,2,9,6,2,1,1,11.0
0,17,2.8903717578961645,0,2,2,3,7,30,4,1.6094379124341003,1,1,4,4,4,15,20,3.044522437723423,1,2,0,6,0,0,0,1,1,1.0
9,16,2.833213344056216,1,1,1,2,6,23,11,2.4849066497880004,0,2,1,4,1,3,15,2.772588722239781,0,0,0,1,5,3,2,1,0,12.0
6,3,1.3862943611198906,0,0,3,3,3,30,10,2.3978952727983707,1,1,0,3,0,28,11,2.4849066497880004,0,2,1,4,1,4,0,1,0,2.0
4,19,2.995732273553991,0,1,4,5,9,12,8,2.1972245773362196,1,2,3,1,8,12,4,1.6094379124341003,1,1,4,4,4,3,5,1,1,23.0
2,16,2.833213344056216,1,1,1,2,6,14,8,2.1972245773362196,1,2,3,1,8,30,17,2.8903717578961645,0,2,2,3,7,3,3,1,1,7.0
3,15,2.772588722239781,0,0,0,1,5,0,18,2.9444389791664403,1,0,3,4,8,13,10,2.3978952727983707,1,1,0,3,0,0,0,1,0,23.0
0,12,2.5649493574615367,1,0,2,5,2,14,10,2.3978952727983707,1,1,0,3,0,34,11,2.4849066497880004,0,2,1,4,1,0,3,1,0,11.0
7,18,2.9444389791664403,1,0,3,4,8,25,18,2.9444389791664403,1,0,3,4,8,1,6,1.9459101490553132,1,0,1,6,6,1,1,6,3,30.0
8,10,2.3978952727983707,1,1,0,3,0,33,11,2.4849066497880004,0,2,1,4,1,7,12,2.5649493574615367,1,0,2,5,2,3,4,1,0,9.0
0,17,2.8903717578961645,0,2,2,3,7,18,9,2.302585092994046,0,0,4,2,9,18,9,2.302585092994046,0,0,4,2,9,3,6,1,1,17.0
4,12,2.5649493574615367,1,0,2,5,2,25,2,1.0986122886681098,1,2,2,2,2,19,8,2.1972245773362196,1,2,3,1,8,2,1,2,2,6.0
0,9,2.302585092994046,0,0,4,2,9,17,8,2.1972245773362196,1,2,3,1,8,9,2,1.0986122886681098,1,2,2,2,2,2,3,1,1,15.0
2,2,1.0986122886681098,1,2,2,2,2,3,2,1.0986122886681098,1,2,2,2,2,3,2,1.0986122886681098,1,2,2,2,2,3,2,2,3,2.0
3,16,2.833213344056216,1,1,1,2,6,33,9,2.302585092994046,0,0,4,2,9,27,11,2.4849066497880004,0,2,1,4,1,5,4,1,0,14.0
3,6,1.9459101490553132,1,0,1,6,6,3,4,1.6094379124341003,1,1,4,4,4,3,2,1.0986122886681098,1,2,2,2,2,6,2,2,2,8.0
9,19,2.995732273553991,0,1,4,5,9,18,10,2.3978952727983707,1,1,0,3,0,18,25,3.258096538021482,0,1,0,4,5,3,6,1,0,4.0
3,10,2.3978952727983707,1,1,0,3,0,20,8,2.1972245773362196,1,2,3,1,8,3,16,2.833213344056216,1,1,1,2,6,3,2,2,1,2.0
8,3,1.3862943611198906,0,0,3,3,3,25,11,2.4849066497880004,0,2,1,4,1,25,6,1.9459101490553132,1,0,1,6,6,2,1,1,1,8.0
7,9,2.302585092994046,0,0,4,2,9,22,17,2.8903717578961645,0,2,2,3,7,0,11,2.4849066497880004,0,2,1,4,1,4,0,1,0,15.0
9,13,2.6390573296152584,0,1,3,6,3,30,17,2.8903717578961645,0,2,2,3,7,15,5,1.791759469228055,0,2,0,5,5,2,0,1,0,25.0
8,9,2.302585092994046,0,0,4,2,9,5,10,2.3978952727983707,1,1,0,3,0,5,17,2.8903717578961645,0,2,2,3,7,3,3,1,0,2.0
2,18,2.9444389791664403,1,0,3,4,8,19,12,2.5649493574615367,1,0,2,5,2,24,3,1.3862943611198906,0,0,3,3,3,1,1,3,2,27.0
2,6,1.9459101490553132,1,0,1,6,6,9,11,2.4849066497880004,0,2,1,4,1,30,16,2.833213344056216,1,1,1,2,6,2,3,1,0,1.0
6,9,2.302585092994046,0,0,4,2,9,22,7,2.0794415416798357,0,1,2,0,7,0,6,1.9459101490553132,1,0,1,6,6,4,0,1,0,10.0
3,12,2.5649493574615367,1,0,2,5,2,34,16,2.833213344056216,1,1,1,2,6,8,2,1.0986122886681098,1,2,2,2,2,0,5,2,2,26.0
8,2,1.0986122886681098,1,2,2,2,2,18,18,2.9444389791664403,1,0,3,4,8,31,1,0.6931471805599453,0,1,1,1,1,0,6,1,3,19.0
9,20,3.044522437723423,1,2,0,6,0,32,8,2.1972245773362196,1,2,3,1,8,7,15,2.772588722239781,0,0,0,1,5,4,4,1,0,13.0
0,9,2.302585092994046,0,0,4,2,9,25,16,2.833213344056216,1,1,1,2,6,19,14,2.70805020110221,1,2,4,0,4,2,1,1,0,11.0
3,3,1.3862943611198906,0,0,3,3,3,19,12,2.5649493574615367,1,0,2,5,2,25,1,0.6931471805599453,0,1,1,1,1,2,1,1,3,14.0
6,17,2.8903717578961645,0,2,2,3,7,26,10,2.3978952727983707,1,1,0,3,0,18,12,2.5649493574615367,1,0,2,5,2,3,6,1,0,15.0
5,6,1.9459101490553132,1,0,1,6,6,20,10,2.3978952727983707,1,1,0,3,0,26,6,1.9459101490553132,1,0,1,6,6,6,2,2,1,10.0
1,9,2.302585092994046,0,0,4,2,9,32,5,1.791759469228055,0,2,0,5,5,10,13,2.6390573296152584,0,1,3,6,3,5,4,1,0,1.0
5,16,2.833213344056216,1,1,1,2,6,22,7,2.0794415416798357,0,1,2,0,7,28,1,0.6931471805599453,0,1,1,1,1,2,0,1,2,22.0
2,2,1.0986122886681098,1,2,2,2,2,3,20,3.044522437723423,1,2,0,6,0,17,6,1.9459101490553132,1,0,1,6,6,5,2,2,2,16.0
3,17,2.8903717578961645,0,2,2,3,7,3,2,1.0986122886681098,1,2,2,2,2,26,3,1.3862943611198906,0,0,3,3,3,5,2,1,0,16.0
4,7,2.0794415416798357,0,1,2,0,7,0,7,2.0794415416798357,0,1,2,0,7,15,5,1.791759469228055,0,2,0,5,5,0,0,1,1,9.0
7,7,2.0794415416798357,0,1,2,0,7,29,17,2.8903717578961645,0,2,2,3,7,21,3,1.3862943611198906,0,0,3,3,3,0,5,1,0,21.0
0,19,2.995732273553991,0,1,4,5,9,6,20,3.044522437723423,1,2,0,6,0,16,24,3.2188758248682006,1,0,4,3,4,5,4,1,0,15.0
3,2,1.0986122886681098,1,2,2,2,2,25,17,2.8903717578961645,0,2,2,3,7,1,10,2.3978952727983707,1,1,0,3,0,2,1,1,1,9.0
7,17,2.8903717578961645,0,2,2,3,7,14,18,2.9444389791664403,1,0,3,4,8,34,29,3.4011973816621555,0,2,4,1,9,0,3,1,0,6.0
2,16,2.833213344056216,1,1,1,2,6,18,17,2.8903717578961645,0,2,2,3,7,18,28,3.367295829986474,1,1,3,0,8,3,6,1,0,5.0
9,9,2.302585092994046,0,0,4,2,9,14,16,2.833213344056216,1,1,1,2,6,14,13,2.6390573296152584,0,1,3,6,3,3,3,1,0,12.0
1,3,1.3862943611198906,0,0,3,3,3,15,16,2.833213344056216,1,1,1,2,6,29,13,2.6390573296152584,0,1,3,6,3,3,6,1,0,6.0
0,3,1.3862943611198906,0,0,3,3,3,5,2,1.0986122886681098,1,2,2,2,2,9,4,1.6094379124341003,1,1,4,4,4,3,3,1,1,1.0
7,20,3.044522437723423,1,2,0,6,0,26,20,3.044522437723423,1,2,0,6,0,22,27,3.332204510175204,0,0,2,6,7,3,6,1,1,13.0
7,16,2.833213344056216,1,1,1,2,6,27,13,2.6390573296152584,0,1,3,6,3,18,23,3.1780538303479458,0,2,3,2,3,2,6,1,0,6.0
7,5,1.791759469228055,0,2,0,5,5,19,9,2.302585092994046,0,0,4,2,9,2,4,1.6094379124341003,1,1,4,4,4,2,1,1,0,10.0
0,16,2.833213344056216,1,1,1,2,6,20,6,1.9459101490553132,1,0,1,6,6,26,8,2.1972245773362196,1,2,3,1,8,5,2,2,1,14.0
1,4,1.6094379124341003,1,1,4,4,4,10,20,3.044522437723423,1,2,0,6,0,15,3,1.3862943611198906,0,0,3,3,3,3,0,1,1,21.0
8,3,1.3862943611198906,0,0,3,3,3,20,6,1.9459101490553132,1,0,1,6,6,26,1,0.6931471805599453,0,1,1,1,1,5,2,1,3,8.0
0,2,1.0986122886681098,1,2,2,2,2,27,8,2.1972245773362196,1,2,3,1,8,18,3,1.3862943611198906,0,0,3,3,3,2,6,1,1,7.0
1,12,2.5649493574615367,1,0,2,5,2,13,12,2.5649493574615367,1,0,2,5,2,11,12,2.5649493574615367,1,0,2,5,2,2,6,12,3,12.0
4,5,1.791759469228055,0,2,0,5,5,9,16,2.833213344056216,1,1,1,2,6,34,9,2.302585092994046,0,0,4,2,9,3,3,1,0,12.0
0,10,2.3978952727983707,1,1,0,3,0,25,19,2.995732273553991,0,1,4,5,9,25,20,3.044522437723423,1,2,0,6,0,0,1,1,1,9.0
3,14,2.70805020110221,1,2,4,0,4,15,5,1.791759469228055,0,2,0,5,5,11,16,2.833213344056216,1,1,1,2,6,2,6,1,0,3.0
5,15,2.772588722239781,0,0,0,1,5,11,20,3.044522437723423,1,2,0,6,0,27,29,3.4011973816621555,0,2,4,1,9,4,4,1,0,6.0
8,4,1.6094379124341003,1,1,4,4,4,1,3,1.3862943611198906,0,0,3,3,3,24,4,1.6094379124341003,1,1,4,4,4,0,1,1,1,3.0
4,12,2.5649493574615367,1,0,2,5,2,16,8,2.1972245773362196,1,2,3,1,8,16,18,2.9444389791664403,1,0,3,4,8,3,4,2,0,2.0
0,4,1.6094379124341003,1,1,4,4,4,34,17,2.8903717578961645,0,2,2,3,7,8,13,2.6390573296152584,0,1,3,6,3,0,5,1,0,8.0
5,17,2.8903717578961645,0,2,2,3,7,20,11,2.4849066497880004,0,2,1,4,1,4,6,1.9459101490553132,1,0,1,6,6,5,2,1,0,22.0
0,14,2.70805020110221,1,2,4,0,4,3,19,2.995732273553991,0,1,4,5,9,26,31,3.4657359027997265,0,1,1,3,1,3,2,1,0,2.0
8,16,2.833213344056216,1,1,1,2,6,22,4,1.6094379124341003,1,1,4,4,4,13,18,2.9444389791664403,1,0,3,4,8,4,0,2,1,2.0
4,7,2.0794415416798357,0,1,2,0,7,32,19,2.995732273553991,0,1,4,5,9,16,9,2.302585092994046,0,0,4,2,9,4,4,1,0,17.0
5,10,2.3978952727983707,1,1,0,3,0,5,14,2.70805020110221,1,2,4,0,4,5,4,1.6094379124341003,1,1,4,4,4,3,3,2,0,20.0
6,4,1.6094379124341003,1,1,4,4,4,27,19,2.995732273553991,0,1,4,5,9,22,18,2.9444389791664403,1,0,3,4,8,2,6,1,0,5.0
7,7,2.0794415416798357,0,1,2,0,7,34,19,2.995732273553991,0,1,4,5,9,8,8,2.1972245773362196,1,2,3,1,8,4,5,1,0,18.0
1,9,2.302585092994046,0,0,4,2,9,12,19,2.995732273553991,0,1,4,5,9,8,6,1.9459101490553132,1,0,1,6,6,4,5,1,0,22.0
2,7,2.0794415416798357,0,1,2,0,7,27,6,1.9459101490553132,1,0,1,6,6,29,9,2.302585092994046,0,0,4,2,9,0,6,1,0,4.0
0,9,2.302585092994046,0,0,4,2,9,7,10,2.3978952727983707,1,1,0,3,0,20,7,2.0794415416798357,0,1,2,0,7,3,5,1,0,12.0
7,12,2.5649493574615367,1,0,2,5,2,10,2,1.0986122886681098,1,2,2,2,2,13,13,2.6390573296152584,0,1,3,6,3,2,0,1,1,1.0
4,9,2.302585092994046,0,0,4,2,9,18,7,2.0794415416798357,0,1,2,0,7,31,11,2.4849066497880004,0,2,1,4,1,3,6,1,0,5.0
5,6,1.9459101490553132,1,0,1,6,6,33,7,2.0794415416798357,0,1,2,0,7,7,3,1.3862943611198906,0,0,3,3,3,4,4,1,1,10.0
3,11,2.4849066497880004,0,2,1,4,1,32,6,1.9459101490553132,1,0,1,6,6,7,16,2.833213344056216,1,1,1,2,6,3,4,1,0,1.0
8,17,2.8903717578961645,0,2,2,3,7,30,15,2.772588722239781,0,0,0,1,5,23,18,2.9444389791664403,1,0,3,4,8,4,0,1,0,14.0
8,12,2.5649493574615367,1,0,2,5,2,5,20,3.044522437723423,1,2,0,6,0,14,18,2.9444389791664403,1,0,3,4,8,3,3,2,0,14.0
6,4,1.6094379124341003,1,1,4,4,4,30,10,2.3978952727983707,1,1,0,3,0,15,7,2.0794415416798357,0,1,2,0,7,3,0,1,0,7.0
4,6,1.9459101490553132,1,0,1,6,6,7,7,2.0794415416798357,0,1,2,0,7,20,6,1.9459101490553132,1,0,1,6,6,4,5,1,1,7.0
9,18,2.9444389791664403,1,0,3,4,8,17,16,2.833213344056216,1,1,1,2,6,30,19,2.995732273553991,0,1,4,5,9,2,3,1,0,15.0
1,17,2.8903717578961645,0,2,2,3,7,22,13,2.6390573296152584,0,1,3,6,3,28,10,2.3978952727983707,1,1,0,3,0,2,0,1,0,20.0
2,4,1.6094379124341003,1,1,4,4,4,11,9,2.302585092994046,0,0,4,2,9,7,9,2.302585092994046,0,0,4,2,9,3,4,1,1,4.0
7,8,2.1972245773362196,1,2,3,1,8,10,20,3.044522437723423,1,2,0,6,0,23,11,2.4849066497880004,0,2,1,4,1,0,0,1,0,17.0
1,3,1.3862943611198906,0,0,3,3,3,12,14,2.70805020110221,1,2,4,0,4,33,10,2.3978952727983707,1,1,0,3,0,3,5,1,0,7.0
6,7,2.0794415416798357,0,1,2,0,7,14,17,2.8903717578961645,0,2,2,3,7,30,14,2.70805020110221,1,2,4,0,4,2,3,1,1,10.0
2,17,2.8903717578961645,0,2,2,3,7,29,13,2.6390573296152584,0,1,3,6,3,12,1,0.6931471805599453,0,1,1,1,1,3,5,1,2,29.0
4,5,1.791759469228055,0,2,0,5,5,26,4,1.6094379124341003,1,1,4,4,4,22,1,0.6931471805599453,0,1,1,1,1,2,6,1,2,8.0
8,4,1.6094379124341003,1,1,4,4,4,21,4,1.6094379124341003,1,1,4,4,4,12,2,1.0986122886681098,1,2,2,2,2,4,5,2,3,6.0
5,16,2.833213344056216,1,1,1,2,6,13,6,1.9459101490553132,1,0,1,6,6,11,19,2.995732273553991,0,1,4,5,9,3,6,1,0,3.0
0,11,2.4849066497880004,0,2,1,4,1,0,16,2.833213344056216,1,1,1,2,6,13,3,1.3862943611198906,0,0,3,3,3,4,0,1,0,24.0
6,19,2.995732273553991,0,1,4,5,9,15,4,1.6094379124341003,1,1,4,4,4,22,17,2.8903717578961645,0,2,2,3,7,0,6,1,0,6.0
4,9,2.302585092994046,0,0,4,2,9,19,20,3.044522437723423,1,2,0,6,0,1,6,1.9459101490553132,1,0,1,6,6,2,1,1,0,23.0
0,20,3.044522437723423,1,2,0,6,0,12,8,2.1972245773362196,1,2,3,1,8,21,17,2.8903717578961645,0,2,2,3,7,3,5,1,0,11.0
8,18,2.9444389791664403,1,0,3,4,8,7,19,2.995732273553991,0,1,4,5,9,8,28,3.367295829986474,1,1,3,0,8,0,5,1,0,9.0
0,7,2.0794415416798357,0,1,2,0,7,21,13,2.6390573296152584,0,1,3,6,3,12,2,1.0986122886681098,1,2,2,2,2,0,5,1,0,18.0
5,11,2.4849066497880004,0,2,1,4,1,9,18,2.9444389791664403,1,0,3,4,8,30,21,3.091042453358316,0,0,1,0,1,2,3,1,0,8.0
6,5,1.791759469228055,0,2,0,5,5,34,17,2.8903717578961645,0,2,2,3,7,8,17,2.8903717578961645,0,2,2,3,7,0,5,1,1,5.0
7,17,2.8903717578961645,0,2,2,3,7,14,5,1.791759469228055,0,2,0,5,5,14,2,1.0986122886681098,1,2,2,2,2,2,3,1,0,20.0
0,19,2.995732273553991,0,1,4,5,9,26,8,2.1972245773362196,1,2,3,1,8,22,21,3.091042453358316,0,0,1,0,1,0,6,1,0,6.0
7,18,2.9444389791664403,1,0,3,4,8,7,8,2.1972245773362196,1,2,3,1,8,33,18,2.9444389791664403,1,0,3,4,8,4,5,2,1,8.0
3,14,2.70805020110221,1,2,4,0,4,1,20,3.044522437723423,1,2,0,6,0,24,2,1.0986122886681098,1,2,2,2,2,2,1,2,2,32.0
5,12,2.5649493574615367,1,0,2,5,2,14,7,2.0794415416798357,0,1,2,0,7,30,10,2.3978952727983707,1,1,0,3,0,3,3,1,0,9.0
7,9,2.302585092994046,0,0,4,2,9,10,13,2.6390573296152584,0,1,3,6,3,23,17,2.8903717578961645,0,2,2,3,7,4,0,1,0,5.0
4,7,2.0794415416798357,0,1,2,0,7,23,13,2.6390573296152584,0,1,3,6,3,6,11,2.4849066497880004,0,2,1,4,1,3,2,1,0,9.0
2,6,1.9459101490553132,1,0,1,6,6,10,9,2.302585092994046,0,0,4,2,9,13,6,1.9459101490553132,1,0,1,6,6,3,0,3,1,9.0
1,9,2.302585092994046,0,0,4,2,9,7,10,2.3978952727983707,1,1,0,3,0,12,14,2.70805020110221,1,2,4,0,4,3,5,1,0,5.0
6,14,2.70805020110221,1,2,4,0,4,16,15,2.772588722239781,0,0,0,1,5,27,4,1.6094379124341003,1,1,4,4,4,3,4,1,0,25.0
1,2,1.0986122886681098,1,2,2,2,2,8,12,2.5649493574615367,1,0,2,5,2,14,12,2.5649493574615367,1,0,2,5,2,3,3,2,3,2.0
3,8,2.1972245773362196,1,2,3,1,8,14,19,2.995732273553991,0,1,4,5,9,14,8,2.1972245773362196,1,2,3,1,8,2,3,1,1,19.0
5,16,2.833213344056216,1,1,1,2,6,17,17,2.8903717578961645,0,2,2,3,7,30,17,2.8903717578961645,0,2,2,3,7,3,3,1,1,16.0
5,5,1.791759469228055,0,2,0,5,5,25,7,2.0794415416798357,0,1,2,0,7,19,5,1.791759469228055,0,2,0,5,5,1,1,1,1,7.0
9,20,3.044522437723423,1,2,0,6,0,19,18,2.9444389791664403,1,0,3,4,8,24,30,3.4339872044851463,1,0,0,2,0,0,1,2,0,8.0
8,18,2.9444389791664403,1,0,3,4,8,9,19,2.995732273553991,0,1,4,5,9,30,28,3.367295829986474,1,1,3,0,8,0,3,1,0,9.0
4,5,1.791759469228055,0,2,0,5,5,12,2,1.0986122886681098,1,2,2,2,2,33,3,1.3862943611198906,0,0,3,3,3,3,5,1,0,4.0
9,16,2.833213344056216,1,1,1,2,6,29,14,2.70805020110221,1,2,4,0,4,33,23,3.1780538303479458,0,2,3,2,3,0,5,1,0,7.0
0,16,2.833213344056216,1,1,1,2,6,33,2,1.0986122886681098,1,2,2,2,2,7,3,1.3862943611198906,0,0,3,3,3,4,4,1,1,15.0
2,10,2.3978952727983707,1,1,0,3,0,26,7,2.0794415416798357,0,1,2,0,7,22,16,2.833213344056216,1,1,1,2,6,0,6,1,0,1.0
8,3,1.3862943611198906,0,0,3,3,3,13,16,2.833213344056216,1,1,1,2,6,11,7,2.0794415416798357,0,1,2,0,7,3,6,1,0,12.0
8,13,2.6390573296152584,0,1,3,6,3,16,6,1.9459101490553132,1,0,1,6,6,10,9,2.302585092994046,0,0,4,2,9,3,4,1,0,10.0
9,9,2.302585092994046,0,0,4,2,9,3,8,2.1972245773362196,1,2,3,1,8,6,15,2.772588722239781,0,0,0,1,5,3,2,1,0,2.0
2,7,2.0794415416798357,0,1,2,0,7,28,19,2.995732273553991,0,1,4,5,9,19,14,2.70805020110221,1,2,4,0,4,0,1,1,1,12.0
3,11,2.4849066497880004,0,2,1,4,1,17,20,3.044522437723423,1,2,0,6,0,9,5,1.791759469228055,0,2,0,5,5,2,3,1,1,26.0
4,17,2.8903717578961645,0,2,2,3,7,18,4,1.6094379124341003,1,1,4,4,4,31,1,0.6931471805599453,0,1,1,1,1,0,6,1,2,20.0
7,5,1.791759469228055,0,2,0,5,5,16,11,2.4849066497880004,0,2,1,4,1,10,6,1.9459101490553132,1,0,1,6,6,3,4,1,0,10.0
3,20,3.044522437723423,1,2,0,6,0,4,5,1.791759469228055,0,2,0,5,5,26,3,1.3862943611198906,0,0,3,3,3,5,2,1,1,22.0
6,11,2.4849066497880004,0,2,1,4,1,9,5,1.791759469228055,0,2,0,5,5,14,2,1.0986122886681098,1,2,2,2,2,2,3,1,0,14.0
7,13,2.6390573296152584,0,1,3,6,3,6,20,3.044522437723423,1,2,0,6,0,16,6,1.9459101490553132,1,0,1,6,6,3,4,1,0,27.0
6,17,2.8903717578961645,0,2,2,3,7,22,19,2.995732273553991,0,1,4,5,9,13,19,2.995732273553991,0,1,4,5,9,2,0,1,1,17.0
0,8,2.1972245773362196,1,2,3,1,8,12,11,2.4849066497880004,0,2,1,4,1,21,4,1.6094379124341003,1,1,4,4,4,4,5,1,1,15.0
6,7,2.0794415416798357,0,1,2,0,7,10,17,2.8903717578961645,0,2,2,3,7,15,8,2.1972245773362196,1,2,3,1,8,2,0,1,0,16.0
0,14,2.70805020110221,1,2,4,0,4,27,5,1.791759469228055,0,2,0,5,5,18,1,0.6931471805599453,0,1,1,1,1,2,6,1,2,18.0
1,4,1.6094379124341003,1,1,4,4,4,31,11,2.4849066497880004,0,2,1,4,1,26,9,2.302585092994046,0,0,4,2,9,6,2,1,0,6.0
1,2,1.0986122886681098,1,2,2,2,2,29,6,1.9459101490553132,1,0,1,6,6,20,4,1.6094379124341003,1,1,4,4,4,0,5,2,2,4.0
2,8,2.1972245773362196,1,2,3,1,8,5,17,2.8903717578961645,0,2,2,3,7,9,5,1.791759469228055,0,2,0,5,5,0,3,1,0,20.0
4,8,2.1972245773362196,1,2,3,1,8,17,9,2.302585092994046,0,0,4,2,9,30,3,1.3862943611198906,0,0,3,3,3,0,3,1,1,14.0
4,18,2.9444389791664403,1,0,3,4,8,8,17,2.8903717578961645,0,2,2,3,7,9,24,3.2188758248682006,1,0,4,3,4,2,3,1,0,11.0
5,11,2.4849066497880004,0,2,1,4,1,0,7,2.0794415416798357,0,1,2,0,7,15,6,1.9459101490553132,1,0,1,6,6,0,0,1,0,12.0
9,17,2.8903717578961645,0,2,2,3,7,26,10,2.3978952727983707,1,1,0,3,0,18,1,0.6931471805599453,0,1,1,1,1,3,6,1,2,26.0
8,16,2.833213344056216,1,1,1,2,6,18,3,1.3862943611198906,0,0,3,3,3,29,2,1.0986122886681098,1,2,2,2,2,0,6,1,1,17.0
6,7,2.0794415416798357,0,1,2,0,7,3,12,2.5649493574615367,1,0,2,5,2,6,11,2.4849066497880004,0,2,1,4,1,3,2,1,0,8.0
8,5,1.791759469228055,0,2,0,5,5,19,7,2.0794415416798357,0,1,2,0,7,24,1,0.6931471805599453,0,1,1,1,1,2,1,1,2,11.0
9,13,2.6390573296152584,0,1,3,6,3,29,19,2.995732273553991,0,1,4,5,9,33,4,1.6094379124341003,1,1,4,4,4,0,5,1,0,28.0
6,15,2.772588722239781,0,0,0,1,5,16,2,1.0986122886681098,1,2,2,2,2,10,13,2.6390573296152584,0,1,3,6,3,5,4,1,0,4.0
0,5,1.791759469228055,0,2,0,5,5,21,4,1.6094379124341003,1,1,4,4,4,21,8,2.1972245773362196,1,2,3,1,8,3,5,1,1,1.0
6,8,2.1972245773362196,1,2,3,1,8,3,20,3.044522437723423,1,2,0,6,0,6,18,2.9444389791664403,1,0,3,4,8,5,2,2,0,10.0
1,16,2.833213344056216,1,1,1,2,6,4,15,2.772588722239781,0,0,0,1,5,6,23,3.1780538303479458,0,2,3,2,3,5,2,1,0,8.0
0,5,1.791759469228055,0,2,0,5,5,24,15,2.772588722239781,0,0,0,1,5,0,19,2.995732273553991,0,1,4,5,9,4,0,1,1,1.0
1,9,2.302585092994046,0,0,4,2,9,3,8,2.1972245773362196,1,2,3,1,8,17,4,1.6094379124341003,1,1,4,4,4,3,2,1,1,13.0
2,18,2.9444389791664403,1,0,3,4,8,7,19,2.995732273553991,0,1,4,5,9,12,21,3.091042453358316,0,0,1,0,1,4,5,1,0,16.0
4,2,1.0986122886681098,1,2,2,2,2,32,17,2.8903717578961645,0,2,2,3,7,7,4,1.6094379124341003,1,1,4,4,4,5,4,1,1,15.0
4,18,2.9444389791664403,1,0,3,4,8,12,18,2.9444389791664403,1,0,3,4,8,12,19,2.995732273553991,0,1,4,5,9,0,5,1,1,17.0
9,2,1.0986122886681098,1,2,2,2,2,34,5,1.791759469228055,0,2,0,5,5,33,1,0.6931471805599453,0,1,1,1,1,4,5,1,2,6.0
9,14,2.70805020110221,1,2,4,0,4,24,10,2.3978952727983707,1,1,0,3,0,15,3,1.3862943611198906,0,0,3,3,3,2,0,1,0,21.0
0,17,2.8903717578961645,0,2,2,3,7,28,6,1.9459101490553132,1,0,1,6,6,2,7,2.0794415416798357,0,1,2,0,7,2,1,1,0,16.0
