slot_name,slot_item,slot_prep_rate,slot_prep_rate_abs_log1p,slot_prep_rate_is_even,slot_prep_rate_mod3,slot_prep_rate_mod5,slot_prep_rate_mod7,slot_prep_rate_mod10,slot_batch_capacity,slot_batch_capacity_abs_log1p,slot_batch_capacity_is_even,slot_batch_capacity_mod3,slot_batch_capacity_mod5,slot_batch_capacity_mod7,slot_batch_capacity_mod10,slot_batch_time,slot_batch_time_abs_log1p,slot_batch_time_is_even,slot_batch_time_mod3,slot_batch_time_mod5,slot_batch_time_mod7,slot_batch_time_mod10,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,gcd_all,n_multiple_pairs,y
10,5,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,192,5.262690188904886,1,0,2,3,2,1,3,64.0
6,5,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,26,3.295836866004329,1,2,1,5,6,60,4.110873864173311,1,0,0,4,0,2,2,132.0
2,9,21,3.091042453358316,0,0,1,0,1,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,105,4.663439094112067,0,0,0,0,5,1,2,145.0
9,7,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,29,3.4011973816621555,0,2,4,1,9,40,3.713572066704308,1,1,0,5,0,1,3,66.0
4,6,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,40,3.713572066704308,1,1,0,5,0,1,2,87.0
2,2,45,3.828641396489095,0,0,0,3,5,45,3.828641396489095,0,0,0,3,5,26,3.295836866004329,1,2,1,5,6,270,5.602118820879701,1,0,0,4,0,1,3,162.0
7,6,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,18,2.9444389791664403,1,0,3,4,8,256,5.54907608489522,1,1,1,4,6,2,4,272.0
2,4,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,25,3.258096538021482,0,1,0,4,5,135,4.912654885736052,0,0,0,2,5,5,4,102.0
7,10,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,12,2.5649493574615367,1,0,2,5,2,108,4.6913478822291435,1,0,3,3,8,4,6,63.0
2,3,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,72,4.290459441148391,1,0,2,2,2,12,6,78.0
10,10,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,54,4.007333185232471,1,0,4,5,4,3,5,84.0
10,5,3,1.3862943611198906,0,0,3,3,3,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,405,6.0063531596017325,0,0,0,6,5,1,3,198.0
11,7,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,90,4.51085950651685,1,0,0,6,0,1,2,249.0
3,8,10,2.3978952727983707,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,23,3.1780538303479458,0,2,3,2,3,360,5.8888779583328805,1,0,0,3,0,1,2,220.0
6,6,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,28,3.367295829986474,1,1,3,0,8,100,4.61512051684126,1,1,0,2,0,1,3,76.0
4,5,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,27,3.332204510175204,0,0,2,6,7,216,5.37989735354046,1,0,1,6,6,1,3,189.0
9,12,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,27,3.332204510175204,0,0,2,6,7,144,4.976733742420574,1,0,4,4,4,1,3,315.0
8,8,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,64,4.174387269895637,1,1,4,1,4,2,3,116.0
4,7,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,0,5,0,19,2.995732273553991,0,1,4,5,9,240,5.484796933490655,1,0,0,2,0,1,2,134.0
5,6,27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,135,4.912654885736052,0,0,0,2,5,3,2,194.0
7,7,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,120,4.795790545596741,1,0,0,1,0,1,3,84.0
8,6,7,2.0794415416798357,0,1,2,0,7,50,3.9318256327243257,1,2,0,1,0,9,2.302585092994046,0,0,4,2,9,350,5.860786223465865,1,2,0,0,0,1,2,113.0
6,4,36,3.6109179126442243,1,0,1,1,6,36,3.6109179126442243,1,0,1,1,6,24,3.2188758248682006,1,0,4,3,4,180,5.198497031265826,1,0,0,5,0,12,3,125.0
8,3,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,21,3.091042453358316,0,0,1,0,1,192,5.262690188904886,1,0,2,3,2,1,3,222.0
5,8,36,3.6109179126442243,1,0,1,1,6,45,3.828641396489095,0,0,0,3,5,30,3.4339872044851463,1,0,0,2,0,360,5.8888779583328805,1,0,0,3,0,3,3,250.0
7,5,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,16,2.833213344056216,1,1,1,2,6,64,4.174387269895637,1,1,4,1,4,8,6,72.0
10,1,40,3.713572066704308,1,1,0,5,0,50,3.9318256327243257,1,2,0,1,0,11,2.4849066497880004,0,2,1,4,1,400,5.993961427306569,1,1,0,1,0,1,2,98.0
0,8,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,36,3.6109179126442243,1,0,1,1,6,2,2,62.0
4,6,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,192,5.262690188904886,1,0,2,3,2,1,3,126.0
7,0,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,9,2.302585092994046,0,0,4,2,9,100,4.61512051684126,1,1,0,2,0,1,2,43.0
8,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,0,4,5,270,5.602118820879701,1,0,0,4,0,1,3,360.0
11,1,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,450,6.111467339502679,1,0,0,2,0,1,4,195.0
8,4,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,40,3.713572066704308,1,1,0,5,0,1,2,109.0
0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,0,1,5,1,3,80.0
9,1,9,2.302585092994046,0,0,4,2,9,36,3.6109179126442243,1,0,1,1,6,21,3.091042453358316,0,0,1,0,1,252,5.53338948872752,1,0,2,0,2,3,4,175.0
0,10,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,28,3.367295829986474,1,1,3,0,8,80,4.394449154672439,1,2,0,3,0,2,4,180.0
2,1,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,80,4.394449154672439,1,2,0,3,0,2,4,84.0
7,2,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,20,3.044522437723423,1,2,0,6,0,1,3,88.0
2,3,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,40,3.713572066704308,1,1,0,5,0,5,4,242.0
3,6,48,3.8918202981106265,1,0,3,6,8,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,0,1,5,48,3.8918202981106265,1,0,3,6,8,1,3,46.0
4,8,14,2.70805020110221,1,2,4,0,4,24,3.2188758248682006,1,0,4,3,4,29,3.4011973816621555,0,2,4,1,9,168,5.1298987149230735,1,0,3,0,8,1,2,215.0
0,1,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,30,3.4339872044851463,1,0,0,2,0,320,5.771441123130016,1,2,0,5,0,5,4,304.0
11,1,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,96,4.574710978503383,1,0,1,5,6,6,6,32.0
5,5,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,60,4.110873864173311,1,0,0,4,0,1,4,63.0
7,1,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,96,4.574710978503383,1,0,1,5,6,1,3,76.0
4,4,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,19,2.995732273553991,0,1,4,5,9,30,3.4339872044851463,1,0,0,2,0,1,2,41.0
7,12,9,2.302585092994046,0,0,4,2,9,36,3.6109179126442243,1,0,1,1,6,24,3.2188758248682006,1,0,4,3,4,72,4.290459441148391,1,0,2,2,2,3,4,56.0
9,9,45,3.828641396489095,0,0,0,3,5,45,3.828641396489095,0,0,0,3,5,18,2.9444389791664403,1,0,3,4,8,315,5.755742213586912,0,0,0,0,5,9,3,133.0
8,10,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,11,2.4849066497880004,0,2,1,4,1,240,5.484796933490655,1,0,0,2,0,1,3,128.0
6,0,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,125,4.836281906951478,0,2,0,6,5,5,3,105.0
9,1,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,120,4.795790545596741,1,0,0,1,0,5,5,252.0
0,10,7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,27,3.332204510175204,0,0,2,6,7,112,4.727387818712341,1,1,2,0,2,1,2,205.0
0,4,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,90,4.51085950651685,1,0,0,6,0,1,3,102.0
10,6,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,108,4.6913478822291435,1,0,3,3,8,2,4,99.0
5,4,27,3.332204510175204,0,0,2,6,7,45,3.828641396489095,0,0,0,3,5,30,3.4339872044851463,1,0,0,2,0,405,6.0063531596017325,0,0,0,6,5,3,2,285.0
5,4,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,1,0,0,4,0,5,4,44.0
2,9,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,60,4.110873864173311,1,0,0,4,0,1,3,137.0
5,1,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,2,3,26.0
2,9,24,3.2188758248682006,1,0,4,3,4,40,3.713572066704308,1,1,0,5,0,14,2.70805020110221,1,2,4,0,4,240,5.484796933490655,1,0,0,2,0,2,2,94.0
9,9,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,100,4.61512051684126,1,1,0,2,0,1,3,120.0
10,4,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,1,3,28.0
2,2,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,22,3.1354942159291497,1,1,2,1,2,180,5.198497031265826,1,0,0,5,0,1,2,258.0
10,0,20,3.044522437723423,1,2,0,6,0,32,3.4965075614664802,1,2,2,4,2,27,3.332204510175204,0,0,2,6,7,160,5.081404364984463,1,1,0,6,0,1,2,143.0
2,11,40,3.713572066704308,1,1,0,5,0,50,3.9318256327243257,1,2,0,1,0,17,2.8903717578961645,0,2,2,3,7,400,5.993961427306569,1,1,0,1,0,1,2,146.0
1,4,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,27,3.332204510175204,0,0,2,6,7,24,3.2188758248682006,1,0,4,3,4,1,3,84.0
7,9,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,144,4.976733742420574,1,0,4,4,4,1,3,42.0
5,11,15,2.772588722239781,0,0,0,1,5,45,3.828641396489095,0,0,0,3,5,29,3.4011973816621555,0,2,4,1,9,315,5.755742213586912,0,0,0,0,5,1,3,224.0
9,10,48,3.8918202981106265,1,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,144,4.976733742420574,1,0,4,4,4,2,3,63.0
11,7,16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,96,4.574710978503383,1,0,1,5,6,4,4,102.0
2,10,48,3.8918202981106265,1,0,3,6,8,12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,96,4.574710978503383,1,0,1,5,6,1,3,138.0
11,5,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,0,4,5,108,4.6913478822291435,1,0,3,3,8,1,3,162.0
6,2,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,160,5.081404364984463,1,1,0,6,0,1,5,40.0
4,2,4,1.6094379124341003,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,16,2.833213344056216,1,1,1,2,6,64,4.174387269895637,1,1,4,1,4,4,6,48.0
6,0,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,400,5.993961427306569,1,1,0,1,0,2,4,164.0
4,10,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,64,4.174387269895637,1,1,4,1,4,4,3,100.0
10,5,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,27,3.332204510175204,0,0,2,6,7,108,4.6913478822291435,1,0,3,3,8,3,5,198.0
1,9,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,14,2.70805020110221,1,2,4,0,4,120,4.795790545596741,1,0,0,1,0,2,4,130.0
8,10,14,2.70805020110221,1,2,4,0,4,40,3.713572066704308,1,1,0,5,0,27,3.332204510175204,0,0,2,6,7,280,5.638354669333745,1,1,0,0,0,1,2,209.0
4,7,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,80,4.394449154672439,1,2,0,3,0,2,5,104.0
9,10,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,144,4.976733742420574,1,0,4,4,4,1,5,144.0
2,9,16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,96,4.574710978503383,1,0,1,5,6,1,2,174.0
10,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,27,3.332204510175204,0,0,2,6,7,24,3.2188758248682006,1,0,4,3,4,3,4,62.0
10,11,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,90,4.51085950651685,1,0,0,6,0,2,6,135.0
1,6,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,72,4.290459441148391,1,0,2,2,2,1,3,264.0
0,12,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,1,2,142.0
3,12,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,64,4.174387269895637,1,1,4,1,4,1,3,188.0
3,12,16,2.833213344056216,1,1,1,2,6,40,3.713572066704308,1,1,0,5,0,29,3.4011973816621555,0,2,4,1,9,240,5.484796933490655,1,0,0,2,0,1,2,189.0
8,6,15,2.772588722239781,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,90,4.51085950651685,1,0,0,6,0,1,2,106.0
10,10,48,3.8918202981106265,1,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,26,3.295836866004329,1,2,1,5,6,96,4.574710978503383,1,0,1,5,6,2,3,106.0
10,7,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,21,3.091042453358316,0,0,1,0,1,120,4.795790545596741,1,0,0,1,0,3,3,115.0
0,2,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,30,3.4339872044851463,1,0,0,2,0,1,3,159.0
11,12,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,1,3,37.0
11,7,4,1.6094379124341003,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,9,2.302585092994046,0,0,4,2,9,128,4.859812404361672,1,2,3,2,8,1,3,68.0
1,0,40,3.713572066704308,1,1,0,5,0,50,3.9318256327243257,1,2,0,1,0,17,2.8903717578961645,0,2,2,3,7,400,5.993961427306569,1,1,0,1,0,1,2,146.0
10,6,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,144,4.976733742420574,1,0,4,4,4,2,3,162.0
4,3,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,29,3.4011973816621555,0,2,4,1,9,216,5.37989735354046,1,0,1,6,6,1,3,210.0
7,7,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,10,2.3978952727983707,1,1,0,3,0,180,5.198497031265826,1,0,0,5,0,5,5,76.0
6,1,16,2.833213344056216,1,1,1,2,6,32,3.4965075614664802,1,2,2,4,2,23,3.1780538303479458,0,2,3,2,3,160,5.081404364984463,1,1,0,6,0,1,3,125.0
0,6,4,1.6094379124341003,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,18,2.9444389791664403,1,0,3,4,8,64,4.174387269895637,1,1,4,1,4,2,3,52.0
4,7,12,2.5649493574615367,1,0,2,5,2,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,288,5.666426688112432,1,0,3,1,8,1,2,69.0
6,6,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,19,2.995732273553991,0,1,4,5,9,144,4.976733742420574,1,0,4,4,4,1,3,160.0
4,3,16,2.833213344056216,1,1,1,2,6,16,2.833213344056216,1,1,1,2,6,23,3.1780538303479458,0,2,3,2,3,96,4.574710978503383,1,0,1,5,6,1,3,144.0
0,1,60,4.110873864173311,1,0,0,4,0,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,120,4.795790545596741,1,0,0,1,0,3,3,170.0
11,0,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,168,5.1298987149230735,1,0,3,0,8,1,4,133.0
1,12,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,0,2,0,96,4.574710978503383,1,0,1,5,6,6,4,256.0
7,3,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,50,3.9318256327243257,1,2,0,1,0,2,3,141.0
0,1,18,2.9444389791664403,1,0,3,4,8,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,72,4.290459441148391,1,0,2,2,2,18,6,40.0
1,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,64,4.174387269895637,1,1,4,1,4,1,3,104.0
10,9,30,3.4339872044851463,1,0,0,2,0,50,3.9318256327243257,1,2,0,1,0,26,3.295836866004329,1,2,1,5,6,150,5.017279836814924,1,0,0,3,0,2,2,83.0
7,5,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,1,3,133.0
6,4,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,100,4.61512051684126,1,1,0,2,0,1,2,39.0
0,2,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,75,4.330733340286331,0,0,0,5,5,5,3,93.0
10,7,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,0,2,0,28,3.367295829986474,1,1,3,0,8,270,5.602118820879701,1,0,0,4,0,2,2,267.0
0,9,36,3.6109179126442243,1,0,1,1,6,36,3.6109179126442243,1,0,1,1,6,29,3.4011973816621555,0,2,4,1,9,180,5.198497031265826,1,0,0,5,0,1,3,150.0
3,10,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,19,2.995732273553991,0,1,4,5,9,144,4.976733742420574,1,0,4,4,4,1,3,100.0
7,9,27,3.332204510175204,0,0,2,6,7,45,3.828641396489095,0,0,0,3,5,28,3.367295829986474,1,1,3,0,8,405,6.0063531596017325,0,0,0,6,5,1,2,267.0
8,11,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,1,3,54.0
6,1,4,1.6094379124341003,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,160,5.081404364984463,1,1,0,6,0,4,6,80.0
7,0,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,240,5.484796933490655,1,0,0,2,0,1,2,62.0
7,11,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,288,5.666426688112432,1,0,3,1,8,1,3,112.0
11,11,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,1,3,75.0
1,5,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,0,2,0,1,2,45.0
6,3,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,1,2,25.0
6,11,16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,14,2.70805020110221,1,2,4,0,4,48,3.8918202981106265,1,0,3,6,8,2,2,59.0
9,0,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,108,4.6913478822291435,1,0,3,3,8,6,4,117.0
10,7,40,3.713572066704308,1,1,0,5,0,16,2.833213344056216,1,1,1,2,6,24,3.2188758248682006,1,0,4,3,4,80,4.394449154672439,1,2,0,3,0,8,2,122.0
10,12,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,0,1,0,26,3.295836866004329,1,2,1,5,6,150,5.017279836814924,1,0,0,3,0,1,2,128.0
5,1,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,26,3.295836866004329,1,2,1,5,6,60,4.110873864173311,1,0,0,4,0,1,3,124.0
5,6,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,90,4.51085950651685,1,0,0,6,0,2,4,65.0
9,3,10,2.3978952727983707,1,1,0,3,0,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,160,5.081404364984463,1,1,0,6,0,2,4,56.0
3,9,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,2,4,27.0
6,2,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,225,5.420534999272286,0,0,0,1,5,1,3,117.0
0,3,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,45,3.828641396489095,0,0,0,3,5,1,3,210.0
10,3,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,42,3.7612001156935624,1,0,2,0,2,1,2,80.0
1,9,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,120,4.795790545596741,1,0,0,1,0,1,4,135.0
8,10,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,150,5.017279836814924,1,0,0,3,0,1,3,150.0
2,5,32,3.4965075614664802,1,2,2,4,2,32,3.4965075614664802,1,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,192,5.262690188904886,1,0,2,3,2,1,3,48.0
3,3,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,225,5.420534999272286,0,0,0,1,5,1,4,70.0
8,12,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,1,3,48.0
6,2,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,72,4.290459441148391,1,0,2,2,2,1,3,180.0
4,4,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,25,3.258096538021482,0,1,0,4,5,180,5.198497031265826,1,0,0,5,0,1,3,140.0
0,12,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,105,4.663439094112067,0,0,0,0,5,1,4,56.0
6,7,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,1,3,34.0
3,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,15,2.772588722239781,0,0,0,1,5,1,3,42.0
8,0,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,40,3.713572066704308,1,1,0,5,0,4,5,110.0
