slot_owner_name,slot_animal,slot_daily_eggs,slot_daily_eggs_abs_log1p,slot_daily_eggs_is_even,slot_daily_eggs_mod3,slot_daily_eggs_mod5,slot_daily_eggs_mod7,slot_daily_eggs_mod10,slot_pack_name,slot_group_size,slot_group_size_abs_log1p,slot_group_size_is_even,slot_group_size_mod3,slot_group_size_mod5,slot_group_size_mod7,slot_group_size_mod10,slot_price_per_pack,slot_price_per_pack_abs_log1p,slot_price_per_pack_is_even,slot_price_per_pack_mod3,slot_price_per_pack_mod5,slot_price_per_pack_mod7,slot_price_per_pack_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
1,3,690,6.53813982376767,1,0,0,4,0,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,0,5,1,6440.0
4,1,72,4.290459441148391,1,0,2,2,2,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,0,1,3,84.0
6,2,108,4.6913478822291435,1,0,3,3,8,2,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,0,2,1,588.0
4,1,114,4.74493212836325,1,0,4,2,4,5,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,1,2,1,1862.0
2,2,468,6.150602768446279,1,0,3,6,8,2,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,2,1,1,2002.0
4,2,495,6.206575926724928,0,0,0,5,5,0,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,0,1,3,231.0
5,1,288,5.666426688112432,1,0,3,1,8,4,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,0,9,3,1008.0
7,1,144,4.976733742420574,1,0,4,4,4,0,24,3.2188758248682006,1,0,4,3,4,14,2.70805020110221,1,2,4,0,4,0,2,1,588.0
5,3,768,6.645090969505644,1,0,3,5,8,2,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,1,4,3,896.0
5,3,132,4.890349128221754,1,0,2,6,2,1,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,1,1,385.0
5,3,864,6.762729506931879,1,0,4,3,4,2,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,0,2,2,1344.0
4,2,555,6.320768294250582,0,0,0,2,5,2,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,2,3,1,3108.0
1,0,260,5.564520407322694,1,2,0,1,0,4,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,0,10,3,3640.0
3,1,594,6.38856140554563,1,0,4,6,4,4,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,1,1,2,2541.0
6,0,648,6.47543271670409,1,0,3,4,8,0,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,1,6,3,1134.0
5,3,336,5.820082930352362,1,0,1,0,6,2,24,3.2188758248682006,1,0,4,3,4,19,2.995732273553991,0,1,4,5,9,1,1,1,1862.0
0,1,138,4.9344739331306915,1,0,3,5,8,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,1,805.0
7,3,348,5.855071922202427,1,0,3,5,8,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,2,1,3248.0
1,0,252,5.53338948872752,1,0,2,0,2,5,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,1,2,1,2940.0
3,0,195,5.278114659230517,0,0,0,6,5,2,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,1,1,1,1001.0
5,0,516,6.248042874508429,1,0,1,5,6,4,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,1,4,1,6020.0
2,0,456,6.124683390894205,1,0,1,1,6,2,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,2,1,1,665.0
7,0,414,6.028278520230698,1,0,4,1,4,4,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,0,2,1,1610.0
0,0,855,6.752270376141742,0,0,0,1,5,0,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,1,1,1,2793.0
5,1,450,6.111467339502679,1,0,0,2,0,2,30,3.4339872044851463,1,0,0,2,0,13,2.6390573296152584,0,1,3,6,3,0,1,1,1365.0
6,2,144,4.976733742420574,1,0,4,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,0,3,3,504.0
4,1,900,6.803505257608338,1,0,0,4,0,1,20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,0,1,1,5355.0
7,0,660,6.493753839851686,1,0,0,2,0,0,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,2,1,1,2156.0
0,0,200,5.303304908059076,1,2,0,4,0,1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,0,2,2,560.0
0,3,552,6.315358001522335,1,0,2,6,2,0,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,2,1,1,1771.0
7,2,216,5.37989735354046,1,0,1,6,6,0,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,0,12,3,756.0
0,2,880,6.78105762593618,1,1,0,5,0,0,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,2,1,1,5852.0
4,0,180,5.198497031265826,1,0,0,5,0,4,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,0,9,3,630.0
5,0,114,4.74493212836325,1,0,4,2,4,4,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,1,2,1,2128.0
5,1,846,6.741700694652055,1,0,1,6,6,2,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,2,9,3,2961.0
6,0,520,6.255750041753367,1,1,0,2,0,1,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,1,1,1,546.0
4,1,576,6.3578422665081,1,0,1,2,6,4,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,2,2,1,2240.0
0,0,396,5.983936280687191,1,0,1,4,6,4,18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,0,1,1,2002.0
5,3,624,6.437751649736401,1,0,4,1,4,0,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,2,6,3,2184.0
0,2,600,6.398594934535208,1,0,0,5,0,0,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,2,3,840.0
1,1,70,4.2626798770413155,1,1,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,2,1,1,539.0
1,3,90,4.51085950651685,1,0,0,6,0,0,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,2,2,1,756.0
6,3,756,6.6293632534374485,1,0,1,0,6,2,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,0,6,2,3528.0
0,2,180,5.198497031265826,1,0,0,5,0,1,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,2,5,3,315.0
3,0,720,6.580639137284949,1,0,0,6,0,2,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,1,2,2,1344.0
6,3,580,6.364750756851911,1,1,0,6,0,1,20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,2,2,1,2842.0
2,1,468,6.150602768446279,1,0,3,6,8,2,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,2,1,1,3094.0
1,0,456,6.124683390894205,1,0,1,1,6,2,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,2,2,1,1330.0
2,1,780,6.660575149839686,1,0,0,3,0,2,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,2,2,728.0
4,3,234,5.459585514144159,1,0,4,3,4,2,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,0,1,1,1001.0
3,1,648,6.47543271670409,1,0,3,4,8,2,24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,2,4,1,3780.0
2,0,140,4.948759890378168,1,2,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,2,3,196.0
1,0,66,4.204692619390966,1,0,1,3,6,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,0,3,3,231.0
7,2,765,6.641182169740591,0,0,0,2,5,0,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,1,1,1428.0
4,3,210,5.351858133476067,1,0,0,0,0,4,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,0,6,2,4410.0
3,2,240,5.484796933490655,1,0,0,2,0,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,1,5,3,560.0
0,2,160,5.081404364984463,1,1,0,6,0,1,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,0,1,1,1008.0
7,0,756,6.6293632534374485,1,0,1,0,6,2,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,1,1,2,2058.0
7,2,708,6.5638555265321274,1,0,3,1,8,3,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,2,1,1,7847.0
0,1,576,6.3578422665081,1,0,1,2,6,0,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,2,3,2,1512.0
4,3,180,5.198497031265826,1,0,0,5,0,5,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,2,1,1,3990.0
1,2,510,6.236369590203704,1,0,0,6,0,2,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,0,1,1,3808.0
2,0,324,5.783825182329737,1,0,4,2,4,3,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,1,1,3,189.0
2,3,810,6.698268054115413,1,0,0,5,0,0,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,2,6,3,1134.0
5,3,660,6.493753839851686,1,0,0,2,0,1,20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,1,1,1,3927.0
2,0,300,5.707110264748875,1,0,0,6,0,2,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,1,6,3,420.0
1,1,252,5.53338948872752,1,0,2,0,2,4,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,1,9,3,882.0
4,2,648,6.47543271670409,1,0,3,4,8,2,24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,1,4,1,3780.0
6,2,78,4.3694478524670215,1,0,3,1,8,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,3,3,273.0
7,1,102,4.634728988229636,1,0,2,4,2,5,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,0,1,1,1547.0
2,1,792,6.675823221634848,1,0,2,1,2,0,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,2,3,3,693.0
2,1,756,6.6293632534374485,1,0,1,0,6,4,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,2,3,3,882.0
7,3,680,6.523562306149512,1,2,0,1,0,0,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,2,4,1,3808.0
1,2,70,4.2626798770413155,1,1,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,2,1,294.0
4,2,540,6.293419278846481,1,0,0,1,0,2,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,2,5,3,630.0
2,2,330,5.802118375377063,1,0,0,1,0,0,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,0,6,1,924.0
7,1,288,5.666426688112432,1,0,3,1,8,2,18,2.9444389791664403,1,0,3,4,8,19,2.995732273553991,0,1,4,5,9,2,1,1,2128.0
1,1,324,5.783825182329737,1,0,4,2,4,4,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,1,1,1,2142.0
0,0,780,6.660575149839686,1,0,0,3,0,1,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,1,2,2,1638.0
6,3,792,6.675823221634848,1,0,2,1,2,4,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,0,2,1,4928.0
7,1,126,4.844187086458591,1,0,1,0,6,4,18,2.9444389791664403,1,0,3,4,8,19,2.995732273553991,0,1,4,5,9,2,1,1,931.0
3,2,252,5.53338948872752,1,0,2,0,2,2,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,2,2,1,784.0
3,0,420,6.042632833682381,1,0,0,0,0,2,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,1,1,1,3136.0
2,2,200,5.303304908059076,1,2,0,4,0,0,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,2,1,1,1330.0
7,2,144,4.976733742420574,1,0,4,4,4,0,24,3.2188758248682006,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,1,6,2,756.0
5,0,444,6.09807428216624,1,0,4,3,4,3,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,0,4,3,1036.0
4,2,330,5.802118375377063,1,0,0,1,0,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,1,5,3,770.0
2,3,810,6.698268054115413,1,0,0,5,0,0,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,0,1,2,756.0
5,2,330,5.802118375377063,1,0,0,1,0,0,30,3.4339872044851463,1,0,0,2,0,13,2.6390573296152584,0,1,3,6,3,2,1,1,1001.0
3,0,380,5.942799375126701,1,2,0,2,0,0,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,0,10,3,1330.0
5,2,696,6.546785410760524,1,0,1,3,6,4,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,2,4,1,6496.0
4,1,300,5.707110264748875,1,0,0,6,0,5,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,3,1,3150.0
3,2,444,6.09807428216624,1,0,4,3,4,0,12,2.5649493574615367,1,0,2,5,2,14,2.70805020110221,1,2,4,0,4,1,2,1,3626.0
5,2,840,6.734591659972948,1,0,0,0,0,2,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,2,3,1,2205.0
4,0,696,6.546785410760524,1,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,1,1,3,406.0
0,1,84,4.442651256490317,1,0,4,0,4,3,12,2.5649493574615367,1,0,2,5,2,14,2.70805020110221,1,2,4,0,4,2,2,2,686.0
5,1,255,5.545177444479562,0,0,0,3,5,2,15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,2,1,1,1666.0
7,2,780,6.660575149839686,1,0,0,3,0,2,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,0,5,2,7280.0
4,0,380,5.942799375126701,1,2,0,2,0,1,20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,0,1,1,1197.0
0,2,690,6.53813982376767,1,0,0,4,0,2,30,3.4339872044851463,1,0,0,2,0,9,2.302585092994046,0,0,4,2,9,1,3,1,1449.0
7,0,440,6.089044875446846,1,2,0,6,0,0,20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,2,1,1,1386.0
7,3,220,5.3981627015177525,1,1,0,3,0,1,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,2,1,1,1463.0
0,3,520,6.255750041753367,1,1,0,2,0,4,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,2,1,1,6916.0
0,0,810,6.698268054115413,1,0,0,5,0,2,30,3.4339872044851463,1,0,0,2,0,11,2.4849066497880004,0,2,1,4,1,0,1,1,2079.0
4,2,552,6.315358001522335,1,0,2,6,2,2,24,3.2188758248682006,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,0,1,1,2737.0
0,0,180,5.198497031265826,1,0,0,5,0,2,15,2.772588722239781,0,0,0,1,5,19,2.995732273553991,0,1,4,5,9,1,1,1,1596.0
5,0,336,5.820082930352362,1,0,1,0,6,0,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,1,1,1,490.0
6,3,504,6.22455842927536,1,0,4,0,4,1,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,1,2,1,2940.0
0,1,234,5.459585514144159,1,0,4,3,4,5,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,1,1,1,4641.0
6,2,360,5.8888779583328805,1,0,0,3,0,2,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,2,1,3,84.0
2,1,825,6.716594773520978,0,0,0,6,5,2,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,0,3,1,2310.0
6,1,486,6.18826412308259,1,0,1,3,6,4,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,1,1,1,2079.0
4,1,420,6.042632833682381,1,0,0,0,0,4,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,1,1,3,245.0
3,3,156,5.056245805348308,1,0,1,2,6,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,3,3,273.0
7,1,72,4.290459441148391,1,0,2,2,2,1,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,1,1,1092.0
2,3,708,6.5638555265321274,1,0,3,1,8,4,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,0,2,1,4130.0
4,0,252,5.53338948872752,1,0,2,0,2,4,18,2.9444389791664403,1,0,3,4,8,19,2.995732273553991,0,1,4,5,9,0,1,1,1862.0
2,0,468,6.150602768446279,1,0,3,6,8,4,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,0,9,3,1638.0
3,2,72,4.290459441148391,1,0,2,2,2,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,0,1,1,420.0
3,0,168,5.1298987149230735,1,0,3,0,8,0,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,1,2,1,490.0
4,0,470,6.154858094016418,1,2,0,1,0,1,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,1,1,1,2303.0
6,2,140,4.948759890378168,1,2,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,2,1,1,1666.0
5,2,432,6.07073772800249,1,0,2,5,2,2,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,0,18,3,3024.0
4,1,78,4.3694478524670215,1,0,3,1,8,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,1,455.0
5,2,312,5.746203190540153,1,0,2,4,2,2,24,3.2188758248682006,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,2,1,1,1547.0
0,1,330,5.802118375377063,1,0,0,1,0,2,30,3.4339872044851463,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,0,1,1,1463.0
4,1,408,6.013715156042802,1,0,3,2,8,2,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,1,8,3,952.0
2,2,384,5.953243334287785,1,0,4,6,4,0,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,2,3,1,1008.0
6,2,525,6.26530121273771,0,0,0,0,5,0,15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,1,1,1,3430.0
6,2,240,5.484796933490655,1,0,0,2,0,4,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,2,12,3,1680.0
4,1,270,5.602118820879701,1,0,0,4,0,0,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,2,5,2,1260.0
1,0,720,6.580639137284949,1,0,0,6,0,1,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,0,4,2,3024.0
2,0,492,6.20050917404269,1,0,2,2,2,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,3,3,861.0
6,3,324,5.783825182329737,1,0,4,2,4,2,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,0,18,3,2268.0
3,3,220,5.3981627015177525,1,1,0,3,0,1,20,3.044522437723423,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,2,2,1,1386.0
6,0,414,6.028278520230698,1,0,4,1,4,4,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,2,1,1,805.0
6,3,270,5.602118820879701,1,0,0,4,0,2,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,3,3,378.0
3,0,108,4.6913478822291435,1,0,3,3,8,1,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,1,2,1,2016.0
4,2,230,5.442417710521793,1,2,0,6,0,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,0,1,3,161.0
0,0,444,6.09807428216624,1,0,4,3,4,1,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,6,3,1554.0
3,3,645,6.470799503782602,0,0,0,1,5,0,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,2,1,1,3913.0
7,2,255,5.545177444479562,0,0,0,3,5,2,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,2,1,1,1309.0
6,3,520,6.255750041753367,1,1,0,2,0,1,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,1,1,1,6188.0
7,0,400,5.993961427306569,1,1,0,1,0,0,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,0,1,1,5320.0
6,0,522,6.259581464064923,1,0,2,4,2,2,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,0,1,1,2233.0
4,0,684,6.529418838262226,1,0,4,5,4,2,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,0,1,1,2926.0
2,2,528,6.270988431858299,1,0,3,3,8,0,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,2,1,1,1540.0
7,2,200,5.303304908059076,1,2,0,4,0,4,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,1,1540.0
1,2,470,6.154858094016418,1,2,0,1,0,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,0,1,3,329.0
7,3,540,6.293419278846481,1,0,0,1,0,1,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,0,5,3,945.0
7,1,740,6.608000625296087,1,2,0,5,0,0,20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,1,2,1,3626.0
2,1,84,4.442651256490317,1,0,4,0,4,4,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,2,2,2,1372.0
0,3,504,6.22455842927536,1,0,4,0,4,1,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,1,3,1,4410.0
4,2,252,5.53338948872752,1,0,2,0,2,2,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,2,6,3,588.0
0,3,96,4.574710978503383,1,0,1,5,6,4,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,3,1,1008.0
2,1,690,6.53813982376767,1,0,0,4,0,0,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,1,2,3,322.0
7,1,900,6.803505257608338,1,0,0,4,0,0,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,0,10,2,4200.0
7,1,720,6.580639137284949,1,0,0,6,0,2,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,0,1,1,2730.0
3,1,540,6.293419278846481,1,0,0,1,0,2,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,2,1,3,252.0
3,2,765,6.641182169740591,0,0,0,2,5,2,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,1,15,3,5355.0
3,3,630,6.447305862541213,1,0,0,0,0,0,15,2.772588722239781,0,0,0,1,5,19,2.995732273553991,0,1,4,5,9,0,1,1,5586.0
5,0,72,4.290459441148391,1,0,2,2,2,1,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,0,4,2,336.0
7,3,720,6.580639137284949,1,0,0,6,0,0,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,1,1,2,5376.0
1,0,60,4.110873864173311,1,0,0,4,0,4,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,0,3,3,105.0
1,2,168,5.1298987149230735,1,0,3,0,8,0,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,1,2,1,490.0
0,1,114,4.74493212836325,1,0,4,2,4,1,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,0,1,1,2261.0
6,2,810,6.698268054115413,1,0,0,5,0,2,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,2,2,1,3024.0
3,1,380,5.942799375126701,1,2,0,2,0,0,20,3.044522437723423,1,2,0,6,0,13,2.6390573296152584,0,1,3,6,3,2,1,1,1729.0
1,1,220,5.3981627015177525,1,1,0,3,0,4,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,0,5,1,2310.0
4,1,70,4.2626798770413155,1,1,0,0,0,4,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,2,5,1,735.0
5,2,408,6.013715156042802,1,0,3,2,8,2,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,2,4,3,476.0
4,0,140,4.948759890378168,1,2,0,0,0,0,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,1,5,1,735.0
5,3,528,6.270988431858299,1,0,3,3,8,2,24,3.2188758248682006,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,1,6,1,2772.0
2,3,570,6.3473892096560105,1,0,0,3,0,2,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,0,1,1,2128.0
0,2,180,5.198497031265826,1,0,0,5,0,4,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,0,2,1,1764.0
