slot_person_name,slot_item_plural,slot_target_color,slot_other_color,slot_shade_a,slot_shade_b,slot_target_count_a,slot_target_count_a_abs_log1p,slot_target_count_a_is_even,slot_target_count_a_mod3,slot_target_count_a_mod5,slot_target_count_a_mod7,slot_target_count_a_mod10,slot_target_count_b,slot_target_count_b_abs_log1p,slot_target_count_b_is_even,slot_target_count_b_mod3,slot_target_count_b_mod5,slot_target_count_b_mod7,slot_target_count_b_mod10,slot_other_count_a,slot_other_count_a_abs_log1p,slot_other_count_a_is_even,slot_other_count_a_mod3,slot_other_count_a_mod5,slot_other_count_a_mod7,slot_other_count_a_mod10,slot_other_count_b,slot_other_count_b_abs_log1p,slot_other_count_b_is_even,slot_other_count_b_mod3,slot_other_count_b_mod5,slot_other_count_b_mod7,slot_other_count_b_mod10,gcd_all,n_multiple_pairs,y
1,5,0,0,9,2,18,2.9444389791664403,1,0,3,4,8,79,4.382026634673881,0,1,4,2,9,41,3.7376696182833684,0,2,1,6,1,56,4.04305126783455,1,2,1,0,6,1,0,50.0
7,4,8,2,2,3,42,3.7612001156935624,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,2,3,1,8,1,3,50.0
9,7,1,7,1,0,13,2.6390573296152584,0,1,3,6,3,111,4.718498871295094,0,0,1,6,1,34,3.5553480614894135,1,1,4,6,4,90,4.51085950651685,1,0,0,6,0,1,0,50.0
3,4,5,5,3,3,82,4.418840607796598,1,1,2,5,2,32,3.4965075614664802,1,2,2,4,2,155,5.049856007249537,0,2,0,1,5,16,2.833213344056216,1,1,1,2,6,1,1,40.0
3,0,7,3,7,0,3,1.3862943611198906,0,0,3,3,3,51,3.9512437185814275,0,0,1,2,1,30,3.4339872044851463,1,0,0,2,0,36,3.6109179126442243,1,0,1,1,6,3,3,45.0
9,8,1,5,7,1,27,3.332204510175204,0,0,2,6,7,75,4.330733340286331,0,0,0,5,5,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,1,1,75.0
3,4,1,2,4,4,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,46,3.8501476017100584,1,1,1,4,6,1,1,25.0
6,1,0,2,9,1,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,49,3.912023005428146,0,1,4,0,9,14,2.70805020110221,1,2,4,0,4,7,4,50.0
4,10,3,4,5,4,7,2.0794415416798357,0,1,2,0,7,104,4.653960350157523,1,2,4,6,4,72,4.290459441148391,1,0,2,2,2,39,3.6888794541139363,0,0,4,4,9,1,0,50.0
4,5,2,2,5,9,5,1.791759469228055,0,2,0,5,5,172,5.153291594497779,1,1,2,4,2,61,4.127134385045092,0,1,1,5,1,57,4.060443010546419,0,0,2,1,7,1,0,60.0
3,7,7,2,3,9,15,2.772588722239781,0,0,0,1,5,29,3.4011973816621555,0,2,4,1,9,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,1,2,50.0
7,7,4,8,9,7,32,3.4965075614664802,1,2,2,4,2,15,2.772588722239781,0,0,0,1,5,32,3.4965075614664802,1,2,2,4,2,15,2.772588722239781,0,0,0,1,5,1,2,50.0
9,2,1,3,9,9,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,48,3.8918202981106265,1,0,3,6,8,44,3.8066624897703196,1,2,4,2,4,1,1,20.0
7,0,5,4,5,0,196,5.2832037287379885,1,1,1,0,6,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,2,0,90.0
9,6,4,5,7,2,20,3.044522437723423,1,2,0,6,0,36,3.6109179126442243,1,0,1,1,6,13,2.6390573296152584,0,1,3,6,3,11,2.4849066497880004,0,2,1,4,1,1,0,70.0
2,11,4,0,9,2,21,3.091042453358316,0,0,1,0,1,141,4.955827057601261,0,0,1,1,1,33,3.5263605246161616,0,0,3,5,3,21,3.091042453358316,0,0,1,0,1,3,1,75.0
8,1,7,3,8,7,31,3.4657359027997265,0,1,1,3,1,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,0,1,0,61,4.127134385045092,0,1,1,5,1,1,0,25.0
4,3,6,5,0,6,61,4.127134385045092,0,1,1,5,1,58,4.07753744390572,1,1,3,2,8,61,4.127134385045092,0,1,1,5,1,58,4.07753744390572,1,1,3,2,8,1,2,50.0
1,9,2,8,7,6,67,4.219507705176107,0,1,2,4,7,26,3.295836866004329,1,2,1,5,6,90,4.51085950651685,1,0,0,6,0,3,1.3862943611198906,0,0,3,3,3,1,1,50.0
0,6,6,7,6,4,111,4.718498871295094,0,0,1,6,1,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,1,1,75.0
7,9,5,6,9,6,23,3.1780538303479458,0,2,3,2,3,76,4.343805421853684,1,1,1,6,6,43,3.784189633918261,0,1,3,1,3,56,4.04305126783455,1,2,1,0,6,1,0,50.0
7,6,6,8,1,8,82,4.418840607796598,1,1,2,5,2,1,0.6931471805599453,0,1,1,1,1,72,4.290459441148391,1,0,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,3,50.0
1,1,8,5,4,3,74,4.31748811353631,1,2,4,4,4,146,4.990432586778736,1,2,1,6,6,10,2.3978952727983707,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,1,0,80.0
3,1,8,1,3,1,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,229,5.438079308923196,0,1,4,5,9,23,3.1780538303479458,0,2,3,2,3,1,0,16.0
0,9,6,0,0,6,30,3.4339872044851463,1,0,0,2,0,21,3.091042453358316,0,0,1,0,1,28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,1,1,60.0
6,10,1,8,6,4,28,3.367295829986474,1,1,3,0,8,57,4.060443010546419,0,0,2,1,7,12,2.5649493574615367,1,0,2,5,2,73,4.30406509320417,0,1,3,3,3,1,0,50.0
7,11,6,6,1,8,35,3.58351893845611,0,2,0,0,5,67,4.219507705176107,0,1,2,4,7,40,3.713572066704308,1,1,0,5,0,62,4.143134726391533,1,2,2,6,2,1,0,50.0
6,8,3,3,2,5,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,1,1,50.0
9,3,2,2,0,6,98,4.59511985013459,1,2,3,0,8,16,2.833213344056216,1,1,1,2,6,107,4.68213122712422,0,2,2,2,7,7,2.0794415416798357,0,1,2,0,7,1,1,50.0
3,7,5,3,1,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,43,3.784189633918261,0,1,3,1,3,1,0.6931471805599453,0,1,1,1,1,1,3,20.0
2,5,7,5,7,0,29,3.4011973816621555,0,2,4,1,9,100,4.61512051684126,1,1,0,2,0,59,4.0943445622221,0,2,4,3,9,27,3.332204510175204,0,0,2,6,7,1,0,60.0
2,10,4,6,0,4,30,3.4339872044851463,1,0,0,2,0,74,4.31748811353631,1,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,52,3.970291913552122,1,1,2,3,2,2,1,65.0
8,5,2,2,4,0,96,4.574710978503383,1,0,1,5,6,2,1.0986122886681098,1,2,2,2,2,130,4.875197323201151,1,1,0,4,0,17,2.8903717578961645,0,2,2,3,7,1,2,40.0
0,3,4,1,9,7,8,2.1972245773362196,1,2,3,1,8,51,3.9512437185814275,0,0,1,2,1,63,4.1588830833596715,0,0,3,0,3,114,4.74493212836325,1,0,4,2,4,1,0,25.0
5,4,3,8,1,3,38,3.6635616461296463,1,2,3,3,8,31,3.4657359027997265,0,1,1,3,1,184,5.220355825078324,1,1,4,2,4,23,3.1780538303479458,0,2,3,2,3,1,1,25.0
6,4,2,1,0,1,17,2.8903717578961645,0,2,2,3,7,19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,1,0,50.0
3,9,7,2,1,3,52,3.970291913552122,1,1,2,3,2,12,2.5649493574615367,1,0,2,5,2,85,4.454347296253507,0,1,0,1,5,107,4.68213122712422,0,2,2,2,7,1,0,25.0
0,0,1,4,5,5,27,3.332204510175204,0,0,2,6,7,32,3.4965075614664802,1,2,2,4,2,15,2.772588722239781,0,0,0,1,5,44,3.8066624897703196,1,2,4,2,4,1,0,50.0
6,5,4,2,9,3,29,3.4011973816621555,0,2,4,1,9,14,2.70805020110221,1,2,4,0,4,33,3.5263605246161616,0,0,3,5,3,10,2.3978952727983707,1,1,0,3,0,1,0,50.0
8,9,6,2,2,4,76,4.343805421853684,1,1,1,6,6,15,2.772588722239781,0,0,0,1,5,74,4.31748811353631,1,2,4,4,4,17,2.8903717578961645,0,2,2,3,7,1,0,50.0
1,9,8,6,6,2,2,1.0986122886681098,1,2,2,2,2,52,3.970291913552122,1,1,2,3,2,26,3.295836866004329,1,2,1,5,6,28,3.367295829986474,1,1,3,0,8,2,4,50.0
5,8,3,3,6,0,65,4.189654742026425,0,2,0,2,5,16,2.833213344056216,1,1,1,2,6,28,3.367295829986474,1,1,3,0,8,53,3.9889840465642745,0,2,3,4,3,1,0,50.0
9,7,1,7,9,2,18,2.9444389791664403,1,0,3,4,8,41,3.7376696182833684,0,2,1,6,1,146,4.990432586778736,1,2,1,6,6,31,3.4657359027997265,0,1,1,3,1,1,0,25.0
1,1,7,7,3,5,22,3.1354942159291497,1,1,2,1,2,87,4.477336814478207,0,0,2,3,7,6,1.9459101490553132,1,0,1,6,6,103,4.6443908991413725,0,1,3,5,3,1,0,50.0
7,11,4,1,9,5,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,1,0,50.0
3,0,6,1,1,1,70,4.2626798770413155,1,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,58,4.07753744390572,1,1,3,2,8,1,1,50.0
4,10,7,6,1,6,100,4.61512051684126,1,1,0,2,0,2,1.0986122886681098,1,2,2,2,2,138,4.9344739331306915,1,0,3,5,8,15,2.772588722239781,0,0,0,1,5,1,2,40.0
9,7,3,2,2,7,123,4.820281565605037,0,0,3,4,3,11,2.4849066497880004,0,2,1,4,1,106,4.672828834461906,1,1,1,1,6,28,3.367295829986474,1,1,3,0,8,1,0,50.0
2,10,7,4,0,1,6,1.9459101490553132,1,0,1,6,6,45,3.828641396489095,0,0,0,3,5,18,2.9444389791664403,1,0,3,4,8,33,3.5263605246161616,0,0,3,5,3,3,1,50.0
5,6,8,3,1,4,55,4.02535169073515,0,1,0,6,5,51,3.9512437185814275,0,0,1,2,1,157,5.062595033026967,0,1,2,3,7,2,1.0986122886681098,1,2,2,2,2,1,0,40.0
6,3,8,1,9,8,87,4.477336814478207,0,0,2,3,7,5,1.791759469228055,0,2,0,5,5,79,4.382026634673881,0,1,4,2,9,13,2.6390573296152584,0,1,3,6,3,1,0,50.0
1,11,1,6,6,8,3,1.3862943611198906,0,0,3,3,3,33,3.5263605246161616,0,0,3,5,3,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,3,3,50.0
8,9,8,6,1,8,31,3.4657359027997265,0,1,1,3,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,1,75.0
1,9,3,3,1,8,6,1.9459101490553132,1,0,1,6,6,107,4.68213122712422,0,2,2,2,7,46,3.8501476017100584,1,1,1,4,6,67,4.219507705176107,0,1,2,4,7,1,0,50.0
5,10,5,1,4,1,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,10,2.3978952727983707,1,1,0,3,0,1,4,25.0
6,6,0,4,8,8,31,3.4657359027997265,0,1,1,3,1,82,4.418840607796598,1,1,2,5,2,79,4.382026634673881,0,1,4,2,9,34,3.5553480614894135,1,1,4,6,4,1,0,50.0
9,0,8,3,2,3,41,3.7376696182833684,0,2,1,6,1,13,2.6390573296152584,0,1,3,6,3,28,3.367295829986474,1,1,3,0,8,53,3.9889840465642745,0,2,3,4,3,1,0,40.0
0,0,2,4,8,8,37,3.6375861597263857,0,1,2,2,7,36,3.6109179126442243,1,0,1,1,6,27,3.332204510175204,0,0,2,6,7,46,3.8501476017100584,1,1,1,4,6,1,0,50.0
2,8,3,4,8,8,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,47,3.871201010907891,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,1,0,25.0
2,11,5,3,2,4,3,1.3862943611198906,0,0,3,3,3,201,5.308267697401205,0,0,1,5,1,53,3.9889840465642745,0,2,3,4,3,15,2.772588722239781,0,0,0,1,5,1,2,75.0
1,7,5,8,4,7,104,4.653960350157523,1,2,4,6,4,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,39,3.6888794541139363,0,0,4,4,9,1,1,75.0
9,3,8,8,4,5,94,4.553876891600541,1,1,4,3,4,13,2.6390573296152584,0,1,3,6,3,17,2.8903717578961645,0,2,2,3,7,90,4.51085950651685,1,0,0,6,0,1,0,50.0
8,9,8,8,4,4,19,2.995732273553991,0,1,4,5,9,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,96.0
6,9,8,0,3,2,46,3.8501476017100584,1,1,1,4,6,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,4,92.0
6,1,2,8,1,1,12,2.5649493574615367,1,0,2,5,2,37,3.6375861597263857,0,1,2,2,7,65,4.189654742026425,0,2,0,2,5,61,4.127134385045092,0,1,1,5,1,1,0,28.0
5,5,7,5,4,4,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,1,50.0
6,6,2,8,3,4,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,32,3.4965075614664802,1,2,2,4,2,52,3.970291913552122,1,1,2,3,2,1,1,20.0
4,5,5,3,9,8,4,1.6094379124341003,1,1,4,4,4,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,0,75.0
3,2,4,4,0,0,108,4.6913478822291435,1,0,3,3,8,11,2.4849066497880004,0,2,1,4,1,47,3.871201010907891,0,2,2,5,7,72,4.290459441148391,1,0,2,2,2,1,0,50.0
7,2,2,0,7,6,53,3.9889840465642745,0,2,3,4,3,54,4.007333185232471,1,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,104,4.653960350157523,1,2,4,6,4,1,1,50.0
7,11,7,6,0,6,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,99,4.605170185988092,0,0,4,1,9,39,3.6888794541139363,0,0,4,4,9,1,1,8.0
0,8,4,6,6,5,31,3.4657359027997265,0,1,1,3,1,16,2.833213344056216,1,1,1,2,6,17,2.8903717578961645,0,2,2,3,7,30,3.4339872044851463,1,0,0,2,0,1,0,50.0
3,1,7,5,5,8,29,3.4011973816621555,0,2,4,1,9,43,3.784189633918261,0,1,3,1,3,59,4.0943445622221,0,2,4,3,9,157,5.062595033026967,0,1,2,3,7,1,0,25.0
7,4,5,5,1,8,32,3.4965075614664802,1,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,75.0
5,8,1,4,8,6,5,1.791759469228055,0,2,0,5,5,126,4.844187086458591,1,0,1,0,6,78,4.3694478524670215,1,0,3,1,8,53,3.9889840465642745,0,2,3,4,3,1,0,50.0
4,4,3,3,2,2,12,2.5649493574615367,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,63,4.1588830833596715,0,0,3,0,3,109,4.700480365792417,0,1,4,4,9,1,0,20.0
5,1,8,1,8,2,61,4.127134385045092,0,1,1,5,1,82,4.418840607796598,1,1,2,5,2,5,1.791759469228055,0,2,0,5,5,138,4.9344739331306915,1,0,3,5,8,1,0,50.0
6,9,1,4,9,2,64,4.174387269895637,1,1,4,1,4,80,4.394449154672439,1,2,0,3,0,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,1,1,75.0
8,10,1,8,6,0,77,4.356708826689592,0,2,2,0,7,35,3.58351893845611,0,2,0,0,5,59,4.0943445622221,0,2,4,3,9,53,3.9889840465642745,0,2,3,4,3,1,0,50.0
6,10,7,4,4,8,60,4.110873864173311,1,0,0,4,0,81,4.406719247264253,0,0,1,4,1,71,4.276666119016055,0,2,1,1,1,70,4.2626798770413155,1,1,0,0,0,1,0,50.0
7,9,1,5,9,7,34,3.5553480614894135,1,1,4,6,4,104,4.653960350157523,1,2,4,6,4,36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,0,3,0,2,0,75.0
3,11,0,8,8,3,9,2.302585092994046,0,0,4,2,9,96,4.574710978503383,1,0,1,5,6,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,1,0,75.0
5,7,1,2,9,8,47,3.871201010907891,0,2,2,5,7,31,3.4657359027997265,0,1,1,3,1,14,2.70805020110221,1,2,4,0,4,28,3.367295829986474,1,1,3,0,8,1,1,65.0
5,2,6,2,3,1,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,23,3.1780538303479458,0,2,3,2,3,1,1,25.0
6,0,6,2,3,1,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,2,74.0
5,0,7,2,0,3,67,4.219507705176107,0,1,2,4,7,6,1.9459101490553132,1,0,1,6,6,26,3.295836866004329,1,2,1,5,6,47,3.871201010907891,0,2,2,5,7,1,0,50.0
7,2,4,2,4,8,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,3,2,50.0
2,11,8,5,1,8,7,2.0794415416798357,0,1,2,0,7,44,3.8066624897703196,1,2,4,2,4,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,1,0,60.0
5,1,2,8,3,6,42,3.7612001156935624,1,0,2,0,2,91,4.5217885770490405,0,1,1,0,1,95,4.564348191467836,0,2,0,4,5,38,3.6635616461296463,1,2,3,3,8,1,0,50.0
5,10,1,2,5,9,100,4.61512051684126,1,1,0,2,0,107,4.68213122712422,0,2,2,2,7,25,3.258096538021482,0,1,0,4,5,44,3.8066624897703196,1,2,4,2,4,1,1,75.0
3,7,2,8,8,3,52,3.970291913552122,1,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,78,4.3694478524670215,1,0,3,1,8,134,4.90527477843843,1,2,4,1,4,1,3,20.0
6,7,6,1,4,0,72,4.290459441148391,1,0,2,2,2,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,3,4,75.0
9,4,3,1,8,6,22,3.1354942159291497,1,1,2,1,2,31,3.4657359027997265,0,1,1,3,1,52,3.970291913552122,1,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,1,3,50.0
9,3,7,4,0,3,2,1.0986122886681098,1,2,2,2,2,220,5.3981627015177525,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,65,4.189654742026425,0,2,0,2,5,1,1,75.0
6,11,0,2,3,1,61,4.127134385045092,0,1,1,5,1,71,4.276666119016055,0,2,1,1,1,15,2.772588722239781,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,1,0,80.0
6,0,1,1,5,2,25,3.258096538021482,0,1,0,4,5,93,4.543294782270004,0,0,3,2,3,156,5.056245805348308,1,0,1,2,6,21,3.091042453358316,0,0,1,0,1,1,0,40.0
3,2,0,8,8,6,6,1.9459101490553132,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,75.0
4,5,8,5,7,7,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,1,3,25.0
7,2,5,5,0,3,13,2.6390573296152584,0,1,3,6,3,33,3.5263605246161616,0,0,3,5,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,4,92.0
6,8,1,8,7,9,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,46,3.8501476017100584,1,1,1,4,6,17,2.8903717578961645,0,2,2,3,7,1,1,50.0
9,4,7,7,3,4,100,4.61512051684126,1,1,0,2,0,23,3.1780538303479458,0,2,3,2,3,29,3.4011973816621555,0,2,4,1,9,94,4.553876891600541,1,1,4,3,4,1,0,50.0
6,7,4,5,9,8,58,4.07753744390572,1,1,3,2,8,65,4.189654742026425,0,2,0,2,5,8,2.1972245773362196,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,1,0,75.0
7,7,6,3,7,0,66,4.204692619390966,1,0,1,3,6,81,4.406719247264253,0,0,1,4,1,6,1.9459101490553132,1,0,1,6,6,141,4.955827057601261,0,0,1,1,1,3,1,50.0
5,10,2,8,3,0,19,2.995732273553991,0,1,4,5,9,48,3.8918202981106265,1,0,3,6,8,190,5.25227342804663,1,1,0,1,0,11,2.4849066497880004,0,2,1,4,1,1,1,25.0
9,6,6,5,5,1,94,4.553876891600541,1,1,4,3,4,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,145,4.983606621708336,0,1,0,5,5,1,0,50.0
0,9,1,3,9,3,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,1,3,25.0
1,7,6,1,6,8,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,41,3.7376696182833684,0,2,1,6,1,1,1,50.0
6,1,2,2,6,7,15,2.772588722239781,0,0,0,1,5,24,3.2188758248682006,1,0,4,3,4,92,4.532599493153256,1,2,2,1,2,25,3.258096538021482,0,1,0,4,5,1,0,25.0
7,8,2,8,3,4,4,1.6094379124341003,1,1,4,4,4,65,4.189654742026425,0,2,0,2,5,2,1.0986122886681098,1,2,2,2,2,67,4.219507705176107,0,1,2,4,7,1,1,50.0
3,10,4,5,0,8,41,3.7376696182833684,0,2,1,6,1,28,3.367295829986474,1,1,3,0,8,48,3.8918202981106265,1,0,3,6,8,21,3.091042453358316,0,0,1,0,1,1,0,50.0
1,0,8,2,1,4,82,4.418840607796598,1,1,2,5,2,59,4.0943445622221,0,2,4,3,9,9,2.302585092994046,0,0,4,2,9,85,4.454347296253507,0,1,0,1,5,1,0,60.0
6,6,1,3,4,3,57,4.060443010546419,0,0,2,1,7,64,4.174387269895637,1,1,4,1,4,65,4.189654742026425,0,2,0,2,5,56,4.04305126783455,1,2,1,0,6,1,0,50.0
9,7,5,1,1,3,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,33,3.5263605246161616,0,0,3,5,3,1,1,50.0
3,3,4,5,5,7,1,0.6931471805599453,0,1,1,1,1,35,3.58351893845611,0,2,0,0,5,41,3.7376696182833684,0,2,1,6,1,3,1.3862943611198906,0,0,3,3,3,1,3,45.0
4,3,8,2,3,5,22,3.1354942159291497,1,1,2,1,2,55,4.02535169073515,0,1,0,6,5,66,4.204692619390966,1,0,1,3,6,11,2.4849066497880004,0,2,1,4,1,11,4,50.0
8,10,2,6,2,5,2,1.0986122886681098,1,2,2,2,2,111,4.718498871295094,0,0,1,6,1,56,4.04305126783455,1,2,1,0,6,57,4.060443010546419,0,0,2,1,7,1,1,50.0
1,4,0,5,2,3,4,1.6094379124341003,1,1,4,4,4,93,4.543294782270004,0,0,3,2,3,48,3.8918202981106265,1,0,3,6,8,49,3.912023005428146,0,1,4,0,9,1,1,50.0
9,7,5,8,0,8,75,4.330733340286331,0,0,0,5,5,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,95,4.564348191467836,0,2,0,4,5,1,0,50.0
1,6,3,4,2,3,35,3.58351893845611,0,2,0,0,5,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,1,75.0
4,1,3,4,2,7,3,1.3862943611198906,0,0,3,3,3,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,1,0,50.0
9,9,3,7,1,8,91,4.5217885770490405,0,1,1,0,1,80,4.394449154672439,1,2,0,3,0,90,4.51085950651685,1,0,0,6,0,24,3.2188758248682006,1,0,4,3,4,1,0,60.0
9,9,6,8,8,1,5,1.791759469228055,0,2,0,5,5,28,3.367295829986474,1,1,3,0,8,53,3.9889840465642745,0,2,3,4,3,79,4.382026634673881,0,1,4,2,9,1,0,20.0
2,8,0,7,5,1,6,1.9459101490553132,1,0,1,6,6,66,4.204692619390966,1,0,1,3,6,22,3.1354942159291497,1,1,2,1,2,50,3.9318256327243257,1,2,0,1,0,2,2,50.0
6,5,1,4,3,9,123,4.820281565605037,0,0,3,4,3,16,2.833213344056216,1,1,1,2,6,38,3.6635616461296463,1,2,3,3,8,101,4.624972813284271,0,2,1,3,1,1,0,50.0
3,0,0,0,3,7,2,1.0986122886681098,1,2,2,2,2,154,5.043425116919247,1,1,4,0,4,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,1,2,80.0
3,6,1,8,1,6,35,3.58351893845611,0,2,0,0,5,29,3.4011973816621555,0,2,4,1,9,162,5.093750200806762,1,0,2,1,2,30,3.4339872044851463,1,0,0,2,0,1,0,25.0
1,1,3,7,8,7,34,3.5553480614894135,1,1,4,6,4,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,0,4,5,38,3.6635616461296463,1,2,3,3,8,1,0,50.0
7,0,5,4,9,5,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,3,5,40.0
6,1,8,4,9,1,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,1,2,35.0
1,4,4,5,0,2,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,37,3.6375861597263857,0,1,2,2,7,23,3.1780538303479458,0,2,3,2,3,1,0,20.0
2,9,2,4,0,6,74,4.31748811353631,1,2,4,4,4,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,0,1,0,27,3.332204510175204,0,0,2,6,7,1,1,50.0
3,0,1,7,2,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,132,4.890349128221754,1,0,2,6,2,1,5,5.0
6,7,4,2,4,4,68,4.23410650459726,1,2,3,5,8,35,3.58351893845611,0,2,0,0,5,82,4.418840607796598,1,1,2,5,2,21,3.091042453358316,0,0,1,0,1,1,0,50.0
