slot_seller_name,slot_venue,slot_currency_symbol,slot_item1_name_plural,slot_item2_name_plural,slot_item3_name_plural,slot_qty1,slot_qty1_abs_log1p,slot_qty1_is_even,slot_qty1_mod3,slot_qty1_mod5,slot_qty1_mod7,slot_qty1_mod10,slot_qty2,slot_qty2_abs_log1p,slot_qty2_is_even,slot_qty2_mod3,slot_qty2_mod5,slot_qty2_mod7,slot_qty2_mod10,slot_qty3,slot_qty3_abs_log1p,slot_qty3_is_even,slot_qty3_mod3,slot_qty3_mod5,slot_qty3_mod7,slot_qty3_mod10,slot_price1,slot_price1_abs_log1p,slot_price1_frac,slot_price1_n_decimals,slot_price2,slot_price2_abs_log1p,slot_price2_frac,slot_price2_n_decimals,slot_price3,slot_price3_abs_log1p,slot_price3_frac,slot_price3_n_decimals,gcd_all,n_multiple_pairs,y
3,0,2,4,10,6,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,0.75,0.5596157879354227,0.75,2,1.5,0.9162907318741551,0.5,1,4.75,1.749199854809259,0.75,2,1,1,70.5
9,2,0,4,12,10,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,7.25,2.1102132003465894,0.25,2,0.5,0.4054651081081644,0.5,1,5.75,1.9095425048844386,0.75,2,1,1,368.0
5,4,2,5,7,13,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,29,3.4011973816621555,0,2,4,1,9,5.0,1.791759469228055,0.0,1,1.0,0.6931471805599453,0.0,1,1.0,0.6931471805599453,0.0,1,1,0,151.0
6,2,2,8,14,5,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4.0,1.6094379124341003,0.0,1,3.75,1.55814461804655,0.75,2,2.75,1.3217558399823195,0.75,2,2,3,76.0
1,5,1,0,8,3,13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,0,4,5,3.75,1.55814461804655,0.75,2,6.5,2.0149030205422647,0.5,1,6.25,1.9810014688665833,0.25,2,1,1,289.5
3,0,1,7,7,5,35,3.58351893845611,0,2,0,0,5,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,6.0,1.9459101490553132,0.0,1,3.25,1.4469189829363254,0.25,2,1.75,1.0116009116784799,0.75,2,1,0,262.25
5,4,2,11,9,14,6,1.9459101490553132,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,25,3.258096538021482,0,1,0,4,5,6.25,1.9810014688665833,0.25,2,1.0,0.6931471805599453,0.0,1,6.0,1.9459101490553132,0.0,1,1,0,214.5
9,1,2,7,8,6,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,18,2.9444389791664403,1,0,3,4,8,1.25,0.8109302162163288,0.25,2,3.25,1.4469189829363254,0.25,2,9.25,2.327277705584417,0.25,2,1,0,243.25
9,5,0,10,5,6,28,3.367295829986474,1,1,3,0,8,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1.0,0.6931471805599453,0.0,1,5.5,1.8718021769015913,0.5,1,1.75,1.0116009116784799,0.75,2,1,0,97.25
5,0,2,5,12,2,31,3.4657359027997265,0,1,1,3,1,31,3.4657359027997265,0,1,1,3,1,7,2.0794415416798357,0,1,2,0,7,8.5,2.2512917986064953,0.5,1,4.5,1.7047480922384253,0.5,1,0.5,0.4054651081081644,0.5,1,1,1,406.5
5,1,2,9,9,14,37,3.6375861597263857,0,1,2,2,7,33,3.5263605246161616,0,0,3,5,3,37,3.6375861597263857,0,1,2,2,7,6.5,2.0149030205422647,0.5,1,1.0,0.6931471805599453,0.0,1,9.75,2.3749057545736716,0.75,2,1,1,634.25
3,1,2,5,0,3,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,0,1,5,26,3.295836866004329,1,2,1,5,6,6.0,1.9459101490553132,0.0,1,10.0,2.3978952727983707,0.0,1,2.0,1.0986122886681098,0.0,1,1,0,352.0
11,5,0,13,8,14,11,2.4849066497880004,0,2,1,4,1,27,3.332204510175204,0,0,2,6,7,29,3.4011973816621555,0,2,4,1,9,3.0,1.3862943611198906,0.0,1,4.5,1.7047480922384253,0.5,1,9.5,2.3513752571634776,0.5,1,1,0,430.0
11,5,0,0,9,0,17,2.8903717578961645,0,2,2,3,7,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,7.25,2.1102132003465894,0.25,2,0.25,0.22314355131420976,0.25,2,8.25,2.224623551524334,0.25,2,1,0,191.0
3,0,0,2,10,3,6,1.9459101490553132,1,0,1,6,6,35,3.58351893845611,0,2,0,0,5,27,3.332204510175204,0,0,2,6,7,2.25,1.1786549963416462,0.25,2,2.25,1.1786549963416462,0.25,2,7.75,2.169053700369523,0.75,2,1,0,301.5
4,3,1,3,4,13,11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,38,3.6635616461296463,1,2,3,3,8,2.25,1.1786549963416462,0.25,2,8.75,2.277267285009756,0.75,2,8.25,2.224623551524334,0.25,2,1,0,653.25
8,2,2,9,12,14,19,2.995732273553991,0,1,4,5,9,38,3.6635616461296463,1,2,3,3,8,9,2.302585092994046,0,0,4,2,9,6.75,2.0476928433652555,0.75,2,5.5,1.8718021769015913,0.5,1,9.0,2.302585092994046,0.0,1,1,1,418.25
1,1,0,7,10,12,38,3.6635616461296463,1,2,3,3,8,36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,0,3,0,7.5,2.1400661634962708,0.5,1,7.25,2.1102132003465894,0.25,2,6.0,1.9459101490553132,0.0,1,2,0,606.0
10,1,2,11,1,8,34,3.5553480614894135,1,1,4,6,4,16,2.833213344056216,1,1,1,2,6,34,3.5553480614894135,1,1,4,6,4,1.75,1.0116009116784799,0.75,2,7.0,2.0794415416798357,0.0,1,4.25,1.6582280766035324,0.25,2,2,1,316.0
10,2,1,11,1,13,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,30,3.4339872044851463,1,0,0,2,0,7.75,2.169053700369523,0.75,2,8.75,2.277267285009756,0.75,2,7.25,2.1102132003465894,0.25,2,2,1,542.0
7,5,2,5,7,2,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,2.0,1.0986122886681098,0.0,1,9.75,2.3749057545736716,0.75,2,2.0,1.0986122886681098,0.0,1,1,1,112.75
8,4,0,14,4,11,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3.25,1.4469189829363254,0.25,2,2.5,1.252762968495368,0.5,1,8.0,2.1972245773362196,0.0,1,1,0,74.25
6,4,2,6,13,1,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,7.0,2.0794415416798357,0.0,1,2.5,1.252762968495368,0.5,1,6.0,1.9459101490553132,0.0,1,2,1,205.0
1,3,0,5,10,7,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,4.0,1.6094379124341003,0.0,1,8.0,2.1972245773362196,0.0,1,9.25,2.327277705584417,0.25,2,2,0,371.0
11,3,2,10,10,12,36,3.6109179126442243,1,0,1,1,6,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,6.0,1.9459101490553132,0.0,1,4.5,1.7047480922384253,0.5,1,6.5,2.0149030205422647,0.5,1,1,0,362.5
4,2,2,12,3,3,11,2.4849066497880004,0,2,1,4,1,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,8.25,2.224623551524334,0.25,2,6.5,2.0149030205422647,0.5,1,3.25,1.4469189829363254,0.25,2,1,1,279.25
7,3,2,6,10,0,22,3.1354942159291497,1,1,2,1,2,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,9.5,2.3513752571634776,0.5,1,2.25,1.1786549963416462,0.25,2,9.0,2.302585092994046,0.0,1,1,0,278.75
6,4,0,3,7,14,15,2.772588722239781,0,0,0,1,5,27,3.332204510175204,0,0,2,6,7,36,3.6109179126442243,1,0,1,1,6,1.5,0.9162907318741551,0.5,1,6.0,1.9459101490553132,0.0,1,2.75,1.3217558399823195,0.75,2,3,0,283.5
10,2,1,2,4,9,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,37,3.6375861597263857,0,1,2,2,7,7.75,2.169053700369523,0.75,2,5.5,1.8718021769015913,0.5,1,0.5,0.4054651081081644,0.5,1,1,0,225.25
5,2,1,14,8,11,21,3.091042453358316,0,0,1,0,1,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,7.5,2.1400661634962708,0.5,1,8.5,2.2512917986064953,0.5,1,6.25,1.9810014688665833,0.25,2,1,0,379.25
8,4,0,4,5,11,39,3.6888794541139363,0,0,4,4,9,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,2,1,2,1.5,0.9162907318741551,0.5,1,3.0,1.3862943611198906,0.0,1,1.0,0.6931471805599453,0.0,1,1,0,152.5
0,2,1,2,2,8,18,2.9444389791664403,1,0,3,4,8,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,2.25,1.1786549963416462,0.25,2,3.0,1.3862943611198906,0.0,1,0.75,0.5596157879354227,0.75,2,2,2,156.0
7,3,2,5,1,5,16,2.833213344056216,1,1,1,2,6,23,3.1780538303479458,0,2,3,2,3,19,2.995732273553991,0,1,4,5,9,5.25,1.8325814637483102,0.25,2,5.5,1.8718021769015913,0.5,1,9.75,2.3749057545736716,0.75,2,1,0,395.75
11,3,0,8,6,7,35,3.58351893845611,0,2,0,0,5,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,0.5,0.4054651081081644,0.5,1,10.0,2.3978952727983707,0.0,1,7.0,2.0794415416798357,0.0,1,1,0,399.5
4,2,0,12,0,2,16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,3.75,1.55814461804655,0.75,2,7.0,2.0794415416798357,0.0,1,7.5,2.1400661634962708,0.5,1,1,0,392.5
2,1,0,3,13,3,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,10.0,2.3978952727983707,0.0,1,4.25,1.6582280766035324,0.25,2,0.75,0.5596157879354227,0.75,2,3,2,245.25
11,3,0,14,6,2,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,0,4,5,13,2.6390573296152584,0,1,3,6,3,5.75,1.9095425048844386,0.75,2,9.0,2.302585092994046,0.0,1,3.25,1.4469189829363254,0.25,2,1,0,451.25
7,4,2,0,14,0,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,0,4,5,24,3.2188758248682006,1,0,4,3,4,6.25,1.9810014688665833,0.25,2,6.0,1.9459101490553132,0.0,1,2.25,1.1786549963416462,0.25,2,1,0,385.25
6,3,2,0,2,8,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,2.0,1.0986122886681098,0.0,1,2.75,1.3217558399823195,0.75,2,2.75,1.3217558399823195,0.75,2,1,0,79.75
3,3,1,0,6,7,17,2.8903717578961645,0,2,2,3,7,39,3.6888794541139363,0,0,4,4,9,18,2.9444389791664403,1,0,3,4,8,3.75,1.55814461804655,0.75,2,4.75,1.749199854809259,0.75,2,2.75,1.3217558399823195,0.75,2,1,0,298.5
9,4,0,3,9,7,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,21,3.091042453358316,0,0,1,0,1,0.25,0.22314355131420976,0.25,2,8.25,2.224623551524334,0.25,2,2.75,1.3217558399823195,0.75,2,3,2,108.0
3,5,2,1,7,5,16,2.833213344056216,1,1,1,2,6,35,3.58351893845611,0,2,0,0,5,36,3.6109179126442243,1,0,1,1,6,0.5,0.4054651081081644,0.5,1,9.75,2.3749057545736716,0.75,2,8.5,2.2512917986064953,0.5,1,1,0,655.25
11,2,0,3,9,13,7,2.0794415416798357,0,1,2,0,7,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,0.5,0.4054651081081644,0.5,1,4.75,1.749199854809259,0.75,2,1.5,0.9162907318741551,0.5,1,1,0,96.5
2,1,0,11,5,13,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,8.5,2.2512917986064953,0.5,1,8.5,2.2512917986064953,0.5,1,0.75,0.5596157879354227,0.75,2,1,1,248.75
0,1,2,9,3,3,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,3.5,1.5040773967762742,0.5,1,8.5,2.2512917986064953,0.5,1,9.5,2.3513752571634776,0.5,1,1,0,483.5
2,5,0,0,5,1,11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,17,2.8903717578961645,0,2,2,3,7,5.25,1.8325814637483102,0.25,2,8.0,2.1972245773362196,0.0,1,10.0,2.3978952727983707,0.0,1,1,0,515.75
2,1,2,7,5,14,9,2.302585092994046,0,0,4,2,9,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,2.25,1.1786549963416462,0.25,2,9.0,2.302585092994046,0.0,1,8.75,2.277267285009756,0.75,2,1,0,234.5
4,0,0,6,5,5,19,2.995732273553991,0,1,4,5,9,38,3.6635616461296463,1,2,3,3,8,39,3.6888794541139363,0,0,4,4,9,0.5,0.4054651081081644,0.5,1,3.0,1.3862943611198906,0.0,1,9.75,2.3749057545736716,0.75,2,1,1,503.75
10,5,0,12,8,9,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,28,3.367295829986474,1,1,3,0,8,9.25,2.327277705584417,0.25,2,3.75,1.55814461804655,0.75,2,3.5,1.5040773967762742,0.5,1,1,1,260.25
11,5,1,2,12,14,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,1.75,1.0116009116784799,0.75,2,1.75,1.0116009116784799,0.75,2,8.25,2.224623551524334,0.25,2,1,0,134.5
9,3,0,1,7,14,33,3.5263605246161616,0,0,3,5,3,2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,5.0,1.791759469228055,0.0,1,3.25,1.4469189829363254,0.25,2,10.0,2.3978952727983707,0.0,1,1,0,401.5
1,1,0,4,9,3,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1.5,0.9162907318741551,0.5,1,2.75,1.3217558399823195,0.75,2,0.5,0.4054651081081644,0.5,1,1,0,56.75
8,3,1,8,5,11,26,3.295836866004329,1,2,1,5,6,15,2.772588722239781,0,0,0,1,5,28,3.367295829986474,1,1,3,0,8,1.75,1.0116009116784799,0.75,2,8.75,2.277267285009756,0.75,2,7.25,2.1102132003465894,0.25,2,1,0,379.75
11,2,2,3,4,3,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,3.25,1.4469189829363254,0.25,2,2.75,1.3217558399823195,0.75,2,9.5,2.3513752571634776,0.5,1,1,0,202.0
4,1,0,14,0,14,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,7.5,2.1400661634962708,0.5,1,9.5,2.3513752571634776,0.5,1,3.75,1.55814461804655,0.75,2,4,2,333.0
0,3,2,14,0,12,25,3.258096538021482,0,1,0,4,5,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,0,1,4,5,9,1.75,1.0116009116784799,0.75,2,4.25,1.6582280766035324,0.25,2,9.25,2.327277705584417,0.25,2,1,0,287.5
2,0,2,13,0,4,25,3.258096538021482,0,1,0,4,5,33,3.5263605246161616,0,0,3,5,3,8,2.1972245773362196,1,2,3,1,8,1.25,0.8109302162163288,0.25,2,7.5,2.1400661634962708,0.5,1,8.75,2.277267285009756,0.75,2,1,0,348.75
0,4,0,5,13,10,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,1.75,1.0116009116784799,0.75,2,6.5,2.0149030205422647,0.5,1,0.75,0.5596157879354227,0.75,2,2,0,73.0
10,3,1,5,7,9,21,3.091042453358316,0,0,1,0,1,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,6.75,2.0476928433652555,0.75,2,8.25,2.224623551524334,0.25,2,10.0,2.3978952727983707,0.0,1,1,0,460.25
10,1,0,2,12,10,23,3.1780538303479458,0,2,3,2,3,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,7.25,2.1102132003465894,0.25,2,2.0,1.0986122886681098,0.0,1,6.0,1.9459101490553132,0.0,1,1,0,240.75
5,3,2,2,11,6,38,3.6635616461296463,1,2,3,3,8,38,3.6635616461296463,1,2,3,3,8,40,3.713572066704308,1,1,0,5,0,8.0,2.1972245773362196,0.0,1,7.5,2.1400661634962708,0.5,1,5.75,1.9095425048844386,0.75,2,2,1,819.0
6,5,0,5,7,2,28,3.367295829986474,1,1,3,0,8,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,2.75,1.3217558399823195,0.75,2,4.5,1.7047480922384253,0.5,1,5.0,1.791759469228055,0.0,1,2,2,249.0
7,5,0,10,5,0,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,7.75,2.169053700369523,0.75,2,1.0,0.6931471805599453,0.0,1,2.25,1.1786549963416462,0.25,2,1,1,137.75
8,3,0,13,8,7,23,3.1780538303479458,0,2,3,2,3,36,3.6109179126442243,1,0,1,1,6,20,3.044522437723423,1,2,0,6,0,5.5,1.8718021769015913,0.5,1,7.25,2.1102132003465894,0.25,2,7.75,2.169053700369523,0.75,2,1,0,542.5
4,2,0,10,0,7,22,3.1354942159291497,1,1,2,1,2,34,3.5553480614894135,1,1,4,6,4,31,3.4657359027997265,0,1,1,3,1,4.75,1.749199854809259,0.75,2,9.5,2.3513752571634776,0.5,1,7.75,2.169053700369523,0.75,2,1,0,667.75
0,4,2,0,6,7,37,3.6375861597263857,0,1,2,2,7,19,2.995732273553991,0,1,4,5,9,19,2.995732273553991,0,1,4,5,9,4.75,1.749199854809259,0.75,2,2.0,1.0986122886681098,0.0,1,10.0,2.3978952727983707,0.0,1,1,1,403.75
1,0,0,0,3,5,14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,5.25,1.8325814637483102,0.25,2,10.0,2.3978952727983707,0.0,1,7.0,2.0794415416798357,0.0,1,1,0,253.5
4,4,2,9,7,14,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,4.25,1.6582280766035324,0.25,2,5.75,1.9095425048844386,0.75,2,2.0,1.0986122886681098,0.0,1,1,1,128.75
0,0,0,8,13,14,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,3.25,1.4469189829363254,0.25,2,2.5,1.252762968495368,0.5,1,3.25,1.4469189829363254,0.25,2,2,1,133.5
11,2,1,12,3,13,13,2.6390573296152584,0,1,3,6,3,23,3.1780538303479458,0,2,3,2,3,31,3.4657359027997265,0,1,1,3,1,3.25,1.4469189829363254,0.25,2,6.5,2.0149030205422647,0.5,1,5.5,1.8718021769015913,0.5,1,1,0,362.25
3,3,1,4,0,7,40,3.713572066704308,1,1,0,5,0,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,6.0,1.9459101490553132,0.0,1,5.25,1.8325814637483102,0.25,2,8.0,2.1972245773362196,0.0,1,1,1,392.75
3,0,2,11,4,7,10,2.3978952727983707,1,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,0.25,0.22314355131420976,0.25,2,5.5,1.8718021769015913,0.5,1,1.25,0.8109302162163288,0.25,2,1,0,167.0
0,4,2,6,14,0,13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,25,3.258096538021482,0,1,0,4,5,2.25,1.1786549963416462,0.25,2,10.0,2.3978952727983707,0.0,1,0.25,0.22314355131420976,0.25,2,1,0,255.5
8,0,0,9,5,9,6,1.9459101490553132,1,0,1,6,6,28,3.367295829986474,1,1,3,0,8,14,2.70805020110221,1,2,4,0,4,8.0,2.1972245773362196,0.0,1,8.5,2.2512917986064953,0.5,1,8.25,2.224623551524334,0.25,2,2,1,401.5
1,4,2,9,0,5,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,10.0,2.3978952727983707,0.0,1,1.5,0.9162907318741551,0.5,1,1.5,0.9162907318741551,0.5,1,8,3,196.0
2,5,1,5,5,3,32,3.4965075614664802,1,2,2,4,2,12,2.5649493574615367,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,4.5,1.7047480922384253,0.5,1,2.75,1.3217558399823195,0.75,2,8.75,2.277267285009756,0.75,2,1,0,448.25
3,2,0,9,3,0,28,3.367295829986474,1,1,3,0,8,32,3.4965075614664802,1,2,2,4,2,29,3.4011973816621555,0,2,4,1,9,2.75,1.3217558399823195,0.75,2,4.5,1.7047480922384253,0.5,1,1.0,0.6931471805599453,0.0,1,1,0,250.0
4,2,0,13,5,11,33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,0.25,0.22314355131420976,0.25,2,0.5,0.4054651081081644,0.5,1,9.5,2.3513752571634776,0.5,1,1,0,316.75
8,5,0,14,7,12,36,3.6109179126442243,1,0,1,1,6,11,2.4849066497880004,0,2,1,4,1,32,3.4965075614664802,1,2,2,4,2,10.0,2.3978952727983707,0.0,1,3.0,1.3862943611198906,0.0,1,10.0,2.3978952727983707,0.0,1,1,0,713.0
1,3,1,13,4,4,14,2.70805020110221,1,2,4,0,4,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,2.0,1.0986122886681098,0.0,1,5.75,1.9095425048844386,0.75,2,5.0,1.791759469228055,0.0,1,1,0,158.0
5,2,2,0,4,4,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,7.75,2.169053700369523,0.75,2,8.5,2.2512917986064953,0.5,1,3.0,1.3862943611198906,0.0,1,1,0,345.5
8,5,2,9,12,9,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,22,3.1354942159291497,1,1,2,1,2,9.25,2.327277705584417,0.25,2,7.5,2.1400661634962708,0.5,1,5.25,1.8325814637483102,0.25,2,2,1,317.5
7,5,0,7,5,6,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,7.75,2.169053700369523,0.75,2,3.5,1.5040773967762742,0.5,1,6.0,1.9459101490553132,0.0,1,1,1,257.75
1,5,1,9,5,13,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,8.0,2.1972245773362196,0.0,1,2.5,1.252762968495368,0.5,1,3.0,1.3862943611198906,0.0,1,2,2,101.0
9,0,1,5,3,3,14,2.70805020110221,1,2,4,0,4,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,0,4,5,3.75,1.55814461804655,0.75,2,3.0,1.3862943611198906,0.0,1,5.75,1.9095425048844386,0.75,2,1,0,259.25
5,3,2,0,12,3,16,2.833213344056216,1,1,1,2,6,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,0,5,5,1.0,0.6931471805599453,0.0,1,4.25,1.6582280766035324,0.25,2,0.5,0.4054651081081644,0.5,1,1,0,180.0
11,4,1,1,2,8,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,10.0,2.3978952727983707,0.0,1,2.75,1.3217558399823195,0.75,2,5.75,1.9095425048844386,0.75,2,2,2,115.0
8,4,2,9,0,12,31,3.4657359027997265,0,1,1,3,1,21,3.091042453358316,0,0,1,0,1,22,3.1354942159291497,1,1,2,1,2,6.25,1.9810014688665833,0.25,2,6.25,1.9810014688665833,0.25,2,1.0,0.6931471805599453,0.0,1,1,0,347.0
0,4,1,1,13,1,38,3.6635616461296463,1,2,3,3,8,26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,1.25,0.8109302162163288,0.25,2,2.25,1.1786549963416462,0.25,2,4.75,1.749199854809259,0.75,2,1,0,158.25
2,1,0,4,7,0,36,3.6109179126442243,1,0,1,1,6,23,3.1780538303479458,0,2,3,2,3,36,3.6109179126442243,1,0,1,1,6,2.75,1.3217558399823195,0.75,2,8.75,2.277267285009756,0.75,2,1.0,0.6931471805599453,0.0,1,1,1,336.25
6,1,1,14,3,14,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,0,4,5,21,3.091042453358316,0,0,1,0,1,2.25,1.1786549963416462,0.25,2,3.75,1.55814461804655,0.75,2,5.25,1.8325814637483102,0.25,2,1,0,242.25
5,0,2,8,3,6,16,2.833213344056216,1,1,1,2,6,27,3.332204510175204,0,0,2,6,7,32,3.4965075614664802,1,2,2,4,2,5.0,1.791759469228055,0.0,1,3.5,1.5040773967762742,0.5,1,1.5,0.9162907318741551,0.5,1,1,1,222.5
10,3,2,14,14,4,40,3.713572066704308,1,1,0,5,0,14,2.70805020110221,1,2,4,0,4,18,2.9444389791664403,1,0,3,4,8,6.75,2.0476928433652555,0.75,2,1.25,0.8109302162163288,0.25,2,9.25,2.327277705584417,0.25,2,2,0,454.0
2,3,2,6,12,11,21,3.091042453358316,0,0,1,0,1,39,3.6888794541139363,0,0,4,4,9,34,3.5553480614894135,1,1,4,6,4,6.0,1.9459101490553132,0.0,1,1.5,0.9162907318741551,0.5,1,1.25,0.8109302162163288,0.25,2,1,0,227.0
8,3,2,9,8,8,22,3.1354942159291497,1,1,2,1,2,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,6.5,2.0149030205422647,0.5,1,4.5,1.7047480922384253,0.5,1,5.75,1.9095425048844386,0.75,2,1,0,364.75
6,0,1,10,8,3,26,3.295836866004329,1,2,1,5,6,13,2.6390573296152584,0,1,3,6,3,36,3.6109179126442243,1,0,1,1,6,4.25,1.6582280766035324,0.25,2,6.5,2.0149030205422647,0.5,1,10.0,2.3978952727983707,0.0,1,1,1,555.0
9,5,2,4,9,8,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,9.25,2.327277705584417,0.25,2,5.5,1.8718021769015913,0.5,1,1.25,0.8109302162163288,0.25,2,1,1,150.25
11,2,2,6,10,6,36,3.6109179126442243,1,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,6.25,1.9810014688665833,0.25,2,6.75,2.0476928433652555,0.75,2,7.5,2.1400661634962708,0.5,1,1,1,294.75
