slot_observer_name,slot_animal_plural,slot_place1,slot_action2,slot_group_noun,slot_feeding_action,slot_base_count,slot_base_count_abs_log1p,slot_base_count_is_even,slot_base_count_mod3,slot_base_count_mod5,slot_base_count_mod7,slot_base_count_mod10,slot_frac_num,slot_frac_num_abs_log1p,slot_frac_num_is_even,slot_frac_num_mod3,slot_frac_num_mod5,slot_frac_num_mod7,slot_frac_num_mod10,slot_frac_den,slot_frac_den_abs_log1p,slot_frac_den_is_even,slot_frac_den_mod3,slot_frac_den_mod5,slot_frac_den_mod7,slot_frac_den_mod10,slot_group_count,slot_group_count_abs_log1p,slot_group_count_is_even,slot_group_count_mod3,slot_group_count_mod5,slot_group_count_mod7,slot_group_count_mod10,slot_group_size,slot_group_size_abs_log1p,slot_group_size_is_even,slot_group_size_mod3,slot_group_size_mod5,slot_group_size_mod7,slot_group_size_mod10,gcd_all,n_multiple_pairs,y
1,0,4,1,7,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,3,43.0
0,4,3,0,1,1,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,1,9,45.0
7,1,3,0,3,8,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,10,38.0
0,1,4,4,1,0,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,7,110.0
6,5,0,7,1,0,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,3,65.0
5,2,5,0,6,5,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,8,33.0
9,8,8,4,7,7,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,3,28.0
4,0,0,1,5,6,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,6,75.0
4,9,3,1,1,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,5,39.0
7,8,3,0,1,6,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,5,40.0
9,3,8,4,0,5,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,6,25.0
1,1,4,5,8,7,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,1,6,114.0
8,5,4,6,6,2,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,7,50.0
9,9,7,7,2,4,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,3,102.0
1,2,9,8,4,9,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,5,77.0
4,2,9,4,5,1,64,4.174387269895637,1,1,4,1,4,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,6,128.0
1,7,7,9,8,6,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,3,48.0
0,0,8,6,3,2,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,7,82.0
8,8,1,0,6,2,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,2,55.0
5,4,2,1,0,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,59.0
7,0,4,1,3,0,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,8,25.0
9,2,8,8,6,0,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,3,68.0
8,2,9,3,0,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,4,78.0
9,2,2,0,7,8,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,7,16.0
7,7,3,1,2,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,6,54.0
5,2,6,4,2,3,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,2,70.0
2,5,8,8,5,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,4,54.0
4,2,6,7,6,9,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,3,106.0
0,3,8,7,0,6,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,7,97.0
7,4,6,9,6,8,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,5,100.0
0,5,4,7,4,3,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,7,80.0
1,1,3,2,7,1,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,3,78.0
1,2,3,6,2,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,1,1,52.0
6,8,4,0,0,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,2,5,72.0
9,8,5,9,6,8,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,5,45.0
7,1,4,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,6,34.0
1,6,8,2,4,9,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,9,64.0
6,3,9,9,7,3,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,7,34.0
7,3,9,7,9,5,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,7,56.0
3,7,4,6,7,3,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,3,48.0
3,7,6,6,5,2,70,4.2626798770413155,1,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,3,116.0
4,0,1,5,8,1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,3,68.0
2,0,8,1,3,4,49,3.912023005428146,0,1,4,0,9,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,1,4,141.0
3,3,7,0,4,5,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,1,3,117.0
3,0,5,6,8,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,2,10.0
5,6,7,5,5,2,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,1,2,165.0
8,7,3,5,6,8,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,4,27.0
8,8,4,2,7,2,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,4,46.0
4,8,5,5,3,8,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,8,36.0
8,9,9,2,1,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,2,26.0
9,7,7,3,8,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,6,54.0
1,2,1,1,8,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,8,14.0
8,7,9,8,3,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,4,41.0
1,1,8,5,3,6,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,4,88.0
0,5,7,9,6,4,32,3.4965075614664802,1,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,1,3,100.0
3,6,4,7,6,9,32,3.4965075614664802,1,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,2,81.0
4,2,3,4,8,6,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,4,45.0
6,6,3,8,5,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,1,10,18.0
5,4,6,6,1,6,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,4,44.0
5,9,1,5,3,3,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,8,63.0
5,3,6,8,0,4,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,1,2,128.0
8,4,4,8,1,1,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,1,5,78.0
3,3,3,5,0,5,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,10,34.0
9,9,8,0,2,7,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,10,21.0
0,1,9,1,1,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,6,55.0
3,1,7,9,6,9,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,7,82.0
8,3,0,1,1,7,42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,1,3,143.0
4,3,5,9,9,6,32,3.4965075614664802,1,2,2,4,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,1,126.0
0,3,7,5,1,7,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,1,1,68.0
8,9,5,6,0,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,2,79.0
8,5,6,8,5,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,10,38.0
8,9,6,5,3,8,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,1,3,74.0
4,7,6,8,3,6,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,2,9,64.0
9,5,9,8,4,4,63,4.1588830833596715,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,2,114.0
6,4,8,3,8,3,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,7,60.0
9,0,0,2,0,8,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,4,80.0
5,1,0,7,2,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,3,24.0
2,6,9,8,2,9,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,4,60.0
5,3,5,6,6,5,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,4,38.0
7,4,5,2,0,1,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,1,2,96.0
9,9,7,0,2,9,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,5,42.0
2,7,4,4,8,8,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,8,46.0
5,1,7,2,2,9,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,1,82.0
6,2,3,7,1,4,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,6,50.0
8,2,3,2,4,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,1,6,88.0
1,0,3,1,7,9,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,4,90.0
9,1,1,6,0,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,2,36.0
3,9,0,9,9,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,6,16.0
4,8,7,3,6,7,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,6,72.0
4,5,1,2,6,6,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,5,38.0
9,2,6,6,6,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,3,31.0
2,9,0,9,3,7,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,7,101.0
7,0,1,6,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,7,32.0
9,3,2,8,1,9,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,7,60.0
5,1,7,5,0,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,1,38.0
2,5,8,3,3,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,5,23.0
7,8,3,4,4,3,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,1,3,58.0
9,3,4,5,4,3,42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,5,86.0
3,1,7,0,7,4,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,4,61.0
3,5,3,0,9,1,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,6,36.0
7,1,2,8,6,4,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,4,166.0
3,2,8,1,8,7,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,4,110.0
8,6,3,5,0,4,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,6,110.0
0,4,5,6,3,3,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,7,59.0
9,0,6,3,0,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,6,60.0
8,8,5,1,2,1,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,1,10,94.0
4,7,5,2,1,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,7,14.0
8,0,9,8,1,6,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,7,47.0
