slot_person_name,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,slot_food,slot_animal_plural,slot_animal_singular,slot_days,slot_days_abs_log1p,slot_days_is_even,slot_days_mod3,slot_days_mod5,slot_days_mod7,slot_days_mod10,slot_first_daily,slot_first_daily_abs_log1p,slot_first_daily_is_even,slot_first_daily_mod3,slot_first_daily_mod5,slot_first_daily_mod7,slot_first_daily_mod10,slot_delta,slot_delta_abs_log1p,slot_delta_is_even,slot_delta_mod3,slot_delta_mod5,slot_delta_mod7,slot_delta_mod10,gcd_all,n_multiple_pairs,y
2,490,6.19644412779452,1,1,0,0,0,2,1,1,7,2.0794415416798357,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,1,1,16.0
5,416,6.0330862217988015,1,2,1,3,6,7,1,1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,4,4,32.0
3,273,5.6131281063880705,0,0,3,0,3,3,3,3,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,1,2,9.0
7,434,6.075346031088684,1,2,4,0,4,0,6,6,7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,1,5,32.0
0,950,6.85751406254539,1,2,0,5,0,5,7,7,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,12,2.5649493574615367,1,0,2,5,2,1,1,37.0
6,120,4.795790545596741,1,0,0,1,0,5,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,2,7.0
7,513,6.2422232654551655,0,0,3,2,3,3,5,5,9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,1,1,25.0
3,160,5.081404364984463,1,1,0,6,0,5,4,4,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,1,1,2.0
6,488,6.192362489474872,1,2,3,5,8,0,6,6,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,2,1,23.0
2,612,6.418364935936212,1,0,2,3,2,8,2,2,9,2.302585092994046,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,1,3,24.0
0,330,5.802118375377063,1,0,0,1,0,2,1,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,1,1,40.0
5,496,6.208590026096629,1,1,1,6,6,4,1,1,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,1,1,8.0
0,438,6.0844994130751715,1,0,3,4,8,2,6,6,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,12,2.5649493574615367,1,0,2,5,2,1,2,11.0
7,360,5.8888779583328805,1,0,0,3,0,3,6,6,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,4,20.0
3,360,5.8888779583328805,1,0,0,3,0,5,3,3,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,1,2,34.0
0,264,5.579729825986222,1,0,4,5,4,3,0,0,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,1,3,7.0
5,185,5.225746673713202,0,2,0,3,5,4,2,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,1,2,13.0
4,300,5.707110264748875,1,0,0,6,0,6,6,6,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,1,2,4.0
7,135,4.912654885736052,0,0,0,2,5,6,4,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,1,2,4.0
0,297,5.697093486505405,0,0,2,3,7,9,5,5,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,2,19.0
4,702,6.555356891810665,1,0,2,2,2,5,5,5,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,1,1,29.0
4,280,5.638354669333745,1,1,0,0,0,2,7,7,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,2,8.0
5,366,5.905361848054571,1,0,1,2,6,5,3,3,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,1,4,26.0
2,441,6.091309882077698,0,0,1,0,1,3,2,2,7,2.0794415416798357,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,1,4,16.0
2,270,5.602118820879701,1,0,0,4,0,7,0,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,2,34.0
3,384,5.953243334287785,1,0,4,6,4,1,5,5,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,1,4,33.0
0,390,5.968707559985366,1,0,0,5,0,9,5,5,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,3,2,8.0
1,690,6.53813982376767,1,0,0,4,0,1,5,5,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,11,2.4849066497880004,0,2,1,4,1,1,1,24.0
4,252,5.53338948872752,1,0,2,0,2,1,2,2,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,2,13.0
0,810,6.698268054115413,1,0,0,5,0,3,5,5,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,1,3,32.0
2,603,6.403574197934815,0,0,3,1,3,1,1,1,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,1,40.0
4,480,6.175867270105761,1,0,0,4,0,1,7,7,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,6,27.0
0,330,5.802118375377063,1,0,0,1,0,9,2,2,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,1,4,16.0
2,552,6.315358001522335,1,0,2,6,2,5,4,4,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,2,5,40.0
6,490,6.19644412779452,1,1,0,0,0,8,0,0,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,1,35.0
7,585,6.373319789577012,0,0,0,4,5,6,7,7,9,2.302585092994046,0,0,4,2,9,22,3.1354942159291497,1,1,2,1,2,9,2.302585092994046,0,0,4,2,9,1,3,12.0
2,216,5.37989735354046,1,0,1,6,6,8,7,7,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,4,25.0
2,265,5.583496308781699,0,1,0,6,5,5,6,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,1,28.0
5,774,6.652863029353347,1,0,4,4,4,2,1,1,9,2.302585092994046,0,0,4,2,9,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,1,1,32.0
4,290,5.673323267171493,1,2,0,3,0,8,1,1,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,11,2.4849066497880004,0,2,1,4,1,1,1,15.0
5,306,5.726847747587197,1,0,1,5,6,6,1,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,1,2,25.0
3,384,5.953243334287785,1,0,4,6,4,2,2,2,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,1,31.0
2,230,5.442417710521793,1,2,0,6,0,8,1,1,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,1,11.0
2,610,6.415096959171596,1,1,0,1,0,3,6,6,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,2,37.0
3,300,5.707110264748875,1,0,0,6,0,5,6,6,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,6,35.0
3,568,6.343880434126331,1,1,3,1,8,1,5,5,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,1,2,26.0
1,414,6.028278520230698,1,0,4,1,4,6,1,1,9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,9,2.302585092994046,0,0,4,2,9,1,3,9.0
0,570,6.3473892096560105,1,0,0,3,0,6,0,0,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,2,3,11.0
6,128,4.859812404361672,1,2,3,2,8,2,6,6,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,6,4.0
4,416,6.0330862217988015,1,2,1,3,6,9,3,3,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,1,4,23.0
3,770,6.647688373563329,1,2,0,0,0,2,0,0,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,1,1,25.0
2,217,5.384495062789089,0,1,2,0,7,9,0,0,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,1,3.0
1,180,5.198497031265826,1,0,0,5,0,8,6,6,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,14.0
0,792,6.675823221634848,1,0,2,1,2,4,5,5,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,1,2,32.0
3,568,6.343880434126331,1,1,3,1,8,0,6,6,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,9,2.302585092994046,0,0,4,2,9,1,2,30.0
1,96,4.574710978503383,1,0,1,5,6,6,6,6,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,6,2.0
0,320,5.771441123130016,1,2,0,5,0,4,5,5,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,3,6.0
7,258,5.556828061699537,1,0,3,6,8,5,1,1,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,0,1,2,0,7,1,1,4.0
5,612,6.418364935936212,1,0,2,3,2,1,0,0,9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,1,37.0
4,220,5.3981627015177525,1,1,0,3,0,0,7,7,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,1,2,2.0
6,312,5.746203190540153,1,0,2,4,2,3,6,6,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,1,4,8.0
3,540,6.293419278846481,1,0,0,1,0,1,7,7,9,2.302585092994046,0,0,4,2,9,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,1,2,14.0
6,378,5.937536205082426,1,0,3,0,8,4,0,0,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,1,3,8.0
5,750,6.621405651764134,1,0,0,1,0,9,7,7,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,9,2.302585092994046,0,0,4,2,9,1,1,22.0
6,306,5.726847747587197,1,0,1,5,6,2,5,5,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,5,30.0
3,690,6.53813982376767,1,0,0,4,0,9,7,7,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,1,2,14.0
5,425,6.054439346269371,0,2,0,5,5,1,1,1,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,10,2.3978952727983707,1,1,0,3,0,1,2,29.0
2,290,5.673323267171493,1,2,0,3,0,5,1,1,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,3,40.0
5,790,6.673297967767654,1,1,0,6,0,6,0,0,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,1,1,38.0
5,675,6.516193076042964,0,0,0,3,5,2,5,5,9,2.302585092994046,0,0,4,2,9,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,1,1,21.0
6,450,6.111467339502679,1,0,0,2,0,0,5,5,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,2,26.0
3,408,6.013715156042802,1,0,3,2,8,5,3,3,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,11,2.4849066497880004,0,2,1,4,1,1,1,31.0
0,472,6.159095388491933,1,1,2,3,2,3,0,0,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,1,3,21.0
0,348,5.855071922202427,1,0,3,5,8,5,0,0,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,2,3,2.0
4,474,6.163314804034641,1,0,4,5,4,1,2,2,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,1,1,38.0
3,250,5.5254529391317835,1,1,0,5,0,0,5,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,3,12.0
5,552,6.315358001522335,1,0,2,6,2,8,5,5,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,11,2.4849066497880004,0,2,1,4,1,1,1,31.0
5,306,5.726847747587197,1,0,1,5,6,9,4,4,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,2,3,25.0
7,603,6.403574197934815,0,0,3,1,3,1,5,5,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,1,1,21.0
6,616,6.424869023905388,1,1,1,0,6,9,0,0,7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,1,2,32.0
4,310,5.739792912179234,1,1,0,2,0,6,6,6,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,1,1,30.0
6,318,5.765191102784844,1,0,3,3,8,1,3,3,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,1,1,4.0
6,441,6.091309882077698,0,0,1,0,1,7,6,6,7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,1,1,11.0
7,371,5.918893854273146,0,2,1,0,1,4,6,6,7,2.0794415416798357,0,1,2,0,7,13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,1,1,17.0
7,600,6.398594934535208,1,0,0,5,0,7,5,5,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,1,2,18.0
3,370,5.916202062607435,1,1,0,6,0,8,3,3,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,2,19.0
2,220,5.3981627015177525,1,1,0,3,0,7,6,6,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,1,1,7.0
5,490,6.19644412779452,1,1,0,0,0,7,2,2,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,1,1,40.0
7,470,6.154858094016418,1,2,0,1,0,3,6,6,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,2,1,19.0
2,637,6.45833828334479,0,1,2,0,7,2,5,5,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,0,4,5,9,2.302585092994046,0,0,4,2,9,1,1,32.0
0,228,5.43372200355424,1,0,3,4,8,5,2,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,3,22.0
3,616,6.424869023905388,1,1,1,0,6,1,6,6,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,1,3,33.0
5,558,6.326149473155099,1,0,3,5,8,0,0,0,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,3,2,26.0
4,462,6.137727054086234,1,0,2,0,2,5,1,1,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,1,3,40.0
4,336,5.820082930352362,1,0,1,0,6,1,1,1,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,1,2,17.0
0,300,5.707110264748875,1,0,0,6,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,2,4,12.0
3,455,6.1224928095143865,0,2,0,0,5,2,3,3,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,1,1,27.0
0,472,6.159095388491933,1,1,2,3,2,7,2,2,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,1,1,10.0
7,360,5.8888779583328805,1,0,0,3,0,2,5,5,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,1,4,14.0
2,357,5.8805329864007,0,0,2,0,7,0,3,3,7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,1,3,4.0
4,399,5.991464547107982,0,0,4,0,9,6,0,0,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,1,2,12.0
6,371,5.918893854273146,0,2,1,0,1,3,5,5,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,1,2,3.0
1,510,6.236369590203704,1,0,0,6,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,1,4,28.0
2,783,6.664409020350408,0,0,3,6,3,7,4,4,9,2.302585092994046,0,0,4,2,9,22,3.1354942159291497,1,1,2,1,2,9,2.302585092994046,0,0,4,2,9,1,3,34.0
6,258,5.556828061699537,1,0,3,6,8,4,5,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,6,31.0
0,424,6.052089168924417,1,1,4,4,4,1,1,1,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,1,1,28.0
4,621,6.432940092739179,0,0,1,5,1,0,1,1,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,1,3,16.0
0,510,6.236369590203704,1,0,0,6,0,2,1,1,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,9,2.302585092994046,0,0,4,2,9,1,1,14.0
3,288,5.666426688112432,1,0,3,1,8,2,3,3,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,6,25.0
3,190,5.25227342804663,1,1,0,1,0,9,7,7,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,6,4.0
3,630,6.447305862541213,1,0,0,0,0,3,0,0,7,2.0794415416798357,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,1,1,40.0
1,290,5.673323267171493,1,2,0,3,0,7,2,2,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,1,2,2.0
2,546,6.304448802421981,1,0,1,0,6,3,2,2,7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,1,3,28.0
2,455,6.1224928095143865,0,2,0,0,5,7,0,0,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,1,1,14.0
1,96,4.574710978503383,1,0,1,5,6,3,2,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,5,6.0
5,594,6.38856140554563,1,0,4,6,4,1,0,0,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,9,2.302585092994046,0,0,4,2,9,1,3,7.0
6,335,5.817111159963204,0,2,0,6,5,7,3,3,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,1,3,24.0
3,365,5.902633333401366,0,2,0,1,5,7,1,1,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,1,4,26.0
4,135,4.912654885736052,0,0,0,2,5,4,0,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,2,7.0
1,630,6.447305862541213,1,0,0,0,0,8,3,3,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,1,4,34.0
7,198,5.293304824724492,1,0,3,2,8,8,4,4,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,2,2.0
4,378,5.937536205082426,1,0,3,0,8,4,4,4,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,3,23.0
1,624,6.437751649736401,1,0,4,1,4,8,6,6,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,8,6,22.0
0,546,6.304448802421981,1,0,1,0,6,3,7,7,7,2.0794415416798357,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,12,2.5649493574615367,1,0,2,5,2,1,1,20.0
3,260,5.564520407322694,1,2,0,1,0,0,4,4,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,3,29.0
6,318,5.765191102784844,1,0,3,3,8,4,7,7,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,3,2,26.0
7,900,6.803505257608338,1,0,0,4,0,4,4,4,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,3,39.0
4,595,6.39024066706535,0,1,0,0,5,1,7,7,7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,1,1,33.0
4,504,6.22455842927536,1,0,4,0,4,7,6,6,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1,2,31.0
6,335,5.817111159963204,0,2,0,6,5,2,1,1,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,12,2.5649493574615367,1,0,2,5,2,1,1,21.0
5,570,6.3473892096560105,1,0,0,3,0,4,5,5,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,2,1,9.0
6,390,5.968707559985366,1,0,0,5,0,2,5,5,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,3,21.0
0,232,5.4510384535657,1,1,2,1,2,4,4,4,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,2,2.0
1,462,6.137727054086234,1,0,2,0,2,6,5,5,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,1,1,24.0
6,520,6.255750041753367,1,1,0,2,0,0,4,4,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,3,33.0
0,650,6.478509642208569,1,2,0,6,0,3,4,4,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,1,2,12.0
6,135,4.912654885736052,0,0,0,2,5,5,0,0,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,2,3.0
1,252,5.53338948872752,1,0,2,0,2,6,6,6,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,3,6,3.0
0,580,6.364750756851911,1,1,0,6,0,6,0,0,10,2.3978952727983707,1,1,0,3,0,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,3,30.0
