slot_player_a,slot_player_b,slot_sport,slot_score_unit,slot_a_first_score,slot_a_first_score_abs_log1p,slot_a_first_score_is_even,slot_a_first_score_mod3,slot_a_first_score_mod5,slot_a_first_score_mod7,slot_a_first_score_mod10,slot_b_fewer_in_first,slot_b_fewer_in_first_abs_log1p,slot_b_fewer_in_first_is_even,slot_b_fewer_in_first_mod3,slot_b_fewer_in_first_mod5,slot_b_fewer_in_first_mod7,slot_b_fewer_in_first_mod10,slot_a_fewer_in_second_vs_b_first,slot_a_fewer_in_second_vs_b_first_abs_log1p,slot_a_fewer_in_second_vs_b_first_is_even,slot_a_fewer_in_second_vs_b_first_mod3,slot_a_fewer_in_second_vs_b_first_mod5,slot_a_fewer_in_second_vs_b_first_mod7,slot_a_fewer_in_second_vs_b_first_mod10,gcd_all,n_multiple_pairs,y
19,2,5,0,37,3.6375861597263857,0,1,2,2,7,16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,1,0,46.0
7,15,5,0,16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,0,16.0
14,6,0,0,50,3.9318256327243257,1,2,0,1,0,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,1,0,69.0
6,13,1,1,49,3.912023005428146,0,1,4,0,9,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,1,0,63.0
11,19,3,1,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0,13.0
17,16,6,1,56,4.04305126783455,1,2,1,0,6,24,3.2188758248682006,1,0,4,3,4,26,3.295836866004329,1,2,1,5,6,2,0,62.0
6,8,2,1,36,3.6109179126442243,1,0,1,1,6,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,1,1,47.0
8,0,1,1,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,1,0,39.0
1,13,4,1,36,3.6109179126442243,1,0,1,1,6,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,1,1,39.0
5,11,5,0,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,3,33.0
10,17,0,0,39,3.6888794541139363,0,0,4,4,9,6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,1,0,49.0
4,8,5,0,53,3.9889840465642745,0,2,3,4,3,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,1,0,53.0
9,8,6,1,44,3.8066624897703196,1,2,4,2,4,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,1,0,63.0
1,6,1,1,23,3.1780538303479458,0,2,3,2,3,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,1,2,25.0
6,6,4,1,53,3.9889840465642745,0,2,3,4,3,35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,1,1,64.0
8,6,0,0,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,1,2,16.0
4,8,2,1,27,3.332204510175204,0,0,2,6,7,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1,1,32.0
13,8,0,0,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,16,2.833213344056216,1,1,1,2,6,1,2,17.0
13,4,6,1,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,2,10.0
5,15,0,0,15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,17.0
14,14,4,1,57,4.060443010546419,0,0,2,1,7,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,1,0,70.0
18,6,4,1,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,21.0
14,13,1,1,43,3.784189633918261,0,1,3,1,3,1,0.6931471805599453,0,1,1,1,1,18,2.9444389791664403,1,0,3,4,8,1,2,67.0
13,19,1,1,50,3.9318256327243257,1,2,0,1,0,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,2,80.0
12,13,6,1,59,4.0943445622221,0,2,4,3,9,41,3.7376696182833684,0,2,1,6,1,6,1.9459101490553132,1,0,1,6,6,1,0,71.0
9,11,3,1,48,3.8918202981106265,1,0,3,6,8,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,2,1,62.0
10,2,1,1,47,3.871201010907891,0,2,2,5,7,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,0,75.0
14,4,4,1,34,3.5553480614894135,1,1,4,6,4,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,1,0,41.0
11,18,6,1,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,18.0
18,18,0,0,34,3.5553480614894135,1,1,4,6,4,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,0,1,1,1,1,1,2,40.0
0,5,1,1,16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,16.0
3,6,2,1,33,3.5263605246161616,0,0,3,5,3,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,1,0,46.0
6,4,6,1,49,3.912023005428146,0,1,4,0,9,47,3.871201010907891,0,2,2,5,7,2,1.0986122886681098,1,2,2,2,2,1,0,49.0
13,5,0,0,58,4.07753744390572,1,1,3,2,8,46,3.8501476017100584,1,1,1,4,6,7,2.0794415416798357,0,1,2,0,7,1,0,63.0
6,1,3,1,42,3.7612001156935624,1,0,2,0,2,16,2.833213344056216,1,1,1,2,6,25,3.258096538021482,0,1,0,4,5,1,0,43.0
11,8,6,1,45,3.828641396489095,0,0,0,3,5,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,1,0,68.0
19,10,1,1,22,3.1354942159291497,1,1,2,1,2,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,2,22.0
8,10,4,1,41,3.7376696182833684,0,2,1,6,1,34,3.5553480614894135,1,1,4,6,4,7,2.0794415416798357,0,1,2,0,7,1,0,41.0
14,4,4,1,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,1,0,91.0
9,12,2,1,29,3.4011973816621555,0,2,4,1,9,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,1,44.0
3,9,5,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,9.0
18,19,5,0,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,1,16.0
18,18,2,1,27,3.332204510175204,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,0,40.0
0,1,5,0,53,3.9889840465642745,0,2,3,4,3,14,2.70805020110221,1,2,4,0,4,27,3.332204510175204,0,0,2,6,7,1,0,65.0
8,12,4,1,50,3.9318256327243257,1,2,0,1,0,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,1,1,59.0
3,17,5,0,32,3.4965075614664802,1,2,2,4,2,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,2,2,36.0
11,11,1,1,50,3.9318256327243257,1,2,0,1,0,21,3.091042453358316,0,0,1,0,1,20,3.044522437723423,1,2,0,6,0,1,0,59.0
18,16,3,1,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,1,0,60.0
5,19,5,0,22,3.1354942159291497,1,1,2,1,2,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,1,2,22.0
7,14,1,1,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,1,1,65.0
19,18,2,1,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,2,12.0
9,1,4,1,48,3.8918202981106265,1,0,3,6,8,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,2,1,50.0
6,19,2,1,54,4.007333185232471,1,0,4,5,4,18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,0,4,5,1,1,65.0
7,14,5,0,45,3.828641396489095,0,0,0,3,5,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,1,0,46.0
13,17,5,0,56,4.04305126783455,1,2,1,0,6,11,2.4849066497880004,0,2,1,4,1,37,3.6375861597263857,0,1,2,2,7,1,0,64.0
8,10,3,1,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,2,15.0
5,2,3,1,33,3.5263605246161616,0,0,3,5,3,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,36.0
9,8,2,1,45,3.828641396489095,0,0,0,3,5,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,1,0,68.0
19,3,5,0,58,4.07753744390572,1,1,3,2,8,27,3.332204510175204,0,0,2,6,7,21,3.091042453358316,0,0,1,0,1,1,0,68.0
3,15,4,1,33,3.5263605246161616,0,0,3,5,3,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,3,2,36.0
12,15,5,0,23,3.1780538303479458,0,2,3,2,3,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,1,0,23.0
0,2,5,0,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,0,21.0
13,18,5,0,42,3.7612001156935624,1,0,2,0,2,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,6,0,54.0
6,9,3,1,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,1,0,18.0
4,5,0,0,56,4.04305126783455,1,2,1,0,6,21,3.091042453358316,0,0,1,0,1,31,3.4657359027997265,0,1,1,3,1,1,0,60.0
3,5,1,1,52,3.970291913552122,1,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,2,0,60.0
7,17,0,0,25,3.258096538021482,0,1,0,4,5,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,1,0,26.0
2,16,6,1,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,1,19.0
6,1,3,1,44,3.8066624897703196,1,2,4,2,4,33,3.5263605246161616,0,0,3,5,3,11,2.4849066497880004,0,2,1,4,1,11,2,44.0
0,6,2,1,51,3.9512437185814275,0,0,1,2,1,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,1,0,79.0
5,18,2,1,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,0,18.0
13,3,1,1,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,2,9.0
7,11,5,0,55,4.02535169073515,0,1,0,6,5,31,3.4657359027997265,0,1,1,3,1,14,2.70805020110221,1,2,4,0,4,1,0,65.0
0,14,4,1,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,1,1,38.0
18,11,4,1,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,44,3.8066624897703196,1,2,4,2,4,4,2,48.0
17,1,1,1,42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,1,0,55.0
4,6,3,1,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,8.0
9,18,6,1,26,3.295836866004329,1,2,1,5,6,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,2,0,26.0
18,2,4,1,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,4,2,64.0
4,7,0,0,31,3.4657359027997265,0,1,1,3,1,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,1,0,35.0
10,17,2,1,33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,1,58.0
8,2,3,1,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,1,12.0
8,2,0,0,26,3.295836866004329,1,2,1,5,6,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,1,2,31.0
10,4,2,1,42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,2,64.0
6,13,0,0,17,2.8903717578961645,0,2,2,3,7,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,1,2,20.0
3,18,5,0,28,3.367295829986474,1,1,3,0,8,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,0,28.0
7,4,4,1,37,3.6375861597263857,0,1,2,2,7,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,0,59.0
2,9,5,0,30,3.4339872044851463,1,0,0,2,0,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,2,0,30.0
16,0,6,1,41,3.7376696182833684,0,2,1,6,1,3,1.3862943611198906,0,0,3,3,3,34,3.5553480614894135,1,1,4,6,4,1,0,45.0
6,18,1,1,35,3.58351893845611,0,2,0,0,5,13,2.6390573296152584,0,1,3,6,3,18,2.9444389791664403,1,0,3,4,8,1,0,39.0
2,4,0,0,52,3.970291913552122,1,1,2,3,2,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,1,0,82.0
16,11,3,1,49,3.912023005428146,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,1,1,75.0
5,3,3,1,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,3,2,27.0
15,10,5,0,24,3.2188758248682006,1,0,4,3,4,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,1,2,31.0
1,5,3,1,60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0,105.0
10,9,5,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,11.0
1,16,4,1,41,3.7376696182833684,0,2,1,6,1,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,1,0,45.0
18,3,5,0,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,1,0,18.0
0,19,0,0,56,4.04305126783455,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,1,1,73.0
10,15,4,1,50,3.9318256327243257,1,2,0,1,0,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,5,1,75.0
8,10,0,0,42,3.7612001156935624,1,0,2,0,2,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,1,0,45.0
8,8,2,1,46,3.8501476017100584,1,1,1,4,6,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,1,1,53.0
13,8,0,0,59,4.0943445622221,0,2,4,3,9,19,2.995732273553991,0,1,4,5,9,17,2.8903717578961645,0,2,2,3,7,1,0,82.0
2,3,4,1,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,2,15.0
17,14,2,1,60,4.110873864173311,1,0,0,4,0,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,1,2,94.0
7,6,5,0,32,3.4965075614664802,1,2,2,4,2,29,3.4011973816621555,0,2,4,1,9,2,1.0986122886681098,1,2,2,2,2,1,1,33.0
5,2,2,1,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,1,1,32.0
9,0,2,1,57,4.060443010546419,0,0,2,1,7,19,2.995732273553991,0,1,4,5,9,32,3.4965075614664802,1,2,2,4,2,1,1,63.0
3,16,0,0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,2,9.0
4,5,1,1,36,3.6109179126442243,1,0,1,1,6,13,2.6390573296152584,0,1,3,6,3,20,3.044522437723423,1,2,0,6,0,1,0,39.0
9,7,5,0,28,3.367295829986474,1,1,3,0,8,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,1,0,33.0
19,4,5,0,26,3.295836866004329,1,2,1,5,6,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,1,2,37.0
2,10,0,0,40,3.713572066704308,1,1,0,5,0,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,2,1,48.0
19,10,0,0,37,3.6375861597263857,0,1,2,2,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,57.0
13,7,1,1,47,3.871201010907891,0,2,2,5,7,22,3.1354942159291497,1,1,2,1,2,24,3.2188758248682006,1,0,4,3,4,1,0,48.0
12,17,5,0,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,1,1,31.0
5,16,5,0,28,3.367295829986474,1,1,3,0,8,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,2,36.0
5,1,5,0,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,15.0
11,12,1,1,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0,20.0
1,9,1,1,47,3.871201010907891,0,2,2,5,7,44,3.8066624897703196,1,2,4,2,4,1,0.6931471805599453,0,1,1,1,1,1,2,49.0
8,1,3,1,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,1,0,37.0
11,6,5,0,29,3.4011973816621555,0,2,4,1,9,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,1,48.0
14,12,5,0,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,0,16.0
12,0,1,1,32,3.4965075614664802,1,2,2,4,2,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,1,46.0
8,15,0,0,48,3.8918202981106265,1,0,3,6,8,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,1,0,52.0
12,11,3,1,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0,15.0
1,4,1,1,35,3.58351893845611,0,2,0,0,5,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,1,0,42.0
3,9,4,1,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0,8.0
1,1,3,1,39,3.6888794541139363,0,0,4,4,9,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,1,0,46.0
8,1,6,1,36,3.6109179126442243,1,0,1,1,6,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,1,2,36.0
10,4,2,1,17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,1,0,18.0
9,4,6,1,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,5,2,30.0
16,7,1,1,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,0,65.0
6,19,2,1,32,3.4965075614664802,1,2,2,4,2,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,2,2,38.0
12,4,6,1,44,3.8066624897703196,1,2,4,2,4,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,4,2,56.0
6,14,3,1,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,1,20.0
0,1,4,1,44,3.8066624897703196,1,2,4,2,4,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,4,2,44.0
14,19,3,1,54,4.007333185232471,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,1,92.0
16,5,4,1,60,4.110873864173311,1,0,0,4,0,16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,0,3,0,2,1,94.0
6,16,4,1,43,3.784189633918261,0,1,3,1,3,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,2,76.0
0,9,6,1,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,9.0
19,2,0,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,0,23.0
13,18,3,1,39,3.6888794541139363,0,0,4,4,9,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,1,2,62.0
0,4,0,0,34,3.5553480614894135,1,1,4,6,4,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,1,1,48.0
11,8,2,1,50,3.9318256327243257,1,2,0,1,0,37,3.6375861597263857,0,1,2,2,7,8,2.1972245773362196,1,2,3,1,8,1,0,55.0
6,6,5,0,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,3,12.0
18,19,0,0,55,4.02535169073515,0,1,0,6,5,38,3.6635616461296463,1,2,3,3,8,7,2.0794415416798357,0,1,2,0,7,1,0,65.0
1,5,6,1,33,3.5263605246161616,0,0,3,5,3,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,1,2,42.0
16,16,4,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,3,2,12.0
5,18,3,1,42,3.7612001156935624,1,0,2,0,2,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,1,0,47.0
0,0,0,0,17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,17.0
7,7,4,1,27,3.332204510175204,0,0,2,6,7,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,1,0,28.0
7,2,6,1,38,3.6635616461296463,1,2,3,3,8,16,2.833213344056216,1,1,1,2,6,17,2.8903717578961645,0,2,2,3,7,1,0,43.0
0,14,4,1,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,2,2,48.0
6,3,1,1,44,3.8066624897703196,1,2,4,2,4,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,1,63.0
18,18,1,1,45,3.828641396489095,0,0,0,3,5,25,3.258096538021482,0,1,0,4,5,14,2.70805020110221,1,2,4,0,4,1,0,51.0
11,5,6,1,42,3.7612001156935624,1,0,2,0,2,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,1,0,65.0
6,14,3,1,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,11.0
0,2,6,1,50,3.9318256327243257,1,2,0,1,0,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,1,0,63.0
5,11,0,0,52,3.970291913552122,1,1,2,3,2,42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,2,1,56.0
7,10,6,1,22,3.1354942159291497,1,1,2,1,2,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,1,2,22.0
0,15,5,0,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,0,66.0
6,18,4,1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1,12.0
4,7,2,1,44,3.8066624897703196,1,2,4,2,4,42,3.7612001156935624,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,1,2,45.0
16,5,0,0,57,4.060443010546419,0,0,2,1,7,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,3,2,63.0
14,6,3,1,55,4.02535169073515,0,1,0,6,5,22,3.1354942159291497,1,1,2,1,2,15,2.772588722239781,0,0,0,1,5,1,0,73.0
17,15,6,1,30,3.4339872044851463,1,0,0,2,0,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,1,1,38.0
15,11,3,1,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,1,3,32.0
12,3,0,0,57,4.060443010546419,0,0,2,1,7,41,3.7376696182833684,0,2,1,6,1,15,2.772588722239781,0,0,0,1,5,1,0,58.0
18,18,4,1,54,4.007333185232471,1,0,4,5,4,35,3.58351893845611,0,2,0,0,5,9,2.302585092994046,0,0,4,2,9,1,1,64.0
15,0,5,0,41,3.7376696182833684,0,2,1,6,1,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,1,0,41.0
1,12,0,0,20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,1,1,22.0
17,11,6,1,16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,2,20.0
4,0,0,0,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,1,44.0
