slot_seller_name,slot_unit_desc,slot_target,slot_target_abs_log1p,slot_target_is_even,slot_target_mod3,slot_target_mod5,slot_target_mod7,slot_target_mod10,slot_closed_day1,slot_closed_day2,slot_weekend_sales,slot_weekend_sales_abs_log1p,slot_weekend_sales_is_even,slot_weekend_sales_mod3,slot_weekend_sales_mod5,slot_weekend_sales_mod7,slot_weekend_sales_mod10,slot_d1_label,slot_d2_label,slot_d3_label,slot_d1_sales,slot_d1_sales_abs_log1p,slot_d1_sales_is_even,slot_d1_sales_mod3,slot_d1_sales_mod5,slot_d1_sales_mod7,slot_d1_sales_mod10,slot_d2_sales,slot_d2_sales_abs_log1p,slot_d2_sales_is_even,slot_d2_sales_mod3,slot_d2_sales_mod5,slot_d2_sales_mod7,slot_d2_sales_mod10,slot_d3_sales,slot_d3_sales_abs_log1p,slot_d3_sales_is_even,slot_d3_sales_mod3,slot_d3_sales_mod5,slot_d3_sales_mod7,slot_d3_sales_mod10,gcd_all,n_multiple_pairs,y
4,2,120,4.795790545596741,1,0,0,1,0,4,3,23,3.1780538303479458,0,2,3,2,3,3,0,4,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,1,1,59.0
7,1,213,5.365976015021851,0,0,3,3,3,2,1,61,4.127134385045092,0,1,1,5,1,2,2,3,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,0,95.0
7,7,282,5.645446897643238,1,0,2,2,2,1,0,65,4.189654742026425,0,2,0,2,5,2,1,2,55,4.02535169073515,0,1,0,6,5,58,4.07753744390572,1,1,3,2,8,58,4.07753744390572,1,1,3,2,8,1,1,46.0
6,4,176,5.176149732573829,1,2,1,1,6,1,0,39,3.6888794541139363,0,0,4,4,9,0,1,1,9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,1,0,0,4,0,59,4.0943445622221,0,2,4,3,9,1,0,9.0
0,1,204,5.3230099791384085,1,0,4,1,4,2,3,9,2.302585092994046,0,0,4,2,9,1,4,3,12,2.5649493574615367,1,0,2,5,2,46,3.8501476017100584,1,1,1,4,6,51,3.9512437185814275,0,0,1,2,1,1,2,86.0
2,1,222,5.407171771460119,1,0,2,5,2,1,0,34,3.5553480614894135,1,1,4,6,4,2,1,2,23,3.1780538303479458,0,2,3,2,3,23,3.1780538303479458,0,2,3,2,3,48,3.8918202981106265,1,0,3,6,8,1,1,94.0
0,7,174,5.1647859739235145,1,0,4,6,4,4,3,46,3.8501476017100584,1,1,1,4,6,3,0,4,45,3.828641396489095,0,0,0,3,5,42,3.7612001156935624,1,0,2,0,2,12,2.5649493574615367,1,0,2,5,2,1,0,29.0
0,3,140,4.948759890378168,1,2,0,0,0,3,3,13,2.6390573296152584,0,1,3,6,3,4,1,2,12,2.5649493574615367,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,37,3.6375861597263857,0,1,2,2,7,1,0,47.0
4,3,254,5.541263545158426,1,2,4,2,4,2,2,80,4.394449154672439,1,2,0,3,0,1,3,2,48,3.8918202981106265,1,0,3,6,8,57,4.060443010546419,0,0,2,1,7,24,3.2188758248682006,1,0,4,3,4,1,1,45.0
5,4,77,4.356708826689592,0,2,2,0,7,0,1,19,2.995732273553991,0,1,4,5,9,1,0,0,15,2.772588722239781,0,0,0,1,5,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,0,2,0,5,5,1,1,5.0
6,5,158,5.0689042022202315,1,2,3,4,8,0,2,14,2.70805020110221,1,2,4,0,4,3,2,2,34,3.5553480614894135,1,1,4,6,4,46,3.8501476017100584,1,1,1,4,6,14,2.70805020110221,1,2,4,0,4,2,1,50.0
3,6,199,5.298317366548036,0,1,4,3,9,0,1,54,4.007333185232471,1,0,4,5,4,1,1,3,45,3.828641396489095,0,0,0,3,5,31,3.4657359027997265,0,1,1,3,1,45,3.828641396489095,0,0,0,3,5,1,1,24.0
5,2,229,5.438079308923196,0,1,4,5,9,4,2,15,2.772588722239781,0,0,0,1,5,3,3,4,28,3.367295829986474,1,1,3,0,8,48,3.8918202981106265,1,0,3,6,8,35,3.58351893845611,0,2,0,0,5,1,0,103.0
1,2,217,5.384495062789089,0,1,2,0,7,3,3,10,2.3978952727983707,1,1,0,3,0,0,1,3,24,3.2188758248682006,1,0,4,3,4,47,3.871201010907891,0,2,2,5,7,23,3.1780538303479458,0,2,3,2,3,1,0,113.0
0,0,154,5.043425116919247,1,1,4,0,4,0,1,58,4.07753744390572,1,1,3,2,8,3,2,3,53,3.9889840465642745,0,2,3,4,3,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,1,1,17.0
1,2,265,5.583496308781699,0,1,0,6,5,3,4,40,3.713572066704308,1,1,0,5,0,4,4,1,51,3.9512437185814275,0,0,1,2,1,57,4.060443010546419,0,0,2,1,7,58,4.07753744390572,1,1,3,2,8,1,0,59.0
0,5,216,5.37989735354046,1,0,1,6,6,0,4,55,4.02535169073515,0,1,0,6,5,4,4,4,30,3.4339872044851463,1,0,0,2,0,29,3.4011973816621555,0,2,4,1,9,35,3.58351893845611,0,2,0,0,5,1,0,67.0
0,1,120,4.795790545596741,1,0,0,1,0,3,4,7,2.0794415416798357,0,1,2,0,7,0,0,1,26,3.295836866004329,1,2,1,5,6,33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,1,1,48.0
2,0,114,4.74493212836325,1,0,4,2,4,0,4,31,3.4657359027997265,0,1,1,3,1,1,0,2,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,46,3.8501476017100584,1,1,1,4,6,1,0,12.0
4,4,265,5.583496308781699,0,1,0,6,5,3,2,15,2.772588722239781,0,0,0,1,5,2,1,2,42,3.7612001156935624,1,0,2,0,2,52,3.970291913552122,1,1,2,3,2,56,4.04305126783455,1,2,1,0,6,1,0,100.0
4,0,220,5.3981627015177525,1,1,0,3,0,1,0,37,3.6375861597263857,0,1,2,2,7,3,4,1,14,2.70805020110221,1,2,4,0,4,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,0,1,0,1,0,101.0
2,4,200,5.303304908059076,1,2,0,4,0,4,4,29,3.4011973816621555,0,2,4,1,9,4,3,4,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,55,4.02535169073515,0,1,0,6,5,1,0,95.0
1,6,192,5.262690188904886,1,0,2,3,2,0,4,51,3.9512437185814275,0,0,1,2,1,4,4,4,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,31,3.4657359027997265,0,1,1,3,1,1,0,82.0
0,5,284,5.652489180268651,1,2,4,4,4,3,2,62,4.143134726391533,1,2,2,6,2,0,1,1,40,3.713572066704308,1,1,0,5,0,48,3.8918202981106265,1,0,3,6,8,39,3.6888794541139363,0,0,4,4,9,1,0,95.0
5,3,165,5.111987788356544,0,0,0,4,5,3,2,58,4.07753744390572,1,1,3,2,8,3,3,2,39,3.6888794541139363,0,0,4,4,9,8,2.1972245773362196,1,2,3,1,8,54,4.007333185232471,1,0,4,5,4,1,0,6.0
6,3,214,5.3706380281276624,1,1,4,4,4,0,4,7,2.0794415416798357,0,1,2,0,7,1,0,2,33,3.5263605246161616,0,0,3,5,3,44,3.8066624897703196,1,2,4,2,4,55,4.02535169073515,0,1,0,6,5,1,0,75.0
7,2,190,5.25227342804663,1,1,0,1,0,3,4,33,3.5263605246161616,0,0,3,5,3,4,3,2,5,1.791759469228055,0,2,0,5,5,31,3.4657359027997265,0,1,1,3,1,56,4.04305126783455,1,2,1,0,6,1,1,65.0
0,7,208,5.342334251964811,1,1,3,5,8,2,2,40,3.713572066704308,1,1,0,5,0,0,3,4,8,2.1972245773362196,1,2,3,1,8,35,3.58351893845611,0,2,0,0,5,35,3.58351893845611,0,2,0,0,5,1,3,90.0
4,3,229,5.438079308923196,0,1,4,5,9,4,3,28,3.367295829986474,1,1,3,0,8,4,1,4,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,58,4.07753744390572,1,1,3,2,8,1,1,82.0
0,2,197,5.288267030694535,0,2,2,1,7,4,0,43,3.784189633918261,0,1,3,1,3,2,0,0,44,3.8066624897703196,1,2,4,2,4,48,3.8918202981106265,1,0,3,6,8,25,3.258096538021482,0,1,0,4,5,1,0,37.0
5,5,175,5.170483995038151,0,1,0,0,5,4,4,53,3.9889840465642745,0,2,3,4,3,2,2,3,23,3.1780538303479458,0,2,3,2,3,17,2.8903717578961645,0,2,2,3,7,31,3.4657359027997265,0,1,1,3,1,1,0,51.0
5,6,238,5.476463551931511,1,1,3,0,8,3,1,76,4.343805421853684,1,1,1,6,6,2,1,3,28,3.367295829986474,1,1,3,0,8,59,4.0943445622221,0,2,4,3,9,12,2.5649493574615367,1,0,2,5,2,1,0,63.0
2,4,199,5.298317366548036,0,1,4,3,9,4,2,28,3.367295829986474,1,1,3,0,8,1,1,1,53,3.9889840465642745,0,2,3,4,3,47,3.871201010907891,0,2,2,5,7,22,3.1354942159291497,1,1,2,1,2,1,0,49.0
3,6,234,5.459585514144159,1,0,4,3,4,1,0,53,3.9889840465642745,0,2,3,4,3,0,1,1,57,4.060443010546419,0,0,2,1,7,38,3.6635616461296463,1,2,3,3,8,9,2.302585092994046,0,0,4,2,9,1,1,77.0
1,7,192,5.262690188904886,1,0,2,3,2,2,1,19,2.995732273553991,0,1,4,5,9,4,3,4,25,3.258096538021482,0,1,0,4,5,39,3.6888794541139363,0,0,4,4,9,31,3.4657359027997265,0,1,1,3,1,1,0,78.0
6,2,260,5.564520407322694,1,2,0,1,0,4,2,36,3.6109179126442243,1,0,1,1,6,1,1,1,32,3.4965075614664802,1,2,2,4,2,50,3.9318256327243257,1,2,0,1,0,44,3.8066624897703196,1,2,4,2,4,2,0,98.0
3,2,242,5.493061443340548,1,2,2,4,2,1,0,32,3.4965075614664802,1,2,2,4,2,2,1,2,32,3.4965075614664802,1,2,2,4,2,45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,0,6,0,1,1,113.0
5,3,131,4.882801922586371,0,2,1,5,1,4,0,54,4.007333185232471,1,0,4,5,4,2,0,0,12,2.5649493574615367,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,1,0,29.0
2,3,173,5.159055299214529,0,2,3,5,3,3,4,7,2.0794415416798357,0,1,2,0,7,2,4,3,35,3.58351893845611,0,2,0,0,5,26,3.295836866004329,1,2,1,5,6,45,3.828641396489095,0,0,0,3,5,1,1,60.0
7,1,208,5.342334251964811,1,1,3,5,8,3,2,67,4.219507705176107,0,1,2,4,7,3,3,2,52,3.970291913552122,1,1,2,3,2,45,3.828641396489095,0,0,0,3,5,19,2.995732273553991,0,1,4,5,9,1,1,25.0
2,1,204,5.3230099791384085,1,0,4,1,4,0,0,35,3.58351893845611,0,2,0,0,5,0,1,3,46,3.8501476017100584,1,1,1,4,6,49,3.912023005428146,0,1,4,0,9,13,2.6390573296152584,0,1,3,6,3,1,0,61.0
0,2,135,4.912654885736052,0,0,0,2,5,3,4,24,3.2188758248682006,1,0,4,3,4,0,0,1,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,27,3.332204510175204,0,0,2,6,7,1,4,34.0
6,6,195,5.278114659230517,0,0,0,6,5,3,2,8,2.1972245773362196,1,2,3,1,8,3,4,1,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,54,4.007333185232471,1,0,4,5,4,1,0,116.0
2,4,181,5.204006687076795,0,1,1,6,1,1,4,46,3.8501476017100584,1,1,1,4,6,2,2,2,36,3.6109179126442243,1,0,1,1,6,60,4.110873864173311,1,0,0,4,0,12,2.5649493574615367,1,0,2,5,2,1,2,27.0
3,6,140,4.948759890378168,1,2,0,0,0,2,1,44,3.8066624897703196,1,2,4,2,4,4,2,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,51,3.9512437185814275,0,0,1,2,1,1,2,33.0
5,2,195,5.278114659230517,0,0,0,6,5,1,0,63,4.1588830833596715,0,0,3,0,3,3,4,1,24,3.2188758248682006,1,0,4,3,4,27,3.332204510175204,0,0,2,6,7,51,3.9512437185814275,0,0,1,2,1,3,0,30.0
0,0,183,5.214935757608986,0,0,3,1,3,0,2,61,4.127134385045092,0,1,1,5,1,3,4,4,21,3.091042453358316,0,0,1,0,1,56,4.04305126783455,1,2,1,0,6,26,3.295836866004329,1,2,1,5,6,1,1,19.0
1,6,230,5.442417710521793,1,2,0,6,0,2,2,22,3.1354942159291497,1,1,2,1,2,2,2,2,56,4.04305126783455,1,2,1,0,6,27,3.332204510175204,0,0,2,6,7,47,3.871201010907891,0,2,2,5,7,1,0,78.0
6,2,196,5.2832037287379885,1,1,1,0,6,3,2,76,4.343805421853684,1,1,1,6,6,3,3,2,21,3.091042453358316,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,35,3.58351893845611,0,2,0,0,5,1,0,53.0
1,3,219,5.393627546352362,0,0,4,2,9,4,4,43,3.784189633918261,0,1,3,1,3,1,3,3,52,3.970291913552122,1,1,2,3,2,39,3.6888794541139363,0,0,4,4,9,38,3.6635616461296463,1,2,3,3,8,1,0,47.0
6,1,153,5.0369526024136295,0,0,3,6,3,2,2,40,3.713572066704308,1,1,0,5,0,0,2,1,37,3.6375861597263857,0,1,2,2,7,16,2.833213344056216,1,1,1,2,6,27,3.332204510175204,0,0,2,6,7,1,0,33.0
7,0,128,4.859812404361672,1,2,3,2,8,3,2,32,3.4965075614664802,1,2,2,4,2,3,4,1,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,0,5,0,2,2,38.0
2,4,198,5.293304824724492,1,0,3,2,8,3,2,34,3.5553480614894135,1,1,4,6,4,2,1,2,14,2.70805020110221,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,54,4.007333185232471,1,0,4,5,4,1,0,81.0
5,5,211,5.356586274672012,0,1,1,1,1,2,0,29,3.4011973816621555,0,2,4,1,9,4,3,2,42,3.7612001156935624,1,0,2,0,2,37,3.6375861597263857,0,1,2,2,7,16,2.833213344056216,1,1,1,2,6,1,0,87.0
2,0,259,5.560681631015528,0,1,4,0,9,2,2,39,3.6888794541139363,0,0,4,4,9,2,2,2,17,2.8903717578961645,0,2,2,3,7,55,4.02535169073515,0,1,0,6,5,43,3.784189633918261,0,1,3,1,3,1,0,105.0
5,7,152,5.030437921392435,1,2,2,5,2,2,2,59,4.0943445622221,0,2,4,3,9,2,2,2,21,3.091042453358316,0,0,1,0,1,31,3.4657359027997265,0,1,1,3,1,10,2.3978952727983707,1,1,0,3,0,1,0,31.0
5,1,255,5.545177444479562,0,0,0,3,5,3,1,25,3.258096538021482,0,1,0,4,5,3,3,3,52,3.970291913552122,1,1,2,3,2,58,4.07753744390572,1,1,3,2,8,48,3.8918202981106265,1,0,3,6,8,1,0,72.0
3,0,342,5.8377304471659395,1,0,2,6,2,2,2,69,4.248495242049359,0,0,4,6,9,1,4,1,59,4.0943445622221,0,2,4,3,9,36,3.6109179126442243,1,0,1,1,6,60,4.110873864173311,1,0,0,4,0,1,0,118.0
7,3,193,5.267858159063328,0,1,3,4,3,4,3,6,1.9459101490553132,1,0,1,6,6,1,0,0,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,0,1,0,32,3.4965075614664802,1,2,2,4,2,1,1,93.0
5,4,278,5.631211781821365,1,2,3,5,8,4,3,38,3.6635616461296463,1,2,3,3,8,4,2,0,60,4.110873864173311,1,0,0,4,0,34,3.5553480614894135,1,1,4,6,4,47,3.871201010907891,0,2,2,5,7,1,0,99.0
7,3,197,5.288267030694535,0,2,2,1,7,3,4,72,4.290459441148391,1,0,2,2,2,2,4,3,20,3.044522437723423,1,2,0,6,0,38,3.6635616461296463,1,2,3,3,8,26,3.295836866004329,1,2,1,5,6,1,0,41.0
4,4,149,5.0106352940962555,0,2,4,2,9,0,0,11,2.4849066497880004,0,2,1,4,1,4,4,0,41,3.7376696182833684,0,2,1,6,1,27,3.332204510175204,0,0,2,6,7,34,3.5553480614894135,1,1,4,6,4,1,0,36.0
3,0,233,5.455321115357702,0,2,3,2,3,2,3,57,4.060443010546419,0,0,2,1,7,1,4,3,16,2.833213344056216,1,1,1,2,6,60,4.110873864173311,1,0,0,4,0,39,3.6888794541139363,0,0,4,4,9,1,0,61.0
6,0,233,5.455321115357702,0,2,3,2,3,1,0,80,4.394449154672439,1,2,0,3,0,2,4,0,47,3.871201010907891,0,2,2,5,7,54,4.007333185232471,1,0,4,5,4,32,3.4965075614664802,1,2,2,4,2,1,0,20.0
2,1,239,5.480638923341991,0,2,4,1,9,3,3,52,3.970291913552122,1,1,2,3,2,0,0,0,54,4.007333185232471,1,0,4,5,4,10,2.3978952727983707,1,1,0,3,0,59,4.0943445622221,0,2,4,3,9,1,0,64.0
3,5,187,5.236441962829949,0,1,2,5,7,1,0,31,3.4657359027997265,0,1,1,3,1,3,3,2,13,2.6390573296152584,0,1,3,6,3,19,2.995732273553991,0,1,4,5,9,28,3.367295829986474,1,1,3,0,8,1,0,96.0
1,3,170,5.14166355650266,1,2,0,2,0,1,0,29,3.4011973816621555,0,2,4,1,9,0,3,0,33,3.5263605246161616,0,0,3,5,3,20,3.044522437723423,1,2,0,6,0,33,3.5263605246161616,0,0,3,5,3,1,1,55.0
3,4,181,5.204006687076795,0,1,1,6,1,1,4,53,3.9889840465642745,0,2,3,4,3,2,2,2,44,3.8066624897703196,1,2,4,2,4,13,2.6390573296152584,0,1,3,6,3,28,3.367295829986474,1,1,3,0,8,1,0,43.0
0,6,246,5.5093883366279774,1,0,1,1,6,0,2,77,4.356708826689592,0,2,2,0,7,1,1,2,5,1.791759469228055,0,2,0,5,5,49,3.912023005428146,0,1,4,0,9,12,2.5649493574615367,1,0,2,5,2,1,0,103.0
3,7,212,5.3612921657094255,1,2,2,2,2,0,0,71,4.276666119016055,0,2,1,1,1,3,4,3,50,3.9318256327243257,1,2,0,1,0,13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,1,1,68.0
6,6,154,5.043425116919247,1,1,4,0,4,4,3,39,3.6888794541139363,0,0,4,4,9,3,2,3,34,3.5553480614894135,1,1,4,6,4,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,1,0,56.0
1,0,224,5.41610040220442,1,2,4,0,4,0,2,7,2.0794415416798357,0,1,2,0,7,1,4,0,34,3.5553480614894135,1,1,4,6,4,24,3.2188758248682006,1,0,4,3,4,41,3.7376696182833684,0,2,1,6,1,1,1,118.0
2,6,120,4.795790545596741,1,0,0,1,0,2,3,15,2.772588722239781,0,0,0,1,5,1,0,2,25,3.258096538021482,0,1,0,4,5,33,3.5263605246161616,0,0,3,5,3,41,3.7376696182833684,0,2,1,6,1,1,1,6.0
6,3,152,5.030437921392435,1,2,2,5,2,2,0,51,3.9512437185814275,0,0,1,2,1,4,4,1,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,42,3.7612001156935624,1,0,2,0,2,1,1,33.0
7,6,173,5.159055299214529,0,2,3,5,3,2,3,62,4.143134726391533,1,2,2,6,2,4,4,4,14,2.70805020110221,1,2,4,0,4,38,3.6635616461296463,1,2,3,3,8,18,2.9444389791664403,1,0,3,4,8,1,0,41.0
2,5,177,5.181783550292085,0,0,2,2,7,1,3,64,4.174387269895637,1,1,4,1,4,0,2,0,24,3.2188758248682006,1,0,4,3,4,56,4.04305126783455,1,2,1,0,6,22,3.1354942159291497,1,1,2,1,2,1,0,11.0
2,7,228,5.43372200355424,1,0,3,4,8,4,2,80,4.394449154672439,1,2,0,3,0,3,2,1,36,3.6109179126442243,1,0,1,1,6,54,4.007333185232471,1,0,4,5,4,47,3.871201010907891,0,2,2,5,7,1,0,11.0
0,5,190,5.25227342804663,1,1,0,1,0,0,1,38,3.6635616461296463,1,2,3,3,8,3,2,3,34,3.5553480614894135,1,1,4,6,4,40,3.713572066704308,1,1,0,5,0,37,3.6375861597263857,0,1,2,2,7,1,1,41.0
5,3,162,5.093750200806762,1,0,2,1,2,1,3,71,4.276666119016055,0,2,1,1,1,3,4,4,22,3.1354942159291497,1,1,2,1,2,27,3.332204510175204,0,0,2,6,7,29,3.4011973816621555,0,2,4,1,9,1,1,13.0
4,5,309,5.736572297479192,0,0,4,1,9,3,3,53,3.9889840465642745,0,2,3,4,3,0,0,0,50,3.9318256327243257,1,2,0,1,0,55,4.02535169073515,0,1,0,6,5,59,4.0943445622221,0,2,4,3,9,1,0,92.0
0,6,205,5.327876168789581,0,1,0,2,5,2,1,18,2.9444389791664403,1,0,3,4,8,4,2,1,58,4.07753744390572,1,1,3,2,8,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,1,2,94.0
6,2,302,5.713732805509369,1,2,2,1,2,1,4,46,3.8501476017100584,1,1,1,4,6,2,2,2,37,3.6375861597263857,0,1,2,2,7,54,4.007333185232471,1,0,4,5,4,45,3.828641396489095,0,0,0,3,5,1,0,120.0
7,3,240,5.484796933490655,1,0,0,2,0,3,1,69,4.248495242049359,0,0,4,6,9,4,1,1,48,3.8918202981106265,1,0,3,6,8,50,3.9318256327243257,1,2,0,1,0,40,3.713572066704308,1,1,0,5,0,1,2,33.0
2,4,194,5.272999558563747,1,2,4,5,4,4,4,74,4.31748811353631,1,2,4,4,4,2,0,4,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,22,3.1354942159291497,1,1,2,1,2,1,0,39.0
1,1,196,5.2832037287379885,1,1,1,0,6,0,2,52,3.970291913552122,1,1,2,3,2,1,4,0,50,3.9318256327243257,1,2,0,1,0,13,2.6390573296152584,0,1,3,6,3,48,3.8918202981106265,1,0,3,6,8,1,1,33.0
6,7,174,5.1647859739235145,1,0,4,6,4,3,3,56,4.04305126783455,1,2,1,0,6,0,0,0,16,2.833213344056216,1,1,1,2,6,46,3.8501476017100584,1,1,1,4,6,6,1.9459101490553132,1,0,1,6,6,2,1,50.0
3,4,221,5.402677381872279,0,2,1,4,1,4,0,56,4.04305126783455,1,2,1,0,6,3,0,1,8,2.1972245773362196,1,2,3,1,8,41,3.7376696182833684,0,2,1,6,1,54,4.007333185232471,1,0,4,5,4,1,1,62.0
7,6,202,5.313205979041787,1,1,2,6,2,1,0,68,4.23410650459726,1,2,3,5,8,0,3,0,48,3.8918202981106265,1,0,3,6,8,42,3.7612001156935624,1,0,2,0,2,36,3.6109179126442243,1,0,1,1,6,2,0,8.0
3,2,134,4.90527477843843,1,2,4,1,4,4,4,47,3.871201010907891,0,2,2,5,7,1,0,1,17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,10,2.3978952727983707,1,1,0,3,0,1,0,37.0
6,4,144,4.976733742420574,1,0,4,4,4,0,2,13,2.6390573296152584,0,1,3,6,3,3,2,2,10,2.3978952727983707,1,1,0,3,0,37,3.6375861597263857,0,1,2,2,7,28,3.367295829986474,1,1,3,0,8,1,0,56.0
5,0,205,5.327876168789581,0,1,0,2,5,4,0,7,2.0794415416798357,0,1,2,0,7,3,3,3,39,3.6888794541139363,0,0,4,4,9,44,3.8066624897703196,1,2,4,2,4,35,3.58351893845611,0,2,0,0,5,1,1,80.0
0,7,234,5.459585514144159,1,0,4,3,4,4,4,61,4.127134385045092,0,1,1,5,1,1,3,3,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,43,3.784189633918261,0,1,3,1,3,1,1,70.0
5,1,294,5.68697535633982,1,0,4,0,4,3,2,62,4.143134726391533,1,2,2,6,2,2,4,0,59,4.0943445622221,0,2,4,3,9,38,3.6635616461296463,1,2,3,3,8,45,3.828641396489095,0,0,0,3,5,1,0,90.0
2,0,230,5.442417710521793,1,2,0,6,0,4,4,43,3.784189633918261,0,1,3,1,3,2,2,3,39,3.6888794541139363,0,0,4,4,9,20,3.044522437723423,1,2,0,6,0,45,3.828641396489095,0,0,0,3,5,1,0,83.0
7,2,188,5.241747015059643,1,2,3,6,8,1,1,69,4.248495242049359,0,0,4,6,9,2,2,0,23,3.1780538303479458,0,2,3,2,3,24,3.2188758248682006,1,0,4,3,4,30,3.4339872044851463,1,0,0,2,0,1,1,42.0
3,3,176,5.176149732573829,1,2,1,1,6,4,3,68,4.23410650459726,1,2,3,5,8,1,1,3,32,3.4965075614664802,1,2,2,4,2,18,2.9444389791664403,1,0,3,4,8,44,3.8066624897703196,1,2,4,2,4,2,1,14.0
3,5,231,5.44673737166631,0,0,1,0,1,0,4,65,4.189654742026425,0,2,0,2,5,4,2,2,21,3.091042453358316,0,0,1,0,1,50,3.9318256327243257,1,2,0,1,0,19,2.995732273553991,0,1,4,5,9,1,1,76.0
6,5,283,5.648974238161206,0,1,3,3,3,1,0,74,4.31748811353631,1,2,4,4,4,0,3,0,42,3.7612001156935624,1,0,2,0,2,40,3.713572066704308,1,1,0,5,0,54,4.007333185232471,1,0,4,5,4,1,0,73.0
1,1,200,5.303304908059076,1,2,0,4,0,4,4,67,4.219507705176107,0,1,2,4,7,1,0,1,41,3.7376696182833684,0,2,1,6,1,45,3.828641396489095,0,0,0,3,5,16,2.833213344056216,1,1,1,2,6,1,0,31.0
7,1,299,5.703782474656201,0,2,4,5,9,3,2,51,3.9512437185814275,0,0,1,2,1,3,3,2,57,4.060443010546419,0,0,2,1,7,60,4.110873864173311,1,0,0,4,0,53,3.9889840465642745,0,2,3,4,3,1,0,78.0
7,0,120,4.795790545596741,1,0,0,1,0,0,1,33,3.5263605246161616,0,0,3,5,3,4,2,0,10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,38,3.6635616461296463,1,2,3,3,8,1,1,5.0
2,3,107,4.68213122712422,0,2,2,2,7,3,4,70,4.2626798770413155,1,1,0,0,0,4,3,2,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,1,15.0
5,6,198,5.293304824724492,1,0,3,2,8,1,3,80,4.394449154672439,1,2,0,3,0,3,4,4,21,3.091042453358316,0,0,1,0,1,41,3.7376696182833684,0,2,1,6,1,52,3.970291913552122,1,1,2,3,2,1,0,4.0
3,4,267,5.5909869805108565,0,0,2,1,7,1,1,53,3.9889840465642745,0,2,3,4,3,3,2,1,42,3.7612001156935624,1,0,2,0,2,19,2.995732273553991,0,1,4,5,9,45,3.828641396489095,0,0,0,3,5,1,0,108.0
1,2,198,5.293304824724492,1,0,3,2,8,2,3,31,3.4657359027997265,0,1,1,3,1,1,0,2,5,1.791759469228055,0,2,0,5,5,57,4.060443010546419,0,0,2,1,7,53,3.9889840465642745,0,2,3,4,3,1,0,52.0
4,0,221,5.402677381872279,0,2,1,4,1,1,3,56,4.04305126783455,1,2,1,0,6,1,4,0,49,3.912023005428146,0,1,4,0,9,21,3.091042453358316,0,0,1,0,1,40,3.713572066704308,1,1,0,5,0,1,0,55.0
1,2,266,5.58724865840025,1,2,1,0,6,2,0,21,3.091042453358316,0,0,1,0,1,4,3,2,51,3.9512437185814275,0,0,1,2,1,60,4.110873864173311,1,0,0,4,0,40,3.713572066704308,1,1,0,5,0,1,0,94.0
1,2,207,5.337538079701318,0,0,2,4,7,3,2,71,4.276666119016055,0,2,1,1,1,2,4,0,37,3.6375861597263857,0,1,2,2,7,51,3.9512437185814275,0,0,1,2,1,11,2.4849066497880004,0,2,1,4,1,1,0,37.0
