slot_person,slot_source1,slot_source2,slot_currency_word,slot_initial,slot_initial_abs_log1p,slot_initial_mod3,slot_initial_mod7,slot_first_amount,slot_first_amount_abs_log1p,slot_first_amount_mod3,slot_first_amount_mod7,slot_ratio,slot_ratio_abs_log1p,slot_ratio_is_even,slot_ratio_mod3,slot_ratio_mod5,slot_ratio_mod7,slot_ratio_mod10,gcd_all,n_multiple_pairs,y
1,3,8,3,4100,8.31898612539206,2,5,10700,9.278092474027002,2,4,3,1.3862943611198906,0,0,3,3,3,1,0,46900.0
5,5,4,0,13900,9.539716058977092,1,5,14800,9.60245002503719,1,2,3,1.3862943611198906,0,0,3,3,3,1,0,73100.0
4,0,7,0,7900,8.974744612722734,1,4,14200,9.561067663645012,1,4,2,1.0986122886681098,1,2,2,2,2,2,2,50500.0
6,1,12,5,13500,9.510519035757246,0,4,10500,9.259225769705994,0,0,4,1.6094379124341003,1,1,4,4,4,4,2,66000.0
1,6,14,0,3200,8.071218539969863,2,1,9400,9.148571345578551,1,6,5,1.791759469228055,0,2,0,5,5,5,2,59600.0
3,2,14,5,6500,8.77971129020447,2,4,5000,8.517393171418904,2,2,5,1.791759469228055,0,2,0,5,5,5,2,36500.0
3,8,3,1,13900,9.539716058977092,1,5,5300,8.575650760987806,2,1,3,1.3862943611198906,0,0,3,3,3,1,0,35100.0
7,10,7,2,1700,7.438971592395862,2,6,7900,8.974744612722734,1,4,3,1.3862943611198906,0,0,3,3,3,1,0,33300.0
2,1,12,3,13000,9.472781556562168,1,1,5300,8.575650760987806,2,1,4,1.6094379124341003,1,1,4,4,4,4,2,39500.0
3,11,3,4,1200,7.0909098220799835,0,3,3700,8.216358332386156,1,4,3,1.3862943611198906,0,0,3,3,3,1,1,16000.0
1,9,0,2,10700,9.278092474027002,2,4,14300,9.568084743872936,2,6,2,1.0986122886681098,1,2,2,2,2,2,2,53600.0
4,3,2,3,11000,9.305741456739435,2,3,7600,8.936035096566041,1,5,2,1.0986122886681098,1,2,2,2,2,2,2,33800.0
6,4,13,6,5600,8.630700432209832,2,0,11100,9.314790473332646,0,5,4,1.6094379124341003,1,1,4,4,4,4,2,61100.0
4,5,1,2,3500,8.160803920954665,2,0,5800,8.665785595466064,1,4,6,1.9459101490553132,1,0,1,6,6,2,0,44100.0
4,1,10,1,9400,9.148571345578551,1,6,3000,8.006700845440367,0,4,7,2.0794415416798357,0,1,2,0,7,1,0,33400.0
2,15,4,2,10300,9.239996256883693,1,3,4100,8.31898612539206,2,5,3,1.3862943611198906,0,0,3,3,3,1,0,26700.0
5,9,2,2,11800,9.375939552625749,1,5,9100,9.116139576577355,1,0,7,2.0794415416798357,0,1,2,0,7,1,1,84600.0
5,8,13,3,8100,8.999742789830492,0,1,1000,6.90875477931522,1,6,7,2.0794415416798357,0,1,2,0,7,1,0,16100.0
2,9,0,2,7800,8.962007209588313,0,2,1400,7.244941546337007,2,0,5,1.791759469228055,0,2,0,5,5,5,2,16200.0
3,12,5,0,14700,9.595670797663967,0,0,10800,9.287394001418473,0,6,6,1.9459101490553132,1,0,1,6,6,6,2,90300.0
2,1,11,0,14900,9.60918360377546,2,4,13400,9.503084610020228,2,2,7,2.0794415416798357,0,1,2,0,7,1,0,122100.0
1,8,6,4,1200,7.0909098220799835,0,3,5700,8.648396877031582,0,2,7,2.0794415416798357,0,1,2,0,7,1,0,46800.0
3,13,14,6,6600,8.79497643168877,0,6,1200,7.0909098220799835,0,3,3,1.3862943611198906,0,0,3,3,3,3,2,11400.0
1,5,9,0,6500,8.77971129020447,2,4,12800,9.45727857185611,2,4,4,1.6094379124341003,1,1,4,4,4,4,2,70500.0
2,12,1,0,5500,8.612685172875459,1,5,13800,9.53249633228804,0,3,6,1.9459101490553132,1,0,1,6,6,2,1,102100.0
6,0,6,2,10200,9.23024103368252,0,1,2200,7.696667081526462,1,2,2,1.0986122886681098,1,2,2,2,2,2,2,16800.0
1,3,14,1,1000,6.90875477931522,1,6,6300,8.748463629942055,0,0,3,1.3862943611198906,0,0,3,3,3,1,1,26200.0
0,2,7,1,13200,9.488047863280759,0,5,11400,9.34145634983372,0,4,4,1.6094379124341003,1,1,4,4,4,4,2,70200.0
4,13,15,4,5500,8.612685172875459,1,5,10600,9.268703615273097,1,2,7,2.0794415416798357,0,1,2,0,7,1,0,90300.0
0,5,11,3,2200,7.696667081526462,1,2,4800,8.476579508530941,0,5,5,1.791759469228055,0,2,0,5,5,5,2,31000.0
7,10,9,2,1200,7.0909098220799835,0,3,9500,9.15915233520675,2,1,4,1.6094379124341003,1,1,4,4,4,4,2,48700.0
5,5,3,0,2700,7.901377353792616,0,5,9700,9.179984251961283,1,5,3,1.3862943611198906,0,0,3,3,3,1,1,41500.0
5,4,13,2,3800,8.24301946898925,2,6,7400,8.909370405197466,2,1,6,1.9459101490553132,1,0,1,6,6,2,0,55600.0
0,6,0,2,3300,8.101980731853192,0,3,11300,9.332646496360152,2,2,6,1.9459101490553132,1,0,1,6,6,2,1,82400.0
6,10,14,2,5800,8.665785595466064,1,4,4100,8.31898612539206,2,5,2,1.0986122886681098,1,2,2,2,2,2,2,18100.0
4,13,15,6,8800,9.082620630373812,1,1,1600,7.3783837129967145,1,4,3,1.3862943611198906,0,0,3,3,3,1,0,15200.0
4,0,1,6,5300,8.575650760987806,2,1,3500,8.160803920954665,2,0,4,1.6094379124341003,1,1,4,4,4,4,2,22800.0
0,7,0,5,5800,8.665785595466064,1,4,2900,7.972810784121404,2,2,4,1.6094379124341003,1,1,4,4,4,4,3,20300.0
7,12,3,3,2700,7.901377353792616,0,5,4400,8.38958706681109,2,4,3,1.3862943611198906,0,0,3,3,3,1,1,20300.0
5,15,14,2,8700,9.071193240566025,0,6,9400,9.148571345578551,1,6,3,1.3862943611198906,0,0,3,3,3,1,1,46300.0
5,6,1,6,4200,8.343077871169383,0,0,8600,9.059633754551479,2,4,2,1.0986122886681098,1,2,2,2,2,2,2,30000.0
6,6,10,1,6100,8.716207971151853,1,3,8200,9.012011377036412,1,3,5,1.791759469228055,0,2,0,5,5,5,2,55300.0
0,7,8,5,3800,8.24301946898925,2,6,14300,9.568084743872936,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,75300.0
4,14,7,5,1200,7.0909098220799835,0,3,12000,9.392745258631441,0,2,7,2.0794415416798357,0,1,2,0,7,1,1,97200.0
0,4,15,4,6700,8.81001204797317,1,1,6100,8.716207971151853,1,3,6,1.9459101490553132,1,0,1,6,6,2,0,49400.0
0,12,2,1,4100,8.31898612539206,2,5,7300,8.895766604056085,1,6,5,1.791759469228055,0,2,0,5,5,5,2,47900.0
6,15,12,0,4200,8.343077871169383,0,0,14700,9.595670797663967,0,0,5,1.791759469228055,0,2,0,5,5,5,2,92400.0
5,0,12,6,3300,8.101980731853192,0,3,6800,8.824824939175638,2,3,4,1.6094379124341003,1,1,4,4,4,4,2,37300.0
5,11,14,2,11600,9.358846580275406,2,1,5500,8.612685172875459,1,5,7,2.0794415416798357,0,1,2,0,7,1,0,55600.0
7,0,10,4,9500,9.15915233520675,2,1,11800,9.375939552625749,1,5,6,1.9459101490553132,1,0,1,6,6,2,0,92100.0
7,13,10,0,2300,7.741099090035366,2,4,7400,8.909370405197466,2,1,7,2.0794415416798357,0,1,2,0,7,1,0,61500.0
1,1,10,3,5100,8.537191877922927,0,4,12100,9.401043372798053,1,4,4,1.6094379124341003,1,1,4,4,4,4,2,65600.0
6,7,15,0,9500,9.15915233520675,2,1,5800,8.665785595466064,1,4,6,1.9459101490553132,1,0,1,6,6,2,0,50100.0
0,1,0,4,8500,9.04793908261736,1,2,9800,9.19023970026918,2,0,5,1.791759469228055,0,2,0,5,5,5,2,67300.0
0,11,15,4,2400,7.783640596221253,0,6,13900,9.539716058977092,1,5,2,1.0986122886681098,1,2,2,2,2,2,2,44100.0
5,6,8,6,14000,9.546884034617925,2,0,1700,7.438971592395862,2,6,7,2.0794415416798357,0,1,2,0,7,1,1,27600.0
2,14,8,0,13800,9.53249633228804,0,3,6800,8.824824939175638,2,3,3,1.3862943611198906,0,0,3,3,3,1,1,41000.0
6,6,12,3,10900,9.296609807128359,1,1,8500,9.04793908261736,1,2,4,1.6094379124341003,1,1,4,4,4,4,2,53400.0
2,14,11,1,4600,8.434028950155469,1,1,14600,9.588845298501564,2,5,5,1.791759469228055,0,2,0,5,5,5,2,92200.0
4,9,7,2,1800,7.496097345175956,0,1,4600,8.434028950155469,1,1,2,1.0986122886681098,1,2,2,2,2,2,2,15600.0
4,14,10,1,11500,9.350189267092581,1,6,2600,7.8636512654486515,2,3,6,1.9459101490553132,1,0,1,6,6,2,0,29700.0
6,15,5,4,7000,8.853808274977197,1,0,8600,9.059633754551479,2,4,4,1.6094379124341003,1,1,4,4,4,4,2,50000.0
6,2,2,5,4400,8.38958706681109,2,4,3100,8.03947991910045,1,6,6,1.9459101490553132,1,0,1,6,6,2,0,26100.0
6,14,15,4,10200,9.23024103368252,0,1,3800,8.24301946898925,2,6,5,1.791759469228055,0,2,0,5,5,5,2,33000.0
4,2,7,6,11800,9.375939552625749,1,5,14300,9.568084743872936,2,6,3,1.3862943611198906,0,0,3,3,3,1,0,69000.0
0,6,13,3,4100,8.31898612539206,2,5,13500,9.510519035757246,0,4,5,1.791759469228055,0,2,0,5,5,5,2,85100.0
3,6,14,3,14100,9.55400099583723,0,2,14200,9.561067663645012,1,4,3,1.3862943611198906,0,0,3,3,3,1,1,70900.0
1,0,5,3,6400,8.764209507142004,1,2,12700,9.44943600950432,1,2,6,1.9459101490553132,1,0,1,6,6,2,0,95300.0
5,15,11,1,2500,7.824445930877619,1,1,12100,9.401043372798053,1,4,3,1.3862943611198906,0,0,3,3,3,1,0,50900.0
3,2,4,2,3100,8.03947991910045,1,6,14800,9.60245002503719,1,2,7,2.0794415416798357,0,1,2,0,7,1,0,121500.0
4,3,9,1,1100,7.00397413672268,2,1,3700,8.216358332386156,1,4,3,1.3862943611198906,0,0,3,3,3,1,0,15900.0
7,6,7,5,11000,9.305741456739435,2,3,13200,9.488047863280759,0,5,5,1.791759469228055,0,2,0,5,5,5,2,90200.0
3,11,8,0,13800,9.53249633228804,0,3,1200,7.0909098220799835,0,3,6,1.9459101490553132,1,0,1,6,6,6,2,22200.0
7,12,13,1,12700,9.44943600950432,1,2,12700,9.44943600950432,1,2,3,1.3862943611198906,0,0,3,3,3,1,1,63500.0
0,11,7,1,14300,9.568084743872936,2,6,9500,9.15915233520675,2,1,5,1.791759469228055,0,2,0,5,5,5,2,71300.0
7,10,13,1,7500,8.922791623969637,0,3,5200,8.556606193773073,1,6,7,2.0794415416798357,0,1,2,0,7,1,0,49100.0
1,11,4,1,14400,9.575052927597383,0,1,2700,7.901377353792616,0,5,5,1.791759469228055,0,2,0,5,5,5,2,30600.0
2,0,1,3,6600,8.79497643168877,0,6,2600,7.8636512654486515,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,27400.0
6,0,6,4,5300,8.575650760987806,2,1,5700,8.648396877031582,0,2,5,1.791759469228055,0,2,0,5,5,5,2,39500.0
6,15,15,3,12600,9.441531454869693,0,0,3900,8.268988209506656,0,1,5,1.791759469228055,0,2,0,5,5,5,2,36000.0
4,7,9,3,4600,8.434028950155469,1,1,4100,8.31898612539206,2,5,6,1.9459101490553132,1,0,1,6,6,2,0,33300.0
1,6,15,0,13100,9.48044384215367,2,3,4600,8.434028950155469,1,1,6,1.9459101490553132,1,0,1,6,6,2,0,45300.0
1,15,6,6,10700,9.278092474027002,2,4,1500,7.313886831633462,0,2,3,1.3862943611198906,0,0,3,3,3,1,1,16700.0
1,6,2,5,7900,8.974744612722734,1,4,14700,9.595670797663967,0,0,5,1.791759469228055,0,2,0,5,5,5,2,96100.0
1,3,14,1,14300,9.568084743872936,2,6,8800,9.082620630373812,1,1,3,1.3862943611198906,0,0,3,3,3,1,0,49500.0
7,7,13,0,4300,8.366602832783736,1,2,6800,8.824824939175638,2,3,3,1.3862943611198906,0,0,3,3,3,1,0,31500.0
3,12,9,3,2900,7.972810784121404,2,2,13000,9.472781556562168,1,1,7,2.0794415416798357,0,1,2,0,7,1,0,106900.0
2,10,7,2,12700,9.44943600950432,1,2,10100,9.220389707829185,2,6,3,1.3862943611198906,0,0,3,3,3,1,0,53100.0
5,11,15,2,2100,7.650168700845001,0,0,4400,8.38958706681109,2,4,5,1.791759469228055,0,2,0,5,5,5,2,28500.0
1,1,11,0,14700,9.595670797663967,0,0,11800,9.375939552625749,1,5,2,1.0986122886681098,1,2,2,2,2,2,2,50100.0
2,13,5,0,3500,8.160803920954665,2,0,3100,8.03947991910045,1,6,6,1.9459101490553132,1,0,1,6,6,2,0,25200.0
3,3,6,0,2600,7.8636512654486515,2,3,1800,7.496097345175956,0,1,3,1.3862943611198906,0,0,3,3,3,1,1,9800.0
7,6,2,1,9400,9.148571345578551,1,6,8300,9.024131268455035,2,5,7,2.0794415416798357,0,1,2,0,7,1,0,75800.0
0,1,10,5,13500,9.510519035757246,0,4,13200,9.488047863280759,0,5,4,1.6094379124341003,1,1,4,4,4,4,2,79500.0
6,6,7,1,12900,9.465060106725137,0,6,6100,8.716207971151853,1,3,3,1.3862943611198906,0,0,3,3,3,1,1,37300.0
1,14,10,3,4800,8.476579508530941,0,5,5400,8.594339400592892,0,3,5,1.791759469228055,0,2,0,5,5,5,2,37200.0
7,3,5,3,8500,9.04793908261736,1,2,2000,7.601402334583733,2,5,4,1.6094379124341003,1,1,4,4,4,4,2,18500.0
6,9,4,3,13900,9.539716058977092,1,5,8600,9.059633754551479,2,4,4,1.6094379124341003,1,1,4,4,4,4,2,56900.0
7,5,11,4,7500,8.922791623969637,0,3,1800,7.496097345175956,0,1,4,1.6094379124341003,1,1,4,4,4,4,2,16500.0
2,1,8,6,13700,9.525224101853109,2,1,3500,8.160803920954665,2,0,4,1.6094379124341003,1,1,4,4,4,4,2,31200.0
6,15,7,0,14900,9.60918360377546,2,4,8900,9.093918908958932,2,3,6,1.9459101490553132,1,0,1,6,6,2,0,77200.0
3,12,10,4,7700,8.94910546953925,2,0,4400,8.38958706681109,2,4,6,1.9459101490553132,1,0,1,6,6,2,0,38500.0
2,4,12,4,7500,8.922791623969637,0,3,6300,8.748463629942055,0,0,2,1.0986122886681098,1,2,2,2,2,2,2,26400.0
0,0,14,6,11300,9.332646496360152,2,2,5600,8.630700432209832,2,0,6,1.9459101490553132,1,0,1,6,6,2,0,50500.0
4,14,0,4,6200,8.732465848349879,2,5,14900,9.60918360377546,2,4,7,2.0794415416798357,0,1,2,0,7,1,0,125400.0
7,5,13,3,1100,7.00397413672268,2,1,11900,9.38437770918244,2,0,3,1.3862943611198906,0,0,3,3,3,1,0,48700.0
5,6,13,4,7300,8.895766604056085,1,6,2700,7.901377353792616,0,5,6,1.9459101490553132,1,0,1,6,6,2,1,26200.0
2,9,2,3,4600,8.434028950155469,1,1,5200,8.556606193773073,1,6,7,2.0794415416798357,0,1,2,0,7,1,0,46200.0
0,1,12,3,6000,8.699681400989514,0,1,7600,8.936035096566041,1,5,3,1.3862943611198906,0,0,3,3,3,1,1,36400.0
2,9,1,2,11600,9.358846580275406,2,1,5800,8.665785595466064,1,4,2,1.0986122886681098,1,2,2,2,2,2,3,29000.0
4,1,6,5,10600,9.268703615273097,1,2,5600,8.630700432209832,2,0,6,1.9459101490553132,1,0,1,6,6,2,0,49800.0
7,8,9,4,12700,9.44943600950432,1,2,10900,9.296609807128359,1,1,6,1.9459101490553132,1,0,1,6,6,2,0,89000.0
2,7,11,5,9500,9.15915233520675,2,1,10000,9.210440366976517,1,4,7,2.0794415416798357,0,1,2,0,7,1,0,89500.0
6,6,14,3,12500,9.433563920090563,2,5,10100,9.220389707829185,2,6,6,1.9459101490553132,1,0,1,6,6,2,0,83200.0
7,0,4,6,11600,9.358846580275406,2,1,9200,9.127067452782361,2,2,5,1.791759469228055,0,2,0,5,5,5,2,66800.0
5,10,11,3,14900,9.60918360377546,2,4,4600,8.434028950155469,1,1,4,1.6094379124341003,1,1,4,4,4,4,2,37900.0
6,9,3,0,12100,9.401043372798053,1,4,14400,9.575052927597383,0,1,2,1.0986122886681098,1,2,2,2,2,2,2,55300.0
3,15,1,0,11700,9.367429587218957,0,3,1500,7.313886831633462,0,2,3,1.3862943611198906,0,0,3,3,3,3,2,17700.0
0,15,12,1,7600,8.936035096566041,1,5,6200,8.732465848349879,2,5,2,1.0986122886681098,1,2,2,2,2,2,2,26200.0
1,5,5,2,11600,9.358846580275406,2,1,1900,7.550135342488429,1,3,5,1.791759469228055,0,2,0,5,5,5,2,23000.0
1,15,6,4,13000,9.472781556562168,1,1,9900,9.200391041122515,0,2,3,1.3862943611198906,0,0,3,3,3,1,1,52600.0
6,3,8,4,1100,7.00397413672268,2,1,7400,8.909370405197466,2,1,5,1.791759469228055,0,2,0,5,5,5,2,45500.0
3,9,15,6,14000,9.546884034617925,2,0,13800,9.53249633228804,0,3,3,1.3862943611198906,0,0,3,3,3,1,1,69200.0
2,15,13,6,7300,8.895766604056085,1,6,1600,7.3783837129967145,1,4,4,1.6094379124341003,1,1,4,4,4,4,2,15300.0
3,13,4,0,7600,8.936035096566041,1,5,15000,9.61587214452889,0,6,2,1.0986122886681098,1,2,2,2,2,2,2,52600.0
0,5,2,5,12900,9.465060106725137,0,6,12500,9.433563920090563,2,5,4,1.6094379124341003,1,1,4,4,4,4,2,75400.0
1,9,5,0,8600,9.059633754551479,2,4,2700,7.901377353792616,0,5,7,2.0794415416798357,0,1,2,0,7,1,0,30200.0
1,8,13,0,8900,9.093918908958932,2,3,11400,9.34145634983372,0,4,5,1.791759469228055,0,2,0,5,5,5,2,77300.0
2,14,10,2,7300,8.895766604056085,1,6,11500,9.350189267092581,1,6,5,1.791759469228055,0,2,0,5,5,5,2,76300.0
6,10,0,0,7100,8.867990898182093,2,2,7900,8.974744612722734,1,4,5,1.791759469228055,0,2,0,5,5,5,2,54500.0
7,9,10,1,14700,9.595670797663967,0,0,4500,8.412054873292933,0,6,4,1.6094379124341003,1,1,4,4,4,4,2,37200.0
4,10,10,0,9200,9.127067452782361,2,2,6800,8.824824939175638,2,3,4,1.6094379124341003,1,1,4,4,4,4,2,43200.0
1,10,0,3,5200,8.556606193773073,1,6,8900,9.093918908958932,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,76400.0
3,13,13,3,3000,8.006700845440367,0,4,12500,9.433563920090563,2,5,3,1.3862943611198906,0,0,3,3,3,1,1,53000.0
5,12,8,6,14600,9.588845298501564,2,5,14500,9.581972891547895,1,3,6,1.9459101490553132,1,0,1,6,6,2,0,116100.0
5,3,10,5,10200,9.23024103368252,0,1,2000,7.601402334583733,2,5,4,1.6094379124341003,1,1,4,4,4,4,2,20200.0
6,0,11,1,5800,8.665785595466064,1,4,5500,8.612685172875459,1,5,5,1.791759469228055,0,2,0,5,5,5,2,38800.0
4,5,7,3,13000,9.472781556562168,1,1,9300,9.137877200242468,0,4,5,1.791759469228055,0,2,0,5,5,5,2,68800.0
0,12,13,5,14700,9.595670797663967,0,0,6200,8.732465848349879,2,5,7,2.0794415416798357,0,1,2,0,7,1,1,64300.0
7,0,1,1,5200,8.556606193773073,1,6,12800,9.45727857185611,2,4,4,1.6094379124341003,1,1,4,4,4,4,2,69200.0
4,12,9,5,5100,8.537191877922927,0,4,5800,8.665785595466064,1,4,3,1.3862943611198906,0,0,3,3,3,1,1,28300.0
2,12,14,1,14600,9.588845298501564,2,5,5000,8.517393171418904,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,34600.0
5,10,13,4,13800,9.53249633228804,0,3,4000,8.294299608857235,1,3,6,1.9459101490553132,1,0,1,6,6,2,1,41800.0
5,3,13,2,5100,8.537191877922927,0,4,11800,9.375939552625749,1,5,4,1.6094379124341003,1,1,4,4,4,4,2,64100.0
3,4,15,6,13500,9.510519035757246,0,4,11300,9.332646496360152,2,2,6,1.9459101490553132,1,0,1,6,6,2,1,92600.0
7,1,13,6,14800,9.60245002503719,1,2,5800,8.665785595466064,1,4,2,1.0986122886681098,1,2,2,2,2,2,2,32200.0
6,1,6,5,6500,8.77971129020447,2,4,7900,8.974744612722734,1,4,4,1.6094379124341003,1,1,4,4,4,4,2,46000.0
3,10,5,2,4300,8.366602832783736,1,2,3800,8.24301946898925,2,6,6,1.9459101490553132,1,0,1,6,6,2,0,30900.0
5,12,1,4,3100,8.03947991910045,1,6,8000,8.987321812850125,2,6,6,1.9459101490553132,1,0,1,6,6,2,0,59100.0
7,3,1,2,6500,8.77971129020447,2,4,4200,8.343077871169383,0,0,4,1.6094379124341003,1,1,4,4,4,4,2,27500.0
6,1,8,5,8300,9.024131268455035,2,5,15000,9.61587214452889,0,6,4,1.6094379124341003,1,1,4,4,4,4,2,83300.0
0,10,2,4,2800,7.937731775260109,1,0,5900,8.682877107057168,2,6,2,1.0986122886681098,1,2,2,2,2,2,2,20500.0
3,12,10,1,4300,8.366602832783736,1,2,4400,8.38958706681109,2,4,2,1.0986122886681098,1,2,2,2,2,2,2,17500.0
2,7,6,4,8000,8.987321812850125,2,6,4900,8.497194544909547,1,0,2,1.0986122886681098,1,2,2,2,2,2,2,22700.0
2,8,8,2,3700,8.216358332386156,1,4,8200,9.012011377036412,1,3,7,2.0794415416798357,0,1,2,0,7,1,0,69300.0
0,5,5,4,14700,9.595670797663967,0,0,2900,7.972810784121404,2,2,4,1.6094379124341003,1,1,4,4,4,4,2,29200.0
4,0,7,4,11900,9.38437770918244,2,0,3100,8.03947991910045,1,6,3,1.3862943611198906,0,0,3,3,3,1,0,24300.0
6,1,2,4,9700,9.179984251961283,1,5,8500,9.04793908261736,1,2,2,1.0986122886681098,1,2,2,2,2,2,2,35200.0
5,9,9,2,7300,8.895766604056085,1,6,10600,9.268703615273097,1,2,2,1.0986122886681098,1,2,2,2,2,2,2,39100.0
4,3,0,2,3100,8.03947991910045,1,6,13000,9.472781556562168,1,1,2,1.0986122886681098,1,2,2,2,2,2,2,42100.0
3,8,15,6,12000,9.392745258631441,0,2,4700,8.45553053102413,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,49600.0
1,0,3,3,6800,8.824824939175638,2,3,3100,8.03947991910045,1,6,4,1.6094379124341003,1,1,4,4,4,4,2,22300.0
7,6,7,0,1000,6.90875477931522,1,6,6400,8.764209507142004,1,2,6,1.9459101490553132,1,0,1,6,6,2,0,45800.0
1,14,1,5,4800,8.476579508530941,0,5,5900,8.682877107057168,2,6,5,1.791759469228055,0,2,0,5,5,5,2,40200.0
1,13,10,2,14700,9.595670797663967,0,0,14300,9.568084743872936,2,6,7,2.0794415416798357,0,1,2,0,7,1,1,129100.0
7,14,8,1,12600,9.441531454869693,0,0,12500,9.433563920090563,2,5,5,1.791759469228055,0,2,0,5,5,5,2,87600.0
5,5,1,5,10700,9.278092474027002,2,4,2000,7.601402334583733,2,5,5,1.791759469228055,0,2,0,5,5,5,2,22700.0
6,15,3,5,5400,8.594339400592892,0,3,13600,9.517898598432753,1,6,6,1.9459101490553132,1,0,1,6,6,2,1,100600.0
4,5,8,1,10300,9.239996256883693,1,3,3000,8.006700845440367,0,4,7,2.0794415416798357,0,1,2,0,7,1,0,34300.0
5,13,6,0,8100,8.999742789830492,0,1,7600,8.936035096566041,1,5,4,1.6094379124341003,1,1,4,4,4,4,2,46100.0
0,12,11,5,8600,9.059633754551479,2,4,7900,8.974744612722734,1,4,7,2.0794415416798357,0,1,2,0,7,1,0,71800.0
5,11,1,4,6800,8.824824939175638,2,3,12300,9.417435838868785,0,1,4,1.6094379124341003,1,1,4,4,4,4,2,68300.0
0,2,6,5,12400,9.425532393502772,1,3,9800,9.19023970026918,2,0,5,1.791759469228055,0,2,0,5,5,5,2,71200.0
3,11,7,6,5900,8.682877107057168,2,6,5700,8.648396877031582,0,2,6,1.9459101490553132,1,0,1,6,6,2,1,45800.0
0,0,12,5,10700,9.278092474027002,2,4,13900,9.539716058977092,1,5,7,2.0794415416798357,0,1,2,0,7,1,0,121900.0
6,4,4,1,8600,9.059633754551479,2,4,2300,7.741099090035366,2,4,7,2.0794415416798357,0,1,2,0,7,1,0,27000.0
7,11,5,1,8900,9.093918908958932,2,3,8800,9.082620630373812,1,1,3,1.3862943611198906,0,0,3,3,3,1,0,44100.0
2,11,8,5,6100,8.716207971151853,1,3,2000,7.601402334583733,2,5,2,1.0986122886681098,1,2,2,2,2,2,2,12100.0
2,6,2,5,2900,7.972810784121404,2,2,4000,8.294299608857235,1,3,3,1.3862943611198906,0,0,3,3,3,1,0,18900.0
7,13,15,0,1900,7.550135342488429,1,3,3900,8.268988209506656,0,1,7,2.0794415416798357,0,1,2,0,7,1,0,33100.0
1,1,12,3,4100,8.31898612539206,2,5,10900,9.296609807128359,1,1,3,1.3862943611198906,0,0,3,3,3,1,0,47700.0
3,12,14,1,11400,9.34145634983372,0,4,10700,9.278092474027002,2,4,5,1.791759469228055,0,2,0,5,5,5,2,75600.0
6,9,10,4,8700,9.071193240566025,0,6,8200,9.012011377036412,1,3,5,1.791759469228055,0,2,0,5,5,5,2,57900.0
5,4,4,6,12400,9.425532393502772,1,3,6000,8.699681400989514,0,1,6,1.9459101490553132,1,0,1,6,6,2,1,54400.0
1,11,3,4,3800,8.24301946898925,2,6,12700,9.44943600950432,1,2,5,1.791759469228055,0,2,0,5,5,5,2,80000.0
0,12,14,6,10100,9.220389707829185,2,6,3100,8.03947991910045,1,6,7,2.0794415416798357,0,1,2,0,7,1,0,34900.0
0,0,5,1,13600,9.517898598432753,1,6,14000,9.546884034617925,2,0,3,1.3862943611198906,0,0,3,3,3,1,0,69600.0
4,2,12,2,14100,9.55400099583723,0,2,14000,9.546884034617925,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,56100.0
7,10,15,0,5200,8.556606193773073,1,6,7300,8.895766604056085,1,6,6,1.9459101490553132,1,0,1,6,6,2,0,56300.0
3,5,8,5,2900,7.972810784121404,2,2,14600,9.588845298501564,2,5,4,1.6094379124341003,1,1,4,4,4,4,2,75900.0
5,2,12,1,2200,7.696667081526462,1,2,13500,9.510519035757246,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,42700.0
6,15,0,4,3800,8.24301946898925,2,6,8500,9.04793908261736,1,2,6,1.9459101490553132,1,0,1,6,6,2,0,63300.0
0,14,10,3,3900,8.268988209506656,0,1,8800,9.082620630373812,1,1,2,1.0986122886681098,1,2,2,2,2,2,2,30300.0
2,3,1,6,5200,8.556606193773073,1,6,11100,9.314790473332646,0,5,6,1.9459101490553132,1,0,1,6,6,2,1,82900.0
4,0,5,4,2600,7.8636512654486515,2,3,12300,9.417435838868785,0,1,6,1.9459101490553132,1,0,1,6,6,2,1,88700.0
6,0,15,6,9200,9.127067452782361,2,2,8900,9.093918908958932,2,3,4,1.6094379124341003,1,1,4,4,4,4,2,53700.0
1,5,9,1,9700,9.179984251961283,1,5,8500,9.04793908261736,1,2,5,1.791759469228055,0,2,0,5,5,5,2,60700.0
3,1,1,0,6200,8.732465848349879,2,5,11000,9.305741456739435,2,3,5,1.791759469228055,0,2,0,5,5,5,2,72200.0
4,8,12,2,3400,8.131824785007195,1,5,10300,9.239996256883693,1,3,7,2.0794415416798357,0,1,2,0,7,1,0,85800.0
4,12,14,3,13900,9.539716058977092,1,5,6200,8.732465848349879,2,5,2,1.0986122886681098,1,2,2,2,2,2,2,32500.0
5,6,6,1,5700,8.648396877031582,0,2,8400,9.036106025364846,0,0,4,1.6094379124341003,1,1,4,4,4,4,2,47700.0
6,11,12,4,5700,8.648396877031582,0,2,2100,7.650168700845001,0,0,2,1.0986122886681098,1,2,2,2,2,2,2,12000.0
4,6,5,2,5900,8.682877107057168,2,6,14900,9.60918360377546,2,4,7,2.0794415416798357,0,1,2,0,7,1,0,125100.0
