slot_item,slot_price,slot_price_abs_log1p,slot_price_mod3,slot_price_mod7,slot_discount_percent,slot_discount_percent_abs_log1p,slot_discount_percent_is_even,slot_discount_percent_mod3,slot_discount_percent_mod7,slot_discount_percent_mod10,slot_currency_symbol,slot_store,gcd_all,n_multiple_pairs,y
2,3640,8.200013648175434,1,0,55,4.02535169073515,0,1,6,5,1,6,5,0,1638.0
7,3040,8.019941687677365,1,2,40,3.713572066704308,1,1,5,0,2,5,40,1,1824.0
6,3520,8.166500319155052,1,6,15,2.772588722239781,0,0,1,5,2,9,5,0,2992.0
1,4060,8.309184527686298,1,0,15,2.772588722239781,0,0,1,5,3,3,5,0,3451.0
0,2940,7.9865049385539955,0,0,55,4.02535169073515,0,1,6,5,1,3,5,0,1323.0
5,2920,7.979681302387741,1,1,25,3.258096538021482,0,1,4,5,0,7,5,0,2190.0
1,3220,8.0774471493312,1,0,55,4.02535169073515,0,1,6,5,0,4,5,0,1449.0
0,4420,8.394121193826242,1,3,75,4.330733340286331,0,0,5,5,2,8,5,0,1105.0
9,2780,7.930565854233965,2,1,5,1.791759469228055,0,2,5,5,0,7,5,1,2641.0
7,2460,7.8083230503910555,0,3,70,4.2626798770413155,1,1,0,0,0,7,10,0,738.0
9,800,6.68586094706836,2,2,75,4.330733340286331,0,0,5,5,0,2,25,0,200.0
4,860,6.7580945044277305,2,6,60,4.110873864173311,1,0,4,0,2,8,20,0,344.0
5,4760,8.46821300919452,2,0,40,3.713572066704308,1,1,5,0,1,2,40,1,2856.0
1,4820,8.480736654405622,2,4,90,4.51085950651685,1,0,6,0,2,0,10,0,482.0
9,4200,8.343077871169383,0,0,30,3.4339872044851463,1,0,2,0,2,10,30,1,2940.0
6,1260,7.13966033596492,0,0,10,2.3978952727983707,1,1,3,0,1,8,10,1,1134.0
4,3560,8.177796683277778,2,4,75,4.330733340286331,0,0,5,5,0,10,5,0,890.0
7,3920,8.27410200229233,2,0,45,3.828641396489095,0,0,3,5,2,7,5,0,2156.0
0,1700,7.438971592395862,2,6,10,2.3978952727983707,1,1,3,0,3,0,10,1,1530.0
2,1220,7.107425474110705,2,2,60,4.110873864173311,1,0,4,0,1,6,20,0,488.0
5,3880,8.263848131368906,1,2,80,4.394449154672439,1,2,3,0,0,10,40,0,776.0
7,4900,8.497194544909547,1,0,35,3.58351893845611,0,2,0,5,1,4,35,1,3185.0
0,1560,7.353081920515432,0,6,25,3.258096538021482,0,1,4,5,0,8,5,0,1170.0
7,580,6.364750756851911,1,6,20,3.044522437723423,1,2,6,0,3,9,20,1,464.0
2,3760,8.232440158470336,1,1,5,1.791759469228055,0,2,5,5,3,4,5,1,3572.0
6,1620,7.390798521735676,0,3,70,4.2626798770413155,1,1,0,0,2,4,10,0,486.0
9,2180,7.687538766201629,2,3,35,3.58351893845611,0,2,0,5,1,9,5,0,1417.0
5,3440,8.14351740579748,2,3,75,4.330733340286331,0,0,5,5,0,1,5,0,860.0
3,760,6.634633357861686,1,4,55,4.02535169073515,0,1,6,5,3,0,5,0,342.0
9,2140,7.669028288589683,1,5,85,4.454347296253507,0,1,1,5,1,7,5,0,321.0
2,3960,8.284251797621916,0,5,15,2.772588722239781,0,0,1,5,3,10,15,1,3366.0
4,280,5.638354669333745,1,0,80,4.394449154672439,1,2,3,0,2,9,40,0,56.0
9,4460,8.403128235128264,2,1,65,4.189654742026425,0,2,2,5,2,2,5,0,1561.0
3,1940,7.57095858316901,2,1,40,3.713572066704308,1,1,5,0,2,1,20,0,1164.0
3,760,6.634633357861686,1,4,40,3.713572066704308,1,1,5,0,2,0,40,1,456.0
0,1840,7.518064181233078,1,6,15,2.772588722239781,0,0,1,5,0,9,5,0,1564.0
8,260,5.564520407322694,2,1,25,3.258096538021482,0,1,4,5,0,9,5,0,195.0
2,1280,7.155396301896734,2,6,70,4.2626798770413155,1,1,0,0,1,3,10,0,384.0
6,300,5.707110264748875,0,6,70,4.2626798770413155,1,1,0,0,1,8,10,0,90.0
4,4440,8.398634855292102,0,2,70,4.2626798770413155,1,1,0,0,3,5,10,0,1332.0
2,3000,8.006700845440367,0,4,40,3.713572066704308,1,1,5,0,1,0,40,1,1800.0
8,5000,8.517393171418904,2,2,5,1.791759469228055,0,2,5,5,1,5,5,1,4750.0
4,580,6.364750756851911,1,6,65,4.189654742026425,0,2,2,5,3,6,5,0,203.0
3,4600,8.434028950155469,1,1,90,4.51085950651685,1,0,6,0,3,10,10,0,460.0
1,3380,8.125926802707886,2,6,5,1.791759469228055,0,2,5,5,0,7,5,1,3211.0
9,4760,8.46821300919452,2,0,55,4.02535169073515,0,1,6,5,2,0,5,0,2142.0
1,2380,7.7752758464868625,1,0,5,1.791759469228055,0,2,5,5,2,4,5,1,2261.0
2,2800,7.937731775260109,1,0,35,3.58351893845611,0,2,0,5,3,0,35,1,1820.0
2,3740,8.227108234348146,2,2,40,3.713572066704308,1,1,5,0,0,10,20,0,2244.0
3,1280,7.155396301896734,2,6,5,1.791759469228055,0,2,5,5,2,10,5,1,1216.0
2,4600,8.434028950155469,1,1,75,4.330733340286331,0,0,5,5,0,8,25,0,1150.0
2,2860,7.95892649305011,1,4,70,4.2626798770413155,1,1,0,0,2,2,10,0,858.0
7,1860,7.528869256642251,0,5,45,3.828641396489095,0,0,3,5,0,0,15,0,1023.0
5,2480,7.816416983691801,2,2,45,3.828641396489095,0,0,3,5,1,9,5,0,1364.0
6,520,6.255750041753367,1,2,80,4.394449154672439,1,2,3,0,0,7,40,0,104.0
7,2340,7.75833346749091,0,2,40,3.713572066704308,1,1,5,0,3,2,20,0,1404.0
9,1140,7.039660349862076,0,6,75,4.330733340286331,0,0,5,5,0,10,15,0,285.0
5,260,5.564520407322694,2,1,90,4.51085950651685,1,0,6,0,2,9,10,0,26.0
9,3040,8.019941687677365,1,2,60,4.110873864173311,1,0,4,0,3,3,20,0,1216.0
0,900,6.803505257608338,0,4,20,3.044522437723423,1,2,6,0,0,8,20,1,720.0
7,1260,7.13966033596492,0,0,55,4.02535169073515,0,1,6,5,1,0,5,0,567.0
6,4840,8.484876589939695,1,3,25,3.258096538021482,0,1,4,5,0,10,5,0,3630.0
5,340,5.831882477283517,1,4,10,2.3978952727983707,1,1,3,0,0,0,10,1,306.0
8,2980,8.000014093678072,1,5,40,3.713572066704308,1,1,5,0,2,4,20,0,1788.0
7,1320,7.186144304522325,0,4,75,4.330733340286331,0,0,5,5,0,7,15,0,330.0
5,860,6.7580945044277305,2,6,85,4.454347296253507,0,1,1,5,3,4,5,0,129.0
7,2960,7.993282328101591,2,6,20,3.044522437723423,1,2,6,0,2,1,20,1,2368.0
2,920,6.825460036255307,2,3,40,3.713572066704308,1,1,5,0,3,8,40,1,552.0
3,3660,8.205491613120236,0,6,25,3.258096538021482,0,1,4,5,3,5,5,0,2745.0
4,2200,7.696667081526462,1,2,15,2.772588722239781,0,0,1,5,3,5,5,0,1870.0
5,2480,7.816416983691801,2,2,80,4.394449154672439,1,2,3,0,3,7,80,1,496.0
5,1420,7.259116128097101,1,6,30,3.4339872044851463,1,0,2,0,0,0,10,0,994.0
4,1180,7.074116816197362,1,4,5,1.791759469228055,0,2,5,5,3,2,5,1,1121.0
5,2280,7.732369222284388,0,5,20,3.044522437723423,1,2,6,0,1,9,20,1,1824.0
7,4660,8.446985296372741,1,5,30,3.4339872044851463,1,0,2,0,1,8,10,0,3262.0
0,3100,8.03947991910045,1,6,45,3.828641396489095,0,0,3,5,1,10,5,0,1705.0
7,3540,8.172164452111904,0,5,75,4.330733340286331,0,0,5,5,2,5,15,0,885.0
3,3600,8.188966863648876,0,2,30,3.4339872044851463,1,0,2,0,2,2,30,1,2520.0
1,4240,8.352554369474591,1,5,65,4.189654742026425,0,2,2,5,1,8,5,0,1484.0
3,3060,8.026496938945412,0,1,35,3.58351893845611,0,2,0,5,1,7,5,0,1989.0
5,1580,7.365812837209472,2,5,65,4.189654742026425,0,2,2,5,3,4,5,0,553.0
9,2260,7.72356247227797,1,6,75,4.330733340286331,0,0,5,5,2,6,5,0,565.0
8,4960,8.509362612301048,1,4,15,2.772588722239781,0,0,1,5,1,3,5,0,4216.0
4,2780,7.930565854233965,2,1,15,2.772588722239781,0,0,1,5,0,1,5,0,2363.0
5,4120,8.323851131338817,1,4,75,4.330733340286331,0,0,5,5,3,1,5,0,1030.0
0,3640,8.200013648175434,1,0,55,4.02535169073515,0,1,6,5,2,7,5,0,1638.0
2,3060,8.026496938945412,0,1,50,3.9318256327243257,1,2,1,0,0,3,10,0,1530.0
6,2160,7.6783263565068856,0,4,55,4.02535169073515,0,1,6,5,1,6,5,0,972.0
3,1200,7.0909098220799835,0,3,40,3.713572066704308,1,1,5,0,2,6,40,1,720.0
6,2680,7.893945138235959,1,6,10,2.3978952727983707,1,1,3,0,3,4,10,1,2412.0
5,540,6.293419278846481,0,1,15,2.772588722239781,0,0,1,5,1,8,15,1,459.0
6,4100,8.31898612539206,2,5,90,4.51085950651685,1,0,6,0,0,4,10,0,410.0
0,2140,7.669028288589683,1,5,70,4.2626798770413155,1,1,0,0,2,3,10,0,642.0
8,4140,8.328692583545568,0,3,85,4.454347296253507,0,1,1,5,1,2,5,0,621.0
5,4220,8.347827345782498,2,6,50,3.9318256327243257,1,2,1,0,2,3,10,0,2110.0
1,3600,8.188966863648876,0,2,50,3.9318256327243257,1,2,1,0,2,3,50,1,1800.0
8,2160,7.6783263565068856,0,4,60,4.110873864173311,1,0,4,0,0,1,60,1,864.0
7,2120,7.659642954564682,2,6,15,2.772588722239781,0,0,1,5,2,5,5,0,1802.0
3,4580,8.429672593886743,2,2,45,3.828641396489095,0,0,3,5,2,8,5,0,2519.0
7,1600,7.3783837129967145,1,4,25,3.258096538021482,0,1,4,5,0,7,25,1,1200.0
3,680,6.523562306149512,2,1,90,4.51085950651685,1,0,6,0,2,10,10,0,68.0
3,3840,8.253488028345904,0,4,25,3.258096538021482,0,1,4,5,3,4,5,0,2880.0
2,560,6.329720905522696,2,0,15,2.772588722239781,0,0,1,5,3,5,5,0,476.0
7,1900,7.550135342488429,1,3,35,3.58351893845611,0,2,0,5,3,1,5,0,1235.0
8,1220,7.107425474110705,2,2,65,4.189654742026425,0,2,2,5,2,1,5,0,427.0
9,2840,7.951911381854188,2,5,65,4.189654742026425,0,2,2,5,0,10,5,0,994.0
0,2460,7.8083230503910555,0,3,85,4.454347296253507,0,1,1,5,3,7,5,0,369.0
5,3040,8.019941687677365,1,2,30,3.4339872044851463,1,0,2,0,1,9,10,0,2128.0
6,4320,8.371242135931933,0,1,70,4.2626798770413155,1,1,0,0,0,9,10,0,1296.0
7,4480,8.407601514786142,1,0,35,3.58351893845611,0,2,0,5,2,0,35,1,2912.0
9,3020,8.013343181386672,2,3,25,3.258096538021482,0,1,4,5,1,3,5,0,2265.0
4,1440,7.273092595999522,0,5,50,3.9318256327243257,1,2,1,0,2,3,10,0,720.0
3,480,6.175867270105761,0,4,40,3.713572066704308,1,1,5,0,3,1,40,1,288.0
2,3340,8.114025442356757,1,1,20,3.044522437723423,1,2,6,0,0,2,20,1,2672.0
3,1440,7.273092595999522,0,5,50,3.9318256327243257,1,2,1,0,1,5,10,0,720.0
0,4180,8.338305731356565,1,1,30,3.4339872044851463,1,0,2,0,1,4,10,0,2926.0
4,3920,8.27410200229233,2,0,20,3.044522437723423,1,2,6,0,3,0,20,1,3136.0
4,360,5.8888779583328805,0,3,10,2.3978952727983707,1,1,3,0,3,8,10,1,324.0
2,1760,7.473637108496206,2,3,65,4.189654742026425,0,2,2,5,2,7,5,0,616.0
5,4380,8.385032287813898,0,5,80,4.394449154672439,1,2,3,0,0,10,20,0,876.0
9,2000,7.601402334583733,2,5,20,3.044522437723423,1,2,6,0,1,5,20,1,1600.0
2,1040,6.947937068614969,2,4,85,4.454347296253507,0,1,1,5,3,6,5,0,156.0
7,1980,7.591357046698551,0,6,25,3.258096538021482,0,1,4,5,0,2,5,0,1485.0
2,4640,8.442685139241176,2,6,35,3.58351893845611,0,2,0,5,0,6,5,0,3016.0
5,1240,7.123672785204607,1,1,35,3.58351893845611,0,2,0,5,0,2,5,0,806.0
7,4600,8.434028950155469,1,1,40,3.713572066704308,1,1,5,0,1,4,40,1,2760.0
1,4440,8.398634855292102,0,2,20,3.044522437723423,1,2,6,0,1,1,20,1,3552.0
0,4600,8.434028950155469,1,1,70,4.2626798770413155,1,1,0,0,3,0,10,0,1380.0
2,260,5.564520407322694,2,1,20,3.044522437723423,1,2,6,0,0,5,20,1,208.0
4,3740,8.227108234348146,2,2,5,1.791759469228055,0,2,5,5,1,8,5,1,3553.0
6,1420,7.259116128097101,1,6,40,3.713572066704308,1,1,5,0,0,10,20,0,852.0
2,280,5.638354669333745,1,0,70,4.2626798770413155,1,1,0,0,0,0,70,1,84.0
4,400,5.993961427306569,1,1,5,1.791759469228055,0,2,5,5,1,2,5,1,380.0
6,3840,8.253488028345904,0,4,75,4.330733340286331,0,0,5,5,3,9,15,0,960.0
6,4760,8.46821300919452,2,0,30,3.4339872044851463,1,0,2,0,0,4,10,0,3332.0
7,4980,8.513385953073284,0,3,45,3.828641396489095,0,0,3,5,3,6,15,0,2739.0
6,4300,8.366602832783736,1,2,60,4.110873864173311,1,0,4,0,2,10,20,0,1720.0
5,1900,7.550135342488429,1,3,15,2.772588722239781,0,0,1,5,3,1,5,0,1615.0
1,1840,7.518064181233078,1,6,90,4.51085950651685,1,0,6,0,3,2,10,0,184.0
1,3180,8.064950891749143,0,2,25,3.258096538021482,0,1,4,5,1,1,5,0,2385.0
5,1280,7.155396301896734,2,6,65,4.189654742026425,0,2,2,5,1,5,5,0,448.0
1,660,6.493753839851686,0,2,85,4.454347296253507,0,1,1,5,2,0,5,0,99.0
0,1020,6.928537818164665,0,5,70,4.2626798770413155,1,1,0,0,1,8,10,0,306.0
9,2140,7.669028288589683,1,5,65,4.189654742026425,0,2,2,5,0,8,5,0,749.0
9,2700,7.901377353792616,0,5,10,2.3978952727983707,1,1,3,0,3,8,10,1,2430.0
1,560,6.329720905522696,2,0,15,2.772588722239781,0,0,1,5,0,7,5,0,476.0
9,3680,8.210939733379021,2,5,85,4.454347296253507,0,1,1,5,0,6,5,0,552.0
5,540,6.293419278846481,0,1,65,4.189654742026425,0,2,2,5,0,2,5,0,189.0
4,2000,7.601402334583733,2,5,50,3.9318256327243257,1,2,1,0,1,3,50,1,1000.0
5,4200,8.343077871169383,0,0,35,3.58351893845611,0,2,0,5,1,0,35,1,2730.0
1,2520,7.83241092718792,0,0,85,4.454347296253507,0,1,1,5,0,0,5,0,378.0
6,4460,8.403128235128264,2,1,55,4.02535169073515,0,1,6,5,1,6,5,0,2007.0
2,1300,7.170888478512505,1,5,35,3.58351893845611,0,2,0,5,3,10,5,0,845.0
9,3220,8.0774471493312,1,0,25,3.258096538021482,0,1,4,5,0,9,5,0,2415.0
8,2800,7.937731775260109,1,0,55,4.02535169073515,0,1,6,5,0,4,5,0,1260.0
3,1660,7.415175109613295,1,1,35,3.58351893845611,0,2,0,5,0,10,5,0,1079.0
4,4140,8.328692583545568,0,3,90,4.51085950651685,1,0,6,0,0,0,90,1,414.0
1,3420,8.137688184977605,0,4,30,3.4339872044851463,1,0,2,0,0,2,30,1,2394.0
2,2940,7.9865049385539955,0,0,70,4.2626798770413155,1,1,0,0,2,4,70,1,882.0
7,640,6.46302945692067,1,3,25,3.258096538021482,0,1,4,5,1,5,5,0,480.0
6,2580,7.855932199718614,0,4,55,4.02535169073515,0,1,6,5,1,0,5,0,1161.0
9,4380,8.385032287813898,0,5,30,3.4339872044851463,1,0,2,0,3,10,30,1,3066.0
9,2000,7.601402334583733,2,5,60,4.110873864173311,1,0,4,0,3,9,20,0,800.0
0,2780,7.930565854233965,2,1,15,2.772588722239781,0,0,1,5,2,8,5,0,2363.0
3,2420,7.791935956938058,2,5,85,4.454347296253507,0,1,1,5,1,4,5,0,363.0
1,4340,8.375860015299594,2,0,10,2.3978952727983707,1,1,3,0,2,0,10,1,3906.0
3,3840,8.253488028345904,0,4,35,3.58351893845611,0,2,0,5,2,7,5,0,2496.0
9,3880,8.263848131368906,1,2,30,3.4339872044851463,1,0,2,0,1,1,10,0,2716.0
2,2920,7.979681302387741,1,1,45,3.828641396489095,0,0,3,5,2,3,5,0,1606.0
9,2640,7.878912912297133,0,1,70,4.2626798770413155,1,1,0,0,0,4,10,0,792.0
1,4560,8.4252971767117,0,3,70,4.2626798770413155,1,1,0,0,0,2,10,0,1368.0
9,4100,8.31898612539206,2,5,75,4.330733340286331,0,0,5,5,1,10,25,0,1025.0
2,4260,8.357259153499912,0,4,40,3.713572066704308,1,1,5,0,1,8,20,0,2556.0
4,2480,7.816416983691801,2,2,10,2.3978952727983707,1,1,3,0,2,0,10,1,2232.0
0,4520,8.416488487294606,2,5,60,4.110873864173311,1,0,4,0,3,1,20,0,1808.0
6,4140,8.328692583545568,0,3,25,3.258096538021482,0,1,4,5,3,2,5,0,3105.0
6,3040,8.019941687677365,1,2,90,4.51085950651685,1,0,6,0,3,10,10,0,304.0
0,2660,7.886457270977689,2,0,20,3.044522437723423,1,2,6,0,2,2,20,1,2128.0
6,4300,8.366602832783736,1,2,10,2.3978952727983707,1,1,3,0,1,6,10,1,3870.0
5,4640,8.442685139241176,2,6,35,3.58351893845611,0,2,0,5,0,6,5,0,3016.0
5,680,6.523562306149512,2,1,75,4.330733340286331,0,0,5,5,0,3,5,0,170.0
0,2080,7.640603826393634,1,1,5,1.791759469228055,0,2,5,5,1,8,5,1,1976.0
7,4280,8.361941906144946,2,3,20,3.044522437723423,1,2,6,0,3,0,20,1,3424.0
2,1500,7.313886831633462,0,2,40,3.713572066704308,1,1,5,0,0,6,20,0,900.0
6,2600,7.8636512654486515,2,3,55,4.02535169073515,0,1,6,5,0,2,5,0,1170.0
4,4200,8.343077871169383,0,0,75,4.330733340286331,0,0,5,5,2,10,75,1,1050.0
8,1980,7.591357046698551,0,6,10,2.3978952727983707,1,1,3,0,0,3,10,1,1782.0
0,2080,7.640603826393634,1,1,55,4.02535169073515,0,1,6,5,3,10,5,0,936.0
1,3860,8.258681496264236,2,3,30,3.4339872044851463,1,0,2,0,0,8,10,0,2702.0
4,380,5.942799375126701,2,2,60,4.110873864173311,1,0,4,0,1,4,20,0,152.0
7,360,5.8888779583328805,0,3,65,4.189654742026425,0,2,2,5,3,8,5,0,126.0
1,920,6.825460036255307,2,3,35,3.58351893845611,0,2,0,5,2,7,5,0,598.0
9,440,6.089044875446846,2,6,55,4.02535169073515,0,1,6,5,3,3,55,1,198.0
5,4520,8.416488487294606,2,5,80,4.394449154672439,1,2,3,0,0,4,40,0,904.0
0,1860,7.528869256642251,0,5,55,4.02535169073515,0,1,6,5,3,1,5,0,837.0
3,4680,8.45126704130007,0,4,45,3.828641396489095,0,0,3,5,1,9,45,1,2574.0
1,2100,7.650168700845001,0,0,40,3.713572066704308,1,1,5,0,2,9,20,0,1260.0
0,640,6.46302945692067,1,3,10,2.3978952727983707,1,1,3,0,0,2,10,1,576.0
1,1460,7.2868764117507,2,4,30,3.4339872044851463,1,0,2,0,1,5,10,0,1022.0
9,1480,7.300472814267799,1,3,55,4.02535169073515,0,1,6,5,3,9,5,0,666.0
6,2280,7.732369222284388,0,5,80,4.394449154672439,1,2,3,0,3,2,40,0,456.0
2,2760,7.923348211930154,0,2,40,3.713572066704308,1,1,5,0,1,3,40,1,1656.0
4,2740,7.916078096302786,1,3,55,4.02535169073515,0,1,6,5,2,5,5,0,1233.0
2,4600,8.434028950155469,1,1,75,4.330733340286331,0,0,5,5,2,8,25,0,1150.0
1,4020,8.299285906897275,0,2,40,3.713572066704308,1,1,5,0,3,8,20,0,2412.0
4,680,6.523562306149512,2,1,35,3.58351893845611,0,2,0,5,1,9,5,0,442.0
2,320,5.771441123130016,2,5,15,2.772588722239781,0,0,1,5,3,2,5,0,272.0
7,2440,7.80016307039296,1,4,90,4.51085950651685,1,0,6,0,3,5,10,0,244.0
3,2260,7.72356247227797,1,6,75,4.330733340286331,0,0,5,5,0,4,5,0,565.0
2,4960,8.509362612301048,1,4,65,4.189654742026425,0,2,2,5,0,6,5,0,1736.0
8,3100,8.03947991910045,1,6,50,3.9318256327243257,1,2,1,0,3,2,50,1,1550.0
9,2000,7.601402334583733,2,5,90,4.51085950651685,1,0,6,0,1,8,10,0,200.0
1,3720,8.221747728346623,0,3,30,3.4339872044851463,1,0,2,0,3,3,30,1,2604.0
5,1320,7.186144304522325,0,4,45,3.828641396489095,0,0,3,5,1,10,15,0,726.0
9,4180,8.338305731356565,1,1,10,2.3978952727983707,1,1,3,0,0,4,10,1,3762.0
0,1440,7.273092595999522,0,5,45,3.828641396489095,0,0,3,5,0,9,45,1,792.0
2,3560,8.177796683277778,2,4,15,2.772588722239781,0,0,1,5,1,2,5,0,3026.0
4,2020,7.611347717403621,1,4,35,3.58351893845611,0,2,0,5,0,1,5,0,1313.0
0,1280,7.155396301896734,2,6,60,4.110873864173311,1,0,4,0,1,3,20,0,512.0
5,4260,8.357259153499912,0,4,70,4.2626798770413155,1,1,0,0,2,3,10,0,1278.0
8,1560,7.353081920515432,0,6,20,3.044522437723423,1,2,6,0,3,0,20,1,1248.0
9,4400,8.38958706681109,2,4,30,3.4339872044851463,1,0,2,0,1,1,10,0,3080.0
9,2900,7.972810784121404,2,2,75,4.330733340286331,0,0,5,5,3,9,25,0,725.0
1,1040,6.947937068614969,2,4,20,3.044522437723423,1,2,6,0,2,6,20,1,832.0
0,1680,7.427144133408616,0,0,80,4.394449154672439,1,2,3,0,0,8,80,1,336.0
8,1720,7.450660796211539,1,5,40,3.713572066704308,1,1,5,0,1,7,40,1,1032.0
6,700,6.55250788703459,1,0,85,4.454347296253507,0,1,1,5,3,5,5,0,105.0
8,4240,8.352554369474591,1,5,85,4.454347296253507,0,1,1,5,0,9,5,0,636.0
4,2940,7.9865049385539955,0,0,25,3.258096538021482,0,1,4,5,3,6,5,0,2205.0
4,4680,8.45126704130007,0,4,15,2.772588722239781,0,0,1,5,3,0,15,1,3978.0
4,3340,8.114025442356757,1,1,65,4.189654742026425,0,2,2,5,3,9,5,0,1169.0
8,4420,8.394121193826242,1,3,75,4.330733340286331,0,0,5,5,3,8,5,0,1105.0
4,660,6.493753839851686,0,2,20,3.044522437723423,1,2,6,0,0,7,20,1,528.0
5,1520,7.327123292259293,2,1,50,3.9318256327243257,1,2,1,0,0,0,10,0,760.0
3,2260,7.72356247227797,1,6,55,4.02535169073515,0,1,6,5,2,10,5,0,1017.0
4,1100,7.00397413672268,2,1,80,4.394449154672439,1,2,3,0,2,10,20,0,220.0
2,320,5.771441123130016,2,5,20,3.044522437723423,1,2,6,0,1,3,20,1,256.0
2,3740,8.227108234348146,2,2,65,4.189654742026425,0,2,2,5,2,3,5,0,1309.0
9,3380,8.125926802707886,2,6,55,4.02535169073515,0,1,6,5,2,1,5,0,1521.0
4,4060,8.309184527686298,1,0,65,4.189654742026425,0,2,2,5,2,2,5,0,1421.0
2,4580,8.429672593886743,2,2,90,4.51085950651685,1,0,6,0,2,1,10,0,458.0
9,2000,7.601402334583733,2,5,85,4.454347296253507,0,1,1,5,1,5,5,0,300.0
5,2820,7.944846711001996,0,6,30,3.4339872044851463,1,0,2,0,1,5,30,1,1974.0
9,2840,7.951911381854188,2,5,50,3.9318256327243257,1,2,1,0,3,6,10,0,1420.0
2,2100,7.650168700845001,0,0,90,4.51085950651685,1,0,6,0,1,5,30,0,210.0
7,2640,7.878912912297133,0,1,20,3.044522437723423,1,2,6,0,0,3,20,1,2112.0
2,2840,7.951911381854188,2,5,50,3.9318256327243257,1,2,1,0,0,6,10,0,1420.0
0,1720,7.450660796211539,1,5,80,4.394449154672439,1,2,3,0,2,10,40,0,344.0
8,4760,8.46821300919452,2,0,25,3.258096538021482,0,1,4,5,0,10,5,0,3570.0
5,3940,8.279189777195004,1,6,75,4.330733340286331,0,0,5,5,3,4,5,0,985.0
8,2840,7.951911381854188,2,5,85,4.454347296253507,0,1,1,5,3,0,5,0,426.0
6,1280,7.155396301896734,2,6,55,4.02535169073515,0,1,6,5,3,9,5,0,576.0
6,2120,7.659642954564682,2,6,85,4.454347296253507,0,1,1,5,0,9,5,0,318.0
7,3320,8.108021221376747,2,2,75,4.330733340286331,0,0,5,5,0,8,5,0,830.0
9,4640,8.442685139241176,2,6,65,4.189654742026425,0,2,2,5,1,7,5,0,1624.0
0,2860,7.95892649305011,1,4,90,4.51085950651685,1,0,6,0,0,4,10,0,286.0
1,4160,8.333510708982942,2,2,80,4.394449154672439,1,2,3,0,2,10,80,1,832.0
5,1580,7.365812837209472,2,5,60,4.110873864173311,1,0,4,0,3,4,20,0,632.0
0,3540,8.172164452111904,0,5,30,3.4339872044851463,1,0,2,0,0,9,30,1,2478.0
7,3440,8.14351740579748,2,3,50,3.9318256327243257,1,2,1,0,3,1,10,0,1720.0
5,1860,7.528869256642251,0,5,5,1.791759469228055,0,2,5,5,1,4,5,1,1767.0
2,4960,8.509362612301048,1,4,90,4.51085950651685,1,0,6,0,1,9,10,0,496.0
4,1580,7.365812837209472,2,5,80,4.394449154672439,1,2,3,0,0,10,20,0,316.0
8,1560,7.353081920515432,0,6,70,4.2626798770413155,1,1,0,0,1,7,10,0,468.0
6,360,5.8888779583328805,0,3,80,4.394449154672439,1,2,3,0,2,4,40,0,72.0
6,1700,7.438971592395862,2,6,85,4.454347296253507,0,1,1,5,0,8,85,1,255.0
7,4780,8.472405008626103,1,6,20,3.044522437723423,1,2,6,0,0,1,20,1,3824.0
8,2660,7.886457270977689,2,0,25,3.258096538021482,0,1,4,5,1,4,5,0,1995.0
6,3860,8.258681496264236,2,3,55,4.02535169073515,0,1,6,5,1,6,5,0,1737.0
8,3920,8.27410200229233,2,0,30,3.4339872044851463,1,0,2,0,3,6,10,0,2744.0
5,1880,7.53955882930103,2,4,30,3.4339872044851463,1,0,2,0,0,9,10,0,1316.0
0,1840,7.518064181233078,1,6,45,3.828641396489095,0,0,3,5,3,7,5,0,1012.0
5,4860,8.488999457045455,0,2,10,2.3978952727983707,1,1,3,0,3,2,10,1,4374.0
0,3560,8.177796683277778,2,4,20,3.044522437723423,1,2,6,0,1,1,20,1,2848.0
7,3820,8.2482674474469,1,5,75,4.330733340286331,0,0,5,5,2,8,5,0,955.0
1,4620,8.438366410870266,0,0,25,3.258096538021482,0,1,4,5,2,6,5,0,3465.0
4,2700,7.901377353792616,0,5,85,4.454347296253507,0,1,1,5,0,3,5,0,405.0
9,2820,7.944846711001996,0,6,15,2.772588722239781,0,0,1,5,0,9,15,1,2397.0
7,3720,8.221747728346623,0,3,80,4.394449154672439,1,2,3,0,2,0,40,0,744.0
5,3640,8.200013648175434,1,0,30,3.4339872044851463,1,0,2,0,2,0,10,0,2548.0
1,2280,7.732369222284388,0,5,65,4.189654742026425,0,2,2,5,2,9,5,0,798.0
1,2560,7.848153086199526,1,5,40,3.713572066704308,1,1,5,0,3,0,40,1,1536.0
0,4340,8.375860015299594,2,0,70,4.2626798770413155,1,1,0,0,2,3,70,1,1302.0
4,820,6.710523109452428,1,1,90,4.51085950651685,1,0,6,0,3,4,10,0,82.0
0,1380,7.2305631534092925,0,1,85,4.454347296253507,0,1,1,5,0,7,5,0,207.0
5,1120,7.02197642307216,1,0,50,3.9318256327243257,1,2,1,0,3,0,10,0,560.0
5,1680,7.427144133408616,0,0,15,2.772588722239781,0,0,1,5,3,4,15,1,1428.0
7,1520,7.327123292259293,2,1,40,3.713572066704308,1,1,5,0,1,6,40,1,912.0
2,4300,8.366602832783736,1,2,5,1.791759469228055,0,2,5,5,0,2,5,1,4085.0
1,920,6.825460036255307,2,3,15,2.772588722239781,0,0,1,5,0,6,5,0,782.0
