slot_person_name,slot_item1,slot_item2,slot_item3,slot_min1,slot_min1_abs_log1p,slot_min1_is_even,slot_min1_mod3,slot_min1_mod7,slot_min1_mod10,slot_min2,slot_min2_abs_log1p,slot_min2_is_even,slot_min2_mod3,slot_min2_mod7,slot_min2_mod10,slot_min3,slot_min3_abs_log1p,slot_min3_is_even,slot_min3_mod3,slot_min3_mod7,slot_min3_mod10,slot_extra_percent,slot_extra_percent_abs_log1p,slot_extra_percent_is_even,slot_extra_percent_mod3,slot_extra_percent_mod7,slot_extra_percent_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
2,4,6,4,430,6.066108090103747,1,1,3,0,590,6.3818160174060985,1,2,2,0,2680,7.893945138235959,1,1,6,0,25,3.258096538021482,0,1,4,5,0,5,0,55500.0
6,0,2,5,1605,7.381501894506707,0,0,2,5,895,6.79794041297493,0,1,6,5,325,5.786897381366708,0,1,3,5,100,4.61512051684126,1,1,2,0,2,5,0,67800.0
11,6,5,3,685,6.530877627725885,0,1,6,5,880,6.78105762593618,1,1,5,0,1360,7.215975002651466,1,1,2,0,175,5.170483995038151,0,1,0,5,1,5,0,96525.0
11,7,7,7,1585,7.368970402194793,0,1,3,5,375,5.929589143389895,0,0,4,5,990,6.898714534329988,1,0,3,0,125,4.836281906951478,0,2,6,5,0,5,1,79650.0
10,3,2,0,1535,7.336936913707618,0,2,2,5,1430,7.266128779556451,1,2,2,0,385,5.955837369464831,0,1,0,5,75,4.330733340286331,0,0,5,5,2,5,0,70350.0
5,0,4,6,175,5.170483995038151,0,1,0,5,1840,7.518064181233078,1,1,6,0,1610,7.384610383176974,1,2,0,0,75,4.330733340286331,0,0,5,5,2,5,0,76125.0
12,7,6,7,1950,7.576097340623111,1,0,4,0,1580,7.365812837209472,1,2,5,0,620,6.431331081933479,1,2,4,0,150,5.017279836814924,1,0,3,0,2,10,1,124500.0
12,6,0,3,1190,7.0825485693553,1,2,0,0,1820,7.507141079727608,1,2,0,0,965,6.873163834212518,0,2,6,5,25,3.258096538021482,0,1,4,5,0,5,0,59625.0
9,4,2,1,560,6.329720905522696,1,2,0,0,1265,7.143617602704121,0,2,5,5,2975,7.998335395952982,0,2,0,5,25,3.258096538021482,0,1,4,5,0,5,1,72000.0
14,2,6,5,815,6.704414354964107,0,2,3,5,1840,7.518064181233078,1,1,6,0,1520,7.327123292259293,1,2,1,0,175,5.170483995038151,0,1,0,5,1,5,0,137775.0
0,0,7,6,1680,7.427144133408616,1,0,0,0,520,6.255750041753367,1,1,2,0,1625,7.3938782901077555,0,2,1,5,150,5.017279836814924,1,0,3,0,0,5,0,114750.0
11,7,5,0,860,6.7580945044277305,1,2,6,0,1280,7.155396301896734,1,2,6,0,735,6.601230118728877,0,0,0,5,100,4.61512051684126,1,1,2,0,2,5,0,69000.0
0,4,5,6,1795,7.493317248862145,0,1,3,5,285,5.655991810819852,0,0,5,5,1770,7.479299637782834,1,0,6,0,125,4.836281906951478,0,2,6,5,3,5,0,103950.0
0,0,0,1,185,5.225746673713202,0,2,3,5,315,5.755742213586912,0,0,0,5,1375,7.226936018493289,0,1,3,5,175,5.170483995038151,0,1,0,5,0,5,0,61875.0
1,1,0,7,1625,7.3938782901077555,0,2,1,5,125,4.836281906951478,0,2,6,5,75,4.330733340286331,0,0,5,5,150,5.017279836814924,1,0,3,0,3,25,2,54750.0
10,4,2,2,85,4.454347296253507,0,1,1,5,1130,7.030857476116121,1,2,3,0,985,6.893656354602635,0,1,5,5,125,4.836281906951478,0,2,6,5,0,5,0,59400.0
11,3,3,2,1660,7.415175109613295,1,1,1,0,655,6.486160788944089,0,1,4,5,1010,6.918695219020472,1,2,2,0,25,3.258096538021482,0,1,4,5,1,5,0,49875.0
14,2,5,2,1025,6.933423025730715,0,2,3,5,1030,6.93828448401696,1,1,1,0,95,4.564348191467836,0,2,4,5,150,5.017279836814924,1,0,3,0,2,5,0,64500.0
10,6,0,3,1600,7.3783837129967145,1,1,4,0,1960,7.581209826196346,1,1,0,0,1215,7.103322062526113,0,0,4,5,25,3.258096538021482,0,1,4,5,3,5,1,71625.0
12,4,2,7,1675,7.424165281042028,0,1,2,5,110,4.709530201312334,1,2,5,0,2340,7.75833346749091,1,0,2,0,100,4.61512051684126,1,1,2,0,2,5,0,99000.0
4,1,3,3,800,6.68586094706836,1,2,2,0,450,6.111467339502679,1,0,2,0,1675,7.424165281042028,0,1,2,5,125,4.836281906951478,0,2,6,5,2,25,0,78975.0
9,2,7,4,145,4.983606621708336,0,1,5,5,850,6.7464121285733745,1,1,3,0,880,6.78105762593618,1,1,5,0,25,3.258096538021482,0,1,4,5,3,5,1,28125.0
2,1,1,7,1455,7.283448228756631,0,0,6,5,1700,7.438971592395862,1,2,6,0,1770,7.479299637782834,1,0,6,0,25,3.258096538021482,0,1,4,5,1,5,1,73875.0
7,7,4,2,1860,7.528869256642251,1,0,5,0,1140,7.039660349862076,1,0,6,0,1550,7.346655163176539,1,2,3,0,25,3.258096538021482,0,1,4,5,3,5,1,68250.0
3,7,7,0,1925,7.563200592358071,0,2,0,5,590,6.3818160174060985,1,2,2,0,285,5.655991810819852,0,0,5,5,75,4.330733340286331,0,0,5,5,1,5,0,58800.0
6,6,1,4,1185,7.078341579557671,0,0,2,5,605,6.406879986069314,0,2,3,5,310,5.739792912179234,1,1,2,0,25,3.258096538021482,0,1,4,5,0,5,0,31500.0
12,5,1,4,435,6.077642243349034,0,0,1,5,885,6.786716950605081,0,0,3,5,1105,7.00850518208228,0,1,6,5,50,3.9318256327243257,1,2,1,0,3,5,0,43650.0
1,4,4,0,1075,6.98100574072173,0,1,4,5,845,6.740519359606223,0,2,5,5,2280,7.732369222284388,1,0,5,0,150,5.017279836814924,1,0,3,0,0,5,0,126000.0
6,1,5,1,1660,7.415175109613295,1,1,1,0,1340,7.201170883281678,1,2,3,0,2925,7.98139158158007,0,0,6,5,25,3.258096538021482,0,1,4,5,1,5,1,88875.0
8,2,1,3,1320,7.186144304522325,1,0,4,0,480,6.175867270105761,1,0,4,0,2150,7.67368812926773,1,2,1,0,50,3.9318256327243257,1,2,1,0,3,10,1,71100.0
13,1,0,3,710,6.566672429803241,1,2,3,0,1240,7.123672785204607,1,1,1,0,1550,7.346655163176539,1,2,3,0,100,4.61512051684126,1,1,2,0,3,10,0,84000.0
14,1,5,3,420,6.042632833682381,1,0,0,0,1440,7.273092595999522,1,0,5,0,790,6.673297967767654,1,1,6,0,150,5.017279836814924,1,0,3,0,2,10,0,79500.0
4,5,6,3,250,5.5254529391317835,1,1,5,0,410,6.018593214496234,1,2,4,0,1640,7.403061091090091,1,2,2,0,100,4.61512051684126,1,1,2,0,0,10,1,55200.0
0,6,0,4,1170,7.065613363597717,1,0,1,0,725,6.587550014824796,0,2,4,5,455,6.1224928095143865,0,2,0,5,100,4.61512051684126,1,1,2,0,0,5,0,56400.0
7,0,1,4,1495,7.310550158534422,0,1,4,5,1320,7.186144304522325,1,0,4,0,1585,7.368970402194793,0,1,3,5,125,4.836281906951478,0,2,6,5,3,5,0,118800.0
11,6,7,3,1740,7.462214939768189,1,0,4,0,445,6.100318952020064,0,1,4,5,1615,7.38770923908104,0,1,5,5,75,4.330733340286331,0,0,5,5,0,5,0,79800.0
5,5,0,7,1950,7.576097340623111,1,0,4,0,1505,7.317212408359839,0,2,0,5,395,5.981414211254481,0,2,3,5,75,4.330733340286331,0,0,5,5,2,5,1,80850.0
7,2,2,4,1485,7.303843225277705,0,0,1,5,1565,7.356279876550748,0,2,4,5,1600,7.3783837129967145,1,1,4,0,25,3.258096538021482,0,1,4,5,3,5,1,69750.0
6,4,7,4,1610,7.384610383176974,1,2,0,0,1210,7.099201743553092,1,1,6,0,1780,7.484930283289661,1,1,2,0,100,4.61512051684126,1,1,2,0,1,10,0,110400.0
0,7,0,7,1890,7.544861068658458,1,0,0,0,1935,7.568379267836522,0,0,3,5,2850,7.955425088912672,1,0,1,0,150,5.017279836814924,1,0,3,0,0,15,1,200250.0
9,4,1,1,1470,7.293697720601438,1,0,0,0,935,6.841615476477592,0,2,4,5,645,6.470799503782602,0,0,1,5,75,4.330733340286331,0,0,5,5,2,5,0,64050.0
9,0,1,4,1755,7.470793774195062,0,0,5,5,740,6.608000625296087,1,2,5,0,1555,7.349873704738337,0,1,1,5,75,4.330733340286331,0,0,5,5,1,5,0,85050.0
11,3,2,4,210,5.351858133476067,1,0,0,0,695,6.54534966033442,0,2,2,5,2095,7.647786045440933,0,1,2,5,25,3.258096538021482,0,1,4,5,0,5,0,45000.0
10,1,5,6,1290,7.1631723908466425,1,0,2,0,1195,7.086737934510577,0,1,5,5,415,6.030685260261263,0,1,2,5,175,5.170483995038151,0,1,0,5,2,5,0,95700.0
7,6,1,4,625,6.439350371100098,0,1,2,5,1055,6.962243464266207,0,2,5,5,2570,7.852050207265889,1,2,1,0,75,4.330733340286331,0,0,5,5,1,5,0,89250.0
0,4,5,7,1060,6.966967138613983,1,1,3,0,1960,7.581209826196346,1,1,0,0,1905,7.552762084214147,0,0,1,5,50,3.9318256327243257,1,2,1,0,2,5,0,88650.0
12,7,0,6,1080,6.985641817639208,1,0,2,0,665,6.501289670540389,0,2,0,5,755,6.628041376179533,0,2,6,5,75,4.330733340286331,0,0,5,5,0,5,0,52500.0
14,3,7,7,1530,7.333676395657684,1,0,4,0,225,5.420534999272286,0,0,1,5,2370,7.771067086065406,1,0,4,0,25,3.258096538021482,0,1,4,5,3,5,1,61875.0
14,1,2,5,885,6.786716950605081,0,0,3,5,1020,6.928537818164665,1,0,5,0,320,5.771441123130016,1,2,5,0,50,3.9318256327243257,1,2,1,0,2,5,0,40050.0
4,1,5,6,1840,7.518064181233078,1,1,6,0,1840,7.518064181233078,1,1,6,0,2870,7.962415680121064,1,2,0,0,50,3.9318256327243257,1,2,1,0,3,10,1,117900.0
7,6,3,6,1515,7.323830566202317,0,0,3,5,680,6.523562306149512,1,2,1,0,1880,7.53955882930103,1,2,4,0,175,5.170483995038151,0,1,0,5,0,5,0,134475.0
9,7,3,2,1335,7.197435354096591,0,0,5,5,1135,7.035268599281097,0,1,1,5,55,4.02535169073515,0,1,6,5,25,3.258096538021482,0,1,4,5,1,5,0,37875.0
10,1,1,4,1345,7.204892510204673,0,1,1,5,1035,6.943122422819428,0,0,6,5,545,6.302618975744905,0,2,6,5,150,5.017279836814924,1,0,3,0,0,5,0,87750.0
8,1,7,1,910,6.814542897259958,1,1,0,0,1200,7.0909098220799835,1,0,3,0,265,5.583496308781699,0,1,6,5,75,4.330733340286331,0,0,5,5,3,5,1,49875.0
5,1,4,4,1895,7.547501682814967,0,2,5,5,1315,7.182352111885263,0,1,6,5,1365,7.2196420401307355,0,0,0,5,75,4.330733340286331,0,0,5,5,2,5,0,96075.0
6,5,3,0,95,4.564348191467836,0,2,4,5,1535,7.336936913707618,0,2,2,5,2720,7.908754738783246,1,2,4,0,125,4.836281906951478,0,2,6,5,0,5,0,117450.0
14,2,5,0,595,6.39024066706535,0,1,0,5,285,5.655991810819852,0,0,5,5,145,4.983606621708336,0,1,5,5,75,4.330733340286331,0,0,5,5,2,5,0,21525.0
10,7,6,0,1305,7.174724309836376,0,0,3,5,425,6.054439346269371,0,2,5,5,470,6.154858094016418,1,2,1,0,50,3.9318256327243257,1,2,1,0,0,5,0,39600.0
13,4,4,7,620,6.431331081933479,1,2,4,0,1055,6.962243464266207,0,2,5,5,2650,7.8826922062890254,1,1,4,0,100,4.61512051684126,1,1,2,0,3,5,0,103800.0
3,1,0,2,1045,6.952728644624869,0,1,2,5,1065,6.97166860472579,0,0,1,5,2915,7.977968093128549,0,2,3,5,75,4.330733340286331,0,0,5,5,0,5,0,105525.0
5,0,6,2,995,6.903747257584598,0,2,1,5,55,4.02535169073515,0,1,6,5,1525,7.330405211844402,0,1,6,5,50,3.9318256327243257,1,2,1,0,3,5,0,46350.0
7,4,4,2,235,5.4638318050256105,0,1,4,5,530,6.274762021241939,1,2,5,0,1310,7.1785454837637,1,2,1,0,25,3.258096538021482,0,1,4,5,3,5,0,31125.0
3,5,6,3,1045,6.952728644624869,0,1,2,5,1315,7.182352111885263,0,1,6,5,240,5.484796933490655,1,0,2,0,125,4.836281906951478,0,2,6,5,1,5,0,70200.0
12,3,1,0,1825,7.509883061154913,0,1,5,5,1770,7.479299637782834,1,0,6,0,355,5.87493073085203,0,1,5,5,125,4.836281906951478,0,2,6,5,1,5,0,106650.0
11,5,2,1,1560,7.353081920515432,1,0,6,0,1970,7.58629630715272,1,2,3,0,2970,7.9966538754626075,1,0,2,0,25,3.258096538021482,0,1,4,5,1,5,0,97500.0
8,7,1,7,590,6.3818160174060985,1,2,2,0,1135,7.035268599281097,0,1,1,5,2525,7.8343923029104365,0,2,5,5,100,4.61512051684126,1,1,2,0,3,5,0,102000.0
14,2,7,4,1830,7.5126175446745105,1,0,3,0,455,6.1224928095143865,0,2,0,5,540,6.293419278846481,1,0,1,0,25,3.258096538021482,0,1,4,5,0,5,0,42375.0
5,2,1,2,1495,7.310550158534422,0,1,4,5,130,4.875197323201151,1,1,4,0,375,5.929589143389895,0,0,4,5,100,4.61512051684126,1,1,2,0,0,5,0,48000.0
10,0,5,2,1255,7.135687347028144,0,1,2,5,1880,7.53955882930103,1,2,4,0,1665,7.418180822726788,0,0,6,5,100,4.61512051684126,1,1,2,0,3,5,0,115200.0
0,0,3,4,155,5.049856007249537,0,2,1,5,665,6.501289670540389,0,2,0,5,1180,7.074116816197362,1,1,4,0,150,5.017279836814924,1,0,3,0,2,5,0,60000.0
10,7,1,2,1035,6.943122422819428,0,0,6,5,1615,7.38770923908104,0,1,5,5,475,6.16541785423142,0,1,6,5,175,5.170483995038151,0,1,0,5,2,5,0,103125.0
14,4,5,7,1105,7.00850518208228,0,1,6,5,1930,7.565793282428515,1,1,5,0,2690,7.897668150726906,1,2,2,0,150,5.017279836814924,1,0,3,0,3,5,0,171750.0
1,5,3,6,850,6.7464121285733745,1,1,3,0,1600,7.3783837129967145,1,1,4,0,2875,7.964155718840937,0,1,5,5,175,5.170483995038151,0,1,0,5,2,25,0,175725.0
13,6,3,0,645,6.470799503782602,0,0,1,5,1395,7.241366283322318,0,0,2,5,1410,7.252053951852814,1,0,3,0,125,4.836281906951478,0,2,6,5,3,5,0,93150.0
13,1,4,0,985,6.893656354602635,0,1,5,5,1765,7.476472381163905,0,1,1,5,2400,7.783640596221253,1,0,6,0,175,5.170483995038151,0,1,0,5,3,5,0,169950.0
7,0,2,6,845,6.740519359606223,0,2,5,5,1690,7.43307534889858,1,1,3,0,690,6.53813982376767,1,0,4,0,75,4.330733340286331,0,0,5,5,1,5,1,67725.0
7,0,2,5,810,6.698268054115413,1,0,5,0,675,6.516193076042964,0,0,3,5,590,6.3818160174060985,1,2,2,0,75,4.330733340286331,0,0,5,5,3,5,1,43575.0
9,4,3,6,915,6.82001636467413,0,0,5,5,1795,7.493317248862145,0,1,3,5,1365,7.2196420401307355,0,0,0,5,100,4.61512051684126,1,1,2,0,2,5,0,97800.0
1,2,2,4,1175,7.069874128458572,0,2,6,5,630,6.447305862541213,1,0,0,0,1995,7.59890045687141,0,0,0,5,175,5.170483995038151,0,1,0,5,1,5,0,125400.0
13,0,2,2,1270,7.147559271189454,1,1,3,0,850,6.7464121285733745,1,1,3,0,2255,7.721348612617949,0,2,1,5,150,5.017279836814924,1,0,3,0,2,5,0,131250.0
13,6,7,5,1665,7.418180822726788,0,0,6,5,1900,7.550135342488429,1,1,3,0,885,6.786716950605081,0,0,3,5,75,4.330733340286331,0,0,5,5,3,5,0,93450.0
0,4,2,6,1000,6.90875477931522,1,1,6,0,1355,7.212294468500341,0,2,4,5,1020,6.928537818164665,1,0,5,0,50,3.9318256327243257,1,2,1,0,1,5,1,60750.0
12,3,3,0,490,6.19644412779452,1,1,0,0,185,5.225746673713202,0,2,3,5,1650,7.409136443920128,1,0,5,0,75,4.330733340286331,0,0,5,5,0,5,1,48825.0
0,1,2,3,1100,7.00397413672268,1,2,1,0,395,5.981414211254481,0,2,3,5,2155,7.6760099320288875,0,1,6,5,25,3.258096538021482,0,1,4,5,0,5,1,54750.0
9,3,3,4,65,4.189654742026425,0,2,2,5,740,6.608000625296087,1,2,5,0,1520,7.327123292259293,1,2,1,0,125,4.836281906951478,0,2,6,5,2,5,0,62775.0
8,5,3,5,1730,7.456454555176209,1,2,1,0,980,6.8885724595653635,1,2,0,0,1065,6.97166860472579,0,0,1,5,150,5.017279836814924,1,0,3,0,3,5,0,113250.0
4,2,7,7,1125,7.026426808699636,0,0,5,5,830,6.7226297948554485,1,2,4,0,720,6.580639137284949,1,0,6,0,25,3.258096538021482,0,1,4,5,0,5,1,40125.0
9,3,5,4,240,5.484796933490655,1,0,2,0,1790,7.490529402060711,1,2,5,0,2095,7.647786045440933,0,1,2,5,75,4.330733340286331,0,0,5,5,3,5,0,86625.0
11,0,3,3,590,6.3818160174060985,1,2,2,0,370,5.916202062607435,1,1,6,0,2090,7.645397699428633,1,2,4,0,75,4.330733340286331,0,0,5,5,2,5,0,64050.0
2,7,2,1,245,5.5053315359323625,0,2,0,5,1950,7.576097340623111,1,0,4,0,555,6.320768294250582,0,0,2,5,125,4.836281906951478,0,2,6,5,0,5,0,74250.0
8,7,4,4,1295,7.16703787691222,0,2,0,5,540,6.293419278846481,1,0,1,0,2040,7.621195162809845,1,0,3,0,75,4.330733340286331,0,0,5,5,2,5,0,81375.0
9,0,4,6,1350,7.208600337960199,1,0,6,0,1755,7.470793774195062,0,0,5,5,2095,7.647786045440933,0,1,2,5,50,3.9318256327243257,1,2,1,0,0,5,1,93600.0
3,7,2,3,1500,7.313886831633462,1,0,2,0,1990,7.596392304064196,1,1,2,0,2010,7.606387389772652,1,0,1,0,25,3.258096538021482,0,1,4,5,2,5,1,82500.0
10,0,4,5,1995,7.59890045687141,0,0,0,5,825,6.716594773520978,0,0,6,5,2455,7.806289289267033,0,1,5,5,125,4.836281906951478,0,2,6,5,3,5,0,142425.0
9,4,1,1,1430,7.266128779556451,1,2,2,0,485,6.186208623900494,0,2,2,5,135,4.912654885736052,0,0,2,5,50,3.9318256327243257,1,2,1,0,3,5,0,36900.0
13,6,3,0,1350,7.208600337960199,1,0,6,0,1455,7.283448228756631,0,0,6,5,1695,7.4360278163518485,0,0,1,5,150,5.017279836814924,1,0,3,0,2,15,1,135000.0
8,3,5,0,1935,7.568379267836522,0,0,3,5,800,6.68586094706836,1,2,2,0,2215,7.703459047867175,0,1,3,5,175,5.170483995038151,0,1,0,5,2,5,0,163350.0
12,1,4,0,925,6.8308742346461795,0,1,1,5,490,6.19644412779452,1,1,0,0,2985,8.001689978099135,0,0,3,5,75,4.330733340286331,0,0,5,5,0,5,0,92400.0
7,2,0,2,870,6.769641976852503,1,0,2,0,1620,7.390798521735676,1,0,3,0,2935,7.984803389734406,0,1,2,5,125,4.836281906951478,0,2,6,5,1,5,0,146475.0
4,7,6,6,1490,7.307202314764738,1,2,6,0,185,5.225746673713202,0,2,3,5,2925,7.98139158158007,0,0,6,5,175,5.170483995038151,0,1,0,5,1,5,0,151800.0
14,5,5,2,1260,7.13966033596492,1,0,0,0,1235,7.119635638017636,0,2,3,5,330,5.802118375377063,1,0,1,0,150,5.017279836814924,1,0,3,0,2,5,0,84750.0
11,7,3,7,945,6.852242569051878,0,0,0,5,1040,6.947937068614969,1,2,4,0,2140,7.669028288589683,1,1,5,0,100,4.61512051684126,1,1,2,0,3,5,0,99000.0
6,5,2,7,465,6.144185634125646,0,0,3,5,1660,7.415175109613295,1,1,1,0,2050,7.62608275807238,1,1,6,0,25,3.258096538021482,0,1,4,5,1,5,1,62625.0
5,6,1,3,1590,7.372118028337787,1,0,1,0,475,6.16541785423142,0,1,6,5,2210,7.701200180857446,1,2,5,0,75,4.330733340286331,0,0,5,5,2,5,0,89775.0
9,0,0,6,1650,7.409136443920128,1,0,5,0,1200,7.0909098220799835,1,0,3,0,750,6.621405651764134,1,0,1,0,125,4.836281906951478,0,2,6,5,1,25,1,97200.0
14,3,7,2,1760,7.473637108496206,1,2,3,0,165,5.111987788356544,0,0,4,5,400,5.993961427306569,1,1,1,0,50,3.9318256327243257,1,2,1,0,0,5,1,41850.0
14,3,2,1,115,4.7535901911063645,0,1,3,5,1520,7.327123292259293,1,2,1,0,2765,7.925157512224703,0,2,0,5,50,3.9318256327243257,1,2,1,0,0,5,0,79200.0
9,4,6,0,1870,7.534228326274089,1,1,1,0,1995,7.59890045687141,0,0,0,5,2985,8.001689978099135,0,0,3,5,25,3.258096538021482,0,1,4,5,0,5,0,102750.0
5,6,4,3,525,6.26530121273771,0,0,0,5,1900,7.550135342488429,1,1,3,0,850,6.7464121285733745,1,1,3,0,150,5.017279836814924,1,0,3,0,0,25,0,98250.0
2,1,6,7,1025,6.933423025730715,0,2,3,5,1900,7.550135342488429,1,1,3,0,400,5.993961427306569,1,1,1,0,175,5.170483995038151,0,1,0,5,0,25,0,109725.0
7,1,0,3,1275,7.151485463904735,0,0,1,5,700,6.55250788703459,1,1,0,0,1950,7.576097340623111,1,0,4,0,75,4.330733340286331,0,0,5,5,1,25,2,82425.0
11,6,0,7,490,6.19644412779452,1,1,0,0,1850,7.523481312573497,1,2,2,0,1510,7.32052696227274,1,1,5,0,75,4.330733340286331,0,0,5,5,2,5,0,80850.0
2,4,0,4,1590,7.372118028337787,1,0,1,0,940,6.846943139585379,1,1,2,0,1020,6.928537818164665,1,0,5,0,75,4.330733340286331,0,0,5,5,1,5,0,74550.0
11,4,1,4,1355,7.212294468500341,0,2,4,5,1370,7.223295679562314,1,2,5,0,2775,7.9287663216266955,0,0,3,5,25,3.258096538021482,0,1,4,5,3,5,1,82500.0
3,7,6,4,1260,7.13966033596492,1,0,0,0,1115,7.017506142941256,0,2,2,5,2500,7.824445930877619,1,1,1,0,100,4.61512051684126,1,1,2,0,0,5,1,117000.0
0,5,1,3,410,6.018593214496234,1,2,4,0,1820,7.507141079727608,1,2,0,0,1495,7.310550158534422,0,1,4,5,150,5.017279836814924,1,0,3,0,3,5,0,111750.0
4,0,4,3,990,6.898714534329988,1,0,3,0,50,3.9318256327243257,1,2,1,0,235,5.4638318050256105,0,1,4,5,75,4.330733340286331,0,0,5,5,3,5,0,26775.0
14,2,7,7,310,5.739792912179234,1,1,2,0,415,6.030685260261263,0,1,2,5,2475,7.814399633804487,0,0,4,5,50,3.9318256327243257,1,2,1,0,3,5,0,57600.0
3,5,0,0,1940,7.57095858316901,1,2,1,0,90,4.51085950651685,1,0,6,0,1870,7.534228326274089,1,1,1,0,175,5.170483995038151,0,1,0,5,2,5,0,128700.0
8,3,2,4,1340,7.201170883281678,1,2,3,0,1115,7.017506142941256,0,2,2,5,2145,7.671360923190644,0,0,3,5,100,4.61512051684126,1,1,2,0,3,5,0,110400.0
2,0,1,6,690,6.53813982376767,1,0,4,0,845,6.740519359606223,0,2,5,5,690,6.53813982376767,1,0,4,0,100,4.61512051684126,1,1,2,0,3,5,1,53400.0
4,3,0,7,95,4.564348191467836,0,2,4,5,1360,7.215975002651466,1,1,2,0,2170,7.682943169878292,1,1,0,0,175,5.170483995038151,0,1,0,5,0,5,0,119625.0
14,2,2,4,155,5.049856007249537,0,2,1,5,1370,7.223295679562314,1,2,5,0,2250,7.719129840906732,1,0,3,0,25,3.258096538021482,0,1,4,5,3,5,1,56625.0
2,1,4,2,1160,7.057036981697891,1,2,5,0,1090,6.994849985833071,1,1,5,0,2750,7.919719760924575,1,2,6,0,125,4.836281906951478,0,2,6,5,1,5,1,135000.0
7,6,5,4,755,6.628041376179533,0,2,6,5,690,6.53813982376767,1,0,4,0,730,6.594413459749778,1,1,2,0,75,4.330733340286331,0,0,5,5,2,5,0,45675.0
9,2,6,7,945,6.852242569051878,0,0,0,5,605,6.406879986069314,0,2,3,5,2950,7.989899374942939,1,1,3,0,150,5.017279836814924,1,0,3,0,2,5,0,135000.0
5,4,1,5,1225,7.111512116496157,0,1,0,5,1765,7.476472381163905,0,1,1,5,1635,7.400009517162692,0,0,4,5,75,4.330733340286331,0,0,5,5,1,5,0,97125.0
5,2,4,0,1030,6.93828448401696,1,1,1,0,1395,7.241366283322318,0,0,2,5,1950,7.576097340623111,1,0,4,0,75,4.330733340286331,0,0,5,5,1,5,1,91875.0
10,0,5,2,1445,7.27655640271871,0,2,3,5,1850,7.523481312573497,1,2,2,0,2705,7.903226808730733,0,2,3,5,175,5.170483995038151,0,1,0,5,2,5,0,198000.0
8,0,7,3,795,6.679599185844383,0,0,4,5,1310,7.1785454837637,1,2,1,0,1570,7.359467638255621,1,1,2,0,50,3.9318256327243257,1,2,1,0,0,5,0,66150.0
13,6,1,6,240,5.484796933490655,1,0,2,0,565,6.338594078203183,0,1,5,5,1670,7.421177528595393,1,2,4,0,150,5.017279836814924,1,0,3,0,0,5,0,74250.0
1,5,3,6,315,5.755742213586912,0,0,0,5,260,5.564520407322694,1,2,1,0,675,6.516193076042964,0,0,3,5,75,4.330733340286331,0,0,5,5,1,5,1,26250.0
10,5,0,2,1585,7.368970402194793,0,1,3,5,1410,7.252053951852814,1,0,3,0,1055,6.962243464266207,0,2,5,5,100,4.61512051684126,1,1,2,0,0,5,0,97200.0
9,2,4,4,1180,7.074116816197362,1,1,4,0,435,6.077642243349034,0,0,1,5,2810,7.941295570906532,1,2,3,0,125,4.836281906951478,0,2,6,5,3,5,0,119475.0
0,0,2,3,1930,7.565793282428515,1,1,5,0,1875,7.53689712956617,0,0,6,5,2670,7.890208213109961,1,0,3,0,100,4.61512051684126,1,1,2,0,1,5,0,155400.0
6,3,1,4,1145,7.044032897274685,0,2,4,5,1775,7.4821189235521155,0,2,4,5,1230,7.115582126184454,1,0,5,0,175,5.170483995038151,0,1,0,5,0,5,0,136950.0
13,0,5,1,830,6.7226297948554485,1,2,4,0,1040,6.947937068614969,1,2,4,0,955,6.862757913051401,0,1,3,5,25,3.258096538021482,0,1,4,5,0,5,0,42375.0
5,2,4,2,1260,7.13966033596492,1,0,0,0,1175,7.069874128458572,0,2,6,5,165,5.111987788356544,0,0,4,5,25,3.258096538021482,0,1,4,5,2,5,1,39000.0
9,5,4,4,590,6.3818160174060985,1,2,2,0,1325,7.189922170745808,0,2,2,5,1860,7.528869256642251,1,0,5,0,175,5.170483995038151,0,1,0,5,2,5,0,124575.0
5,0,6,5,85,4.454347296253507,0,1,1,5,1930,7.565793282428515,1,1,5,0,460,6.133398042996649,1,1,5,0,100,4.61512051684126,1,1,2,0,1,5,0,59400.0
11,4,7,4,370,5.916202062607435,1,1,6,0,1795,7.493317248862145,0,1,3,5,2710,7.905072849498666,1,1,1,0,25,3.258096538021482,0,1,4,5,1,5,0,73125.0
13,4,3,2,285,5.655991810819852,0,0,5,5,290,5.673323267171493,1,2,3,0,1150,7.048386408721883,1,1,2,0,150,5.017279836814924,1,0,3,0,2,5,0,51750.0
2,3,6,5,95,4.564348191467836,0,2,4,5,945,6.852242569051878,0,0,0,5,335,5.817111159963204,0,2,6,5,50,3.9318256327243257,1,2,1,0,2,5,0,24750.0
13,3,7,5,1810,7.501634457883413,1,1,4,0,2000,7.601402334583733,1,2,5,0,2590,7.85979918056211,1,1,0,0,25,3.258096538021482,0,1,4,5,3,5,1,96000.0
1,3,3,6,365,5.902633333401366,0,2,1,5,1510,7.32052696227274,1,1,5,0,1825,7.509883061154913,0,1,5,5,150,5.017279836814924,1,0,3,0,3,5,1,111000.0
3,2,4,6,315,5.755742213586912,0,0,0,5,1690,7.43307534889858,1,1,3,0,120,4.795790545596741,1,0,1,0,175,5.170483995038151,0,1,0,5,3,5,0,70125.0
