slot_person,slot_object,slot_length,slot_length_abs_log1p,slot_length_is_even,slot_length_mod3,slot_length_mod5,slot_length_mod7,slot_length_mod10,slot_width,slot_width_abs_log1p,slot_width_is_even,slot_width_mod3,slot_width_mod5,slot_width_mod7,slot_width_mod10,slot_depth,slot_depth_abs_log1p,slot_depth_is_even,slot_depth_mod3,slot_depth_mod5,slot_depth_mod7,slot_depth_mod10,slot_time_per_cubic,slot_time_per_cubic_abs_log1p,slot_time_per_cubic_is_even,slot_time_per_cubic_mod3,slot_time_per_cubic_mod5,slot_time_per_cubic_mod7,slot_time_per_cubic_mod10,slot_length_unit,slot_time_unit,gcd_all,n_multiple_pairs,y
4,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,2,1,3,112.0
9,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,0,0,1,3,432.0
9,2,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,1,1,2016.0
7,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,1,3,24.0
0,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,0,1,3,96.0
9,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,2,1,4,90.0
4,2,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,2,1,1,880.0
6,3,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,1,1,4,84.0
7,4,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0,1,1,1008.0
9,2,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,2,1,3,864.0
0,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,1,3,80.0
4,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,2,1,1,120.0
5,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,0,2,1,6,64.0
6,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,0,2,2,6,128.0
1,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,0,1,1,4,48.0
9,4,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,0,1,3,280.0
2,4,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,1,4,80.0
9,2,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,2,1,3,240.0
2,4,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,2,1,1,0,420.0
2,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,2,1,1,126.0
3,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,2,1,1,1,1400.0
7,4,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,1,1,1,450.0
7,2,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,2,2,4,1440.0
9,0,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,0,0,1,1,945.0
7,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,0,1,1,2,300.0
5,3,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,0,0,1,1,2592.0
0,4,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,0,2,1,3,90.0
1,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,0,0,1,3,240.0
7,2,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,2,1,0,1386.0
7,3,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,0,2,4,720.0
7,3,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,2,2,3,1280.0
4,3,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,0,1,1,720.0
9,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,0,1,5,48.0
2,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,0,0,1,2,840.0
0,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,0,1,2,180.0
6,2,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,0,1,6,128.0
8,4,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,0,0,1,3,1152.0
4,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,0,2,3,5,486.0
5,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,0,1,3,140.0
6,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,0,1,0,210.0
4,2,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,0,1,1,0,3360.0
8,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,1,1,6,64.0
8,4,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,2,5,6,625.0
2,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,1,3,96.0
1,3,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,0,0,1,1,792.0
2,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,1,1,240.0
3,3,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,2,1,1,960.0
7,2,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,0,1,1,2475.0
3,1,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,2,1,1,3564.0
1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,2,1,6,72.0
1,4,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,0,1,2,5,576.0
0,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,0,0,1,1,350.0
0,1,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,0,1,2,1800.0
8,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,0,1,1,2,675.0
7,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,2,1,4,50.0
9,0,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,2,1,1,1120.0
7,2,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,0,1,1,1,1760.0
5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,0,1,2,200.0
2,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,0,1,1,3,250.0
5,0,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,2,1,5,192.0
5,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,0,1,3,800.0
9,1,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,0,0,1,1,3234.0
7,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,2,0,1,3,1500.0
9,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1,1,3,280.0
5,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,0,1,1,1,360.0
9,1,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,2,1,4,96.0
7,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,0,2,1,4,144.0
0,0,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,2,1,1,540.0
9,0,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,0,1,1,3,360.0
7,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,0,1,4,12.0
8,0,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,1,1,4,180.0
0,1,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,0,0,1,2,700.0
1,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,0,1,1,1,960.0
4,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,2,1,0,840.0
0,0,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,0,0,1,1,1575.0
7,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,0,1,1,4,144.0
6,2,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,0,1,1,3,1080.0
8,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,0,1,5,10.0
1,4,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,0,1,1,1,1120.0
3,4,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,0,0,2,4,1728.0
2,2,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0,1,0,1080.0
6,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,2,1,1,3,378.0
9,2,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,0,2,1,1,360.0
1,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,0,0,1,1,490.0
2,1,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,2,0,1,2,1920.0
7,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,1,2,6,144.0
3,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,0,1,1,90.0
7,4,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,1,1,3,480.0
3,3,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1,3,5,486.0
6,0,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,1,4,864.0
3,2,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,0,2,1,0,2640.0
4,1,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,2,0,1,1,2016.0
2,3,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,1,3,972.0
8,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,1,1,2,1056.0
3,4,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,1,2,1920.0
4,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,1,1,1,980.0
0,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,0,1,6,108.0
0,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,0,1,1,6,32.0
2,2,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,2,1,0,1320.0
1,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,0,1,1,3,160.0
3,1,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,2,1,1,1,2016.0
5,2,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,1,0,1260.0
8,2,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,0,2,1,1,630.0
9,1,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,0,1,1,4,400.0
3,1,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,2,1,1,1176.0
9,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,2,1,5,35.0
0,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,0,1,4,56.0
2,3,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,0,2,1,1,1960.0
7,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,0,3,6,162.0
0,3,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,0,2,1,2,288.0
7,4,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,0,2,1,1,1080.0
0,1,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,2,2,1,3840.0
6,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,1,1,120.0
9,1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1,1,3,280.0
4,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1,1,2,450.0
2,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,0,1,3,160.0
2,4,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,2,3,6,648.0
1,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,2,1,4,175.0
4,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,0,2,1,1,84.0
4,0,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,1,1,945.0
9,2,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,0,0,1,2,1056.0
1,4,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,0,2,2,6,432.0
5,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,0,1,1,4,36.0
0,3,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,1,1,0,3080.0
6,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,0,1,2,240.0
3,4,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,1,2,900.0
8,2,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,1,1,2,840.0
5,0,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,0,0,1,0,840.0
9,3,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,0,0,1,5,80.0
6,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1,1,1,120.0
0,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,0,1,4,72.0
7,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,4,40.0
6,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,2,1,0,420.0
0,1,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,2,1,1,132.0
3,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,0,0,2,4,384.0
7,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,1,4,50.0
2,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,0,1,1,1,1200.0
