slot_producer,slot_product_name_singular,slot_product_name_plural,slot_per_day,slot_per_day_abs_log1p,slot_per_day_is_even,slot_per_day_mod3,slot_per_day_mod5,slot_per_day_mod7,slot_per_day_mod10,slot_unit_price,slot_unit_price_abs_log1p,slot_unit_price_is_even,slot_unit_price_mod3,slot_unit_price_mod5,slot_unit_price_mod7,slot_unit_price_mod10,slot_currency_symbol,slot_num_weeks,slot_num_weeks_abs_log1p,slot_num_weeks_is_even,slot_num_weeks_mod3,slot_num_weeks_mod5,slot_num_weeks_mod7,slot_num_weeks_mod10,n_multiple_pairs,y
6,3,3,1622,7.392031567514591,1,2,2,5,2,14,2.70805020110221,1,2,4,0,4,3,5,1.791759469228055,0,2,0,5,5,1,794780.0
3,6,6,17286,9.757710052922787,1,0,1,3,6,1,0.6931471805599453,0,1,1,1,1,0,6,1.9459101490553132,1,0,1,6,6,4,726012.0
0,6,6,6609,8.796338932845732,0,0,4,1,9,6,1.9459101490553132,1,0,1,6,6,2,6,1.9459101490553132,1,0,1,6,6,1,1665468.0
4,8,8,14640,9.591581091193483,1,0,0,3,0,4,1.6094379124341003,1,1,4,4,4,3,5,1.791759469228055,0,2,0,5,5,2,2049600.0
3,9,9,13833,9.53488460916053,0,0,3,1,3,12,2.5649493574615367,1,0,2,5,2,1,6,1.9459101490553132,1,0,1,6,6,1,6971832.0
2,2,2,6636,8.800415333145924,1,0,1,0,6,17,2.8903717578961645,0,2,2,3,7,1,1,0.6931471805599453,0,1,1,1,1,4,789684.0
0,5,5,9727,9.182763604205949,0,1,2,4,7,16,2.833213344056216,1,1,1,2,6,0,5,1.791759469228055,0,2,0,5,5,0,5447120.0
2,9,9,5640,8.637816633739977,1,0,0,5,0,24,3.2188758248682006,1,0,4,3,4,3,1,0.6931471805599453,0,1,1,1,1,4,947520.0
6,0,0,17891,9.792108964552739,0,2,1,6,1,20,3.044522437723423,1,2,0,6,0,2,3,1.3862943611198906,0,0,3,3,3,0,7514220.0
0,6,6,18971,9.850719486997471,0,2,1,1,1,21,3.091042453358316,0,0,1,0,1,2,6,1.9459101490553132,1,0,1,6,6,1,16732422.0
4,0,0,5375,8.589699882202986,0,2,0,6,5,8,2.1972245773362196,1,2,3,1,8,2,2,1.0986122886681098,1,2,2,2,2,1,602000.0
3,2,2,15497,9.648466262323895,0,2,2,6,7,9,2.302585092994046,0,0,4,2,9,3,1,0.6931471805599453,0,1,1,1,1,3,976311.0
5,1,1,560,6.329720905522696,1,2,0,0,0,24,3.2188758248682006,1,0,4,3,4,2,6,1.9459101490553132,1,0,1,6,6,2,564480.0
6,0,0,5148,8.546557800046141,1,0,3,3,8,8,2.1972245773362196,1,2,3,1,8,2,5,1.791759469228055,0,2,0,5,5,0,1441440.0
5,8,8,1011,6.919683849847411,0,0,1,3,1,14,2.70805020110221,1,2,4,0,4,0,6,1.9459101490553132,1,0,1,6,6,1,594468.0
3,2,2,18139,9.805874723669127,0,1,4,2,9,23,3.1780538303479458,0,2,3,2,3,1,6,1.9459101490553132,1,0,1,6,6,0,17522274.0
0,0,0,1378,7.229113877793302,1,1,3,6,8,20,3.044522437723423,1,2,0,6,0,0,3,1.3862943611198906,0,0,3,3,3,0,578760.0
3,3,3,4512,8.414717399827001,1,0,2,4,2,23,3.1780538303479458,0,2,3,2,3,3,4,1.6094379124341003,1,1,4,4,4,1,2905728.0
0,7,7,12372,9.423271958213975,1,0,2,3,2,25,3.258096538021482,0,1,0,4,5,0,6,1.9459101490553132,1,0,1,6,6,1,12990600.0
0,8,8,13126,9.482426456803408,1,1,1,1,6,18,2.9444389791664403,1,0,3,4,8,1,6,1.9459101490553132,1,0,1,6,6,1,9923256.0
0,3,3,17190,9.752141270041493,1,0,0,5,0,11,2.4849066497880004,0,2,1,4,1,3,5,1.791759469228055,0,2,0,5,5,1,6618150.0
6,8,8,9394,9.147932911847565,1,1,4,0,4,19,2.995732273553991,0,1,4,5,9,0,6,1.9459101490553132,1,0,1,6,6,1,7496412.0
6,2,2,5143,8.545586265917455,0,1,3,5,3,12,2.5649493574615367,1,0,2,5,2,3,4,1.6094379124341003,1,1,4,4,4,1,1728048.0
4,9,9,1026,6.934397209928558,1,0,1,4,6,20,3.044522437723423,1,2,0,6,0,1,1,0.6931471805599453,0,1,1,1,1,3,143640.0
3,5,5,13445,9.506436943028982,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,0,2,1.0986122886681098,1,2,2,2,2,1,1129380.0
0,6,6,489,6.194405391104672,0,0,4,6,9,3,1.3862943611198906,0,0,3,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,20538.0
3,5,5,19245,9.865058525916346,0,0,0,2,5,5,1.791759469228055,0,2,0,5,5,1,3,1.3862943611198906,0,0,3,3,3,2,2020725.0
3,3,3,18307,9.815093401773533,0,1,2,2,7,7,2.0794415416798357,0,1,2,0,7,1,5,1.791759469228055,0,2,0,5,5,1,4485215.0
4,7,7,6925,8.843037724962366,0,1,0,2,5,16,2.833213344056216,1,1,1,2,6,0,3,1.3862943611198906,0,0,3,3,3,0,2326800.0
3,5,5,11571,9.356343666096025,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,0,4,1.6094379124341003,1,1,4,4,4,1,5507796.0
0,5,5,14442,9.577965147101168,1,0,2,1,2,12,2.5649493574615367,1,0,2,5,2,1,6,1.9459101490553132,1,0,1,6,6,2,7278768.0
3,2,2,15477,9.647174939830405,0,0,2,0,7,16,2.833213344056216,1,1,1,2,6,2,1,0.6931471805599453,0,1,1,1,1,4,1733424.0
2,4,4,18710,9.836866865194231,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3,785820.0
3,5,5,9405,9.149103062504993,0,0,0,4,5,21,3.091042453358316,0,0,1,0,1,0,4,1.6094379124341003,1,1,4,4,4,1,5530140.0
6,8,8,10650,9.273409063443166,1,0,0,3,0,21,3.091042453358316,0,0,1,0,1,2,5,1.791759469228055,0,2,0,5,5,2,7827750.0
0,9,9,2578,7.8551570058813445,1,1,3,2,8,25,3.258096538021482,0,1,0,4,5,2,6,1.9459101490553132,1,0,1,6,6,0,2706900.0
3,9,9,11400,9.34145634983372,1,0,0,4,0,16,2.833213344056216,1,1,1,2,6,0,4,1.6094379124341003,1,1,4,4,4,2,5107200.0
0,5,5,17353,9.761578306353435,0,1,3,0,3,24,3.2188758248682006,1,0,4,3,4,2,4,1.6094379124341003,1,1,4,4,4,2,11661216.0
0,0,0,6653,8.802973456578423,0,2,3,3,3,16,2.833213344056216,1,1,1,2,6,0,2,1.0986122886681098,1,2,2,2,2,1,1490272.0
3,1,1,4813,8.479283618343016,0,1,3,4,3,9,2.302585092994046,0,0,4,2,9,3,2,1.0986122886681098,1,2,2,2,2,0,606438.0
0,3,3,4212,8.345930261979017,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,0,2,1.0986122886681098,1,2,2,2,2,2,1415232.0
5,1,1,4763,8.46884293047519,0,2,3,3,3,24,3.2188758248682006,1,0,4,3,4,2,3,1.3862943611198906,0,0,3,3,3,1,2400552.0
0,3,3,4673,8.449770515098804,0,2,3,4,3,19,2.995732273553991,0,1,4,5,9,2,6,1.9459101490553132,1,0,1,6,6,0,3729054.0
5,5,5,18755,9.839268980209477,0,2,0,2,5,9,2.302585092994046,0,0,4,2,9,2,5,1.791759469228055,0,2,0,5,5,1,5907825.0
5,1,1,17380,9.76313293456348,1,1,0,6,0,3,1.3862943611198906,0,0,3,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1459920.0
4,3,3,4129,8.326032685955079,0,1,4,6,9,18,2.9444389791664403,1,0,3,4,8,0,6,1.9459101490553132,1,0,1,6,6,1,3121524.0
6,8,8,19008,9.852667830206153,1,0,3,3,8,9,2.302585092994046,0,0,4,2,9,0,1,0.6931471805599453,0,1,1,1,1,4,1197504.0
0,2,2,14865,9.60683200528524,0,0,0,4,5,11,2.4849066497880004,0,2,1,4,1,3,4,1.6094379124341003,1,1,4,4,4,0,4578420.0
5,4,4,13191,9.487365864239434,0,0,1,3,1,20,3.044522437723423,1,2,0,6,0,3,1,0.6931471805599453,0,1,1,1,1,3,1846740.0
6,1,1,12167,9.406564833939129,0,2,2,1,7,25,3.258096538021482,0,1,0,4,5,3,2,1.0986122886681098,1,2,2,2,2,0,4258450.0
0,5,5,17852,9.789926840312962,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,0,1,0.6931471805599453,0,1,1,1,1,3,374892.0
0,2,2,10047,9.21512888870798,0,0,2,2,7,5,1.791759469228055,0,2,0,5,5,3,2,1.0986122886681098,1,2,2,2,2,0,703290.0
4,9,9,904,6.807934943699926,1,1,4,1,4,13,2.6390573296152584,0,1,3,6,3,2,5,1.791759469228055,0,2,0,5,5,0,411320.0
6,1,1,10676,9.275847174178303,1,2,1,1,6,23,3.1780538303479458,0,2,3,2,3,3,6,1.9459101490553132,1,0,1,6,6,0,10313016.0
1,1,1,6503,8.780172651227646,0,2,3,0,3,1,0.6931471805599453,0,1,1,1,1,3,6,1.9459101490553132,1,0,1,6,6,4,273126.0
6,2,2,12431,9.428029072607428,0,2,1,6,1,16,2.833213344056216,1,1,1,2,6,3,6,1.9459101490553132,1,0,1,6,6,0,8353632.0
1,6,6,19111,9.858071689005646,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,1605324.0
5,7,7,3876,8.262816937670928,1,0,1,5,6,19,2.995732273553991,0,1,4,5,9,2,5,1.791759469228055,0,2,0,5,5,1,2577540.0
2,7,7,19701,9.888475432415625,0,0,1,3,1,8,2.1972245773362196,1,2,3,1,8,1,6,1.9459101490553132,1,0,1,6,6,0,6619536.0
1,6,6,2929,7.982757702011113,0,1,4,3,9,5,1.791759469228055,0,2,0,5,5,3,1,0.6931471805599453,0,1,1,1,1,3,102515.0
1,9,9,8874,9.090993614343617,1,0,4,5,4,20,3.044522437723423,1,2,0,6,0,2,2,1.0986122886681098,1,2,2,2,2,2,2484720.0
1,6,6,806,6.693323668269949,1,2,1,1,6,14,2.70805020110221,1,2,4,0,4,2,3,1.3862943611198906,0,0,3,3,3,1,236964.0
3,5,5,4802,8.476996001664824,1,2,2,0,2,6,1.9459101490553132,1,0,1,6,6,2,2,1.0986122886681098,1,2,2,2,2,3,403368.0
2,1,1,13685,9.524128691512443,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,1,6,1.9459101490553132,1,0,1,6,6,3,4023390.0
0,9,9,16858,9.732639917815801,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,0,6,1.9459101490553132,1,0,1,6,6,0,2832144.0
6,7,7,8532,9.051696278536586,1,0,2,6,2,5,1.791759469228055,0,2,0,5,5,1,1,0.6931471805599453,0,1,1,1,1,3,298620.0
5,8,8,4006,8.295798110636145,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,0,5,1.791759469228055,0,2,0,5,5,0,1822730.0
0,3,3,18990,9.851720461714246,1,0,0,6,0,3,1.3862943611198906,0,0,3,3,3,2,6,1.9459101490553132,1,0,1,6,6,3,2392740.0
4,6,6,903,6.806829360392176,0,0,3,0,3,23,3.1780538303479458,0,2,3,2,3,1,4,1.6094379124341003,1,1,4,4,4,1,581532.0
5,6,6,9314,9.13938128303569,1,2,4,4,4,21,3.091042453358316,0,0,1,0,1,2,1,0.6931471805599453,0,1,1,1,1,4,1369158.0
6,8,8,17237,9.754871528207344,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,0,3,1.3862943611198906,0,0,3,3,3,0,1447908.0
4,2,2,343,5.840641657373398,0,1,3,0,3,12,2.5649493574615367,1,0,2,5,2,2,5,1.791759469228055,0,2,0,5,5,1,144060.0
0,0,0,16962,9.738789780495722,1,0,2,1,2,8,2.1972245773362196,1,2,3,1,8,3,5,1.791759469228055,0,2,0,5,5,0,4749360.0
4,8,8,4904,8.498010371999463,1,2,4,4,4,8,2.1972245773362196,1,2,3,1,8,3,5,1.791759469228055,0,2,0,5,5,1,1373120.0
5,5,5,6400,8.764209507142004,1,1,0,2,0,21,3.091042453358316,0,0,1,0,1,2,3,1.3862943611198906,0,0,3,3,3,2,2822400.0
0,5,5,14081,9.552652665079078,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,3,3,1.3862943611198906,0,0,3,3,3,1,4435515.0
6,7,7,13816,9.53365499705667,1,1,1,5,6,24,3.2188758248682006,1,0,4,3,4,3,6,1.9459101490553132,1,0,1,6,6,1,13926528.0
2,2,2,5173,8.551401362745974,0,1,3,0,3,24,3.2188758248682006,1,0,4,3,4,0,5,1.791759469228055,0,2,0,5,5,1,4345320.0
4,7,7,17322,9.759790377278941,1,0,2,4,2,25,3.258096538021482,0,1,0,4,5,2,5,1.791759469228055,0,2,0,5,5,1,15156750.0
2,2,2,6772,8.820699399214904,1,1,2,3,2,16,2.833213344056216,1,1,1,2,6,2,1,0.6931471805599453,0,1,1,1,1,3,758464.0
0,9,9,6292,8.747193183526933,1,1,2,6,2,12,2.5649493574615367,1,0,2,5,2,3,5,1.791759469228055,0,2,0,5,5,0,2642640.0
5,9,9,4981,8.513586695822125,0,1,1,4,1,16,2.833213344056216,1,1,1,2,6,2,6,1.9459101490553132,1,0,1,6,6,0,3347232.0
5,3,3,18537,9.827577958435779,0,0,2,1,7,3,1.3862943611198906,0,0,3,3,3,2,3,1.3862943611198906,0,0,3,3,3,3,1167831.0
0,9,9,16355,9.702350081484532,0,2,0,3,5,5,1.791759469228055,0,2,0,5,5,0,5,1.791759469228055,0,2,0,5,5,3,2862125.0
1,2,2,15038,9.618402105931613,1,2,3,2,8,21,3.091042453358316,0,0,1,0,1,1,4,1.6094379124341003,1,1,4,4,4,1,8842344.0
2,3,3,10453,9.254739959272866,0,1,3,2,3,25,3.258096538021482,0,1,0,4,5,1,6,1.9459101490553132,1,0,1,6,6,0,10975650.0
4,3,3,9754,9.185535253057212,1,1,4,3,4,21,3.091042453358316,0,0,1,0,1,0,5,1.791759469228055,0,2,0,5,5,1,7169190.0
5,5,5,10614,9.270023374137356,1,0,4,2,4,6,1.9459101490553132,1,0,1,6,6,2,2,1.0986122886681098,1,2,2,2,2,3,891576.0
6,6,6,1178,7.072421900537371,1,2,3,2,8,21,3.091042453358316,0,0,1,0,1,3,6,1.9459101490553132,1,0,1,6,6,1,1038996.0
5,5,5,3500,8.160803920954665,1,2,0,0,0,5,1.791759469228055,0,2,0,5,5,1,2,1.0986122886681098,1,2,2,2,2,3,245000.0
4,3,3,17037,9.743201422602786,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,0,7155540.0
0,7,7,8776,9.079889942592118,1,1,1,5,6,24,3.2188758248682006,1,0,4,3,4,1,3,1.3862943611198906,0,0,3,3,3,1,4423104.0
5,6,6,17432,9.766120240743215,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,0,1,0.6931471805599453,0,1,1,1,1,3,1220240.0
5,5,5,12310,9.418248450647615,1,1,0,4,0,21,3.091042453358316,0,0,1,0,1,2,4,1.6094379124341003,1,1,4,4,4,1,7238280.0
4,9,9,2637,7.87777633327726,0,0,2,5,7,18,2.9444389791664403,1,0,3,4,8,3,5,1.791759469228055,0,2,0,5,5,0,1661310.0
4,4,4,9064,9.112176123188952,1,1,4,6,4,19,2.995732273553991,0,1,4,5,9,3,1,0.6931471805599453,0,1,1,1,1,3,1205512.0
0,5,5,16646,9.719985298994011,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,0,6,1.9459101490553132,1,0,1,6,6,3,4893924.0
6,6,6,10284,9.238441802087058,1,0,4,1,4,15,2.772588722239781,0,0,0,1,5,3,2,1.0986122886681098,1,2,2,2,2,1,2159640.0
2,5,5,1151,7.049254841255837,0,2,1,3,1,2,1.0986122886681098,1,2,2,2,2,3,1,0.6931471805599453,0,1,1,1,1,3,16114.0
5,7,7,13976,9.545168400484906,1,2,1,4,6,10,2.3978952727983707,1,1,0,3,0,2,1,0.6931471805599453,0,1,1,1,1,3,978320.0
3,3,3,5263,8.568646473005153,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,0,1105230.0
3,3,3,11118,9.31641063570325,1,0,3,2,8,1,0.6931471805599453,0,1,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,155652.0
3,1,1,983,6.891625897052253,0,2,3,3,3,20,3.044522437723423,1,2,0,6,0,0,4,1.6094379124341003,1,1,4,4,4,1,550480.0
6,3,3,1146,7.044905117129371,1,0,1,5,6,14,2.70805020110221,1,2,4,0,4,3,2,1.0986122886681098,1,2,2,2,2,3,224616.0
0,2,2,3501,8.161089512845797,0,0,1,1,1,17,2.8903717578961645,0,2,2,3,7,1,4,1.6094379124341003,1,1,4,4,4,0,1666476.0
1,5,5,10268,9.236884927198295,1,2,3,6,8,15,2.772588722239781,0,0,0,1,5,3,1,0.6931471805599453,0,1,1,1,1,3,1078140.0
2,4,4,2914,7.977625098784593,1,1,4,2,4,5,1.791759469228055,0,2,0,5,5,3,2,1.0986122886681098,1,2,2,2,2,1,203980.0
3,2,2,7969,8.98343977178426,0,1,4,3,9,7,2.0794415416798357,0,1,2,0,7,0,2,1.0986122886681098,1,2,2,2,2,1,780962.0
0,9,9,17041,9.743436164387901,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,2,3,1.3862943611198906,0,0,3,3,3,0,1431444.0
4,5,5,9527,9.161990111035136,0,2,2,0,7,20,3.044522437723423,1,2,0,6,0,2,6,1.9459101490553132,1,0,1,6,6,1,8002680.0
6,0,0,16356,9.702411219258526,1,0,1,4,6,6,1.9459101490553132,1,0,1,6,6,3,3,1.3862943611198906,0,0,3,3,3,3,2060856.0
1,8,8,18134,9.805599051717003,1,2,4,4,4,20,3.044522437723423,1,2,0,6,0,2,5,1.791759469228055,0,2,0,5,5,1,12693800.0
0,1,1,5499,8.612503371220562,0,0,4,4,9,16,2.833213344056216,1,1,1,2,6,3,6,1.9459101490553132,1,0,1,6,6,0,3695328.0
4,5,5,11392,9.340754410698116,1,1,2,3,2,20,3.044522437723423,1,2,0,6,0,2,2,1.0986122886681098,1,2,2,2,2,2,3189760.0
1,5,5,9365,9.144841389743487,0,2,0,6,5,24,3.2188758248682006,1,0,4,3,4,2,3,1.3862943611198906,0,0,3,3,3,1,4719960.0
0,4,4,1010,6.918695219020472,1,2,0,2,0,15,2.772588722239781,0,0,0,1,5,1,2,1.0986122886681098,1,2,2,2,2,1,212100.0
4,1,1,10638,9.272281773516365,1,0,3,5,8,15,2.772588722239781,0,0,0,1,5,0,6,1.9459101490553132,1,0,1,6,6,1,6701940.0
4,9,9,3274,8.094073148069352,1,1,4,5,4,6,1.9459101490553132,1,0,1,6,6,1,5,1.791759469228055,0,2,0,5,5,0,687540.0
0,6,6,8624,9.062420241899561,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,2,3,1.3862943611198906,0,0,3,3,3,2,1086624.0
4,3,3,16874,9.733588515740731,1,2,4,4,4,7,2.0794415416798357,0,1,2,0,7,0,5,1.791759469228055,0,2,0,5,5,1,4134130.0
5,0,0,17790,9.786447990434775,1,0,0,3,0,19,2.995732273553991,0,1,4,5,9,1,4,1.6094379124341003,1,1,4,4,4,0,9464280.0
1,7,7,11507,9.35079772467144,0,2,2,6,7,6,1.9459101490553132,1,0,1,6,6,2,6,1.9459101490553132,1,0,1,6,6,1,2899764.0
4,0,0,12332,9.420033875565988,1,2,2,5,2,11,2.4849066497880004,0,2,1,4,1,1,2,1.0986122886681098,1,2,2,2,2,1,1899128.0
1,8,8,564,6.336825731146441,1,0,4,4,4,21,3.091042453358316,0,0,1,0,1,1,5,1.791759469228055,0,2,0,5,5,1,414540.0
1,6,6,8390,9.03491498187007,1,2,0,4,0,23,3.1780538303479458,0,2,3,2,3,3,1,0.6931471805599453,0,1,1,1,1,3,1350790.0
2,0,0,4177,8.33758794211651,0,1,2,5,7,3,1.3862943611198906,0,0,3,3,3,3,4,1.6094379124341003,1,1,4,4,4,0,350868.0
3,8,8,4681,8.451480648050856,0,1,1,5,1,12,2.5649493574615367,1,0,2,5,2,2,3,1.3862943611198906,0,0,3,3,3,1,1179612.0
4,3,3,4442,8.399085102935908,1,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,1,4,1.6094379124341003,1,1,4,4,4,1,870632.0
1,7,7,7402,8.909640602443098,1,1,2,3,2,3,1.3862943611198906,0,0,3,3,3,1,3,1.3862943611198906,0,0,3,3,3,1,466326.0
5,1,1,12898,9.464905067965136,1,1,3,4,8,4,1.6094379124341003,1,1,4,4,4,2,3,1.3862943611198906,0,0,3,3,3,0,1083432.0
6,3,3,19168,9.86104966983816,1,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,0,3,1.3862943611198906,0,0,3,3,3,1,1207584.0
1,8,8,16772,9.727525729694754,1,2,2,0,2,1,0.6931471805599453,0,1,1,1,1,2,1,0.6931471805599453,0,1,1,1,1,6,117404.0
3,2,2,7809,8.963160242833732,0,0,4,4,9,4,1.6094379124341003,1,1,4,4,4,2,3,1.3862943611198906,0,0,3,3,3,1,655956.0
3,3,3,17025,9.742496866444002,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,3,2,1.0986122886681098,1,2,2,2,2,1,5005350.0
2,2,2,10729,9.280798835624744,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,2,5,1.791759469228055,0,2,0,5,5,0,6008240.0
1,6,6,12229,9.411647228681218,0,1,4,0,9,16,2.833213344056216,1,1,1,2,6,0,5,1.791759469228055,0,2,0,5,5,1,6848240.0
1,3,3,12104,9.40137386937216,1,2,4,1,4,18,2.9444389791664403,1,0,3,4,8,3,3,1.3862943611198906,0,0,3,3,3,1,4575312.0
4,7,7,3131,8.049427057110695,0,2,1,2,1,22,3.1354942159291497,1,1,2,1,2,2,2,1.0986122886681098,1,2,2,2,2,1,964348.0
0,4,4,8601,9.059750013343681,0,0,1,5,1,12,2.5649493574615367,1,0,2,5,2,3,1,0.6931471805599453,0,1,1,1,1,3,722484.0
1,3,3,10869,9.293761980115255,0,0,4,5,9,6,1.9459101490553132,1,0,1,6,6,2,6,1.9459101490553132,1,0,1,6,6,1,2738988.0
3,9,9,11905,9.384797753713336,0,1,0,5,5,20,3.044522437723423,1,2,0,6,0,1,1,0.6931471805599453,0,1,1,1,1,3,1666700.0
1,9,9,17541,9.772353284511327,0,0,1,6,1,15,2.772588722239781,0,0,0,1,5,2,5,1.791759469228055,0,2,0,5,5,1,9209025.0
2,0,0,11212,9.324829098460881,1,1,2,5,2,4,1.6094379124341003,1,1,4,4,4,0,5,1.791759469228055,0,2,0,5,5,1,1569680.0
1,8,8,11331,9.335385860950407,0,0,1,5,1,23,3.1780538303479458,0,2,3,2,3,2,1,0.6931471805599453,0,1,1,1,1,3,1824291.0
5,0,0,8085,8.997889450200717,0,0,0,0,5,9,2.302585092994046,0,0,4,2,9,0,1,0.6931471805599453,0,1,1,1,1,4,509355.0
3,3,3,11049,9.3101857069459,0,0,4,3,9,24,3.2188758248682006,1,0,4,3,4,0,2,1.0986122886681098,1,2,2,2,2,1,3712464.0
1,6,6,5214,8.559294367434873,1,0,4,6,4,23,3.1780538303479458,0,2,3,2,3,0,5,1.791759469228055,0,2,0,5,5,0,4197270.0
0,9,9,2067,7.63433723562832,0,0,2,2,7,1,0.6931471805599453,0,1,1,1,1,3,5,1.791759469228055,0,2,0,5,5,3,72345.0
3,3,3,7992,8.98632143762602,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,1,1,0.6931471805599453,0,1,1,1,1,3,951048.0
4,0,0,10289,9.238927828828094,0,2,4,6,9,8,2.1972245773362196,1,2,3,1,8,0,2,1.0986122886681098,1,2,2,2,2,1,1152368.0
0,7,7,18540,9.827739775097854,1,0,0,4,0,14,2.70805020110221,1,2,4,0,4,2,5,1.791759469228055,0,2,0,5,5,2,9084600.0
2,6,6,16164,9.690603690159534,1,0,4,1,4,2,1.0986122886681098,1,2,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,3,905184.0
3,4,4,16437,9.707351006708445,0,0,2,1,7,7,2.0794415416798357,0,1,2,0,7,1,5,1.791759469228055,0,2,0,5,5,1,4027065.0
0,2,2,10729,9.280798835624744,0,1,4,5,9,17,2.8903717578961645,0,2,2,3,7,0,3,1.3862943611198906,0,0,3,3,3,0,3830253.0
2,5,5,792,6.675823221634848,1,0,2,1,2,19,2.995732273553991,0,1,4,5,9,0,1,0.6931471805599453,0,1,1,1,1,3,105336.0
2,5,5,12782,9.455871442168021,1,2,2,0,2,18,2.9444389791664403,1,0,3,4,8,2,4,1.6094379124341003,1,1,4,4,4,1,6442128.0
2,1,1,10101,9.220488703027998,0,0,1,0,1,14,2.70805020110221,1,2,4,0,4,3,2,1.0986122886681098,1,2,2,2,2,3,1979796.0
4,7,7,12449,9.429475901892854,0,2,4,3,9,16,2.833213344056216,1,1,1,2,6,3,3,1.3862943611198906,0,0,3,3,3,0,4182864.0
2,8,8,18075,9.802340370531171,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,2,2,1.0986122886681098,1,2,2,2,2,3,253050.0
5,5,5,17628,9.777300552285743,1,0,3,2,8,1,0.6931471805599453,0,1,1,1,1,0,1,0.6931471805599453,0,1,1,1,1,5,123396.0
5,6,6,1218,7.105786129481271,1,0,3,0,8,5,1.791759469228055,0,2,0,5,5,1,5,1.791759469228055,0,2,0,5,5,2,213150.0
3,7,7,10362,9.245997049184217,1,0,2,2,2,16,2.833213344056216,1,1,1,2,6,0,1,0.6931471805599453,0,1,1,1,1,3,1160544.0
6,4,4,7432,8.913684824725294,1,1,2,5,2,1,0.6931471805599453,0,1,1,1,1,0,1,0.6931471805599453,0,1,1,1,1,5,52024.0
4,2,2,9067,9.11250701162742,0,1,2,2,7,7,2.0794415416798357,0,1,2,0,7,3,2,1.0986122886681098,1,2,2,2,2,1,888566.0
0,9,9,2087,7.643961949002529,0,2,2,1,7,22,3.1354942159291497,1,1,2,1,2,2,6,1.9459101490553132,1,0,1,6,6,0,1928388.0
2,5,5,9261,9.133675287040697,0,0,1,0,1,16,2.833213344056216,1,1,1,2,6,2,3,1.3862943611198906,0,0,3,3,3,2,3111696.0
0,6,6,10505,9.259701801513907,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,2,2,1.0986122886681098,1,2,2,2,2,1,1176560.0
2,7,7,16337,9.701248961901815,0,2,2,6,7,2,1.0986122886681098,1,2,2,2,2,1,6,1.9459101490553132,1,0,1,6,6,1,1372308.0
4,0,0,16671,9.721485944553093,0,0,1,4,1,16,2.833213344056216,1,1,1,2,6,3,2,1.0986122886681098,1,2,2,2,2,1,3734304.0
5,4,4,1636,7.400620577371135,1,1,1,5,6,5,1.791759469228055,0,2,0,5,5,3,2,1.0986122886681098,1,2,2,2,2,1,114520.0
3,4,4,1094,6.9985096422506015,1,2,4,2,4,1,0.6931471805599453,0,1,1,1,1,0,1,0.6931471805599453,0,1,1,1,1,5,7658.0
1,3,3,9925,9.202912856147385,0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,0,5,1.791759469228055,0,2,0,5,5,2,2431625.0
2,6,6,18041,9.800457652216584,0,2,1,2,1,8,2.1972245773362196,1,2,3,1,8,1,1,0.6931471805599453,0,1,1,1,1,3,1010296.0
3,2,2,14602,9.588982266040471,1,1,2,0,2,11,2.4849066497880004,0,2,1,4,1,0,5,1.791759469228055,0,2,0,5,5,1,5621770.0
0,7,7,8550,9.053803514155955,1,0,0,3,0,14,2.70805020110221,1,2,4,0,4,1,1,0.6931471805599453,0,1,1,1,1,4,837900.0
