slot_person_name,slot_base_age,slot_base_age_abs_log1p,slot_base_age_is_even,slot_base_age_mod3,slot_base_age_mod5,slot_base_age_mod7,slot_base_age_mod10,slot_brother_multiplier,slot_brother_multiplier_abs_log1p,slot_brother_multiplier_is_even,slot_brother_multiplier_mod3,slot_brother_multiplier_mod5,slot_brother_multiplier_mod7,slot_brother_multiplier_mod10,slot_younger_percent,slot_younger_percent_abs_log1p,slot_younger_percent_is_even,slot_younger_percent_mod3,slot_younger_percent_mod7,slot_younger_percent_mod10,gcd_all,n_multiple_pairs,y
1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,2,1,59.0
1,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,5,2,134.0
1,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,5,2,335.0
1,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,2,342.0
9,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,0,77.0
3,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,1,1,162.0
4,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,1,1,140.0
7,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,2,2,190.0
1,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,2,3,234.0
3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,1,27.0
0,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,1,1,95.0
4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,28.0
3,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,1,1,312.0
3,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,1,1,145.0
3,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,196.0
7,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,1,0,273.0
1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,46.0
1,56,4.04305126783455,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,0,266.0
8,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,0,209.0
0,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,2,3,72.0
0,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,1,0,195.0
2,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,0,434.0
9,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,5,3,402.0
7,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,1,245.0
5,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,0,195.0
5,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,1,57.0
1,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,1,192.0
1,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,5,2,268.0
2,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,1,171.0
4,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,1,228.0
6,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,2,1,308.0
9,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,2,2,58.0
1,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,45.0
9,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,1,144.0
4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,2,2,185.0
7,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,4,2,336.0
1,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,1,1,171.0
7,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,154.0
1,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,2,0,1,2,47.0
3,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,3,414.0
2,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,90.0
0,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,2,3,117.0
5,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,3,264.0
2,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,1,1,378.0
5,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,0,76.0
7,55,4.02535169073515,0,1,0,6,5,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,1,1,198.0
5,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,3,207.0
9,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,5,3,272.0
7,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,2,1,295.0
1,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,90.0
0,55,4.02535169073515,0,1,0,6,5,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,1,1,198.0
4,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,1,57.0
0,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,2,1,295.0
6,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,0,105.0
6,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,4,2,336.0
7,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,165.0
5,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,2,3,156.0
3,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,2,1,395.0
9,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,4,3,116.0
3,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,2,2,236.0
5,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,2,1,395.0
6,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,5,2,268.0
2,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,1,1,171.0
4,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,207.0
6,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,2,2,354.0
6,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,2,3,152.0
9,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,1,1,171.0
8,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,0,76.0
2,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,2,3,76.0
3,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,2,1,316.0
7,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,92.0
9,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,2,1,385.0
0,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,2,2,74.0
3,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,198.0
9,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,99.0
8,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,0,240.0
7,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,1,216.0
9,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,2,0,3,3,282.0
1,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,4,3,112.0
9,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,2,147.0
4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,1,49.0
7,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,115.0
0,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,1,114.0
4,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,4,2,336.0
8,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,0,95.0
5,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,2,1,152.0
8,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,2,1,312.0
9,35,3.58351893845611,0,2,0,0,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,1,1,133.0
0,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,2,1,177.0
3,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,330.0
1,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,88.0
1,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,2,0,3,3,141.0
0,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,5,3,201.0
5,55,4.02535169073515,0,1,0,6,5,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,1,1,198.0
7,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,2,1,152.0
1,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,345.0
4,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,2,2,108.0
6,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,135.0
1,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,63.0
1,55,4.02535169073515,0,1,0,6,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,1,1,209.0
3,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,3,207.0
3,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,225.0
9,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,44.0
6,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,1,216.0
1,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,1,270.0
4,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,1,1,169.0
4,28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,0,217.0
0,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,92.0
8,28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,0,217.0
2,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,5,2,270.0
2,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,2,1,395.0
8,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,1,228.0
5,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,1,1,54.0
3,52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,195.0
5,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,90.0
4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,1,72.0
1,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,1,1,57.0
0,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,135.0
9,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,2,3,78.0
7,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,105.0
9,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,2,342.0
8,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,184.0
9,45,3.828641396489095,0,0,0,3,5,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,1,1,252.0
5,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,0,285.0
7,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,117.0
8,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,0,300.0
3,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,1,279.0
3,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,2,0,1,1,94.0
2,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,2,1,228.0
0,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,0,76.0
8,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,92.0
3,45,3.828641396489095,0,0,0,3,5,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,1,1,252.0
1,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,2,1,154.0
8,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,2,2,216.0
9,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,1,1,95.0
6,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,1,114.0
9,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,2,3,234.0
3,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,3,175.0
4,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,165.0
7,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,2,3,156.0
4,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,5,2,405.0
5,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,5,2,390.0
3,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,264.0
8,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,99.0
7,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,1,114.0
1,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,1,114.0
2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,36.0
0,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,5,2,374.0
9,54,4.007333185232471,1,0,4,5,4,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,0,297.0
5,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,1,192.0
8,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,363.0
1,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,138.0
8,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,2,3,222.0
9,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,3,345.0
7,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,2,0,3,3,282.0
3,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,1,196.0
7,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,1,1,84.0
9,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,2,2,468.0
9,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,0,253.0
3,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,45.0
5,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,45.0
5,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,2,3,39.0
4,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,2,0,380.0
8,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,4,3,224.0
3,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,363.0
4,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,1,93.0
7,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,0,38.0
4,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,2,1,76.0
9,58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,1,1,377.0
3,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,1,171.0
0,46,3.8501476017100584,1,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,0,253.0
6,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,1,1,308.0
3,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,2,1,456.0
8,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,198.0
4,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,2,3,156.0
9,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,2,2,148.0
5,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,4,2,336.0
5,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,184.0
4,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,0,253.0
9,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,1,81.0
1,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,46.0
8,45,3.828641396489095,0,0,0,3,5,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,1,1,261.0
2,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,1,57.0
3,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,1,1,143.0
6,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,231.0
8,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,2,2,118.0
1,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,1,0,195.0
5,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,375.0
4,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,1,1,117.0
5,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,2,2,118.0
4,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,3,207.0
2,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,0,319.0
7,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,0,161.0
6,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,2,1,295.0
7,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,1,49.0
5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,21.0
