slot_seller,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,slot_item_name,slot_container_name,slot_capacity_per_container,slot_capacity_per_container_abs_log1p,slot_capacity_per_container_is_even,slot_capacity_per_container_mod3,slot_capacity_per_container_mod5,slot_capacity_per_container_mod7,slot_capacity_per_container_mod10,slot_price_per_container,slot_price_per_container_abs_log1p,slot_price_per_container_frac,slot_price_per_container_n_decimals,slot_currency_symbol,gcd_all,y
1,286,5.659482215759621,1,1,1,6,6,0,2,26,3.295836866004329,1,2,1,5,6,4.0,1.6094379124341003,0.0,1,2,26,44.0
4,2700,7.901377353792616,1,0,0,5,0,4,1,60,4.110873864173311,1,0,0,4,0,16.75,2.8763855159214247,0.75,2,1,60,753.75
4,276,5.6240175061873385,1,0,1,3,6,1,6,6,1.9459101490553132,1,0,1,6,6,16.75,2.8763855159214247,0.75,2,3,6,770.5
4,6336,8.754160749323518,1,0,1,1,6,3,0,48,3.8918202981106265,1,0,3,6,8,9.0,2.302585092994046,0.0,1,3,48,1188.0
2,975,6.883462586413092,0,0,0,2,5,6,3,39,3.6888794541139363,0,0,4,4,9,12.75,2.6210388241125804,0.75,2,3,39,318.75
6,2072,7.636752112435779,1,2,2,0,2,0,3,37,3.6375861597263857,0,1,2,2,7,3.25,1.4469189829363254,0.25,2,3,37,182.0
3,600,6.398594934535208,1,0,0,5,0,5,4,20,3.044522437723423,1,2,0,6,0,18.0,2.9444389791664403,0.0,1,0,20,540.0
0,3358,8.119398589612294,1,1,3,5,8,5,6,23,3.1780538303479458,0,2,3,2,3,4.0,1.6094379124341003,0.0,1,1,23,584.0
6,756,6.6293632534374485,1,0,1,0,6,7,1,42,3.7612001156935624,1,0,2,0,2,12.0,2.5649493574615367,0.0,1,1,42,216.0
3,1144,7.0431599159883405,1,1,4,3,4,2,1,13,2.6390573296152584,0,1,3,6,3,1.75,1.0116009116784799,0.75,2,1,13,154.0
6,3564,8.178919332848396,1,0,4,1,4,5,2,33,3.5263605246161616,0,0,3,5,3,13.75,2.691243082785829,0.75,2,1,33,1485.0
2,300,5.707110264748875,1,0,0,6,0,5,5,4,1.6094379124341003,1,1,4,4,4,11.25,2.505525936990736,0.25,2,0,4,843.75
2,492,6.20050917404269,1,0,2,2,2,2,3,12,2.5649493574615367,1,0,2,5,2,3.0,1.3862943611198906,0.0,1,3,12,123.0
6,3080,8.033009498596668,1,2,0,0,0,0,4,35,3.58351893845611,0,2,0,0,5,19.5,3.0204248861443626,0.5,1,2,35,1716.0
4,1125,7.026426808699636,0,0,0,5,5,6,1,45,3.828641396489095,0,0,0,3,5,3.5,1.5040773967762742,0.5,1,0,45,87.5
1,2304,7.742835955430749,1,0,4,1,4,3,4,36,3.6109179126442243,1,0,1,1,6,18.75,2.9831534913471307,0.75,2,3,36,1200.0
5,342,5.8377304471659395,1,0,2,6,2,0,1,3,1.3862943611198906,0,0,3,3,3,9.75,2.3749057545736716,0.75,2,0,3,1111.5
0,6270,8.74369111054302,1,0,0,5,0,5,2,57,4.060443010546419,0,0,2,1,7,15.75,2.8183982582710754,0.75,2,1,57,1732.5
2,243,5.497168225293202,0,0,3,5,3,3,3,9,2.302585092994046,0,0,4,2,9,4.0,1.6094379124341003,0.0,1,2,9,108.0
2,3956,8.283241441385425,1,2,1,1,6,0,0,43,3.784189633918261,0,1,3,1,3,16.0,2.833213344056216,0.0,1,3,43,1472.0
5,392,5.973809611869261,1,2,2,0,2,2,4,49,3.912023005428146,0,1,4,0,9,10.0,2.3978952727983707,0.0,1,0,49,80.0
3,5720,8.651898894268529,1,2,0,1,0,6,6,55,4.02535169073515,0,1,0,6,5,4.5,1.7047480922384253,0.5,1,3,55,468.0
0,5406,8.595449689382004,1,0,1,2,6,5,2,51,3.9512437185814275,0,0,1,2,1,17.25,2.9041650800285006,0.25,2,2,51,1828.5
2,1131,7.0317412587631285,0,0,1,4,1,6,6,39,3.6888794541139363,0,0,4,4,9,10.0,2.3978952727983707,0.0,1,2,39,290.0
3,4118,8.323365694436081,1,2,3,2,8,2,6,29,3.4011973816621555,0,2,4,1,9,14.75,2.7568403652716422,0.75,2,3,29,2094.5
6,2100,7.650168700845001,1,0,0,0,0,3,3,25,3.258096538021482,0,1,0,4,5,12.75,2.6210388241125804,0.75,2,2,25,1071.0
5,4144,8.329658067569396,1,1,4,0,4,5,5,37,3.6375861597263857,0,1,2,2,7,17.75,2.9311937524164198,0.75,2,2,37,1988.0
6,1176,7.0707241072602764,1,0,1,0,6,6,4,8,2.1972245773362196,1,2,3,1,8,6.0,1.9459101490553132,0.0,1,1,8,882.0
0,2336,7.756623334538858,1,2,1,5,6,3,3,32,3.4965075614664802,1,2,2,4,2,3.0,1.3862943611198906,0.0,1,0,32,219.0
5,870,6.769641976852503,1,0,0,2,0,5,1,30,3.4339872044851463,1,0,0,2,0,5.75,1.9095425048844386,0.75,2,1,30,166.75
3,2809,7.940939762327791,0,1,4,2,9,1,3,53,3.9889840465642745,0,2,3,4,3,14.25,2.7245795030534206,0.25,2,2,53,755.25
0,2744,7.917536353943631,1,2,4,0,4,5,2,28,3.367295829986474,1,1,3,0,8,3.0,1.3862943611198906,0.0,1,3,28,294.0
4,7752,8.955835144218959,1,0,2,3,2,0,5,57,4.060443010546419,0,0,2,1,7,11.25,2.505525936990736,0.25,2,0,57,1530.0
5,3770,8.235095497258357,1,2,0,4,0,5,2,26,3.295836866004329,1,2,1,5,6,19.0,2.995732273553991,0.0,1,2,26,2755.0
2,2875,7.964155718840937,0,1,0,5,5,3,5,25,3.258096538021482,0,1,0,4,5,16.75,2.8763855159214247,0.75,2,0,25,1926.25
3,4350,8.37816098272068,1,0,0,3,0,0,1,30,3.4339872044851463,1,0,0,2,0,4.5,1.7047480922384253,0.5,1,2,30,652.5
1,2584,7.85748078694253,1,1,4,1,4,6,1,34,3.5553480614894135,1,1,4,6,4,10.75,2.463853240590168,0.75,2,0,34,817.0
1,1080,6.985641817639208,1,0,0,2,0,7,0,54,4.007333185232471,1,0,4,5,4,10.75,2.463853240590168,0.75,2,2,54,215.0
2,7865,8.970304952991755,0,2,0,4,5,2,0,55,4.02535169073515,0,1,0,6,5,16.0,2.833213344056216,0.0,1,3,55,2288.0
5,5368,8.58839695042257,1,1,3,6,8,2,6,44,3.8066624897703196,1,2,4,2,4,10.5,2.4423470353692043,0.5,1,1,44,1281.0
1,2442,7.8009820712577405,1,0,2,6,2,4,3,22,3.1354942159291497,1,1,2,1,2,12.5,2.6026896854443837,0.5,1,1,22,1387.5
6,4080,8.314097335405807,1,0,0,6,0,4,5,48,3.8918202981106265,1,0,3,6,8,5.75,1.9095425048844386,0.75,2,3,48,488.75
4,1206,7.095893221097532,1,0,1,2,6,5,1,9,2.302585092994046,0,0,4,2,9,3.5,1.5040773967762742,0.5,1,3,9,469.0
2,220,5.3981627015177525,1,1,0,3,0,5,2,20,3.044522437723423,1,2,0,6,0,6.75,2.0476928433652555,0.75,2,1,20,74.25
0,5406,8.595449689382004,1,0,1,2,6,5,0,53,3.9889840465642745,0,2,3,4,3,5.25,1.8325814637483102,0.25,2,3,53,535.5
4,986,6.894670039433482,1,2,1,6,6,7,0,34,3.5553480614894135,1,1,4,6,4,17.5,2.917770732084279,0.5,1,1,34,507.5
1,4884,8.493924564476883,1,0,4,5,4,4,2,44,3.8066624897703196,1,2,4,2,4,14.25,2.7245795030534206,0.25,2,0,44,1581.75
3,852,6.748759547491679,1,0,2,5,2,5,1,6,1.9459101490553132,1,0,1,6,6,13.75,2.691243082785829,0.75,2,3,6,1952.5
0,4154,8.332067707289548,1,2,4,3,4,2,4,31,3.4657359027997265,0,1,1,3,1,7.0,2.0794415416798357,0.0,1,3,31,938.0
0,2759,7.9229859587111955,0,2,4,1,9,1,6,31,3.4657359027997265,0,1,1,3,1,6.5,2.0149030205422647,0.5,1,2,31,578.5
3,3864,8.259716961021523,1,0,4,0,4,2,5,28,3.367295829986474,1,1,3,0,8,6.25,1.9810014688665833,0.25,2,3,28,862.5
6,135,4.912654885736052,0,0,0,2,5,2,6,3,1.3862943611198906,0,0,3,3,3,14.25,2.7245795030534206,0.25,2,1,3,641.25
3,3584,8.184513753033722,1,2,4,0,4,5,6,28,3.367295829986474,1,1,3,0,8,15.75,2.8183982582710754,0.75,2,3,28,2016.0
2,5432,8.600246746551523,1,2,2,0,2,0,6,56,4.04305126783455,1,2,1,0,6,18.5,2.970414465569701,0.5,1,0,56,1794.5
1,1640,7.403061091090091,1,2,0,2,0,0,1,41,3.7376696182833684,0,2,1,6,1,20.0,3.044522437723423,0.0,1,3,41,800.0
2,5192,8.555066843844319,1,2,2,5,2,2,3,59,4.0943445622221,0,2,4,3,9,2.5,1.252762968495368,0.5,1,3,59,220.0
0,158,5.0689042022202315,1,2,3,4,8,5,3,2,1.0986122886681098,1,2,2,2,2,6.25,1.9810014688665833,0.25,2,0,2,493.75
1,4680,8.45126704130007,1,0,0,4,0,0,5,36,3.6109179126442243,1,0,1,1,6,0.5,0.4054651081081644,0.5,1,0,36,65.0
2,340,5.831882477283517,1,1,0,4,0,4,6,17,2.8903717578961645,0,2,2,3,7,10.0,2.3978952727983707,0.0,1,0,17,200.0
6,1593,7.374001859350161,0,0,3,4,3,2,6,27,3.332204510175204,0,0,2,6,7,11.25,2.505525936990736,0.25,2,0,27,663.75
6,1953,7.577633832602728,0,0,3,0,3,0,3,31,3.4657359027997265,0,1,1,3,1,12.25,2.583997552432231,0.25,2,3,31,771.75
5,492,6.20050917404269,1,0,2,2,2,5,5,12,2.5649493574615367,1,0,2,5,2,1.0,0.6931471805599453,0.0,1,3,12,41.0
2,136,4.919980925828125,1,1,1,3,6,5,6,4,1.6094379124341003,1,1,4,4,4,1.0,0.6931471805599453,0.0,1,0,4,34.0
4,1664,7.417580402414544,1,2,4,5,4,2,1,13,2.6390573296152584,0,1,3,6,3,14.5,2.740840023925201,0.5,1,3,13,1856.0
6,630,6.447305862541213,1,0,0,0,0,3,3,5,1.791759469228055,0,2,0,5,5,12.5,2.6026896854443837,0.5,1,2,5,1575.0
1,4250,8.35490952835879,1,2,0,1,0,4,5,34,3.5553480614894135,1,1,4,6,4,17.0,2.8903717578961645,0.0,1,2,34,2125.0
5,609,6.413458957167357,0,0,4,0,9,2,6,21,3.091042453358316,0,0,1,0,1,3.5,1.5040773967762742,0.5,1,0,21,101.5
6,3572,8.181160858023409,1,2,2,2,2,1,2,38,3.6635616461296463,1,2,3,3,8,17.25,2.9041650800285006,0.25,2,3,38,1621.5
4,704,6.558197802812269,1,2,4,4,4,1,1,8,2.1972245773362196,1,2,3,1,8,15.25,2.7880929087757464,0.25,2,0,8,1342.0
2,1677,7.425357887027151,0,0,2,4,7,5,5,13,2.6390573296152584,0,1,3,6,3,6.75,2.0476928433652555,0.75,2,0,13,870.75
2,2806,7.939871576361883,1,1,1,6,6,3,4,46,3.8501476017100584,1,1,1,4,6,1.75,1.0116009116784799,0.75,2,3,46,106.75
3,7524,8.925986089617076,1,0,4,6,4,4,0,57,4.060443010546419,0,0,2,1,7,8.25,2.224623551524334,0.25,2,0,57,1089.0
6,6160,8.725994381014571,1,1,0,0,0,2,4,56,4.04305126783455,1,2,1,0,6,4.25,1.6582280766035324,0.25,2,2,56,467.5
5,1908,7.554334823725748,1,0,3,4,8,3,0,53,3.9889840465642745,0,2,3,4,3,2.75,1.3217558399823195,0.75,2,0,53,99.0
2,1428,7.264730177929867,1,0,3,0,8,6,3,42,3.7612001156935624,1,0,2,0,2,9.75,2.3749057545736716,0.75,2,2,42,331.5
1,2916,7.978310969867722,1,0,1,4,6,3,6,27,3.332204510175204,0,0,2,6,7,10.5,2.4423470353692043,0.5,1,1,27,1134.0
3,1596,7.3758821482150125,1,0,1,0,6,0,3,42,3.7612001156935624,1,0,2,0,2,7.5,2.1400661634962708,0.5,1,0,42,285.0
6,1048,6.955592608396297,1,1,3,5,8,4,1,8,2.1972245773362196,1,2,3,1,8,16.5,2.8622008809294686,0.5,1,1,8,2161.5
6,90,4.51085950651685,1,0,0,6,0,4,4,5,1.791759469228055,0,2,0,5,5,19.75,3.0325462466767075,0.75,2,3,5,355.5
1,2162,7.679251425953058,1,2,2,6,2,6,3,23,3.1780538303479458,0,2,3,2,3,14.5,2.740840023925201,0.5,1,1,23,1363.0
5,5605,8.631592731724734,0,1,0,5,5,3,0,59,4.0943445622221,0,2,4,3,9,3.0,1.3862943611198906,0.0,1,3,59,285.0
6,1189,7.081708586105575,0,1,4,6,9,7,0,29,3.4011973816621555,0,2,4,1,9,2.0,1.0986122886681098,0.0,1,2,29,82.0
3,1199,7.090076835776092,0,2,4,2,9,0,1,11,2.4849066497880004,0,2,1,4,1,18.0,2.9444389791664403,0.0,1,1,11,1962.0
6,98,4.59511985013459,1,2,3,0,8,4,6,2,1.0986122886681098,1,2,2,2,2,5.75,1.9095425048844386,0.75,2,3,2,281.75
5,2080,7.640603826393634,1,1,0,1,0,1,2,26,3.295836866004329,1,2,1,5,6,17.0,2.8903717578961645,0.0,1,0,26,1360.0
6,1547,7.344719054149673,0,2,2,0,7,3,2,17,2.8903717578961645,0,2,2,3,7,8.5,2.2512917986064953,0.5,1,2,17,773.5
5,147,4.997212273764115,0,0,2,0,7,6,4,3,1.3862943611198906,0,0,3,3,3,11.0,2.4849066497880004,0.0,1,2,3,539.0
0,1022,6.930494765951626,1,2,2,0,2,1,1,14,2.70805020110221,1,2,4,0,4,20.0,3.044522437723423,0.0,1,1,14,1460.0
3,756,6.6293632534374485,1,0,1,0,6,4,0,27,3.332204510175204,0,0,2,6,7,18.75,2.9831534913471307,0.75,2,0,27,525.0
0,2508,7.827639546366422,1,0,3,2,8,3,2,33,3.5263605246161616,0,0,3,5,3,7.25,2.1102132003465894,0.25,2,1,33,551.0
6,624,6.437751649736401,1,0,4,1,4,2,3,24,3.2188758248682006,1,0,4,3,4,10.0,2.3978952727983707,0.0,1,0,24,260.0
5,3074,8.031060180240619,1,2,4,1,4,5,2,58,4.07753744390572,1,1,3,2,8,13.0,2.6390573296152584,0.0,1,2,58,689.0
4,8640,9.0642735958414,1,0,0,2,0,1,1,60,4.110873864173311,1,0,0,4,0,1.0,0.6931471805599453,0.0,1,0,60,144.0
5,627,6.4425401664681985,0,0,2,4,7,6,1,11,2.4849066497880004,0,2,1,4,1,8.75,2.277267285009756,0.75,2,3,11,498.75
3,952,6.859614903654202,1,1,2,0,2,2,3,17,2.8903717578961645,0,2,2,3,7,19.5,3.0204248861443626,0.5,1,1,17,1092.0
3,4074,8.312626025674962,1,0,4,0,4,3,3,42,3.7612001156935624,1,0,2,0,2,3.0,1.3862943611198906,0.0,1,1,42,291.0
6,3591,8.18646442942209,0,0,1,0,1,4,3,27,3.332204510175204,0,0,2,6,7,7.75,2.169053700369523,0.75,2,2,27,1030.75
5,6716,8.812396905266864,1,2,1,3,6,2,2,46,3.8501476017100584,1,1,1,4,6,17.5,2.917770732084279,0.5,1,2,46,2555.0
2,680,6.523562306149512,1,2,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,16.5,2.8622008809294686,0.5,1,1,5,2244.0
6,1965,7.583756300707112,0,0,0,5,5,2,4,15,2.772588722239781,0,0,0,1,5,5.75,1.9095425048844386,0.75,2,2,15,753.25
1,688,6.535241271013659,1,1,3,2,8,1,0,43,3.784189633918261,0,1,3,1,3,19.75,3.0325462466767075,0.75,2,1,43,316.0
5,910,6.814542897259958,1,1,0,0,0,0,2,14,2.70805020110221,1,2,4,0,4,17.0,2.8903717578961645,0.0,1,0,14,1105.0
0,3660,8.205491613120236,1,0,0,6,0,7,4,30,3.4339872044851463,1,0,0,2,0,12.25,2.583997552432231,0.25,2,0,30,1494.5
3,1250,7.1316985104669115,1,2,0,4,0,4,6,25,3.258096538021482,0,1,0,4,5,17.0,2.8903717578961645,0.0,1,0,25,850.0
3,2686,7.8961806086154915,1,1,1,5,6,6,1,34,3.5553480614894135,1,1,4,6,4,15.5,2.803360380906535,0.5,1,1,34,1224.5
1,1860,7.528869256642251,1,0,0,5,0,7,1,60,4.110873864173311,1,0,0,4,0,6.0,1.9459101490553132,0.0,1,1,60,186.0
4,1088,6.9930151229329605,1,2,3,3,8,0,2,16,2.833213344056216,1,1,1,2,6,12.0,2.5649493574615367,0.0,1,1,16,816.0
2,960,6.8679744089702925,1,0,0,1,0,3,6,40,3.713572066704308,1,1,0,5,0,15.0,2.772588722239781,0.0,1,3,40,360.0
0,196,5.2832037287379885,1,1,1,0,6,3,4,28,3.367295829986474,1,1,3,0,8,9.75,2.3749057545736716,0.75,2,2,28,68.25
0,884,6.785587645007929,1,2,4,2,4,5,3,17,2.8903717578961645,0,2,2,3,7,10.25,2.4203681286504293,0.25,2,3,17,533.0
6,864,6.762729506931879,1,0,4,3,4,3,1,32,3.4965075614664802,1,2,2,4,2,12.0,2.5649493574615367,0.0,1,0,32,324.0
4,460,6.133398042996649,1,1,0,5,0,5,0,23,3.1780538303479458,0,2,3,2,3,10.0,2.3978952727983707,0.0,1,3,23,200.0
0,8344,9.029417836095936,1,1,4,0,4,4,4,56,4.04305126783455,1,2,1,0,6,1.25,0.8109302162163288,0.25,2,3,56,186.25
1,2132,7.665284718471351,1,2,2,4,2,2,2,26,3.295836866004329,1,2,1,5,6,1.5,0.9162907318741551,0.5,1,0,26,123.0
5,708,6.5638555265321274,1,0,3,1,8,4,4,59,4.0943445622221,0,2,4,3,9,2.25,1.1786549963416462,0.25,2,1,59,27.0
1,3792,8.2409125416889,1,0,2,5,2,1,1,48,3.8918202981106265,1,0,3,6,8,17.25,2.9041650800285006,0.25,2,3,48,1362.75
6,1292,7.164720378771857,1,2,2,4,2,6,5,38,3.6635616461296463,1,2,3,3,8,12.25,2.583997552432231,0.25,2,3,38,416.5
3,5292,8.574140471857987,1,0,2,0,2,1,1,49,3.912023005428146,0,1,4,0,9,11.0,2.4849066497880004,0.0,1,1,49,1188.0
5,6136,8.722091302389098,1,1,1,4,6,2,6,52,3.970291913552122,1,1,2,3,2,4.25,1.6582280766035324,0.25,2,2,52,501.5
0,4212,8.345930261979017,1,0,2,5,2,2,1,39,3.6888794541139363,0,0,4,4,9,9.25,2.327277705584417,0.25,2,0,39,999.0
3,2482,7.817222785508166,1,1,2,4,2,5,4,17,2.8903717578961645,0,2,2,3,7,12.25,2.583997552432231,0.25,2,3,17,1788.5
2,629,6.4457198193855785,0,2,4,6,9,7,0,37,3.6375861597263857,0,1,2,2,7,4.0,1.6094379124341003,0.0,1,0,37,68.0
5,344,5.84354441703136,1,2,4,1,4,1,6,8,2.1972245773362196,1,2,3,1,8,16.75,2.8763855159214247,0.75,2,3,8,720.25
2,3536,8.17103418920548,1,2,1,1,6,2,5,26,3.295836866004329,1,2,1,5,6,14.0,2.70805020110221,0.0,1,1,26,1904.0
2,104,4.653960350157523,1,2,4,6,4,3,5,2,1.0986122886681098,1,2,2,2,2,6.75,2.0476928433652555,0.75,2,0,2,351.0
3,2664,7.887959336599945,1,0,4,4,4,6,5,37,3.6375861597263857,0,1,2,2,7,0.75,0.5596157879354227,0.75,2,1,37,54.0
5,189,5.247024072160486,0,0,4,0,9,4,6,21,3.091042453358316,0,0,1,0,1,2.5,1.252762968495368,0.5,1,2,21,22.5
6,5577,8.626585568187433,0,0,2,5,7,4,6,39,3.6888794541139363,0,0,4,4,9,8.75,2.277267285009756,0.75,2,2,39,1251.25
5,1620,7.390798521735676,1,0,0,3,0,0,6,12,2.5649493574615367,1,0,2,5,2,10.75,2.463853240590168,0.75,2,1,12,1451.25
3,539,6.29156913955832,0,2,4,0,9,0,6,49,3.912023005428146,0,1,4,0,9,18.25,2.9575110607337933,0.25,2,1,49,200.75
2,3174,8.063062911326792,1,0,4,3,4,0,0,46,3.8501476017100584,1,1,1,4,6,16.0,2.833213344056216,0.0,1,0,46,1104.0
3,5510,8.614501373883236,1,2,0,1,0,7,3,38,3.6635616461296463,1,2,3,3,8,10.25,2.4203681286504293,0.25,2,2,38,1486.25
3,748,6.618738983517219,1,1,3,6,8,2,1,34,3.5553480614894135,1,1,4,6,4,14.75,2.7568403652716422,0.75,2,0,34,324.5
1,1512,7.321849713788356,1,0,2,0,2,0,1,21,3.091042453358316,0,0,1,0,1,10.5,2.4423470353692043,0.5,1,1,21,756.0
1,6708,8.811205187562887,1,0,3,2,8,2,3,52,3.970291913552122,1,1,2,3,2,15.5,2.803360380906535,0.5,1,3,52,1999.5
3,1848,7.522400231387125,1,0,3,0,8,2,0,21,3.091042453358316,0,0,1,0,1,10.0,2.3978952727983707,0.0,1,0,21,880.0
0,3484,8.156223323194624,1,1,4,5,4,0,6,52,3.970291913552122,1,1,2,3,2,15.75,2.8183982582710754,0.75,2,2,52,1055.25
4,288,5.666426688112432,1,0,3,1,8,6,0,8,2.1972245773362196,1,2,3,1,8,6.75,2.0476928433652555,0.75,2,3,8,243.0
6,714,6.5722825426940075,1,0,4,0,4,6,3,14,2.70805020110221,1,2,4,0,4,17.0,2.8903717578961645,0.0,1,0,14,867.0
3,4408,8.391403185357937,1,1,3,5,8,2,1,38,3.6635616461296463,1,2,3,3,8,8.75,2.277267285009756,0.75,2,3,38,1015.0
0,475,6.16541785423142,0,1,0,6,5,2,5,5,1.791759469228055,0,2,0,5,5,8.5,2.2512917986064953,0.5,1,2,5,807.5
1,840,6.734591659972948,1,0,0,0,0,6,6,40,3.713572066704308,1,1,0,5,0,13.0,2.6390573296152584,0.0,1,1,40,273.0
1,6264,8.742733867330168,1,0,4,6,4,3,1,54,4.007333185232471,1,0,4,5,4,14.75,2.7568403652716422,0.75,2,2,54,1711.0
1,1120,7.02197642307216,1,1,0,0,0,2,5,35,3.58351893845611,0,2,0,0,5,7.5,2.1400661634962708,0.5,1,1,35,240.0
6,403,6.0014148779611505,0,1,3,4,3,6,6,13,2.6390573296152584,0,1,3,6,3,9.75,2.3749057545736716,0.75,2,1,13,302.25
2,1221,7.108244139731541,0,0,1,3,1,6,5,33,3.5263605246161616,0,0,3,5,3,3.5,1.5040773967762742,0.5,1,1,33,129.5
3,1518,7.325807502595773,1,0,3,6,8,2,5,33,3.5263605246161616,0,0,3,5,3,14.0,2.70805020110221,0.0,1,0,33,644.0
5,4264,8.35819745992578,1,1,4,1,4,5,5,52,3.970291913552122,1,1,2,3,2,11.75,2.545531271604435,0.75,2,0,52,963.5
6,616,6.424869023905388,1,1,1,0,6,6,2,56,4.04305126783455,1,2,1,0,6,13.0,2.6390573296152584,0.0,1,2,56,143.0
1,170,5.14166355650266,1,2,0,2,0,6,0,5,1.791759469228055,0,2,0,5,5,12.0,2.5649493574615367,0.0,1,2,5,408.0
1,496,6.208590026096629,1,1,1,6,6,1,4,8,2.1972245773362196,1,2,3,1,8,4.75,1.749199854809259,0.75,2,2,8,294.5
1,4747,8.465478755729558,0,1,2,1,7,3,2,47,3.871201010907891,0,2,2,5,7,3.5,1.5040773967762742,0.5,1,1,47,353.5
5,1860,7.528869256642251,1,0,0,5,0,6,5,20,3.044522437723423,1,2,0,6,0,7.5,2.1400661634962708,0.5,1,3,20,697.5
2,4235,8.351374706721296,0,2,0,0,5,7,6,35,3.58351893845611,0,2,0,0,5,8.75,2.277267285009756,0.75,2,0,35,1058.75
6,261,5.568344503761097,0,0,1,2,1,1,1,3,1.3862943611198906,0,0,3,3,3,13.0,2.6390573296152584,0.0,1,0,3,1131.0
0,3876,8.262816937670928,1,0,1,5,6,3,5,34,3.5553480614894135,1,1,4,6,4,20.0,3.044522437723423,0.0,1,2,34,2280.0
6,2717,7.907651594711089,0,2,2,1,7,7,6,19,2.995732273553991,0,1,4,5,9,10.75,2.463853240590168,0.75,2,0,19,1537.25
5,3800,8.24301946898925,1,2,0,6,0,5,3,50,3.9318256327243257,1,2,0,1,0,12.25,2.583997552432231,0.25,2,0,50,931.0
3,4410,8.39185670010494,1,0,0,0,0,5,5,49,3.912023005428146,0,1,4,0,9,16.25,2.847812143477369,0.25,2,3,49,1462.5
5,1443,7.275172319452771,0,0,3,1,3,4,3,37,3.6375861597263857,0,1,2,2,7,15.75,2.8183982582710754,0.75,2,3,37,614.25
4,2464,7.80994708647679,1,1,4,0,4,3,5,44,3.8066624897703196,1,2,4,2,4,14.0,2.70805020110221,0.0,1,3,44,784.0
6,385,5.955837369464831,0,1,0,0,5,1,3,35,3.58351893845611,0,2,0,0,5,12.0,2.5649493574615367,0.0,1,0,35,132.0
0,182,5.209486152841421,1,2,2,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,12.25,2.583997552432231,0.25,2,3,7,318.5
3,315,5.755742213586912,0,0,0,0,5,2,2,35,3.58351893845611,0,2,0,0,5,7.0,2.0794415416798357,0.0,1,0,35,63.0
0,4371,8.382975849296429,0,0,1,3,1,3,0,47,3.871201010907891,0,2,2,5,7,16.0,2.833213344056216,0.0,1,0,47,1488.0
2,1716,7.448333860897476,1,0,1,1,6,3,6,44,3.8066624897703196,1,2,4,2,4,1.75,1.0116009116784799,0.75,2,2,44,68.25
1,1166,7.062191632286556,1,2,1,4,6,0,0,22,3.1354942159291497,1,1,2,1,2,14.0,2.70805020110221,0.0,1,0,22,742.0
4,4368,8.382289428951436,1,0,3,0,8,1,6,56,4.04305126783455,1,2,1,0,6,6.0,1.9459101490553132,0.0,1,2,56,468.0
1,154,5.043425116919247,1,1,4,0,4,5,6,11,2.4849066497880004,0,2,1,4,1,15.75,2.8183982582710754,0.75,2,0,11,220.5
2,1881,7.540090320145325,0,0,1,5,1,1,5,57,4.060443010546419,0,0,2,1,7,11.25,2.505525936990736,0.25,2,2,57,371.25
1,1120,7.02197642307216,1,1,0,0,0,3,2,8,2.1972245773362196,1,2,3,1,8,8.75,2.277267285009756,0.75,2,1,8,1225.0
2,2744,7.917536353943631,1,2,4,0,4,2,3,28,3.367295829986474,1,1,3,0,8,11.75,2.545531271604435,0.75,2,3,28,1151.5
1,992,6.900730664045173,1,2,2,5,2,7,6,8,2.1972245773362196,1,2,3,1,8,3.0,1.3862943611198906,0.0,1,2,8,372.0
0,1694,7.43543801981455,1,2,4,0,4,2,0,22,3.1354942159291497,1,1,2,1,2,0.25,0.22314355131420976,0.25,2,3,22,19.25
1,936,6.842683282238422,1,0,1,5,6,4,1,12,2.5649493574615367,1,0,2,5,2,15.5,2.803360380906535,0.5,1,3,12,1209.0
0,1116,7.018401799069201,1,0,1,3,6,2,1,31,3.4657359027997265,0,1,1,3,1,20.0,3.044522437723423,0.0,1,1,31,720.0
4,2759,7.9229859587111955,0,2,4,1,9,0,3,31,3.4657359027997265,0,1,1,3,1,16.5,2.8622008809294686,0.5,1,2,31,1468.5
3,1650,7.409136443920128,1,0,0,5,0,3,0,11,2.4849066497880004,0,2,1,4,1,11.5,2.5257286443082556,0.5,1,2,11,1725.0
3,7497,8.922391597295857,0,0,2,0,7,2,5,51,3.9512437185814275,0,0,1,2,1,9.5,2.3513752571634776,0.5,1,1,51,1396.5
1,1748,7.466799475018602,1,2,3,5,8,3,1,46,3.8501476017100584,1,1,1,4,6,11.0,2.4849066497880004,0.0,1,2,46,418.0
4,555,6.320768294250582,0,0,0,2,5,0,2,15,2.772588722239781,0,0,0,1,5,13.5,2.6741486494265287,0.5,1,0,15,499.5
0,2107,7.653494909661253,0,1,2,0,7,4,3,49,3.912023005428146,0,1,4,0,9,8.25,2.224623551524334,0.25,2,2,49,354.75
6,1372,7.224753405767971,1,1,2,0,2,4,3,28,3.367295829986474,1,1,3,0,8,8.25,2.224623551524334,0.25,2,3,28,404.25
6,2924,7.981049759665957,1,2,4,5,4,1,6,43,3.784189633918261,0,1,3,1,3,9.75,2.3749057545736716,0.75,2,0,43,663.0
