slot_name_equal1,slot_name_equal2,slot_name_diff_more,slot_name_diff_less,slot_item_plural,slot_action_past,slot_total_count,slot_total_count_abs_log1p,slot_total_count_is_even,slot_total_count_mod3,slot_total_count_mod5,slot_total_count_mod7,slot_total_count_mod10,slot_pair_total,slot_pair_total_abs_log1p,slot_pair_total_is_even,slot_pair_total_mod3,slot_pair_total_mod5,slot_pair_total_mod7,slot_pair_total_mod10,slot_difference,slot_difference_abs_log1p,slot_difference_is_even,slot_difference_mod3,slot_difference_mod5,slot_difference_mod7,slot_difference_mod10,gcd_all,n_multiple_pairs,y
20,16,1,27,8,8,56,4.04305126783455,1,2,1,0,6,26,3.295836866004329,1,2,1,5,6,14,2.70805020110221,1,2,4,0,4,2,1,5.0
1,18,22,6,5,5,96,4.574710978503383,1,0,1,5,6,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,2,2,7.0
12,0,22,25,3,3,37,3.6375861597263857,0,1,2,2,7,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,0,1,2,0,7,1,0,12.0
25,8,6,15,5,5,130,4.875197323201151,1,1,0,4,0,66,4.204692619390966,1,0,1,3,6,18,2.9444389791664403,1,0,3,4,8,2,0,10.0
2,19,19,17,1,1,68,4.23410650459726,1,2,3,5,8,58,4.07753744390572,1,1,3,2,8,12,2.5649493574615367,1,0,2,5,2,2,0,30.0
2,8,0,14,7,7,93,4.543294782270004,0,0,3,2,3,59,4.0943445622221,0,2,4,3,9,13,2.6390573296152584,0,1,3,6,3,1,0,19.0
26,12,18,6,7,7,126,4.844187086458591,1,0,1,0,6,72,4.290459441148391,1,0,2,2,2,12,2.5649493574615367,1,0,2,5,2,6,1,15.0
26,17,27,25,0,0,112,4.727387818712341,1,1,2,0,2,68,4.23410650459726,1,2,3,5,8,14,2.70805020110221,1,2,4,0,4,2,1,19.0
15,25,18,27,4,4,56,4.04305126783455,1,2,1,0,6,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,4,2,4.0
2,19,14,14,5,5,81,4.406719247264253,0,0,1,4,1,49,3.912023005428146,0,1,4,0,9,5,1.791759469228055,0,2,0,5,5,1,0,11.0
5,23,7,10,5,5,40,3.713572066704308,1,1,0,5,0,28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,2,0,11.0
16,25,7,18,6,6,87,4.477336814478207,0,0,2,3,7,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,1,0,5.0
6,21,13,13,2,2,61,4.127134385045092,0,1,1,5,1,41,3.7376696182833684,0,2,1,6,1,15,2.772588722239781,0,0,0,1,5,1,0,18.0
27,3,14,24,2,2,81,4.406719247264253,0,0,1,4,1,75,4.330733340286331,0,0,0,5,5,19,2.995732273553991,0,1,4,5,9,1,0,44.0
22,22,0,24,0,0,85,4.454347296253507,0,1,0,1,5,65,4.189654742026425,0,2,0,2,5,7,2.0794415416798357,0,1,2,0,7,1,0,26.0
17,11,14,10,5,5,35,3.58351893845611,0,2,0,0,5,25,3.258096538021482,0,1,0,4,5,17,2.8903717578961645,0,2,2,3,7,1,0,16.0
26,3,13,26,8,8,70,4.2626798770413155,1,1,0,0,0,48,3.8918202981106265,1,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,2,0,22.0
0,15,10,2,1,1,50,3.9318256327243257,1,2,0,1,0,36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,0,3,0,2,1,16.0
27,16,2,7,2,2,96,4.574710978503383,1,0,1,5,6,40,3.713572066704308,1,1,0,5,0,18,2.9444389791664403,1,0,3,4,8,2,0,1.0
14,19,20,0,4,4,87,4.477336814478207,0,0,2,3,7,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,1,0,2.0
4,24,2,6,7,7,91,4.5217885770490405,0,1,1,0,1,79,4.382026634673881,0,1,4,2,9,19,2.995732273553991,0,1,4,5,9,1,0,43.0
18,27,25,12,6,6,137,4.927253685157205,0,2,2,4,7,61,4.127134385045092,0,1,1,5,1,19,2.995732273553991,0,1,4,5,9,1,0,2.0
18,18,0,12,5,5,72,4.290459441148391,1,0,2,2,2,50,3.9318256327243257,1,2,0,1,0,12,2.5649493574615367,1,0,2,5,2,2,1,20.0
16,6,8,11,1,1,37,3.6375861597263857,0,1,2,2,7,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,1,0,13.0
21,22,13,14,8,8,96,4.574710978503383,1,0,1,5,6,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,2,1,12.0
22,6,8,13,3,3,38,3.6635616461296463,1,2,3,3,8,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,2,1,8.0
22,27,24,9,6,6,40,3.713572066704308,1,1,0,5,0,34,3.5553480614894135,1,1,4,6,4,16,2.833213344056216,1,1,1,2,6,2,0,22.0
19,18,9,11,9,9,51,3.9512437185814275,0,0,1,2,1,39,3.6888794541139363,0,0,4,4,9,11,2.4849066497880004,0,2,1,4,1,1,0,19.0
15,22,20,3,7,7,42,3.7612001156935624,1,0,2,0,2,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,2,0,19.0
22,2,7,4,1,1,123,4.820281565605037,0,0,3,4,3,59,4.0943445622221,0,2,4,3,9,11,2.4849066497880004,0,2,1,4,1,1,0,3.0
20,12,10,5,7,7,58,4.07753744390572,1,1,3,2,8,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,2,1,13.0
16,24,4,5,3,3,75,4.330733340286331,0,0,0,5,5,49,3.912023005428146,0,1,4,0,9,13,2.6390573296152584,0,1,3,6,3,1,0,18.0
6,8,2,16,5,5,119,4.787491742782046,0,2,4,0,9,73,4.30406509320417,0,1,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,1,22.0
27,25,17,24,1,1,90,4.51085950651685,1,0,0,6,0,42,3.7612001156935624,1,0,2,0,2,12,2.5649493574615367,1,0,2,5,2,6,0,3.0
26,9,4,8,1,1,72,4.290459441148391,1,0,2,2,2,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,2,1,1.0
17,15,0,2,3,3,101,4.624972813284271,0,2,1,3,1,61,4.127134385045092,0,1,1,5,1,7,2.0794415416798357,0,1,2,0,7,1,0,14.0
8,1,10,0,2,2,99,4.605170185988092,0,0,4,1,9,59,4.0943445622221,0,2,4,3,9,17,2.8903717578961645,0,2,2,3,7,1,0,18.0
26,23,24,17,2,2,92,4.532599493153256,1,2,2,1,2,44,3.8066624897703196,1,2,4,2,4,8,2.1972245773362196,1,2,3,1,8,4,0,2.0
2,15,7,16,3,3,53,3.9889840465642745,0,2,3,4,3,27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,0,0,0,1,5,1,0,8.0
26,10,11,8,9,9,65,4.189654742026425,0,2,0,2,5,49,3.912023005428146,0,1,4,0,9,19,2.995732273553991,0,1,4,5,9,1,0,26.0
16,5,0,15,6,6,55,4.02535169073515,0,1,0,6,5,31,3.4657359027997265,0,1,1,3,1,9,2.302585092994046,0,0,4,2,9,1,0,8.0
11,6,11,20,1,1,46,3.8501476017100584,1,1,1,4,6,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,8.0
24,2,11,26,0,0,123,4.820281565605037,0,0,3,4,3,55,4.02535169073515,0,1,0,6,5,15,2.772588722239781,0,0,0,1,5,1,0,1.0
18,20,11,16,6,6,84,4.442651256490317,1,0,4,0,4,66,4.204692619390966,1,0,1,3,6,14,2.70805020110221,1,2,4,0,4,2,1,31.0
2,25,15,25,4,4,96,4.574710978503383,1,0,1,5,6,46,3.8501476017100584,1,1,1,4,6,6,1.9459101490553132,1,0,1,6,6,2,1,1.0
20,25,9,11,4,4,98,4.59511985013459,1,2,3,0,8,44,3.8066624897703196,1,2,4,2,4,20,3.044522437723423,1,2,0,6,0,2,0,5.0
9,13,20,27,1,1,64,4.174387269895637,1,1,4,1,4,42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,2,2,11.0
7,19,15,19,2,2,42,3.7612001156935624,1,0,2,0,2,26,3.295836866004329,1,2,1,5,6,10,2.3978952727983707,1,1,0,3,0,2,0,10.0
17,10,25,16,3,3,74,4.31748811353631,1,2,4,4,4,54,4.007333185232471,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,2,0,21.0
7,14,24,23,1,1,85,4.454347296253507,0,1,0,1,5,53,3.9889840465642745,0,2,3,4,3,5,1.791759469228055,0,2,0,5,5,1,1,13.0
3,27,5,8,2,2,41,3.7376696182833684,0,2,1,6,1,35,3.58351893845611,0,2,0,0,5,19,2.995732273553991,0,1,4,5,9,1,0,24.0
3,8,15,19,2,2,46,3.8501476017100584,1,1,1,4,6,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,2,2,18.0
10,5,16,0,1,1,108,4.6913478822291435,1,0,3,3,8,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,2,2,3.0
11,25,1,1,7,7,39,3.6888794541139363,0,0,4,4,9,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,0,1,2,0,7,1,0,11.0
16,10,15,12,0,0,114,4.74493212836325,1,0,4,2,4,72,4.290459441148391,1,0,2,2,2,12,2.5649493574615367,1,0,2,5,2,6,1,21.0
13,8,5,11,4,4,81,4.406719247264253,0,0,1,4,1,57,4.060443010546419,0,0,2,1,7,9,2.302585092994046,0,0,4,2,9,3,1,21.0
16,6,24,12,7,7,60,4.110873864173311,1,0,0,4,0,38,3.6635616461296463,1,2,3,3,8,16,2.833213344056216,1,1,1,2,6,2,0,16.0
0,24,14,1,5,5,153,5.0369526024136295,0,0,3,6,3,75,4.330733340286331,0,0,0,5,5,15,2.772588722239781,0,0,0,1,5,3,1,6.0
6,24,21,10,3,3,84,4.442651256490317,1,0,4,0,4,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,6,2,27.0
1,1,12,26,3,3,86,4.465908118654584,1,2,1,2,6,48,3.8918202981106265,1,0,3,6,8,10,2.3978952727983707,1,1,0,3,0,2,0,10.0
25,6,12,15,5,5,96,4.574710978503383,1,0,1,5,6,52,3.970291913552122,1,1,2,3,2,14,2.70805020110221,1,2,4,0,4,2,0,11.0
21,10,3,0,9,9,64,4.174387269895637,1,1,4,1,4,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,2,0,1.0
5,26,5,24,9,9,89,4.499809670330265,0,2,4,5,9,41,3.7376696182833684,0,2,1,6,1,17,2.8903717578961645,0,2,2,3,7,1,0,5.0
24,6,17,12,7,7,108,4.6913478822291435,1,0,3,3,8,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,2,1,6.0
6,5,13,7,6,6,131,4.882801922586371,0,2,1,5,1,61,4.127134385045092,0,1,1,5,1,11,2.4849066497880004,0,2,1,4,1,1,0,1.0
25,12,12,21,4,4,77,4.356708826689592,0,2,2,0,7,49,3.912023005428146,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,7,2,14.0
5,4,4,2,0,0,65,4.189654742026425,0,2,0,2,5,33,3.5263605246161616,0,0,3,5,3,7,2.0794415416798357,0,1,2,0,7,1,0,4.0
0,1,2,26,2,2,108,4.6913478822291435,1,0,3,3,8,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,2,3,1.0
19,27,2,21,9,9,96,4.574710978503383,1,0,1,5,6,42,3.7612001156935624,1,0,2,0,2,14,2.70805020110221,1,2,4,0,4,2,1,1.0
14,8,18,24,8,8,95,4.564348191467836,0,2,0,4,5,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,5,2,20.0
23,9,27,2,3,3,94,4.553876891600541,1,1,4,3,4,44,3.8066624897703196,1,2,4,2,4,20,3.044522437723423,1,2,0,6,0,2,0,7.0
4,20,16,20,6,6,61,4.127134385045092,0,1,1,5,1,47,3.871201010907891,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,1,0,20.0
12,24,14,27,5,5,66,4.204692619390966,1,0,1,3,6,38,3.6635616461296463,1,2,3,3,8,10,2.3978952727983707,1,1,0,3,0,2,0,10.0
16,25,18,27,1,1,70,4.2626798770413155,1,1,0,0,0,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,10,2,20.0
6,0,10,2,4,4,56,4.04305126783455,1,2,1,0,6,44,3.8066624897703196,1,2,4,2,4,8,2.1972245773362196,1,2,3,1,8,4,1,20.0
1,26,0,17,9,9,69,4.248495242049359,0,0,4,6,9,51,3.9512437185814275,0,0,1,2,1,11,2.4849066497880004,0,2,1,4,1,1,0,22.0
11,8,15,1,8,8,78,4.3694478524670215,1,0,3,1,8,40,3.713572066704308,1,1,0,5,0,16,2.833213344056216,1,1,1,2,6,2,0,9.0
26,6,9,19,6,6,25,3.258096538021482,0,1,0,4,5,17,2.8903717578961645,0,2,2,3,7,13,2.6390573296152584,0,1,3,6,3,1,0,11.0
6,21,0,15,8,8,88,4.48863636973214,1,1,3,4,8,56,4.04305126783455,1,2,1,0,6,14,2.70805020110221,1,2,4,0,4,2,1,19.0
25,23,22,3,3,3,92,4.532599493153256,1,2,2,1,2,74,4.31748811353631,1,2,4,4,4,20,3.044522437723423,1,2,0,6,0,2,0,38.0
1,9,6,23,4,4,61,4.127134385045092,0,1,1,5,1,43,3.784189633918261,0,1,3,1,3,11,2.4849066497880004,0,2,1,4,1,1,0,18.0
11,3,11,1,3,3,72,4.290459441148391,1,0,2,2,2,60,4.110873864173311,1,0,0,4,0,18,2.9444389791664403,1,0,3,4,8,6,1,33.0
26,18,14,18,6,6,99,4.605170185988092,0,0,4,1,9,49,3.912023005428146,0,1,4,0,9,9,2.302585092994046,0,0,4,2,9,1,1,4.0
13,8,26,1,6,6,97,4.584967478670572,0,1,2,6,7,51,3.9512437185814275,0,0,1,2,1,7,2.0794415416798357,0,1,2,0,7,1,0,6.0
21,25,21,2,4,4,42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,2,0,5.0
22,20,4,5,1,1,80,4.394449154672439,1,2,0,3,0,72,4.290459441148391,1,0,2,2,2,18,2.9444389791664403,1,0,3,4,8,2,1,41.0
16,27,23,21,7,7,44,3.8066624897703196,1,2,4,2,4,30,3.4339872044851463,1,0,0,2,0,18,2.9444389791664403,1,0,3,4,8,2,0,17.0
26,17,26,16,9,9,103,4.6443908991413725,0,1,3,5,3,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,1,1,13.0
17,4,20,19,3,3,43,3.784189633918261,0,1,3,1,3,27,3.332204510175204,0,0,2,6,7,19,2.995732273553991,0,1,4,5,9,1,0,15.0
18,19,23,11,7,7,41,3.7376696182833684,0,2,1,6,1,21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,1,1,4.0
21,26,1,14,7,7,41,3.7376696182833684,0,2,1,6,1,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,6.0
18,23,6,1,3,3,82,4.418840607796598,1,1,2,5,2,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,2,0,19.0
23,2,25,3,4,4,26,3.295836866004329,1,2,1,5,6,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,2,0,9.0
3,18,17,27,4,4,44,3.8066624897703196,1,2,4,2,4,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,2,1,10.0
26,27,16,8,0,0,115,4.7535901911063645,0,1,0,3,5,61,4.127134385045092,0,1,1,5,1,11,2.4849066497880004,0,2,1,4,1,1,0,9.0
12,23,15,12,8,8,84,4.442651256490317,1,0,4,0,4,48,3.8918202981106265,1,0,3,6,8,20,3.044522437723423,1,2,0,6,0,4,0,16.0
8,14,12,11,6,6,33,3.5263605246161616,0,0,3,5,3,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,0,1,5,1,0,16.0
12,25,25,15,9,9,136,4.919980925828125,1,1,1,3,6,68,4.23410650459726,1,2,3,5,8,10,2.3978952727983707,1,1,0,3,0,2,1,5.0
9,6,15,11,4,4,112,4.727387818712341,1,1,2,0,2,56,4.04305126783455,1,2,1,0,6,12,2.5649493574615367,1,0,2,5,2,4,1,6.0
20,7,12,10,1,1,37,3.6375861597263857,0,1,2,2,7,25,3.258096538021482,0,1,0,4,5,17,2.8903717578961645,0,2,2,3,7,1,0,15.0
19,11,20,11,3,3,104,4.653960350157523,1,2,4,6,4,60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,4,1,12.0
11,26,23,8,9,9,82,4.418840607796598,1,1,2,5,2,60,4.110873864173311,1,0,0,4,0,18,2.9444389791664403,1,0,3,4,8,2,0,28.0
25,27,17,25,7,7,110,4.709530201312334,1,2,0,5,0,54,4.007333185232471,1,0,4,5,4,20,3.044522437723423,1,2,0,6,0,2,0,9.0
0,22,20,23,7,7,43,3.784189633918261,0,1,3,1,3,31,3.4657359027997265,0,1,1,3,1,11,2.4849066497880004,0,2,1,4,1,1,0,15.0
7,10,6,3,4,4,62,4.143134726391533,1,2,2,6,2,54,4.007333185232471,1,0,4,5,4,20,3.044522437723423,1,2,0,6,0,2,0,33.0
4,19,17,5,0,0,128,4.859812404361672,1,2,3,2,8,58,4.07753744390572,1,1,3,2,8,14,2.70805020110221,1,2,4,0,4,2,0,1.0
22,19,22,13,7,7,107,4.68213122712422,0,2,2,2,7,51,3.9512437185814275,0,0,1,2,1,7,2.0794415416798357,0,1,2,0,7,1,0,1.0
14,27,15,10,1,1,97,4.584967478670572,0,1,2,6,7,49,3.912023005428146,0,1,4,0,9,13,2.6390573296152584,0,1,3,6,3,1,0,7.0
22,20,5,13,2,2,56,4.04305126783455,1,2,1,0,6,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,2,2,23.0
24,8,23,15,6,6,96,4.574710978503383,1,0,1,5,6,56,4.04305126783455,1,2,1,0,6,20,3.044522437723423,1,2,0,6,0,4,0,18.0
0,15,0,0,0,0,54,4.007333185232471,1,0,4,5,4,46,3.8501476017100584,1,1,1,4,6,18,2.9444389791664403,1,0,3,4,8,2,1,28.0
11,21,3,11,4,4,66,4.204692619390966,1,0,1,3,6,58,4.07753744390572,1,1,3,2,8,14,2.70805020110221,1,2,4,0,4,2,0,32.0
2,10,18,16,1,1,73,4.30406509320417,0,1,3,3,3,57,4.060443010546419,0,0,2,1,7,13,2.6390573296152584,0,1,3,6,3,1,0,27.0
9,26,15,6,9,9,104,4.653960350157523,1,2,4,6,4,58,4.07753744390572,1,1,3,2,8,14,2.70805020110221,1,2,4,0,4,2,0,13.0
5,14,5,12,6,6,39,3.6888794541139363,0,0,4,4,9,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,1,0,1.0
22,6,6,3,1,1,97,4.584967478670572,0,1,2,6,7,69,4.248495242049359,0,0,4,6,9,19,2.995732273553991,0,1,4,5,9,1,0,30.0
14,10,16,14,2,2,36,3.6109179126442243,1,0,1,1,6,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,2,0,19.0
16,22,15,27,8,8,54,4.007333185232471,1,0,4,5,4,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,2,1,23.0
16,5,5,7,3,3,117,4.770684624465665,0,0,2,5,7,67,4.219507705176107,0,1,2,4,7,9,2.302585092994046,0,0,4,2,9,1,1,13.0
3,22,14,3,6,6,91,4.5217885770490405,0,1,1,0,1,61,4.127134385045092,0,1,1,5,1,9,2.302585092994046,0,0,4,2,9,1,0,20.0
10,23,11,24,4,4,23,3.1780538303479458,0,2,3,2,3,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,1,0,7.0
8,26,16,17,2,2,133,4.897839799950911,0,1,3,0,3,73,4.30406509320417,0,1,3,3,3,13,2.6390573296152584,0,1,3,6,3,1,0,13.0
9,23,23,24,9,9,80,4.394449154672439,1,2,0,3,0,62,4.143134726391533,1,2,2,6,2,14,2.70805020110221,1,2,4,0,4,2,0,29.0
13,13,13,5,4,4,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,1,3.0
16,5,8,27,2,2,51,3.9512437185814275,0,0,1,2,1,43,3.784189633918261,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,1,1,19.0
1,7,24,3,7,7,103,4.6443908991413725,0,1,3,5,3,67,4.219507705176107,0,1,2,4,7,17,2.8903717578961645,0,2,2,3,7,1,0,24.0
18,17,15,25,4,4,88,4.48863636973214,1,1,3,4,8,48,3.8918202981106265,1,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,8,2,8.0
1,12,15,3,2,2,99,4.605170185988092,0,0,4,1,9,71,4.276666119016055,0,2,1,1,1,19,2.995732273553991,0,1,4,5,9,1,0,31.0
26,19,12,11,1,1,107,4.68213122712422,0,2,2,2,7,47,3.871201010907891,0,2,2,5,7,15,2.772588722239781,0,0,0,1,5,1,0,1.0
1,16,8,11,9,9,70,4.2626798770413155,1,1,0,0,0,52,3.970291913552122,1,1,2,3,2,10,2.3978952727983707,1,1,0,3,0,2,1,22.0
10,3,25,27,8,8,64,4.174387269895637,1,1,4,1,4,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,2,2,9.0
20,10,6,5,7,7,93,4.543294782270004,0,0,3,2,3,71,4.276666119016055,0,2,1,1,1,19,2.995732273553991,0,1,4,5,9,1,0,34.0
22,23,8,12,6,6,100,4.61512051684126,1,1,0,2,0,70,4.2626798770413155,1,1,0,0,0,12,2.5649493574615367,1,0,2,5,2,2,0,26.0
27,8,23,3,9,9,58,4.07753744390572,1,1,3,2,8,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,2,0,8.0
7,5,18,12,4,4,116,4.762173934797756,1,2,1,4,6,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,2,0,2.0
7,15,7,22,8,8,90,4.51085950651685,1,0,0,6,0,58,4.07753744390572,1,1,3,2,8,20,3.044522437723423,1,2,0,6,0,2,0,23.0
25,1,0,22,4,4,114,4.74493212836325,1,0,4,2,4,66,4.204692619390966,1,0,1,3,6,12,2.5649493574615367,1,0,2,5,2,6,0,15.0
6,27,23,6,4,4,48,3.8918202981106265,1,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,16,2.833213344056216,1,1,1,2,6,8,2,8.0
17,10,23,6,9,9,60,4.110873864173311,1,0,0,4,0,28,3.367295829986474,1,1,3,0,8,16,2.833213344056216,1,1,1,2,6,4,0,6.0
14,25,21,8,6,6,41,3.7376696182833684,0,2,1,6,1,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,0,1,5,1,0,12.0
11,23,15,17,2,2,55,4.02535169073515,0,1,0,6,5,35,3.58351893845611,0,2,0,0,5,9,2.302585092994046,0,0,4,2,9,1,0,12.0
20,20,5,18,4,4,104,4.653960350157523,1,2,4,6,4,44,3.8066624897703196,1,2,4,2,4,18,2.9444389791664403,1,0,3,4,8,2,0,1.0
27,7,14,26,9,9,79,4.382026634673881,0,1,4,2,9,53,3.9889840465642745,0,2,3,4,3,19,2.995732273553991,0,1,4,5,9,1,0,23.0
17,13,24,2,6,6,94,4.553876891600541,1,1,4,3,4,74,4.31748811353631,1,2,4,4,4,20,3.044522437723423,1,2,0,6,0,2,0,37.0
21,11,4,18,1,1,148,5.003946305945459,1,1,3,1,8,76,4.343805421853684,1,1,1,6,6,20,3.044522437723423,1,2,0,6,0,4,0,12.0
21,10,22,11,3,3,133,4.897839799950911,0,1,3,0,3,59,4.0943445622221,0,2,4,3,9,19,2.995732273553991,0,1,4,5,9,1,1,2.0
12,24,17,3,2,2,58,4.07753744390572,1,1,3,2,8,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,2,0,11.0
24,12,15,12,5,5,80,4.394449154672439,1,2,0,3,0,68,4.23410650459726,1,2,3,5,8,18,2.9444389791664403,1,0,3,4,8,2,0,37.0
23,20,11,11,4,4,69,4.248495242049359,0,0,4,6,9,63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,1,0,31.0
0,16,11,25,5,5,55,4.02535169073515,0,1,0,6,5,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,1,1,22.0
4,7,1,23,9,9,143,4.969813299576001,0,2,3,3,3,67,4.219507705176107,0,1,2,4,7,13,2.6390573296152584,0,1,3,6,3,1,1,2.0
8,25,11,3,0,0,33,3.5263605246161616,0,0,3,5,3,15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,3,0,3.0
9,7,27,27,7,7,89,4.499809670330265,0,2,4,5,9,49,3.912023005428146,0,1,4,0,9,17,2.8903717578961645,0,2,2,3,7,1,0,13.0
14,14,6,2,5,5,128,4.859812404361672,1,2,3,2,8,74,4.31748811353631,1,2,4,4,4,18,2.9444389791664403,1,0,3,4,8,2,0,19.0
27,14,20,19,2,2,75,4.330733340286331,0,0,0,5,5,55,4.02535169073515,0,1,0,6,5,11,2.4849066497880004,0,2,1,4,1,1,1,23.0
25,25,27,19,5,5,91,4.5217885770490405,0,1,1,0,1,51,3.9512437185814275,0,0,1,2,1,5,1.791759469228055,0,2,0,5,5,1,0,8.0
19,5,0,27,4,4,144,4.976733742420574,1,0,4,4,4,72,4.290459441148391,1,0,2,2,2,16,2.833213344056216,1,1,1,2,6,8,2,8.0
26,19,23,18,1,1,106,4.672828834461906,1,1,1,1,6,60,4.110873864173311,1,0,0,4,0,12,2.5649493574615367,1,0,2,5,2,2,1,13.0
11,24,12,5,3,3,81,4.406719247264253,0,0,1,4,1,59,4.0943445622221,0,2,4,3,9,11,2.4849066497880004,0,2,1,4,1,1,0,24.0
6,21,3,12,2,2,115,4.7535901911063645,0,1,0,3,5,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,1,1,7.0
17,5,14,6,5,5,31,3.4657359027997265,0,1,1,3,1,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,1,0,8.0
2,12,17,6,7,7,83,4.430816798843313,0,2,3,6,3,67,4.219507705176107,0,1,2,4,7,15,2.772588722239781,0,0,0,1,5,1,0,33.0
21,11,21,24,6,6,72,4.290459441148391,1,0,2,2,2,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,2,1,1.0
12,2,7,2,3,3,32,3.4965075614664802,1,2,2,4,2,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,2,1,5.0
19,18,13,15,2,2,130,4.875197323201151,1,1,0,4,0,74,4.31748811353631,1,2,4,4,4,16,2.833213344056216,1,1,1,2,6,2,0,17.0
1,22,11,21,6,6,46,3.8501476017100584,1,1,1,4,6,34,3.5553480614894135,1,1,4,6,4,18,2.9444389791664403,1,0,3,4,8,2,0,20.0
19,5,18,16,9,9,38,3.6635616461296463,1,2,3,3,8,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,2,0,7.0
15,20,17,7,1,1,47,3.871201010907891,0,2,2,5,7,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,0,2,0,5,5,1,0,16.0
