slot_buyer_name,slot_item,slot_currency_symbol,slot_initial_price,slot_initial_price_abs_log1p,slot_initial_price_mod3,slot_initial_price_mod7,slot_rate_percent,slot_rate_percent_abs_log1p,slot_rate_percent_is_even,slot_rate_percent_mod3,slot_rate_percent_mod5,slot_rate_percent_mod7,slot_rate_percent_mod10,slot_start_year,slot_start_year_abs_log1p,slot_start_year_is_even,slot_start_year_mod3,slot_start_year_mod5,slot_start_year_mod7,slot_start_year_mod10,slot_end_year,slot_end_year_abs_log1p,slot_end_year_is_even,slot_end_year_mod3,slot_end_year_mod5,slot_end_year_mod7,slot_end_year_mod10,gcd_all,n_multiple_pairs,y
7,3,1,8400,9.036106025364846,0,0,28,3.367295829986474,1,1,3,0,8,1995,7.59890045687141,0,0,0,0,5,1997,7.599901959208498,0,2,2,2,7,1,1,3696.0
5,6,0,13500,9.510519035757246,0,4,25,3.258096538021482,0,1,0,4,5,1995,7.59890045687141,0,0,0,0,5,1998,7.6004023345004,1,0,3,3,8,1,1,3375.0
4,2,1,8700,9.071193240566025,0,6,24,3.2188758248682006,1,0,4,3,4,2019,7.61085279039525,0,0,4,3,9,2021,7.611842399580417,0,2,1,5,1,1,0,4524.0
3,3,2,50300,10.825780236605917,2,5,17,2.8903717578961645,0,2,2,3,7,2003,7.602900462204755,0,2,3,1,3,2005,7.603897968521881,0,1,0,3,5,1,0,33198.0
0,1,2,65300,11.086762629082946,2,4,20,3.044522437723423,1,2,0,6,0,1995,7.59890045687141,0,0,0,0,5,1998,7.6004023345004,1,0,3,3,8,1,1,26120.0
1,7,2,57900,10.96648993456911,0,3,23,3.1780538303479458,0,2,3,2,3,2015,7.60887062919126,0,2,0,6,5,2016,7.6093665379542115,1,0,1,0,6,1,0,44583.0
0,4,1,61500,11.026808713825016,0,5,14,2.70805020110221,1,2,4,0,4,2016,7.6093665379542115,1,0,1,0,6,2019,7.61085279039525,0,0,4,3,9,1,1,35670.0
0,2,2,36500,10.505094936455558,2,2,25,3.258096538021482,0,1,0,4,5,2005,7.603897968521881,0,1,0,3,5,2007,7.60489448081162,0,0,2,5,7,1,1,18250.0
1,3,2,71400,11.17606715383184,0,0,21,3.091042453358316,0,0,1,0,1,2001,7.601901959875166,0,0,1,6,1,2003,7.602900462204755,0,2,3,1,3,1,1,41412.0
2,6,0,26800,10.196194479235656,1,4,21,3.091042453358316,0,0,1,0,1,2009,7.605890001053122,0,2,4,0,9,2012,7.607381425639791,1,2,2,3,2,1,0,9916.0
2,1,2,46600,10.74937727911096,1,1,30,3.4339872044851463,1,0,0,2,0,2012,7.607381425639791,1,2,2,3,2,2014,7.608374474380783,1,1,4,5,4,2,0,18640.0
1,0,0,17000,9.741027444837728,2,4,20,3.044522437723423,1,2,0,6,0,2009,7.605890001053122,0,2,4,0,9,2011,7.60688453121963,0,1,1,2,1,1,1,10200.0
1,3,0,52500,10.868587496017359,0,0,34,3.5553480614894135,1,1,4,6,4,2006,7.604396348796338,1,2,1,4,6,2007,7.60489448081162,0,0,2,5,7,1,1,34650.0
7,6,1,34600,10.451637862362272,1,6,30,3.4339872044851463,1,0,0,2,0,1999,7.600902459542082,0,1,4,4,9,2002,7.602401335665818,1,1,2,0,2,1,0,3460.0
4,6,2,8100,8.999742789830492,0,1,16,2.833213344056216,1,1,1,2,6,2001,7.601901959875166,0,0,1,6,1,2007,7.60489448081162,0,0,2,5,7,1,0,324.0
3,0,1,77300,11.255462171102444,2,6,10,2.3978952727983707,1,1,0,3,0,2004,7.60339933974067,1,0,4,2,4,2008,7.605392364814935,1,1,3,6,8,2,1,46380.0
1,7,3,93800,11.448930795918299,2,0,18,2.9444389791664403,1,0,3,4,8,2015,7.60887062919126,0,2,0,6,5,2019,7.61085279039525,0,0,4,3,9,1,0,26264.0
1,1,0,11500,9.350189267092581,1,6,11,2.4849066497880004,0,2,1,4,1,2014,7.608374474380783,1,1,4,5,4,2015,7.60887062919126,0,2,0,6,5,1,0,10235.0
7,6,0,93300,11.443586104891608,0,4,33,3.5263605246161616,0,0,3,5,3,2017,7.609862200913554,0,1,2,1,7,2018,7.610357618312838,1,2,3,2,8,1,0,62511.0
0,4,3,81200,11.304682841344873,2,0,35,3.58351893845611,0,2,0,0,5,2004,7.60339933974067,1,0,4,2,4,2005,7.603897968521881,0,1,0,3,5,1,1,52780.0
3,6,3,79200,11.279744203985432,0,2,30,3.4339872044851463,1,0,0,2,0,1997,7.599901959208498,0,2,2,2,7,1999,7.600902459542082,0,1,4,4,9,1,1,31680.0
4,2,1,65300,11.086762629082946,2,4,23,3.1780538303479458,0,2,3,2,3,1995,7.59890045687141,0,0,0,0,5,1997,7.599901959208498,0,2,2,2,7,1,0,35262.0
5,1,3,33500,10.419330568113901,2,5,21,3.091042453358316,0,0,1,0,1,2011,7.60688453121963,0,1,1,2,1,2015,7.60887062919126,0,2,0,6,5,1,0,5360.0
6,1,2,77700,11.260623406285792,0,0,10,2.3978952727983707,1,1,0,3,0,2000,7.601402334583733,1,2,0,5,0,2002,7.602401335665818,1,1,2,0,2,2,2,62160.0
4,6,3,64200,11.06977406588073,0,3,34,3.5553480614894135,1,1,4,6,4,2019,7.61085279039525,0,0,4,3,9,2020,7.611347717403621,1,1,0,4,0,1,0,42372.0
0,0,3,15000,9.61587214452889,0,6,16,2.833213344056216,1,1,1,2,6,2011,7.60688453121963,0,1,1,2,1,2012,7.607381425639791,1,2,2,3,2,1,0,12600.0
2,4,1,17600,9.77571099759397,2,2,17,2.8903717578961645,0,2,2,3,7,2002,7.602401335665818,1,1,2,0,2,2003,7.602900462204755,0,2,3,1,3,1,0,14608.0
0,2,0,82100,11.315705475634307,2,4,15,2.772588722239781,0,0,0,1,5,1996,7.599401333415815,1,1,1,1,6,2000,7.601402334583733,1,2,0,5,0,1,0,32840.0
1,4,2,53400,10.885584751364705,0,4,29,3.4011973816621555,0,2,4,1,9,2014,7.608374474380783,1,1,4,5,4,2015,7.60887062919126,0,2,0,6,5,1,0,37914.0
1,5,3,8900,9.093918908958932,2,3,16,2.833213344056216,1,1,1,2,6,2009,7.605890001053122,0,2,4,0,9,2010,7.606387389772652,1,0,0,1,0,1,0,7476.0
3,5,3,15100,9.62251624577579,1,1,8,2.1972245773362196,1,2,3,1,8,1998,7.6004023345004,1,0,3,3,8,2003,7.602900462204755,0,2,3,1,3,1,0,9060.0
3,0,3,89300,11.399767965010177,2,1,6,1.9459101490553132,1,0,1,6,6,2011,7.60688453121963,0,1,1,2,1,2012,7.607381425639791,1,2,2,3,2,1,0,83942.0
2,6,2,83000,11.326607934898927,2,1,17,2.8903717578961645,0,2,2,3,7,2011,7.60688453121963,0,1,1,2,1,2014,7.608374474380783,1,1,4,5,4,1,0,40670.0
3,0,3,77800,11.261909563554315,1,2,9,2.302585092994046,0,0,4,2,9,2017,7.609862200913554,0,1,2,1,7,2024,7.613324979540639,1,2,4,1,4,1,0,28786.0
4,5,2,52000,10.859018228147887,1,4,7,2.0794415416798357,0,1,2,0,7,2017,7.609862200913554,0,1,2,1,7,2026,7.614312146452,1,1,1,3,6,1,0,19240.0
5,5,2,36400,10.502351525774941,1,0,32,3.4965075614664802,1,2,2,4,2,2010,7.606387389772652,1,0,0,1,0,2013,7.607878073278507,0,0,3,4,3,1,0,1456.0
1,7,3,57700,10.96302978336854,1,6,24,3.2188758248682006,1,0,4,3,4,2014,7.608374474380783,1,1,4,5,4,2015,7.60887062919126,0,2,0,6,5,1,0,43852.0
0,4,2,41400,10.63106031411106,0,2,7,2.0794415416798357,0,1,2,0,7,2009,7.605890001053122,0,2,4,0,9,2014,7.608374474380783,1,1,4,5,4,1,1,26910.0
2,2,2,97800,11.49069008091951,0,3,10,2.3978952727983707,1,1,0,3,0,2005,7.603897968521881,0,1,0,3,5,2006,7.604396348796338,1,2,1,4,6,1,1,88020.0
2,0,3,91500,11.424105180165641,0,3,7,2.0794415416798357,0,1,2,0,7,1997,7.599901959208498,0,2,2,2,7,2006,7.604396348796338,1,2,1,4,6,1,0,33855.0
6,1,0,32600,10.392098241730961,2,1,16,2.833213344056216,1,1,1,2,6,2016,7.6093665379542115,1,0,1,0,6,2017,7.609862200913554,0,1,2,1,7,1,1,27384.0
7,2,0,78000,11.264476926102367,0,6,32,3.4965075614664802,1,2,2,4,2,2017,7.609862200913554,0,1,2,1,7,2018,7.610357618312838,1,2,3,2,8,1,0,53040.0
2,5,2,13900,9.539716058977092,1,5,31,3.4657359027997265,0,1,1,3,1,2012,7.607381425639791,1,2,2,3,2,2014,7.608374474380783,1,1,4,5,4,1,0,5282.0
4,6,1,45900,10.734242182303689,0,1,5,1.791759469228055,0,2,0,5,5,1996,7.599401333415815,1,1,1,1,6,2005,7.603897968521881,0,1,0,3,5,1,2,25245.0
3,1,0,87300,11.377117196515812,0,3,15,2.772588722239781,0,0,0,1,5,2005,7.603897968521881,0,1,0,3,5,2008,7.605392364814935,1,1,3,6,8,1,1,48015.0
3,1,3,48400,10.78727575364831,1,2,18,2.9444389791664403,1,0,3,4,8,2001,7.601901959875166,0,0,1,6,1,2002,7.602401335665818,1,1,2,0,2,1,0,39688.0
2,0,2,33700,10.425282789490705,1,2,21,3.091042453358316,0,0,1,0,1,2004,7.60339933974067,1,0,4,2,4,2005,7.603897968521881,0,1,0,3,5,1,0,26623.0
4,7,1,87300,11.377117196515812,0,3,23,3.1780538303479458,0,2,3,2,3,2017,7.609862200913554,0,1,2,1,7,2021,7.611842399580417,0,2,1,5,1,1,0,6984.0
0,5,3,51600,10.851296331126829,0,3,22,3.1354942159291497,1,1,2,1,2,2012,7.607381425639791,1,2,2,3,2,2013,7.607878073278507,0,0,3,4,3,1,0,40248.0
2,0,1,19100,9.857495968685136,2,4,14,2.70805020110221,1,2,4,0,4,2003,7.602900462204755,0,2,3,1,3,2005,7.603897968521881,0,1,0,3,5,1,0,13752.0
3,7,2,69400,11.147656555612986,1,2,35,3.58351893845611,0,2,0,0,5,2006,7.604396348796338,1,2,1,4,6,2008,7.605392364814935,1,1,3,6,8,1,0,20820.0
5,4,0,80200,11.2922912626048,1,1,30,3.4339872044851463,1,0,0,2,0,2014,7.608374474380783,1,1,4,5,4,2015,7.60887062919126,0,2,0,6,5,1,0,56140.0
2,3,2,71800,11.181653682515929,1,1,20,3.044522437723423,1,2,0,6,0,2003,7.602900462204755,0,2,3,1,3,2007,7.60489448081162,0,0,2,5,7,1,1,14360.0
7,5,3,17100,9.746892220313054,0,6,23,3.1780538303479458,0,2,3,2,3,1998,7.6004023345004,1,0,3,3,8,2001,7.601901959875166,0,0,1,6,1,1,1,5301.0
4,3,0,70800,11.167628403875849,0,2,8,2.1972245773362196,1,2,3,1,8,2014,7.608374474380783,1,1,4,5,4,2018,7.610357618312838,1,2,3,2,8,2,1,48144.0
6,0,3,25800,10.158168529848494,0,5,24,3.2188758248682006,1,0,4,3,4,2014,7.608374474380783,1,1,4,5,4,2016,7.6093665379542115,1,0,1,0,6,2,2,13416.0
1,6,3,15400,9.642187721358466,1,0,16,2.833213344056216,1,1,1,2,6,2004,7.60339933974067,1,0,4,2,4,2008,7.605392364814935,1,1,3,6,8,4,0,5544.0
0,4,0,28800,10.268165387743457,0,2,13,2.6390573296152584,0,1,3,6,3,2015,7.60887062919126,0,2,0,6,5,2022,7.612336837167746,1,0,2,6,2,1,1,2592.0
6,7,1,8900,9.093918908958932,2,3,6,1.9459101490553132,1,0,1,6,6,1997,7.599901959208498,0,2,2,2,7,2001,7.601901959875166,0,0,1,6,1,1,0,6764.0
1,5,0,46000,10.736418414365376,1,3,32,3.4965075614664802,1,2,2,4,2,2020,7.611347717403621,1,1,0,4,0,2022,7.612336837167746,1,0,2,6,2,2,0,16560.0
1,2,3,88800,11.394153190178114,0,5,21,3.091042453358316,0,0,1,0,1,2011,7.60688453121963,0,1,1,2,1,2015,7.60887062919126,0,2,0,6,5,1,0,14208.0
7,5,3,14300,9.568084743872936,2,6,14,2.70805020110221,1,2,4,0,4,1998,7.6004023345004,1,0,3,3,8,2000,7.601402334583733,1,2,0,5,0,2,0,10296.0
3,7,0,25600,10.150386692204734,1,1,21,3.091042453358316,0,0,1,0,1,2012,7.607381425639791,1,2,2,3,2,2015,7.60887062919126,0,2,0,6,5,1,0,9472.0
1,7,3,95700,11.468984026707245,0,3,35,3.58351893845611,0,2,0,0,5,1999,7.600902459542082,0,1,4,4,9,2000,7.601402334583733,1,2,0,5,0,1,0,62205.0
1,3,2,26200,10.173552856959743,1,6,35,3.58351893845611,0,2,0,0,5,2012,7.607381425639791,1,2,2,3,2,2013,7.607878073278507,0,0,3,4,3,1,0,17030.0
6,6,1,83000,11.326607934898927,2,1,30,3.4339872044851463,1,0,0,2,0,2013,7.607878073278507,0,0,3,4,3,2015,7.60887062919126,0,2,0,6,5,1,0,33200.0
4,5,3,31500,10.357774570341576,0,0,30,3.4339872044851463,1,0,0,2,0,2014,7.608374474380783,1,1,4,5,4,2015,7.60887062919126,0,2,0,6,5,1,1,22050.0
2,6,0,31400,10.354595018522993,2,5,32,3.4965075614664802,1,2,2,4,2,2016,7.6093665379542115,1,0,1,0,6,2018,7.610357618312838,1,2,3,2,8,2,1,11304.0
6,0,3,86900,11.372524818667134,2,2,17,2.8903717578961645,0,2,2,3,7,2004,7.60339933974067,1,0,4,2,4,2006,7.604396348796338,1,2,1,4,6,1,1,57354.0
3,3,0,31200,10.348205424565993,0,1,22,3.1354942159291497,1,1,2,1,2,2015,7.60887062919126,0,2,0,6,5,2018,7.610357618312838,1,2,3,2,8,1,0,10608.0
6,7,2,37500,10.53212287826962,0,1,23,3.1780538303479458,0,2,3,2,3,2014,7.608374474380783,1,1,4,5,4,2016,7.6093665379542115,1,0,1,0,6,1,0,20250.0
5,6,0,75600,11.233224789593368,0,0,31,3.4657359027997265,0,1,1,3,1,2000,7.601402334583733,1,2,0,5,0,2003,7.602900462204755,0,2,3,1,3,1,0,5292.0
4,0,2,8300,9.024131268455035,2,5,17,2.8903717578961645,0,2,2,3,7,2001,7.601901959875166,0,0,1,6,1,2006,7.604396348796338,1,2,1,4,6,1,1,1245.0
0,4,0,72800,11.195484970354173,2,0,12,2.5649493574615367,1,0,2,5,2,2015,7.60887062919126,0,2,0,6,5,2019,7.61085279039525,0,0,4,3,9,1,0,37856.0
5,7,3,37600,10.534785924769006,1,3,13,2.6390573296152584,0,1,3,6,3,2013,7.607878073278507,0,0,3,4,3,2017,7.609862200913554,0,1,2,1,7,1,0,18048.0
1,6,3,66200,11.10045084755119,2,1,21,3.091042453358316,0,0,1,0,1,2015,7.60887062919126,0,2,0,6,5,2018,7.610357618312838,1,2,3,2,8,1,0,24494.0
1,0,3,73100,11.199597325534862,2,6,16,2.833213344056216,1,1,1,2,6,2009,7.605890001053122,0,2,4,0,9,2012,7.607381425639791,1,2,2,3,2,1,0,38012.0
0,3,0,22800,10.034559673629849,0,1,22,3.1354942159291497,1,1,2,1,2,2004,7.60339933974067,1,0,4,2,4,2007,7.60489448081162,0,0,2,5,7,1,0,7752.0
7,6,3,66900,11.110969193687714,0,1,9,2.302585092994046,0,0,4,2,9,1996,7.599401333415815,1,1,1,1,6,2001,7.601901959875166,0,0,1,6,1,1,0,36795.0
7,2,2,61300,11.023551435004947,1,1,22,3.1354942159291497,1,1,2,1,2,2002,7.602401335665818,1,1,2,0,2,2003,7.602900462204755,0,2,3,1,3,1,1,47814.0
4,1,1,28700,10.264687244346277,2,0,10,2.3978952727983707,1,1,0,3,0,1997,7.599901959208498,0,2,2,2,7,2001,7.601901959875166,0,0,1,6,1,1,1,17220.0
1,7,2,6200,8.732465848349879,2,5,25,3.258096538021482,0,1,0,4,5,2008,7.605392364814935,1,1,3,6,8,2011,7.60688453121963,0,1,1,2,1,1,1,1550.0
3,5,3,9900,9.200391041122515,0,2,10,2.3978952727983707,1,1,0,3,0,2010,7.606387389772652,1,0,0,1,0,2014,7.608374474380783,1,1,4,5,4,2,2,5940.0
3,3,2,25100,10.130662964963708,2,5,30,3.4339872044851463,1,0,0,2,0,2000,7.601402334583733,1,2,0,5,0,2002,7.602401335665818,1,1,2,0,2,2,0,10040.0
4,3,2,94300,11.454247073019193,1,3,24,3.2188758248682006,1,0,4,3,4,1997,7.599901959208498,0,2,2,2,7,2000,7.601402334583733,1,2,0,5,0,1,0,26404.0
5,2,0,82900,11.325402403776808,1,6,10,2.3978952727983707,1,1,0,3,0,2014,7.608374474380783,1,1,4,5,4,2016,7.6093665379542115,1,0,1,0,6,2,1,66320.0
7,6,1,86900,11.372524818667134,2,2,12,2.5649493574615367,1,0,2,5,2,1995,7.59890045687141,0,0,0,0,5,2000,7.601402334583733,1,2,0,5,0,1,0,34760.0
5,6,3,17400,9.76428295481558,0,5,11,2.4849066497880004,0,2,1,4,1,2018,7.610357618312838,1,2,3,2,8,2022,7.612336837167746,1,0,2,6,2,1,0,9744.0
4,6,1,33300,10.413342705547674,0,1,16,2.833213344056216,1,1,1,2,6,2019,7.61085279039525,0,0,4,3,9,2022,7.612336837167746,1,0,2,6,2,1,0,17316.0
4,6,0,35400,10.474495347310453,0,1,13,2.6390573296152584,0,1,3,6,3,1995,7.59890045687141,0,0,0,0,5,2002,7.602401335665818,1,1,2,0,2,1,1,3186.0
2,1,2,7400,8.909370405197466,2,1,27,3.332204510175204,0,0,2,6,7,2013,7.607878073278507,0,0,3,4,3,2016,7.6093665379542115,1,0,1,0,6,1,0,1406.0
7,4,3,68400,11.133142723386813,0,3,19,2.995732273553991,0,1,4,5,9,2016,7.6093665379542115,1,0,1,0,6,2018,7.610357618312838,1,2,3,2,8,1,1,42408.0
4,5,1,59400,10.992066340225865,0,5,19,2.995732273553991,0,1,4,5,9,2011,7.60688453121963,0,1,1,2,1,2016,7.6093665379542115,1,0,1,0,6,1,0,2970.0
3,2,1,78600,11.272139700982676,0,4,20,3.044522437723423,1,2,0,6,0,2005,7.603897968521881,0,1,0,3,5,2006,7.604396348796338,1,2,1,4,6,1,1,62880.0
6,2,1,92300,11.43281025466844,2,5,11,2.4849066497880004,0,2,1,4,1,2008,7.605392364814935,1,1,3,6,8,2014,7.608374474380783,1,1,4,5,4,1,0,31382.0
5,7,0,11100,9.314790473332646,0,5,11,2.4849066497880004,0,2,1,4,1,2000,7.601402334583733,1,2,0,5,0,2009,7.605890001053122,0,2,4,0,9,1,0,111.0
7,2,3,60500,11.010415172807951,2,6,32,3.4965075614664802,1,2,2,4,2,2019,7.61085279039525,0,0,4,3,9,2022,7.612336837167746,1,0,2,6,2,1,0,2420.0
1,6,2,20500,9.928228944424575,1,4,33,3.5263605246161616,0,0,3,5,3,1998,7.6004023345004,1,0,3,3,8,2001,7.601901959875166,0,0,1,6,1,1,0,205.0
4,2,1,37300,10.526775414924009,1,4,9,2.302585092994046,0,0,4,2,9,2004,7.60339933974067,1,0,4,2,4,2014,7.608374474380783,1,1,4,5,4,1,0,3730.0
7,4,0,24400,10.102379394048045,1,5,29,3.4011973816621555,0,2,4,1,9,2010,7.606387389772652,1,0,0,1,0,2011,7.60688453121963,0,1,1,2,1,1,0,17324.0
4,7,1,69400,11.147656555612986,1,2,27,3.332204510175204,0,0,2,6,7,2008,7.605392364814935,1,1,3,6,8,2010,7.606387389772652,1,0,0,1,0,1,0,31924.0
0,5,2,96500,11.477308649967686,2,5,6,1.9459101490553132,1,0,1,6,6,2005,7.603897968521881,0,1,0,3,5,2008,7.605392364814935,1,1,3,6,8,1,0,79130.0
0,2,1,75700,11.234546649377918,1,2,21,3.091042453358316,0,0,1,0,1,2019,7.61085279039525,0,0,4,3,9,2021,7.611842399580417,0,2,1,5,1,1,0,43906.0
6,6,3,16400,9.70509758756311,2,6,9,2.302585092994046,0,0,4,2,9,2005,7.603897968521881,0,1,0,3,5,2008,7.605392364814935,1,1,3,6,8,1,0,11972.0
7,4,3,88200,11.38737357979909,0,0,6,1.9459101490553132,1,0,1,6,6,2017,7.609862200913554,0,1,2,1,7,2018,7.610357618312838,1,2,3,2,8,1,1,82908.0
5,0,0,61300,11.023551435004947,1,1,30,3.4339872044851463,1,0,0,2,0,2010,7.606387389772652,1,0,0,1,0,2012,7.607381425639791,1,2,2,3,2,2,1,24520.0
0,0,3,96900,11.481445117743048,0,6,15,2.772588722239781,0,0,0,1,5,2002,7.602401335665818,1,1,2,0,2,2003,7.602900462204755,0,2,3,1,3,1,1,82365.0
4,2,0,18500,9.825580063659602,2,6,26,3.295836866004329,1,2,1,5,6,1998,7.6004023345004,1,0,3,3,8,2000,7.601402334583733,1,2,0,5,0,2,0,8880.0
5,4,3,77000,11.251573687764477,2,0,17,2.8903717578961645,0,2,2,3,7,2020,7.611347717403621,1,1,0,4,0,2021,7.611842399580417,0,2,1,5,1,1,0,63910.0
7,1,2,19100,9.857495968685136,2,4,20,3.044522437723423,1,2,0,6,0,2006,7.604396348796338,1,2,1,4,6,2008,7.605392364814935,1,1,3,6,8,2,1,11460.0
7,7,2,80000,11.289794413577894,2,4,14,2.70805020110221,1,2,4,0,4,2010,7.606387389772652,1,0,0,1,0,2014,7.608374474380783,1,1,4,5,4,2,0,35200.0
7,1,0,69800,11.153403615295403,2,3,17,2.8903717578961645,0,2,2,3,7,2009,7.605890001053122,0,2,4,0,9,2013,7.607878073278507,0,0,3,4,3,1,0,22336.0
1,2,2,44300,10.698762529141884,2,4,17,2.8903717578961645,0,2,2,3,7,2001,7.601901959875166,0,0,1,6,1,2005,7.603897968521881,0,1,0,3,5,1,0,14176.0
3,4,1,74500,11.218567827096358,1,6,22,3.1354942159291497,1,1,2,1,2,2001,7.601901959875166,0,0,1,6,1,2004,7.60339933974067,1,0,4,2,4,1,0,25330.0
0,7,2,96300,11.475233981948293,0,1,33,3.5263605246161616,0,0,3,5,3,2009,7.605890001053122,0,2,4,0,9,2010,7.606387389772652,1,0,0,1,0,1,0,64521.0
5,5,3,76300,11.242441323346558,1,0,30,3.4339872044851463,1,0,0,2,0,2012,7.607381425639791,1,2,2,3,2,2013,7.607878073278507,0,0,3,4,3,1,0,53410.0
7,3,1,21100,9.957075711706057,1,2,33,3.5263605246161616,0,0,3,5,3,1998,7.6004023345004,1,0,3,3,8,1999,7.600902459542082,0,1,4,4,9,1,0,14137.0
2,0,2,28200,10.247112717290387,0,4,19,2.995732273553991,0,1,4,5,9,2005,7.603897968521881,0,1,0,3,5,2009,7.605890001053122,0,2,4,0,9,1,0,6768.0
4,6,3,98200,11.494771677590096,1,4,34,3.5553480614894135,1,1,4,6,4,2008,7.605392364814935,1,1,3,6,8,2009,7.605890001053122,0,2,4,0,9,1,0,64812.0
2,1,2,59800,10.998777662206932,1,6,27,3.332204510175204,0,0,2,6,7,2017,7.609862200913554,0,1,2,1,7,2019,7.61085279039525,0,0,4,3,9,1,0,27508.0
6,6,2,20300,9.918425424900335,2,0,10,2.3978952727983707,1,1,0,3,0,2002,7.602401335665818,1,1,2,0,2,2011,7.60688453121963,0,1,1,2,1,1,1,2030.0
3,5,3,96100,11.473155000731508,1,4,11,2.4849066497880004,0,2,1,4,1,2000,7.601402334583733,1,2,0,5,0,2004,7.60339933974067,1,0,4,2,4,1,0,53816.0
4,4,1,30100,10.31231367277647,1,0,34,3.5553480614894135,1,1,4,6,4,2014,7.608374474380783,1,1,4,5,4,2016,7.6093665379542115,1,0,1,0,6,2,0,9632.0
7,6,2,38000,10.545367754151743,2,4,6,1.9459101490553132,1,0,1,6,6,2001,7.601901959875166,0,0,1,6,1,2005,7.603897968521881,0,1,0,3,5,1,0,28880.0
6,7,3,71700,11.180259973491848,0,6,23,3.1780538303479458,0,2,3,2,3,2006,7.604396348796338,1,2,1,4,6,2007,7.60489448081162,0,0,2,5,7,1,0,55209.0
2,3,0,16800,9.729193687429403,0,0,11,2.4849066497880004,0,2,1,4,1,2009,7.605890001053122,0,2,4,0,9,2015,7.60887062919126,0,2,0,6,5,1,0,5712.0
6,7,3,54800,10.911463720944793,2,4,14,2.70805020110221,1,2,4,0,4,2016,7.6093665379542115,1,0,1,0,6,2022,7.612336837167746,1,0,2,6,2,2,1,8768.0
7,7,1,46300,10.742918838113225,1,2,31,3.4657359027997265,0,1,1,3,1,2002,7.602401335665818,1,1,2,0,2,2005,7.603897968521881,0,1,0,3,5,1,0,3241.0
0,6,2,50700,10.83370091325064,0,6,31,3.4657359027997265,0,1,1,3,1,1995,7.59890045687141,0,0,0,0,5,1998,7.6004023345004,1,0,3,3,8,1,0,3549.0
2,4,0,87100,11.374823643830945,1,6,5,1.791759469228055,0,2,0,5,5,2012,7.607381425639791,1,2,2,3,2,2017,7.609862200913554,0,1,2,1,7,1,1,65325.0
4,4,0,95800,11.470028402317833,1,5,22,3.1354942159291497,1,1,2,1,2,2006,7.604396348796338,1,2,1,4,6,2010,7.606387389772652,1,0,0,1,0,2,0,11496.0
1,2,0,34500,10.448743588106625,0,4,33,3.5263605246161616,0,0,3,5,3,2010,7.606387389772652,1,0,0,1,0,2013,7.607878073278507,0,0,3,4,3,3,1,345.0
4,4,3,12200,9.409273194575334,2,6,11,2.4849066497880004,0,2,1,4,1,2018,7.610357618312838,1,2,3,2,8,2026,7.614312146452,1,1,1,3,6,1,0,1464.0
6,6,2,6300,8.748463629942055,0,0,8,2.1972245773362196,1,2,3,1,8,2004,7.60339933974067,1,0,4,2,4,2012,7.607381425639791,1,2,2,3,2,4,0,2268.0
6,4,3,59000,10.985309671896763,2,4,11,2.4849066497880004,0,2,1,4,1,2001,7.601901959875166,0,0,1,6,1,2007,7.60489448081162,0,0,2,5,7,1,0,20060.0
5,3,2,75700,11.234546649377918,1,2,15,2.772588722239781,0,0,0,1,5,2015,7.60887062919126,0,2,0,6,5,2021,7.611842399580417,0,2,1,5,1,1,0,7570.0
1,4,1,11900,9.38437770918244,2,0,24,3.2188758248682006,1,0,4,3,4,2018,7.610357618312838,1,2,3,2,8,2020,7.611347717403621,1,1,0,4,0,2,0,6188.0
1,5,2,37200,10.524090921620362,0,2,21,3.091042453358316,0,0,1,0,1,2012,7.607381425639791,1,2,2,3,2,2014,7.608374474380783,1,1,4,5,4,1,0,21576.0
3,7,1,52300,10.86477077032911,1,3,27,3.332204510175204,0,0,2,6,7,2014,7.608374474380783,1,1,4,5,4,2017,7.609862200913554,0,1,2,1,7,1,0,9937.0
0,7,2,82300,11.31813853725963,1,1,15,2.772588722239781,0,0,0,1,5,1996,7.599401333415815,1,1,1,1,6,2000,7.601402334583733,1,2,0,5,0,1,0,32920.0
2,2,0,77100,11.252871529635922,0,2,22,3.1354942159291497,1,1,2,1,2,2000,7.601402334583733,1,2,0,5,0,2003,7.602900462204755,0,2,3,1,3,1,0,26214.0
0,4,0,12000,9.392745258631441,0,2,19,2.995732273553991,0,1,4,5,9,2004,7.60339933974067,1,0,4,2,4,2009,7.605890001053122,0,2,4,0,9,1,0,600.0
2,4,0,82400,11.319352851746254,2,3,29,3.4011973816621555,0,2,4,1,9,2014,7.608374474380783,1,1,4,5,4,2015,7.60887062919126,0,2,0,6,5,1,0,58504.0
6,6,2,95800,11.470028402317833,1,5,11,2.4849066497880004,0,2,1,4,1,2008,7.605392364814935,1,1,3,6,8,2013,7.607878073278507,0,0,3,4,3,1,1,43110.0
6,4,2,11400,9.34145634983372,0,4,20,3.044522437723423,1,2,0,6,0,1996,7.599401333415815,1,1,1,1,6,2000,7.601402334583733,1,2,0,5,0,4,2,2280.0
0,5,2,77300,11.255462171102444,2,6,34,3.5553480614894135,1,1,4,6,4,2016,7.6093665379542115,1,0,1,0,6,2017,7.609862200913554,0,1,2,1,7,1,0,51018.0
0,4,0,69900,11.154835234271214,0,5,20,3.044522437723423,1,2,0,6,0,2003,7.602900462204755,0,2,3,1,3,2007,7.60489448081162,0,0,2,5,7,1,1,13980.0
