slot_name,slot_monthly_qty,slot_monthly_qty_abs_log1p,slot_monthly_qty_is_even,slot_monthly_qty_mod3,slot_monthly_qty_mod5,slot_monthly_qty_mod7,slot_monthly_qty_mod10,slot_annual_spend,slot_annual_spend_abs_log1p,slot_annual_spend_mod7,slot_currency,slot_item_singular,slot_item_plural,gcd_all,y
6,6,1.9459101490553132,1,0,1,6,6,720,6.580639137284949,6,7,4,4,6,10.0
9,4,1.6094379124341003,1,1,4,4,4,13440,9.506065016071148,0,4,8,8,4,280.0
0,6,1.9459101490553132,1,0,1,6,6,14400,9.575052927597383,1,5,9,9,6,200.0
4,1,0.6931471805599453,0,1,1,1,1,3540,8.172164452111904,5,5,7,7,1,295.0
9,1,0.6931471805599453,0,1,1,1,1,360,5.8888779583328805,3,7,0,0,1,30.0
8,10,2.3978952727983707,1,1,0,3,0,25200,10.134638955251866,0,6,3,3,10,210.0
8,4,1.6094379124341003,1,1,4,4,4,13920,9.541153770388567,4,6,2,2,4,290.0
8,11,2.4849066497880004,0,2,1,4,1,24420,10.103198696867215,4,5,7,7,11,185.0
2,2,1.0986122886681098,1,2,2,2,2,4200,8.343077871169383,0,4,1,1,2,175.0
5,6,1.9459101490553132,1,0,1,6,6,1080,6.985641817639208,2,2,5,5,6,15.0
5,10,2.3978952727983707,1,1,0,3,0,21600,9.980494888896912,5,0,6,6,10,180.0
1,4,1.6094379124341003,1,1,4,4,4,4320,8.371242135931933,1,4,3,3,4,90.0
7,8,2.1972245773362196,1,2,3,1,8,26880,10.199174996326047,0,1,9,9,8,280.0
1,5,1.791759469228055,0,2,0,5,5,1200,7.0909098220799835,3,0,9,9,5,20.0
6,8,2.1972245773362196,1,2,3,1,8,28320,10.25135885791871,5,2,4,4,8,295.0
8,6,1.9459101490553132,1,0,1,6,6,12600,9.441531454869693,0,0,5,5,6,175.0
3,2,1.0986122886681098,1,2,2,2,2,2880,7.9658927350845286,3,3,10,10,2,120.0
9,7,2.0794415416798357,0,1,2,0,7,4200,8.343077871169383,0,2,5,5,7,50.0
5,9,2.302585092994046,0,0,4,2,9,14580,9.587474590316285,6,1,7,7,9,135.0
4,7,2.0794415416798357,0,1,2,0,7,13020,9.474318717728728,0,0,3,3,7,155.0
5,4,1.6094379124341003,1,1,4,4,4,1920,7.560601162768557,2,0,3,3,4,40.0
2,4,1.6094379124341003,1,1,4,4,4,7680,8.946505025998682,1,5,6,6,4,160.0
8,6,1.9459101490553132,1,0,1,6,6,14040,9.549736900114642,5,1,4,4,6,195.0
9,4,1.6094379124341003,1,1,4,4,4,3120,8.045908742270779,5,1,5,5,4,65.0
9,12,2.5649493574615367,1,0,2,5,2,13680,9.523763287920113,2,3,4,4,12,95.0
4,4,1.6094379124341003,1,1,4,4,4,4800,8.476579508530941,5,7,4,4,4,100.0
9,11,2.4849066497880004,0,2,1,4,1,18480,9.824498456285756,0,2,0,0,11,140.0
6,4,1.6094379124341003,1,1,4,4,4,6240,8.738895704934043,3,1,8,8,4,130.0
7,12,2.5649493574615367,1,0,2,5,2,19440,9.87513951702064,1,1,2,2,12,135.0
6,6,1.9459101490553132,1,0,1,6,6,9360,9.144307401371744,1,3,7,7,6,130.0
7,1,0.6931471805599453,0,1,1,1,1,2520,7.83241092718792,0,3,1,1,1,210.0
9,3,1.3862943611198906,0,0,3,3,3,3780,8.237743803890933,0,2,9,9,3,105.0
4,4,1.6094379124341003,1,1,4,4,4,3360,8.119993827725105,0,0,3,3,4,70.0
6,1,0.6931471805599453,0,1,1,1,1,1680,7.427144133408616,0,1,4,4,1,140.0
3,10,2.3978952727983707,1,1,0,3,0,36000,10.491301994830229,6,6,6,6,10,300.0
8,12,2.5649493574615367,1,0,2,5,2,12240,9.412546252075513,4,2,9,9,12,85.0
7,8,2.1972245773362196,1,2,3,1,8,6240,8.738895704934043,3,6,6,6,8,65.0
5,8,2.1972245773362196,1,2,3,1,8,22080,10.00247278922055,2,3,0,0,8,230.0
1,6,1.9459101490553132,1,0,1,6,6,6120,8.71948076085107,2,6,7,7,6,85.0
3,7,2.0794415416798357,0,1,2,0,7,14280,9.566685261452934,0,3,2,2,7,170.0
0,12,2.5649493574615367,1,0,2,5,2,7200,8.881975184248867,4,2,1,1,12,50.0
1,5,1.791759469228055,0,2,0,5,5,9000,9.105090961257085,5,4,4,4,5,150.0
5,1,0.6931471805599453,0,1,1,1,1,3420,8.137688184977605,4,2,9,9,1,285.0
9,5,1.791759469228055,0,2,0,5,5,600,6.398594934535208,5,2,7,7,5,10.0
9,3,1.3862943611198906,0,0,3,3,3,1620,7.390798521735676,3,1,10,10,3,45.0
6,10,2.3978952727983707,1,1,0,3,0,26400,10.181157167204903,3,3,9,9,10,220.0
4,5,1.791759469228055,0,2,0,5,5,11400,9.34145634983372,4,2,6,6,5,190.0
8,5,1.791759469228055,0,2,0,5,5,4800,8.476579508530941,5,1,2,2,5,80.0
4,2,1.0986122886681098,1,2,2,2,2,4920,8.501267040865978,6,6,5,5,2,205.0
5,3,1.3862943611198906,0,0,3,3,3,1440,7.273092595999522,5,5,0,0,3,40.0
0,1,0.6931471805599453,0,1,1,1,1,60,4.110873864173311,4,1,10,10,1,5.0
7,8,2.1972245773362196,1,2,3,1,8,4800,8.476579508530941,5,2,3,3,8,50.0
6,2,1.0986122886681098,1,2,2,2,2,1200,7.0909098220799835,3,5,4,4,2,50.0
8,10,2.3978952727983707,1,1,0,3,0,27000,10.203629181337648,1,2,1,1,10,225.0
0,5,1.791759469228055,0,2,0,5,5,15300,9.635673464721814,5,1,4,4,5,255.0
4,3,1.3862943611198906,0,0,3,3,3,10800,9.287394001418473,6,2,1,1,3,300.0
9,11,2.4849066497880004,0,2,1,4,1,10560,9.264923249746474,4,6,8,8,11,80.0
4,2,1.0986122886681098,1,2,2,2,2,1800,7.496097345175956,1,4,1,1,2,75.0
8,10,2.3978952727983707,1,1,0,3,0,15000,9.61587214452889,6,0,6,6,10,125.0
5,3,1.3862943611198906,0,0,3,3,3,5400,8.594339400592892,3,1,9,9,3,150.0
7,12,2.5649493574615367,1,0,2,5,2,10080,9.218407743053941,0,2,5,5,12,70.0
5,10,2.3978952727983707,1,1,0,3,0,33600,10.422311107413181,0,5,0,0,10,280.0
1,12,2.5649493574615367,1,0,2,5,2,24480,10.10565258546514,1,3,3,3,12,170.0
3,10,2.3978952727983707,1,1,0,3,0,10800,9.287394001418473,6,4,7,7,10,90.0
8,4,1.6094379124341003,1,1,4,4,4,2160,7.6783263565068856,4,2,4,4,4,45.0
9,1,0.6931471805599453,0,1,1,1,1,2160,7.6783263565068856,4,0,10,10,1,180.0
9,8,2.1972245773362196,1,2,3,1,8,10560,9.264923249746474,4,5,3,3,8,110.0
7,7,2.0794415416798357,0,1,2,0,7,840,6.734591659972948,0,1,1,1,7,10.0
2,6,1.9459101490553132,1,0,1,6,6,15120,9.623839785112668,0,6,9,9,6,210.0
1,4,1.6094379124341003,1,1,4,4,4,7440,8.914760527397261,6,1,7,7,4,155.0
6,3,1.3862943611198906,0,0,3,3,3,3240,8.083637203141548,6,7,6,6,3,90.0
6,11,2.4849066497880004,0,2,1,4,1,34320,10.443512690706546,6,2,3,3,11,260.0
4,12,2.5649493574615367,1,0,2,5,2,32400,10.385944565501662,4,2,6,6,12,225.0
8,8,2.1972245773362196,1,2,3,1,8,8160,9.007121989469242,5,0,7,7,8,85.0
1,1,0.6931471805599453,0,1,1,1,1,2700,7.901377353792616,5,3,5,5,1,225.0
1,11,2.4849066497880004,0,2,1,4,1,38940,10.569802959130607,6,2,0,0,11,295.0
6,12,2.5649493574615367,1,0,2,5,2,36720,10.51110407747908,5,7,6,6,12,255.0
4,5,1.791759469228055,0,2,0,5,5,4200,8.343077871169383,0,3,3,3,5,70.0
7,11,2.4849066497880004,0,2,1,4,1,38940,10.569802959130607,6,3,7,7,11,295.0
1,11,2.4849066497880004,0,2,1,4,1,38940,10.569802959130607,6,7,2,2,11,295.0
7,9,2.302585092994046,0,0,4,2,9,29160,10.280587479087396,5,5,10,10,9,270.0
5,9,2.302585092994046,0,0,4,2,9,4860,8.488999457045455,2,1,7,7,9,45.0
3,11,2.4849066497880004,0,2,1,4,1,19140,9.859587910246109,2,4,5,5,11,145.0
5,2,1.0986122886681098,1,2,2,2,2,3360,8.119993827725105,0,4,2,2,2,140.0
4,5,1.791759469228055,0,2,0,5,5,12600,9.441531454869693,0,5,1,1,5,210.0
2,11,2.4849066497880004,0,2,1,4,1,25080,10.129865866360268,6,5,7,7,11,190.0
8,6,1.9459101490553132,1,0,1,6,6,19440,9.87513951702064,1,4,10,10,6,270.0
4,4,1.6094379124341003,1,1,4,4,4,10320,9.241935933565934,2,2,10,10,4,215.0
2,10,2.3978952727983707,1,1,0,3,0,24600,10.110542371500753,2,1,2,2,10,205.0
5,4,1.6094379124341003,1,1,4,4,4,12240,9.412546252075513,4,2,3,3,4,255.0
8,3,1.3862943611198906,0,0,3,3,3,1260,7.13966033596492,0,1,9,9,3,35.0
7,6,1.9459101490553132,1,0,1,6,6,8280,9.0217190130337,6,2,4,4,6,115.0
1,2,1.0986122886681098,1,2,2,2,2,7200,8.881975184248867,4,3,2,2,2,300.0
3,6,1.9459101490553132,1,0,1,6,6,3960,8.284251797621916,5,0,7,7,6,55.0
4,7,2.0794415416798357,0,1,2,0,7,3780,8.237743803890933,0,6,3,3,7,45.0
1,7,2.0794415416798357,0,1,2,0,7,21000,9.952325334619427,0,2,10,10,7,250.0
4,12,2.5649493574615367,1,0,2,5,2,2880,7.9658927350845286,3,0,2,2,12,20.0
3,3,1.3862943611198906,0,0,3,3,3,3960,8.284251797621916,5,7,1,1,3,110.0
9,11,2.4849066497880004,0,2,1,4,1,33000,10.404293143019792,2,2,5,5,11,250.0
1,10,2.3978952727983707,1,1,0,3,0,7800,8.962007209588313,2,0,10,10,10,65.0
8,6,1.9459101490553132,1,0,1,6,6,15480,9.647368744540465,3,4,9,9,6,215.0
7,2,1.0986122886681098,1,2,2,2,2,3240,8.083637203141548,6,5,3,3,2,135.0
2,8,2.1972245773362196,1,2,3,1,8,7200,8.881975184248867,4,6,8,8,8,75.0
0,12,2.5649493574615367,1,0,2,5,2,36720,10.51110407747908,5,0,8,8,12,255.0
9,5,1.791759469228055,0,2,0,5,5,10800,9.287394001418473,6,6,7,7,5,180.0
3,2,1.0986122886681098,1,2,2,2,2,5040,8.525359754082631,0,2,8,8,2,210.0
3,6,1.9459101490553132,1,0,1,6,6,16560,9.714805812589491,5,1,4,4,6,230.0
3,10,2.3978952727983707,1,1,0,3,0,18600,9.83097062169695,1,0,2,2,10,155.0
8,1,0.6931471805599453,0,1,1,1,1,300,5.707110264748875,6,4,7,7,1,25.0
8,9,2.302585092994046,0,0,4,2,9,18360,9.817984128922188,6,5,0,0,9,170.0
0,6,1.9459101490553132,1,0,1,6,6,6840,8.830689198760998,1,3,1,1,6,95.0
8,7,2.0794415416798357,0,1,2,0,7,17640,9.777981017296407,0,1,8,8,7,210.0
2,1,0.6931471805599453,0,1,1,1,1,1560,7.353081920515432,6,5,10,10,1,130.0
8,9,2.302585092994046,0,0,4,2,9,22680,10.029282848580436,0,2,0,0,9,210.0
6,8,2.1972245773362196,1,2,3,1,8,22080,10.00247278922055,2,5,7,7,8,230.0
3,9,2.302585092994046,0,0,4,2,9,4860,8.488999457045455,2,6,10,10,9,45.0
6,5,1.791759469228055,0,2,0,5,5,3000,8.006700845440367,4,1,8,8,5,50.0
2,2,1.0986122886681098,1,2,2,2,2,6120,8.71948076085107,2,2,1,1,2,255.0
6,4,1.6094379124341003,1,1,4,4,4,7920,8.97727273946428,3,5,4,4,4,165.0
2,1,0.6931471805599453,0,1,1,1,1,1620,7.390798521735676,3,1,10,10,1,135.0
1,4,1.6094379124341003,1,1,4,4,4,1680,7.427144133408616,0,7,5,5,4,35.0
0,3,1.3862943611198906,0,0,3,3,3,3420,8.137688184977605,4,5,2,2,3,95.0
2,5,1.791759469228055,0,2,0,5,5,9900,9.200391041122515,2,2,6,6,5,165.0
5,2,1.0986122886681098,1,2,2,2,2,4080,8.314097335405807,6,1,9,9,2,170.0
8,7,2.0794415416798357,0,1,2,0,7,5040,8.525359754082631,0,2,7,7,7,60.0
8,9,2.302585092994046,0,0,4,2,9,19440,9.87513951702064,1,7,5,5,9,180.0
4,10,2.3978952727983707,1,1,0,3,0,36000,10.491301994830229,6,5,8,8,10,300.0
9,7,2.0794415416798357,0,1,2,0,7,25200,10.134638955251866,0,7,7,7,7,300.0
0,9,2.302585092994046,0,0,4,2,9,29700,10.298935994257638,6,0,2,2,9,275.0
6,10,2.3978952727983707,1,1,0,3,0,6000,8.699681400989514,1,3,5,5,10,50.0
6,9,2.302585092994046,0,0,4,2,9,4860,8.488999457045455,2,4,10,10,9,45.0
9,3,1.3862943611198906,0,0,3,3,3,2700,7.901377353792616,5,5,0,0,3,75.0
2,1,0.6931471805599453,0,1,1,1,1,2400,7.783640596221253,6,7,2,2,1,200.0
2,6,1.9459101490553132,1,0,1,6,6,5400,8.594339400592892,3,7,1,1,6,75.0
5,2,1.0986122886681098,1,2,2,2,2,2640,7.878912912297133,1,4,4,4,2,110.0
7,7,2.0794415416798357,0,1,2,0,7,3360,8.119993827725105,0,7,8,8,7,40.0
1,5,1.791759469228055,0,2,0,5,5,16500,9.711176264112805,1,6,10,10,5,275.0
4,12,2.5649493574615367,1,0,2,5,2,24480,10.10565258546514,1,3,9,9,12,170.0
1,12,2.5649493574615367,1,0,2,5,2,18720,9.837401167408268,2,7,4,4,12,130.0
6,2,1.0986122886681098,1,2,2,2,2,4320,8.371242135931933,1,2,9,9,2,180.0
8,10,2.3978952727983707,1,1,0,3,0,13800,9.53249633228804,3,0,10,10,10,115.0
2,6,1.9459101490553132,1,0,1,6,6,4680,8.45126704130007,4,3,6,6,6,65.0
9,6,1.9459101490553132,1,0,1,6,6,5040,8.525359754082631,0,3,4,4,6,70.0
6,2,1.0986122886681098,1,2,2,2,2,2040,7.621195162809845,3,1,8,8,2,85.0
9,8,2.1972245773362196,1,2,3,1,8,7200,8.881975184248867,4,7,8,8,8,75.0
2,6,1.9459101490553132,1,0,1,6,6,14760,9.599743846536997,4,3,6,6,6,205.0
8,7,2.0794415416798357,0,1,2,0,7,24360,10.100738771884387,0,5,2,2,7,290.0
2,5,1.791759469228055,0,2,0,5,5,16200,9.692828247710418,2,5,5,5,5,270.0
3,11,2.4849066497880004,0,2,1,4,1,25080,10.129865866360268,6,5,3,3,11,190.0
4,6,1.9459101490553132,1,0,1,6,6,20880,9.946594933570061,6,5,5,5,6,290.0
4,4,1.6094379124341003,1,1,4,4,4,10800,9.287394001418473,6,1,2,2,4,225.0
1,9,2.302585092994046,0,0,4,2,9,2160,7.6783263565068856,4,7,2,2,9,20.0
0,12,2.5649493574615367,1,0,2,5,2,8640,9.0642735958414,2,1,8,8,12,60.0
7,12,2.5649493574615367,1,0,2,5,2,22320,10.013283218359012,4,4,0,0,12,155.0
7,9,2.302585092994046,0,0,4,2,9,23760,10.075800860133013,2,0,9,9,9,220.0
2,3,1.3862943611198906,0,0,3,3,3,2160,7.6783263565068856,4,7,10,10,3,60.0
6,11,2.4849066497880004,0,2,1,4,1,21120,9.958023085184141,1,0,1,1,11,160.0
7,12,2.5649493574615367,1,0,2,5,2,16560,9.714805812589491,5,5,6,6,12,115.0
5,3,1.3862943611198906,0,0,3,3,3,5580,8.627123250788433,1,2,0,0,3,155.0
0,5,1.791759469228055,0,2,0,5,5,16500,9.711176264112805,1,7,7,7,5,275.0
5,6,1.9459101490553132,1,0,1,6,6,15480,9.647368744540465,3,1,5,5,6,215.0
0,8,2.1972245773362196,1,2,3,1,8,2400,7.783640596221253,6,1,6,6,8,25.0
0,2,1.0986122886681098,1,2,2,2,2,1920,7.560601162768557,2,3,9,9,2,80.0
0,4,1.6094379124341003,1,1,4,4,4,6240,8.738895704934043,3,7,6,6,4,130.0
7,10,2.3978952727983707,1,1,0,3,0,24000,10.085850775128717,4,0,4,4,10,200.0
7,3,1.3862943611198906,0,0,3,3,3,5400,8.594339400592892,3,1,3,3,3,150.0
9,6,1.9459101490553132,1,0,1,6,6,3600,8.188966863648876,2,3,8,8,6,50.0
8,10,2.3978952727983707,1,1,0,3,0,16200,9.692828247710418,2,3,10,10,10,135.0
0,2,1.0986122886681098,1,2,2,2,2,5760,8.658866349732383,6,5,6,6,2,240.0
6,3,1.3862943611198906,0,0,3,3,3,8820,9.084890521258767,0,5,4,4,3,245.0
7,4,1.6094379124341003,1,1,4,4,4,3360,8.119993827725105,0,4,0,0,4,70.0
2,6,1.9459101490553132,1,0,1,6,6,4680,8.45126704130007,4,0,3,3,6,65.0
5,11,2.4849066497880004,0,2,1,4,1,9900,9.200391041122515,2,0,9,9,11,75.0
9,5,1.791759469228055,0,2,0,5,5,3000,8.006700845440367,4,3,0,0,5,50.0
8,4,1.6094379124341003,1,1,4,4,4,14400,9.575052927597383,1,7,1,1,4,300.0
8,7,2.0794415416798357,0,1,2,0,7,15540,9.651236971915612,0,2,1,1,7,185.0
5,8,2.1972245773362196,1,2,3,1,8,3840,8.253488028345904,4,2,9,9,8,40.0
2,5,1.791759469228055,0,2,0,5,5,15600,9.65509029374725,4,2,2,2,5,260.0
0,7,2.0794415416798357,0,1,2,0,7,14280,9.566685261452934,0,3,2,2,7,170.0
3,10,2.3978952727983707,1,1,0,3,0,14400,9.575052927597383,1,6,1,1,10,120.0
2,9,2.302585092994046,0,0,4,2,9,29160,10.280587479087396,5,0,9,9,9,270.0
3,5,1.791759469228055,0,2,0,5,5,5100,8.537191877922927,4,2,9,9,5,85.0
5,5,1.791759469228055,0,2,0,5,5,15900,9.674137279312397,3,6,2,2,5,265.0
7,10,2.3978952727983707,1,1,0,3,0,27000,10.203629181337648,1,7,4,4,10,225.0
2,9,2.302585092994046,0,0,4,2,9,27540,10.223431082444048,2,5,4,4,9,255.0
2,4,1.6094379124341003,1,1,4,4,4,5520,8.616314282284044,4,5,2,2,4,115.0
0,4,1.6094379124341003,1,1,4,4,4,13680,9.523763287920113,2,5,2,2,4,285.0
7,8,2.1972245773362196,1,2,3,1,8,8640,9.0642735958414,2,0,2,2,8,90.0
6,10,2.3978952727983707,1,1,0,3,0,13800,9.53249633228804,3,4,1,1,10,115.0
4,1,0.6931471805599453,0,1,1,1,1,1140,7.039660349862076,6,5,1,1,1,95.0
7,12,2.5649493574615367,1,0,2,5,2,36000,10.491301994830229,6,1,6,6,12,250.0
1,10,2.3978952727983707,1,1,0,3,0,15000,9.61587214452889,6,5,8,8,10,125.0
3,12,2.5649493574615367,1,0,2,5,2,2880,7.9658927350845286,3,3,9,9,12,20.0
9,7,2.0794415416798357,0,1,2,0,7,24780,10.117832509493988,0,3,7,7,7,295.0
4,4,1.6094379124341003,1,1,4,4,4,12000,9.392745258631441,2,7,3,3,4,250.0
4,5,1.791759469228055,0,2,0,5,5,16800,9.729193687429403,0,3,10,10,5,280.0
9,9,2.302585092994046,0,0,4,2,9,4320,8.371242135931933,1,5,2,2,9,40.0
1,9,2.302585092994046,0,0,4,2,9,7020,8.85666093701725,6,5,7,7,9,65.0
4,8,2.1972245773362196,1,2,3,1,8,9600,9.169622538697624,3,3,8,8,8,100.0
7,9,2.302585092994046,0,0,4,2,9,5400,8.594339400592892,3,1,6,6,9,50.0
1,8,2.1972245773362196,1,2,3,1,8,13440,9.506065016071148,0,1,6,6,8,140.0
2,1,0.6931471805599453,0,1,1,1,1,2640,7.878912912297133,1,1,4,4,1,220.0
7,10,2.3978952727983707,1,1,0,3,0,22800,10.034559673629849,1,6,0,0,10,190.0
0,11,2.4849066497880004,0,2,1,4,1,31020,10.3424196734772,3,6,7,7,11,235.0
1,5,1.791759469228055,0,2,0,5,5,5700,8.648396877031582,2,6,5,5,5,95.0
2,12,2.5649493574615367,1,0,2,5,2,33120,10.407922801280105,3,2,3,3,12,230.0
2,9,2.302585092994046,0,0,4,2,9,12420,9.427143867544194,2,6,1,1,9,115.0
7,3,1.3862943611198906,0,0,3,3,3,4680,8.45126704130007,4,4,9,9,3,130.0
5,5,1.791759469228055,0,2,0,5,5,15600,9.65509029374725,4,7,9,9,5,260.0
9,4,1.6094379124341003,1,1,4,4,4,13440,9.506065016071148,0,1,5,5,4,280.0
2,1,0.6931471805599453,0,1,1,1,1,900,6.803505257608338,4,5,0,0,1,75.0
4,10,2.3978952727983707,1,1,0,3,0,13200,9.488047863280759,5,1,4,4,10,110.0
7,4,1.6094379124341003,1,1,4,4,4,10800,9.287394001418473,6,0,4,4,4,225.0
2,1,0.6931471805599453,0,1,1,1,1,2520,7.83241092718792,0,5,0,0,1,210.0
9,7,2.0794415416798357,0,1,2,0,7,19320,9.868947866261383,0,1,9,9,7,230.0
5,8,2.1972245773362196,1,2,3,1,8,27360,10.216873920776164,4,1,6,6,8,285.0
2,1,0.6931471805599453,0,1,1,1,1,1920,7.560601162768557,2,3,8,8,1,160.0
0,3,1.3862943611198906,0,0,3,3,3,2340,7.75833346749091,2,1,2,2,3,65.0
4,10,2.3978952727983707,1,1,0,3,0,27000,10.203629181337648,1,0,4,4,10,225.0
2,9,2.302585092994046,0,0,4,2,9,18900,9.846970109700957,0,3,6,6,9,175.0
6,7,2.0794415416798357,0,1,2,0,7,11760,9.372544251851037,0,4,8,8,7,140.0
9,8,2.1972245773362196,1,2,3,1,8,21600,9.980494888896912,5,0,9,9,8,225.0
6,5,1.791759469228055,0,2,0,5,5,15900,9.674137279312397,3,5,5,5,5,265.0
4,10,2.3978952727983707,1,1,0,3,0,34800,10.457401400981889,3,0,9,9,10,290.0
0,6,1.9459101490553132,1,0,1,6,6,20880,9.946594933570061,6,6,5,5,6,290.0
5,8,2.1972245773362196,1,2,3,1,8,25440,10.144117324857612,2,1,3,3,8,265.0
8,2,1.0986122886681098,1,2,2,2,2,6960,8.848078421168667,2,3,5,5,2,290.0
7,5,1.791759469228055,0,2,0,5,5,8400,9.036106025364846,0,6,3,3,5,140.0
4,6,1.9459101490553132,1,0,1,6,6,9360,9.144307401371744,1,6,6,6,6,130.0
2,1,0.6931471805599453,0,1,1,1,1,960,6.8679744089702925,1,6,2,2,1,80.0
8,2,1.0986122886681098,1,2,2,2,2,5880,8.679482094459956,0,1,6,6,2,245.0
4,8,2.1972245773362196,1,2,3,1,8,16320,9.700207901150696,3,3,9,9,8,170.0
7,5,1.791759469228055,0,2,0,5,5,10800,9.287394001418473,6,4,3,3,5,180.0
3,5,1.791759469228055,0,2,0,5,5,5700,8.648396877031582,2,3,2,2,5,95.0
4,11,2.4849066497880004,0,2,1,4,1,24420,10.103198696867215,4,4,6,6,11,185.0
0,7,2.0794415416798357,0,1,2,0,7,23940,10.08334774933398,0,5,4,4,7,285.0
9,3,1.3862943611198906,0,0,3,3,3,8460,9.0432226489245,4,2,10,10,3,235.0
5,4,1.6094379124341003,1,1,4,4,4,6960,8.848078421168667,2,4,4,4,4,145.0
6,8,2.1972245773362196,1,2,3,1,8,24480,10.10565258546514,1,2,7,7,8,255.0
2,6,1.9459101490553132,1,0,1,6,6,2160,7.6783263565068856,4,3,1,1,6,30.0
6,10,2.3978952727983707,1,1,0,3,0,12000,9.392745258631441,2,2,5,5,10,100.0
2,3,1.3862943611198906,0,0,3,3,3,3780,8.237743803890933,0,6,2,2,3,105.0
3,7,2.0794415416798357,0,1,2,0,7,21420,9.972127028252816,0,5,10,10,7,255.0
9,6,1.9459101490553132,1,0,1,6,6,4680,8.45126704130007,4,3,8,8,6,65.0
8,6,1.9459101490553132,1,0,1,6,6,4320,8.371242135931933,1,3,2,2,6,60.0
6,6,1.9459101490553132,1,0,1,6,6,9720,9.18204377282107,4,7,5,5,6,135.0
7,10,2.3978952727983707,1,1,0,3,0,21600,9.980494888896912,5,4,0,0,10,180.0
9,6,1.9459101490553132,1,0,1,6,6,16560,9.714805812589491,5,7,3,3,6,230.0
7,3,1.3862943611198906,0,0,3,3,3,4860,8.488999457045455,2,5,5,5,3,135.0
5,10,2.3978952727983707,1,1,0,3,0,25200,10.134638955251866,0,1,4,4,10,210.0
1,5,1.791759469228055,0,2,0,5,5,15300,9.635673464721814,5,7,8,8,5,255.0
4,9,2.302585092994046,0,0,4,2,9,13500,9.510519035757246,4,4,6,6,9,125.0
4,5,1.791759469228055,0,2,0,5,5,6900,8.839421607620602,5,0,4,4,5,115.0
2,10,2.3978952727983707,1,1,0,3,0,3600,8.188966863648876,2,5,10,10,10,30.0
5,3,1.3862943611198906,0,0,3,3,3,5040,8.525359754082631,0,4,6,6,3,140.0
9,9,2.302585092994046,0,0,4,2,9,14580,9.587474590316285,6,3,9,9,9,135.0
3,2,1.0986122886681098,1,2,2,2,2,7080,8.865170419651774,3,4,10,10,2,295.0
3,9,2.302585092994046,0,0,4,2,9,18360,9.817984128922188,6,0,5,5,9,170.0
1,6,1.9459101490553132,1,0,1,6,6,1080,6.985641817639208,2,4,10,10,6,15.0
3,11,2.4849066497880004,0,2,1,4,1,36960,10.517618581666662,0,6,5,5,11,280.0
0,7,2.0794415416798357,0,1,2,0,7,19740,9.890452970265668,0,5,8,8,7,235.0
5,12,2.5649493574615367,1,0,2,5,2,2880,7.9658927350845286,3,2,0,0,12,20.0
8,11,2.4849066497880004,0,2,1,4,1,26400,10.181157167204903,3,7,5,5,11,200.0
4,4,1.6094379124341003,1,1,4,4,4,8880,9.091669442258505,4,5,8,8,4,185.0
0,5,1.791759469228055,0,2,0,5,5,11100,9.314790473332646,5,5,2,2,5,185.0
5,9,2.302585092994046,0,0,4,2,9,6480,8.776630098427717,5,2,1,1,9,60.0
2,7,2.0794415416798357,0,1,2,0,7,24360,10.100738771884387,0,7,3,3,7,290.0
2,8,2.1972245773362196,1,2,3,1,8,18720,9.837401167408268,2,2,3,3,8,195.0
7,8,2.1972245773362196,1,2,3,1,8,12960,9.469700127423375,3,2,3,3,8,135.0
0,9,2.302585092994046,0,0,4,2,9,6480,8.776630098427717,5,2,4,4,9,60.0
1,5,1.791759469228055,0,2,0,5,5,300,5.707110264748875,6,5,0,0,5,5.0
2,6,1.9459101490553132,1,0,1,6,6,16920,9.736310733068626,1,3,3,3,6,235.0
5,5,1.791759469228055,0,2,0,5,5,16800,9.729193687429403,0,6,10,10,5,280.0
7,9,2.302585092994046,0,0,4,2,9,15120,9.623839785112668,0,2,8,8,9,140.0
6,3,1.3862943611198906,0,0,3,3,3,9360,9.144307401371744,1,1,9,9,3,260.0
4,1,0.6931471805599453,0,1,1,1,1,2520,7.83241092718792,0,5,3,3,1,210.0
2,5,1.791759469228055,0,2,0,5,5,900,6.803505257608338,4,3,9,9,5,15.0
2,11,2.4849066497880004,0,2,1,4,1,39600,10.586609649448985,1,0,2,2,11,300.0
4,10,2.3978952727983707,1,1,0,3,0,31800,10.367253014814716,6,3,3,3,10,265.0
4,10,2.3978952727983707,1,1,0,3,0,30000,10.308985993422082,5,4,4,4,10,250.0
5,7,2.0794415416798357,0,1,2,0,7,18900,9.846970109700957,0,0,9,9,7,225.0
1,10,2.3978952727983707,1,1,0,3,0,15600,9.65509029374725,4,3,0,0,10,130.0
9,11,2.4849066497880004,0,2,1,4,1,34320,10.443512690706546,6,6,8,8,11,260.0
1,1,0.6931471805599453,0,1,1,1,1,1080,6.985641817639208,2,0,7,7,1,90.0
9,9,2.302585092994046,0,0,4,2,9,9180,9.1248914101437,3,5,8,8,9,85.0
8,12,2.5649493574615367,1,0,2,5,2,33120,10.407922801280105,3,3,4,4,12,230.0
6,3,1.3862943611198906,0,0,3,3,3,4500,8.412054873292933,6,0,4,4,3,125.0
8,5,1.791759469228055,0,2,0,5,5,12300,9.417435838868785,1,6,2,2,5,205.0
3,10,2.3978952727983707,1,1,0,3,0,34800,10.457401400981889,3,1,6,6,10,290.0
