slot_adult_price,slot_adult_price_abs_log1p,slot_adult_price_is_even,slot_adult_price_mod3,slot_adult_price_mod5,slot_adult_price_mod7,slot_adult_price_mod10,slot_child_price,slot_child_price_abs_log1p,slot_child_price_is_even,slot_child_price_mod3,slot_child_price_mod5,slot_child_price_mod7,slot_child_price_mod10,slot_change,slot_change_abs_log1p,slot_change_sign,slot_change_is_even,slot_change_mod3,slot_change_mod5,slot_change_mod7,slot_change_mod10,slot_buyer_name,slot_venue,n_multiple_pairs,y
32,3.4965075614664802,1,2,2,4,2,22,3.1354942159291497,1,1,2,1,2,26,3.295836866004329,1,1,2,1,5,6,0,2,7,80.0
17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,1,2,4,0,4,5,5,8,38.0
27,3.332204510175204,0,0,2,6,7,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,1,0,0,3,3,3,5,1,8,43.0
23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,1,0,3,0,0,4,7,40.0
15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,0,0.0,0,1,0,0,0,0,5,2,6,20.0
17,2.8903717578961645,0,2,2,3,7,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,1,0,1,0,4,5,2,2,8,59.0
24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,1,0,1,0,4,5,0,3,7,62.0
10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,3,5,7,20.0
17,2.8903717578961645,0,2,2,3,7,16,2.833213344056216,1,1,1,2,6,24,3.2188758248682006,1,1,0,4,3,4,5,3,7,57.0
17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,1,0,3,4,8,3,3,8,41.0
26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,1,0,0,4,2,9,1,4,7,43.0
39,3.6888794541139363,0,0,4,4,9,17,2.8903717578961645,0,2,2,3,7,12,2.5649493574615367,1,1,0,2,5,2,4,2,7,68.0
25,3.258096538021482,0,1,0,4,5,23,3.1780538303479458,0,2,3,2,3,17,2.8903717578961645,1,0,2,2,3,7,5,1,7,65.0
22,3.1354942159291497,1,1,2,1,2,15,2.772588722239781,0,0,0,1,5,29,3.4011973816621555,1,0,2,4,1,9,1,4,7,66.0
15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,1,0,2,5,2,1,0,7,41.0
35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,1,0,2,5,2,3,0,8,54.0
20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,3,0,8,31.0
17,2.8903717578961645,0,2,2,3,7,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,1,0,2,5,2,2,2,7,42.0
25,3.258096538021482,0,1,0,4,5,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,1,0,2,0,5,5,0,4,8,46.0
21,3.091042453358316,0,0,1,0,1,20,3.044522437723423,1,2,0,6,0,23,3.1780538303479458,1,0,2,3,2,3,5,3,7,64.0
36,3.6109179126442243,1,0,1,1,6,19,2.995732273553991,0,1,4,5,9,29,3.4011973816621555,1,0,2,4,1,9,1,0,7,84.0
40,3.713572066704308,1,1,0,5,0,28,3.367295829986474,1,1,3,0,8,9,2.302585092994046,1,0,0,4,2,9,5,0,7,77.0
25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,1,2,4,0,4,4,5,7,54.0
10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,1,2,6,5,5,7,35.0
37,3.6375861597263857,0,1,2,2,7,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,1,0,2,0,5,5,5,5,8,57.0
26,3.295836866004329,1,2,1,5,6,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,1,0,2,3,2,3,4,3,7,59.0
37,3.6375861597263857,0,1,2,2,7,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,1,0,2,5,2,5,5,7,62.0
32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,1,2,0,6,0,4,2,7,77.0
28,3.367295829986474,1,1,3,0,8,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,1,0,2,1,4,1,3,0,7,57.0
11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,1,3,0,8,2,1,8,46.0
22,3.1354942159291497,1,1,2,1,2,14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,1,0,2,2,3,7,1,2,7,53.0
22,3.1354942159291497,1,1,2,1,2,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,1,0,3,0,3,1,7,47.0
19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,1,2,3,1,8,1,2,7,36.0
36,3.6109179126442243,1,0,1,1,6,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,1,0,0,2,0,0,0,7,77.0
34,3.5553480614894135,1,1,4,6,4,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,1,4,4,4,5,1,8,54.0
25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,1,0,0,3,3,3,4,2,7,48.0
18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,19,2.995732273553991,1,0,1,4,5,9,1,4,8,55.0
32,3.4965075614664802,1,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,1,0,1,0,4,5,1,2,7,67.0
40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,1,2,6,0,0,8,76.0
20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,1,2,6,0,3,7,48.0
15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,1,2,6,1,3,8,46.0
35,3.58351893845611,0,2,0,0,5,14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,1,0,3,0,3,3,7,59.0
16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,0,3,0,26,3.295836866004329,1,1,2,1,5,6,4,4,7,52.0
22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,1,0,2,5,2,2,0,8,40.0
15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,0,0.0,0,1,0,0,0,0,5,4,5,23.0
24,3.2188758248682006,1,0,4,3,4,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,1,0,1,1,1,1,4,0,9,40.0
19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,1,2,4,0,4,3,3,7,43.0
36,3.6109179126442243,1,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,1,2,4,0,4,0,2,8,57.0
11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,3,5,9,17.0
37,3.6375861597263857,0,1,2,2,7,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,1,2,3,1,8,0,4,7,70.0
23,3.1780538303479458,0,2,3,2,3,12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,1,0,2,3,2,3,0,3,8,58.0
19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,1,2,3,1,8,1,1,7,42.0
17,2.8903717578961645,0,2,2,3,7,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,1,0,1,1,1,1,0,4,9,32.0
15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,0,4,8,24.0
17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,1,2,6,1,5,8,41.0
22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,1,0,1,4,5,9,1,0,7,57.0
32,3.4965075614664802,1,2,2,4,2,19,2.995732273553991,0,1,4,5,9,24,3.2188758248682006,1,1,0,4,3,4,1,2,7,75.0
20,3.044522437723423,1,2,0,6,0,13,2.6390573296152584,0,1,3,6,3,19,2.995732273553991,1,0,1,4,5,9,5,4,7,52.0
11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,0,0.0,0,1,0,0,0,0,2,5,5,18.0
39,3.6888794541139363,0,0,4,4,9,19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,1,2,6,4,3,7,74.0
40,3.713572066704308,1,1,0,5,0,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,1,0,1,6,6,2,4,7,72.0
23,3.1780538303479458,0,2,3,2,3,17,2.8903717578961645,0,2,2,3,7,20,3.044522437723423,1,1,2,0,6,0,4,3,7,60.0
17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,1,2,1,2,1,0,7,45.0
14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,3,0,7,24.0
37,3.6375861597263857,0,1,2,2,7,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,1,0,1,0,4,5,2,0,7,77.0
33,3.5263605246161616,0,0,3,5,3,31,3.4657359027997265,0,1,1,3,1,9,2.302585092994046,1,0,0,4,2,9,1,3,7,73.0
31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,1,0,1,0,4,5,3,4,8,61.0
39,3.6888794541139363,0,0,4,4,9,15,2.772588722239781,0,0,0,1,5,22,3.1354942159291497,1,1,1,2,1,2,0,5,7,76.0
25,3.258096538021482,0,1,0,4,5,14,2.70805020110221,1,2,4,0,4,19,2.995732273553991,1,0,1,4,5,9,1,5,7,58.0
32,3.4965075614664802,1,2,2,4,2,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,1,0,2,0,5,5,2,1,7,64.0
38,3.6635616461296463,1,2,3,3,8,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,1,2,2,2,2,5,4,9,54.0
24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,1,0,2,2,3,7,5,5,7,46.0
39,3.6888794541139363,0,0,4,4,9,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,1,0,2,5,2,4,5,7,69.0
33,3.5263605246161616,0,0,3,5,3,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,1,2,0,6,0,3,5,7,65.0
31,3.4657359027997265,0,1,1,3,1,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,1,2,0,6,0,0,4,7,63.0
28,3.367295829986474,1,1,3,0,8,26,3.295836866004329,1,2,1,5,6,0,0.0,0,1,0,0,0,0,5,5,5,54.0
17,2.8903717578961645,0,2,2,3,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,1,0,2,0,5,5,5,1,7,34.0
32,3.4965075614664802,1,2,2,4,2,17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,1,0,0,0,1,5,3,5,7,64.0
16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,1,0,1,6,6,0,0,7,32.0
30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,1,0,2,5,2,5,3,8,57.0
35,3.58351893845611,0,2,0,0,5,29,3.4011973816621555,0,2,4,1,9,21,3.091042453358316,1,0,0,1,0,1,1,2,7,85.0
38,3.6635616461296463,1,2,3,3,8,29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,1,0,1,2,0,7,0,3,7,74.0
26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,1,2,4,0,4,4,2,7,45.0
16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,1,0,2,0,5,5,0,5,7,27.0
35,3.58351893845611,0,2,0,0,5,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,1,2,2,2,2,5,0,8,55.0
10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,1,0,0,1,0,1,1,2,8,38.0
29,3.4011973816621555,0,2,4,1,9,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,1,0,0,3,3,3,2,2,7,58.0
29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,22,3.1354942159291497,1,1,1,2,1,2,1,4,7,56.0
18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,20,3.044522437723423,1,1,2,0,6,0,0,3,8,47.0
27,3.332204510175204,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,1,0,1,4,5,9,0,4,7,56.0
26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,1,0,2,0,5,5,0,4,7,39.0
10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,1,0,2,1,4,1,0,2,8,31.0
14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,1,0,3,0,3,4,7,35.0
10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,1,0,2,5,2,3,2,8,32.0
18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,1,4,7,29.0
26,3.295836866004329,1,2,1,5,6,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,1,0,1,1,1,1,5,2,9,36.0
23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,1,0,3,0,5,0,7,39.0
34,3.5553480614894135,1,1,4,6,4,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,1,0,2,0,5,5,5,0,8,56.0
16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,0,1,5,29,3.4011973816621555,1,0,2,4,1,9,4,5,7,60.0
40,3.713572066704308,1,1,0,5,0,11,2.4849066497880004,0,2,1,4,1,24,3.2188758248682006,1,1,0,4,3,4,5,1,7,75.0
12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,1,2,0,6,0,1,2,8,44.0
14,2.70805020110221,1,2,4,0,4,9,2.302585092994046,0,0,4,2,9,22,3.1354942159291497,1,1,1,2,1,2,2,2,7,45.0
31,3.4657359027997265,0,1,1,3,1,17,2.8903717578961645,0,2,2,3,7,30,3.4339872044851463,1,1,0,0,2,0,2,0,7,78.0
11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,1,0,0,0,1,5,1,3,7,35.0
40,3.713572066704308,1,1,0,5,0,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,1,2,3,1,8,0,0,8,66.0
11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,1,0,2,5,2,4,3,7,28.0
24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,1,0,0,4,2,9,0,2,8,41.0
27,3.332204510175204,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,1,0,3,0,5,1,8,46.0
21,3.091042453358316,0,0,1,0,1,14,2.70805020110221,1,2,4,0,4,16,2.833213344056216,1,1,1,1,2,6,2,5,7,51.0
27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,1,4,4,4,2,1,7,46.0
14,2.70805020110221,1,2,4,0,4,13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,1,0,1,3,6,3,0,4,8,40.0
23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,1,0,1,1,1,1,5,0,9,30.0
13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,1,0,3,4,8,0,4,8,40.0
21,3.091042453358316,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,1,1,8,35.0
29,3.4011973816621555,0,2,4,1,9,20,3.044522437723423,1,2,0,6,0,27,3.332204510175204,1,0,0,2,6,7,1,4,7,76.0
34,3.5553480614894135,1,1,4,6,4,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,1,0,0,2,6,7,1,2,7,71.0
35,3.58351893845611,0,2,0,0,5,26,3.295836866004329,1,2,1,5,6,29,3.4011973816621555,1,0,2,4,1,9,2,5,7,90.0
10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,1,0,0,3,3,3,3,4,8,22.0
34,3.5553480614894135,1,1,4,6,4,28,3.367295829986474,1,1,3,0,8,19,2.995732273553991,1,0,1,4,5,9,4,4,7,81.0
33,3.5263605246161616,0,0,3,5,3,29,3.4011973816621555,0,2,4,1,9,29,3.4011973816621555,1,0,2,4,1,9,5,3,8,91.0
30,3.4339872044851463,1,0,0,2,0,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,1,0,2,0,5,5,0,5,8,48.0
37,3.6375861597263857,0,1,2,2,7,27,3.332204510175204,0,0,2,6,7,12,2.5649493574615367,1,1,0,2,5,2,1,2,7,76.0
37,3.6375861597263857,0,1,2,2,7,36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,1,0,3,0,5,4,7,83.0
24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,21,3.091042453358316,1,0,0,1,0,1,3,3,7,58.0
35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,1,0,1,3,6,3,3,1,7,54.0
32,3.4965075614664802,1,2,2,4,2,29,3.4011973816621555,0,2,4,1,9,24,3.2188758248682006,1,1,0,4,3,4,4,2,7,85.0
30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,1,2,6,1,0,8,52.0
39,3.6888794541139363,0,0,4,4,9,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,1,0,2,0,5,5,1,1,8,69.0
36,3.6109179126442243,1,0,1,1,6,28,3.367295829986474,1,1,3,0,8,24,3.2188758248682006,1,1,0,4,3,4,1,4,7,88.0
10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,1,4,4,4,1,1,8,24.0
24,3.2188758248682006,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,1,0,0,2,0,2,2,7,72.0
31,3.4657359027997265,0,1,1,3,1,19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,1,0,2,1,4,1,1,0,7,61.0
39,3.6888794541139363,0,0,4,4,9,14,2.70805020110221,1,2,4,0,4,22,3.1354942159291497,1,1,1,2,1,2,3,1,7,75.0
29,3.4011973816621555,0,2,4,1,9,10,2.3978952727983707,1,1,0,3,0,26,3.295836866004329,1,1,2,1,5,6,0,4,7,65.0
21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,29,3.4011973816621555,1,0,2,4,1,9,2,5,7,55.0
35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,2,0,8,46.0
35,3.58351893845611,0,2,0,0,5,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,1,4,4,4,3,0,8,55.0
37,3.6375861597263857,0,1,2,2,7,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,1,0,2,0,5,5,0,0,7,73.0
28,3.367295829986474,1,1,3,0,8,28,3.367295829986474,1,1,3,0,8,27,3.332204510175204,1,0,0,2,6,7,4,4,8,83.0
31,3.4657359027997265,0,1,1,3,1,16,2.833213344056216,1,1,1,2,6,28,3.367295829986474,1,1,1,3,0,8,5,2,7,75.0
21,3.091042453358316,0,0,1,0,1,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,1,0,2,0,5,5,3,1,7,40.0
31,3.4657359027997265,0,1,1,3,1,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,1,4,4,4,0,4,8,51.0
30,3.4339872044851463,1,0,0,2,0,9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,1,0,1,3,6,3,2,5,7,52.0
12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,1,2,6,3,3,7,37.0
30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,1,2,3,1,8,4,2,7,64.0
39,3.6888794541139363,0,0,4,4,9,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,1,0,0,3,3,3,2,5,9,66.0
40,3.713572066704308,1,1,0,5,0,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,2,2,8,56.0
35,3.58351893845611,0,2,0,0,5,32,3.4965075614664802,1,2,2,4,2,17,2.8903717578961645,1,0,2,2,3,7,2,3,7,84.0
14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,1,2,1,2,1,1,8,47.0
35,3.58351893845611,0,2,0,0,5,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,1,4,4,4,3,0,7,57.0
14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,1,0,3,0,3,0,7,32.0
23,3.1780538303479458,0,2,3,2,3,19,2.995732273553991,0,1,4,5,9,0,0.0,0,1,0,0,0,0,3,2,5,42.0
21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,1,2,3,1,8,5,4,7,35.0
30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,1,0,1,2,0,7,0,3,7,49.0
30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,24,3.2188758248682006,1,1,0,4,3,4,3,1,8,69.0
39,3.6888794541139363,0,0,4,4,9,34,3.5553480614894135,1,1,4,6,4,11,2.4849066497880004,1,0,2,1,4,1,0,2,7,84.0
30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,14,2.70805020110221,1,1,2,4,0,4,5,3,7,70.0
18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,1,0,2,5,2,5,3,8,39.0
16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,5,4,7,27.0
28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,1,2,1,2,5,4,7,60.0
36,3.6109179126442243,1,0,1,1,6,33,3.5263605246161616,0,0,3,5,3,0,0.0,0,1,0,0,0,0,3,1,5,69.0
12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,1,2,3,1,8,0,2,8,26.0
11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,1,0,1,2,0,7,1,2,7,23.0
24,3.2188758248682006,1,0,4,3,4,19,2.995732273553991,0,1,4,5,9,26,3.295836866004329,1,1,2,1,5,6,4,4,7,69.0
16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,1,2,4,0,4,2,2,8,37.0
40,3.713572066704308,1,1,0,5,0,16,2.833213344056216,1,1,1,2,6,16,2.833213344056216,1,1,1,1,2,6,3,5,8,72.0
11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,1,0,0,4,2,9,0,3,7,30.0
10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,1,2,3,1,8,3,5,7,27.0
15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,23,3.1780538303479458,1,0,2,3,2,3,4,4,7,52.0
14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,1,0,1,4,5,9,4,0,7,44.0
29,3.4011973816621555,0,2,4,1,9,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,1,2,3,1,8,5,5,7,46.0
21,3.091042453358316,0,0,1,0,1,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,1,0,2,3,2,3,4,5,7,54.0
11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,1,0,0,4,2,9,1,1,7,25.0
27,3.332204510175204,0,0,2,6,7,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,1,0,3,4,8,4,0,8,72.0
34,3.5553480614894135,1,1,4,6,4,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,1,0,2,5,2,2,1,7,54.0
40,3.713572066704308,1,1,0,5,0,36,3.6109179126442243,1,0,1,1,6,30,3.4339872044851463,1,1,0,0,2,0,1,2,7,106.0
40,3.713572066704308,1,1,0,5,0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,1,0,1,1,1,1,2,0,9,50.0
20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,1,0,2,0,5,5,3,0,9,40.0
25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,19,2.995732273553991,1,0,1,4,5,9,2,1,7,52.0
33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,1,0,2,5,2,1,1,8,51.0
36,3.6109179126442243,1,0,1,1,6,33,3.5263605246161616,0,0,3,5,3,2,1.0986122886681098,1,1,2,2,2,2,4,5,8,71.0
12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,1,0,3,4,8,4,5,7,35.0
33,3.5263605246161616,0,0,3,5,3,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,1,3,0,8,3,0,7,69.0
36,3.6109179126442243,1,0,1,1,6,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,1,0,1,1,1,1,5,5,9,58.0
35,3.58351893845611,0,2,0,0,5,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,1,2,6,4,0,7,66.0
25,3.258096538021482,0,1,0,4,5,17,2.8903717578961645,0,2,2,3,7,27,3.332204510175204,1,0,0,2,6,7,3,5,7,69.0
