slot_name_a,slot_name_b,slot_name_c,slot_base_count,slot_base_count_abs_log1p,slot_base_count_mod3,slot_base_count_mod5,slot_base_count_mod7,slot_base_count_mod10,slot_multiplier,slot_multiplier_abs_log1p,slot_multiplier_is_even,slot_multiplier_mod3,slot_multiplier_mod5,slot_multiplier_mod7,slot_multiplier_mod10,slot_item_plural,n_multiple_pairs,y
10,3,6,28,3.367295829986474,1,3,0,8,5,1.791759469228055,0,2,0,5,5,2,4,42.0
1,0,8,28,3.367295829986474,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,2,4,14.0
3,3,9,30,3.4339872044851463,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,6,6,60.0
4,3,6,8,2.1972245773362196,2,3,1,8,9,2.302585092994046,0,0,4,2,9,5,4,28.0
3,7,6,8,2.1972245773362196,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,9,4,20.0
2,6,7,34,3.5553480614894135,1,4,6,4,8,2.1972245773362196,1,2,3,1,8,0,5,102.0
4,8,3,16,2.833213344056216,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,5,6,48.0
5,8,1,32,3.4965075614664802,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,0,4,80.0
2,11,3,52,3.970291913552122,1,2,3,2,9,2.302585092994046,0,0,4,2,9,8,4,182.0
9,2,9,40,3.713572066704308,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,5,4,100.0
4,5,4,10,2.3978952727983707,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,5,5,30.0
6,6,8,20,3.044522437723423,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,8,4,10.0
2,7,1,14,2.70805020110221,2,4,0,4,9,2.302585092994046,0,0,4,2,9,7,4,49.0
7,2,5,50,3.9318256327243257,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,5,4,25.0
5,7,2,12,2.5649493574615367,0,2,5,2,5,1.791759469228055,0,2,0,5,5,2,4,18.0
5,10,8,42,3.7612001156935624,0,2,0,2,9,2.302585092994046,0,0,4,2,9,2,4,147.0
2,11,3,10,2.3978952727983707,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,9,5,30.0
7,10,2,40,3.713572066704308,1,0,5,0,5,1.791759469228055,0,2,0,5,5,4,5,60.0
8,4,3,8,2.1972245773362196,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,6,4,20.0
4,0,4,38,3.6635616461296463,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,1,5,38.0
8,2,11,44,3.8066624897703196,2,4,2,4,6,1.9459101490553132,1,0,1,6,6,5,5,88.0
8,11,7,52,3.970291913552122,1,2,3,2,9,2.302585092994046,0,0,4,2,9,8,4,182.0
9,2,7,56,4.04305126783455,2,1,0,6,5,1.791759469228055,0,2,0,5,5,1,4,84.0
2,3,0,50,3.9318256327243257,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,4,5,150.0
2,11,6,2,1.0986122886681098,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,4,3.0
0,6,3,26,3.295836866004329,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,5,5,78.0
3,8,5,30,3.4339872044851463,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,7,5,30.0
7,2,10,40,3.713572066704308,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,2,4,20.0
9,1,11,16,2.833213344056216,1,1,2,6,5,1.791759469228055,0,2,0,5,5,5,4,24.0
6,11,2,48,3.8918202981106265,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,9,6,48.0
5,6,0,58,4.07753744390572,1,3,2,8,7,2.0794415416798357,0,1,2,0,7,0,4,145.0
5,8,9,46,3.8501476017100584,1,1,4,6,5,1.791759469228055,0,2,0,5,5,8,4,69.0
2,5,10,26,3.295836866004329,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,3,5,78.0
1,7,5,4,1.6094379124341003,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,0,5,8.0
1,1,2,6,1.9459101490553132,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,5,6.0
8,1,3,44,3.8066624897703196,2,4,2,4,8,2.1972245773362196,1,2,3,1,8,2,5,132.0
11,4,8,52,3.970291913552122,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,4,5,156.0
2,11,2,42,3.7612001156935624,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,1,5,21.0
6,8,3,46,3.8501476017100584,1,1,4,6,8,2.1972245773362196,1,2,3,1,8,1,5,138.0
5,7,0,28,3.367295829986474,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,1,6,28.0
10,9,1,44,3.8066624897703196,2,4,2,4,5,1.791759469228055,0,2,0,5,5,4,4,66.0
5,5,4,44,3.8066624897703196,2,4,2,4,9,2.302585092994046,0,0,4,2,9,3,4,154.0
11,8,1,26,3.295836866004329,2,1,5,6,9,2.302585092994046,0,0,4,2,9,1,4,91.0
0,6,3,16,2.833213344056216,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,8,5,32.0
3,9,2,52,3.970291913552122,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,4,5,104.0
8,1,0,2,1.0986122886681098,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,7,6,6.0
4,1,11,58,4.07753744390572,1,3,2,8,6,1.9459101490553132,1,0,1,6,6,6,5,116.0
0,3,5,4,1.6094379124341003,1,4,4,4,5,1.791759469228055,0,2,0,5,5,9,4,6.0
6,7,1,6,1.9459101490553132,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,5,6.0
2,6,11,8,2.1972245773362196,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,6,4,4.0
4,4,11,42,3.7612001156935624,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,3,5,21.0
0,10,9,16,2.833213344056216,1,1,2,6,9,2.302585092994046,0,0,4,2,9,0,4,56.0
8,2,10,12,2.5649493574615367,0,2,5,2,9,2.302585092994046,0,0,4,2,9,1,4,42.0
1,11,5,48,3.8918202981106265,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,5,4,120.0
1,5,4,52,3.970291913552122,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,0,6,52.0
0,0,6,42,3.7612001156935624,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,5,5,126.0
7,7,6,36,3.6109179126442243,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,3,5,108.0
7,1,2,38,3.6635616461296463,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,1,5,76.0
3,9,10,56,4.04305126783455,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,4,5,140.0
2,6,3,54,4.007333185232471,0,4,5,4,7,2.0794415416798357,0,1,2,0,7,0,4,135.0
10,5,2,32,3.4965075614664802,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,7,4,16.0
8,4,8,32,3.4965075614664802,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,6,6,96.0
7,4,3,38,3.6635616461296463,2,3,3,8,5,1.791759469228055,0,2,0,5,5,4,4,57.0
5,4,7,44,3.8066624897703196,2,4,2,4,9,2.302585092994046,0,0,4,2,9,4,4,154.0
4,2,5,28,3.367295829986474,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,8,5,56.0
10,8,3,6,1.9459101490553132,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,4,15.0
1,7,8,8,2.1972245773362196,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,6,8.0
11,11,10,12,2.5649493574615367,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,3,6,24.0
6,7,6,48,3.8918202981106265,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,1,6,96.0
6,7,6,10,2.3978952727983707,1,0,3,0,9,2.302585092994046,0,0,4,2,9,7,4,35.0
11,6,1,18,2.9444389791664403,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,7,5,54.0
8,5,4,4,1.6094379124341003,1,4,4,4,9,2.302585092994046,0,0,4,2,9,2,4,14.0
7,11,11,34,3.5553480614894135,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,4,5,68.0
11,4,10,44,3.8066624897703196,2,4,2,4,6,1.9459101490553132,1,0,1,6,6,0,5,88.0
3,6,1,14,2.70805020110221,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,2,5,42.0
10,4,1,10,2.3978952727983707,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,3,5,20.0
4,2,9,32,3.4965075614664802,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,5,6,32.0
7,5,10,30,3.4339872044851463,0,0,2,0,9,2.302585092994046,0,0,4,2,9,0,4,105.0
9,6,5,26,3.295836866004329,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,1,4,13.0
11,0,1,26,3.295836866004329,2,1,5,6,9,2.302585092994046,0,0,4,2,9,9,4,91.0
1,9,10,6,1.9459101490553132,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,5,5,18.0
5,2,6,20,3.044522437723423,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,7,5,60.0
2,2,0,32,3.4965075614664802,2,2,4,2,5,1.791759469228055,0,2,0,5,5,3,4,48.0
11,6,10,22,3.1354942159291497,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,6,4,11.0
7,2,3,10,2.3978952727983707,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,9,4,25.0
7,9,1,16,2.833213344056216,1,1,2,6,9,2.302585092994046,0,0,4,2,9,4,4,56.0
9,7,9,28,3.367295829986474,1,3,0,8,5,1.791759469228055,0,2,0,5,5,3,4,42.0
4,5,3,44,3.8066624897703196,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,5,4,22.0
9,5,5,24,3.2188758248682006,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,5,4,60.0
3,5,6,42,3.7612001156935624,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,8,5,105.0
10,5,2,34,3.5553480614894135,1,4,6,4,7,2.0794415416798357,0,1,2,0,7,9,4,85.0
8,9,5,32,3.4965075614664802,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,8,6,32.0
3,4,1,38,3.6635616461296463,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,1,5,38.0
8,11,4,40,3.713572066704308,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,4,4,20.0
8,7,9,16,2.833213344056216,1,1,2,6,5,1.791759469228055,0,2,0,5,5,6,4,24.0
9,10,3,48,3.8918202981106265,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,5,6,144.0
11,2,8,34,3.5553480614894135,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,6,5,34.0
0,0,9,26,3.295836866004329,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,1,5,52.0
9,5,6,8,2.1972245773362196,2,3,1,8,9,2.302585092994046,0,0,4,2,9,9,4,28.0
8,8,5,58,4.07753744390572,1,3,2,8,9,2.302585092994046,0,0,4,2,9,1,4,203.0
0,1,9,42,3.7612001156935624,0,2,0,2,9,2.302585092994046,0,0,4,2,9,3,4,147.0
6,9,11,50,3.9318256327243257,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,5,5,50.0
11,0,7,4,1.6094379124341003,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,5,4,10.0
7,9,4,32,3.4965075614664802,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,6,4,16.0
2,9,9,58,4.07753744390572,1,3,2,8,7,2.0794415416798357,0,1,2,0,7,2,4,145.0
4,10,2,58,4.07753744390572,1,3,2,8,5,1.791759469228055,0,2,0,5,5,7,4,87.0
3,7,6,48,3.8918202981106265,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,5,6,48.0
3,2,9,24,3.2188758248682006,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,3,6,72.0
6,3,9,54,4.007333185232471,0,4,5,4,7,2.0794415416798357,0,1,2,0,7,0,4,135.0
3,4,1,22,3.1354942159291497,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,5,5,22.0
8,11,3,4,1.6094379124341003,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,4,14.0
6,1,5,4,1.6094379124341003,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,9,4,2.0
7,9,5,26,3.295836866004329,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,0,4,65.0
6,7,11,50,3.9318256327243257,2,0,1,0,5,1.791759469228055,0,2,0,5,5,6,5,75.0
11,0,8,22,3.1354942159291497,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,0,5,66.0
8,9,11,8,2.1972245773362196,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,2,4,20.0
7,11,3,8,2.1972245773362196,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,5,16.0
0,4,6,26,3.295836866004329,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,2,5,52.0
4,8,6,36,3.6109179126442243,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,5,4,90.0
5,10,0,14,2.70805020110221,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,5,5,14.0
10,3,11,42,3.7612001156935624,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,8,5,126.0
6,2,11,6,1.9459101490553132,0,1,6,6,5,1.791759469228055,0,2,0,5,5,7,4,9.0
7,0,2,42,3.7612001156935624,0,2,0,2,5,1.791759469228055,0,2,0,5,5,9,4,63.0
1,11,5,24,3.2188758248682006,0,4,3,4,5,1.791759469228055,0,2,0,5,5,3,4,36.0
3,9,4,18,2.9444389791664403,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,8,5,54.0
5,1,11,38,3.6635616461296463,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,7,5,76.0
7,11,4,50,3.9318256327243257,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,4,5,50.0
5,1,11,32,3.4965075614664802,2,2,4,2,9,2.302585092994046,0,0,4,2,9,0,4,112.0
1,5,4,26,3.295836866004329,2,1,5,6,5,1.791759469228055,0,2,0,5,5,7,4,39.0
3,9,11,18,2.9444389791664403,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,8,5,18.0
0,11,11,10,2.3978952727983707,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,3,4,5.0
6,9,6,4,1.6094379124341003,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,5,8.0
4,4,11,40,3.713572066704308,1,0,5,0,5,1.791759469228055,0,2,0,5,5,4,5,60.0
10,5,0,24,3.2188758248682006,0,4,3,4,9,2.302585092994046,0,0,4,2,9,8,4,84.0
11,1,9,24,3.2188758248682006,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,8,6,24.0
5,11,9,32,3.4965075614664802,2,2,4,2,6,1.9459101490553132,1,0,1,6,6,3,5,64.0
2,8,3,50,3.9318256327243257,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,6,5,50.0
10,11,9,46,3.8501476017100584,1,1,4,6,8,2.1972245773362196,1,2,3,1,8,8,5,138.0
10,11,9,46,3.8501476017100584,1,1,4,6,3,1.3862943611198906,0,0,3,3,3,0,4,23.0
3,3,9,6,1.9459101490553132,0,1,6,6,9,2.302585092994046,0,0,4,2,9,0,4,21.0
6,2,8,32,3.4965075614664802,2,2,4,2,9,2.302585092994046,0,0,4,2,9,2,4,112.0
4,9,5,36,3.6109179126442243,0,1,1,6,9,2.302585092994046,0,0,4,2,9,6,5,126.0
6,3,3,28,3.367295829986474,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,6,4,14.0
5,2,10,28,3.367295829986474,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,3,5,84.0
9,3,4,8,2.1972245773362196,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,4,28.0
1,7,1,26,3.295836866004329,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,3,4,13.0
2,0,6,42,3.7612001156935624,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,0,5,105.0
6,1,6,12,2.5649493574615367,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,8,6,12.0
5,11,4,12,2.5649493574615367,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,9,6,12.0
1,3,3,58,4.07753744390572,1,3,2,8,8,2.1972245773362196,1,2,3,1,8,4,5,174.0
0,10,2,48,3.8918202981106265,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,6,6,48.0
10,3,3,40,3.713572066704308,1,0,5,0,5,1.791759469228055,0,2,0,5,5,3,5,60.0
9,10,8,54,4.007333185232471,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,5,5,27.0
4,7,10,50,3.9318256327243257,2,0,1,0,5,1.791759469228055,0,2,0,5,5,9,5,75.0
2,7,11,20,3.044522437723423,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,9,6,20.0
10,0,8,26,3.295836866004329,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,3,5,26.0
3,8,5,38,3.6635616461296463,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,2,4,19.0
3,6,0,32,3.4965075614664802,2,2,4,2,9,2.302585092994046,0,0,4,2,9,4,4,112.0
1,5,8,14,2.70805020110221,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,5,4,7.0
6,3,4,40,3.713572066704308,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,9,4,100.0
8,0,11,22,3.1354942159291497,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,2,5,66.0
1,9,5,18,2.9444389791664403,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,2,5,9.0
10,4,5,36,3.6109179126442243,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,4,4,90.0
3,0,9,46,3.8501476017100584,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,5,5,46.0
2,7,7,56,4.04305126783455,2,1,0,6,9,2.302585092994046,0,0,4,2,9,8,4,196.0
9,10,11,54,4.007333185232471,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,8,6,108.0
10,4,7,48,3.8918202981106265,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,3,5,24.0
7,11,7,46,3.8501476017100584,1,1,4,6,3,1.3862943611198906,0,0,3,3,3,4,4,23.0
4,8,8,18,2.9444389791664403,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,8,5,9.0
6,1,5,10,2.3978952727983707,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,6,5,30.0
11,11,10,38,3.6635616461296463,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,9,5,38.0
6,9,1,14,2.70805020110221,2,4,0,4,5,1.791759469228055,0,2,0,5,5,8,4,21.0
5,7,7,54,4.007333185232471,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,3,5,27.0
0,4,2,36,3.6109179126442243,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,6,4,90.0
7,5,10,16,2.833213344056216,1,1,2,6,5,1.791759469228055,0,2,0,5,5,0,4,24.0
11,7,8,58,4.07753744390572,1,3,2,8,9,2.302585092994046,0,0,4,2,9,7,4,203.0
9,2,8,48,3.8918202981106265,0,3,6,8,9,2.302585092994046,0,0,4,2,9,6,4,168.0
10,5,10,48,3.8918202981106265,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,0,6,96.0
4,8,10,8,2.1972245773362196,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,4,4,20.0
6,10,2,38,3.6635616461296463,2,3,3,8,7,2.0794415416798357,0,1,2,0,7,2,4,95.0
6,3,7,36,3.6109179126442243,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,6,6,72.0
6,6,5,38,3.6635616461296463,2,3,3,8,9,2.302585092994046,0,0,4,2,9,6,4,133.0
7,1,3,14,2.70805020110221,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,1,5,42.0
0,10,3,54,4.007333185232471,0,4,5,4,5,1.791759469228055,0,2,0,5,5,7,4,81.0
1,7,2,26,3.295836866004329,2,1,5,6,5,1.791759469228055,0,2,0,5,5,3,4,39.0
9,9,6,16,2.833213344056216,1,1,2,6,5,1.791759469228055,0,2,0,5,5,8,4,24.0
9,2,6,50,3.9318256327243257,2,0,1,0,9,2.302585092994046,0,0,4,2,9,8,4,175.0
10,8,3,26,3.295836866004329,2,1,5,6,5,1.791759469228055,0,2,0,5,5,0,4,39.0
9,6,8,50,3.9318256327243257,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,7,4,125.0
11,3,2,12,2.5649493574615367,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,7,6,24.0
9,4,8,34,3.5553480614894135,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,2,5,68.0
5,11,9,48,3.8918202981106265,0,3,6,8,9,2.302585092994046,0,0,4,2,9,1,4,168.0
3,7,9,34,3.5553480614894135,1,4,6,4,8,2.1972245773362196,1,2,3,1,8,2,5,102.0
8,1,4,6,1.9459101490553132,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,2,4,15.0
8,1,8,22,3.1354942159291497,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,4,5,44.0
8,7,1,28,3.367295829986474,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,3,5,70.0
4,9,6,50,3.9318256327243257,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,6,5,50.0
0,1,11,2,1.0986122886681098,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,6,4.0
10,9,2,20,3.044522437723423,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,6,5,60.0
4,8,1,28,3.367295829986474,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,7,4,14.0
2,8,8,50,3.9318256327243257,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,4,4,125.0
10,1,10,10,2.3978952727983707,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,3,4,5.0
10,2,11,24,3.2188758248682006,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,3,4,60.0
9,9,10,14,2.70805020110221,2,4,0,4,9,2.302585092994046,0,0,4,2,9,0,4,49.0
10,10,7,8,2.1972245773362196,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,9,4,20.0
4,9,9,48,3.8918202981106265,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,3,5,24.0
6,2,6,6,1.9459101490553132,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,4,21.0
4,10,6,36,3.6109179126442243,0,1,1,6,5,1.791759469228055,0,2,0,5,5,5,4,54.0
5,2,2,58,4.07753744390572,1,3,2,8,5,1.791759469228055,0,2,0,5,5,2,4,87.0
3,6,4,44,3.8066624897703196,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,4,6,44.0
0,10,3,20,3.044522437723423,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,9,5,40.0
10,8,10,22,3.1354942159291497,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,9,5,66.0
9,4,6,30,3.4339872044851463,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,1,6,60.0
7,2,7,28,3.367295829986474,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,7,4,14.0
7,7,7,40,3.713572066704308,1,0,5,0,5,1.791759469228055,0,2,0,5,5,5,5,60.0
2,6,7,40,3.713572066704308,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,8,4,20.0
3,9,5,38,3.6635616461296463,2,3,3,8,5,1.791759469228055,0,2,0,5,5,7,4,57.0
1,2,8,54,4.007333185232471,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,6,5,162.0
8,5,8,28,3.367295829986474,1,3,0,8,5,1.791759469228055,0,2,0,5,5,8,4,42.0
3,7,11,14,2.70805020110221,2,4,0,4,9,2.302585092994046,0,0,4,2,9,5,4,49.0
8,10,10,48,3.8918202981106265,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,1,5,24.0
9,11,1,12,2.5649493574615367,0,2,5,2,5,1.791759469228055,0,2,0,5,5,8,4,18.0
3,5,9,26,3.295836866004329,2,1,5,6,9,2.302585092994046,0,0,4,2,9,3,4,91.0
1,0,1,40,3.713572066704308,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,4,5,80.0
1,1,4,48,3.8918202981106265,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,9,4,120.0
0,8,3,50,3.9318256327243257,2,0,1,0,5,1.791759469228055,0,2,0,5,5,7,5,75.0
0,7,8,32,3.4965075614664802,2,2,4,2,5,1.791759469228055,0,2,0,5,5,3,4,48.0
3,0,4,42,3.7612001156935624,0,2,0,2,5,1.791759469228055,0,2,0,5,5,6,4,63.0
2,2,6,26,3.295836866004329,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,2,4,65.0
3,0,8,10,2.3978952727983707,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,6,4,25.0
11,7,9,12,2.5649493574615367,0,2,5,2,5,1.791759469228055,0,2,0,5,5,4,4,18.0
3,6,0,50,3.9318256327243257,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,7,4,25.0
8,11,9,14,2.70805020110221,2,4,0,4,9,2.302585092994046,0,0,4,2,9,5,4,49.0
10,2,9,16,2.833213344056216,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,7,5,32.0
2,2,6,44,3.8066624897703196,2,4,2,4,9,2.302585092994046,0,0,4,2,9,2,4,154.0
4,2,4,30,3.4339872044851463,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,6,4,75.0
5,8,6,12,2.5649493574615367,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,0,5,6.0
1,5,1,30,3.4339872044851463,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,5,5,90.0
1,11,8,26,3.295836866004329,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,7,5,78.0
4,6,4,50,3.9318256327243257,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,9,4,125.0
1,0,3,26,3.295836866004329,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,1,4,65.0
9,10,3,28,3.367295829986474,1,3,0,8,9,2.302585092994046,0,0,4,2,9,1,4,98.0
4,2,11,48,3.8918202981106265,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,9,6,96.0
6,5,7,50,3.9318256327243257,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,3,5,100.0
3,5,9,10,2.3978952727983707,1,0,3,0,5,1.791759469228055,0,2,0,5,5,2,5,15.0
7,1,0,34,3.5553480614894135,1,4,6,4,9,2.302585092994046,0,0,4,2,9,7,4,119.0
2,1,1,12,2.5649493574615367,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,7,5,6.0
11,11,5,44,3.8066624897703196,2,4,2,4,7,2.0794415416798357,0,1,2,0,7,4,4,110.0
11,9,7,52,3.970291913552122,1,2,3,2,9,2.302585092994046,0,0,4,2,9,0,4,182.0
7,1,1,44,3.8066624897703196,2,4,2,4,6,1.9459101490553132,1,0,1,6,6,4,5,88.0
2,8,7,36,3.6109179126442243,0,1,1,6,9,2.302585092994046,0,0,4,2,9,9,5,126.0
10,3,5,54,4.007333185232471,0,4,5,4,7,2.0794415416798357,0,1,2,0,7,8,4,135.0
9,10,0,54,4.007333185232471,0,4,5,4,5,1.791759469228055,0,2,0,5,5,8,4,81.0
9,7,6,52,3.970291913552122,1,2,3,2,9,2.302585092994046,0,0,4,2,9,0,4,182.0
7,2,0,26,3.295836866004329,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,1,5,52.0
8,1,1,44,3.8066624897703196,2,4,2,4,6,1.9459101490553132,1,0,1,6,6,5,5,88.0
9,3,9,30,3.4339872044851463,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,0,5,15.0
1,3,3,28,3.367295829986474,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,9,6,28.0
