slot_person,slot_place,slot_unit,slot_day1,slot_day2,slot_day3,slot_base_amount,slot_base_amount_abs_log1p,slot_base_amount_is_even,slot_base_amount_mod3,slot_base_amount_mod5,slot_base_amount_mod7,slot_base_amount_mod10,slot_mult_day2,slot_mult_day2_abs_log1p,slot_mult_day2_is_even,slot_mult_day2_mod3,slot_mult_day2_mod5,slot_mult_day2_mod7,slot_mult_day2_mod10,slot_mult_day3,slot_mult_day3_abs_log1p,slot_mult_day3_is_even,slot_mult_day3_mod3,slot_mult_day3_mod5,slot_mult_day3_mod7,slot_mult_day3_mod10,slot_initial_total,slot_initial_total_abs_log1p,slot_initial_total_is_even,slot_initial_total_mod3,slot_initial_total_mod5,slot_initial_total_mod7,slot_initial_total_mod10,gcd_all,n_multiple_pairs,y
4,2,3,1,1,1,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,172,5.153291594497779,1,1,2,4,2,1,1,29.0
7,0,1,0,0,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,71,4.276666119016055,0,2,1,1,1,1,1,31.0
4,4,3,2,2,2,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,86,4.465908118654584,1,2,1,2,6,2,5,2.0
1,5,3,0,0,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,149,5.0106352940962555,0,2,4,2,9,1,0,30.0
1,1,2,3,3,3,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,155,5.049856007249537,0,2,0,1,5,1,3,43.0
5,3,1,3,3,3,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,302,5.713732805509369,1,2,2,1,2,1,0,16.0
2,6,1,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,1,2,23.0
3,0,1,3,3,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,125,4.836281906951478,0,2,0,6,5,1,1,48.0
3,0,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,196,5.2832037287379885,1,1,1,0,6,1,3,9.0
4,6,4,3,3,3,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,183,5.214935757608986,0,0,3,1,3,1,2,1.0
5,0,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,139,4.941642422609304,0,1,4,6,9,1,2,19.0
4,0,4,4,4,4,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,468,6.150602768446279,1,0,3,6,8,1,1,26.0
3,1,4,3,3,3,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,405,6.0063531596017325,0,0,0,6,5,1,1,48.0
7,0,0,1,1,1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,243,5.497168225293202,0,0,3,5,3,1,1,33.0
0,4,3,2,2,2,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,185,5.225746673713202,0,2,0,3,5,1,3,29.0
1,6,4,0,0,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,200,5.303304908059076,1,2,0,4,0,2,5,44.0
6,6,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,287,5.662960480135946,0,2,2,0,7,1,0,1.0
5,1,0,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,209,5.3471075307174685,0,2,4,6,9,1,3,41.0
6,0,0,1,1,1,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,326,5.7899601708972535,1,2,1,4,6,1,0,32.0
4,5,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,335,5.817111159963204,0,2,0,6,5,1,1,10.0
4,2,2,1,1,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,109,4.700480365792417,0,1,4,4,9,1,1,41.0
7,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,90,4.51085950651685,1,0,0,6,0,1,3,13.0
2,3,1,2,2,2,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,173,5.159055299214529,0,2,3,5,3,1,1,4.0
3,3,3,3,3,3,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,212,5.3612921657094255,1,2,2,2,2,1,3,23.0
1,4,1,3,3,3,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,183,5.214935757608986,0,0,3,1,3,1,3,15.0
4,5,4,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,96,4.574710978503383,1,0,1,5,6,1,3,41.0
3,4,2,0,0,0,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,160,5.081404364984463,1,1,0,6,0,2,5,28.0
7,3,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,318,5.765191102784844,1,0,3,3,8,1,1,18.0
3,0,0,2,2,2,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,326,5.7899601708972535,1,2,1,4,6,1,0,3.0
2,0,3,0,0,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,98,4.59511985013459,1,2,3,0,8,1,2,20.0
0,2,2,1,1,1,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,140,4.948759890378168,1,2,0,0,0,1,3,23.0
1,1,0,3,3,3,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,408,6.013715156042802,1,0,3,2,8,1,2,33.0
3,7,0,3,3,3,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,341,5.834810737062605,0,2,1,5,1,1,0,37.0
7,6,1,3,3,3,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,108,4.6913478822291435,1,0,3,3,8,1,3,17.0
1,3,1,1,1,1,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,270,5.602118820879701,1,0,0,4,0,1,1,32.0
7,6,4,4,4,4,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,134,4.90527477843843,1,2,4,1,4,1,2,17.0
4,2,3,4,4,4,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,429,6.063785208687608,0,0,4,2,9,1,2,9.0
4,5,1,2,2,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,198,5.293304824724492,1,0,3,2,8,1,1,42.0
7,4,4,3,3,3,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,128,4.859812404361672,1,2,3,2,8,1,2,38.0
4,6,1,1,1,1,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,382,5.948034989180646,1,1,2,4,2,1,0,46.0
4,0,0,2,2,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,118,4.77912349311153,1,1,3,6,8,1,0,6.0
0,6,3,1,1,1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,147,4.997212273764115,0,0,2,0,7,1,3,43.0
2,6,0,1,1,1,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,158,5.0689042022202315,1,2,3,4,8,2,3,48.0
3,7,0,3,3,3,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,196,5.2832037287379885,1,1,1,0,6,1,1,7.0
6,7,4,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,71,4.276666119016055,0,2,1,1,1,1,1,3.0
7,6,1,3,3,3,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,244,5.501258210544727,1,1,4,6,4,2,4,10.0
3,5,4,2,2,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,154,5.043425116919247,1,1,4,0,4,2,3,44.0
6,7,4,0,0,0,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,591,6.3835066348840055,0,0,1,3,1,1,1,2.0
0,2,2,0,0,0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,117,4.770684624465665,0,0,2,5,7,1,3,19.0
1,6,2,4,4,4,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,233,5.455321115357702,0,2,3,2,3,1,2,41.0
4,0,0,4,4,4,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,326,5.7899601708972535,1,2,1,4,6,1,1,14.0
2,4,3,3,3,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,111,4.718498871295094,0,0,1,6,1,1,1,20.0
3,2,3,4,4,4,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,330,5.802118375377063,1,0,0,1,0,1,2,24.0
6,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,191,5.2574953720277815,0,2,1,2,1,1,0,21.0
6,7,2,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,112,4.727387818712341,1,1,2,0,2,1,2,34.0
6,3,4,0,0,0,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,187,5.236441962829949,0,1,2,5,7,1,1,34.0
0,2,3,0,0,0,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,493,6.202535517187923,0,1,3,3,3,1,0,43.0
7,2,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,122,4.812184355372417,1,2,2,3,2,1,2,45.0
1,0,2,3,3,3,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,223,5.4116460518550396,0,1,3,6,3,1,0,47.0
1,0,2,0,0,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,103,4.6443908991413725,0,1,3,5,3,1,1,46.0
5,2,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,67,4.219507705176107,0,1,2,4,7,1,1,2.0
2,4,2,1,1,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,104,4.653960350157523,1,2,4,6,4,1,1,19.0
6,4,3,2,2,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,82,4.418840607796598,1,1,2,5,2,1,2,42.0
6,0,4,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,136,4.919980925828125,1,1,1,3,6,1,1,22.0
6,0,1,2,2,2,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,136,4.919980925828125,1,1,1,3,6,1,2,46.0
7,5,3,4,4,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,215,5.375278407684165,0,2,0,5,5,1,3,29.0
4,2,4,0,0,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,127,4.852030263919617,0,1,2,1,7,1,3,10.0
5,6,0,2,2,2,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,173,5.159055299214529,0,2,3,5,3,1,0,20.0
5,0,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,111,4.718498871295094,0,0,1,6,1,1,1,33.0
6,2,4,2,2,2,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,314,5.752572638825633,1,2,4,6,4,1,0,20.0
1,0,3,0,0,0,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,555,6.320768294250582,0,0,0,2,5,1,3,35.0
0,5,4,3,3,3,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,140,4.948759890378168,1,2,0,0,0,2,5,36.0
6,1,3,4,4,4,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,358,5.883322388488279,1,1,3,1,8,1,0,8.0
4,0,1,0,0,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,209,5.3471075307174685,0,2,4,6,9,1,3,41.0
0,4,1,1,1,1,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,328,5.796057750765372,1,1,3,6,8,1,1,3.0
5,7,1,2,2,2,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,558,6.326149473155099,1,0,3,5,8,1,1,31.0
2,4,3,3,3,3,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,127,4.852030263919617,0,1,2,1,7,1,0,15.0
0,5,2,2,2,2,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,237,5.472270673671475,0,0,2,6,7,1,3,17.0
2,2,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,89,4.499809670330265,0,2,4,5,9,1,3,1.0
1,1,1,0,0,0,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,192,5.262690188904886,1,0,2,3,2,1,4,32.0
2,7,3,1,1,1,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,146,4.990432586778736,1,2,1,6,6,1,1,29.0
4,5,4,0,0,0,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,339,5.8289456176102075,0,0,4,3,9,1,1,24.0
0,1,2,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,147,4.997212273764115,0,0,2,0,7,1,2,11.0
3,7,3,2,2,2,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,341,5.834810737062605,0,2,1,5,1,1,1,1.0
4,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,435,6.077642243349034,0,0,0,1,5,1,1,36.0
0,7,4,4,4,4,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,120,4.795790545596741,1,0,0,1,0,1,2,3.0
2,6,4,2,2,2,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,158,5.0689042022202315,1,2,3,4,8,2,4,26.0
6,4,1,2,2,2,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,166,5.117993812416755,1,1,1,5,6,1,2,31.0
7,3,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,296,5.6937321388027,1,2,1,2,6,1,1,24.0
5,3,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,144,4.976733742420574,1,0,4,4,4,1,2,20.0
0,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,66,4.204692619390966,1,0,1,3,6,1,2,16.0
1,6,4,3,3,3,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,176,5.176149732573829,1,2,1,1,6,1,1,7.0
1,4,4,1,1,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,215,5.375278407684165,0,2,0,5,5,1,1,35.0
4,3,1,0,0,0,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,241,5.488937726156687,0,1,1,3,1,1,1,1.0
0,2,0,2,2,2,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,236,5.4680601411351315,1,2,1,5,6,1,1,11.0
2,4,4,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,61,4.127134385045092,0,1,1,5,1,1,1,21.0
5,3,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,136,4.919980925828125,1,1,1,3,6,1,3,45.0
7,1,1,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,127,4.852030263919617,0,1,2,1,7,1,1,31.0
4,3,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,76,4.343805421853684,1,1,1,6,6,1,2,25.0
6,5,1,0,0,0,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,536,6.285998094508865,1,2,1,4,6,1,1,42.0
7,0,3,2,2,2,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,263,5.575949103146316,0,2,3,4,3,1,0,16.0
0,0,3,2,2,2,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,207,5.337538079701318,0,0,2,4,7,1,1,25.0
3,5,3,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,160,5.081404364984463,1,1,0,6,0,1,3,24.0
4,4,0,2,2,2,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,337,5.823045895483019,0,1,2,1,7,1,0,48.0
3,7,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,132,4.890349128221754,1,0,2,6,2,1,3,2.0
7,0,0,1,1,1,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,245,5.5053315359323625,0,2,0,0,5,1,1,36.0
2,1,1,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,108,4.6913478822291435,1,0,3,3,8,1,2,43.0
1,7,4,1,1,1,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,322,5.777652323222656,1,1,2,0,2,1,1,10.0
0,0,3,2,2,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,110,4.709530201312334,1,2,0,5,0,1,1,46.0
2,0,3,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,43,3.784189633918261,0,1,3,1,3,1,1,16.0
2,6,3,4,4,4,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,233,5.455321115357702,0,2,3,2,3,1,1,9.0
0,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,266,5.58724865840025,1,2,1,0,6,1,1,35.0
7,7,2,3,3,3,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,129,4.867534450455582,0,0,4,3,9,1,2,27.0
1,2,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,345,5.846438775057725,0,0,0,2,5,1,2,45.0
7,0,4,0,0,0,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,429,6.063785208687608,0,0,4,2,9,1,0,4.0
6,4,4,3,3,3,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,455,6.1224928095143865,0,2,0,0,5,1,2,39.0
1,2,1,3,3,3,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,159,5.075173815233827,0,0,4,5,9,1,1,29.0
5,7,3,4,4,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,192,5.262690188904886,1,0,2,3,2,1,3,45.0
7,2,0,1,1,1,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,245,5.5053315359323625,0,2,0,0,5,1,2,5.0
6,0,4,2,2,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,101,4.624972813284271,0,2,1,3,1,1,1,49.0
5,0,2,1,1,1,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,218,5.389071729816501,1,2,3,1,8,1,0,42.0
3,4,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,143,4.969813299576001,0,2,3,3,3,1,1,47.0
7,4,3,2,2,2,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,176,5.176149732573829,1,2,1,1,6,1,3,16.0
3,3,4,4,4,4,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,194,5.272999558563747,1,2,4,5,4,2,4,18.0
2,4,2,4,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,291,5.676753802268282,0,0,1,4,1,1,3,6.0
5,3,4,4,4,4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,211,5.356586274672012,0,1,1,1,1,1,1,21.0
1,6,1,2,2,2,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,302,5.713732805509369,1,2,2,1,2,2,4,42.0
0,2,4,1,1,1,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,471,6.156978985585555,0,0,1,2,1,1,0,29.0
7,6,2,0,0,0,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,133,4.897839799950911,0,1,3,0,3,1,1,42.0
1,3,3,2,2,2,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,153,5.0369526024136295,0,0,3,6,3,1,3,45.0
3,6,0,0,0,0,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,455,6.1224928095143865,0,2,0,0,5,1,2,35.0
2,7,4,2,2,2,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,274,5.616771097666572,1,1,4,1,4,1,1,27.0
