slot_group_a_label,slot_group_b_label,slot_ra,slot_ra_abs_log1p,slot_ra_is_even,slot_ra_mod3,slot_ra_mod5,slot_ra_mod7,slot_ra_mod10,slot_rb,slot_rb_abs_log1p,slot_rb_is_even,slot_rb_mod3,slot_rb_mod5,slot_rb_mod7,slot_rb_mod10,slot_total,slot_total_abs_log1p,slot_total_is_even,slot_total_mod3,slot_total_mod5,slot_total_mod7,slot_total_mod10,slot_b_leaves,slot_b_leaves_abs_log1p,slot_b_leaves_sign,slot_b_leaves_is_even,slot_b_leaves_mod3,slot_b_leaves_mod5,slot_b_leaves_mod7,slot_b_leaves_mod10,gcd_all,n_multiple_pairs,y
8,8,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,92,4.532599493153256,1,2,2,1,2,7,2.0794415416798357,1,0,1,2,0,7,1,0,37.0
4,4,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,216,5.37989735354046,1,0,1,6,6,14,2.70805020110221,1,1,2,4,0,4,2,3,22.0
6,6,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,578,6.361302477572996,1,2,3,4,8,140,4.948759890378168,1,1,2,0,0,0,1,0,234.0
1,1,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,255,5.545177444479562,0,0,0,3,5,36,3.6109179126442243,1,1,0,1,1,6,3,2,66.0
5,5,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,532,6.278521424165844,1,1,2,0,2,27,3.332204510175204,1,0,0,2,6,7,1,1,87.0
9,9,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,121,4.804021044733257,0,1,1,2,1,19,2.995732273553991,1,0,1,4,5,9,1,0,14.0
4,4,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,320,5.771441123130016,1,2,0,5,0,111,4.718498871295094,1,0,0,1,6,1,1,3,169.0
6,6,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,126,4.844187086458591,1,0,1,0,6,14,2.70805020110221,1,1,2,4,0,4,1,3,63.0
6,6,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,420,6.042632833682381,1,0,0,0,0,134,4.90527477843843,1,1,2,4,1,4,1,3,146.0
9,9,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,100,4.61512051684126,1,1,0,2,0,1,0.6931471805599453,1,0,1,1,1,1,1,3,59.0
0,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,32,3.4965075614664802,1,1,2,2,4,2,1,3,8.0
7,7,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,288,5.666426688112432,1,0,3,1,8,43,3.784189633918261,1,0,1,3,1,3,1,1,181.0
4,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,99,4.605170185988092,0,0,4,1,9,22,3.1354942159291497,1,1,1,2,1,2,1,0,23.0
2,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,0,6,5,14,2.70805020110221,1,1,2,4,0,4,1,0,1.0
4,4,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,585,6.373319789577012,0,0,0,4,5,21,3.091042453358316,1,0,0,1,0,1,1,2,174.0
0,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,1,0,2,5,2,3,5,3.0
2,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,196,5.2832037287379885,1,1,1,0,6,98,4.59511985013459,1,1,2,3,0,8,2,1,14.0
5,5,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,612,6.418364935936212,1,0,2,3,2,187,5.236441962829949,1,0,1,2,5,7,1,3,17.0
4,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,297,5.697093486505405,0,0,2,3,7,6,1.9459101490553132,1,1,0,1,6,6,1,1,60.0
8,8,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,546,6.304448802421981,1,0,1,0,6,385,5.955837369464831,1,0,1,0,0,5,1,2,83.0
1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,165,5.111987788356544,0,0,0,4,5,50,3.9318256327243257,1,1,2,0,1,0,1,2,49.0
7,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,100,4.61512051684126,1,1,0,2,0,19,2.995732273553991,1,0,1,4,5,9,1,4,1.0
5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,85,4.454347296253507,0,1,0,1,5,42,3.7612001156935624,1,1,0,2,0,2,1,2,9.0
9,9,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,120,4.795790545596741,1,0,0,1,0,18,2.9444389791664403,1,1,0,3,4,8,3,3,30.0
9,9,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,325,5.786897381366708,0,1,0,3,5,56,4.04305126783455,1,1,2,1,0,6,1,3,244.0
0,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,117,4.770684624465665,0,0,2,5,7,5,1.791759469228055,1,0,2,0,5,5,1,3,8.0
0,0,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,630,6.447305862541213,1,0,0,0,0,19,2.995732273553991,1,0,1,4,5,9,1,1,226.0
1,1,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,646,6.472346294500901,1,1,1,2,6,223,5.4116460518550396,1,0,1,3,6,3,1,0,5.0
6,6,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,420,6.042632833682381,1,0,0,0,0,59,4.0943445622221,1,0,2,4,3,9,1,1,31.0
8,8,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,308,5.733341276897746,1,2,3,0,8,92,4.532599493153256,1,1,2,2,1,2,1,3,62.0
1,1,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,1,2,3,1,8,1,0,7.0
5,5,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,434,6.075346031088684,1,2,4,0,4,48,3.8918202981106265,1,1,0,3,6,8,1,0,231.0
5,5,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,1,0,0,3,3,3,1,4,27.0
7,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,70,4.2626798770413155,1,1,0,0,0,25,3.258096538021482,1,0,1,0,4,5,1,3,25.0
7,7,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,99,4.605170185988092,0,0,4,1,9,24,3.2188758248682006,1,1,0,4,3,4,1,3,48.0
2,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,231,5.44673737166631,0,0,1,0,1,38,3.6635616461296463,1,1,2,3,3,8,1,1,25.0
1,1,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,304,5.720311776607412,1,1,4,3,4,22,3.1354942159291497,1,1,1,2,1,2,1,1,73.0
8,8,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,432,6.07073772800249,1,0,2,5,2,123,4.820281565605037,1,0,0,3,4,3,3,3,165.0
0,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,100,4.61512051684126,1,1,0,2,0,69,4.248495242049359,1,0,0,4,6,9,1,4,11.0
5,5,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,230,5.442417710521793,1,2,0,6,0,73,4.30406509320417,1,0,1,3,3,3,1,0,37.0
4,4,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,648,6.47543271670409,1,0,3,4,8,67,4.219507705176107,1,0,1,2,4,7,1,3,149.0
2,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,260,5.564520407322694,1,2,0,1,0,64,4.174387269895637,1,1,1,4,1,4,1,0,14.0
3,3,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,403,6.0014148779611505,0,1,3,4,3,134,4.90527477843843,1,1,2,4,1,4,1,0,52.0
4,4,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,288,5.666426688112432,1,0,3,1,8,103,4.6443908991413725,1,0,1,3,5,3,1,1,25.0
6,6,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,108,4.6913478822291435,1,0,3,3,8,55,4.02535169073515,1,0,1,0,6,5,1,1,8.0
0,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,7,2.0794415416798357,1,0,1,2,0,7,1,3,25.0
2,2,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,378,5.937536205082426,1,0,3,0,8,9,2.302585092994046,1,0,0,4,2,9,1,1,99.0
6,6,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,504,6.22455842927536,1,0,4,0,4,102,4.634728988229636,1,1,0,2,4,2,3,2,114.0
2,2,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,518,6.251903883165888,1,2,3,0,8,55,4.02535169073515,1,0,1,0,6,5,1,1,56.0
5,5,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,115,4.7535901911063645,0,1,0,3,5,4,1.6094379124341003,1,1,1,4,4,4,1,4,19.0
7,7,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,646,6.472346294500901,1,1,1,2,6,173,5.159055299214529,1,0,2,3,5,3,1,0,131.0
7,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,203,5.318119993844216,0,2,3,0,3,97,4.584967478670572,1,0,1,2,6,7,1,0,19.0
0,0,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,15,2.772588722239781,1,0,0,0,1,5,1,0,3.0
0,0,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,300,5.707110264748875,1,0,0,6,0,32,3.4965075614664802,1,1,2,2,4,2,2,4,18.0
7,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,24,3.2188758248682006,1,1,0,4,3,4,2,4,6.0
5,5,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,195,5.278114659230517,0,0,0,6,5,87,4.477336814478207,1,0,0,2,3,7,1,2,63.0
0,0,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,425,6.054439346269371,0,2,0,5,5,155,5.049856007249537,1,0,2,0,1,5,1,0,20.0
4,4,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,1,0,2,0,5,5,1,1,5.0
9,9,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,294,5.68697535633982,1,0,4,0,4,155,5.049856007249537,1,0,2,0,1,5,1,1,13.0
3,3,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,306,5.726847747587197,1,0,1,5,6,89,4.499809670330265,1,0,2,4,5,9,1,0,81.0
2,2,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,297,5.697093486505405,0,0,2,3,7,211,5.356586274672012,1,0,1,1,1,1,1,1,32.0
4,4,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,165,5.111987788356544,0,0,0,4,5,32,3.4965075614664802,1,1,2,2,4,2,1,3,118.0
7,7,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,544,6.300785794663244,1,1,4,5,4,220,5.3981627015177525,1,1,1,0,3,0,4,3,188.0
9,9,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,294,5.68697535633982,1,0,4,0,4,16,2.833213344056216,1,1,1,1,2,6,2,3,26.0
6,6,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,308,5.733341276897746,1,2,3,0,8,122,4.812184355372417,1,1,2,2,3,2,1,0,76.0
8,8,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,91,4.5217885770490405,0,1,1,0,1,32,3.4965075614664802,1,1,2,2,4,2,1,1,10.0
7,7,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,84,4.442651256490317,1,0,4,0,4,4,1.6094379124341003,1,1,1,4,4,4,1,4,3.0
2,2,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,399,5.991464547107982,0,0,4,0,9,128,4.859812404361672,1,1,2,3,2,8,1,1,40.0
6,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,1,0,0,3,3,3,1,4,12.0
1,1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,264,5.579729825986222,1,0,4,5,4,18,2.9444389791664403,1,1,0,3,4,8,2,3,70.0
0,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,1,4,4,4,1,4,12.0
5,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,1,0,2,0,5,5,1,3,25.0
7,7,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,126,4.844187086458591,1,0,1,0,6,57,4.060443010546419,1,0,0,2,1,7,1,1,20.0
4,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,119,4.787491742782046,0,2,4,0,9,13,2.6390573296152584,1,0,1,3,6,3,1,3,4.0
1,1,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,345,5.846438775057725,0,0,0,2,5,132,4.890349128221754,1,1,0,2,6,2,1,0,52.0
4,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,480,6.175867270105761,1,0,0,4,0,40,3.713572066704308,1,1,1,0,5,0,1,3,80.0
7,7,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,153,5.0369526024136295,0,0,3,6,3,3,1.3862943611198906,1,0,0,3,3,3,1,4,14.0
0,0,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,128,4.859812404361672,1,2,3,2,8,44,3.8066624897703196,1,1,2,4,2,4,4,3,20.0
7,7,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,390,5.968707559985366,1,0,0,5,0,97,4.584967478670572,1,0,1,2,6,7,1,0,7.0
5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,152,5.030437921392435,1,2,2,5,2,3,1.3862943611198906,1,0,0,3,3,3,1,3,16.0
7,7,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,51,3.9512437185814275,0,0,1,2,1,15,2.772588722239781,1,0,0,0,1,5,1,0,12.0
5,5,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,800,6.68586094706836,1,2,0,2,0,256,5.54907608489522,1,1,1,1,4,6,4,2,64.0
8,8,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,350,5.860786223465865,1,2,0,0,0,113,4.736198448394496,1,0,2,3,1,3,1,0,87.0
0,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,340,5.831882477283517,1,1,0,4,0,19,2.995732273553991,1,0,1,4,5,9,1,1,117.0
4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,81,4.406719247264253,0,0,1,4,1,8,2.1972245773362196,1,1,2,3,1,8,1,4,46.0
4,4,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,348,5.855071922202427,1,0,3,5,8,314,5.752572638825633,1,1,2,4,6,4,1,3,5.0
0,0,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,187,5.236441962829949,0,1,2,5,7,59,4.0943445622221,1,0,2,4,3,9,1,0,73.0
5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,1,2,2,2,2,1,4,1.0
2,2,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,400,5.993961427306569,1,1,0,1,0,147,4.997212273764115,1,0,0,2,0,7,1,1,93.0
9,9,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,176,5.176149732573829,1,2,1,1,6,47,3.871201010907891,1,0,2,2,5,7,1,0,49.0
2,2,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,1,2,3,1,8,1,4,14.0
6,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,56,4.04305126783455,1,2,1,0,6,1,0.6931471805599453,1,0,1,1,1,1,1,5,7.0
2,2,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,375,5.929589143389895,0,0,0,4,5,252,5.53338948872752,1,1,0,2,0,2,1,1,23.0
1,1,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,72,4.290459441148391,1,0,2,2,2,60,4.110873864173311,1,1,0,0,4,0,1,3,6.0
6,6,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,84,4.442651256490317,1,0,4,0,4,55,4.02535169073515,1,0,1,0,6,5,1,2,8.0
3,3,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,552,6.315358001522335,1,0,2,6,2,79,4.382026634673881,1,0,1,4,2,9,1,1,209.0
5,5,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,288,5.666426688112432,1,0,3,1,8,125,4.836281906951478,1,0,2,0,6,5,1,3,19.0
0,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,0,0.0,0,1,0,0,0,0,1,2,2.0
1,1,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,96,4.574710978503383,1,0,1,5,6,31,3.4657359027997265,1,0,1,1,3,1,1,0,23.0
9,9,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,1,0,1,1,1,1,1,5,1.0
5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,208,5.342334251964811,1,1,3,5,8,25,3.258096538021482,1,0,1,0,4,5,1,3,1.0
2,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,1,0,1,1,1,1,1,6,5.0
0,0,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,198,5.293304824724492,1,0,3,2,8,14,2.70805020110221,1,1,2,4,0,4,1,3,22.0
8,8,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,1,0,2,0,5,5,1,5,3.0
6,6,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,304,5.720311776607412,1,1,4,3,4,50,3.9318256327243257,1,1,2,0,1,0,1,1,126.0
2,2,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,558,6.326149473155099,1,0,3,5,8,57,4.060443010546419,1,0,0,2,1,7,1,0,160.0
4,4,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,684,6.529418838262226,1,0,4,5,4,150,5.017279836814924,1,1,0,0,3,0,1,2,174.0
3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,189,5.247024072160486,0,0,4,0,9,23,3.1780538303479458,1,0,2,3,2,3,1,0,31.0
3,3,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,1,2,2,2,2,1,6,8.0
6,6,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,252,5.53338948872752,1,0,2,0,2,14,2.70805020110221,1,1,2,4,0,4,2,2,166.0
9,9,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,575,6.3561076606958915,0,2,0,1,5,162,5.093750200806762,1,1,0,2,1,2,1,0,138.0
5,5,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,455,6.1224928095143865,0,2,0,0,5,63,4.1588830833596715,1,0,0,3,0,3,1,1,112.0
9,9,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,330,5.802118375377063,1,0,0,1,0,5,1.791759469228055,1,0,2,0,5,5,1,2,85.0
2,2,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,144,4.976733742420574,1,0,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,1,6,71.0
7,7,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,440,6.089044875446846,1,2,0,6,0,133,4.897839799950911,1,0,1,3,0,3,1,1,67.0
2,2,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,437,6.082218910376446,0,2,2,3,7,146,4.990432586778736,1,1,2,1,6,6,1,0,61.0
0,0,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,169,5.135798437050262,0,1,4,1,9,11,2.4849066497880004,1,0,2,1,4,1,1,1,15.0
5,5,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,117,4.770684624465665,0,0,2,5,7,97,4.584967478670572,1,0,1,2,6,7,1,3,7.0
4,4,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,300,5.707110264748875,1,0,0,6,0,84,4.442651256490317,1,1,0,4,0,4,1,2,41.0
7,7,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,0,0.0,0,1,0,0,0,0,1,3,2.0
4,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,182,5.209486152841421,1,2,2,0,2,67,4.219507705176107,1,0,1,2,4,7,1,0,45.0
8,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,176,5.176149732573829,1,2,1,1,6,34,3.5553480614894135,1,1,1,4,6,4,1,0,32.0
8,8,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,420,6.042632833682381,1,0,0,0,0,164,5.10594547390058,1,1,2,4,3,4,1,1,16.0
9,9,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,560,6.329720905522696,1,2,0,0,0,233,5.455321115357702,1,0,2,3,2,3,1,3,47.0
1,1,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,299,5.703782474656201,0,2,4,5,9,110,4.709530201312334,1,1,2,0,5,0,1,1,5.0
2,2,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,504,6.22455842927536,1,0,4,0,4,163,5.099866427824199,1,0,1,3,2,3,1,3,89.0
1,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,1,0,0,3,3,3,1,5,2.0
9,9,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,512,6.240275845170769,1,2,2,1,2,226,5.424950017481403,1,1,1,1,2,6,1,0,126.0
7,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,259,5.560681631015528,0,1,4,0,9,134,4.90527477843843,1,1,2,4,1,4,1,1,51.0
2,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,110,4.709530201312334,1,2,0,5,0,19,2.995732273553991,1,0,1,4,5,9,1,0,61.0
7,7,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,345,5.846438775057725,0,0,0,2,5,171,5.147494476813453,1,0,0,1,3,1,3,1,36.0
8,8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,270,5.602118820879701,1,0,0,4,0,9,2.302585092994046,1,0,0,4,2,9,1,3,72.0
9,9,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,600,6.398594934535208,1,0,0,5,0,191,5.2574953720277815,1,0,2,1,2,1,1,1,249.0
9,9,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,374,5.926926025970411,1,2,4,3,4,113,4.736198448394496,1,0,2,3,1,3,1,0,85.0
9,9,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,1,0,1,2,0,7,1,2,23.0
4,4,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,320,5.771441123130016,1,2,0,5,0,54,4.007333185232471,1,1,0,4,5,4,2,3,106.0
8,8,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,110,4.709530201312334,1,2,0,5,0,57,4.060443010546419,1,0,0,2,1,7,1,1,20.0
1,1,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,429,6.063785208687608,0,0,4,2,9,187,5.236441962829949,1,0,1,2,5,7,1,0,11.0
1,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,286,5.659482215759621,1,1,1,6,6,79,4.382026634673881,1,0,1,4,2,9,1,0,51.0
3,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,253,5.537334267018537,0,1,3,1,3,2,1.0986122886681098,1,1,2,2,2,2,1,1,182.0
0,0,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,308,5.733341276897746,1,2,3,0,8,51,3.9512437185814275,1,0,0,1,2,1,1,0,59.0
7,7,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,450,6.111467339502679,1,0,0,2,0,169,5.135798437050262,1,0,1,4,1,9,1,1,31.0
