slot_actor,slot_thing,slot_add_per_year,slot_add_per_year_abs_log1p,slot_add_per_year_is_even,slot_add_per_year_mod3,slot_add_per_year_mod5,slot_add_per_year_mod7,slot_add_per_year_mod10,slot_remove_per_year,slot_remove_per_year_abs_log1p,slot_remove_per_year_sign,slot_remove_per_year_is_even,slot_remove_per_year_mod3,slot_remove_per_year_mod5,slot_remove_per_year_mod7,slot_remove_per_year_mod10,slot_initial,slot_initial_abs_log1p,slot_initial_sign,slot_initial_is_even,slot_initial_mod3,slot_initial_mod5,slot_initial_mod7,slot_initial_mod10,slot_years,slot_years_abs_log1p,slot_years_is_even,slot_years_mod3,slot_years_mod5,slot_years_mod7,slot_years_mod10,slot_die_percent,slot_die_percent_abs_log1p,slot_die_percent_is_even,slot_die_percent_mod3,slot_die_percent_mod7,slot_die_percent_mod10,gcd_all,n_multiple_pairs,y
2,4,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,1,0,1,1,1,1,158,5.0689042022202315,1,1,2,3,4,8,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,1,5,1,4,272.0
4,4,29,3.4011973816621555,0,2,4,1,9,8,2.1972245773362196,1,1,2,3,1,8,31,3.4657359027997265,1,0,1,1,3,1,14,2.70805020110221,1,2,4,0,4,40,3.713572066704308,1,1,5,0,1,1,195.0
3,5,26,3.295836866004329,1,2,1,5,6,16,2.833213344056216,1,1,1,1,2,6,50,3.9318256327243257,1,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,1,3,90.0
4,3,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,1,0,1,1,1,1,119,4.787491742782046,1,0,2,4,0,9,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,4,0,1,5,110.0
5,1,27,3.332204510175204,0,0,2,6,7,0,0.0,0,1,0,0,0,0,50,3.9318256327243257,1,1,2,0,1,0,14,2.70805020110221,1,2,4,0,4,25,3.258096538021482,0,1,4,5,1,1,321.0
3,4,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,1,0,1,3,6,3,135,4.912654885736052,1,0,0,0,2,5,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,3,0,1,1,270.0
7,5,13,2.6390573296152584,0,1,3,6,3,7,2.0794415416798357,1,0,1,2,0,7,144,4.976733742420574,1,1,0,4,4,4,16,2.833213344056216,1,1,1,2,6,30,3.4339872044851463,1,0,2,0,1,1,168.0
3,3,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,1,0,0,3,3,3,28,3.367295829986474,1,1,1,3,0,8,9,2.302585092994046,0,0,4,2,9,75,4.330733340286331,0,0,5,5,1,2,70.0
2,2,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,1,0,3,0,63,4.1588830833596715,1,0,0,3,0,3,14,2.70805020110221,1,2,4,0,4,20,3.044522437723423,1,2,6,0,1,2,252.0
5,1,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,51,3.9512437185814275,1,0,0,1,2,1,17,2.8903717578961645,0,2,2,3,7,50,3.9318256327243257,1,2,1,0,1,5,85.0
1,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,255,5.545177444479562,1,0,0,0,3,5,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,3,0,1,1,279.0
4,3,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,1,0,0,0,1,5,8,2.1972245773362196,1,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,50,3.9318256327243257,1,2,1,0,1,0,116.0
2,2,30,3.4339872044851463,1,0,0,2,0,28,3.367295829986474,1,1,1,3,0,8,42,3.7612001156935624,1,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,4,5,1,2,42.0
6,4,37,3.6375861597263857,0,1,2,2,7,14,2.70805020110221,1,1,2,4,0,4,32,3.4965075614664802,1,1,2,2,4,2,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,1,0,1,0,154.0
1,3,40,3.713572066704308,1,1,0,5,0,14,2.70805020110221,1,1,2,4,0,4,170,5.14166355650266,1,1,2,0,2,0,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,1,5,1,1,476.0
3,5,35,3.58351893845611,0,2,0,0,5,15,2.772588722239781,1,0,0,0,1,5,230,5.442417710521793,1,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,2,261.0
2,1,25,3.258096538021482,0,1,0,4,5,7,2.0794415416798357,1,0,1,2,0,7,116,4.762173934797756,1,1,2,1,4,6,8,2.1972245773362196,1,2,3,1,8,75,4.330733340286331,0,0,5,5,1,1,65.0
4,5,31,3.4657359027997265,0,1,1,3,1,21,3.091042453358316,1,0,0,1,0,1,290,5.673323267171493,1,1,2,0,3,0,19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,3,0,1,1,432.0
3,2,14,2.70805020110221,1,2,4,0,4,13,2.6390573296152584,1,0,1,3,6,3,349,5.857933154483459,1,0,1,4,6,9,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,1,5,1,0,306.0
4,0,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,1,2,2,2,2,20,3.044522437723423,1,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,75,4.330733340286331,0,0,5,5,1,3,30.0
2,5,34,3.5553480614894135,1,1,4,6,4,33,3.5263605246161616,1,0,0,3,5,3,53,3.9889840465642745,1,0,2,3,4,3,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,4,5,1,0,51.0
5,3,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,1,0,2,5,2,132,4.890349128221754,1,1,0,2,6,2,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,4,0,2,6,72.0
1,0,36,3.6109179126442243,1,0,1,1,6,25,3.258096538021482,1,0,1,0,4,5,123,4.820281565605037,1,0,0,3,4,3,17,2.8903717578961645,0,2,2,3,7,20,3.044522437723423,1,2,6,0,1,0,248.0
0,5,23,3.1780538303479458,0,2,3,2,3,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,1,0,1,2,208.0
3,0,30,3.4339872044851463,1,0,0,2,0,11,2.4849066497880004,1,0,2,1,4,1,59,4.0943445622221,1,0,2,4,3,9,15,2.772588722239781,0,0,0,1,5,50,3.9318256327243257,1,2,1,0,1,1,172.0
0,1,14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,1,2,3,1,8,500,6.2166061010848646,1,1,2,0,3,0,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,1,5,1,1,527.0
1,0,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,1,0,2,0,5,5,115,4.7535901911063645,1,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,4,0,1,5,62.0
4,2,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,1,0,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,14,2.70805020110221,1,2,4,0,4,40,3.713572066704308,1,1,5,0,1,5,93.0
2,3,39,3.6888794541139363,0,0,4,4,9,29,3.4011973816621555,1,0,2,4,1,9,180,5.198497031265826,1,1,0,0,5,0,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,3,0,1,2,324.0
6,2,14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,1,0,3,0,112,4.727387818712341,1,1,1,2,0,2,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,2,0,1,4,98.0
3,5,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,1,0,2,5,2,200,5.303304908059076,1,1,2,0,4,0,13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,3,0,1,1,297.0
1,3,40,3.713572066704308,1,1,0,5,0,23,3.1780538303479458,1,0,2,3,2,3,64,4.174387269895637,1,1,1,4,1,4,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,6,0,1,3,160.0
2,4,38,3.6635616461296463,1,2,3,3,8,33,3.5263605246161616,1,0,0,3,5,3,35,3.58351893845611,1,0,2,0,0,5,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,6,0,1,1,72.0
2,3,40,3.713572066704308,1,1,0,5,0,17,2.8903717578961645,1,0,2,2,3,7,90,4.51085950651685,1,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,4,0,1,3,82.0
6,5,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,1,0,1,1,1,1,107,4.68213122712422,1,0,2,2,2,7,11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,4,5,1,4,270.0
2,2,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,1,0,1,1,1,1,22,3.1354942159291497,1,1,1,2,1,2,20,3.044522437723423,1,2,0,6,0,50,3.9318256327243257,1,2,1,0,1,4,351.0
1,2,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,1,0,0,3,3,3,250,5.5254529391317835,1,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,3,0,1,4,531.0
7,4,23,3.1780538303479458,0,2,3,2,3,15,2.772588722239781,1,0,0,0,1,5,76,4.343805421853684,1,1,1,1,6,6,3,1.3862943611198906,0,0,3,3,3,60,4.110873864173311,1,0,4,0,1,3,40.0
0,4,21,3.091042453358316,0,0,1,0,1,13,2.6390573296152584,1,0,1,3,6,3,131,4.882801922586371,1,0,2,1,5,1,18,2.9444389791664403,1,0,3,4,8,60,4.110873864173311,1,0,4,0,1,0,110.0
1,2,23,3.1780538303479458,0,2,3,2,3,22,3.1354942159291497,1,1,1,2,1,2,291,5.676753802268282,1,0,0,1,4,1,19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,3,0,1,0,279.0
6,5,38,3.6635616461296463,1,2,3,3,8,16,2.833213344056216,1,1,1,1,2,6,125,4.836281906951478,1,0,2,0,6,5,15,2.772588722239781,0,0,0,1,5,40,3.713572066704308,1,1,5,0,1,0,273.0
6,2,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,1,0,1,2,0,7,325,5.786897381366708,1,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,1,5,1,4,374.0
3,2,31,3.4657359027997265,0,1,1,3,1,9,2.302585092994046,1,0,0,4,2,9,120,4.795790545596741,1,1,0,0,1,0,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,2,0,1,3,238.0
5,0,15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,1,2,4,0,4,114,4.74493212836325,1,1,0,4,2,4,11,2.4849066497880004,0,2,1,4,1,60,4.110873864173311,1,0,4,0,1,1,50.0
5,2,36,3.6109179126442243,1,0,1,1,6,20,3.044522437723423,1,1,2,0,6,0,40,3.713572066704308,1,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,1,6,96.0
3,3,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,17,2.8903717578961645,1,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,5,5,1,5,13.0
3,2,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,1,2,6,70,4.2626798770413155,1,1,1,0,0,0,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,4,0,1,4,56.0
3,4,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,4,5,1,4,321.0
2,4,33,3.5263605246161616,0,0,3,5,3,24,3.2188758248682006,1,1,0,4,3,4,29,3.4011973816621555,1,0,2,4,1,9,7,2.0794415416798357,0,1,2,0,7,75,4.330733340286331,0,0,5,5,1,0,23.0
1,2,39,3.6888794541139363,0,0,4,4,9,22,3.1354942159291497,1,1,1,2,1,2,39,3.6888794541139363,1,0,0,4,4,9,9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,1,0,1,1,96.0
5,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,1,0,0,3,3,3,39,3.6888794541139363,1,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,5,33.0
2,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,142,4.962844630259907,1,1,1,2,2,2,19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,3,0,1,1,162.0
4,5,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,1,0,1,3,6,3,288,5.666426688112432,1,1,0,3,1,8,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,2,0,1,1,336.0
3,3,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,1,0,1,6,6,105,4.663439094112067,1,0,0,0,0,5,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,5,5,1,3,45.0
2,1,24,3.2188758248682006,1,0,4,3,4,15,2.772588722239781,1,0,0,0,1,5,13,2.6390573296152584,1,0,1,3,6,3,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,4,5,1,0,57.0
5,1,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,1,2,3,1,8,162,5.093750200806762,1,1,0,2,1,2,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,2,3,147.0
7,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,1,0,1,1,1,1,115,4.7535901911063645,1,0,1,0,3,5,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,4,5,1,4,174.0
1,0,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,1,0,2,0,5,5,228,5.43372200355424,1,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,2,0,1,1,287.0
0,4,26,3.295836866004329,1,2,1,5,6,16,2.833213344056216,1,1,1,1,2,6,8,2.1972245773362196,1,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,4,5,1,1,96.0
3,4,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,1,4,4,4,40,3.713572066704308,1,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,1,4,62.0
4,0,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,1,0,1,0,4,5,65,4.189654742026425,1,0,2,0,2,5,11,2.4849066497880004,0,2,1,4,1,60,4.110873864173311,1,0,4,0,1,0,92.0
5,2,19,2.995732273553991,0,1,4,5,9,12,2.5649493574615367,1,1,0,2,5,2,34,3.5553480614894135,1,1,1,4,6,4,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,2,0,1,0,112.0
7,5,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,1,0,2,2,3,7,60,4.110873864173311,1,1,0,0,4,0,15,2.772588722239781,0,0,0,1,5,60,4.110873864173311,1,0,4,0,1,3,30.0
7,5,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,1,2,3,1,8,97,4.584967478670572,1,0,1,2,6,7,7,2.0794415416798357,0,1,2,0,7,60,4.110873864173311,1,0,4,0,1,1,50.0
3,1,40,3.713572066704308,1,1,0,5,0,37,3.6375861597263857,1,0,1,2,2,7,56,4.04305126783455,1,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,1,2,34.0
6,5,27,3.332204510175204,0,0,2,6,7,25,3.258096538021482,1,0,1,0,4,5,52,3.970291913552122,1,1,1,2,3,2,14,2.70805020110221,1,2,4,0,4,60,4.110873864173311,1,0,4,0,1,0,32.0
0,0,19,2.995732273553991,0,1,4,5,9,13,2.6390573296152584,1,0,1,3,6,3,94,4.553876891600541,1,1,1,4,3,4,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,4,0,1,1,52.0
0,5,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,1,0,0,4,2,9,40,3.713572066704308,1,1,1,0,5,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,6,0,1,1,56.0
5,4,29,3.4011973816621555,0,2,4,1,9,17,2.8903717578961645,1,0,2,2,3,7,84,4.442651256490317,1,1,0,4,0,4,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,1,5,1,0,255.0
1,4,34,3.5553480614894135,1,1,4,6,4,16,2.833213344056216,1,1,1,1,2,6,13,2.6390573296152584,1,0,1,3,6,3,19,2.995732273553991,0,1,4,5,9,60,4.110873864173311,1,0,4,0,1,0,142.0
4,1,23,3.1780538303479458,0,2,3,2,3,12,2.5649493574615367,1,1,0,2,5,2,105,4.663439094112067,1,0,0,0,0,5,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,5,5,1,2,40.0
6,0,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,1,2,0,6,0,440,6.089044875446846,1,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,0,0,1,5,1,3,663.0
5,0,36,3.6109179126442243,1,0,1,1,6,13,2.6390573296152584,1,0,1,3,6,3,14,2.70805020110221,1,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,2,0,1,1,203.0
6,3,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,1,0,1,1,1,1,23,3.1780538303479458,1,0,2,3,2,3,19,2.995732273553991,0,1,4,5,9,60,4.110873864173311,1,0,4,0,1,4,184.0
0,3,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,1,0,1,2,0,7,252,5.53338948872752,1,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,2,0,1,3,196.0
3,3,37,3.6375861597263857,0,1,2,2,7,14,2.70805020110221,1,1,2,4,0,4,49,3.912023005428146,1,0,1,4,0,9,9,2.302585092994046,0,0,4,2,9,75,4.330733340286331,0,0,5,5,1,0,64.0
1,5,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,1,0,2,0,5,5,149,5.0106352940962555,1,0,2,4,2,9,7,2.0794415416798357,0,1,2,0,7,60,4.110873864173311,1,0,4,0,1,1,110.0
1,1,26,3.295836866004329,1,2,1,5,6,0,0.0,0,1,0,0,0,0,198,5.293304824724492,1,1,0,3,2,8,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,3,0,2,0,459.0
6,5,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,1,0,2,1,4,1,52,3.970291913552122,1,1,1,2,3,2,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,6,0,1,1,92.0
2,1,39,3.6888794541139363,0,0,4,4,9,15,2.772588722239781,1,0,0,0,1,5,69,4.248495242049359,1,0,0,4,6,9,9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,1,0,4,0,3,1,114.0
4,1,31,3.4657359027997265,0,1,1,3,1,21,3.091042453358316,1,0,0,1,0,1,18,2.9444389791664403,1,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,1,0,1,1,99.0
4,3,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,1,0,2,0,5,5,112,4.727387818712341,1,1,1,2,0,2,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,3,0,1,2,603.0
3,1,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,75,4.330733340286331,0,0,5,5,1,3,16.0
4,5,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,1,0,2,5,2,122,4.812184355372417,1,1,2,2,3,2,11,2.4849066497880004,0,2,1,4,1,75,4.330733340286331,0,0,5,5,1,0,80.0
7,2,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,1,0,1,1,1,1,91,4.5217885770490405,1,0,1,1,0,1,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,1,6,108.0
1,1,29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,1,0,1,2,0,7,76,4.343805421853684,1,1,1,1,6,6,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,4,5,1,0,189.0
3,5,36,3.6109179126442243,1,0,1,1,6,28,3.367295829986474,1,1,1,3,0,8,156,5.056245805348308,1,1,0,1,2,6,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,2,162.0
2,3,28,3.367295829986474,1,1,3,0,8,19,2.995732273553991,1,0,1,4,5,9,257,5.552959584921617,1,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,2,0,1,1,224.0
6,3,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,1,2,2,2,2,312,5.746203190540153,1,1,0,2,4,2,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,1,5,1,3,374.0
5,4,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,1,0,2,0,5,5,110,4.709530201312334,1,1,2,0,5,0,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,4,0,1,5,68.0
7,3,26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,1,0,2,1,4,1,195,5.278114659230517,1,0,0,0,6,5,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,3,0,1,0,405.0
0,2,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,1,0,3,0,102,4.634728988229636,1,1,0,2,4,2,14,2.70805020110221,1,2,4,0,4,75,4.330733340286331,0,0,5,5,1,1,43.0
3,1,32,3.4965075614664802,1,2,2,4,2,9,2.302585092994046,1,0,0,4,2,9,4,1.6094379124341003,1,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,25,3.258096538021482,0,1,4,5,1,3,279.0
4,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,8,2.1972245773362196,1,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,4,5,1,0,36.0
2,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,45,3.828641396489095,1,0,0,0,3,5,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,6,0,1,6,60.0
5,0,34,3.5553480614894135,1,1,4,6,4,16,2.833213344056216,1,1,1,1,2,6,47,3.871201010907891,1,0,2,2,5,7,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,6,0,1,0,196.0
4,3,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,1,0,3,4,8,14,2.70805020110221,1,1,2,4,0,4,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,6,0,1,0,148.0
0,1,17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,1,0,0,0,1,5,2,1.0986122886681098,1,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,50,3.9318256327243257,1,2,1,0,1,2,15.0
2,4,37,3.6375861597263857,0,1,2,2,7,31,3.4657359027997265,1,0,1,1,3,1,99,4.605170185988092,1,0,0,4,1,9,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,4,0,1,1,54.0
6,2,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,1,0,2,1,4,1,42,3.7612001156935624,1,1,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,6,0,1,0,40.0
6,0,22,3.1354942159291497,1,1,2,1,2,13,2.6390573296152584,1,0,1,3,6,3,225,5.420534999272286,1,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,1,5,1,3,306.0
0,3,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,1,2,3,1,8,146,4.990432586778736,1,1,2,1,6,6,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,3,0,1,1,144.0
4,0,37,3.6375861597263857,0,1,2,2,7,24,3.2188758248682006,1,1,0,4,3,4,63,4.1588830833596715,1,0,0,3,0,3,19,2.995732273553991,0,1,4,5,9,30,3.4339872044851463,1,0,2,0,1,0,217.0
2,1,40,3.713572066704308,1,1,0,5,0,23,3.1780538303479458,1,0,2,3,2,3,17,2.8903717578961645,1,0,2,2,3,7,19,2.995732273553991,0,1,4,5,9,75,4.330733340286331,0,0,5,5,1,0,85.0
2,3,11,2.4849066497880004,0,2,1,4,1,0,0.0,0,1,0,0,0,0,14,2.70805020110221,1,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,50,3.9318256327243257,1,2,1,0,1,0,51.0
6,5,21,3.091042453358316,0,0,1,0,1,13,2.6390573296152584,1,0,1,3,6,3,44,3.8066624897703196,1,1,2,4,2,4,10,2.3978952727983707,1,1,0,3,0,75,4.330733340286331,0,0,5,5,1,0,31.0
5,5,26,3.295836866004329,1,2,1,5,6,18,2.9444389791664403,1,1,0,3,4,8,84,4.442651256490317,1,1,0,4,0,4,16,2.833213344056216,1,1,1,2,6,75,4.330733340286331,0,0,5,5,1,0,53.0
3,0,19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,1,0,1,6,6,37,3.6375861597263857,1,0,1,2,2,7,16,2.833213344056216,1,1,1,2,6,40,3.713572066704308,1,1,5,0,1,0,147.0
4,1,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,1,0,0,3,3,3,12,2.5649493574615367,1,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,4,5,1,1,204.0
4,3,31,3.4657359027997265,0,1,1,3,1,20,3.044522437723423,1,1,2,0,6,0,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,75,4.330733340286331,0,0,5,5,1,3,12.0
6,1,14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,1,0,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,50,3.9318256327243257,1,2,1,0,1,0,27.0
0,0,23,3.1780538303479458,0,2,3,2,3,19,2.995732273553991,1,0,1,4,5,9,52,3.970291913552122,1,1,1,2,3,2,19,2.995732273553991,0,1,4,5,9,75,4.330733340286331,0,0,5,5,1,1,32.0
6,4,37,3.6375861597263857,0,1,2,2,7,23,3.1780538303479458,1,0,2,3,2,3,154,5.043425116919247,1,1,1,4,0,4,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,4,0,1,1,84.0
2,3,37,3.6375861597263857,0,1,2,2,7,33,3.5263605246161616,1,0,0,3,5,3,224,5.41610040220442,1,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,1,1,168.0
3,2,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,1,0,1,2,0,7,48,3.8918202981106265,1,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,5,5,1,1,32.0
7,5,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,1,2,3,1,8,10,2.3978952727983707,1,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,1,0,1,2,107.0
