slot_person_name,slot_container_count,slot_container_count_abs_log1p,slot_container_count_is_even,slot_container_count_mod3,slot_container_count_mod5,slot_container_count_mod7,slot_container_count_mod10,slot_items_per_container,slot_items_per_container_abs_log1p,slot_items_per_container_is_even,slot_items_per_container_mod3,slot_items_per_container_mod5,slot_items_per_container_mod7,slot_items_per_container_mod10,slot_pieces_per_unit,slot_pieces_per_unit_abs_log1p,slot_pieces_per_unit_is_even,slot_pieces_per_unit_mod3,slot_pieces_per_unit_mod5,slot_pieces_per_unit_mod7,slot_pieces_per_unit_mod10,slot_unit_name,slot_small_piece_item_name,slot_container_name,slot_heat_device,slot_price_per_unit,slot_price_per_unit_abs_log1p,slot_price_per_unit_frac,slot_price_per_unit_n_decimals,slot_currency_symbol,gcd_all,n_multiple_pairs,y
4,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,0,3,4,0,0.75,0.5596157879354227,0.75,2,0,1,1,31.5
4,9,2.302585092994046,0,0,4,2,9,66,4.204692619390966,1,0,1,3,6,11,2.4849066497880004,0,2,1,4,1,2,2,4,1,1.5,0.9162907318741551,0.5,1,3,1,1,81.0
3,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,3,4,4,2,8.75,2.277267285009756,0.75,2,2,1,2,236.25
3,4,1.6094379124341003,1,1,4,4,4,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,5,3,0,1,5.0,1.791759469228055,0.0,1,1,1,1,100.0
7,5,1.791759469228055,0,2,0,5,5,96,4.574710978503383,1,0,1,5,6,8,2.1972245773362196,1,2,3,1,8,3,3,0,1,0.5,0.4054651081081644,0.5,1,1,1,1,30.0
2,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,2,0,0,2,9.0,2.302585092994046,0.0,1,3,1,1,540.0
3,5,1.791759469228055,0,2,0,5,5,42,3.7612001156935624,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,4,1,0,1,5.5,1.8718021769015913,0.5,1,2,1,1,165.0
5,3,1.3862943611198906,0,0,3,3,3,72,4.290459441148391,1,0,2,2,2,12,2.5649493574615367,1,0,2,5,2,1,4,1,0,5.75,1.9095425048844386,0.75,2,3,3,3,103.5
1,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,3,4,1,2,1.75,1.0116009116784799,0.75,2,0,2,2,31.5
2,9,2.302585092994046,0,0,4,2,9,72,4.290459441148391,1,0,2,2,2,9,2.302585092994046,0,0,4,2,9,1,2,2,3,4.0,1.6094379124341003,0.0,1,0,9,3,288.0
2,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,0,0,4,3,4.5,1.7047480922384253,0.5,1,1,4,3,270.0
5,2,1.0986122886681098,1,2,2,2,2,52,3.970291913552122,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,4,4,2,3,2.25,1.1786549963416462,0.25,2,2,2,3,58.5
0,12,2.5649493574615367,1,0,2,5,2,90,4.51085950651685,1,0,0,6,0,10,2.3978952727983707,1,1,0,3,0,3,0,4,0,1.25,0.8109302162163288,0.25,2,1,2,1,135.0
3,9,2.302585092994046,0,0,4,2,9,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,5,3,5,0,2.25,1.1786549963416462,0.25,2,3,1,1,162.0
0,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,4,1,0,3,7.75,2.169053700369523,0.75,2,0,5,3,387.5
6,3,1.3862943611198906,0,0,3,3,3,121,4.804021044733257,0,1,1,2,1,11,2.4849066497880004,0,2,1,4,1,4,1,4,3,4.5,1.7047480922384253,0.5,1,2,1,1,148.5
3,5,1.791759469228055,0,2,0,5,5,63,4.1588830833596715,0,0,3,0,3,9,2.302585092994046,0,0,4,2,9,0,3,2,1,7.5,2.1400661634962708,0.5,1,1,1,1,262.5
5,4,1.6094379124341003,1,1,4,4,4,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,5,5,1,1,6.0,1.9459101490553132,0.0,1,0,4,3,264.0
4,11,2.4849066497880004,0,2,1,4,1,121,4.804021044733257,0,1,1,2,1,11,2.4849066497880004,0,2,1,4,1,3,3,3,2,4.5,1.7047480922384253,0.5,1,1,11,3,544.5
7,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,1,5,0,2,2.75,1.3217558399823195,0.75,2,0,7,3,77.0
6,9,2.302585092994046,0,0,4,2,9,90,4.51085950651685,1,0,0,6,0,9,2.302585092994046,0,0,4,2,9,4,0,5,3,8.0,2.1972245773362196,0.0,1,3,9,3,720.0
2,5,1.791759469228055,0,2,0,5,5,56,4.04305126783455,1,2,1,0,6,8,2.1972245773362196,1,2,3,1,8,5,3,0,2,7.25,2.1102132003465894,0.25,2,2,1,1,253.75
1,11,2.4849066497880004,0,2,1,4,1,88,4.48863636973214,1,1,3,4,8,8,2.1972245773362196,1,2,3,1,8,3,4,0,2,0.75,0.5596157879354227,0.75,2,0,1,2,90.75
7,10,2.3978952727983707,1,1,0,3,0,117,4.770684624465665,0,0,2,5,7,9,2.302585092994046,0,0,4,2,9,2,5,0,2,9.25,2.327277705584417,0.25,2,2,1,1,1202.5
0,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,4,2,0,7.0,2.0794415416798357,0.0,1,2,2,3,56.0
3,7,2.0794415416798357,0,1,2,0,7,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,4,2,3,2,1.75,1.0116009116784799,0.75,2,2,1,2,171.5
2,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,5,3,5,3,8.5,2.2512917986064953,0.5,1,0,2,1,204.0
6,4,1.6094379124341003,1,1,4,4,4,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,0,2,0,3,1.5,0.9162907318741551,0.5,1,2,1,1,78.0
3,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,3,2,1,0,4.75,1.749199854809259,0.75,2,2,1,1,95.0
4,3,1.3862943611198906,0,0,3,3,3,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,0,1,5,3,0.5,0.4054651081081644,0.5,1,3,1,1,10.5
0,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,1,5,3,0,1.5,0.9162907318741551,0.5,1,3,2,2,24.0
5,6,1.9459101490553132,1,0,1,6,6,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,2,5,4,3,5.0,1.791759469228055,0.0,1,3,3,2,390.0
3,9,2.302585092994046,0,0,4,2,9,96,4.574710978503383,1,0,1,5,6,8,2.1972245773362196,1,2,3,1,8,0,2,5,1,8.75,2.277267285009756,0.75,2,2,1,1,945.0
5,9,2.302585092994046,0,0,4,2,9,70,4.2626798770413155,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,3,4,2,6.25,1.9810014688665833,0.25,2,3,1,1,393.75
0,8,2.1972245773362196,1,2,3,1,8,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,5,3,3,0,5.0,1.791759469228055,0.0,1,2,1,1,360.0
2,7,2.0794415416798357,0,1,2,0,7,154,5.043425116919247,1,1,4,0,4,11,2.4849066497880004,0,2,1,4,1,3,0,4,1,2.5,1.252762968495368,0.5,1,0,1,2,245.0
3,2,1.0986122886681098,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,0,2,4,2,0.75,0.5596157879354227,0.75,2,2,1,1,7.5
6,7,2.0794415416798357,0,1,2,0,7,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,1,3,4,1,7.75,2.169053700369523,0.75,2,0,1,1,705.25
2,11,2.4849066497880004,0,2,1,4,1,70,4.2626798770413155,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,1,3,3,3,6.25,1.9810014688665833,0.25,2,3,1,1,481.25
5,9,2.302585092994046,0,0,4,2,9,90,4.51085950651685,1,0,0,6,0,10,2.3978952727983707,1,1,0,3,0,2,0,4,0,4.75,1.749199854809259,0.75,2,0,1,2,384.75
7,7,2.0794415416798357,0,1,2,0,7,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,3,2,5,0,1.5,0.9162907318741551,0.5,1,1,1,1,52.5
5,4,1.6094379124341003,1,1,4,4,4,66,4.204692619390966,1,0,1,3,6,11,2.4849066497880004,0,2,1,4,1,2,0,4,2,4.5,1.7047480922384253,0.5,1,1,1,1,108.0
7,4,1.6094379124341003,1,1,4,4,4,35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,4,4,0,3,1.25,0.8109302162163288,0.25,2,0,1,1,25.0
5,12,2.5649493574615367,1,0,2,5,2,33,3.5263605246161616,0,0,3,5,3,11,2.4849066497880004,0,2,1,4,1,2,4,4,0,2.5,1.252762968495368,0.5,1,2,1,1,90.0
3,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,4,5,4,3,6.25,1.9810014688665833,0.25,2,0,1,1,350.0
3,3,1.3862943611198906,0,0,3,3,3,63,4.1588830833596715,0,0,3,0,3,9,2.302585092994046,0,0,4,2,9,1,2,3,1,6.25,1.9810014688665833,0.25,2,2,3,3,131.25
7,10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,2,5,4,3,1.5,0.9162907318741551,0.5,1,1,2,1,45.0
3,7,2.0794415416798357,0,1,2,0,7,72,4.290459441148391,1,0,2,2,2,9,2.302585092994046,0,0,4,2,9,2,1,0,3,5.25,1.8325814637483102,0.25,2,1,1,1,294.0
4,9,2.302585092994046,0,0,4,2,9,70,4.2626798770413155,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,5,4,3,1,0.5,0.4054651081081644,0.5,1,0,1,1,45.0
7,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,0,5,2,1,0.5,0.4054651081081644,0.5,1,1,2,2,66.0
1,12,2.5649493574615367,1,0,2,5,2,143,4.969813299576001,0,2,3,3,3,11,2.4849066497880004,0,2,1,4,1,5,0,3,1,6.75,2.0476928433652555,0.75,2,3,1,1,1053.0
4,5,1.791759469228055,0,2,0,5,5,70,4.2626798770413155,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,0,4,1,1,4.25,1.6582280766035324,0.25,2,3,1,2,212.5
3,5,1.791759469228055,0,2,0,5,5,77,4.356708826689592,0,2,2,0,7,7,2.0794415416798357,0,1,2,0,7,3,3,5,3,1.0,0.6931471805599453,0.0,1,2,1,1,55.0
6,11,2.4849066497880004,0,2,1,4,1,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,5,1,3,2,5.5,1.8718021769015913,0.5,1,2,1,1,907.5
0,10,2.3978952727983707,1,1,0,3,0,110,4.709530201312334,1,2,0,5,0,10,2.3978952727983707,1,1,0,3,0,3,5,0,0,3.0,1.3862943611198906,0.0,1,0,10,3,330.0
1,12,2.5649493574615367,1,0,2,5,2,48,3.8918202981106265,1,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,2,0,4,1,1.5,0.9162907318741551,0.5,1,1,4,2,108.0
7,5,1.791759469228055,0,2,0,5,5,63,4.1588830833596715,0,0,3,0,3,9,2.302585092994046,0,0,4,2,9,4,3,2,2,5.0,1.791759469228055,0.0,1,0,1,1,175.0
0,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,4,5,0,10.0,2.3978952727983707,0.0,1,2,2,3,120.0
4,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,0,5,4,2,0.5,0.4054651081081644,0.5,1,1,1,2,8.0
4,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,0,2,5,3,8.5,2.2512917986064953,0.5,1,1,1,1,170.0
7,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,3,1,5,3,3.25,1.4469189829363254,0.25,2,1,1,1,91.0
7,9,2.302585092994046,0,0,4,2,9,49,3.912023005428146,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,3,0,1,2,8.5,2.2512917986064953,0.5,1,2,1,1,535.5
6,3,1.3862943611198906,0,0,3,3,3,88,4.48863636973214,1,1,3,4,8,11,2.4849066497880004,0,2,1,4,1,2,4,4,0,8.75,2.277267285009756,0.75,2,3,1,1,210.0
6,8,2.1972245773362196,1,2,3,1,8,96,4.574710978503383,1,0,1,5,6,8,2.1972245773362196,1,2,3,1,8,1,1,0,0,3.5,1.5040773967762742,0.5,1,0,8,3,336.0
6,9,2.302585092994046,0,0,4,2,9,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,4,1,2,0,3.75,1.55814461804655,0.75,2,2,1,1,236.25
7,5,1.791759469228055,0,2,0,5,5,56,4.04305126783455,1,2,1,0,6,8,2.1972245773362196,1,2,3,1,8,5,5,5,1,9.5,2.3513752571634776,0.5,1,2,1,1,332.5
4,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,1,4,0,0,9.5,2.3513752571634776,0.5,1,2,5,3,570.0
7,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,4,0,2,0,6.75,2.0476928433652555,0.75,2,3,3,2,405.0
1,8,2.1972245773362196,1,2,3,1,8,108,4.6913478822291435,1,0,3,3,8,9,2.302585092994046,0,0,4,2,9,3,0,2,3,5.75,1.9095425048844386,0.75,2,1,1,1,552.0
2,3,1.3862943611198906,0,0,3,3,3,63,4.1588830833596715,0,0,3,0,3,9,2.302585092994046,0,0,4,2,9,5,4,3,0,3.25,1.4469189829363254,0.25,2,3,3,3,68.25
3,2,1.0986122886681098,1,2,2,2,2,84,4.442651256490317,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,4,5,4,2,2.75,1.3217558399823195,0.75,2,1,2,3,77.0
4,9,2.302585092994046,0,0,4,2,9,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,2,4,4,3,8.75,2.277267285009756,0.75,2,0,1,1,472.5
4,8,2.1972245773362196,1,2,3,1,8,108,4.6913478822291435,1,0,3,3,8,9,2.302585092994046,0,0,4,2,9,2,4,2,3,4.0,1.6094379124341003,0.0,1,1,1,1,384.0
3,9,2.302585092994046,0,0,4,2,9,70,4.2626798770413155,1,1,0,0,0,5,1.791759469228055,0,2,0,5,5,0,1,5,2,6.75,2.0476928433652555,0.75,2,2,1,1,850.5
4,2,1.0986122886681098,1,2,2,2,2,150,5.017279836814924,1,0,0,3,0,10,2.3978952727983707,1,1,0,3,0,5,0,3,1,7.75,2.169053700369523,0.75,2,1,2,3,232.5
6,4,1.6094379124341003,1,1,4,4,4,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,5,0,1,3,6.5,2.0149030205422647,0.5,1,3,1,1,130.0
0,4,1.6094379124341003,1,1,4,4,4,120,4.795790545596741,1,0,0,1,0,12,2.5649493574615367,1,0,2,5,2,5,5,3,1,9.5,2.3513752571634776,0.5,1,3,4,3,380.0
1,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,5,5,5,1,1.25,0.8109302162163288,0.25,2,2,2,1,87.5
6,5,1.791759469228055,0,2,0,5,5,90,4.51085950651685,1,0,0,6,0,10,2.3978952727983707,1,1,0,3,0,4,5,5,2,6.25,1.9810014688665833,0.25,2,0,5,3,281.25
7,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,0,1,1,0,6.5,2.0149030205422647,0.5,1,1,10,3,325.0
2,10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,0,3,1,2,1.5,0.9162907318741551,0.5,1,0,2,1,60.0
6,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,5,1,0,0,8.5,2.2512917986064953,0.5,1,3,2,2,340.0
4,4,1.6094379124341003,1,1,4,4,4,100,4.61512051684126,1,1,0,2,0,10,2.3978952727983707,1,1,0,3,0,3,2,4,1,7.0,2.0794415416798357,0.0,1,2,2,2,280.0
1,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,2,4,4,1,2.75,1.3217558399823195,0.75,2,0,2,3,22.0
2,12,2.5649493574615367,1,0,2,5,2,165,5.111987788356544,0,0,0,4,5,11,2.4849066497880004,0,2,1,4,1,2,3,5,3,9.75,2.3749057545736716,0.75,2,2,1,1,1755.0
6,9,2.302585092994046,0,0,4,2,9,99,4.605170185988092,0,0,4,1,9,9,2.302585092994046,0,0,4,2,9,2,2,4,2,0.75,0.5596157879354227,0.75,2,1,9,3,74.25
3,11,2.4849066497880004,0,2,1,4,1,33,3.5263605246161616,0,0,3,5,3,11,2.4849066497880004,0,2,1,4,1,5,2,5,3,2.75,1.3217558399823195,0.75,2,1,11,3,90.75
1,4,1.6094379124341003,1,1,4,4,4,104,4.653960350157523,1,2,4,6,4,8,2.1972245773362196,1,2,3,1,8,0,0,5,2,9.0,2.302585092994046,0.0,1,0,4,3,468.0
4,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,12,2.5649493574615367,1,0,2,5,2,1,2,3,3,4.5,1.7047480922384253,0.5,1,1,1,1,90.0
1,3,1.3862943611198906,0,0,3,3,3,72,4.290459441148391,1,0,2,2,2,8,2.1972245773362196,1,2,3,1,8,0,0,4,1,6.25,1.9810014688665833,0.25,2,2,1,2,168.75
5,8,2.1972245773362196,1,2,3,1,8,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,1,2,4,1,9.75,2.3749057545736716,0.75,2,0,2,1,858.0
6,11,2.4849066497880004,0,2,1,4,1,80,4.394449154672439,1,2,0,3,0,10,2.3978952727983707,1,1,0,3,0,4,3,4,0,6.5,2.0149030205422647,0.5,1,3,1,1,572.0
0,11,2.4849066497880004,0,2,1,4,1,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,4,3,4,0,5.5,1.8718021769015913,0.5,1,1,1,1,363.0
1,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,5,1,0,0,2.0,1.0986122886681098,0.0,1,1,1,1,42.0
6,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,2,0,0,3,2.5,1.252762968495368,0.5,1,2,2,2,225.0
2,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,4,3,3,3,8.75,2.277267285009756,0.75,2,3,1,1,420.0
0,12,2.5649493574615367,1,0,2,5,2,35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,4,3,1,3,6.5,2.0149030205422647,0.5,1,3,1,1,390.0
5,9,2.302585092994046,0,0,4,2,9,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,5,2,4,1,9.0,2.302585092994046,0.0,1,1,9,3,405.0
4,10,2.3978952727983707,1,1,0,3,0,132,4.890349128221754,1,0,2,6,2,11,2.4849066497880004,0,2,1,4,1,2,3,0,3,3.75,1.55814461804655,0.75,2,2,1,1,450.0
0,9,2.302585092994046,0,0,4,2,9,96,4.574710978503383,1,0,1,5,6,8,2.1972245773362196,1,2,3,1,8,2,5,5,3,7.75,2.169053700369523,0.75,2,1,1,1,837.0
7,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,0,5,3,0,9.25,2.327277705584417,0.25,2,2,1,1,305.25
0,4,1.6094379124341003,1,1,4,4,4,105,4.663439094112067,0,0,0,0,5,7,2.0794415416798357,0,1,2,0,7,3,5,2,1,0.75,0.5596157879354227,0.75,2,1,1,1,45.0
6,9,2.302585092994046,0,0,4,2,9,99,4.605170185988092,0,0,4,1,9,9,2.302585092994046,0,0,4,2,9,0,1,3,0,1.0,0.6931471805599453,0.0,1,0,9,3,99.0
5,10,2.3978952727983707,1,1,0,3,0,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,3,2,4,0,1.25,0.8109302162163288,0.25,2,2,2,1,100.0
5,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,4,5,1,2,6.25,1.9810014688665833,0.25,2,0,1,1,218.75
6,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,0,5,0,2.75,1.3217558399823195,0.75,2,3,2,2,82.5
1,9,2.302585092994046,0,0,4,2,9,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,0,0,3,2,1.0,0.6931471805599453,0.0,1,2,1,1,135.0
0,9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,4,4,0,2,9.5,2.3513752571634776,0.5,1,3,1,1,598.5
2,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,5,0,0,0,2.75,1.3217558399823195,0.75,2,3,2,1,165.0
0,2,1.0986122886681098,1,2,2,2,2,80,4.394449154672439,1,2,0,3,0,8,2.1972245773362196,1,2,3,1,8,5,3,4,2,9.25,2.327277705584417,0.25,2,0,2,3,185.0
0,5,1.791759469228055,0,2,0,5,5,70,4.2626798770413155,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,3,5,3,0,5.0,1.791759469228055,0.0,1,2,5,3,175.0
3,8,2.1972245773362196,1,2,3,1,8,63,4.1588830833596715,0,0,3,0,3,7,2.0794415416798357,0,1,2,0,7,5,3,3,2,5.0,1.791759469228055,0.0,1,2,1,1,360.0
1,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,0,2,4,0,0.5,0.4054651081081644,0.5,1,0,6,2,18.0
4,7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,1,3,0,2,5.25,1.8325814637483102,0.25,2,3,1,2,257.25
2,2,1.0986122886681098,1,2,2,2,2,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,1,2,3,3,5.25,1.8325814637483102,0.25,2,0,2,3,136.5
6,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,4,0,0,1,6.75,2.0476928433652555,0.75,2,3,1,1,202.5
4,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,3,3,1,1,7.25,2.1102132003465894,0.25,2,0,2,2,696.0
7,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,5,3,3,3,7.0,2.0794415416798357,0.0,1,1,2,2,462.0
0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,3,2,2,2,5.25,1.8325814637483102,0.25,2,2,1,1,63.0
0,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,4,3,5,0,7.25,2.1102132003465894,0.25,2,0,1,1,326.25
4,8,2.1972245773362196,1,2,3,1,8,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,3,5,3,2,6.75,2.0476928433652555,0.75,2,2,4,3,648.0
1,9,2.302585092994046,0,0,4,2,9,36,3.6109179126442243,1,0,1,1,6,12,2.5649493574615367,1,0,2,5,2,1,2,1,1,9.0,2.302585092994046,0.0,1,2,3,2,243.0
2,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,3,1,2,3,9.25,2.327277705584417,0.25,2,3,6,3,444.0
7,9,2.302585092994046,0,0,4,2,9,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,4,2,4,0,4.75,1.749199854809259,0.75,2,0,1,1,641.25
7,11,2.4849066497880004,0,2,1,4,1,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,0,2,3,3,2.25,1.1786549963416462,0.25,2,0,1,1,371.25
5,8,2.1972245773362196,1,2,3,1,8,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,2,3,1,0,8.0,2.1972245773362196,0.0,1,0,1,1,320.0
3,9,2.302585092994046,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,4,3,3,1.75,1.0116009116784799,0.75,2,2,1,1,157.5
1,11,2.4849066497880004,0,2,1,4,1,108,4.6913478822291435,1,0,3,3,8,9,2.302585092994046,0,0,4,2,9,3,3,4,1,6.25,1.9810014688665833,0.25,2,0,1,1,825.0
3,11,2.4849066497880004,0,2,1,4,1,140,4.948759890378168,1,2,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,0,4,0,3.75,1.55814461804655,0.75,2,3,1,1,577.5
0,8,2.1972245773362196,1,2,3,1,8,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,3,5,3,0,6.5,2.0149030205422647,0.5,1,1,1,1,572.0
7,6,1.9459101490553132,1,0,1,6,6,44,3.8066624897703196,1,2,4,2,4,11,2.4849066497880004,0,2,1,4,1,0,4,5,3,4.25,1.6582280766035324,0.25,2,2,1,1,102.0
5,3,1.3862943611198906,0,0,3,3,3,72,4.290459441148391,1,0,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,3,5,2,1.25,0.8109302162163288,0.25,2,1,3,3,45.0
3,7,2.0794415416798357,0,1,2,0,7,135,4.912654885736052,0,0,0,2,5,9,2.302585092994046,0,0,4,2,9,2,2,3,3,9.0,2.302585092994046,0.0,1,0,1,1,945.0
7,3,1.3862943611198906,0,0,3,3,3,70,4.2626798770413155,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,3,4,3,2,0.75,0.5596157879354227,0.75,2,1,1,1,22.5
4,4,1.6094379124341003,1,1,4,4,4,55,4.02535169073515,0,1,0,6,5,11,2.4849066497880004,0,2,1,4,1,0,5,2,1,3.75,1.55814461804655,0.75,2,2,1,1,75.0
