slot_owner,slot_item,slot_currency_symbol,slot_initial_price,slot_initial_price_abs_log1p,slot_initial_price_mod3,slot_initial_price_mod7,slot_rate1,slot_rate1_abs_log1p,slot_rate1_is_even,slot_rate1_mod3,slot_rate1_mod5,slot_rate1_mod7,slot_rate1_mod10,slot_rate2,slot_rate2_abs_log1p,slot_rate2_is_even,slot_rate2_mod3,slot_rate2_mod5,slot_rate2_mod7,slot_rate2_mod10,slot_rate3,slot_rate3_abs_log1p,slot_rate3_is_even,slot_rate3_mod3,slot_rate3_mod5,slot_rate3_mod7,slot_rate3_mod10,gcd_all,n_multiple_pairs,y
0,4,7,19100,9.857495968685136,2,4,47,3.871201010907891,0,2,2,5,7,23,3.1780538303479458,0,2,3,2,3,13,2.6390573296152584,0,1,3,6,3,1,0,6781.4
1,1,0,15000,9.61587214452889,0,6,27,3.332204510175204,0,0,2,6,7,32,3.4965075614664802,1,2,2,4,2,22,3.1354942159291497,1,1,2,1,2,1,0,5807.88
6,3,8,19600,9.883335864325275,1,0,37,3.6375861597263857,0,1,2,2,7,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,1,1,9446.22
7,1,1,8000,8.987321812850125,2,6,50,3.9318256327243257,1,2,0,1,0,48,3.8918202981106265,1,0,3,6,8,10,2.3978952727983707,1,1,0,3,0,2,3,1872.0
7,5,2,27800,10.2328272702548,2,3,26,3.295836866004329,1,2,1,5,6,49,3.912023005428146,0,1,4,0,9,28,3.367295829986474,1,1,3,0,8,1,0,7554.04
1,5,1,7800,8.962007209588313,0,2,38,3.6635616461296463,1,2,3,3,8,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,2,2,2909.34
2,7,3,21700,9.985113621416073,1,0,10,2.3978952727983707,1,1,0,3,0,33,3.5263605246161616,0,0,3,5,3,15,2.772588722239781,0,0,0,1,5,1,1,11122.34
1,7,1,8100,8.999742789830492,0,1,45,3.828641396489095,0,0,0,3,5,13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,1,3,3527.02
7,1,8,10600,9.268703615273097,1,2,28,3.367295829986474,1,1,3,0,8,21,3.091042453358316,0,0,1,0,1,28,3.367295829986474,1,1,3,0,8,1,1,4341.08
1,5,6,29200,10.281958234245314,1,3,39,3.6888794541139363,0,0,4,4,9,31,3.4657359027997265,0,1,1,3,1,21,3.091042453358316,0,0,1,0,1,1,0,9709.32
4,2,5,13500,9.510519035757246,0,4,36,3.6109179126442243,1,0,1,1,6,16,2.833213344056216,1,1,1,2,6,33,3.5263605246161616,0,0,3,5,3,1,1,4862.59
2,6,6,25400,10.142543822310387,2,4,41,3.7376696182833684,0,2,1,6,1,23,3.1780538303479458,0,2,3,2,3,14,2.70805020110221,1,2,4,0,4,1,0,9923.73
1,3,0,23900,10.081675578048475,2,2,36,3.6109179126442243,1,0,1,1,6,32,3.4965075614664802,1,2,2,4,2,9,2.302585092994046,0,0,4,2,9,1,1,9465.16
5,7,0,24600,10.110542371500753,0,2,50,3.9318256327243257,1,2,0,1,0,44,3.8066624897703196,1,2,4,2,4,19,2.995732273553991,0,1,4,5,9,1,1,5579.28
8,7,7,19400,9.873079890114703,2,3,40,3.713572066704308,1,1,0,5,0,35,3.58351893845611,0,2,0,0,5,29,3.4011973816621555,0,2,4,1,9,1,1,5371.86
2,3,4,11400,9.34145634983372,0,4,27,3.332204510175204,0,0,2,6,7,35,3.58351893845611,0,2,0,0,5,31,3.4657359027997265,0,1,1,3,1,1,0,3732.42
6,4,1,7900,8.974744612722734,1,4,35,3.58351893845611,0,2,0,0,5,22,3.1354942159291497,1,1,2,1,2,27,3.332204510175204,0,0,2,6,7,1,0,2923.87
6,4,5,24200,10.094149233605084,2,1,21,3.091042453358316,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,20,3.044522437723423,1,2,0,6,0,1,1,12694.35
5,0,3,9200,9.127067452782361,2,2,49,3.912023005428146,0,1,4,0,9,40,3.713572066704308,1,1,0,5,0,35,3.58351893845611,0,2,0,0,5,1,1,1829.88
7,6,3,13000,9.472781556562168,1,1,28,3.367295829986474,1,1,3,0,8,28,3.367295829986474,1,1,3,0,8,30,3.4339872044851463,1,0,0,2,0,2,1,4717.44
5,1,6,22600,10.025749432069084,1,4,37,3.6375861597263857,0,1,2,2,7,19,2.995732273553991,0,1,4,5,9,18,2.9444389791664403,1,0,3,4,8,1,0,9456.88
3,6,2,6100,8.716207971151853,1,3,32,3.4965075614664802,1,2,2,4,2,19,2.995732273553991,0,1,4,5,9,31,3.4657359027997265,0,1,1,3,1,1,0,2318.32
8,6,5,17800,9.787009914477434,1,6,28,3.367295829986474,1,1,3,0,8,45,3.828641396489095,0,0,0,3,5,22,3.1354942159291497,1,1,2,1,2,1,0,5498.06
1,3,6,3700,8.216358332386156,1,4,30,3.4339872044851463,1,0,0,2,0,29,3.4011973816621555,0,2,4,1,9,10,2.3978952727983707,1,1,0,3,0,1,2,1655.01
0,2,0,3600,8.188966863648876,0,2,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,9,2.302585092994046,0,0,4,2,9,1,3,2201.47
2,1,3,13900,9.539716058977092,1,5,33,3.5263605246161616,0,0,3,5,3,11,2.4849066497880004,0,2,1,4,1,39,3.6888794541139363,0,0,4,4,9,1,1,5056.03
3,0,4,9500,9.15915233520675,2,1,35,3.58351893845611,0,2,0,0,5,25,3.258096538021482,0,1,0,4,5,39,3.6888794541139363,0,0,4,4,9,1,1,2825.06
1,4,0,13500,9.510519035757246,0,4,40,3.713572066704308,1,1,0,5,0,49,3.912023005428146,0,1,4,0,9,20,3.044522437723423,1,2,0,6,0,1,2,3304.8
6,4,0,22300,10.012386799492118,1,5,17,2.8903717578961645,0,2,2,3,7,27,3.332204510175204,0,0,2,6,7,25,3.258096538021482,0,1,0,4,5,1,1,10133.68
8,1,2,22800,10.034559673629849,0,1,35,3.58351893845611,0,2,0,0,5,49,3.912023005428146,0,1,4,0,9,38,3.6635616461296463,1,2,3,3,8,1,1,4686.08
7,1,3,26800,10.196194479235656,1,4,14,2.70805020110221,1,2,4,0,4,27,3.332204510175204,0,0,2,6,7,22,3.1354942159291497,1,1,2,1,2,1,0,13123.53
6,7,3,22900,10.038935856711177,1,3,45,3.828641396489095,0,0,0,3,5,13,2.6390573296152584,0,1,3,6,3,38,3.6635616461296463,1,2,3,3,8,1,0,6793.74
6,5,0,9700,9.179984251961283,1,5,23,3.1780538303479458,0,2,3,2,3,11,2.4849066497880004,0,2,1,4,1,39,3.6888794541139363,0,0,4,4,9,1,0,4054.92
6,0,6,5200,8.556606193773073,1,6,43,3.784189633918261,0,1,3,1,3,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,1,1,2423.96
1,5,3,11600,9.358846580275406,2,1,44,3.8066624897703196,1,2,4,2,4,29,3.4011973816621555,0,2,4,1,9,29,3.4011973816621555,0,2,4,1,9,1,3,3274.63
0,4,5,5900,8.682877107057168,2,6,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,1,1,3261.67
9,6,2,5700,8.648396877031582,0,2,21,3.091042453358316,0,0,1,0,1,26,3.295836866004329,1,2,1,5,6,17,2.8903717578961645,0,2,2,3,7,1,0,2765.74
9,5,7,26800,10.196194479235656,1,4,18,2.9444389791664403,1,0,3,4,8,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,0,4,5,1,1,13350.42
8,5,0,6800,8.824824939175638,2,3,33,3.5263605246161616,0,0,3,5,3,41,3.7376696182833684,0,2,1,6,1,22,3.1354942159291497,1,1,2,1,2,1,0,2096.67
6,3,1,28700,10.264687244346277,2,0,44,3.8066624897703196,1,2,4,2,4,42,3.7612001156935624,1,0,2,0,2,10,2.3978952727983707,1,1,0,3,0,2,1,8389.58
4,1,6,4000,8.294299608857235,1,3,40,3.713572066704308,1,1,0,5,0,16,2.833213344056216,1,1,1,2,6,38,3.6635616461296463,1,2,3,3,8,2,2,1249.92
0,6,5,26800,10.196194479235656,1,4,48,3.8918202981106265,1,0,3,6,8,37,3.6375861597263857,0,1,2,2,7,26,3.295836866004329,1,2,1,5,6,1,0,6496.96
6,0,1,15000,9.61587214452889,0,6,41,3.7376696182833684,0,2,1,6,1,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,1,2,7009.2
3,4,3,11600,9.358846580275406,2,1,27,3.332204510175204,0,0,2,6,7,29,3.4011973816621555,0,2,4,1,9,27,3.332204510175204,0,0,2,6,7,1,2,4388.96
2,2,3,18300,9.814710982145282,0,2,45,3.828641396489095,0,0,0,3,5,35,3.58351893845611,0,2,0,0,5,11,2.4849066497880004,0,2,1,4,1,1,0,5822.6
6,2,0,15800,9.6678285081515,2,1,32,3.4965075614664802,1,2,2,4,2,49,3.912023005428146,0,1,4,0,9,25,3.258096538021482,0,1,0,4,5,1,1,4109.58
7,3,3,29500,10.292179440058462,1,2,39,3.6888794541139363,0,0,4,4,9,10,2.3978952727983707,1,1,0,3,0,31,3.4657359027997265,0,1,1,3,1,1,1,11174.9
0,6,5,14300,9.568084743872936,2,6,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,1,2,6296.29
9,5,8,19100,9.857495968685136,2,4,26,3.295836866004329,1,2,1,5,6,39,3.6888794541139363,0,0,4,4,9,37,3.6375861597263857,0,1,2,2,7,1,0,5431.7
2,7,6,24900,10.122663242288953,0,1,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,3,2,16948.93
5,4,0,15000,9.61587214452889,0,6,49,3.912023005428146,0,1,4,0,9,45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,0,6,0,1,1,3366.0
7,4,4,22000,9.99884318585288,1,6,35,3.58351893845611,0,2,0,0,5,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,0,5,5,1,2,8966.1
9,7,8,6400,8.764209507142004,1,2,14,2.70805020110221,1,2,4,0,4,38,3.6635616461296463,1,2,3,3,8,23,3.1780538303479458,0,2,3,2,3,1,0,2627.61
0,4,2,29900,10.305647203635566,2,3,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,0,1,0,12,2.5649493574615367,1,0,2,5,2,2,1,10787.92
8,3,0,26000,10.165890277802454,2,2,31,3.4657359027997265,0,1,1,3,1,24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,1,1,10907.52
6,6,2,9600,9.169622538697624,0,3,26,3.295836866004329,1,2,1,5,6,41,3.7376696182833684,0,2,1,6,1,21,3.091042453358316,0,0,1,0,1,1,0,3311.17
5,1,3,18200,9.809231816610408,2,0,33,3.5263605246161616,0,0,3,5,3,37,3.6375861597263857,0,1,2,2,7,35,3.58351893845611,0,2,0,0,5,1,1,4993.44
9,5,4,3200,8.071218539969863,2,1,38,3.6635616461296463,1,2,3,3,8,17,2.8903717578961645,0,2,2,3,7,20,3.044522437723423,1,2,0,6,0,1,1,1317.38
9,2,0,19700,9.888424674859083,2,2,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,1,0,13423.26
0,5,5,18700,9.83633227734872,1,3,23,3.1780538303479458,0,2,3,2,3,44,3.8066624897703196,1,2,4,2,4,25,3.258096538021482,0,1,0,4,5,1,2,6047.58
3,4,5,8700,9.071193240566025,0,6,23,3.1780538303479458,0,2,3,2,3,39,3.6888794541139363,0,0,4,4,9,36,3.6109179126442243,1,0,1,1,6,1,0,2615.29
2,1,6,8400,9.036106025364846,0,0,32,3.4965075614664802,1,2,2,4,2,18,2.9444389791664403,1,0,3,4,8,39,3.6888794541139363,0,0,4,4,9,1,0,2857.14
7,1,6,26400,10.181157167204903,0,3,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,4,4,14868.48
6,7,7,13500,9.510519035757246,0,4,46,3.8501476017100584,1,1,1,4,6,50,3.9318256327243257,1,2,0,1,0,19,2.995732273553991,0,1,4,5,9,1,1,2952.45
3,3,8,24400,10.102379394048045,1,5,45,3.828641396489095,0,0,0,3,5,30,3.4339872044851463,1,0,0,2,0,35,3.58351893845611,0,2,0,0,5,5,0,6106.1
9,1,8,5700,8.648396877031582,0,2,24,3.2188758248682006,1,0,4,3,4,49,3.912023005428146,0,1,4,0,9,34,3.5553480614894135,1,1,4,6,4,1,0,1458.15
0,3,5,9200,9.127067452782361,2,2,40,3.713572066704308,1,1,0,5,0,31,3.4657359027997265,0,1,1,3,1,7,2.0794415416798357,0,1,2,0,7,1,1,3542.18
4,2,1,26200,10.173552856959743,1,6,37,3.6375861597263857,0,1,2,2,7,11,2.4849066497880004,0,2,1,4,1,40,3.713572066704308,1,1,0,5,0,1,1,8814.2
4,6,2,24100,10.090008612393838,1,6,49,3.912023005428146,0,1,4,0,9,25,3.258096538021482,0,1,0,4,5,24,3.2188758248682006,1,0,4,3,4,1,1,7005.87
3,0,4,9800,9.19023970026918,2,0,36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,0,3,0,39,3.6888794541139363,0,0,4,4,9,1,1,3443.33
8,1,3,27400,10.21833478806055,1,2,40,3.713572066704308,1,1,0,5,0,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,1,2,11008.22
2,5,3,29000,10.275085591132715,2,6,43,3.784189633918261,0,1,3,1,3,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,1,1,12496.68
9,5,8,5700,8.648396877031582,0,2,32,3.4965075614664802,1,2,2,4,2,47,3.871201010907891,0,2,2,5,7,29,3.4011973816621555,0,2,4,1,9,1,0,1458.54
2,3,7,13500,9.510519035757246,0,4,14,2.70805020110221,1,2,4,0,4,38,3.6635616461296463,1,2,3,3,8,35,3.58351893845611,0,2,0,0,5,1,0,4678.83
6,5,6,26100,10.169728906753061,0,4,30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,0,4,5,18,2.9444389791664403,1,0,3,4,8,1,3,11236.05
6,4,2,22200,10.007892611890918,0,3,37,3.6375861597263857,0,1,2,2,7,22,3.1354942159291497,1,1,2,1,2,9,2.302585092994046,0,0,4,2,9,1,1,9927.26
2,4,7,13300,9.495594499353297,1,0,18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,1,0,8729.16
3,2,7,19600,9.883335864325275,1,0,34,3.5553480614894135,1,1,4,6,4,45,3.828641396489095,0,0,0,3,5,22,3.1354942159291497,1,1,2,1,2,1,0,5549.54
7,7,6,13600,9.517898598432753,1,6,17,2.8903717578961645,0,2,2,3,7,44,3.8066624897703196,1,2,4,2,4,29,3.4011973816621555,0,2,4,1,9,1,1,4488.11
3,2,8,3700,8.216358332386156,1,4,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,24,3.2188758248682006,1,0,4,3,4,1,0,2079.47
5,1,5,11500,9.350189267092581,1,6,23,3.1780538303479458,0,2,3,2,3,36,3.6109179126442243,1,0,1,1,6,13,2.6390573296152584,0,1,3,6,3,1,1,4930.46
0,2,5,20800,9.942756341456828,1,3,36,3.6109179126442243,1,0,1,1,6,42,3.7612001156935624,1,0,2,0,2,21,3.091042453358316,0,0,1,0,1,1,1,6099.56
7,1,6,10300,9.239996256883693,1,3,33,3.5263605246161616,0,0,3,5,3,28,3.367295829986474,1,1,3,0,8,40,3.713572066704308,1,1,0,5,0,1,0,2981.23
4,2,5,26400,10.181157167204903,0,3,37,3.6375861597263857,0,1,2,2,7,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,3,14220.36
4,2,2,7100,8.867990898182093,2,2,48,3.8918202981106265,1,0,3,6,8,30,3.4339872044851463,1,0,0,2,0,36,3.6109179126442243,1,0,1,1,6,2,0,1654.02
9,6,6,6500,8.77971129020447,2,4,18,2.9444389791664403,1,0,3,4,8,37,3.6375861597263857,0,1,2,2,7,31,3.4657359027997265,0,1,1,3,1,1,0,2316.95
3,0,5,22300,10.012386799492118,1,5,27,3.332204510175204,0,0,2,6,7,11,2.4849066497880004,0,2,1,4,1,39,3.6888794541139363,0,0,4,4,9,1,0,8837.87
2,5,6,18400,9.820160289946374,1,4,13,2.6390573296152584,0,1,3,6,3,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,2,11709.85
3,0,6,6300,8.748463629942055,0,0,48,3.8918202981106265,1,0,3,6,8,45,3.828641396489095,0,0,0,3,5,29,3.4011973816621555,0,2,4,1,9,1,1,1279.28
2,5,8,24700,10.114599007626499,1,4,38,3.6635616461296463,1,2,3,3,8,15,2.772588722239781,0,0,0,1,5,31,3.4657359027997265,0,1,1,3,1,1,1,8981.66
3,3,4,6100,8.716207971151853,1,3,13,2.6390573296152584,0,1,3,6,3,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,1,1,3736.13
0,5,6,10100,9.220389707829185,2,6,37,3.6375861597263857,0,1,2,2,7,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,2,1,2,1,0,3771.99
4,4,2,19200,9.862717639992917,0,6,20,3.044522437723423,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,40,3.713572066704308,1,1,0,5,0,2,3,7557.12
2,1,8,12800,9.45727857185611,2,4,40,3.713572066704308,1,1,0,5,0,35,3.58351893845611,0,2,0,0,5,30,3.4339872044851463,1,0,0,2,0,5,1,3494.4
1,0,6,23300,10.056251557087757,2,4,31,3.4657359027997265,0,1,1,3,1,49,3.912023005428146,0,1,4,0,9,38,3.6635616461296463,1,2,3,3,8,1,0,5083.55
6,6,2,12300,9.417435838868785,0,1,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,27,3.332204510175204,0,0,2,6,7,1,0,6111.11
9,3,0,25200,10.134638955251866,0,0,32,3.4965075614664802,1,2,2,4,2,45,3.828641396489095,0,0,0,3,5,11,2.4849066497880004,0,2,1,4,1,1,1,8388.07
5,4,3,2900,7.972810784121404,2,2,22,3.1354942159291497,1,1,2,1,2,25,3.258096538021482,0,1,0,4,5,14,2.70805020110221,1,2,4,0,4,1,1,1458.99
8,1,5,13700,9.525224101853109,2,1,16,2.833213344056216,1,1,1,2,6,35,3.58351893845611,0,2,0,0,5,21,3.091042453358316,0,0,1,0,1,1,0,5909.36
1,5,6,22100,10.003378135350923,2,1,20,3.044522437723423,1,2,0,6,0,35,3.58351893845611,0,2,0,0,5,20,3.044522437723423,1,2,0,6,0,5,3,9193.6
2,0,7,21800,9.989711119284745,2,2,33,3.5263605246161616,0,0,3,5,3,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,1,11655.59
2,0,1,3200,8.071218539969863,2,1,42,3.7612001156935624,1,0,2,0,2,49,3.912023005428146,0,1,4,0,9,37,3.6375861597263857,0,1,2,2,7,1,0,596.33
9,1,8,5600,8.630700432209832,2,0,28,3.367295829986474,1,1,3,0,8,23,3.1780538303479458,0,2,3,2,3,15,2.772588722239781,0,0,0,1,5,1,1,2638.94
3,1,0,16200,9.692828247710418,0,2,10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,1,2,10136.02
9,1,5,11100,9.314790473332646,0,5,43,3.784189633918261,0,1,3,1,3,29,3.4011973816621555,0,2,4,1,9,36,3.6109179126442243,1,0,1,1,6,1,0,2874.99
7,4,1,9900,9.200391041122515,0,2,39,3.6888794541139363,0,0,4,4,9,44,3.8066624897703196,1,2,4,2,4,39,3.6888794541139363,0,0,4,4,9,1,2,2062.92
4,4,6,19500,9.87822102528824,0,5,20,3.044522437723423,1,2,0,6,0,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,10,4,6240.0
4,2,6,11200,9.32375833901174,1,0,17,2.8903717578961645,0,2,2,3,7,49,3.912023005428146,0,1,4,0,9,16,2.833213344056216,1,1,1,2,6,1,1,3982.41
3,7,8,16000,9.680406499268875,1,5,31,3.4657359027997265,0,1,1,3,1,23,3.1780538303479458,0,2,3,2,3,26,3.295836866004329,1,2,1,5,6,1,0,6290.59
0,1,4,29000,10.275085591132715,2,6,36,3.6109179126442243,1,0,1,1,6,24,3.2188758248682006,1,0,4,3,4,19,2.995732273553991,0,1,4,5,9,1,0,11425.54
4,7,2,5100,8.537191877922927,0,4,49,3.912023005428146,0,1,4,0,9,39,3.6888794541139363,0,0,4,4,9,20,3.044522437723423,1,2,0,6,0,1,1,1269.29
1,3,2,3100,8.03947991910045,1,6,30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,16,2.833213344056216,1,1,1,2,6,2,0,1348.87
0,6,5,22000,9.99884318585288,1,6,17,2.8903717578961645,0,2,2,3,7,35,3.58351893845611,0,2,0,0,5,22,3.1354942159291497,1,1,2,1,2,1,1,9257.82
1,6,7,17400,9.76428295481558,0,5,42,3.7612001156935624,1,0,2,0,2,47,3.871201010907891,0,2,2,5,7,24,3.2188758248682006,1,0,4,3,4,1,1,4065.06
1,1,2,11900,9.38437770918244,2,0,28,3.367295829986474,1,1,3,0,8,44,3.8066624897703196,1,2,4,2,4,13,2.6390573296152584,0,1,3,6,3,1,1,4174.33
2,4,1,7100,8.867990898182093,2,2,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,2,1,3787.99
4,1,8,13600,9.517898598432753,1,6,27,3.332204510175204,0,0,2,6,7,16,2.833213344056216,1,1,1,2,6,32,3.4965075614664802,1,2,2,4,2,1,3,5670.87
0,4,3,28000,10.239995502805316,1,0,34,3.5553480614894135,1,1,4,6,4,42,3.7612001156935624,1,0,2,0,2,30,3.4339872044851463,1,0,0,2,0,2,0,7502.88
1,0,7,28500,10.25769445336048,0,3,34,3.5553480614894135,1,1,4,6,4,48,3.8918202981106265,1,0,3,6,8,30,3.4339872044851463,1,0,0,2,0,2,1,6846.84
4,2,2,6300,8.748463629942055,0,0,25,3.258096538021482,0,1,0,4,5,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,0,5,5,1,3,2962.58
8,4,1,6700,8.81001204797317,1,1,19,2.995732273553991,0,1,4,5,9,38,3.6635616461296463,1,2,3,3,8,12,2.5649493574615367,1,0,2,5,2,1,1,2960.97
5,5,7,10500,9.259225769705994,0,0,21,3.091042453358316,0,0,1,0,1,24,3.2188758248682006,1,0,4,3,4,33,3.5263605246161616,0,0,3,5,3,3,1,4223.81
6,7,6,7400,8.909370405197466,2,1,50,3.9318256327243257,1,2,0,1,0,42,3.7612001156935624,1,0,2,0,2,32,3.4965075614664802,1,2,2,4,2,2,1,1459.28
4,0,5,15100,9.62251624577579,1,1,37,3.6375861597263857,0,1,2,2,7,46,3.8501476017100584,1,1,1,4,6,17,2.8903717578961645,0,2,2,3,7,1,0,4263.73
3,7,0,25000,10.12667110305036,1,3,40,3.713572066704308,1,1,0,5,0,32,3.4965075614664802,1,2,2,4,2,11,2.4849066497880004,0,2,1,4,1,1,1,9078.0
3,7,6,24100,10.090008612393838,1,6,28,3.367295829986474,1,1,3,0,8,43,3.784189633918261,0,1,3,1,3,6,1.9459101490553132,1,0,1,6,6,1,0,9297.2
2,7,6,19500,9.87822102528824,0,5,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,38,3.6635616461296463,1,2,3,3,8,1,1,7060.56
3,5,5,17000,9.741027444837728,2,4,26,3.295836866004329,1,2,1,5,6,28,3.367295829986474,1,1,3,0,8,30,3.4339872044851463,1,0,0,2,0,2,0,6340.32
8,0,0,3600,8.188966863648876,0,2,39,3.6888794541139363,0,0,4,4,9,49,3.912023005428146,0,1,4,0,9,13,2.6390573296152584,0,1,3,6,3,1,1,974.37
4,4,2,20800,9.942756341456828,1,3,16,2.833213344056216,1,1,1,2,6,31,3.4657359027997265,0,1,1,3,1,25,3.258096538021482,0,1,0,4,5,1,2,9041.76
6,6,1,19200,9.862717639992917,0,6,22,3.1354942159291497,1,1,2,1,2,36,3.6109179126442243,1,0,1,1,6,34,3.5553480614894135,1,1,4,6,4,2,0,6325.86
1,4,6,2900,7.972810784121404,2,2,29,3.4011973816621555,0,2,4,1,9,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,1,2,1159.63
7,7,7,13800,9.53249633228804,0,3,35,3.58351893845611,0,2,0,0,5,31,3.4657359027997265,0,1,1,3,1,7,2.0794415416798357,0,1,2,0,7,1,1,5756.05
9,6,3,16800,9.729193687429403,0,0,41,3.7376696182833684,0,2,1,6,1,26,3.295836866004329,1,2,1,5,6,22,3.1354942159291497,1,1,2,1,2,1,0,5721.21
8,6,8,7700,8.94910546953925,2,0,42,3.7612001156935624,1,0,2,0,2,35,3.58351893845611,0,2,0,0,5,32,3.4965075614664802,1,2,2,4,2,1,1,1973.97
4,1,0,25800,10.158168529848494,0,5,10,2.3978952727983707,1,1,0,3,0,33,3.5263605246161616,0,0,3,5,3,39,3.6888794541139363,0,0,4,4,9,1,1,9490.01
8,3,1,6700,8.81001204797317,1,1,28,3.367295829986474,1,1,3,0,8,35,3.58351893845611,0,2,0,0,5,33,3.5263605246161616,0,0,3,5,3,1,0,2100.85
2,0,7,4200,8.343077871169383,0,0,34,3.5553480614894135,1,1,4,6,4,41,3.7376696182833684,0,2,1,6,1,36,3.6109179126442243,1,0,1,1,6,1,0,1046.71
7,3,6,16900,9.735128070758227,1,2,17,2.8903717578961645,0,2,2,3,7,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,0,4,5,1,1,7153.77
3,6,0,13000,9.472781556562168,1,1,32,3.4965075614664802,1,2,2,4,2,19,2.995732273553991,0,1,4,5,9,36,3.6109179126442243,1,0,1,1,6,1,0,4582.66
0,7,3,3100,8.03947991910045,1,6,17,2.8903717578961645,0,2,2,3,7,22,3.1354942159291497,1,1,2,1,2,32,3.4965075614664802,1,2,2,4,2,1,0,1364.72
1,2,6,24500,10.106469212026385,2,0,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,2,3,14464.8
1,4,1,16200,9.692828247710418,0,2,19,2.995732273553991,0,1,4,5,9,42,3.7612001156935624,1,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,1,1,7001.9
7,7,7,22400,10.016860879703811,2,0,22,3.1354942159291497,1,1,2,1,2,29,3.4011973816621555,0,2,4,1,9,40,3.713572066704308,1,1,0,5,0,1,1,7443.07
9,5,5,4900,8.497194544909547,1,0,39,3.6888794541139363,0,0,4,4,9,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,0,1,4,5,9,1,0,2033.72
1,0,4,10400,9.249657234353133,2,5,35,3.58351893845611,0,2,0,0,5,30,3.4339872044851463,1,0,0,2,0,30,3.4339872044851463,1,0,0,2,0,5,1,3312.4
9,1,8,5200,8.556606193773073,1,6,29,3.4011973816621555,0,2,4,1,9,46,3.8501476017100584,1,1,1,4,6,11,2.4849066497880004,0,2,1,4,1,1,0,1774.38
8,6,3,24700,10.114599007626499,1,4,11,2.4849066497880004,0,2,1,4,1,47,3.871201010907891,0,2,2,5,7,19,2.995732273553991,0,1,4,5,9,1,1,9437.3
0,7,0,20600,9.933094897288786,2,6,48,3.8918202981106265,1,0,3,6,8,26,3.295836866004329,1,2,1,5,6,29,3.4011973816621555,0,2,4,1,9,1,0,5628.08
