slot_owner_name,slot_fast_entity,slot_slow_entity,slot_ratio,slot_ratio_abs_log1p,slot_ratio_is_even,slot_ratio_mod3,slot_ratio_mod5,slot_ratio_mod7,slot_ratio_mod10,slot_fast_speed,slot_fast_speed_abs_log1p,slot_fast_speed_is_even,slot_fast_speed_mod3,slot_fast_speed_mod5,slot_fast_speed_mod7,slot_fast_speed_mod10,slot_dist_unit,slot_time_unit_singular,slot_time_unit_plural,slot_time_duration,slot_time_duration_abs_log1p,slot_time_duration_is_even,slot_time_duration_mod3,slot_time_duration_mod5,slot_time_duration_mod7,slot_time_duration_mod10,gcd_all,n_multiple_pairs,y
5,6,6,9,2.302585092994046,0,0,4,2,9,99,4.605170185988092,0,0,4,1,9,1,0,0,163,5.099866427824199,0,1,3,2,3,1,1,1793.0
4,0,0,6,1.9459101490553132,1,0,1,6,6,198,5.293304824724492,1,0,3,2,8,5,2,2,141,4.955827057601261,0,0,1,1,1,3,1,4653.0
8,5,5,4,1.6094379124341003,1,1,4,4,4,120,4.795790545596741,1,0,0,1,0,0,0,0,26,3.295836866004329,1,2,1,5,6,2,1,780.0
0,6,6,7,2.0794415416798357,0,1,2,0,7,49,3.912023005428146,0,1,4,0,9,3,1,1,84,4.442651256490317,1,0,4,0,4,7,2,588.0
5,6,6,6,1.9459101490553132,1,0,1,6,6,192,5.262690188904886,1,0,2,3,2,3,0,0,43,3.784189633918261,0,1,3,1,3,1,1,1376.0
1,3,3,7,2.0794415416798357,0,1,2,0,7,98,4.59511985013459,1,2,3,0,8,3,1,1,58,4.07753744390572,1,1,3,2,8,1,1,812.0
8,4,4,7,2.0794415416798357,0,1,2,0,7,238,5.476463551931511,1,1,3,0,8,0,2,2,29,3.4011973816621555,0,2,4,1,9,1,1,986.0
5,1,1,6,1.9459101490553132,1,0,1,6,6,126,4.844187086458591,1,0,1,0,6,1,2,2,54,4.007333185232471,1,0,4,5,4,6,2,1134.0
3,7,7,4,1.6094379124341003,1,1,4,4,4,96,4.574710978503383,1,0,1,5,6,0,1,1,126,4.844187086458591,1,0,1,0,6,2,1,3024.0
1,3,3,4,1.6094379124341003,1,1,4,4,4,96,4.574710978503383,1,0,1,5,6,4,0,0,136,4.919980925828125,1,1,1,3,6,4,2,3264.0
2,0,0,2,1.0986122886681098,1,2,2,2,2,74,4.31748811353631,1,2,4,4,4,1,0,0,112,4.727387818712341,1,1,2,0,2,2,2,4144.0
4,4,4,9,2.302585092994046,0,0,4,2,9,270,5.602118820879701,1,0,0,4,0,4,0,0,83,4.430816798843313,0,2,3,6,3,1,1,2490.0
8,9,9,4,1.6094379124341003,1,1,4,4,4,124,4.8283137373023015,1,1,4,5,4,4,1,1,121,4.804021044733257,0,1,1,2,1,1,1,3751.0
1,6,6,8,2.1972245773362196,1,2,3,1,8,248,5.517452896464707,1,2,3,3,8,4,0,0,142,4.962844630259907,1,1,2,2,2,2,1,4402.0
5,2,2,8,2.1972245773362196,1,2,3,1,8,176,5.176149732573829,1,2,1,1,6,3,2,2,77,4.356708826689592,0,2,2,0,7,1,1,1694.0
0,4,4,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,4,1,1,27,3.332204510175204,0,0,2,6,7,1,1,243.0
8,6,6,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,2,0,0,111,4.718498871295094,0,0,1,6,1,1,1,2664.0
9,6,6,6,1.9459101490553132,1,0,1,6,6,234,5.459585514144159,1,0,4,3,4,1,0,0,138,4.9344739331306915,1,0,3,5,8,6,2,5382.0
9,3,3,4,1.6094379124341003,1,1,4,4,4,76,4.343805421853684,1,1,1,6,6,4,2,2,143,4.969813299576001,0,2,3,3,3,1,1,2717.0
5,6,6,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,3,1,1,97,4.584967478670572,0,1,2,6,7,1,1,388.0
2,2,2,6,1.9459101490553132,1,0,1,6,6,168,5.1298987149230735,1,0,3,0,8,3,2,2,160,5.081404364984463,1,1,0,6,0,2,1,4480.0
3,1,1,3,1.3862943611198906,0,0,3,3,3,75,4.330733340286331,0,0,0,5,5,0,0,0,23,3.1780538303479458,0,2,3,2,3,1,1,575.0
3,7,7,9,2.302585092994046,0,0,4,2,9,153,5.0369526024136295,0,0,3,6,3,5,1,1,154,5.043425116919247,1,1,4,0,4,1,1,2618.0
7,1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,0,0,0,105,4.663439094112067,0,0,0,0,5,1,1,315.0
8,1,1,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,0,1,1,46,3.8501476017100584,1,1,1,4,6,2,2,552.0
9,8,8,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,4,1,1,69,4.248495242049359,0,0,4,6,9,1,1,1104.0
6,2,2,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,0,0,0,118,4.77912349311153,1,1,3,6,8,1,1,708.0
2,1,1,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,5,0,0,119,4.787491742782046,0,2,4,0,9,1,1,2023.0
2,6,6,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,3,0,0,84,4.442651256490317,1,0,4,0,4,4,3,588.0
0,5,5,9,2.302585092994046,0,0,4,2,9,333,5.811140992976701,0,0,3,4,3,5,0,0,151,5.0238805208462765,0,1,1,4,1,1,1,5587.0
5,2,2,6,1.9459101490553132,1,0,1,6,6,210,5.351858133476067,1,0,0,0,0,3,0,0,97,4.584967478670572,0,1,2,6,7,1,1,3395.0
9,8,8,4,1.6094379124341003,1,1,4,4,4,144,4.976733742420574,1,0,4,4,4,0,0,0,46,3.8501476017100584,1,1,1,4,6,2,1,1656.0
3,5,5,9,2.302585092994046,0,0,4,2,9,99,4.605170185988092,0,0,4,1,9,4,0,0,35,3.58351893845611,0,2,0,0,5,1,1,385.0
7,2,2,9,2.302585092994046,0,0,4,2,9,315,5.755742213586912,0,0,0,0,5,2,1,1,50,3.9318256327243257,1,2,0,1,0,1,1,1750.0
0,8,8,7,2.0794415416798357,0,1,2,0,7,126,4.844187086458591,1,0,1,0,6,0,0,0,100,4.61512051684126,1,1,0,2,0,1,1,1800.0
1,4,4,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,3,0,0,29,3.4011973816621555,0,2,4,1,9,1,1,116.0
3,1,1,7,2.0794415416798357,0,1,2,0,7,126,4.844187086458591,1,0,1,0,6,3,1,1,122,4.812184355372417,1,2,2,3,2,1,1,2196.0
8,8,8,7,2.0794415416798357,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,2,2,2,44,3.8066624897703196,1,2,4,2,4,1,1,352.0
2,5,5,7,2.0794415416798357,0,1,2,0,7,70,4.2626798770413155,1,1,0,0,0,0,1,1,167,5.123963979403259,0,2,2,6,7,1,1,1670.0
1,9,9,2,1.0986122886681098,1,2,2,2,2,80,4.394449154672439,1,2,0,3,0,0,1,1,67,4.219507705176107,0,1,2,4,7,1,1,2680.0
2,0,0,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,5,1,1,174,5.1647859739235145,1,0,4,6,4,2,2,4176.0
7,1,1,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,1,1,1,154,5.043425116919247,1,1,4,0,4,2,3,1694.0
9,5,5,6,1.9459101490553132,1,0,1,6,6,72,4.290459441148391,1,0,2,2,2,5,1,1,40,3.713572066704308,1,1,0,5,0,2,1,480.0
9,8,8,6,1.9459101490553132,1,0,1,6,6,180,5.198497031265826,1,0,0,5,0,5,1,1,18,2.9444389791664403,1,0,3,4,8,6,3,540.0
1,1,1,2,1.0986122886681098,1,2,2,2,2,64,4.174387269895637,1,1,4,1,4,5,0,0,62,4.143134726391533,1,2,2,6,2,2,2,1984.0
5,2,2,4,1.6094379124341003,1,1,4,4,4,76,4.343805421853684,1,1,1,6,6,5,1,1,164,5.10594547390058,1,2,4,3,4,4,2,3116.0
6,0,0,8,2.1972245773362196,1,2,3,1,8,32,3.4965075614664802,1,2,2,4,2,4,2,2,118,4.77912349311153,1,1,3,6,8,2,1,472.0
4,4,4,3,1.3862943611198906,0,0,3,3,3,84,4.442651256490317,1,0,4,0,4,0,1,1,29,3.4011973816621555,0,2,4,1,9,1,1,812.0
3,8,8,6,1.9459101490553132,1,0,1,6,6,210,5.351858133476067,1,0,0,0,0,2,1,1,81,4.406719247264253,0,0,1,4,1,3,1,2835.0
4,6,6,2,1.0986122886681098,1,2,2,2,2,64,4.174387269895637,1,1,4,1,4,5,2,2,112,4.727387818712341,1,1,2,0,2,2,2,3584.0
8,2,2,7,2.0794415416798357,0,1,2,0,7,42,3.7612001156935624,1,0,2,0,2,2,1,1,136,4.919980925828125,1,1,1,3,6,1,1,816.0
8,3,3,6,1.9459101490553132,1,0,1,6,6,156,5.056245805348308,1,0,1,2,6,3,2,2,104,4.653960350157523,1,2,4,6,4,2,1,2704.0
4,4,4,4,1.6094379124341003,1,1,4,4,4,84,4.442651256490317,1,0,4,0,4,0,1,1,128,4.859812404361672,1,2,3,2,8,4,2,2688.0
1,2,2,5,1.791759469228055,0,2,0,5,5,110,4.709530201312334,1,2,0,5,0,0,0,0,133,4.897839799950911,0,1,3,0,3,1,1,2926.0
4,0,0,7,2.0794415416798357,0,1,2,0,7,161,5.087596335232384,0,2,1,0,1,4,2,2,165,5.111987788356544,0,0,0,4,5,1,1,3795.0
2,4,4,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,1,0,0,165,5.111987788356544,0,0,0,4,5,1,1,3135.0
5,6,6,3,1.3862943611198906,0,0,3,3,3,54,4.007333185232471,1,0,4,5,4,1,1,1,90,4.51085950651685,1,0,0,6,0,3,2,1620.0
6,2,2,3,1.3862943611198906,0,0,3,3,3,72,4.290459441148391,1,0,2,2,2,3,0,0,133,4.897839799950911,0,1,3,0,3,1,1,3192.0
6,7,7,6,1.9459101490553132,1,0,1,6,6,126,4.844187086458591,1,0,1,0,6,0,2,2,14,2.70805020110221,1,2,4,0,4,2,2,294.0
2,6,6,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,5,1,1,133,4.897839799950911,0,1,3,0,3,1,1,1197.0
2,7,7,5,1.791759469228055,0,2,0,5,5,115,4.7535901911063645,0,1,0,3,5,5,2,2,81,4.406719247264253,0,0,1,4,1,1,1,1863.0
5,2,2,7,2.0794415416798357,0,1,2,0,7,112,4.727387818712341,1,1,2,0,2,5,2,2,115,4.7535901911063645,0,1,0,3,5,1,1,1840.0
0,3,3,7,2.0794415416798357,0,1,2,0,7,266,5.58724865840025,1,2,1,0,6,4,2,2,24,3.2188758248682006,1,0,4,3,4,1,1,912.0
5,8,8,9,2.302585092994046,0,0,4,2,9,243,5.497168225293202,0,0,3,5,3,2,0,0,52,3.970291913552122,1,1,2,3,2,1,1,1404.0
7,3,3,8,2.1972245773362196,1,2,3,1,8,112,4.727387818712341,1,1,2,0,2,2,0,0,43,3.784189633918261,0,1,3,1,3,1,1,602.0
0,1,1,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,5,0,0,117,4.770684624465665,0,0,2,5,7,3,1,702.0
9,3,3,8,2.1972245773362196,1,2,3,1,8,160,5.081404364984463,1,1,0,6,0,5,0,0,168,5.1298987149230735,1,0,3,0,8,8,2,3360.0
5,1,1,8,2.1972245773362196,1,2,3,1,8,80,4.394449154672439,1,2,0,3,0,5,0,0,100,4.61512051684126,1,1,0,2,0,4,1,1000.0
6,4,4,8,2.1972245773362196,1,2,3,1,8,128,4.859812404361672,1,2,3,2,8,5,1,1,29,3.4011973816621555,0,2,4,1,9,1,1,464.0
6,0,0,5,1.791759469228055,0,2,0,5,5,190,5.25227342804663,1,1,0,1,0,3,0,0,12,2.5649493574615367,1,0,2,5,2,1,1,456.0
6,8,8,3,1.3862943611198906,0,0,3,3,3,78,4.3694478524670215,1,0,3,1,8,0,0,0,109,4.700480365792417,0,1,4,4,9,1,1,2834.0
6,3,3,2,1.0986122886681098,1,2,2,2,2,56,4.04305126783455,1,2,1,0,6,3,1,1,70,4.2626798770413155,1,1,0,0,0,2,2,1960.0
7,2,2,3,1.3862943611198906,0,0,3,3,3,120,4.795790545596741,1,0,0,1,0,4,0,0,125,4.836281906951478,0,2,0,6,5,1,1,5000.0
6,3,3,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,3,0,0,83,4.430816798843313,0,2,3,6,3,1,1,415.0
3,5,5,7,2.0794415416798357,0,1,2,0,7,42,3.7612001156935624,1,0,2,0,2,1,2,2,76,4.343805421853684,1,1,1,6,6,1,1,456.0
5,3,3,4,1.6094379124341003,1,1,4,4,4,104,4.653960350157523,1,2,4,6,4,5,2,2,73,4.30406509320417,0,1,3,3,3,1,1,1898.0
9,9,9,6,1.9459101490553132,1,0,1,6,6,126,4.844187086458591,1,0,1,0,6,0,0,0,144,4.976733742420574,1,0,4,4,4,6,2,3024.0
8,4,4,9,2.302585092994046,0,0,4,2,9,324,5.783825182329737,1,0,4,2,4,3,2,2,43,3.784189633918261,0,1,3,1,3,1,1,1548.0
4,0,0,9,2.302585092994046,0,0,4,2,9,162,5.093750200806762,1,0,2,1,2,4,0,0,10,2.3978952727983707,1,1,0,3,0,1,1,180.0
8,1,1,4,1.6094379124341003,1,1,4,4,4,100,4.61512051684126,1,1,0,2,0,5,2,2,80,4.394449154672439,1,2,0,3,0,4,2,2000.0
9,5,5,4,1.6094379124341003,1,1,4,4,4,144,4.976733742420574,1,0,4,4,4,1,0,0,171,5.147494476813453,0,0,1,3,1,1,1,6156.0
8,4,4,6,1.9459101490553132,1,0,1,6,6,84,4.442651256490317,1,0,4,0,4,0,2,2,32,3.4965075614664802,1,2,2,4,2,2,1,448.0
5,7,7,3,1.3862943611198906,0,0,3,3,3,63,4.1588830833596715,0,0,3,0,3,5,1,1,163,5.099866427824199,0,1,3,2,3,1,1,3423.0
7,1,1,6,1.9459101490553132,1,0,1,6,6,192,5.262690188904886,1,0,2,3,2,5,2,2,177,5.181783550292085,0,0,2,2,7,3,1,5664.0
2,9,9,9,2.302585092994046,0,0,4,2,9,63,4.1588830833596715,0,0,3,0,3,3,0,0,126,4.844187086458591,1,0,1,0,6,9,3,882.0
2,1,1,3,1.3862943611198906,0,0,3,3,3,51,3.9512437185814275,0,0,1,2,1,3,1,1,134,4.90527477843843,1,2,4,1,4,1,1,2278.0
0,2,2,9,2.302585092994046,0,0,4,2,9,261,5.568344503761097,0,0,1,2,1,4,2,2,138,4.9344739331306915,1,0,3,5,8,3,1,4002.0
1,0,0,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,1,2,2,13,2.6390573296152584,0,1,3,6,3,1,1,117.0
9,7,7,2,1.0986122886681098,1,2,2,2,2,72,4.290459441148391,1,0,2,2,2,0,2,2,159,5.075173815233827,0,0,4,5,9,1,1,5724.0
6,7,7,2,1.0986122886681098,1,2,2,2,2,56,4.04305126783455,1,2,1,0,6,1,0,0,172,5.153291594497779,1,1,2,4,2,2,2,4816.0
8,9,9,5,1.791759469228055,0,2,0,5,5,55,4.02535169073515,0,1,0,6,5,0,1,1,109,4.700480365792417,0,1,4,4,9,1,1,1199.0
1,4,4,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,5,0,0,49,3.912023005428146,0,1,4,0,9,1,1,441.0
1,5,5,6,1.9459101490553132,1,0,1,6,6,186,5.231108616854587,1,0,1,4,6,2,2,2,53,3.9889840465642745,0,2,3,4,3,1,1,1643.0
3,4,4,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,5,2,2,138,4.9344739331306915,1,0,3,5,8,1,1,414.0
1,0,0,7,2.0794415416798357,0,1,2,0,7,231,5.44673737166631,0,0,1,0,1,5,1,1,171,5.147494476813453,0,0,1,3,1,1,1,5643.0
9,0,0,8,2.1972245773362196,1,2,3,1,8,280,5.638354669333745,1,1,0,0,0,0,1,1,63,4.1588830833596715,0,0,3,0,3,1,1,2205.0
2,8,8,7,2.0794415416798357,0,1,2,0,7,259,5.560681631015528,0,1,4,0,9,1,2,2,147,4.997212273764115,0,0,2,0,7,7,2,5439.0
9,4,4,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,0,5,5,4,0,0,35,3.58351893845611,0,2,0,0,5,5,2,525.0
8,9,9,7,2.0794415416798357,0,1,2,0,7,84,4.442651256490317,1,0,4,0,4,2,0,0,17,2.8903717578961645,0,2,2,3,7,1,1,204.0
7,7,7,3,1.3862943611198906,0,0,3,3,3,117,4.770684624465665,0,0,2,5,7,1,1,1,37,3.6375861597263857,0,1,2,2,7,1,1,1443.0
4,6,6,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,4,0,0,164,5.10594547390058,1,2,4,3,4,2,2,3116.0
9,4,4,8,2.1972245773362196,1,2,3,1,8,248,5.517452896464707,1,2,3,3,8,1,1,1,132,4.890349128221754,1,0,2,6,2,4,1,4092.0
5,0,0,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,0,0,0,150,5.017279836814924,1,0,0,3,0,2,1,2550.0
0,2,2,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,1,2,2,82,4.418840607796598,1,1,2,5,2,2,2,1640.0
2,8,8,8,2.1972245773362196,1,2,3,1,8,320,5.771441123130016,1,2,0,5,0,5,1,1,67,4.219507705176107,0,1,2,4,7,1,1,2680.0
7,7,7,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,2,0,0,86,4.465908118654584,1,2,1,2,6,1,1,860.0
4,8,8,6,1.9459101490553132,1,0,1,6,6,150,5.017279836814924,1,0,0,3,0,1,2,2,130,4.875197323201151,1,1,0,4,0,2,1,3250.0
3,8,8,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,4,0,0,76,4.343805421853684,1,1,1,6,6,1,1,912.0
3,3,3,4,1.6094379124341003,1,1,4,4,4,52,3.970291913552122,1,1,2,3,2,2,0,0,49,3.912023005428146,0,1,4,0,9,1,1,637.0
0,0,0,3,1.3862943611198906,0,0,3,3,3,111,4.718498871295094,0,0,1,6,1,4,1,1,111,4.718498871295094,0,0,1,6,1,3,3,4107.0
4,7,7,7,2.0794415416798357,0,1,2,0,7,238,5.476463551931511,1,1,3,0,8,2,1,1,77,4.356708826689592,0,2,2,0,7,7,2,2618.0
1,1,1,7,2.0794415416798357,0,1,2,0,7,119,4.787491742782046,0,2,4,0,9,1,1,1,160,5.081404364984463,1,1,0,6,0,1,1,2720.0
8,2,2,5,1.791759469228055,0,2,0,5,5,170,5.14166355650266,1,2,0,2,0,0,1,1,32,3.4965075614664802,1,2,2,4,2,1,1,1088.0
4,0,0,9,2.302585092994046,0,0,4,2,9,144,4.976733742420574,1,0,4,4,4,1,1,1,173,5.159055299214529,0,2,3,5,3,1,1,2768.0
2,5,5,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,5,2,2,47,3.871201010907891,0,2,2,5,7,1,1,188.0
9,6,6,7,2.0794415416798357,0,1,2,0,7,70,4.2626798770413155,1,1,0,0,0,5,2,2,145,4.983606621708336,0,1,0,5,5,1,1,1450.0
4,1,1,4,1.6094379124341003,1,1,4,4,4,156,5.056245805348308,1,0,1,2,6,5,1,1,65,4.189654742026425,0,2,0,2,5,1,1,2535.0
5,8,8,7,2.0794415416798357,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,4,0,0,17,2.8903717578961645,0,2,2,3,7,1,1,136.0
8,3,3,4,1.6094379124341003,1,1,4,4,4,124,4.8283137373023015,1,1,4,5,4,1,1,1,134,4.90527477843843,1,2,4,1,4,2,1,4154.0
5,7,7,5,1.791759469228055,0,2,0,5,5,110,4.709530201312334,1,2,0,5,0,4,1,1,74,4.31748811353631,1,2,4,4,4,1,1,1628.0
9,7,7,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,0,5,5,4,2,2,160,5.081404364984463,1,1,0,6,0,5,2,2400.0
3,8,8,6,1.9459101490553132,1,0,1,6,6,162,5.093750200806762,1,0,2,1,2,5,1,1,65,4.189654742026425,0,2,0,2,5,1,1,1755.0
3,2,2,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,5,0,0,107,4.68213122712422,0,2,2,2,7,1,1,1284.0
3,4,4,7,2.0794415416798357,0,1,2,0,7,91,4.5217885770490405,0,1,1,0,1,0,2,2,83,4.430816798843313,0,2,3,6,3,1,1,1079.0
4,8,8,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,0,5,0,3,1,1,120,4.795790545596741,1,0,0,1,0,4,3,1200.0
7,1,1,3,1.3862943611198906,0,0,3,3,3,102,4.634728988229636,1,0,2,4,2,5,1,1,166,5.117993812416755,1,1,1,5,6,1,1,5644.0
3,5,5,6,1.9459101490553132,1,0,1,6,6,186,5.231108616854587,1,0,1,4,6,2,0,0,134,4.90527477843843,1,2,4,1,4,2,1,4154.0
2,1,1,5,1.791759469228055,0,2,0,5,5,125,4.836281906951478,0,2,0,6,5,2,0,0,176,5.176149732573829,1,2,1,1,6,1,1,4400.0
3,1,1,8,2.1972245773362196,1,2,3,1,8,160,5.081404364984463,1,1,0,6,0,2,1,1,85,4.454347296253507,0,1,0,1,5,1,1,1700.0
6,9,9,3,1.3862943611198906,0,0,3,3,3,72,4.290459441148391,1,0,2,2,2,2,2,2,28,3.367295829986474,1,1,3,0,8,1,1,672.0
7,2,2,4,1.6094379124341003,1,1,4,4,4,120,4.795790545596741,1,0,0,1,0,3,1,1,175,5.170483995038151,0,1,0,0,5,1,1,5250.0
4,7,7,2,1.0986122886681098,1,2,2,2,2,60,4.110873864173311,1,0,0,4,0,1,2,2,93,4.543294782270004,0,0,3,2,3,1,1,2790.0
2,7,7,8,2.1972245773362196,1,2,3,1,8,208,5.342334251964811,1,1,3,5,8,2,1,1,144,4.976733742420574,1,0,4,4,4,8,2,3744.0
6,6,6,9,2.302585092994046,0,0,4,2,9,234,5.459585514144159,1,0,4,3,4,4,1,1,60,4.110873864173311,1,0,0,4,0,3,1,1560.0
2,4,4,9,2.302585092994046,0,0,4,2,9,351,5.863631175598097,0,0,1,1,1,1,2,2,12,2.5649493574615367,1,0,2,5,2,3,1,468.0
4,5,5,6,1.9459101490553132,1,0,1,6,6,192,5.262690188904886,1,0,2,3,2,4,0,0,75,4.330733340286331,0,0,0,5,5,3,1,2400.0
1,3,3,8,2.1972245773362196,1,2,3,1,8,288,5.666426688112432,1,0,3,1,8,3,2,2,122,4.812184355372417,1,2,2,3,2,2,1,4392.0
5,9,9,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,1,1,1,46,3.8501476017100584,1,1,1,4,6,2,2,414.0
9,5,5,6,1.9459101490553132,1,0,1,6,6,138,4.9344739331306915,1,0,3,5,8,0,1,1,27,3.332204510175204,0,0,2,6,7,3,1,621.0
7,8,8,8,2.1972245773362196,1,2,3,1,8,320,5.771441123130016,1,2,0,5,0,5,0,0,25,3.258096538021482,0,1,0,4,5,1,1,1000.0
5,9,9,3,1.3862943611198906,0,0,3,3,3,99,4.605170185988092,0,0,4,1,9,2,0,0,13,2.6390573296152584,0,1,3,6,3,1,1,429.0
6,9,9,9,2.302585092994046,0,0,4,2,9,324,5.783825182329737,1,0,4,2,4,4,2,2,12,2.5649493574615367,1,0,2,5,2,3,2,432.0
8,4,4,2,1.0986122886681098,1,2,2,2,2,60,4.110873864173311,1,0,0,4,0,5,2,2,75,4.330733340286331,0,0,0,5,5,1,1,2250.0
9,8,8,2,1.0986122886681098,1,2,2,2,2,34,3.5553480614894135,1,1,4,6,4,1,0,0,63,4.1588830833596715,0,0,3,0,3,1,1,1071.0
7,3,3,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,4,0,0,67,4.219507705176107,0,1,2,4,7,1,1,536.0
1,6,6,9,2.302585092994046,0,0,4,2,9,54,4.007333185232471,1,0,4,5,4,2,2,2,134,4.90527477843843,1,2,4,1,4,1,1,804.0
3,1,1,6,1.9459101490553132,1,0,1,6,6,192,5.262690188904886,1,0,2,3,2,5,0,0,102,4.634728988229636,1,0,2,4,2,6,2,3264.0
4,4,4,2,1.0986122886681098,1,2,2,2,2,72,4.290459441148391,1,0,2,2,2,4,1,1,127,4.852030263919617,0,1,2,1,7,1,1,4572.0
9,7,7,9,2.302585092994046,0,0,4,2,9,72,4.290459441148391,1,0,2,2,2,4,2,2,160,5.081404364984463,1,1,0,6,0,1,1,1280.0
4,2,2,4,1.6094379124341003,1,1,4,4,4,104,4.653960350157523,1,2,4,6,4,4,1,1,36,3.6109179126442243,1,0,1,1,6,4,2,936.0
2,8,8,5,1.791759469228055,0,2,0,5,5,130,4.875197323201151,1,1,0,4,0,4,0,0,121,4.804021044733257,0,1,1,2,1,1,1,3146.0
3,8,8,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,1,1,1,97,4.584967478670572,0,1,2,6,7,1,1,2328.0
4,0,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,0,1,1,13,2.6390573296152584,0,1,3,6,3,1,1,260.0
5,0,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,0,0,0,67,4.219507705176107,0,1,2,4,7,1,1,335.0
5,4,4,4,1.6094379124341003,1,1,4,4,4,128,4.859812404361672,1,2,3,2,8,2,0,0,31,3.4657359027997265,0,1,1,3,1,1,1,992.0
5,9,9,9,2.302585092994046,0,0,4,2,9,126,4.844187086458591,1,0,1,0,6,0,0,0,129,4.867534450455582,0,0,4,3,9,3,1,1806.0
1,8,8,4,1.6094379124341003,1,1,4,4,4,160,5.081404364984463,1,1,0,6,0,0,2,2,48,3.8918202981106265,1,0,3,6,8,4,2,1920.0
3,0,0,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,2,0,0,157,5.062595033026967,0,1,2,3,7,1,1,1413.0
5,7,7,6,1.9459101490553132,1,0,1,6,6,168,5.1298987149230735,1,0,3,0,8,5,1,1,59,4.0943445622221,0,2,4,3,9,1,1,1652.0
2,0,0,8,2.1972245773362196,1,2,3,1,8,128,4.859812404361672,1,2,3,2,8,3,2,2,166,5.117993812416755,1,1,1,5,6,2,1,2656.0
1,4,4,9,2.302585092994046,0,0,4,2,9,162,5.093750200806762,1,0,2,1,2,4,2,2,135,4.912654885736052,0,0,0,2,5,9,2,2430.0
0,0,0,7,2.0794415416798357,0,1,2,0,7,161,5.087596335232384,0,2,1,0,1,4,0,0,36,3.6109179126442243,1,0,1,1,6,1,1,828.0
8,2,2,7,2.0794415416798357,0,1,2,0,7,42,3.7612001156935624,1,0,2,0,2,2,1,1,20,3.044522437723423,1,2,0,6,0,1,1,120.0
6,0,0,3,1.3862943611198906,0,0,3,3,3,96,4.574710978503383,1,0,1,5,6,5,0,0,171,5.147494476813453,0,0,1,3,1,3,2,5472.0
0,8,8,6,1.9459101490553132,1,0,1,6,6,144,4.976733742420574,1,0,4,4,4,2,0,0,57,4.060443010546419,0,0,2,1,7,3,1,1368.0
3,4,4,7,2.0794415416798357,0,1,2,0,7,168,5.1298987149230735,1,0,3,0,8,5,1,1,162,5.093750200806762,1,0,2,1,2,1,1,3888.0
