slot_group_count,slot_group_count_abs_log1p,slot_group_count_mod3,slot_group_count_mod7,slot_avg_units_per_member,slot_avg_units_per_member_abs_log1p,slot_avg_units_per_member_mod3,slot_avg_units_per_member_mod7,slot_unit_price,slot_unit_price_abs_log1p,slot_unit_price_frac,slot_unit_price_n_decimals,slot_unit_cost,slot_unit_cost_abs_log1p,slot_unit_cost_frac,slot_unit_cost_n_decimals,slot_group_label,slot_item_name,slot_currency_symbol,slot_fund_purpose,gcd_all,n_multiple_pairs,y
150,5.017279836814924,0,3,100,4.61512051684126,1,2,4.33,1.673351238177753,0.33000000000000007,2,3.85,1.5789787049493917,0.8500000000000001,2,4,2,0,4,50,0,7200.0
60,4.110873864173311,0,4,20,3.044522437723423,2,6,2.16,1.1505720275988207,0.16000000000000014,2,0.99,0.688134638736401,0.99,2,4,4,0,4,20,1,1404.0
30,3.4339872044851463,0,2,60,4.110873864173311,0,4,4.24,1.6563214983329508,0.2400000000000002,2,3.52,1.5085119938441398,0.52,2,1,0,0,5,30,1,1296.0
170,5.14166355650266,2,2,10,2.3978952727983707,1,3,3.24,1.4445632692438664,0.2400000000000002,2,1.69,0.9895411936137477,0.69,2,4,1,2,5,10,1,2635.0
190,5.25227342804663,1,1,40,3.713572066704308,1,5,5.03,1.7967470107390942,0.03000000000000025,2,3.5,1.5040773967762742,0.5,1,3,5,0,1,10,0,11628.0
200,5.303304908059076,2,4,40,3.713572066704308,1,5,5.72,1.9050881545350582,0.7199999999999998,2,4.08,1.6253112615903906,0.08000000000000007,2,4,5,3,1,40,1,13120.0
20,3.044522437723423,2,6,60,4.110873864173311,0,4,5.44,1.8625285401162623,0.4400000000000004,2,4.46,1.6974487897568136,0.45999999999999996,2,5,1,0,4,20,1,1176.0
100,4.61512051684126,1,2,10,2.3978952727983707,1,3,1.18,0.7793248768009976,0.17999999999999994,2,1.02,0.7030975114131134,0.020000000000000018,2,5,0,0,1,10,1,160.0
190,5.25227342804663,1,1,90,4.51085950651685,0,6,4.21,1.6505798557652755,0.20999999999999996,2,2.91,1.3635373739972745,0.9100000000000001,2,4,2,2,0,10,0,22230.0
130,4.875197323201151,1,4,80,4.394449154672439,2,3,6.7,2.0412203288596382,0.7000000000000002,1,4.8,1.7578579175523736,0.7999999999999998,1,0,4,3,3,10,0,19760.0
110,4.709530201312334,2,5,50,3.9318256327243257,2,1,3.26,1.449269160281279,0.2599999999999998,2,2.59,1.2781522025001875,0.5899999999999999,2,5,5,2,2,10,0,3685.0
30,3.4339872044851463,0,2,30,3.4339872044851463,0,2,5.69,1.900613874140137,0.6900000000000004,2,4.4,1.6863989535702288,0.40000000000000036,1,0,3,1,4,30,1,1161.0
120,4.795790545596741,0,1,70,4.2626798770413155,1,0,3.08,1.4060969884160703,0.08000000000000007,2,2.09,1.128171090909654,0.08999999999999986,2,4,0,1,1,10,0,8316.0
120,4.795790545596741,0,1,90,4.51085950651685,0,6,5.62,1.890095369948917,0.6200000000000001,2,4.21,1.6505798557652755,0.20999999999999996,2,1,1,3,0,30,0,15228.0
100,4.61512051684126,1,2,90,4.51085950651685,0,6,3.23,1.4422019930581866,0.22999999999999998,2,1.32,0.8415671856782186,0.32000000000000006,2,4,0,0,4,10,0,17190.0
180,5.198497031265826,0,5,10,2.3978952727983707,1,3,4.07,1.623340817603092,0.07000000000000028,2,3.7,1.547562508716013,0.7000000000000002,1,4,4,3,1,10,1,666.0
120,4.795790545596741,0,1,50,3.9318256327243257,2,1,4.02,1.6134299337036377,0.019999999999999574,2,2.47,1.244154593958768,0.4700000000000002,2,1,5,1,5,10,0,9300.0
140,4.948759890378168,2,0,90,4.51085950651685,0,6,3.63,1.5325568680981427,0.6299999999999999,2,3.57,1.5195132049061133,0.5699999999999998,2,2,3,0,5,10,0,756.0
120,4.795790545596741,0,1,50,3.9318256327243257,2,1,2.18,1.1568811967920856,0.18000000000000016,2,1.86,1.0508216248317612,0.8600000000000001,2,3,1,0,0,10,0,1920.0
60,4.110873864173311,0,4,20,3.044522437723423,2,6,3.99,1.6074359097634274,0.9900000000000002,2,3.32,1.463255402256019,0.31999999999999984,2,5,4,2,0,20,1,804.0
110,4.709530201312334,2,5,80,4.394449154672439,2,3,5.88,1.9286186519452522,0.8799999999999999,2,4.17,1.6428726885203377,0.16999999999999993,2,3,5,1,0,10,0,15048.0
70,4.2626798770413155,1,0,10,2.3978952727983707,1,3,5.86,1.925707441737794,0.8600000000000003,2,4.51,1.706564623164823,0.5099999999999998,2,2,3,0,2,10,1,945.0
130,4.875197323201151,1,4,50,3.9318256327243257,2,1,2.73,1.3164082336557241,0.73,2,2.15,1.1474024528375417,0.1499999999999999,2,4,5,0,5,10,0,3770.0
130,4.875197323201151,1,4,30,3.4339872044851463,0,2,5.34,1.8468787684491346,0.33999999999999986,2,4.46,1.6974487897568136,0.45999999999999996,2,5,1,3,1,10,0,3432.0
110,4.709530201312334,2,5,80,4.394449154672439,2,3,4.43,1.691939133945844,0.4299999999999997,2,3.59,1.5238800240724537,0.5899999999999999,2,0,3,2,2,10,0,7392.0
30,3.4339872044851463,0,2,80,4.394449154672439,2,3,5.5,1.8718021769015913,0.5,1,4.16,1.6409365794934714,0.16000000000000014,2,2,4,1,3,10,0,3216.0
170,5.14166355650266,2,2,90,4.51085950651685,0,6,3.91,1.5912739418064292,0.9100000000000001,2,2.34,1.205970806988609,0.33999999999999986,2,0,1,0,2,10,0,24021.0
150,5.017279836814924,0,3,10,2.3978952727983707,1,3,5.59,1.8855533485144158,0.5899999999999999,2,3.63,1.5325568680981427,0.6299999999999999,2,0,1,1,5,10,1,2940.0
70,4.2626798770413155,1,0,40,3.713572066704308,1,5,4.17,1.6428726885203377,0.16999999999999993,2,3.57,1.5195132049061133,0.5699999999999998,2,2,4,0,3,10,0,1680.0
170,5.14166355650266,2,2,90,4.51085950651685,0,6,2.79,1.332366019094335,0.79,2,1.92,1.0715836162801904,0.9199999999999999,2,4,3,0,3,10,0,13311.0
50,3.9318256327243257,2,1,20,3.044522437723423,2,6,4.57,1.7173950539391927,0.5700000000000003,2,4.52,1.7083778602890038,0.5199999999999996,2,1,2,3,2,10,0,50.0
160,5.081404364984463,1,6,100,4.61512051684126,1,2,4.09,1.6272778305624314,0.08999999999999986,2,2.97,1.3787660946990992,0.9700000000000002,2,1,1,3,2,20,0,17920.0
130,4.875197323201151,1,4,50,3.9318256327243257,2,1,2.09,1.128171090909654,0.08999999999999986,2,0.2,0.18232155679395465,0.2,1,0,1,3,5,10,0,12285.0
20,3.044522437723423,2,6,70,4.2626798770413155,1,0,1.08,0.7323678937132266,0.08000000000000007,2,0.52,0.41871033485818504,0.52,2,2,3,2,4,10,0,784.0
200,5.303304908059076,2,4,100,4.61512051684126,1,2,4.86,1.7681496035889213,0.8600000000000003,2,3.06,1.4011829736136412,0.06000000000000005,2,2,4,3,3,100,1,36000.0
20,3.044522437723423,2,6,50,3.9318256327243257,2,1,1.08,0.7323678937132266,0.08000000000000007,2,0.44,0.36464311358790924,0.44,2,3,4,0,5,10,0,640.0
20,3.044522437723423,2,6,100,4.61512051684126,1,2,4.08,1.6253112615903906,0.08000000000000007,2,3.6,1.5260563034950494,0.6000000000000001,1,3,1,2,0,20,1,960.0
70,4.2626798770413155,1,0,10,2.3978952727983707,1,3,3.73,1.5539252025038417,0.73,2,1.76,1.0152306797290587,0.76,2,0,1,0,2,10,1,1379.0
130,4.875197323201151,1,4,70,4.2626798770413155,1,0,3.65,1.536867219599265,0.6499999999999999,2,2.34,1.205970806988609,0.33999999999999986,2,0,5,1,5,10,0,11921.0
200,5.303304908059076,2,4,30,3.4339872044851463,0,2,2.28,1.1878434223960523,0.2799999999999998,2,1.12,0.7514160886839212,0.1200000000000001,2,3,1,2,0,10,0,6960.0
100,4.61512051684126,1,2,40,3.713572066704308,1,5,3.66,1.5390154481375546,0.6600000000000001,2,2.67,1.3001916620664788,0.6699999999999999,2,2,1,0,5,20,0,3960.0
110,4.709530201312334,2,5,30,3.4339872044851463,0,2,2.6,1.2809338454620642,0.6000000000000001,1,1.03,0.708035793053696,0.030000000000000027,2,4,1,3,0,10,0,5181.0
20,3.044522437723423,2,6,60,4.110873864173311,0,4,2.18,1.1568811967920856,0.18000000000000016,2,1.66,0.9783261227936076,0.6599999999999999,2,3,0,0,2,20,1,624.0
120,4.795790545596741,0,1,40,3.713572066704308,1,5,1.4,0.8754687373538999,0.3999999999999999,1,0.98,0.6830968447064438,0.98,2,5,3,1,0,40,1,2016.0
80,4.394449154672439,2,3,60,4.110873864173311,0,4,2.91,1.3635373739972745,0.9100000000000001,2,2.35,1.208960345836975,0.3500000000000001,2,2,3,1,0,20,0,2688.0
90,4.51085950651685,0,6,60,4.110873864173311,0,4,5.22,1.827769906751088,0.21999999999999975,2,4.61,1.724550719534605,0.6100000000000003,2,1,3,1,2,30,0,3294.0
120,4.795790545596741,0,1,90,4.51085950651685,0,6,3.05,1.3987168811184478,0.04999999999999982,2,1.73,1.0043016091968684,0.73,2,4,3,0,1,30,0,14256.0
150,5.017279836814924,0,3,60,4.110873864173311,0,4,4.67,1.7351891177396608,0.6699999999999999,2,3.56,1.5173226235262947,0.56,2,2,4,2,3,30,0,9990.0
180,5.198497031265826,0,5,80,4.394449154672439,2,3,1.17,0.7747271675523681,0.16999999999999993,2,0.32,0.2776317365982795,0.32,2,1,3,0,2,20,0,12240.0
170,5.14166355650266,2,2,100,4.61512051684126,1,2,4.35,1.6770965609079151,0.34999999999999964,2,2.61,1.2837077723447896,0.6099999999999999,2,4,5,3,2,10,0,29580.0
130,4.875197323201151,1,4,30,3.4339872044851463,0,2,4.8,1.7578579175523736,0.7999999999999998,1,3.44,1.4906543764441333,0.43999999999999995,2,3,0,2,4,10,0,5304.0
160,5.081404364984463,1,6,100,4.61512051684126,1,2,5.66,1.8961194845522977,0.6600000000000001,2,4.95,1.7833912195575383,0.9500000000000002,2,5,2,1,1,20,0,11360.0
140,4.948759890378168,2,0,30,3.4339872044851463,0,2,2.58,1.275362800412609,0.5800000000000001,2,2.12,1.1378330018213911,0.1200000000000001,2,2,2,3,5,10,0,1932.0
60,4.110873864173311,0,4,40,3.713572066704308,1,5,3.84,1.5769147207285403,0.8399999999999999,2,3.39,1.47932922708708,0.3900000000000001,2,0,4,0,2,20,0,1080.0
110,4.709530201312334,2,5,10,2.3978952727983707,1,3,3.87,1.5830939370944985,0.8700000000000001,2,2.15,1.1474024528375417,0.1499999999999999,2,4,3,1,3,10,1,1892.0
30,3.4339872044851463,0,2,20,3.044522437723423,2,6,1.48,0.9082585601768908,0.48,2,0.34,0.29266961396282004,0.34,2,4,1,1,1,10,0,684.0
130,4.875197323201151,1,4,20,3.044522437723423,2,6,4.32,1.6714733033535532,0.3200000000000003,2,3.77,1.56234630490025,0.77,2,3,4,3,2,10,0,1430.0
150,5.017279836814924,0,3,60,4.110873864173311,0,4,2.82,1.3402504226184837,0.8199999999999998,2,0.95,0.6678293725756554,0.95,2,5,3,0,4,30,0,16830.0
40,3.713572066704308,1,5,30,3.4339872044851463,0,2,3.7,1.547562508716013,0.7000000000000002,1,2.33,1.2029723039923526,0.33000000000000007,2,3,3,3,1,10,0,1644.0
120,4.795790545596741,0,1,80,4.394449154672439,2,3,4.84,1.7647307968401356,0.8399999999999999,2,3.39,1.47932922708708,0.3900000000000001,2,3,3,0,5,40,0,13920.0
30,3.4339872044851463,0,2,90,4.51085950651685,0,6,2.89,1.358409157630355,0.8900000000000001,2,1.88,1.0577902941478545,0.8799999999999999,2,1,0,1,2,30,1,2727.0
60,4.110873864173311,0,4,50,3.9318256327243257,2,1,1.0,0.6931471805599453,0.0,1,0.43,0.3576744442718159,0.43,2,4,1,2,5,10,0,1710.0
20,3.044522437723423,2,6,80,4.394449154672439,2,3,3.27,1.4516138272405332,0.27,2,1.65,0.9745596399981308,0.6499999999999999,2,3,1,1,2,20,1,2592.0
50,3.9318256327243257,2,1,70,4.2626798770413155,1,0,4.99,1.7900914121273581,0.9900000000000002,2,4.58,1.7191887763932197,0.5800000000000001,2,2,0,1,3,10,0,1435.0
80,4.394449154672439,2,3,40,3.713572066704308,1,5,5.43,1.860974538249528,0.4299999999999997,2,3.64,1.534714366238164,0.6400000000000001,2,2,1,1,3,40,1,5728.0
70,4.2626798770413155,1,0,30,3.4339872044851463,0,2,3.47,1.4973884086254776,0.4700000000000002,2,2.18,1.1568811967920856,0.18000000000000016,2,2,3,3,2,10,0,2709.0
30,3.4339872044851463,0,2,30,3.4339872044851463,0,2,5.33,1.8453002361560848,0.33000000000000007,2,4.01,1.6114359150967734,0.009999999999999787,2,2,0,1,0,30,1,1188.0
60,4.110873864173311,0,4,60,4.110873864173311,0,4,2.08,1.1249295969854831,0.08000000000000007,2,0.43,0.3576744442718159,0.43,2,4,2,1,5,60,1,5940.0
60,4.110873864173311,0,4,60,4.110873864173311,0,4,5.1,1.8082887711792655,0.09999999999999964,1,3.68,1.5432981099295553,0.6800000000000002,2,4,5,0,4,60,1,5112.0
160,5.081404364984463,1,6,70,4.2626798770413155,1,0,4.4,1.6863989535702288,0.40000000000000036,1,2.68,1.3029127521808397,0.6800000000000002,2,4,3,3,5,10,0,19264.0
90,4.51085950651685,0,6,10,2.3978952727983707,1,3,4.04,1.6174060820832772,0.040000000000000036,2,3.45,1.4929040961781488,0.4500000000000002,2,1,5,0,4,10,1,531.0
110,4.709530201312334,2,5,60,4.110873864173311,0,4,5.04,1.7984040119467235,0.040000000000000036,2,3.72,1.551808799597464,0.7200000000000002,2,3,4,3,4,10,0,8712.0
190,5.25227342804663,1,1,10,2.3978952727983707,1,3,2.0,1.0986122886681098,0.0,1,1.49,0.9122827104766162,0.49,2,3,3,3,4,10,1,969.0
40,3.713572066704308,1,5,100,4.61512051684126,1,2,3.85,1.5789787049493917,0.8500000000000001,2,3.31,1.4609379041156565,0.31000000000000005,2,2,4,2,5,20,0,2160.0
100,4.61512051684126,1,2,30,3.4339872044851463,0,2,4.05,1.6193882432872684,0.04999999999999982,2,2.4,1.2237754316221157,0.3999999999999999,1,0,4,1,5,10,0,4950.0
90,4.51085950651685,0,6,10,2.3978952727983707,1,3,3.24,1.4445632692438664,0.2400000000000002,2,2.85,1.3480731482996928,0.8500000000000001,2,2,3,1,1,10,1,351.0
90,4.51085950651685,0,6,90,4.51085950651685,0,6,2.22,1.169381359556317,0.2200000000000002,2,1.99,1.095273387402595,0.99,2,2,5,3,4,90,1,1863.0
200,5.303304908059076,2,4,60,4.110873864173311,0,4,3.72,1.551808799597464,0.7200000000000002,2,3.31,1.4609379041156565,0.31000000000000005,2,0,0,3,4,20,0,4920.0
140,4.948759890378168,2,0,100,4.61512051684126,1,2,4.62,1.7263316639055997,0.6200000000000001,2,3.21,1.43746264769429,0.20999999999999996,2,1,0,3,1,20,0,19740.0
140,4.948759890378168,2,0,70,4.2626798770413155,1,0,3.93,1.5953389880545987,0.9300000000000002,2,2.3,1.1939224684724346,0.2999999999999998,1,0,3,3,4,70,1,15974.0
200,5.303304908059076,2,4,50,3.9318256327243257,2,1,2.37,1.2149127443642704,0.3700000000000001,2,1.75,1.0116009116784799,0.75,2,1,4,2,4,50,1,6200.0
110,4.709530201312334,2,5,50,3.9318256327243257,2,1,2.65,1.2947271675944,0.6499999999999999,2,2.04,1.1118575154181303,0.040000000000000036,2,3,0,1,4,10,0,3355.0
160,5.081404364984463,1,6,20,3.044522437723423,2,6,6.16,1.9685099809725544,0.16000000000000014,2,4.55,1.713797927758343,0.5499999999999998,2,1,0,0,4,20,1,5152.0
160,5.081404364984463,1,6,90,4.51085950651685,0,6,1.56,0.9400072584914712,0.56,2,0.21,0.1906203596086497,0.21,2,2,1,2,1,10,0,19440.0
70,4.2626798770413155,1,0,40,3.713572066704308,1,5,5.68,1.8991179875485542,0.6799999999999997,2,3.78,1.5644405465033646,0.7799999999999998,2,2,2,3,4,10,0,5320.0
150,5.017279836814924,0,3,20,3.044522437723423,2,6,3.99,1.6074359097634274,0.9900000000000002,2,3.62,1.5303947050936475,0.6200000000000001,2,4,3,3,4,10,0,1110.0
50,3.9318256327243257,2,1,40,3.713572066704308,1,5,5.85,1.9242486522741338,0.8499999999999996,2,4.51,1.706564623164823,0.5099999999999998,2,1,5,2,0,10,0,2680.0
100,4.61512051684126,1,2,100,4.61512051684126,1,2,4.07,1.623340817603092,0.07000000000000028,2,2.16,1.1505720275988207,0.16000000000000014,2,0,4,2,1,100,1,19100.0
140,4.948759890378168,2,0,50,3.9318256327243257,2,1,2.27,1.184789984909162,0.27,2,1.41,0.8796267475025636,0.4099999999999999,2,2,2,0,3,10,0,6020.0
50,3.9318256327243257,2,1,20,3.044522437723423,2,6,3.5,1.5040773967762742,0.5,1,2.97,1.3787660946990992,0.9700000000000002,2,4,2,0,5,10,0,530.0
150,5.017279836814924,0,3,90,4.51085950651685,0,6,5.56,1.8809906029559975,0.5599999999999996,2,3.79,1.5665304114228238,0.79,2,3,2,3,1,30,0,23895.0
180,5.198497031265826,0,5,50,3.9318256327243257,2,1,4.04,1.6174060820832772,0.040000000000000036,2,2.27,1.184789984909162,0.27,2,3,2,3,4,10,0,15930.0
90,4.51085950651685,0,6,40,3.713572066704308,1,5,2.88,1.355835153635182,0.8799999999999999,2,1.91,1.068153081183401,0.9099999999999999,2,4,2,3,4,10,0,3492.0
100,4.61512051684126,1,2,100,4.61512051684126,1,2,4.29,1.665818245870208,0.29000000000000004,2,3.7,1.547562508716013,0.7000000000000002,1,1,0,1,3,100,1,5900.0
60,4.110873864173311,0,4,60,4.110873864173311,0,4,4.03,1.6154199841116479,0.03000000000000025,2,3.95,1.599387576580599,0.9500000000000002,2,2,0,1,0,60,1,288.0
30,3.4339872044851463,0,2,10,2.3978952727983707,1,3,1.93,1.0750024230289759,0.9299999999999999,2,1.67,0.9820784724121582,0.6699999999999999,2,0,2,1,1,10,1,78.0
180,5.198497031265826,0,5,50,3.9318256327243257,2,1,4.06,1.6213664832993742,0.05999999999999961,2,2.88,1.355835153635182,0.8799999999999999,2,5,3,3,3,10,0,10620.0
50,3.9318256327243257,2,1,70,4.2626798770413155,1,0,3.81,1.5706970841176697,0.81,2,2.93,1.3686394258811698,0.9300000000000002,2,3,4,2,1,10,0,3080.0
20,3.044522437723423,2,6,60,4.110873864173311,0,4,5.43,1.860974538249528,0.4299999999999997,2,3.45,1.4929040961781488,0.4500000000000002,2,4,0,0,1,20,1,2376.0
20,3.044522437723423,2,6,80,4.394449154672439,2,3,4.46,1.6974487897568136,0.45999999999999996,2,2.8,1.33500106673234,0.7999999999999998,1,2,0,1,4,20,1,2656.0
180,5.198497031265826,0,5,100,4.61512051684126,1,2,4.75,1.749199854809259,0.75,2,4.18,1.6448050562713916,0.17999999999999972,2,4,4,0,4,20,0,10260.0
30,3.4339872044851463,0,2,60,4.110873864173311,0,4,5.55,1.8794650496471605,0.5499999999999998,2,4.91,1.776645831418007,0.9100000000000001,2,4,2,2,5,30,1,1152.0
140,4.948759890378168,2,0,90,4.51085950651685,0,6,2.65,1.2947271675944,0.6499999999999999,2,0.89,0.636576829071551,0.89,2,3,1,3,5,10,0,22176.0
180,5.198497031265826,0,5,20,3.044522437723423,2,6,3.4,1.4816045409242156,0.3999999999999999,1,1.92,1.0715836162801904,0.9199999999999999,2,0,4,2,1,20,1,5328.0
190,5.25227342804663,1,1,80,4.394449154672439,2,3,5.25,1.8325814637483102,0.25,2,4.61,1.724550719534605,0.6100000000000003,2,4,0,2,5,10,0,9728.0
170,5.14166355650266,2,2,80,4.394449154672439,2,3,2.73,1.3164082336557241,0.73,2,1.85,1.0473189942805592,0.8500000000000001,2,2,0,3,1,10,0,11968.0
100,4.61512051684126,1,2,20,3.044522437723423,2,6,4.9,1.7749523509116738,0.9000000000000004,1,3.01,1.3887912413184778,0.009999999999999787,2,5,3,2,0,20,1,3780.0
70,4.2626798770413155,1,0,50,3.9318256327243257,2,1,2.23,1.172482137234565,0.22999999999999998,2,0.69,0.5247285289349821,0.69,2,4,4,0,1,10,0,5390.0
100,4.61512051684126,1,2,50,3.9318256327243257,2,1,0.43,0.3576744442718159,0.43,2,0.32,0.2776317365982795,0.32,2,4,2,2,0,50,1,550.0
80,4.394449154672439,2,3,30,3.4339872044851463,0,2,1.33,0.8458682675776092,0.33000000000000007,2,0.42,0.35065687161316933,0.42,2,4,0,0,3,10,0,2184.0
90,4.51085950651685,0,6,40,3.713572066704308,1,5,4.71,1.742219023667919,0.71,2,3.2,1.4350845252893227,0.20000000000000018,1,1,0,2,1,10,0,5436.0
100,4.61512051684126,1,2,100,4.61512051684126,1,2,4.71,1.742219023667919,0.71,2,4.62,1.7263316639055997,0.6200000000000001,2,0,0,1,5,100,1,900.0
110,4.709530201312334,2,5,30,3.4339872044851463,0,2,1.98,1.091923300517313,0.98,2,1.24,0.8064758658669485,0.24,2,0,1,0,2,10,0,2442.0
20,3.044522437723423,2,6,10,2.3978952727983707,1,3,4.17,1.6428726885203377,0.16999999999999993,2,3.61,1.5282278570085572,0.6099999999999999,2,0,0,2,5,10,1,112.0
70,4.2626798770413155,1,0,100,4.61512051684126,1,2,4.65,1.7316555451583497,0.6500000000000004,2,3.13,1.4182774069729414,0.1299999999999999,2,4,4,3,2,10,0,10640.0
200,5.303304908059076,2,4,80,4.394449154672439,2,3,2.43,1.2325602611778486,0.43000000000000016,2,1.87,1.0543120297715298,0.8700000000000001,2,3,5,3,3,40,0,8960.0
70,4.2626798770413155,1,0,30,3.4339872044851463,0,2,4.01,1.6114359150967734,0.009999999999999787,2,3.31,1.4609379041156565,0.31000000000000005,2,4,1,1,1,10,0,1470.0
110,4.709530201312334,2,5,60,4.110873864173311,0,4,5.35,1.8484548129046001,0.34999999999999964,2,4.83,1.763017000362401,0.8300000000000001,2,3,1,0,3,10,0,3432.0
140,4.948759890378168,2,0,40,3.713572066704308,1,5,2.07,1.1216775615991057,0.06999999999999984,2,0.61,0.4762341789963716,0.61,2,4,1,0,1,20,0,8176.0
140,4.948759890378168,2,0,90,4.51085950651685,0,6,6.51,2.0162354657760435,0.5099999999999998,2,4.73,1.7457155307266483,0.7300000000000004,2,4,1,2,4,10,0,22428.0
120,4.795790545596741,0,1,100,4.61512051684126,1,2,2.54,1.264126727145683,0.54,2,1.22,0.7975071958841881,0.21999999999999997,2,3,3,1,4,20,0,15840.0
140,4.948759890378168,2,0,40,3.713572066704308,1,5,3.94,1.597365331199831,0.94,2,3.6,1.5260563034950494,0.6000000000000001,1,5,3,1,1,20,0,1904.0
160,5.081404364984463,1,6,20,3.044522437723423,2,6,5.63,1.891604804197771,0.6299999999999999,2,3.88,1.5851452198650557,0.8799999999999999,2,1,5,2,1,20,1,5600.0
200,5.303304908059076,2,4,90,4.51085950651685,0,6,3.17,1.4279160358107101,0.16999999999999993,2,3.08,1.4060969884160703,0.08000000000000007,2,0,3,2,0,10,0,1620.0
200,5.303304908059076,2,4,10,2.3978952727983707,1,3,5.36,1.8500283773520307,0.3600000000000003,2,4.85,1.766441661243765,0.8499999999999996,2,0,0,2,5,10,1,1020.0
200,5.303304908059076,2,4,80,4.394449154672439,2,3,3.51,1.506297153514587,0.5099999999999998,2,3.41,1.4838746894587547,0.41000000000000014,2,0,1,0,0,40,0,1600.0
120,4.795790545596741,0,1,70,4.2626798770413155,1,0,2.19,1.1600209167967532,0.18999999999999995,2,1.48,0.9082585601768908,0.48,2,1,1,1,1,10,0,5964.0
30,3.4339872044851463,0,2,70,4.2626798770413155,1,0,5.02,1.7950872593207297,0.019999999999999574,2,3.59,1.5238800240724537,0.5899999999999999,2,3,1,0,3,10,0,3003.0
120,4.795790545596741,0,1,50,3.9318256327243257,2,1,3.44,1.4906543764441333,0.43999999999999995,2,2.09,1.128171090909654,0.08999999999999986,2,5,2,1,0,10,0,8100.0
80,4.394449154672439,2,3,30,3.4339872044851463,0,2,3.8,1.5686159179138452,0.7999999999999998,1,3.74,1.556037135706985,0.7400000000000002,2,1,4,2,2,10,0,144.0
130,4.875197323201151,1,4,70,4.2626798770413155,1,0,3.5,1.5040773967762742,0.5,1,3.35,1.4701758451005928,0.3500000000000001,2,0,3,0,5,10,0,1365.0
160,5.081404364984463,1,6,30,3.4339872044851463,0,2,1.71,0.9969486348916096,0.71,2,1.34,0.8501509293696101,0.3400000000000001,2,2,4,1,2,10,0,1776.0
80,4.394449154672439,2,3,60,4.110873864173311,0,4,2.94,1.3711807233098425,0.94,2,2.75,1.3217558399823195,0.75,2,4,3,1,2,20,0,912.0
20,3.044522437723423,2,6,100,4.61512051684126,1,2,2.87,1.3532545070416904,0.8700000000000001,2,1.83,1.0402767116551463,0.8300000000000001,2,4,4,2,1,20,1,2080.0
200,5.303304908059076,2,4,70,4.2626798770413155,1,0,5.09,1.8066480817218056,0.08999999999999986,2,3.89,1.5871923034867808,0.8900000000000001,2,0,3,1,1,10,0,16800.0
60,4.110873864173311,0,4,40,3.713572066704308,1,5,5.88,1.9286186519452522,0.8799999999999999,2,4.69,1.7387102481382397,0.6900000000000004,2,5,4,2,5,20,0,2856.0
130,4.875197323201151,1,4,30,3.4339872044851463,0,2,4.75,1.749199854809259,0.75,2,2.99,1.3837912309017721,0.9900000000000002,2,4,1,2,1,10,0,6864.0
90,4.51085950651685,0,6,30,3.4339872044851463,0,2,4.44,1.6937790608678513,0.4400000000000004,2,4.1,1.62924053973028,0.09999999999999964,1,4,3,2,1,30,1,918.0
150,5.017279836814924,0,3,40,3.713572066704308,1,5,5.42,1.8594181177018698,0.41999999999999993,2,3.96,1.601405740736836,0.96,2,2,1,0,5,10,0,8760.0
150,5.017279836814924,0,3,80,4.394449154672439,2,3,1.93,1.0750024230289759,0.9299999999999999,2,1.1,0.7419373447293773,0.10000000000000009,1,5,1,2,2,10,0,9960.0
190,5.25227342804663,1,1,40,3.713572066704308,1,5,5.32,1.843719208158766,0.3200000000000003,2,4.79,1.7561322915849038,0.79,2,2,1,2,4,10,0,4028.0
80,4.394449154672439,2,3,60,4.110873864173311,0,4,4.82,1.7613002617433464,0.8200000000000003,2,4.7,1.7404661748405046,0.7000000000000002,1,1,1,1,3,20,0,576.0
80,4.394449154672439,2,3,20,3.044522437723423,2,6,3.39,1.47932922708708,0.3900000000000001,2,2.75,1.3217558399823195,0.75,2,3,4,2,2,20,1,1024.0
50,3.9318256327243257,2,1,90,4.51085950651685,0,6,6.68,2.038619547159581,0.6799999999999997,2,4.79,1.7561322915849038,0.79,2,2,5,0,3,10,0,8505.0
120,4.795790545596741,0,1,60,4.110873864173311,0,4,6.59,2.0268315914075385,0.5899999999999999,2,4.64,1.7298840655099674,0.6399999999999997,2,2,4,1,3,60,1,14040.0
200,5.303304908059076,2,4,30,3.4339872044851463,0,2,1.91,1.068153081183401,0.9099999999999999,2,0.44,0.36464311358790924,0.44,2,3,3,1,3,10,0,8820.0
80,4.394449154672439,2,3,30,3.4339872044851463,0,2,3.94,1.597365331199831,0.94,2,2.87,1.3532545070416904,0.8700000000000001,2,5,4,3,2,10,0,2568.0
60,4.110873864173311,0,4,100,4.61512051684126,1,2,2.84,1.3454723665996355,0.8399999999999999,2,2.45,1.2383742310432684,0.4500000000000002,2,5,2,2,2,20,0,2340.0
20,3.044522437723423,2,6,30,3.4339872044851463,0,2,2.27,1.184789984909162,0.27,2,1.77,1.0188473201992472,0.77,2,4,3,0,1,10,0,300.0
50,3.9318256327243257,2,1,90,4.51085950651685,0,6,4.55,1.713797927758343,0.5499999999999998,2,4.26,1.6601310267496185,0.2599999999999998,2,4,5,2,2,10,0,1305.0
160,5.081404364984463,1,6,20,3.044522437723423,2,6,5.81,1.918392120161421,0.8099999999999996,2,4.92,1.7783364488959144,0.9199999999999999,2,3,4,0,5,20,1,2848.0
