slot_dist_first_to_second,slot_dist_first_to_second_abs_log1p,slot_dist_first_to_second_is_even,slot_dist_first_to_second_mod3,slot_dist_first_to_second_mod5,slot_dist_first_to_second_mod7,slot_dist_first_to_second_mod10,slot_dist_second_to_third,slot_dist_second_to_third_abs_log1p,slot_dist_second_to_third_is_even,slot_dist_second_to_third_mod3,slot_dist_second_to_third_mod5,slot_dist_second_to_third_mod7,slot_dist_second_to_third_mod10,slot_reduction_from_combined,slot_reduction_from_combined_abs_log1p,slot_reduction_from_combined_is_even,slot_reduction_from_combined_mod3,slot_reduction_from_combined_mod5,slot_reduction_from_combined_mod7,slot_reduction_from_combined_mod10,slot_loops_per_day,slot_loops_per_day_abs_log1p,slot_loops_per_day_is_even,slot_loops_per_day_mod3,slot_loops_per_day_mod5,slot_loops_per_day_mod7,slot_loops_per_day_mod10,slot_service_interval_distance,slot_service_interval_distance_abs_log1p,slot_service_interval_distance_is_even,slot_service_interval_distance_mod3,slot_service_interval_distance_mod5,slot_service_interval_distance_mod7,slot_service_interval_distance_mod10,slot_unit,slot_vehicle,slot_location_label,gcd_all,n_multiple_pairs,y
311,5.7430031878094825,0,2,1,3,1,106,4.672828834461906,1,1,1,1,6,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,70864,11.168531937601006,1,1,4,3,4,1,5,0,1,3,43.0
61,4.127134385045092,0,1,1,5,1,217,5.384495062789089,0,1,2,0,7,54,4.007333185232471,1,0,4,5,4,7,2.0794415416798357,0,1,2,0,7,52710,10.872579441401411,1,0,0,0,0,1,4,7,1,2,15.0
123,4.820281565605037,0,0,3,4,3,120,4.795790545596741,1,0,0,1,0,120,4.795790545596741,1,0,0,1,0,8,2.1972245773362196,1,2,3,1,8,67344,11.117583940032915,1,0,4,4,4,1,4,9,1,4,23.0
259,5.560681631015528,0,1,4,0,9,371,5.918893854273146,0,2,1,0,1,332,5.808142489980444,1,2,2,3,2,3,1.3862943611198906,0,0,3,3,3,147552,11.901942712255208,1,0,2,6,2,1,2,0,1,1,53.0
219,5.393627546352362,0,0,4,2,9,42,3.7612001156935624,1,0,2,0,2,238,5.476463551931511,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,103376,11.546137779176325,1,2,1,0,6,1,1,8,1,3,52.0
341,5.834810737062605,0,2,1,5,1,392,5.973809611869261,1,2,2,0,2,295,5.69035945432406,0,1,0,1,5,1,0.6931471805599453,0,1,1,1,1,50353,10.82683333888396,0,1,3,2,3,1,4,2,1,4,43.0
225,5.420534999272286,0,0,0,1,5,108,4.6913478822291435,1,0,3,3,8,97,4.584967478670572,0,1,2,6,7,4,1.6094379124341003,1,1,4,4,4,109248,11.601384959597867,1,0,3,6,8,1,3,7,1,2,48.0
257,5.552959584921617,0,2,2,5,7,328,5.796057750765372,1,1,3,6,8,467,6.148468295917647,0,2,2,5,7,2,1.0986122886681098,1,2,2,2,2,26714,10.192980484391871,1,2,4,2,4,0,1,0,1,2,19.0
101,4.624972813284271,0,2,1,3,1,205,5.327876168789581,0,1,0,2,5,282,5.645446897643238,1,0,2,2,2,1,0.6931471805599453,0,1,1,1,1,19140,9.859587910246109,1,0,0,2,0,1,4,0,1,4,58.0
370,5.916202062607435,1,1,0,6,0,222,5.407171771460119,1,0,2,5,2,561,6.331501849893691,0,0,1,1,1,6,1.9459101490553132,1,0,1,6,6,209328,12.251662455931022,1,0,3,0,8,1,7,4,1,2,56.0
365,5.902633333401366,0,2,0,1,5,345,5.846438775057725,0,0,0,2,5,412,6.023447592961033,1,1,2,6,2,3,1.3862943611198906,0,0,3,3,3,105840,11.569693246967937,1,0,0,0,0,0,1,4,1,2,35.0
210,5.351858133476067,1,0,0,0,0,340,5.831882477283517,1,1,0,4,0,522,6.259581464064923,1,0,2,4,2,5,1.791759469228055,0,2,0,5,5,104040,11.552540331204208,1,0,0,6,0,0,5,6,1,4,36.0
229,5.438079308923196,0,1,4,5,9,47,3.871201010907891,0,2,2,5,7,166,5.117993812416755,1,1,1,5,6,6,1.9459101490553132,1,0,1,6,6,129696,11.772956239736331,1,0,1,0,6,0,3,0,1,1,56.0
194,5.272999558563747,1,2,4,5,4,285,5.655991810819852,0,0,0,5,5,66,4.204692619390966,1,0,1,3,6,4,1.6094379124341003,1,1,4,4,4,156992,11.9639564973492,1,2,2,3,2,0,0,6,1,1,44.0
227,5.429345628954441,0,2,2,3,7,341,5.834810737062605,0,2,1,5,1,140,4.948759890378168,1,2,0,0,0,1,0.6931471805599453,0,1,1,1,1,22908,10.039285125433349,1,0,3,4,8,1,5,6,1,4,23.0
249,5.521460917862246,0,0,4,4,9,38,3.6635616461296463,1,2,3,3,8,37,3.6375861597263857,0,1,2,2,7,1,0.6931471805599453,0,1,1,1,1,3759,8.23217423638394,0,0,4,0,9,0,2,0,1,4,7.0
299,5.703782474656201,0,2,4,5,9,288,5.666426688112432,1,0,3,1,8,272,5.60947179518496,1,2,2,6,2,3,1.3862943611198906,0,0,3,3,3,18942,9.849189749128278,1,0,2,0,2,0,1,3,1,2,7.0
293,5.683579767338681,0,2,3,6,3,368,5.910796644040527,1,2,3,4,8,581,6.366470447731438,0,2,1,0,1,5,1.791759469228055,0,2,0,5,5,51870,10.856515146126256,1,0,0,0,0,1,6,2,1,1,14.0
221,5.402677381872279,0,2,1,4,1,225,5.420534999272286,0,0,0,1,5,293,5.683579767338681,0,2,3,6,3,3,1.3862943611198906,0,0,3,3,3,10782,9.285726098882073,1,0,2,2,2,0,4,4,1,2,6.0
341,5.834810737062605,0,2,1,5,1,278,5.631211781821365,1,2,3,5,8,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,53460,10.886707695092223,1,0,0,1,0,1,7,3,1,4,44.0
41,3.7376696182833684,0,2,1,6,1,152,5.030437921392435,1,2,2,5,2,176,5.176149732573829,1,2,1,1,6,2,1.0986122886681098,1,2,2,2,2,8400,9.036106025364846,1,0,0,0,0,0,2,6,1,3,20.0
373,5.924255797414532,0,1,3,2,3,149,5.0106352940962555,0,2,4,2,9,348,5.855071922202427,1,0,3,5,8,6,1.9459101490553132,1,0,1,6,6,125280,11.738314493312824,1,0,0,1,0,1,1,3,1,3,30.0
241,5.488937726156687,0,1,1,3,1,286,5.659482215759621,1,1,1,6,6,502,6.220590170099739,1,1,2,5,2,8,2.1972245773362196,1,2,3,1,8,75072,11.226216252470039,1,0,2,4,2,1,3,0,1,1,17.0
87,4.477336814478207,0,0,2,3,7,279,5.634789603169249,0,0,4,6,9,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,131744,11.788623515019328,1,2,4,4,4,0,0,5,1,3,23.0
305,5.723585101952381,0,2,0,4,5,384,5.953243334287785,1,0,4,6,4,650,6.478509642208569,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,141960,11.863307650973436,1,0,0,0,0,0,6,8,1,3,39.0
287,5.662960480135946,0,2,2,0,7,85,4.454347296253507,0,1,0,1,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,44280,10.698310970126737,1,0,0,5,0,0,4,4,1,3,30.0
222,5.407171771460119,1,0,2,5,2,131,4.882801922586371,0,2,1,5,1,152,5.030437921392435,1,2,2,5,2,7,2.0794415416798357,0,1,2,0,7,197778,12.194905524688235,1,0,3,0,8,0,6,7,1,1,51.0
21,3.091042453358316,0,0,1,0,1,43,3.784189633918261,0,1,3,1,3,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,9396,9.148145768383065,1,0,1,2,6,0,5,7,1,1,54.0
254,5.541263545158426,1,2,4,2,4,90,4.51085950651685,1,0,0,6,0,64,4.174387269895637,1,1,4,1,4,7,2.0794415416798357,0,1,2,0,7,244608,12.407416296325264,1,0,3,0,8,0,7,0,1,2,56.0
182,5.209486152841421,1,2,2,0,2,151,5.0238805208462765,0,1,1,4,1,313,5.749392985908253,0,1,3,5,3,7,2.0794415416798357,0,1,2,0,7,138376,11.837737123384356,1,1,1,0,6,1,4,4,1,2,56.0
109,4.700480365792417,0,1,4,4,9,248,5.517452896464707,1,2,3,3,8,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,108864,11.597863861486418,1,0,4,0,4,1,4,4,1,2,28.0
310,5.739792912179234,1,1,0,2,0,306,5.726847747587197,1,0,1,5,6,513,6.2422232654551655,0,0,3,2,3,4,1.6094379124341003,1,1,4,4,4,63272,11.055213976853723,1,2,2,6,2,1,0,8,1,1,22.0
59,4.0943445622221,0,2,4,3,9,119,4.787491742782046,0,2,4,0,9,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,30420,10.32288843838277,1,0,0,5,0,0,7,3,1,3,45.0
392,5.973809611869261,1,2,2,0,2,99,4.605170185988092,0,0,4,1,9,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,62208,11.038254962793788,1,0,3,6,8,1,6,7,1,2,8.0
163,5.099866427824199,0,1,3,2,3,22,3.1354942159291497,1,1,2,1,2,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,56252,10.937614651977828,1,2,2,0,2,0,3,0,1,1,41.0
264,5.579729825986222,1,0,4,5,4,295,5.69035945432406,0,1,0,1,5,56,4.04305126783455,1,2,1,0,6,8,2.1972245773362196,1,2,3,1,8,42480,10.65681219612839,1,0,0,4,0,0,4,6,1,4,5.0
389,5.966146739123692,0,2,4,4,9,177,5.181783550292085,0,0,2,2,7,96,4.574710978503383,1,0,1,5,6,5,1.791759469228055,0,2,0,5,5,108780,11.597091965801033,1,0,0,0,0,0,0,1,1,1,21.0
356,5.877735781779639,1,2,1,6,6,204,5.3230099791384085,1,0,4,1,4,255,5.545177444479562,0,0,0,3,5,6,1.9459101490553132,1,0,1,6,6,212790,12.26806574232216,1,0,0,4,0,1,6,2,1,2,41.0
344,5.84354441703136,1,2,4,1,4,288,5.666426688112432,1,0,3,1,8,42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,34216,10.440477875572727,1,1,1,0,6,0,0,2,2,4,14.0
238,5.476463551931511,1,1,3,0,8,357,5.8805329864007,0,0,2,0,7,466,6.1463292576688975,1,1,1,4,6,8,2.1972245773362196,1,2,3,1,8,341728,12.741773304270952,1,1,3,2,8,0,4,7,1,1,59.0
259,5.560681631015528,0,1,4,0,9,211,5.356586274672012,0,1,1,1,1,444,6.09807428216624,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,184016,12.122783423627657,1,2,1,0,6,1,3,2,1,2,53.0
268,5.594711379601839,1,1,3,2,8,335,5.817111159963204,0,2,0,6,5,499,6.214608098422191,0,1,4,2,9,2,1.0986122886681098,1,2,2,2,2,83426,11.33172727696122,1,2,1,0,6,1,6,4,1,2,59.0
357,5.8805329864007,0,0,2,0,7,71,4.276666119016055,0,2,1,1,1,278,5.631211781821365,1,2,3,5,8,1,0.6931471805599453,0,1,1,1,1,19652,9.885985277399985,1,2,2,3,2,1,6,9,1,4,34.0
259,5.560681631015528,0,1,4,0,9,94,4.553876891600541,1,1,4,3,4,41,3.7376696182833684,0,2,1,6,1,6,1.9459101490553132,1,0,1,6,6,95760,11.46961078295093,1,0,0,0,0,1,1,7,1,1,24.0
261,5.568344503761097,0,0,1,2,1,95,4.564348191467836,0,2,0,4,5,261,5.568344503761097,0,0,1,2,1,1,0.6931471805599453,0,1,1,1,1,13981,9.54552606707193,0,1,1,2,1,1,1,4,1,5,31.0
79,4.382026634673881,0,1,4,2,9,208,5.342334251964811,1,1,3,5,8,64,4.174387269895637,1,1,4,1,4,3,1.3862943611198906,0,0,3,3,3,18360,9.817984128922188,1,0,0,6,0,1,6,1,1,1,12.0
160,5.081404364984463,1,1,0,6,0,105,4.663439094112067,0,0,0,0,5,79,4.382026634673881,0,1,4,2,9,7,2.0794415416798357,0,1,2,0,7,132594,11.79505464863231,1,0,4,0,4,0,2,5,1,2,42.0
272,5.60947179518496,1,2,2,6,2,332,5.808142489980444,1,2,2,3,2,393,5.976350909297934,0,0,3,1,3,6,1.9459101490553132,1,0,1,6,6,264060,12.483935416044122,1,0,0,6,0,0,6,5,1,1,54.0
28,3.367295829986474,1,1,3,0,8,52,3.970291913552122,1,1,2,3,2,50,3.9318256327243257,1,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,34650,10.453081864230466,1,0,0,0,0,0,6,1,1,3,45.0
298,5.700443573390687,1,1,3,4,8,210,5.351858133476067,1,0,0,0,0,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,78156,11.266474903175522,1,0,1,1,6,0,4,4,2,3,13.0
349,5.857933154483459,0,1,4,6,9,369,5.91350300563827,0,0,4,5,9,392,5.973809611869261,1,2,2,0,2,3,1.3862943611198906,0,0,3,3,3,144072,11.878075394549658,1,0,2,5,2,0,6,5,1,2,46.0
279,5.634789603169249,0,0,4,6,9,226,5.424950017481403,1,1,1,2,6,106,4.672828834461906,1,1,1,1,6,3,1.3862943611198906,0,0,3,3,3,127464,11.755597096091984,1,0,4,1,4,1,5,3,1,3,47.0
328,5.796057750765372,1,1,3,6,8,98,4.59511985013459,1,2,3,0,8,155,5.049856007249537,0,2,0,1,5,8,2.1972245773362196,1,2,3,1,8,39032,10.572162721171585,1,2,2,0,2,0,1,4,1,3,7.0
214,5.3706380281276624,1,1,4,4,4,398,5.988961416889864,1,2,3,6,8,180,5.198497031265826,1,0,0,5,0,4,1.6094379124341003,1,1,4,4,4,104400,11.555994532928862,1,0,0,2,0,1,4,5,2,3,25.0
129,4.867534450455582,0,0,4,3,9,399,5.991464547107982,0,0,4,0,9,308,5.733341276897746,1,2,3,0,8,3,1.3862943611198906,0,0,3,3,3,38148,10.549254824049264,1,0,3,5,8,1,3,0,1,3,17.0
223,5.4116460518550396,0,1,3,6,3,384,5.953243334287785,1,0,4,6,4,476,6.1675164908883415,1,2,1,0,6,1,0.6931471805599453,0,1,1,1,1,39852,10.592952963693447,1,0,2,1,2,1,1,2,1,4,54.0
282,5.645446897643238,1,0,2,2,2,31,3.4657359027997265,0,1,1,3,1,244,5.501258210544727,1,1,4,6,4,1,0.6931471805599453,0,1,1,1,1,10314,9.241354425505353,1,0,4,3,4,0,5,9,1,4,27.0
155,5.049856007249537,0,2,0,1,5,130,4.875197323201151,1,1,0,4,0,149,5.0106352940962555,0,2,4,2,9,3,1.3862943611198906,0,0,3,3,3,8841,9.087268374386188,0,0,1,0,1,0,7,6,1,1,7.0
319,5.768320995793772,0,1,4,4,9,54,4.007333185232471,1,0,4,5,4,147,4.997212273764115,0,0,2,0,7,2,1.0986122886681098,1,2,2,2,2,21564,9.978826909081944,1,0,4,4,4,1,5,0,1,2,18.0
211,5.356586274672012,0,1,1,1,1,164,5.10594547390058,1,2,4,3,4,293,5.683579767338681,0,2,3,6,3,7,2.0794415416798357,0,1,2,0,7,102368,11.536339211379243,1,2,3,0,8,0,0,9,1,1,32.0
67,4.219507705176107,0,1,2,4,7,246,5.5093883366279774,1,0,1,1,6,276,5.6240175061873385,1,0,1,3,6,8,2.1972245773362196,1,2,3,1,8,14000,9.546884034617925,1,2,0,0,0,0,3,8,1,1,5.0
110,4.709530201312334,1,2,0,5,0,180,5.198497031265826,1,0,0,5,0,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,140400,11.852257893055606,1,0,0,1,0,0,1,1,2,6,45.0
21,3.091042453358316,0,0,1,0,1,244,5.501258210544727,1,1,4,6,4,31,3.4657359027997265,0,1,1,3,1,6,1.9459101490553132,1,0,1,6,6,83832,11.336582003702775,1,0,2,0,2,0,5,5,1,2,28.0
333,5.811140992976701,0,0,3,4,3,247,5.5134287461649825,0,1,2,2,7,491,6.198478716492308,0,2,1,1,1,6,1.9459101490553132,1,0,1,6,6,44154,10.695461449902902,1,0,4,5,4,0,3,3,1,1,11.0
351,5.863631175598097,0,0,1,1,1,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,52010,10.859210513653997,1,2,0,0,0,1,1,8,1,3,14.0
68,4.23410650459726,1,2,3,5,8,69,4.248495242049359,0,0,4,6,9,103,4.6443908991413725,0,1,3,5,3,2,1.0986122886681098,1,2,2,2,2,12654,9.445807672979225,1,0,4,5,4,0,7,7,1,2,37.0
93,4.543294782270004,0,0,3,2,3,173,5.159055299214529,0,2,3,5,3,125,4.836281906951478,0,2,0,6,5,2,1.0986122886681098,1,2,2,2,2,21164,9.960104152955024,1,2,4,3,4,0,4,3,1,1,26.0
273,5.6131281063880705,0,0,3,0,3,41,3.7376696182833684,0,2,1,6,1,174,5.1647859739235145,1,0,4,6,4,7,2.0794415416798357,0,1,2,0,7,104874,11.560524443769507,1,0,4,0,4,0,5,6,1,2,33.0
245,5.5053315359323625,0,2,0,0,5,61,4.127134385045092,0,1,1,5,1,111,4.718498871295094,0,0,1,6,1,3,1.3862943611198906,0,0,3,3,3,27054,10.205627110076836,1,0,4,6,4,0,2,6,1,2,18.0
128,4.859812404361672,1,2,3,2,8,34,3.5553480614894135,1,1,4,6,4,43,3.784189633918261,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,13488,9.50962981746968,1,0,3,6,8,1,3,6,1,1,16.0
263,5.575949103146316,0,2,3,4,3,303,5.717027701406222,0,0,3,2,3,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,60426,11.00919130390684,1,0,1,2,6,1,6,4,1,4,54.0
387,5.961005339623274,0,0,2,2,7,266,5.58724865840025,1,2,1,0,6,535,6.284134161070802,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,57825,10.965193780508258,0,0,0,5,5,0,6,0,1,2,15.0
28,3.367295829986474,1,1,3,0,8,379,5.940171252720432,0,1,4,1,9,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,306460,12.632845783195433,1,1,0,0,0,0,2,8,1,3,55.0
349,5.857933154483459,0,1,4,6,9,291,5.676753802268282,0,0,1,4,1,303,5.717027701406222,0,0,3,2,3,2,1.0986122886681098,1,2,2,2,2,50804,10.835750053919982,1,2,4,5,4,1,3,0,1,1,26.0
138,4.9344739331306915,1,0,3,5,8,384,5.953243334287785,1,0,4,6,4,205,5.327876168789581,0,1,0,2,5,4,1.6094379124341003,1,1,4,4,4,60408,11.00889337944504,1,0,3,5,8,1,3,3,1,2,18.0
269,5.598421958998375,0,2,4,3,9,24,3.2188758248682006,1,0,4,3,4,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,87204,11.37601694770277,1,0,4,5,4,0,1,3,1,3,52.0
381,5.945420608606575,0,0,1,3,1,76,4.343805421853684,1,1,1,6,6,67,4.219507705176107,0,1,2,4,7,7,2.0794415416798357,0,1,2,0,7,195657,12.184123516145828,0,0,2,0,7,1,7,5,1,1,33.0
102,4.634728988229636,1,0,2,4,2,105,4.663439094112067,0,0,0,0,5,192,5.262690188904886,1,0,2,3,2,5,1.791759469228055,0,2,0,5,5,24420,10.103198696867215,1,0,0,4,0,1,4,4,1,2,22.0
145,4.983606621708336,0,1,0,5,5,100,4.61512051684126,1,1,0,2,0,51,3.9512437185814275,0,0,1,2,1,6,1.9459101490553132,1,0,1,6,6,42144,10.648871332431582,1,0,4,4,4,0,3,7,1,1,16.0
202,5.313205979041787,1,1,2,6,2,371,5.918893854273146,0,2,1,0,1,253,5.537334267018537,0,1,3,1,3,2,1.0986122886681098,1,2,2,2,2,42864,10.665810921112856,1,0,4,3,4,1,6,5,1,2,24.0
154,5.043425116919247,1,1,4,0,4,351,5.863631175598097,0,0,1,1,1,75,4.330733340286331,0,0,0,5,5,3,1.3862943611198906,0,0,3,3,3,64515,11.074668534037073,0,0,0,3,5,0,7,1,1,3,23.0
47,3.871201010907891,0,2,2,5,7,58,4.07753744390572,1,1,3,2,8,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,0,5,5,17200,9.75272280064639,1,1,0,1,0,1,5,9,1,1,20.0
69,4.248495242049359,0,0,4,6,9,398,5.988961416889864,1,2,3,6,8,272,5.60947179518496,1,2,2,6,2,3,1.3862943611198906,0,0,3,3,3,91356,11.422530187222842,1,0,1,6,6,1,1,2,1,3,46.0
21,3.091042453358316,0,0,1,0,1,153,5.0369526024136295,0,0,3,6,3,128,4.859812404361672,1,2,3,2,8,2,1.0986122886681098,1,2,2,2,2,4400,8.38958706681109,1,2,0,4,0,0,1,6,1,2,10.0
101,4.624972813284271,0,2,1,3,1,93,4.543294782270004,0,0,3,2,3,131,4.882801922586371,0,2,1,5,1,3,1.3862943611198906,0,0,3,3,3,29298,10.285308664729895,1,0,3,3,8,1,6,9,1,2,38.0
310,5.739792912179234,1,1,0,2,0,136,4.919980925828125,1,1,1,3,6,302,5.713732805509369,1,2,2,1,2,8,2.1972245773362196,1,2,3,1,8,84960,11.349947606651318,1,0,0,1,0,0,7,1,2,2,18.0
179,5.19295685089021,0,2,4,4,9,118,4.77912349311153,1,1,3,6,8,288,5.666426688112432,1,0,3,1,8,8,2.1972245773362196,1,2,3,1,8,51408,10.847568533391783,1,0,3,0,8,0,3,8,1,2,21.0
174,5.1647859739235145,1,0,4,6,4,29,3.4011973816621555,0,2,4,1,9,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,130644,11.780239000028912,1,0,4,3,4,0,7,9,1,4,57.0
320,5.771441123130016,1,2,0,5,0,232,5.4510384535657,1,1,2,1,2,346,5.849324779946859,1,1,1,3,6,5,1.791759469228055,0,2,0,5,5,223610,12.317663214044103,1,2,0,2,0,0,0,2,1,2,59.0
242,5.493061443340548,1,2,2,4,2,64,4.174387269895637,1,1,4,1,4,141,4.955827057601261,0,0,1,1,1,5,1.791759469228055,0,2,0,5,5,49455,10.808838664371898,0,0,0,0,5,1,4,6,1,1,21.0
170,5.14166355650266,1,2,0,2,0,77,4.356708826689592,0,2,2,0,7,225,5.420534999272286,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,12105,9.401456476451633,0,0,0,2,5,0,6,6,1,3,9.0
139,4.941642422609304,0,1,4,6,9,271,5.605802066295998,0,1,1,5,1,367,5.908082938168931,0,1,2,3,7,2,1.0986122886681098,1,2,2,2,2,50736,10.834410706454594,1,0,1,0,6,1,5,4,1,1,56.0
66,4.204692619390966,1,0,1,3,6,216,5.37989735354046,1,0,1,6,6,261,5.568344503761097,0,0,1,2,1,8,2.1972245773362196,1,2,3,1,8,113928,11.643330726334234,1,0,3,3,8,1,4,9,1,2,47.0
176,5.176149732573829,1,2,1,1,6,165,5.111987788356544,0,0,0,4,5,150,5.017279836814924,1,0,0,3,0,3,1.3862943611198906,0,0,3,3,3,49476,10.809263194110516,1,0,1,0,6,1,0,2,1,3,31.0
46,3.8501476017100584,1,1,1,4,6,135,4.912654885736052,0,0,0,2,5,92,4.532599493153256,1,2,2,1,2,6,1.9459101490553132,1,0,1,6,6,19440,9.87513951702064,1,0,0,1,0,1,4,0,1,3,12.0
357,5.8805329864007,0,0,2,0,7,195,5.278114659230517,0,0,0,6,5,473,6.161207321695077,0,2,3,4,3,2,1.0986122886681098,1,2,2,2,2,50480,10.829352306844557,1,2,0,3,0,1,4,3,1,1,40.0
322,5.777652323222656,1,1,2,0,2,364,5.8998973535824915,1,1,4,0,4,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,108080,11.590636224996903,1,2,0,0,0,0,2,9,1,3,40.0
213,5.365976015021851,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,149,5.0106352940962555,0,2,4,2,9,7,2.0794415416798357,0,1,2,0,7,44940,10.713105797383161,1,0,0,0,0,0,0,9,1,1,20.0
388,5.963579343618446,1,1,3,3,8,251,5.529429087511423,0,2,1,6,1,236,5.4680601411351315,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,72940,11.197406174167238,1,1,0,0,0,0,2,9,1,3,35.0
366,5.905361848054571,1,0,1,2,6,89,4.499809670330265,0,2,4,5,9,109,4.700480365792417,0,1,4,4,9,3,1.3862943611198906,0,0,3,3,3,28836,10.2694145637968,1,0,1,3,6,1,2,7,1,3,12.0
290,5.673323267171493,1,2,0,3,0,151,5.0238805208462765,0,1,1,4,1,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,81890,11.31314437369291,1,2,0,4,0,0,3,4,1,3,19.0
246,5.5093883366279774,1,0,1,1,6,365,5.902633333401366,0,2,0,1,5,126,4.844187086458591,1,0,1,0,6,2,1.0986122886681098,1,2,2,2,2,96448,11.47676965021377,1,1,3,2,8,1,3,5,1,3,44.0
113,4.736198448394496,0,2,3,1,3,284,5.652489180268651,1,2,4,4,4,77,4.356708826689592,0,2,2,0,7,4,1.6094379124341003,1,1,4,4,4,51624,10.851761330263335,1,0,4,6,4,0,6,6,1,2,18.0
137,4.927253685157205,0,2,2,4,7,390,5.968707559985366,1,0,0,5,0,284,5.652489180268651,1,2,4,4,4,3,1.3862943611198906,0,0,3,3,3,23100,10.047631185616188,1,0,0,0,0,0,5,9,1,2,10.0
318,5.765191102784844,1,0,3,3,8,257,5.552959584921617,0,2,2,5,7,374,5.926926025970411,1,2,4,3,4,2,1.0986122886681098,1,2,2,2,2,31040,10.34306419027306,1,2,0,2,0,0,6,4,1,3,20.0
299,5.703782474656201,0,2,4,5,9,306,5.726847747587197,1,0,1,5,6,355,5.87493073085203,0,1,0,5,5,5,1.791759469228055,0,2,0,5,5,42750,10.663147865904188,1,0,0,1,0,0,1,4,1,2,10.0
67,4.219507705176107,0,1,2,4,7,341,5.834810737062605,0,2,1,5,1,273,5.6131281063880705,0,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,39096,10.57380101668713,1,0,1,1,6,0,2,7,1,1,12.0
88,4.48863636973214,1,1,3,4,8,148,5.003946305945459,1,1,3,1,8,62,4.143134726391533,1,2,2,6,2,7,2.0794415416798357,0,1,2,0,7,137760,11.833275578636373,1,0,0,0,0,0,5,9,1,1,48.0
137,4.927253685157205,0,2,2,4,7,399,5.991464547107982,0,0,4,0,9,188,5.241747015059643,1,2,3,6,8,4,1.6094379124341003,1,1,4,4,4,113152,11.636496164187891,1,1,2,4,2,0,4,1,1,2,32.0
248,5.517452896464707,1,2,3,3,8,21,3.091042453358316,0,0,1,0,1,224,5.41610040220442,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,15072,9.62066034281053,1,0,2,1,2,0,7,3,1,3,6.0
109,4.700480365792417,0,1,4,4,9,141,4.955827057601261,0,0,1,1,1,237,5.472270673671475,0,0,2,6,7,1,0.6931471805599453,0,1,1,1,1,9994,9.209840246934501,1,1,4,5,4,1,6,5,1,4,38.0
260,5.564520407322694,1,2,0,1,0,187,5.236441962829949,0,1,2,5,7,230,5.442417710521793,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,39840,10.592651811785132,1,0,0,3,0,1,6,2,1,2,15.0
382,5.948034989180646,1,1,2,4,2,369,5.91350300563827,0,0,4,5,9,189,5.247024072160486,0,0,4,0,9,2,1.0986122886681098,1,2,2,2,2,49894,10.817676076318413,1,1,4,5,4,1,7,7,1,2,19.0
35,3.58351893845611,0,2,0,0,5,239,5.480638923341991,0,2,4,1,9,101,4.624972813284271,0,2,1,3,1,5,1.791759469228055,0,2,0,5,5,96105,11.473207027972983,0,0,0,2,5,1,3,0,1,2,43.0
179,5.19295685089021,0,2,4,4,9,118,4.77912349311153,1,1,3,6,8,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,28320,10.25135885791871,1,0,0,5,0,1,5,6,1,4,6.0
