slot_venue_name,slot_venue_capacity,slot_venue_capacity_abs_log1p,slot_venue_capacity_is_even,slot_venue_capacity_mod3,slot_venue_capacity_mod5,slot_venue_capacity_mod7,slot_venue_capacity_mod10,slot_num_participants,slot_num_participants_abs_log1p,slot_num_participants_is_even,slot_num_participants_mod3,slot_num_participants_mod5,slot_num_participants_mod7,slot_num_participants_mod10,slot_reserved_staff,slot_reserved_staff_abs_log1p,slot_reserved_staff_is_even,slot_reserved_staff_mod3,slot_reserved_staff_mod5,slot_reserved_staff_mod7,slot_reserved_staff_mod10,slot_group_term,slot_staff_term,gcd_all,n_multiple_pairs,y
6,12884,9.463819123086465,1,2,4,4,4,839,6.733401891837359,0,2,4,6,9,1977,7.589841512182657,0,0,2,3,7,6,2,1,0,12.0
0,3341,8.114324709155339,0,2,1,2,1,331,5.805134968916488,0,1,1,2,1,31,3.4657359027997265,0,1,1,3,1,3,1,1,0,9.0
9,17541,9.772353284511327,0,0,1,6,1,1925,7.563200592358071,0,2,0,0,5,216,5.37989735354046,1,0,1,6,6,6,2,1,0,8.0
2,11164,9.320539164274258,1,1,4,6,4,1998,7.6004023345004,1,0,3,3,8,1174,7.069023426578259,1,1,4,5,4,5,4,2,0,4.0
8,5324,8.580167990577626,1,2,4,4,4,643,6.467698726104354,0,1,3,6,3,823,6.714170529909472,0,1,3,4,3,5,3,1,0,6.0
6,11856,9.380673689458071,1,0,1,5,6,2532,7.837159650001675,1,0,2,5,2,1728,7.455298485683291,1,0,3,6,8,0,3,12,0,3.0
2,14262,9.565424050523422,1,0,2,3,2,1569,7.358830898342354,0,0,4,1,9,1710,7.444833273892193,1,0,0,2,0,6,0,3,0,7.0
9,1720,7.450660796211539,1,1,0,5,0,74,4.31748811353631,1,2,4,4,4,1276,7.152268856032539,1,1,1,2,6,1,6,2,0,5.0
7,9421,9.150802659259986,0,1,1,6,1,817,6.706862336602747,0,1,2,5,7,434,6.075346031088684,1,2,4,0,4,4,2,1,0,10.0
7,9680,9.177920480720072,1,2,0,6,0,1481,7.301147805856032,0,2,1,4,1,794,6.678342114654332,1,2,4,3,4,4,3,1,0,5.0
1,3988,8.291295851905407,1,1,3,5,8,927,6.833031732786201,0,0,2,3,7,280,5.638354669333745,1,1,0,0,0,3,2,1,0,3.0
2,11828,9.378309422545737,1,2,3,5,8,876,6.776506992372183,1,0,1,1,6,1316,7.183111701743281,1,2,1,0,6,2,0,4,0,11.0
5,5296,8.574895901544526,1,1,1,4,6,1819,7.506591780070841,0,1,4,6,9,1658,7.413970290190444,1,2,3,6,8,0,3,1,0,1.0
5,2506,7.826842098158293,1,1,1,0,6,122,4.812184355372417,1,2,2,3,2,1652,7.410347097821024,1,2,2,0,2,0,0,2,0,6.0
9,15682,9.660332602134424,1,1,2,2,2,2424,7.793586803371584,1,0,4,2,4,1138,7.037905963447182,1,1,3,4,8,5,5,2,0,5.0
8,3335,8.112527763478637,0,2,0,3,5,312,5.746203190540153,1,0,2,4,2,527,6.269096283706261,0,2,2,2,7,6,4,1,0,8.0
8,16814,9.73002662417437,1,2,4,0,4,1775,7.4821189235521155,0,2,0,4,5,839,6.733401891837359,0,2,4,6,9,5,3,1,0,8.0
6,3782,8.23827262463303,1,2,2,2,2,853,6.74993119378857,0,1,3,6,3,1223,7.1098794630722715,0,2,3,5,3,1,2,1,0,2.0
6,9580,9.167537249650874,1,1,0,4,0,1388,7.236339342754344,1,2,3,2,8,1252,7.133295954896068,1,1,2,6,2,4,4,4,0,5.0
5,6117,8.718990524710849,0,0,2,6,7,2581,7.856319571406588,0,1,1,5,1,955,6.862757913051401,0,1,0,3,5,1,2,1,0,1.0
7,8251,9.018210874191142,0,1,1,5,1,2149,7.673223121121708,0,1,4,0,9,1804,7.498315870766981,1,1,4,5,4,0,2,1,0,2.0
9,10287,9.2387334464774,0,0,2,4,7,1358,7.214504414151143,1,2,3,0,8,781,6.661854740545311,0,1,1,4,1,6,0,1,0,6.0
7,7916,8.976767625171433,1,2,1,6,6,1686,7.430707082545968,1,0,1,6,6,1172,7.067319848653476,1,2,2,3,2,5,0,2,0,3.0
5,1391,7.238496840894365,0,2,1,5,1,118,4.77912349311153,1,1,3,6,8,801,6.687108607866515,0,0,1,3,1,5,3,1,0,4.0
3,31390,10.354276506607956,1,1,0,2,0,2754,7.9211727215870145,1,0,4,3,4,1096,7.00033446027523,1,1,1,4,6,6,4,2,0,10.0
8,28109,10.243880663900578,0,2,4,4,9,2393,7.780720886117918,0,2,3,6,3,1786,7.488293515159428,1,1,1,1,6,5,0,1,0,10.0
9,26946,10.201627252886743,1,0,1,3,6,2979,7.9996785794994505,0,0,4,4,9,135,4.912654885736052,0,0,0,2,5,4,5,9,0,8.0
8,20175,9.9122490582047,0,0,0,1,5,1877,7.537962659768208,0,2,2,1,7,1405,7.2485040723706105,0,1,0,5,5,6,4,1,0,9.0
2,2148,7.67275789664251,1,0,3,6,8,301,5.71042701737487,0,1,1,0,1,643,6.467698726104354,0,1,3,6,3,4,5,1,0,4.0
1,9226,9.129889247578555,1,1,1,0,6,1119,7.02108396428914,0,0,4,6,9,274,5.616771097666572,1,1,4,1,4,5,1,1,0,7.0
1,2677,7.8928255262511176,0,1,2,3,7,210,5.351858133476067,1,0,0,0,0,997,6.905753276311464,0,1,2,3,7,3,1,1,0,7.0
3,7080,8.865170419651774,1,0,0,3,0,1166,7.062191632286556,1,2,1,4,6,1250,7.1316985104669115,1,2,0,4,0,4,6,2,0,4.0
4,38869,10.567978023846269,0,1,4,5,9,2906,7.9748769005588755,1,2,1,1,6,1091,6.9957661563048505,0,2,1,6,1,0,1,1,0,12.0
1,15228,9.63095678385169,1,0,3,3,8,2964,7.994632311431825,1,0,4,3,4,408,6.013715156042802,1,0,3,2,8,4,0,12,0,4.0
6,22499,10.021270588192511,0,2,4,1,9,1585,7.368970402194793,0,1,0,3,5,1894,7.546974117516527,1,1,4,4,4,5,5,1,0,12.0
2,5258,8.567696173589344,1,2,3,1,8,693,6.542471960506805,0,0,3,0,3,1793,7.492203042618741,0,2,3,1,3,2,3,11,0,4.0
3,18973,9.850824899952823,0,1,3,3,3,2177,7.686162303492906,0,2,2,0,7,1557,7.351158226430694,0,0,2,3,7,5,2,1,0,7.0
5,8425,9.039077442538963,0,1,0,4,5,2457,7.80710329012598,0,0,2,0,7,1054,6.961296045910167,1,1,4,4,4,0,0,1,0,2.0
8,35002,10.463189051084006,1,1,2,2,2,2594,7.861341795599989,1,2,4,4,4,1280,7.155396301896734,1,2,0,6,0,0,4,2,0,12.0
9,24644,10.112329319139478,1,2,4,4,4,2841,7.952263308657046,0,0,1,6,1,1916,7.558516743045645,1,2,1,5,6,2,2,1,0,7.0
4,1738,7.461065514354283,1,1,3,2,8,183,5.214935757608986,0,0,3,1,3,457,6.126869184114185,0,1,2,2,7,4,5,1,0,6.0
1,1739,7.461640392208575,0,2,4,3,9,168,5.1298987149230735,1,0,3,0,8,731,6.595780513961311,0,2,1,3,1,1,3,1,0,5.0
0,5969,8.694502206386648,0,2,4,5,9,685,6.530877627725885,0,1,0,6,5,1859,7.528331766707247,0,2,4,4,9,0,0,1,0,5.0
9,23616,10.069722070677152,1,0,1,5,6,2071,7.6362696033793735,0,1,1,6,1,835,6.728628613084702,0,1,0,2,5,0,3,1,0,10.0
2,3859,8.258422462458876,0,1,4,2,9,415,6.030685260261263,0,1,0,2,5,954,6.86171134048073,1,0,4,2,4,6,1,1,0,6.0
2,6748,8.817149624743406,1,1,3,0,8,1225,7.111512116496157,0,1,0,0,5,623,6.436150368369428,0,2,3,0,3,6,0,7,0,4.0
2,3002,8.00736706798333,1,2,2,6,2,357,5.8805329864007,0,0,2,0,7,1217,7.1049654482698426,0,2,2,6,7,5,1,1,0,4.0
4,8745,9.076351731972865,0,0,0,2,5,1748,7.466799475018602,1,2,3,5,8,5,1.791759469228055,0,2,0,5,5,1,5,1,1,4.0
9,2889,7.969011781106478,0,0,4,5,9,143,4.969813299576001,0,2,3,3,3,1316,7.183111701743281,1,2,1,0,6,4,5,1,0,10.0
6,23457,10.06296686708145,0,0,2,0,7,1662,7.416378479192928,1,0,2,3,2,1851,7.524021415206125,0,0,1,3,1,4,3,3,0,12.0
1,27801,10.232863239537037,0,0,1,4,1,2449,7.803843303538772,0,1,4,6,9,862,6.760414691083428,1,1,2,1,2,3,1,1,0,10.0
9,19091,9.857024678125788,0,2,1,2,1,2886,7.967973179662935,1,0,1,2,6,1775,7.4821189235521155,0,2,0,4,5,0,2,1,0,5.0
6,2998,8.00603417874901,1,1,3,2,8,410,6.018593214496234,1,2,0,4,0,128,4.859812404361672,1,2,3,2,8,4,6,2,0,6.0
9,2355,7.764720544771477,0,0,0,3,5,242,5.493061443340548,1,2,2,4,2,1871,7.534762657037537,0,2,1,2,1,4,1,1,0,1.0
6,30489,10.3251540399823,0,0,4,4,9,2443,7.8013913202914855,0,1,3,0,3,1173,7.068172000388042,0,0,3,4,3,5,4,1,0,11.0
5,21397,9.971052738698551,0,1,2,5,7,2771,7.927324360309794,0,2,1,6,1,2000,7.601402334583733,1,2,0,5,0,6,5,1,0,6.0
7,18224,9.81054955687686,1,2,4,3,4,1441,7.273786317844895,0,1,1,6,1,932,6.838405200847344,1,2,2,1,2,6,3,1,0,11.0
5,17386,9.76347807952779,1,1,1,5,6,1960,7.581209826196346,1,1,0,0,0,1706,7.442492722794441,1,2,1,5,6,3,6,2,0,7.0
3,18689,9.835743900449609,0,2,4,6,9,2327,7.752764808851328,0,2,2,3,7,73,4.30406509320417,0,1,3,3,3,6,0,1,0,7.0
7,18600,9.83097062169695,1,0,0,1,0,2612,7.868254265520613,1,2,2,1,2,316,5.75890177387728,1,1,1,1,6,1,0,4,0,6.0
6,11402,9.341631757657359,1,2,2,6,2,725,6.587550014824796,0,2,0,4,5,1977,7.589841512182657,0,0,2,3,7,5,3,1,0,12.0
3,18901,9.847023015555001,0,1,1,1,1,2969,7.996317231796746,0,2,4,1,9,1087,6.992096427415888,0,1,2,2,7,2,2,1,0,5.0
4,6734,8.815073088844464,1,2,4,0,4,2104,7.652070746116482,1,1,4,4,4,422,6.0473721790462776,1,2,2,2,2,6,4,2,0,2.0
3,6179,8.729073550451737,0,2,4,5,9,2111,7.655390644826152,0,2,1,4,1,1957,7.579678823090456,0,1,2,4,7,1,6,1,0,1.0
9,3326,8.109826276018477,1,2,1,1,6,551,6.313548046277095,0,2,1,5,1,20,3.044522437723423,1,2,0,6,0,3,0,1,0,5.0
7,10710,9.27902652976463,1,0,0,0,0,683,6.52795791762255,0,2,3,4,3,1831,7.513163545234075,0,1,1,4,1,0,3,1,0,12.0
6,6800,8.824824939175638,1,2,0,3,0,2534,7.837948916025283,1,2,4,0,4,1732,7.457609289715606,1,1,2,3,2,6,3,2,0,1.0
4,15043,9.618734519590227,0,1,3,0,3,1152,7.050122520269059,1,0,2,4,2,67,4.219507705176107,0,1,2,4,7,2,1,1,0,12.0
4,2367,7.769800996003896,0,0,2,1,7,178,5.187385805840755,1,1,3,3,8,1833,7.51425465281641,0,0,3,6,3,3,4,1,0,2.0
8,7489,8.921324076511265,0,1,4,6,9,2467,7.811163385025279,0,1,2,3,7,88,4.48863636973214,1,1,3,4,8,3,6,1,0,2.0
2,25521,10.147296104293922,0,0,1,6,1,2043,7.622663951323595,0,0,3,6,3,1005,6.913737350659685,0,0,0,4,5,3,6,3,0,11.0
1,11424,9.343559215762406,1,0,4,0,4,1559,7.352441100243583,0,2,4,5,9,511,6.238324625039508,0,1,1,0,1,4,3,1,0,6.0
1,7861,8.969796305981806,0,1,1,0,1,2258,7.7226775164680035,1,2,3,4,8,1087,6.992096427415888,0,1,2,2,7,5,3,1,0,2.0
5,32974,10.403504977585515,1,1,4,4,4,2915,7.977968093128549,0,2,0,3,5,909,6.813444599510896,0,0,4,6,9,1,2,1,0,10.0
4,26467,10.18369173513195,0,1,2,0,7,2767,7.92588031673756,0,1,2,2,7,1564,7.355641102974253,1,1,4,3,4,3,4,1,0,8.0
9,1225,7.111512116496157,0,1,0,0,5,368,5.910796644040527,1,2,3,4,8,489,6.194405391104672,0,0,4,6,9,1,1,1,0,1.0
3,18384,9.819290393735372,1,0,4,2,4,1787,7.488852955733459,0,2,2,2,7,514,6.244166900663736,1,1,4,3,4,4,0,1,0,9.0
6,8183,9.009936307631463,0,2,3,0,3,1532,7.334981878871814,1,2,2,6,2,523,6.261491684321042,0,1,3,5,3,0,5,1,0,4.0
3,12501,9.433643910491758,0,0,1,6,1,2080,7.640603826393634,1,1,0,1,0,21,3.091042453358316,0,0,1,0,1,1,4,1,0,5.0
5,11329,9.335209354022052,0,1,4,3,9,1383,7.232733136177615,0,0,3,4,3,265,5.583496308781699,0,1,0,6,5,5,2,1,0,7.0
9,16420,9.706316282491837,1,1,0,5,0,1822,7.508238774678663,1,1,2,2,2,22,3.1354942159291497,1,1,2,1,2,1,3,2,0,8.0
1,21583,9.979707578447536,0,1,3,2,3,2882,7.9665866976384025,1,2,2,5,2,1409,7.251344983372214,0,2,4,2,9,2,3,1,0,6.0
9,11726,9.369649154461065,1,2,1,1,6,2668,7.889459149404524,1,1,3,1,8,1054,6.961296045910167,1,1,4,4,4,3,3,2,0,3.0
4,9853,9.195632743103909,0,1,3,4,3,844,6.739336627357174,1,1,4,4,4,569,6.345636360828596,0,2,4,2,9,3,2,1,0,10.0
1,4901,8.497398564088058,0,2,1,1,1,762,6.637258031284457,1,0,2,6,2,1853,7.5251007461258,0,2,3,5,3,1,3,1,0,3.0
3,13995,9.54652685348758,0,0,0,2,5,1385,7.234177179749849,0,2,0,6,5,145,4.983606621708336,0,1,0,5,5,3,6,5,0,9.0
6,3400,8.131824785007195,1,1,0,5,0,573,6.352629396319567,0,0,3,6,3,1681,7.427738840532894,0,1,1,1,1,0,4,1,0,2.0
0,5213,8.559102594493448,0,2,3,5,3,555,6.320768294250582,0,0,0,2,5,1883,7.5411524551363085,0,2,3,0,3,4,3,1,0,5.0
4,2844,7.953318346560431,1,0,4,2,4,573,6.352629396319567,0,0,3,6,3,1698,7.4377951216719325,1,0,3,4,8,6,4,3,0,1.0
6,14823,9.604002767965195,0,0,3,4,3,1288,7.161622002939187,1,1,3,0,8,655,6.486160788944089,0,1,0,4,5,3,1,1,0,10.0
8,3874,8.262300941787448,1,1,4,3,4,1064,6.970730078143525,1,2,4,0,4,682,6.52649485957079,1,1,2,3,2,3,4,2,0,2.0
6,24664,10.113140513667839,1,1,4,3,4,1756,7.471363088187097,1,1,1,6,6,1836,7.515889085215125,1,0,1,2,6,0,4,4,0,12.0
2,16063,9.684336022491456,0,1,3,5,3,2888,7.968665700466235,1,2,3,4,8,1623,7.392647520721623,0,0,3,6,3,4,0,1,0,4.0
3,18698,9.83622532547696,1,2,3,1,8,1684,7.429520842786462,1,1,4,4,4,174,5.1647859739235145,1,0,4,6,4,6,5,2,0,10.0
5,2747,7.91862865334224,0,2,2,3,7,1307,7.176254532017144,0,2,2,5,7,133,4.897839799950911,0,1,3,0,3,0,5,1,0,1.0
1,20798,9.9426601876106,1,2,3,1,8,1574,7.362010551259734,1,2,4,6,4,1910,7.555381944240273,1,2,0,6,0,4,0,2,0,11.0
2,20228,9.914872497402692,1,2,3,5,8,1490,7.307202314764738,1,2,0,6,0,858,6.755768921984255,1,0,3,4,8,2,5,2,0,12.0
6,8062,8.995040974685022,1,1,2,5,2,1929,7.5652752818989315,0,0,4,4,9,346,5.849324779946859,1,1,1,3,6,1,3,1,0,3.0
1,7658,8.943636705909594,1,2,3,0,8,1437,7.271008538280992,0,0,2,2,7,1910,7.555381944240273,1,2,0,6,0,0,3,1,0,3.0
6,27330,10.21577686808075,1,0,0,2,0,2554,7.845807502637805,1,1,4,6,4,1790,7.490529402060711,1,2,0,5,0,2,4,2,0,9.0
5,9408,9.149421957006766,1,0,3,0,8,2750,7.919719760924575,1,2,0,6,0,1158,7.055312843339752,1,0,3,3,8,1,0,2,0,2.0
1,13405,9.503457646917903,0,1,0,0,5,2179,7.687080155783135,0,1,4,2,9,331,5.805134968916488,0,1,1,2,1,6,4,1,0,5.0
2,19198,9.862613473326157,1,1,3,4,8,2225,7.70796153183549,0,2,0,6,5,1398,7.243512974665482,1,0,3,5,8,5,0,1,0,7.0
0,5837,8.67214355141406,0,2,2,6,7,2220,7.7057128238944275,1,0,0,1,0,1397,7.242797922793756,0,2,2,4,7,2,4,1,0,1.0
7,11764,9.372884301161463,1,1,4,4,4,2168,7.682021510826875,1,2,3,5,8,924,6.829793737512425,1,0,4,0,4,4,6,4,0,4.0
1,9647,9.174505918966966,0,2,2,1,7,1541,7.340835554123275,0,2,1,1,1,1942,7.57198844937744,1,1,2,3,2,4,1,1,0,4.0
1,19351,9.870551052289864,0,1,1,3,1,2695,7.899524472032198,0,1,0,0,5,486,6.18826412308259,1,0,1,3,6,1,6,1,0,6.0
7,7654,8.943114308091785,1,1,4,3,4,1258,7.138073034044347,1,1,3,5,8,1364,7.21890970761906,1,2,4,6,4,2,4,2,0,4.0
5,5078,8.532869670801245,1,2,3,3,8,300,5.707110264748875,1,0,0,6,0,1478,7.2991214627108,1,2,3,1,8,1,0,2,0,11.0
4,3899,8.268731832117737,0,2,4,0,9,971,6.879355804460439,0,2,1,5,1,1957,7.579678823090456,0,1,2,4,7,3,4,1,0,1.0
3,13961,9.544094632530348,0,2,1,3,1,2550,7.844240718141811,1,0,0,2,0,1211,7.10002716662926,0,2,1,0,1,6,0,1,0,4.0
0,15657,9.65873724746786,0,0,2,5,7,2093,7.646831391430482,0,2,3,0,3,1006,6.914730892718563,1,1,1,5,6,4,6,1,0,6.0
0,11191,9.322954516345318,0,1,1,5,1,1938,7.569927655242652,1,0,3,6,8,1501,7.31455283232408,0,1,1,3,1,5,6,19,0,4.0
8,27425,10.219246747559799,0,2,0,6,5,1996,7.599401333415815,1,1,1,1,6,1477,7.298445101508147,0,1,2,0,7,4,0,1,0,12.0
8,28563,10.259902462669,0,0,3,3,3,2559,7.847762537473608,0,0,4,4,9,414,6.028278520230698,1,0,4,1,4,6,4,3,0,10.0
8,6027,8.704170559746386,0,0,2,0,7,1845,7.520776415062797,0,0,0,4,5,492,6.20050917404269,1,0,2,2,2,3,4,123,0,2.0
7,8331,9.027858802380862,0,0,1,1,1,1599,7.3777589082278725,0,0,4,3,9,336,5.820082930352362,1,0,1,0,6,1,2,3,0,4.0
7,8268,9.020268861722167,1,0,3,1,8,1182,7.075808863978387,1,0,2,6,2,1176,7.0707241072602764,1,0,1,0,6,3,4,6,0,5.0
3,1440,7.273092595999522,1,0,0,5,0,605,6.406879986069314,0,2,0,3,5,230,5.442417710521793,1,2,0,6,0,3,5,5,0,1.0
9,30378,10.321506859215644,1,0,3,5,8,2187,7.690743163541872,0,0,2,3,7,1947,7.5745584842024805,0,0,2,1,7,4,2,3,0,12.0
0,4382,8.38548870041881,1,2,2,0,2,707,6.56244409369372,0,2,2,0,7,140,4.948759890378168,1,2,0,0,0,6,2,7,0,5.0
9,13673,9.523251498473739,0,2,3,2,3,2972,7.997326822998097,1,2,2,4,2,1785,7.487733761436444,0,0,0,0,5,3,4,1,0,3.0
0,14495,9.581628028282761,0,2,0,5,5,1297,7.168579897264035,0,1,2,2,7,228,5.43372200355424,1,0,3,4,8,6,1,1,0,10.0
2,26946,10.201627252886743,1,0,1,3,6,2039,7.620705086838262,0,2,4,2,9,439,6.0867747269123065,0,1,4,5,9,5,1,1,0,12.0
1,5012,8.519789817263504,1,2,2,0,2,746,6.616065185132817,1,2,1,4,6,1282,7.1569563646156364,1,1,2,1,2,1,5,2,0,4.0
9,10131,9.223454011121566,0,0,1,2,1,1525,7.330405211844402,0,1,0,6,5,981,6.889591308354466,0,0,1,1,1,6,2,1,0,5.0
5,26011,10.166313248989043,0,1,1,6,1,2871,7.962763930168115,0,0,1,1,1,172,5.153291594497779,1,1,2,4,2,3,0,1,0,8.0
0,2648,7.88193748927207,1,2,3,2,8,448,6.1070228877422545,1,1,3,0,8,408,6.013715156042802,1,0,3,2,8,1,6,8,0,4.0
8,14737,9.598184471326945,0,1,2,2,7,1122,7.023758954738443,1,0,2,2,2,1273,7.149916836132109,0,1,3,6,3,5,4,1,0,11.0
5,19024,9.853509182729887,1,1,4,5,4,2523,7.8336002236611035,0,0,3,3,3,1363,7.218176838403408,0,1,3,5,3,1,5,29,0,6.0
7,22456,10.019357648578541,1,1,1,0,6,2645,7.880804344674901,0,2,0,6,5,1296,7.167809184316444,1,0,1,1,6,4,0,1,0,7.0
8,3699,8.216088098632316,0,0,4,3,9,621,6.432940092739179,0,0,1,5,1,594,6.38856140554563,1,0,4,6,4,5,4,27,0,4.0
5,8062,8.995040974685022,1,1,2,5,2,931,6.837332814685591,0,1,1,0,1,1545,7.343426229147367,0,0,0,5,5,3,5,1,0,6.0
3,7188,8.880307358983872,1,0,3,6,8,1943,7.572502985020384,0,2,3,4,3,1359,7.215239978730097,0,0,4,1,9,1,4,1,0,2.0
4,12472,9.431321587125709,1,1,2,5,2,2666,7.888709524182015,1,2,1,6,6,1808,7.500529485395295,1,2,3,2,8,3,1,2,0,3.0
9,6745,8.816705015621595,0,1,0,4,5,1188,7.080867896690782,1,0,3,5,8,1993,7.597897950521784,0,1,3,5,3,4,2,1,0,3.0
0,2344,7.76004068088038,1,1,4,6,4,397,5.986452005284438,0,1,2,5,7,359,5.886104031450156,0,2,4,2,9,3,2,1,0,4.0
6,10004,9.210840247017833,1,2,4,1,4,2037,7.61972421378267,0,0,2,0,7,1856,7.526717561352706,1,2,1,1,6,0,0,1,0,3.0
7,13028,9.474932921202932,1,2,3,1,8,1336,7.198183577101943,1,1,1,6,6,1004,6.912742820493176,1,2,4,3,4,6,2,4,0,8.0
9,19555,9.881037423698537,0,1,0,4,5,1713,7.446585099157725,0,0,3,5,3,712,6.569481420414296,1,1,2,5,2,1,2,1,0,10.0
2,31566,10.359867550112398,1,0,1,3,6,2304,7.742835955430749,1,0,4,1,4,1614,7.387090235656757,1,0,4,4,4,1,5,6,0,12.0
3,5637,8.637284671674058,0,0,2,2,7,804,6.690842277418564,1,0,4,6,4,1617,7.388946097618437,0,0,2,0,7,1,3,3,0,4.0
6,12773,9.455167134121535,0,2,3,5,3,1385,7.234177179749849,0,2,0,6,5,308,5.733341276897746,1,2,3,0,8,6,5,1,0,8.0
7,13208,9.488653694423864,1,2,3,6,8,2812,7.9420068084898565,1,1,2,5,2,1960,7.581209826196346,1,1,0,0,0,5,2,4,0,3.0
2,5135,8.544029845369797,0,2,0,4,5,403,6.0014148779611505,0,1,3,4,3,299,5.703782474656201,0,2,4,5,9,3,1,13,0,11.0
5,11400,9.34145634983372,1,0,0,4,0,1532,7.334981878871814,1,2,2,6,2,676,6.517671272912275,1,1,1,4,6,3,2,4,0,6.0
1,34012,10.434498083461216,1,1,2,6,2,2798,7.937017489515454,1,2,3,5,8,436,6.07993319509559,1,1,1,2,6,6,4,2,0,11.0
7,3227,8.07961802938984,0,2,2,0,7,712,6.569481420414296,1,1,2,5,2,379,5.940171252720432,0,1,4,1,9,2,1,1,0,3.0
4,7447,8.915700818956903,0,1,2,6,7,1052,6.959398512133975,1,2,2,2,2,83,4.430816798843313,0,2,3,6,3,6,6,1,0,6.0
9,5333,8.58185670474196,0,2,3,6,3,799,6.684611727667927,0,1,4,1,9,539,6.29156913955832,0,2,4,0,9,0,2,1,0,5.0
7,17563,9.773606631681607,0,1,3,0,3,2332,7.75491027202143,1,1,2,1,2,1239,7.122866658599083,0,0,4,0,9,0,1,1,0,6.0
7,30991,10.341484385646778,0,1,1,2,1,2789,7.933796874815411,0,2,4,3,9,312,5.746203190540153,1,0,2,4,2,5,4,1,0,10.0
7,13181,9.486607541612665,0,2,1,0,1,2385,7.777373602657861,0,0,0,5,5,1256,7.136483208590247,1,2,1,3,6,2,4,1,0,4.0
2,9724,9.182455168486648,1,1,4,1,4,664,6.499787040655854,1,1,4,6,4,1756,7.471363088187097,1,1,1,6,6,2,5,4,0,11.0
3,16376,9.703633190449867,1,2,1,3,6,1351,7.20934025660291,0,1,1,0,1,1515,7.323830566202317,0,0,0,3,5,5,1,1,0,10.0
7,1777,7.48324441607385,0,1,2,6,7,601,6.400257445308821,0,1,1,6,1,575,6.3561076606958915,0,2,0,1,5,3,0,1,0,1.0
3,29342,10.286809295958603,1,2,2,5,2,2516,7.830822995135316,1,2,1,3,6,1666,7.418780882750794,1,1,1,0,6,3,0,34,0,10.0
3,17625,9.777130363659605,0,0,0,6,5,1933,7.56734567601324,0,1,3,1,3,228,5.43372200355424,1,0,3,4,8,2,0,1,0,8.0
5,9268,9.134430777875833,1,1,3,0,8,1050,6.957497370876951,1,0,0,0,0,1918,7.5595594960077,1,1,3,0,8,6,3,14,0,6.0
2,7427,8.913011922472597,0,2,2,0,7,2145,7.671360923190644,0,0,0,3,5,992,6.900730664045173,1,2,2,5,2,6,6,1,0,2.0
8,3730,8.224431573221159,1,1,0,6,0,888,6.790097235513905,1,0,3,6,8,1066,6.9726062513017535,1,1,1,2,6,1,6,2,0,2.0
9,10842,9.291274989472182,1,0,2,6,2,2487,7.81923445385907,0,0,2,2,7,894,6.796823718274855,1,0,4,5,4,1,0,3,0,3.0
5,8625,9.062536177207788,0,0,0,1,5,536,6.285998094508865,1,2,1,4,6,1657,7.4133673356952405,0,1,2,5,7,0,0,1,0,12.0
9,5337,8.58260632996447,0,0,2,3,7,2229,7.709756864454165,0,0,4,3,9,879,6.779921907472252,0,0,4,4,9,4,4,3,0,1.0
2,16865,9.733055040134587,0,2,0,2,5,1283,7.157735484249907,0,2,3,2,3,1469,7.293017679772782,0,2,4,6,9,3,6,1,0,11.0
1,35210,10.469113812768233,1,2,0,0,0,2922,7.980365765111246,1,0,2,3,2,146,4.990432586778736,1,2,1,6,6,6,5,2,0,11.0
4,13807,9.53300341332321,0,1,2,3,7,1696,7.436617265234227,1,1,1,2,6,1935,7.568379267836522,0,0,0,3,5,3,0,1,0,6.0
2,10219,9.232101863757695,0,1,4,6,9,2281,7.732807530422021,0,1,1,6,1,1095,6.999422467507961,0,0,0,3,5,4,0,1,0,3.0
8,11624,9.360913230455557,1,2,4,4,4,1713,7.446585099157725,0,0,3,5,3,1346,7.205635176410364,1,2,1,2,6,5,0,1,0,5.0
0,35223,10.46948294743559,0,0,3,6,3,2675,7.892078421248119,0,2,0,1,5,448,6.1070228877422545,1,1,3,0,8,2,4,1,0,12.0
6,4895,8.496173824192162,0,2,0,2,5,2322,7.750614732770409,1,0,2,5,2,251,5.529429087511423,0,2,1,6,1,1,1,1,0,1.0
4,16119,9.68781601606062,0,0,4,5,9,1418,7.257707677160043,1,2,3,4,8,1939,7.570443252057374,0,1,4,0,9,1,5,1,0,9.0
1,3223,8.07837810362652,0,1,3,3,3,333,5.811140992976701,0,0,3,4,3,1558,7.351799869057777,1,1,3,4,8,4,0,1,0,4.0
1,7823,8.964951211714654,0,2,3,4,3,2380,7.7752758464868625,1,1,0,0,0,683,6.52795791762255,0,2,3,4,3,0,1,1,0,2.0
7,17344,9.76105955940385,1,1,4,5,4,2626,7.87359778968554,1,1,1,1,6,1588,7.370860166536716,1,1,3,6,8,1,6,2,0,5.0
9,11496,9.34984141075374,1,0,1,2,6,1326,7.190676034332207,1,0,1,3,6,888,6.790097235513905,1,0,3,6,8,2,6,6,0,7.0
1,6987,8.851949671253948,0,0,2,1,7,1862,7.529943370601589,1,2,2,0,2,1401,7.2456550675945355,0,0,1,1,1,0,5,1,0,2.0
7,652,6.481577129276431,1,1,2,1,2,166,5.117993812416755,1,1,1,5,6,154,5.043425116919247,1,1,4,0,4,4,6,2,0,2.0
