slot_n_people,slot_n_people_abs_log1p,slot_n_people_is_even,slot_n_people_mod3,slot_n_people_mod5,slot_n_people_mod7,slot_n_people_mod10,slot_total_amount,slot_total_amount_abs_log1p,slot_total_amount_is_even,slot_total_amount_mod3,slot_total_amount_mod7,slot_total_amount_mod10,slot_external_contrib,slot_external_contrib_abs_log1p,slot_external_contrib_mod3,slot_external_contrib_mod7,slot_currency,slot_org_source,slot_group_label,gcd_all,n_multiple_pairs,y
16,2.833213344056216,1,1,1,2,6,228720,12.340258199144733,1,0,2,0,142000,11.863589378812122,1,5,5,4,6,16,2,5420.0
37,3.6375861597263857,0,1,2,2,7,419940,12.947869504201371,1,0,3,0,175000,12.07254696717504,1,0,4,1,2,1,0,6620.0
8,2.1972245773362196,1,2,3,1,8,256240,12.453873686866745,1,1,5,0,195000,12.180759965737863,0,1,0,0,5,8,2,7655.0
22,3.1354942159291497,1,1,2,1,2,109150,11.600487523640199,1,1,6,0,80000,11.289794413577894,2,4,3,7,0,2,0,1325.0
46,3.8501476017100584,1,1,1,4,6,311100,12.647872897281076,1,0,6,0,42000,10.645448706505872,0,0,0,4,6,2,0,5850.0
34,3.5553480614894135,1,1,4,6,4,323170,12.685936873880532,1,1,1,0,51000,10.839600519357369,0,5,3,7,1,34,2,8005.0
49,3.912023005428146,0,1,4,0,9,419165,12.9460223018294,0,2,5,5,72000,11.184435286790631,0,5,5,1,1,1,0,7085.0
57,4.060443010546419,0,0,2,1,7,322795,12.684775823727424,0,1,4,5,13000,9.472781556562168,1,1,5,2,3,1,0,5435.0
21,3.091042453358316,0,0,1,0,1,333365,12.716996264494478,0,2,4,5,164000,12.00762780434872,2,4,5,4,0,1,0,8065.0
37,3.6375861597263857,0,1,2,2,7,123480,11.72384257706079,1,0,0,0,85000,11.350418300109132,1,6,1,5,0,1,0,1040.0
56,4.04305126783455,1,2,1,0,6,193440,12.172727835396879,1,0,2,0,89000,11.39640288460621,2,2,1,4,4,8,0,1865.0
31,3.4657359027997265,0,1,1,3,1,262140,12.476637805921735,1,0,4,0,140000,11.849404844423074,2,0,5,4,5,1,0,3940.0
21,3.091042453358316,0,0,1,0,1,213450,12.271162577113058,1,0,6,0,15000,9.61587214452889,0,6,4,7,7,3,0,9450.0
6,1.9459101490553132,1,0,1,6,6,165060,12.014070381531328,1,0,0,0,150000,11.918397239722838,0,4,4,7,3,6,2,2510.0
44,3.8066624897703196,1,2,4,2,4,278520,12.537248739456471,1,0,4,0,33000,10.404293143019792,0,2,4,4,4,44,2,5580.0
39,3.6888794541139363,0,0,4,4,9,383190,12.856288838372969,1,0,3,0,180000,12.100717685412471,0,2,2,3,0,3,0,5210.0
36,3.6109179126442243,1,0,1,1,6,301980,12.618119380470558,1,0,0,0,147000,11.898194668458823,0,0,0,2,0,12,0,4305.0
57,4.060443010546419,0,0,2,1,7,686725,13.439690656131708,0,1,4,5,121000,11.703554089007538,1,5,3,0,4,1,0,9925.0
53,3.9889840465642745,0,2,3,4,3,656230,13.39426814008789,1,1,1,0,131000,11.782960235741939,2,2,4,6,3,1,0,9910.0
8,2.1972245773362196,1,2,3,1,8,16200,9.692828247710418,1,0,2,0,12000,9.392745258631441,0,2,1,3,2,8,2,525.0
44,3.8066624897703196,1,2,4,2,4,542340,13.203650233880596,1,0,1,0,180000,12.100717685412471,0,2,5,5,2,4,0,8235.0
16,2.833213344056216,1,1,1,2,6,259920,12.468133017673223,1,0,3,0,170000,12.04355959836804,2,5,2,5,1,16,2,5620.0
27,3.332204510175204,0,0,2,6,7,271675,12.512365458792964,0,1,5,5,82000,11.314486721293981,1,2,1,5,2,1,0,7025.0
53,3.9889840465642745,0,2,3,4,3,375165,12.83512387367123,0,0,0,5,94000,11.451060699493427,1,4,2,2,4,1,0,5305.0
5,1.791759469228055,0,2,0,5,5,156950,11.96368893370568,1,2,3,0,132000,11.790564777297387,0,1,3,7,0,5,2,4990.0
21,3.091042453358316,0,0,1,0,1,334950,12.721739531452183,1,0,0,0,126000,11.744045122410057,0,0,3,4,6,21,2,9950.0
31,3.4657359027997265,0,1,1,3,1,86175,11.364146995611325,0,0,5,5,11000,9.305741456739435,2,3,0,1,1,1,0,2425.0
22,3.1354942159291497,1,1,2,1,2,191730,12.163848626966702,1,0,0,0,44000,10.691967639914864,2,5,4,0,0,22,2,6715.0
31,3.4657359027997265,0,1,1,3,1,203520,12.223524472643836,1,0,2,0,144000,11.87757552297847,0,3,4,4,2,1,0,1920.0
22,3.1354942159291497,1,1,2,1,2,317050,12.666817923199847,1,1,6,0,135000,11.813037464800539,0,5,4,0,6,2,0,8275.0
15,2.772588722239781,0,0,0,1,5,252925,12.440852234807503,0,1,1,5,193000,12.170450649220749,1,3,1,7,2,5,0,3995.0
15,2.772588722239781,0,0,0,1,5,158625,11.974304509173335,0,0,5,5,66000,11.097425172408931,0,4,2,2,3,15,2,6175.0
50,3.9318256327243257,1,2,0,1,0,166250,12.021253973537604,1,2,0,0,118000,11.678448377988165,1,1,1,4,4,50,2,965.0
25,3.258096538021482,0,1,0,4,5,271750,12.51264148482949,1,1,3,0,99000,11.502885230075814,0,6,2,1,2,25,2,6910.0
33,3.5263605246161616,0,0,3,5,3,278750,12.538074189193978,1,2,3,0,155000,11.951186847493476,2,6,5,7,3,1,0,3750.0
34,3.5553480614894135,1,1,4,6,4,267520,12.496953346909764,1,1,1,0,122000,11.711784520403112,2,4,0,5,1,2,0,4280.0
29,3.4011973816621555,0,2,4,1,9,314735,12.65948947117151,0,2,1,5,33000,10.404293143019792,0,2,5,1,6,1,0,9715.0
50,3.9318256327243257,1,2,0,1,0,276750,12.530873463933823,1,0,5,0,198000,12.19602736016897,0,5,5,3,4,50,2,1575.0
47,3.871201010907891,0,2,2,5,7,351010,12.768572840988284,1,1,2,0,124000,11.728044909070785,1,2,0,5,1,1,0,4830.0
23,3.1780538303479458,0,2,3,2,3,216345,12.284634256921912,0,0,3,5,170000,12.04355959836804,2,5,1,3,5,1,0,2015.0
27,3.332204510175204,0,0,2,6,7,171475,12.052198594104418,0,1,3,5,52000,10.859018228147887,1,4,2,7,6,1,0,4425.0
8,2.1972245773362196,1,2,3,1,8,123080,11.720597954199853,1,2,6,0,110000,11.608244735642321,2,2,5,4,4,8,2,1635.0
20,3.044522437723423,1,2,0,6,0,232200,12.355358654868867,1,0,3,0,132000,11.790564777297387,0,1,5,2,2,20,2,5010.0
48,3.8918202981106265,1,0,3,6,8,452080,13.021616646299154,1,1,6,0,136000,11.820417517632333,1,4,4,5,6,16,0,6585.0
30,3.4339872044851463,1,0,0,2,0,181450,12.10874092378613,1,1,3,0,61000,11.0186455364637,1,2,1,6,1,10,0,4015.0
31,3.4657359027997265,0,1,1,3,1,49245,10.80458342502774,0,0,0,5,37000,10.518700218288165,1,5,0,5,0,1,0,395.0
56,4.04305126783455,1,2,1,0,6,332800,12.715299992732369,1,1,6,0,148000,11.904974309480183,1,6,4,1,1,8,0,3300.0
58,4.07753744390572,1,1,3,2,8,391740,12.87835618611901,1,0,6,0,129000,11.767575435251748,0,4,2,1,4,2,0,4530.0
59,4.0943445622221,0,2,4,3,9,494325,13.110950497547586,0,0,6,5,130000,11.775297421715827,1,3,5,5,1,1,0,6175.0
42,3.7612001156935624,1,0,2,0,2,171900,12.05467400868968,1,0,1,0,90000,11.407576060361786,0,1,0,1,5,6,0,1950.0
27,3.332204510175204,0,0,2,6,7,209900,12.254391269970792,1,2,5,0,29000,10.275085591132715,2,6,3,6,0,1,0,6700.0
50,3.9318256327243257,1,2,0,1,0,595500,13.297158347037207,1,0,3,0,148000,11.904974309480183,1,6,2,0,7,50,2,8950.0
7,2.0794415416798357,0,1,2,0,7,131695,11.788251515212425,0,1,4,5,115000,11.652696102959753,1,4,3,0,1,1,0,2385.0
57,4.060443010546419,0,0,2,1,7,386560,12.865044961205717,1,1,6,0,154000,11.944714374881176,1,0,2,6,6,1,0,4080.0
34,3.5553480614894135,1,1,4,6,4,453400,13.024532222611139,1,1,3,0,195000,12.180759965737863,0,1,2,0,7,2,0,7600.0
44,3.8066624897703196,1,2,4,2,4,65040,11.082773119257247,1,0,3,0,3000,8.006700845440367,0,4,0,4,6,4,0,1410.0
12,2.5649493574615367,1,0,2,5,2,209400,12.252006352956359,1,0,2,0,135000,11.813037464800539,0,5,3,7,2,12,2,6200.0
59,4.0943445622221,0,2,4,3,9,439765,12.993998046247178,0,1,4,5,66000,11.097425172408931,0,4,2,2,7,1,0,6335.0
51,3.9512437185814275,0,0,1,2,1,328455,12.70215816577441,0,0,1,5,12000,9.392745258631441,0,2,0,2,1,3,0,6205.0
22,3.1354942159291497,1,1,2,1,2,76660,11.24714838346204,1,1,3,0,10000,9.210440366976517,1,4,5,3,0,2,0,3030.0
23,3.1780538303479458,0,2,3,2,3,53360,10.884835421043586,1,2,6,0,23000,10.043292972227004,2,5,1,5,2,23,2,1320.0
59,4.0943445622221,0,2,4,3,9,576850,13.26533927990685,1,1,1,0,96000,11.472113887062386,0,2,0,2,6,1,0,8150.0
41,3.7376696182833684,0,2,1,6,1,247620,12.419654630412534,1,0,2,0,91000,11.418625774449596,1,0,5,4,2,1,0,3820.0
20,3.044522437723423,1,2,0,6,0,122400,11.715057818961629,1,0,5,0,83000,11.326607934898927,2,1,5,0,0,20,2,1970.0
27,3.332204510175204,0,0,2,6,7,295700,12.597104087640735,1,2,6,0,104000,11.552155793461898,2,1,4,0,6,1,0,7100.0
52,3.970291913552122,1,1,2,3,2,381820,12.852707191380368,1,1,5,0,68000,11.127277689932466,2,2,4,7,2,4,0,6035.0
43,3.784189633918261,0,1,3,1,3,128155,11.761003550828846,0,1,6,5,17000,9.741027444837728,2,4,2,7,1,1,0,2585.0
60,4.110873864173311,1,0,0,4,0,543100,13.205050585302773,1,1,5,0,178000,12.08954444723597,1,4,2,4,4,20,0,6085.0
27,3.332204510175204,0,0,2,6,7,334485,12.720350304161832,0,0,4,5,171000,12.049424683420915,0,4,1,3,3,9,0,6055.0
21,3.091042453358316,0,0,1,0,1,106490,11.575815753518443,1,2,6,0,8000,8.987321812850125,2,6,0,2,5,1,0,4690.0
54,4.007333185232471,1,0,4,5,4,240570,12.390770543254824,1,0,1,0,81000,11.302216779257382,0,3,4,2,4,54,2,2955.0
44,3.8066624897703196,1,2,4,2,4,469860,13.060192185264308,1,0,6,0,181000,12.10625783509458,1,1,0,1,5,4,0,6565.0
46,3.8501476017100584,1,1,1,4,6,174940,12.072204053203079,1,1,3,0,19000,9.852246888342531,1,2,1,2,7,2,0,3390.0
15,2.772588722239781,0,0,0,1,5,175700,12.076538965678628,1,2,0,0,164000,12.00762780434872,2,4,0,6,3,5,0,780.0
20,3.044522437723423,1,2,0,6,0,114900,11.651826167019166,1,0,2,0,102000,11.532737896139919,0,3,2,1,2,20,2,645.0
21,3.091042453358316,0,0,1,0,1,371445,12.825158775912467,0,0,4,5,192000,12.165255859329688,0,4,2,5,6,3,0,8545.0
15,2.772588722239781,0,0,0,1,5,157650,11.968139008118328,1,0,3,0,153000,11.938199736300925,0,1,0,4,0,15,2,310.0
30,3.4339872044851463,1,0,0,2,0,449950,13.016893966928787,1,1,4,0,199000,12.201065128819632,1,4,0,1,1,10,0,8365.0
42,3.7612001156935624,1,0,2,0,2,318070,12.67002990728143,1,1,4,0,10000,9.210440366976517,1,4,2,5,3,2,0,7335.0
30,3.4339872044851463,1,0,0,2,0,195550,12.183576493952227,1,1,5,0,166000,12.019749091416921,1,2,5,6,0,10,0,985.0
12,2.5649493574615367,1,0,2,5,2,206760,12.23931881582372,1,0,1,0,108000,11.58989576532275,0,4,2,7,2,12,2,8230.0
9,2.302585092994046,0,0,4,2,9,154180,11.945882515917761,1,1,5,0,91000,11.418625774449596,1,0,0,4,5,1,0,7020.0
7,2.0794415416798357,0,1,2,0,7,154865,11.950315505862767,0,2,4,5,143000,11.870606902224587,2,4,3,1,3,1,0,1695.0
59,4.0943445622221,0,2,4,3,9,57865,10.965885271736585,0,1,3,5,44000,10.691967639914864,2,5,4,2,1,1,0,235.0
56,4.04305126783455,1,2,1,0,6,377560,12.841487424021029,1,1,1,0,34000,10.434145214930487,1,1,1,7,1,8,0,6135.0
23,3.1780538303479458,0,2,3,2,3,78250,11.267676887873458,1,1,4,0,61000,11.0186455364637,1,2,5,0,1,1,0,750.0
41,3.7376696182833684,0,2,1,6,1,96595,11.478292611475785,0,1,2,5,64000,11.06665398721974,1,6,3,5,3,1,0,795.0
52,3.970291913552122,1,1,2,3,2,192980,12.170347017445081,1,2,4,0,96000,11.472113887062386,0,2,0,1,3,4,0,1865.0
50,3.9318256327243257,1,2,0,1,0,572500,13.257769761133897,1,1,5,0,162000,11.995357787034976,0,6,2,1,7,50,2,8210.0
47,3.871201010907891,0,2,2,5,7,135310,11.815331111667156,1,1,0,0,54000,10.896757843893464,0,2,5,2,7,1,0,1730.0
29,3.4011973816621555,0,2,4,1,9,294755,12.59390317442653,0,2,6,5,118000,11.678448377988165,1,1,1,7,5,1,0,6095.0
14,2.70805020110221,1,2,4,0,4,195420,12.182911484668743,1,0,1,0,118000,11.678448377988165,1,1,4,3,4,2,0,5530.0
53,3.9889840465642745,0,2,3,4,3,395665,12.88832570000231,0,1,4,5,194000,12.175618592671356,2,2,0,6,0,1,0,3805.0
6,1.9459101490553132,1,0,1,6,6,195180,12.181682612158093,1,0,6,0,180000,12.100717685412471,0,2,4,6,5,6,2,2530.0
50,3.9318256327243257,1,2,0,1,0,569500,13.252515817794084,1,1,1,0,194000,12.175618592671356,2,2,4,1,2,50,2,7510.0
9,2.302585092994046,0,0,4,2,9,52385,10.866394659038862,0,2,4,5,50000,10.819798284210286,2,6,5,0,7,1,0,265.0
32,3.4965075614664802,1,2,2,4,2,264520,12.485675922213934,1,1,4,0,61000,11.0186455364637,1,2,3,1,5,8,0,6360.0
27,3.332204510175204,0,0,2,6,7,332470,12.714307917229219,1,1,5,0,100000,11.51293546492023,1,5,2,4,2,1,0,8610.0
45,3.828641396489095,0,0,0,3,5,239100,12.384641335788151,1,0,1,0,114000,11.643962499267984,0,5,2,0,0,15,0,2780.0
43,3.784189633918261,0,1,3,1,3,330680,12.70890944343365,1,2,0,0,169000,12.037659911047468,1,6,3,6,1,1,0,3760.0
37,3.6375861597263857,0,1,2,2,7,68270,11.131240358027329,1,2,6,0,5000,8.517393171418904,2,2,3,4,4,1,0,1710.0
10,2.3978952727983707,1,1,0,3,0,76450,11.244405291716395,1,1,3,0,50000,10.819798284210286,2,6,4,6,1,10,2,2645.0
16,2.833213344056216,1,1,1,2,6,19960,9.901535648810883,1,1,3,0,9000,9.105090961257085,0,5,3,7,0,8,0,685.0
41,3.7376696182833684,0,2,1,6,1,498010,13.118377444116259,1,1,2,0,104000,11.552155793461898,2,1,2,4,6,1,0,9610.0
14,2.70805020110221,1,2,4,0,4,166550,12.023056847806743,1,2,6,0,57000,10.950824090522445,0,6,2,3,7,2,0,7825.0
37,3.6375861597263857,0,1,2,2,7,270510,12.508068041876237,1,0,2,0,188000,12.144202560946876,2,1,2,3,5,1,0,2230.0
21,3.091042453358316,0,0,1,0,1,150690,11.922986661530603,1,0,1,0,111000,11.6172944892629,0,1,2,7,4,3,0,1890.0
10,2.3978952727983707,1,1,0,3,0,160100,11.983560145061489,1,2,3,0,62000,11.034905792929415,2,1,1,6,5,10,2,9810.0
12,2.5649493574615367,1,0,2,5,2,107280,11.583206839314055,1,0,5,0,21000,9.952325334619427,0,0,1,6,7,12,2,7190.0
50,3.9318256327243257,1,2,0,1,0,664750,13.40716781342907,1,1,2,0,176000,12.07824495582233,2,6,0,3,0,50,2,9775.0
51,3.9512437185814275,0,0,1,2,1,457145,13.032758093691008,0,2,3,5,29000,10.275085591132715,2,6,1,6,5,1,0,8395.0
13,2.6390573296152584,0,1,3,6,3,104720,11.559054949812444,1,2,0,0,86000,11.362114203075018,2,5,0,2,4,1,0,1440.0
41,3.7376696182833684,0,2,1,6,1,353870,12.776687718923965,1,2,6,0,187000,12.138869243416009,1,2,0,1,5,1,0,4070.0
25,3.258096538021482,0,1,0,4,5,228375,12.33874867243372,0,0,0,5,160000,11.982935344196433,1,1,4,7,7,25,2,2735.0
20,3.044522437723423,1,2,0,6,0,393400,12.882584726875908,1,1,0,0,200000,12.206077645517674,2,3,0,1,7,20,2,9670.0
13,2.6390573296152584,0,1,3,6,3,143015,11.870711791094925,0,2,5,5,128000,11.759793355371237,2,5,5,6,7,1,0,1155.0
5,1.791759469228055,0,2,0,5,5,114750,11.650519842481769,1,0,6,0,113000,11.635151947212842,2,6,4,7,5,5,2,350.0
54,4.007333185232471,1,0,4,5,4,611710,13.324015227740214,1,1,1,0,160000,11.982935344196433,1,1,0,1,4,2,0,8365.0
32,3.4965075614664802,1,2,2,4,2,430400,12.972472611247087,1,2,5,0,200000,12.206077645517674,2,3,5,1,6,32,2,7200.0
50,3.9318256327243257,1,2,0,1,0,130750,11.781050030081479,1,1,4,0,63000,11.050905878263567,0,0,1,3,3,50,2,1355.0
56,4.04305126783455,1,2,1,0,6,309720,12.643427171218164,1,0,5,0,184000,12.122696471358964,1,5,3,5,6,8,0,2245.0
18,2.9444389791664403,1,0,3,4,8,156250,11.959218967578169,1,1,3,0,46000,10.736418414365376,1,3,5,0,0,2,0,6125.0
31,3.4657359027997265,0,1,1,3,1,312685,12.652954771097328,0,1,2,5,200000,12.206077645517674,2,3,3,3,0,1,0,3635.0
13,2.6390573296152584,0,1,3,6,3,222525,12.312799227694127,0,0,2,5,178000,12.08954444723597,1,4,4,1,0,1,0,3425.0
43,3.784189633918261,0,1,3,1,3,348390,12.761080691250244,1,0,0,0,59000,10.985309671896763,2,4,3,4,1,1,0,6730.0
55,4.02535169073515,0,1,0,6,5,642125,13.372539825097537,0,2,1,5,187000,12.138869243416009,1,2,2,0,7,55,2,8275.0
22,3.1354942159291497,1,1,2,1,2,183720,12.121173581490451,1,0,5,0,90000,11.407576060361786,0,1,3,0,1,2,0,4260.0
47,3.871201010907891,0,2,2,5,7,239635,12.38687638435433,0,1,4,5,42000,10.645448706505872,0,0,2,3,0,1,0,4205.0
16,2.833213344056216,1,1,1,2,6,177000,12.083910661257521,1,0,5,0,43000,10.668978650219241,1,6,3,7,7,8,0,8375.0
37,3.6375861597263857,0,1,2,2,7,524045,13.169334745709733,0,2,4,5,162000,11.995357787034976,0,6,5,2,7,1,0,9785.0
15,2.772588722239781,0,0,0,1,5,148925,11.911204817263668,0,2,0,5,92000,11.429554725537322,2,6,1,1,4,5,0,3795.0
20,3.044522437723423,1,2,0,6,0,215700,12.281648468435115,1,0,2,0,38000,10.545367754151743,2,4,4,4,4,20,2,8885.0
41,3.7376696182833684,0,2,1,6,1,376055,12.837493347452353,0,2,1,5,54000,10.896757843893464,0,2,3,1,6,1,0,7855.0
17,2.8903717578961645,0,2,2,3,7,271235,12.510744569601588,0,2,6,5,153000,11.938199736300925,0,1,4,0,6,17,2,6955.0
49,3.912023005428146,0,1,4,0,9,613760,13.327360880537183,1,2,0,0,161000,11.989165855127435,2,0,0,4,5,7,0,9240.0
57,4.060443010546419,0,0,2,1,7,557755,13.231676869744762,0,1,2,5,4000,8.294299608857235,1,3,5,0,3,1,0,9715.0
16,2.833213344056216,1,1,1,2,6,309160,12.641617455786673,1,1,5,0,163000,12.001511614739405,1,5,1,0,7,8,0,9135.0
49,3.912023005428146,0,1,4,0,9,210805,12.258693558242383,0,1,0,5,140000,11.849404844423074,2,0,5,0,4,7,0,1445.0
17,2.8903717578961645,0,2,2,3,7,218960,12.29664891074834,1,2,0,0,153000,11.938199736300925,0,1,0,0,1,17,2,3880.0
25,3.258096538021482,0,1,0,4,5,347125,12.757443105411577,0,1,2,5,175000,12.07254696717504,1,0,3,2,0,25,2,6885.0
39,3.6888794541139363,0,0,4,4,9,312690,12.652970761451947,1,0,0,0,90000,11.407576060361786,0,1,0,7,0,3,0,5710.0
52,3.970291913552122,1,1,2,3,2,546240,13.210815549283666,1,0,2,0,46000,10.736418414365376,1,3,1,7,6,4,0,9620.0
32,3.4965075614664802,1,2,2,4,2,263560,12.482040119223017,1,1,3,0,153000,11.938199736300925,0,1,1,6,2,8,0,3455.0
9,2.302585092994046,0,0,4,2,9,41805,10.640795148881727,0,0,1,5,18000,9.798182590890704,0,3,0,0,1,9,2,2645.0
42,3.7612001156935624,1,0,2,0,2,259360,12.465976192606734,1,1,3,0,172000,12.055255569732177,1,3,0,3,1,2,0,2080.0
39,3.6888794541139363,0,0,4,4,9,386150,12.863983763661285,1,2,2,0,41000,10.62135173563291,2,1,4,6,1,1,0,8850.0
45,3.828641396489095,0,0,0,3,5,548625,13.215172249727539,0,0,0,5,183000,12.117246896289503,0,6,0,5,1,15,0,8125.0
57,4.060443010546419,0,0,2,1,7,177965,12.089347799793298,0,2,4,5,50000,10.819798284210286,2,6,5,1,0,1,0,2245.0
60,4.110873864173311,1,0,0,4,0,769500,13.553497531805386,1,0,4,0,171000,12.049424683420915,0,4,0,3,0,60,2,9975.0
47,3.871201010907891,0,2,2,5,7,518425,13.158552577083503,0,1,5,5,59000,10.985309671896763,2,4,4,0,2,1,0,9775.0
22,3.1354942159291497,1,1,2,1,2,266650,12.493695966256105,1,1,6,0,111000,11.6172944892629,0,1,2,4,7,2,0,7075.0
8,2.1972245773362196,1,2,3,1,8,72360,11.189422759203678,1,0,1,0,21000,9.952325334619427,0,0,4,2,7,8,2,6420.0
10,2.3978952727983707,1,1,0,3,0,186400,12.135655546026104,1,1,4,0,129000,11.767575435251748,0,4,2,5,3,10,2,5740.0
50,3.9318256327243257,1,2,0,1,0,324000,12.688501881189456,1,0,5,0,75000,11.225256725762893,0,2,1,5,5,50,2,4980.0
53,3.9889840465642745,0,2,3,4,3,228775,12.340498637881009,0,1,1,5,140000,11.849404844423074,2,0,1,5,7,1,0,1675.0
40,3.713572066704308,1,1,0,5,0,345200,12.751882135058594,1,2,2,0,59000,10.985309671896763,2,4,3,2,2,40,2,7155.0
39,3.6888794541139363,0,0,4,4,9,476060,13.07330127626339,1,2,4,0,182000,12.111767460549332,2,0,4,1,4,13,0,7540.0
31,3.4657359027997265,0,1,1,3,1,167510,12.028804299732762,1,2,0,0,6000,8.699681400989514,0,1,5,3,0,1,0,5210.0
56,4.04305126783455,1,2,1,0,6,252160,12.437823051379828,1,1,6,0,43000,10.668978650219241,1,6,3,4,4,8,0,3735.0
32,3.4965075614664802,1,2,2,4,2,215600,12.281184756225146,1,2,0,0,26000,10.165890277802454,2,2,2,0,7,16,0,5925.0
29,3.4011973816621555,0,2,4,1,9,182225,12.11300295395658,0,2,1,5,22000,9.99884318585288,1,6,5,5,4,1,0,5525.0
31,3.4657359027997265,0,1,1,3,1,232475,12.356542272874947,0,2,5,5,86000,11.362114203075018,2,5,2,2,0,1,0,4725.0
51,3.9512437185814275,0,0,1,2,1,382545,12.85460418645581,0,0,2,5,87000,11.373674891823535,0,4,5,0,0,3,0,5795.0
38,3.6635616461296463,1,2,3,3,8,349580,12.764490573460535,1,2,0,0,11000,9.305741456739435,2,3,2,2,6,2,0,8910.0
6,1.9459101490553132,1,0,1,6,6,72100,11.185823192802378,1,1,0,0,61000,11.0186455364637,1,2,1,2,6,2,0,1850.0
7,2.0794415416798357,0,1,2,0,7,170170,12.04455909282468,1,1,0,0,105000,11.561725152903833,0,0,0,4,4,7,2,9310.0
33,3.5263605246161616,0,0,3,5,3,371830,12.826194728954016,1,1,4,0,124000,11.728044909070785,1,2,4,1,5,1,0,7510.0
6,1.9459101490553132,1,0,1,6,6,107870,11.5886913477446,1,2,0,0,89000,11.39640288460621,2,2,2,6,5,2,0,3145.0
46,3.8501476017100584,1,1,1,4,6,315510,12.66194882564881,1,0,6,0,146000,11.891368749982085,2,1,1,3,2,2,0,3685.0
35,3.58351893845611,0,2,0,0,5,175400,12.074830060158243,1,2,1,0,27000,10.203629181337648,0,1,3,5,3,5,0,4240.0
52,3.970291913552122,1,1,2,3,2,413320,12.93197980975825,1,1,5,0,106000,11.571203807011969,1,6,1,6,7,4,0,5910.0
40,3.713572066704308,1,1,0,5,0,272000,12.513561021741964,1,2,1,0,83000,11.326607934898927,2,1,2,0,4,40,2,4725.0
29,3.4011973816621555,0,2,4,1,9,187700,12.142605550210915,1,2,2,0,34000,10.434145214930487,1,1,4,7,1,1,0,5300.0
12,2.5649493574615367,1,0,2,5,2,191160,12.160871283898333,1,0,4,0,138000,11.835016210489899,0,2,2,4,4,12,2,4430.0
25,3.258096538021482,0,1,0,4,5,200000,12.206077645517674,1,2,3,0,153000,11.938199736300925,0,1,1,5,3,25,2,1880.0
45,3.828641396489095,0,0,0,3,5,344925,12.751085180253012,0,0,0,5,144000,11.87757552297847,0,3,1,3,2,45,2,4465.0
29,3.4011973816621555,0,2,4,1,9,64365,11.07234082236705,0,0,0,5,30000,10.308985993422082,0,5,5,4,7,1,0,1185.0
53,3.9889840465642745,0,2,3,4,3,480025,13.08159554808378,0,1,0,5,7000,8.853808274977197,1,0,3,1,2,1,0,8925.0
12,2.5649493574615367,1,0,2,5,2,180300,12.10238295548773,1,0,1,0,96000,11.472113887062386,0,2,5,7,1,12,2,7025.0
44,3.8066624897703196,1,2,4,2,4,431980,12.976136884777553,1,1,3,0,100000,11.51293546492023,1,5,0,2,4,4,0,7545.0
13,2.6390573296152584,0,1,3,6,3,269255,12.503417878892911,0,2,0,5,170000,12.04355959836804,2,5,4,3,1,1,0,7635.0
29,3.4011973816621555,0,2,4,1,9,324520,12.690105527978432,1,1,0,0,125000,11.736077016252437,2,1,3,0,1,1,0,6880.0
31,3.4657359027997265,0,1,1,3,1,291000,12.581081982573842,1,0,3,0,136000,11.820417517632333,1,4,1,1,4,1,0,5000.0
23,3.1780538303479458,0,2,3,2,3,144470,11.880834074351759,1,2,4,0,32000,10.373522431293592,2,3,0,1,5,1,0,4890.0
28,3.367295829986474,1,1,3,0,8,270080,12.506477192989509,1,2,6,0,176000,12.07824495582233,2,6,2,2,6,4,0,3360.0
21,3.091042453358316,0,0,1,0,1,165595,12.017306366052198,0,1,3,5,25000,10.12667110305036,1,3,3,4,7,1,0,6695.0
43,3.784189633918261,0,1,3,1,3,288845,12.573648953095525,0,2,4,5,142000,11.863589378812122,1,5,2,7,1,1,0,3415.0
23,3.1780538303479458,0,2,3,2,3,28215,10.247644471915889,0,0,5,5,12000,9.392745258631441,0,2,3,7,4,1,0,705.0
45,3.828641396489095,0,0,0,3,5,419625,12.947119117359627,0,0,3,5,189000,12.149507585033072,0,0,5,4,1,45,2,5125.0
55,4.02535169073515,0,1,0,6,5,594325,13.295183269346138,0,1,4,5,192000,12.165255859329688,0,4,3,7,1,5,0,7315.0
57,4.060443010546419,0,0,2,1,7,67145,11.114624632046082,0,2,1,5,11000,9.305741456739435,2,3,2,3,0,1,0,985.0
50,3.9318256327243257,1,2,0,1,0,262000,12.476103599529843,1,1,4,0,174000,12.066816325306588,0,1,3,1,2,50,2,1760.0
5,1.791759469228055,0,2,0,5,5,72725,11.194454233698567,0,2,2,5,35000,10.463131911491967,2,0,0,4,0,5,2,7545.0
30,3.4339872044851463,1,0,0,2,0,230700,12.348877778786173,1,0,1,0,180000,12.100717685412471,0,2,2,4,2,30,2,1690.0
40,3.713572066704308,1,1,0,5,0,217400,12.289498853474674,1,2,1,0,65000,11.082157933374816,2,5,1,0,5,40,2,3810.0
50,3.9318256327243257,1,2,0,1,0,322250,12.68308602397738,1,2,5,0,180000,12.100717685412471,0,2,2,2,7,50,2,2845.0
33,3.5263605246161616,0,0,3,5,3,456890,13.032200129392812,1,2,0,0,182000,12.111767460549332,2,0,4,4,1,1,0,8330.0
29,3.4011973816621555,0,2,4,1,9,185305,12.12976379167368,0,1,1,5,97000,11.48247656671073,1,1,0,3,6,1,0,3045.0
