slot_buyer_name,slot_item_label,slot_currency_symbol,slot_unit_price,slot_unit_price_abs_log1p,slot_unit_price_mod3,slot_unit_price_mod5,slot_unit_price_mod7,slot_unit_price_mod10,slot_full_price_limit,slot_full_price_limit_abs_log1p,slot_full_price_limit_is_even,slot_full_price_limit_mod3,slot_full_price_limit_mod5,slot_full_price_limit_mod7,slot_full_price_limit_mod10,slot_for_self,slot_for_self_abs_log1p,slot_for_self_sign,slot_for_self_is_even,slot_for_self_mod3,slot_for_self_mod5,slot_for_self_mod7,slot_for_self_mod10,slot_spouse_count,slot_spouse_count_abs_log1p,slot_spouse_count_sign,slot_spouse_count_is_even,slot_spouse_count_mod3,slot_spouse_count_mod5,slot_spouse_count_mod7,slot_spouse_count_mod10,slot_kids_count,slot_kids_count_abs_log1p,slot_kids_count_sign,slot_kids_count_is_even,slot_kids_count_mod3,slot_kids_count_mod5,slot_kids_count_mod7,slot_kids_count_mod10,slot_others_count,slot_others_count_abs_log1p,slot_others_count_sign,slot_others_count_is_even,slot_others_count_mod3,slot_others_count_mod5,slot_others_count_mod7,slot_others_count_mod10,slot_others_label,n_multiple_pairs,y
3,4,2,222,5.407171771460119,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,0,9,1110.0
2,4,0,1120,7.02197642307216,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,2,21,3360.0
7,1,0,1912,7.556427969440253,1,2,1,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,1,21,7648.0
3,4,0,1638,7.40184157874383,0,3,0,8,2,1.0986122886681098,1,2,2,2,2,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,4,15,4095.0
7,1,2,848,6.744059186311348,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,3,23,5936.0
6,0,2,1252,7.133295954896068,1,2,6,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,1,24,5634.0
1,0,2,320,5.771441123130016,2,0,5,0,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,0,28,800.0
1,0,2,1098,7.002155954403621,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,0,11,5490.0
6,3,0,596,6.391917113392602,2,1,1,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,4,18,2682.0
0,2,1,1990,7.596392304064196,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,4,16,9950.0
7,3,2,738,6.6052979209482015,0,3,3,8,1,0.6931471805599453,0,1,1,1,1,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,2,18,2952.0
0,3,0,1830,7.5126175446745105,0,0,3,0,1,0.6931471805599453,0,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,4,10,2745.0
5,1,2,274,5.616771097666572,1,4,1,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,2,22,1507.0
1,4,2,1838,7.516977224604321,2,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,1,13,3676.0
2,0,0,1376,7.227662498728654,2,1,4,6,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,0,24,6192.0
1,2,2,962,6.870053411798126,2,2,3,2,2,1.0986122886681098,1,2,2,2,2,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,3,15,4329.0
6,0,2,1044,6.951772164398911,0,4,1,4,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,21,4698.0
1,4,1,754,6.626717749249025,1,4,5,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,4,22,4524.0
0,3,2,584,6.371611847231857,2,4,3,4,1,0.6931471805599453,0,1,1,1,1,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,2,21,2044.0
1,1,0,1288,7.161622002939187,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,2,20,8372.0
4,4,0,542,6.297109319933935,2,2,3,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,3,15,2439.0
7,1,0,634,6.453624998892692,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,3,16,3170.0
7,0,0,636,6.456769655572163,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,4,12,2862.0
4,1,2,486,6.18826412308259,0,1,3,6,1,0.6931471805599453,0,1,1,1,1,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,3,20,1944.0
5,0,0,896,6.799055862058796,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,1,18,3136.0
4,0,2,354,5.872117789475416,0,4,4,4,1,0.6931471805599453,0,1,1,1,1,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,4,10,354.0
1,4,2,1904,7.552237287560802,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,2,15,3808.0
2,4,2,1570,7.359467638255621,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,3,27,6280.0
4,2,1,1032,6.940222469119639,0,2,3,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,3,15,6708.0
5,2,0,136,4.919980925828125,1,1,3,6,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,3,15,680.0
6,0,2,1534,7.336285660021297,1,4,1,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,0,17,6136.0
0,0,1,1098,7.002155954403621,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,3,18,4941.0
3,4,2,818,6.70808408385307,2,3,6,8,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,0,16,4908.0
0,3,2,936,6.842683282238422,0,1,5,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,0,19,3276.0
3,4,2,1888,7.543802867501509,1,3,5,8,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,4,21,6608.0
5,3,2,542,6.297109319933935,2,2,3,2,3,1.3862943611198906,0,0,3,3,3,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,17,2168.0
4,2,0,934,6.840546529288687,1,4,3,4,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,15,1868.0
1,1,0,362,5.8944028342648505,2,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1,28,1448.0
7,3,1,1082,6.9874902470009905,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,0,16,5410.0
1,2,0,1116,7.018401799069201,0,1,3,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,2,15,3348.0
2,4,1,1436,7.270312886079025,2,1,1,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,21,4308.0
5,4,2,1156,7.053585727193677,1,1,1,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,3,28,6936.0
6,3,1,1774,7.4815557019095165,1,4,3,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,0,26,7983.0
7,2,0,1130,7.030857476116121,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,2,17,5650.0
1,2,1,1738,7.461065514354283,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,2,11,6083.0
7,0,0,1880,7.53955882930103,2,0,4,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,4,21,7520.0
4,3,2,1222,7.109062135687172,1,2,4,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,3,16,6110.0
6,4,1,596,6.391917113392602,2,1,1,6,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1,15,894.0
2,0,0,736,6.602587892189336,1,1,1,6,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,4,21,3312.0
6,2,2,500,6.2166061010848646,2,0,3,0,1,0.6931471805599453,0,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,3,13,2000.0
7,2,1,1554,7.349230824613334,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,0,20,6993.0
3,4,2,1210,7.099201743553092,1,0,6,0,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,1,19,6050.0
1,1,2,184,5.220355825078324,1,4,2,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,3,17,1104.0
1,2,1,342,5.8377304471659395,0,2,6,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,0,19,1197.0
0,2,1,1550,7.346655163176539,2,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,0,11,6200.0
4,3,0,672,6.511745329644728,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,0,18,2688.0
5,0,2,1208,7.097548850614793,2,3,4,8,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,3,21,6040.0
6,4,0,588,6.3784261836515865,0,3,0,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,1,24,2940.0
0,3,1,1804,7.498315870766981,1,4,5,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,0,12,7216.0
2,4,2,202,5.313205979041787,1,2,6,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,1,24,909.0
5,4,0,1892,7.545918151209323,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,3,24,8514.0
0,4,1,338,5.82600010738045,2,3,2,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,4,28,1352.0
3,4,0,1930,7.565793282428515,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,0,20,5790.0
4,2,0,1762,7.47477218239787,1,2,5,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,4,24,8810.0
4,1,2,548,6.3080984415095305,2,3,2,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,2,19,3562.0
2,2,0,1150,7.048386408721883,1,0,2,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,3,24,5175.0
7,4,2,1690,7.43307534889858,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,1,18,5915.0
1,2,2,1092,6.996681488176539,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,4,21,3822.0
6,2,0,1606,7.382124365737512,1,1,3,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,2,24,8030.0
1,1,2,560,6.329720905522696,2,0,0,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,0,21,2520.0
6,2,1,990,6.898714534329988,0,0,3,0,1,0.6931471805599453,0,1,1,1,1,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,4,19,3465.0
2,2,1,842,6.736966958001855,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,4,9,3789.0
2,1,1,1378,7.229113877793302,1,3,6,8,2,1.0986122886681098,1,2,2,2,2,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,2,10,1378.0
0,1,0,1130,7.030857476116121,2,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,1,14,7345.0
1,0,2,1950,7.576097340623111,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,3,18,8775.0
6,0,2,1438,7.271703706887368,1,3,3,8,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,0,21,4314.0
3,3,0,926,6.831953565565855,2,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,3,19,5093.0
2,3,0,318,5.765191102784844,0,3,3,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,1,22,2226.0
1,2,2,574,6.354370040797351,1,4,0,4,1,0.6931471805599453,0,1,1,1,1,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,2,12,2296.0
4,4,2,1416,7.256297239690681,0,1,2,6,1,0.6931471805599453,0,1,1,1,1,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,3,17,6372.0
5,1,0,456,6.124683390894205,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,3,28,2052.0
7,0,0,220,5.3981627015177525,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,0,21,880.0
2,2,2,1824,7.509335266016592,0,4,4,4,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,2,18,9120.0
2,4,2,692,6.541029999189903,2,2,6,2,2,1.0986122886681098,1,2,2,2,2,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,4,15,1384.0
7,2,2,1942,7.57198844937744,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,2,10,1942.0
5,3,2,898,6.80128303447162,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,1,14,4939.0
4,0,1,582,6.368187186350492,0,2,1,2,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,3,16,3492.0
1,3,1,1008,6.9167150203536085,0,3,0,8,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,0,15,3024.0
7,0,0,374,5.926926025970411,2,4,3,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,0,18,1309.0
4,4,2,1760,7.473637108496206,2,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,0,22,12320.0
4,3,1,474,6.163314804034641,0,4,5,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,2,14,1422.0
7,2,0,1444,7.275864600546533,1,4,2,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,4,22,7220.0
7,4,0,1500,7.313886831633462,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1,21,5250.0
1,4,1,448,6.1070228877422545,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,0,12,1344.0
3,2,1,206,5.332718793265369,2,1,3,6,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,2,16,1030.0
