slot_d1,slot_d1_abs_log1p,slot_d1_is_even,slot_d1_mod3,slot_d1_mod5,slot_d1_mod7,slot_d1_mod10,slot_d2,slot_d2_abs_log1p,slot_d2_is_even,slot_d2_mod3,slot_d2_mod5,slot_d2_mod7,slot_d2_mod10,slot_d3,slot_d3_abs_log1p,slot_d3_is_even,slot_d3_mod3,slot_d3_mod5,slot_d3_mod7,slot_d3_mod10,slot_removed,slot_removed_abs_log1p,slot_removed_sign,slot_removed_is_even,slot_removed_mod3,slot_removed_mod5,slot_removed_mod7,slot_removed_mod10,slot_k,slot_k_abs_log1p,slot_k_is_even,slot_k_mod3,slot_k_mod5,slot_k_mod7,slot_k_mod10,slot_group,slot_place,slot_event_phrase,gcd_all,n_multiple_pairs,y
24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,2,2,2,2,5,5,5,1,3,7.0
19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,3,4,1,2,45.0
17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,5,5,0,1,3,59.0
21,3.091042453358316,0,0,1,0,1,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,5,5,1,4,21.0
20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,0,1,1,1,6,45.0
29,3.4011973816621555,0,2,4,1,9,27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,4,2,2,1,0,83.0
11,2.4849066497880004,0,2,1,4,1,21,3.091042453358316,0,0,1,0,1,23,3.1780538303479458,0,2,3,2,3,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,4,3,3,1,0,11.0
22,3.1354942159291497,1,1,2,1,2,13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1,0,1,1,69.0
28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1,5,1,3,85.0
25,3.258096538021482,0,1,0,4,5,18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,3,4,1,4,85.0
6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,1,4,1,3,7.0
17,2.8903717578961645,0,2,2,3,7,13,2.6390573296152584,0,1,3,6,3,24,3.2188758248682006,1,0,4,3,4,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,2,0,2,1,0,31.0
13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,4,5,5,1,1,8.0
22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,2,3,1,1,86.0
29,3.4011973816621555,0,2,4,1,9,27,3.332204510175204,0,0,2,6,7,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1,4,1,2,42.0
25,3.258096538021482,0,1,0,4,5,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,0,5,1,4,80.0
29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,3,4,1,2,13.0
25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,5,3,1,3,30.0
18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,2,5,1,2,9.0
30,3.4339872044851463,1,0,0,2,0,23,3.1780538303479458,0,2,3,2,3,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,5,4,1,3,101.0
19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2,3,0,1,4,45.0
14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,4,5,3,1,3,53.0
22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,2,3,1,0,73.0
28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,3,4,1,2,41.0
25,3.258096538021482,0,1,0,4,5,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,4,3,2,1,1,92.0
26,3.295836866004329,1,2,1,5,6,13,2.6390573296152584,0,1,3,6,3,19,2.995732273553991,0,1,4,5,9,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,3,5,3,1,1,98.0
25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,4,3,1,4,12.0
30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,5,0,4,1,4,135.0
25,3.258096538021482,0,1,0,4,5,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,4,5,1,3,96.0
30,3.4339872044851463,1,0,0,2,0,21,3.091042453358316,0,0,1,0,1,29,3.4011973816621555,0,2,4,1,9,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,4,1,1,6,11.0
7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,1,1,2,1,1,7.0
11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,4,4,3,1,1,10.0
20,3.044522437723423,1,2,0,6,0,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,3,5,1,3,20.0
23,3.1780538303479458,0,2,3,2,3,27,3.332204510175204,0,0,2,6,7,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,3,5,1,5,9.0
23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,0,2,4,1,5,62.0
22,3.1354942159291497,1,1,2,1,2,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1,0,1,2,30.0
30,3.4339872044851463,1,0,0,2,0,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,2,4,1,2,17.0
22,3.1354942159291497,1,1,2,1,2,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,0,5,2,1,1,47.0
14,2.70805020110221,1,2,4,0,4,14,2.70805020110221,1,2,4,0,4,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,0,1,7,43.0
11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,0,5,2,1,2,30.0
16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,4,5,3,1,0,49.0
13,2.6390573296152584,0,1,3,6,3,15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,5,0,5,1,0,40.0
27,3.332204510175204,0,0,2,6,7,27,3.332204510175204,0,0,2,6,7,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,0,4,1,1,37.0
13,2.6390573296152584,0,1,3,6,3,18,2.9444389791664403,1,0,3,4,8,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4,1,4,1,4,14.0
12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1,0,1,4,15.0
21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,2,1,2,32.0
24,3.2188758248682006,1,0,4,3,4,21,3.091042453358316,0,0,1,0,1,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,4,4,1,7,13.0
24,3.2188758248682006,1,0,4,3,4,28,3.367295829986474,1,1,3,0,8,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,3,3,1,1,51.0
14,2.70805020110221,1,2,4,0,4,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,4,5,1,3,11.0
23,3.1780538303479458,0,2,3,2,3,27,3.332204510175204,0,0,2,6,7,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,0,0,1,1,0,26.0
30,3.4339872044851463,1,0,0,2,0,13,2.6390573296152584,0,1,3,6,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,1,3,1,3,129.0
7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,2,2,1,1,1.0
23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,5,2,1,0,28.0
30,3.4339872044851463,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,2,4,1,4,17.0
13,2.6390573296152584,0,1,3,6,3,14,2.70805020110221,1,2,4,0,4,26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,0,5,3,1,1,29.0
30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,1,1,2,2,124.0
12,2.5649493574615367,1,0,2,5,2,26,3.295836866004329,1,2,1,5,6,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,4,3,1,4,9.0
29,3.4011973816621555,0,2,4,1,9,21,3.091042453358316,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,4,5,5,1,0,107.0
26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,2,1,1,2,92.0
17,2.8903717578961645,0,2,2,3,7,18,2.9444389791664403,1,0,3,4,8,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,3,4,1,1,10.0
29,3.4011973816621555,0,2,4,1,9,10,2.3978952727983707,1,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,2,1,0,1,2,53.0
10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,3,5,3,1,1,18.0
17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,0,5,3,1,0,20.0
13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,2,2,1,2,27.0
8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,2,3,3,1,1,2.0
25,3.258096538021482,0,1,0,4,5,26,3.295836866004329,1,2,1,5,6,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3,2,0,1,5,59.0
13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,0,4,5,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3,1,3,1,5,10.0
26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,1,3,1,5,36.0
18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,0,0,0,1,1,9.0
26,3.295836866004329,1,2,1,5,6,19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,0,4,1,1,4,45.0
13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,0,2,1,3,50.0
18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,5,1,1,7,63.0
27,3.332204510175204,0,0,2,6,7,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,4,4,3,1,1,28.0
27,3.332204510175204,0,0,2,6,7,30,3.4339872044851463,1,0,0,2,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,4,1,1,3,36.0
24,3.2188758248682006,1,0,4,3,4,28,3.367295829986474,1,1,3,0,8,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,4,1,2,7,70.0
30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5,1,0,1,6,74.0
18,2.9444389791664403,1,0,3,4,8,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1,3,1,7,5.0
29,3.4011973816621555,0,2,4,1,9,19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,2,0,1,1,0,92.0
16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,1,0,1,5,4.0
21,3.091042453358316,0,0,1,0,1,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,0,0,1,2,56.0
17,2.8903717578961645,0,2,2,3,7,26,3.295836866004329,1,2,1,5,6,29,3.4011973816621555,0,2,4,1,9,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,2,3,4,1,4,31.0
27,3.332204510175204,0,0,2,6,7,24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,4,5,0,1,2,10.0
16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,5,4,1,4,18.0
24,3.2188758248682006,1,0,4,3,4,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,5,4,2,2,7,84.0
11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,4,0,1,2,26.0
12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,3,4,1,1,7,29.0
27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,5,1,1,4,84.0
13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,0,3,0,1,3,8.0
23,3.1780538303479458,0,2,3,2,3,25,3.258096538021482,0,1,0,4,5,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,5,2,1,2,46.0
21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,0,1,4,1,5,95.0
15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,5,1,1,4,41.0
20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,0,1,4,27.0
15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,0,4,1,7,24.0
25,3.258096538021482,0,1,0,4,5,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,3,1,3,1,1,25.0
27,3.332204510175204,0,0,2,6,7,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,0,0,1,4,67.0
8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,3,2,1,3,2.0
22,3.1354942159291497,1,1,2,1,2,19,2.995732273553991,0,1,4,5,9,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5,3,0,1,3,41.0
12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,2,0,4,1,0,11.0
20,3.044522437723423,1,2,0,6,0,23,3.1780538303479458,0,2,3,2,3,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,4,2,1,1,3.0
9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,0,4,0,1,0,20.0
25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,2,0,0,1,6,55.0
27,3.332204510175204,0,0,2,6,7,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,4,3,4,1,1,32.0
14,2.70805020110221,1,2,4,0,4,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1,4,1,3,8.0
11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,2,1,4,1,1,2.0
30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,5,3,4,1,4,129.0
9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,4,3,1,2,1.0
7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,4,1,1,2.0
25,3.258096538021482,0,1,0,4,5,26,3.295836866004329,1,2,1,5,6,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,0,0,2,1,1,37.0
27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2,5,0,1,5,72.0
21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,4,5,1,2,71.0
19,2.995732273553991,0,1,4,5,9,21,3.091042453358316,0,0,1,0,1,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,0,0,2,1,0,56.0
16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4,2,4,1,3,32.0
13,2.6390573296152584,0,1,3,6,3,29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,0,1,1,20.0
23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,2,2,2,2,2,3,1,1,1,6.0
