slot_name,slot_daily_amount,slot_daily_amount_abs_log1p,slot_daily_amount_is_even,slot_daily_amount_mod3,slot_daily_amount_mod5,slot_daily_amount_mod7,slot_daily_amount_mod10,slot_small_unit,slot_per_large,slot_per_large_abs_log1p,slot_per_large_is_even,slot_per_large_mod3,slot_per_large_mod5,slot_per_large_mod7,slot_per_large_mod10,slot_large_unit,slot_days,slot_days_abs_log1p,slot_days_is_even,slot_days_mod3,slot_days_mod5,slot_days_mod7,slot_days_mod10,gcd_all,n_multiple_pairs,y
9,34,3.5553480614894135,1,1,4,6,4,0,20,3.044522437723423,1,2,0,6,0,0,250,5.5254529391317835,1,1,0,5,0,2,0,425.0
6,33,3.5263605246161616,0,0,3,5,3,7,60,4.110873864173311,1,0,0,4,0,7,340,5.831882477283517,1,1,0,4,0,1,0,187.0
0,16,2.833213344056216,1,1,1,2,6,6,16,2.833213344056216,1,1,1,2,6,6,100,4.61512051684126,1,1,0,2,0,4,1,100.0
11,36,3.6109179126442243,1,0,1,1,6,3,40,3.713572066704308,1,1,0,5,0,3,60,4.110873864173311,1,0,0,4,0,4,0,54.0
9,43,3.784189633918261,0,1,3,1,3,8,50,3.9318256327243257,1,2,0,1,0,8,300,5.707110264748875,1,0,0,6,0,1,1,258.0
4,31,3.4657359027997265,0,1,1,3,1,0,10,2.3978952727983707,1,1,0,3,0,0,340,5.831882477283517,1,1,0,4,0,1,1,1054.0
8,5,1.791759469228055,0,2,0,5,5,8,25,3.258096538021482,0,1,0,4,5,8,180,5.198497031265826,1,0,0,5,0,5,2,36.0
5,26,3.295836866004329,1,2,1,5,6,0,10,2.3978952727983707,1,1,0,3,0,0,260,5.564520407322694,1,2,0,1,0,2,2,676.0
7,28,3.367295829986474,1,1,3,0,8,0,20,3.044522437723423,1,2,0,6,0,0,70,4.2626798770413155,1,1,0,0,0,2,0,98.0
7,22,3.1354942159291497,1,1,2,1,2,1,25,3.258096538021482,0,1,0,4,5,1,150,5.017279836814924,1,0,0,3,0,1,1,132.0
3,38,3.6635616461296463,1,2,3,3,8,8,25,3.258096538021482,0,1,0,4,5,8,150,5.017279836814924,1,0,0,3,0,1,1,228.0
4,10,2.3978952727983707,1,1,0,3,0,2,100,4.61512051684126,1,1,0,2,0,2,290,5.673323267171493,1,2,0,3,0,10,2,29.0
3,13,2.6390573296152584,0,1,3,6,3,4,24,3.2188758248682006,1,0,4,3,4,4,240,5.484796933490655,1,0,0,2,0,1,1,130.0
10,33,3.5263605246161616,0,0,3,5,3,4,6,1.9459101490553132,1,0,1,6,6,4,78,4.3694478524670215,1,0,3,1,8,3,1,429.0
2,17,2.8903717578961645,0,2,2,3,7,9,50,3.9318256327243257,1,2,0,1,0,9,300,5.707110264748875,1,0,0,6,0,1,1,102.0
3,46,3.8501476017100584,1,1,1,4,6,1,10,2.3978952727983707,1,1,0,3,0,1,80,4.394449154672439,1,2,0,3,0,2,1,368.0
3,20,3.044522437723423,1,2,0,6,0,7,60,4.110873864173311,1,0,0,4,0,7,357,5.8805329864007,0,0,2,0,7,1,1,119.0
1,6,1.9459101490553132,1,0,1,6,6,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,2,1,6.0
11,35,3.58351893845611,0,2,0,0,5,0,20,3.044522437723423,1,2,0,6,0,0,304,5.720311776607412,1,1,4,3,4,1,0,532.0
4,43,3.784189633918261,0,1,3,1,3,1,10,2.3978952727983707,1,1,0,3,0,1,110,4.709530201312334,1,2,0,5,0,1,1,473.0
1,25,3.258096538021482,0,1,0,4,5,6,16,2.833213344056216,1,1,1,2,6,6,336,5.820082930352362,1,0,1,0,6,1,1,525.0
0,13,2.6390573296152584,0,1,3,6,3,6,16,2.833213344056216,1,1,1,2,6,6,288,5.666426688112432,1,0,3,1,8,1,1,234.0
3,4,1.6094379124341003,1,1,4,4,4,5,16,2.833213344056216,1,1,1,2,6,5,364,5.8998973535824915,1,1,4,0,4,4,2,91.0
10,17,2.8903717578961645,0,2,2,3,7,2,100,4.61512051684126,1,1,0,2,0,2,300,5.707110264748875,1,0,0,6,0,1,1,51.0
8,43,3.784189633918261,0,1,3,1,3,8,30,3.4339872044851463,1,0,0,2,0,8,150,5.017279836814924,1,0,0,3,0,1,1,215.0
5,48,3.8918202981106265,1,0,3,6,8,1,10,2.3978952727983707,1,1,0,3,0,1,195,5.278114659230517,0,0,0,6,5,1,0,936.0
2,47,3.871201010907891,0,2,2,5,7,1,10,2.3978952727983707,1,1,0,3,0,1,310,5.739792912179234,1,1,0,2,0,1,1,1457.0
7,32,3.4965075614664802,1,2,2,4,2,7,60,4.110873864173311,1,0,0,4,0,7,45,3.828641396489095,0,0,0,3,5,1,0,24.0
8,8,2.1972245773362196,1,2,3,1,8,3,30,3.4339872044851463,1,0,0,2,0,3,75,4.330733340286331,0,0,0,5,5,1,0,20.0
9,41,3.7376696182833684,0,2,1,6,1,0,10,2.3978952727983707,1,1,0,3,0,0,250,5.5254529391317835,1,1,0,5,0,1,1,1025.0
10,39,3.6888794541139363,0,0,4,4,9,2,100,4.61512051684126,1,1,0,2,0,2,300,5.707110264748875,1,0,0,6,0,1,1,117.0
2,18,2.9444389791664403,1,0,3,4,8,4,12,2.5649493574615367,1,0,2,5,2,4,182,5.209486152841421,1,2,2,0,2,2,0,273.0
4,22,3.1354942159291497,1,1,2,1,2,1,10,2.3978952727983707,1,1,0,3,0,1,130,4.875197323201151,1,1,0,4,0,2,1,286.0
11,11,2.4849066497880004,0,2,1,4,1,4,6,1.9459101490553132,1,0,1,6,6,4,66,4.204692619390966,1,0,1,3,6,1,2,121.0
9,37,3.6375861597263857,0,1,2,2,7,6,16,2.833213344056216,1,1,1,2,6,6,32,3.4965075614664802,1,2,2,4,2,1,1,74.0
5,45,3.828641396489095,0,0,0,3,5,1,25,3.258096538021482,0,1,0,4,5,1,200,5.303304908059076,1,2,0,4,0,5,1,360.0
6,14,2.70805020110221,1,2,4,0,4,0,10,2.3978952727983707,1,1,0,3,0,0,20,3.044522437723423,1,2,0,6,0,2,1,28.0
11,10,2.3978952727983707,1,1,0,3,0,5,8,2.1972245773362196,1,2,3,1,8,5,360,5.8888779583328805,1,0,0,3,0,2,2,450.0
2,34,3.5553480614894135,1,1,4,6,4,8,20,3.044522437723423,1,2,0,6,0,8,220,5.3981627015177525,1,1,0,3,0,2,1,374.0
7,10,2.3978952727983707,1,1,0,3,0,7,60,4.110873864173311,1,0,0,4,0,7,228,5.43372200355424,1,0,3,4,8,2,1,38.0
8,25,3.258096538021482,0,1,0,4,5,8,20,3.044522437723423,1,2,0,6,0,8,224,5.41610040220442,1,2,4,0,4,1,0,280.0
8,48,3.8918202981106265,1,0,3,6,8,9,50,3.9318256327243257,1,2,0,1,0,9,175,5.170483995038151,0,1,0,0,5,1,0,168.0
7,10,2.3978952727983707,1,1,0,3,0,4,6,1.9459101490553132,1,0,1,6,6,4,75,4.330733340286331,0,0,0,5,5,1,0,125.0
8,37,3.6375861597263857,0,1,2,2,7,8,30,3.4339872044851463,1,0,0,2,0,8,60,4.110873864173311,1,0,0,4,0,1,1,74.0
10,13,2.6390573296152584,0,1,3,6,3,6,16,2.833213344056216,1,1,1,2,6,6,336,5.820082930352362,1,0,1,0,6,1,1,273.0
8,44,3.8066624897703196,1,2,4,2,4,3,30,3.4339872044851463,1,0,0,2,0,3,210,5.351858133476067,1,0,0,0,0,2,1,308.0
7,34,3.5553480614894135,1,1,4,6,4,6,16,2.833213344056216,1,1,1,2,6,6,104,4.653960350157523,1,2,4,6,4,2,0,221.0
4,34,3.5553480614894135,1,1,4,6,4,0,20,3.044522437723423,1,2,0,6,0,0,90,4.51085950651685,1,0,0,6,0,2,0,153.0
0,20,3.044522437723423,1,2,0,6,0,8,25,3.258096538021482,0,1,0,4,5,8,45,3.828641396489095,0,0,0,3,5,5,0,36.0
6,27,3.332204510175204,0,0,2,6,7,1,10,2.3978952727983707,1,1,0,3,0,1,10,2.3978952727983707,1,1,0,3,0,1,1,27.0
2,26,3.295836866004329,1,2,1,5,6,4,24,3.2188758248682006,1,0,4,3,4,4,132,4.890349128221754,1,0,2,6,2,2,0,143.0
5,16,2.833213344056216,1,1,1,2,6,3,10,2.3978952727983707,1,1,0,3,0,3,180,5.198497031265826,1,0,0,5,0,2,1,288.0
6,46,3.8501476017100584,1,1,1,4,6,3,24,3.2188758248682006,1,0,4,3,4,3,204,5.3230099791384085,1,0,4,1,4,2,0,391.0
8,12,2.5649493574615367,1,0,2,5,2,2,200,5.303304908059076,1,2,0,4,0,2,350,5.860786223465865,1,2,0,0,0,2,0,21.0
8,50,3.9318256327243257,1,2,0,1,0,4,24,3.2188758248682006,1,0,4,3,4,4,132,4.890349128221754,1,0,2,6,2,2,0,275.0
0,40,3.713572066704308,1,1,0,5,0,0,10,2.3978952727983707,1,1,0,3,0,0,197,5.288267030694535,0,2,2,1,7,1,1,788.0
1,45,3.828641396489095,0,0,0,3,5,2,100,4.61512051684126,1,1,0,2,0,2,160,5.081404364984463,1,1,0,6,0,5,0,72.0
10,31,3.4657359027997265,0,1,1,3,1,2,100,4.61512051684126,1,1,0,2,0,2,100,4.61512051684126,1,1,0,2,0,1,1,31.0
10,35,3.58351893845611,0,2,0,0,5,8,40,3.713572066704308,1,1,0,5,0,8,304,5.720311776607412,1,1,4,3,4,1,0,266.0
11,4,1.6094379124341003,1,1,4,4,4,8,50,3.9318256327243257,1,2,0,1,0,8,50,3.9318256327243257,1,2,0,1,0,2,1,4.0
1,20,3.044522437723423,1,2,0,6,0,1,50,3.9318256327243257,1,2,0,1,0,1,360,5.8888779583328805,1,0,0,3,0,10,1,144.0
3,25,3.258096538021482,0,1,0,4,5,8,50,3.9318256327243257,1,2,0,1,0,8,136,4.919980925828125,1,1,1,3,6,1,1,68.0
0,15,2.772588722239781,0,0,0,1,5,2,100,4.61512051684126,1,1,0,2,0,2,280,5.638354669333745,1,1,0,0,0,5,0,42.0
3,27,3.332204510175204,0,0,2,6,7,7,60,4.110873864173311,1,0,0,4,0,7,320,5.771441123130016,1,2,0,5,0,1,0,144.0
5,37,3.6375861597263857,0,1,2,2,7,9,50,3.9318256327243257,1,2,0,1,0,9,200,5.303304908059076,1,2,0,4,0,1,1,148.0
5,33,3.5263605246161616,0,0,3,5,3,9,20,3.044522437723423,1,2,0,6,0,9,340,5.831882477283517,1,1,0,4,0,1,1,561.0
9,4,1.6094379124341003,1,1,4,4,4,6,16,2.833213344056216,1,1,1,2,6,6,136,4.919980925828125,1,1,1,3,6,4,2,34.0
1,26,3.295836866004329,1,2,1,5,6,7,60,4.110873864173311,1,0,0,4,0,7,330,5.802118375377063,1,0,0,1,0,2,0,143.0
4,35,3.58351893845611,0,2,0,0,5,8,40,3.713572066704308,1,1,0,5,0,8,248,5.517452896464707,1,2,3,3,8,1,0,217.0
6,15,2.772588722239781,0,0,0,1,5,7,60,4.110873864173311,1,0,0,4,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,2.0
6,43,3.784189633918261,0,1,3,1,3,0,10,2.3978952727983707,1,1,0,3,0,0,50,3.9318256327243257,1,2,0,1,0,1,1,215.0
5,32,3.4965075614664802,1,2,2,4,2,7,60,4.110873864173311,1,0,0,4,0,7,300,5.707110264748875,1,0,0,6,0,4,1,160.0
9,18,2.9444389791664403,1,0,3,4,8,9,20,3.044522437723423,1,2,0,6,0,9,170,5.14166355650266,1,2,0,2,0,2,0,153.0
9,38,3.6635616461296463,1,2,3,3,8,5,8,2.1972245773362196,1,2,3,1,8,5,304,5.720311776607412,1,1,4,3,4,2,2,1444.0
7,43,3.784189633918261,0,1,3,1,3,2,50,3.9318256327243257,1,2,0,1,0,2,50,3.9318256327243257,1,2,0,1,0,1,1,43.0
8,18,2.9444389791664403,1,0,3,4,8,5,16,2.833213344056216,1,1,1,2,6,5,352,5.8664680569332965,1,1,2,2,2,2,1,396.0
4,18,2.9444389791664403,1,0,3,4,8,7,60,4.110873864173311,1,0,0,4,0,7,80,4.394449154672439,1,2,0,3,0,2,0,24.0
2,12,2.5649493574615367,1,0,2,5,2,3,10,2.3978952727983707,1,1,0,3,0,3,280,5.638354669333745,1,1,0,0,0,2,1,336.0
11,27,3.332204510175204,0,0,2,6,7,1,25,3.258096538021482,0,1,0,4,5,1,250,5.5254529391317835,1,1,0,5,0,1,1,270.0
4,8,2.1972245773362196,1,2,3,1,8,3,10,2.3978952727983707,1,1,0,3,0,3,365,5.902633333401366,0,2,0,1,5,1,0,292.0
8,9,2.302585092994046,0,0,4,2,9,8,25,3.258096538021482,0,1,0,4,5,8,125,4.836281906951478,0,2,0,6,5,1,1,45.0
7,42,3.7612001156935624,1,0,2,0,2,1,25,3.258096538021482,0,1,0,4,5,1,25,3.258096538021482,0,1,0,4,5,1,1,42.0
10,44,3.8066624897703196,1,2,4,2,4,8,50,3.9318256327243257,1,2,0,1,0,8,250,5.5254529391317835,1,1,0,5,0,2,1,220.0
0,4,1.6094379124341003,1,1,4,4,4,9,50,3.9318256327243257,1,2,0,1,0,9,250,5.5254529391317835,1,1,0,5,0,2,1,20.0
6,24,3.2188758248682006,1,0,4,3,4,7,60,4.110873864173311,1,0,0,4,0,7,5,1.791759469228055,0,2,0,5,5,1,1,2.0
7,8,2.1972245773362196,1,2,3,1,8,8,40,3.713572066704308,1,1,0,5,0,8,130,4.875197323201151,1,1,0,4,0,2,1,26.0
11,23,3.1780538303479458,0,2,3,2,3,3,30,3.4339872044851463,1,0,0,2,0,3,150,5.017279836814924,1,0,0,3,0,1,1,115.0
10,34,3.5553480614894135,1,1,4,6,4,8,20,3.044522437723423,1,2,0,6,0,8,260,5.564520407322694,1,2,0,1,0,2,1,442.0
4,26,3.295836866004329,1,2,1,5,6,6,16,2.833213344056216,1,1,1,2,6,6,128,4.859812404361672,1,2,3,2,8,2,1,208.0
6,12,2.5649493574615367,1,0,2,5,2,0,10,2.3978952727983707,1,1,0,3,0,0,110,4.709530201312334,1,2,0,5,0,2,1,132.0
3,22,3.1354942159291497,1,1,2,1,2,2,100,4.61512051684126,1,1,0,2,0,2,350,5.860786223465865,1,2,0,0,0,2,0,77.0
9,41,3.7376696182833684,0,2,1,6,1,8,50,3.9318256327243257,1,2,0,1,0,8,50,3.9318256327243257,1,2,0,1,0,1,1,41.0
7,27,3.332204510175204,0,0,2,6,7,5,8,2.1972245773362196,1,2,3,1,8,5,264,5.579729825986222,1,0,4,5,4,1,1,891.0
8,45,3.828641396489095,0,0,0,3,5,0,20,3.044522437723423,1,2,0,6,0,0,52,3.970291913552122,1,1,2,3,2,1,0,117.0
9,28,3.367295829986474,1,1,3,0,8,2,100,4.61512051684126,1,1,0,2,0,2,150,5.017279836814924,1,0,0,3,0,2,0,42.0
6,17,2.8903717578961645,0,2,2,3,7,3,15,2.772588722239781,0,0,0,1,5,3,30,3.4339872044851463,1,0,0,2,0,1,1,34.0
5,31,3.4657359027997265,0,1,1,3,1,5,8,2.1972245773362196,1,2,3,1,8,5,136,4.919980925828125,1,1,1,3,6,1,1,527.0
4,48,3.8918202981106265,1,0,3,6,8,6,16,2.833213344056216,1,1,1,2,6,6,361,5.8916442118257715,0,1,1,4,1,1,1,1083.0
11,48,3.8918202981106265,1,0,3,6,8,1,50,3.9318256327243257,1,2,0,1,0,1,125,4.836281906951478,0,2,0,6,5,1,0,120.0
8,49,3.912023005428146,0,1,4,0,9,9,50,3.9318256327243257,1,2,0,1,0,9,350,5.860786223465865,1,2,0,0,0,1,1,343.0
11,48,3.8918202981106265,1,0,3,6,8,7,60,4.110873864173311,1,0,0,4,0,7,160,5.081404364984463,1,1,0,6,0,4,0,128.0
6,24,3.2188758248682006,1,0,4,3,4,5,16,2.833213344056216,1,1,1,2,6,5,252,5.53338948872752,1,0,2,0,2,4,0,378.0
9,50,3.9318256327243257,1,2,0,1,0,2,100,4.61512051684126,1,1,0,2,0,2,54,4.007333185232471,1,0,4,5,4,2,1,27.0
4,40,3.713572066704308,1,1,0,5,0,7,60,4.110873864173311,1,0,0,4,0,7,66,4.204692619390966,1,0,1,3,6,2,0,44.0
10,35,3.58351893845611,0,2,0,0,5,5,8,2.1972245773362196,1,2,3,1,8,5,296,5.6937321388027,1,2,1,2,6,1,1,1295.0
3,22,3.1354942159291497,1,1,2,1,2,0,10,2.3978952727983707,1,1,0,3,0,0,355,5.87493073085203,0,1,0,5,5,1,0,781.0
3,47,3.871201010907891,0,2,2,5,7,7,60,4.110873864173311,1,0,0,4,0,7,240,5.484796933490655,1,0,0,2,0,1,1,188.0
8,19,2.995732273553991,0,1,4,5,9,8,50,3.9318256327243257,1,2,0,1,0,8,50,3.9318256327243257,1,2,0,1,0,1,1,19.0
3,49,3.912023005428146,0,1,4,0,9,7,60,4.110873864173311,1,0,0,4,0,7,60,4.110873864173311,1,0,0,4,0,1,1,49.0
9,42,3.7612001156935624,1,0,2,0,2,1,10,2.3978952727983707,1,1,0,3,0,1,140,4.948759890378168,1,2,0,0,0,2,1,588.0
11,16,2.833213344056216,1,1,1,2,6,4,24,3.2188758248682006,1,0,4,3,4,4,186,5.231108616854587,1,0,1,4,6,2,0,124.0
2,36,3.6109179126442243,1,0,1,1,6,8,50,3.9318256327243257,1,2,0,1,0,8,175,5.170483995038151,0,1,0,0,5,1,0,126.0
8,41,3.7376696182833684,0,2,1,6,1,4,12,2.5649493574615367,1,0,2,5,2,4,360,5.8888779583328805,1,0,0,3,0,1,1,1230.0
5,50,3.9318256327243257,1,2,0,1,0,6,16,2.833213344056216,1,1,1,2,6,6,48,3.8918202981106265,1,0,3,6,8,2,1,150.0
10,14,2.70805020110221,1,2,4,0,4,6,16,2.833213344056216,1,1,1,2,6,6,112,4.727387818712341,1,1,2,0,2,2,2,98.0
1,47,3.871201010907891,0,2,2,5,7,5,8,2.1972245773362196,1,2,3,1,8,5,360,5.8888779583328805,1,0,0,3,0,1,1,2115.0
7,30,3.4339872044851463,1,0,0,2,0,9,50,3.9318256327243257,1,2,0,1,0,9,170,5.14166355650266,1,2,0,2,0,10,0,102.0
2,18,2.9444389791664403,1,0,3,4,8,5,16,2.833213344056216,1,1,1,2,6,5,344,5.84354441703136,1,2,4,1,4,2,0,387.0
10,34,3.5553480614894135,1,1,4,6,4,3,40,3.713572066704308,1,1,0,5,0,3,140,4.948759890378168,1,2,0,0,0,2,0,119.0
1,46,3.8501476017100584,1,1,1,4,6,6,16,2.833213344056216,1,1,1,2,6,6,152,5.030437921392435,1,2,2,5,2,2,0,437.0
0,47,3.871201010907891,0,2,2,5,7,5,16,2.833213344056216,1,1,1,2,6,5,288,5.666426688112432,1,0,3,1,8,1,1,846.0
0,31,3.4657359027997265,0,1,1,3,1,2,50,3.9318256327243257,1,2,0,1,0,2,150,5.017279836814924,1,0,0,3,0,1,1,93.0
6,23,3.1780538303479458,0,2,3,2,3,0,20,3.044522437723423,1,2,0,6,0,0,60,4.110873864173311,1,0,0,4,0,1,1,69.0
9,44,3.8066624897703196,1,2,4,2,4,0,20,3.044522437723423,1,2,0,6,0,0,140,4.948759890378168,1,2,0,0,0,4,1,308.0
2,2,1.0986122886681098,1,2,2,2,2,1,10,2.3978952727983707,1,1,0,3,0,1,335,5.817111159963204,0,2,0,6,5,1,1,67.0
9,10,2.3978952727983707,1,1,0,3,0,9,20,3.044522437723423,1,2,0,6,0,9,296,5.6937321388027,1,2,1,2,6,2,1,148.0
1,10,2.3978952727983707,1,1,0,3,0,6,16,2.833213344056216,1,1,1,2,6,6,120,4.795790545596741,1,0,0,1,0,2,1,75.0
1,11,2.4849066497880004,0,2,1,4,1,3,15,2.772588722239781,0,0,0,1,5,3,285,5.655991810819852,0,0,0,5,5,1,1,209.0
10,2,1.0986122886681098,1,2,2,2,2,4,6,1.9459101490553132,1,0,1,6,6,4,3,1.3862943611198906,0,0,3,3,3,1,2,1.0
10,34,3.5553480614894135,1,1,4,6,4,0,20,3.044522437723423,1,2,0,6,0,0,140,4.948759890378168,1,2,0,0,0,2,1,238.0
0,41,3.7376696182833684,0,2,1,6,1,4,24,3.2188758248682006,1,0,4,3,4,4,240,5.484796933490655,1,0,0,2,0,1,1,410.0
9,8,2.1972245773362196,1,2,3,1,8,7,60,4.110873864173311,1,0,0,4,0,7,15,2.772588722239781,0,0,0,1,5,1,1,2.0
9,31,3.4657359027997265,0,1,1,3,1,8,40,3.713572066704308,1,1,0,5,0,8,360,5.8888779583328805,1,0,0,3,0,1,1,279.0
1,25,3.258096538021482,0,1,0,4,5,5,16,2.833213344056216,1,1,1,2,6,5,144,4.976733742420574,1,0,4,4,4,1,1,225.0
8,29,3.4011973816621555,0,2,4,1,9,2,100,4.61512051684126,1,1,0,2,0,2,300,5.707110264748875,1,0,0,6,0,1,1,87.0
9,31,3.4657359027997265,0,1,1,3,1,6,16,2.833213344056216,1,1,1,2,6,6,336,5.820082930352362,1,0,1,0,6,1,1,651.0
0,25,3.258096538021482,0,1,0,4,5,7,60,4.110873864173311,1,0,0,4,0,7,72,4.290459441148391,1,0,2,2,2,1,0,30.0
9,38,3.6635616461296463,1,2,3,3,8,7,60,4.110873864173311,1,0,0,4,0,7,240,5.484796933490655,1,0,0,2,0,2,1,152.0
6,40,3.713572066704308,1,1,0,5,0,0,10,2.3978952727983707,1,1,0,3,0,0,195,5.278114659230517,0,0,0,6,5,5,1,780.0
5,21,3.091042453358316,0,0,1,0,1,8,40,3.713572066704308,1,1,0,5,0,8,360,5.8888779583328805,1,0,0,3,0,1,1,189.0
6,9,2.302585092994046,0,0,4,2,9,1,10,2.3978952727983707,1,1,0,3,0,1,50,3.9318256327243257,1,2,0,1,0,1,1,45.0
9,30,3.4339872044851463,1,0,0,2,0,6,16,2.833213344056216,1,1,1,2,6,6,104,4.653960350157523,1,2,4,6,4,2,0,195.0
0,42,3.7612001156935624,1,0,2,0,2,8,25,3.258096538021482,0,1,0,4,5,8,50,3.9318256327243257,1,2,0,1,0,1,1,84.0
7,24,3.2188758248682006,1,0,4,3,4,1,50,3.9318256327243257,1,2,0,1,0,1,50,3.9318256327243257,1,2,0,1,0,2,1,24.0
2,2,1.0986122886681098,1,2,2,2,2,9,20,3.044522437723423,1,2,0,6,0,9,120,4.795790545596741,1,0,0,1,0,2,3,12.0
10,17,2.8903717578961645,0,2,2,3,7,9,20,3.044522437723423,1,2,0,6,0,9,100,4.61512051684126,1,1,0,2,0,1,1,85.0
11,33,3.5263605246161616,0,0,3,5,3,8,25,3.258096538021482,0,1,0,4,5,8,75,4.330733340286331,0,0,0,5,5,1,1,99.0
3,42,3.7612001156935624,1,0,2,0,2,5,8,2.1972245773362196,1,2,3,1,8,5,240,5.484796933490655,1,0,0,2,0,2,1,1260.0
5,29,3.4011973816621555,0,2,4,1,9,7,60,4.110873864173311,1,0,0,4,0,7,300,5.707110264748875,1,0,0,6,0,1,1,145.0
10,18,2.9444389791664403,1,0,3,4,8,1,50,3.9318256327243257,1,2,0,1,0,1,75,4.330733340286331,0,0,0,5,5,1,0,27.0
11,40,3.713572066704308,1,1,0,5,0,5,8,2.1972245773362196,1,2,3,1,8,5,57,4.060443010546419,0,0,2,1,7,1,1,285.0
1,16,2.833213344056216,1,1,1,2,6,3,10,2.3978952727983707,1,1,0,3,0,3,55,4.02535169073515,0,1,0,6,5,1,0,88.0
3,36,3.6109179126442243,1,0,1,1,6,5,8,2.1972245773362196,1,2,3,1,8,5,22,3.1354942159291497,1,1,2,1,2,2,0,99.0
0,28,3.367295829986474,1,1,3,0,8,5,8,2.1972245773362196,1,2,3,1,8,5,352,5.8664680569332965,1,1,2,2,2,4,1,1232.0
11,27,3.332204510175204,0,0,2,6,7,3,24,3.2188758248682006,1,0,4,3,4,3,192,5.262690188904886,1,0,2,3,2,3,1,216.0
3,24,3.2188758248682006,1,0,4,3,4,6,16,2.833213344056216,1,1,1,2,6,6,12,2.5649493574615367,1,0,2,5,2,4,1,18.0
3,2,1.0986122886681098,1,2,2,2,2,6,16,2.833213344056216,1,1,1,2,6,6,144,4.976733742420574,1,0,4,4,4,2,3,18.0
11,46,3.8501476017100584,1,1,1,4,6,6,16,2.833213344056216,1,1,1,2,6,6,56,4.04305126783455,1,2,1,0,6,2,0,161.0
5,7,2.0794415416798357,0,1,2,0,7,8,50,3.9318256327243257,1,2,0,1,0,8,100,4.61512051684126,1,1,0,2,0,1,1,14.0
4,41,3.7376696182833684,0,2,1,6,1,5,8,2.1972245773362196,1,2,3,1,8,5,208,5.342334251964811,1,1,3,5,8,1,1,1066.0
3,42,3.7612001156935624,1,0,2,0,2,0,10,2.3978952727983707,1,1,0,3,0,0,220,5.3981627015177525,1,1,0,3,0,2,1,924.0
5,36,3.6109179126442243,1,0,1,1,6,8,20,3.044522437723423,1,2,0,6,0,8,210,5.351858133476067,1,0,0,0,0,2,0,378.0
4,21,3.091042453358316,0,0,1,0,1,2,100,4.61512051684126,1,1,0,2,0,2,100,4.61512051684126,1,1,0,2,0,1,1,21.0
8,46,3.8501476017100584,1,1,1,4,6,6,16,2.833213344056216,1,1,1,2,6,6,64,4.174387269895637,1,1,4,1,4,2,1,184.0
1,46,3.8501476017100584,1,1,1,4,6,7,60,4.110873864173311,1,0,0,4,0,7,330,5.802118375377063,1,0,0,1,0,2,0,253.0
7,11,2.4849066497880004,0,2,1,4,1,0,10,2.3978952727983707,1,1,0,3,0,0,300,5.707110264748875,1,0,0,6,0,1,1,330.0
0,40,3.713572066704308,1,1,0,5,0,4,12,2.5649493574615367,1,0,2,5,2,4,78,4.3694478524670215,1,0,3,1,8,2,0,260.0
3,24,3.2188758248682006,1,0,4,3,4,3,15,2.772588722239781,0,0,0,1,5,3,135,4.912654885736052,0,0,0,2,5,3,1,216.0
4,39,3.6888794541139363,0,0,4,4,9,1,25,3.258096538021482,0,1,0,4,5,1,200,5.303304908059076,1,2,0,4,0,1,1,312.0
3,18,2.9444389791664403,1,0,3,4,8,9,50,3.9318256327243257,1,2,0,1,0,9,25,3.258096538021482,0,1,0,4,5,1,1,9.0
8,29,3.4011973816621555,0,2,4,1,9,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,1,1,29.0
1,16,2.833213344056216,1,1,1,2,6,3,10,2.3978952727983707,1,1,0,3,0,3,105,4.663439094112067,0,0,0,0,5,1,0,168.0
0,6,1.9459101490553132,1,0,1,6,6,0,20,3.044522437723423,1,2,0,6,0,0,360,5.8888779583328805,1,0,0,3,0,2,2,108.0
5,39,3.6888794541139363,0,0,4,4,9,5,16,2.833213344056216,1,1,1,2,6,5,64,4.174387269895637,1,1,4,1,4,1,1,156.0
3,12,2.5649493574615367,1,0,2,5,2,8,50,3.9318256327243257,1,2,0,1,0,8,325,5.786897381366708,0,1,0,3,5,1,0,78.0
3,20,3.044522437723423,1,2,0,6,0,3,30,3.4339872044851463,1,0,0,2,0,3,27,3.332204510175204,0,0,2,6,7,1,0,18.0
3,24,3.2188758248682006,1,0,4,3,4,7,60,4.110873864173311,1,0,0,4,0,7,185,5.225746673713202,0,2,0,3,5,1,0,74.0
0,33,3.5263605246161616,0,0,3,5,3,0,20,3.044522437723423,1,2,0,6,0,0,300,5.707110264748875,1,0,0,6,0,1,1,495.0
4,43,3.784189633918261,0,1,3,1,3,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,1,1,43.0
8,43,3.784189633918261,0,1,3,1,3,4,24,3.2188758248682006,1,0,4,3,4,4,144,4.976733742420574,1,0,4,4,4,1,1,258.0
11,23,3.1780538303479458,0,2,3,2,3,3,20,3.044522437723423,1,2,0,6,0,3,40,3.713572066704308,1,1,0,5,0,1,1,46.0
4,40,3.713572066704308,1,1,0,5,0,9,50,3.9318256327243257,1,2,0,1,0,9,5,1.791759469228055,0,2,0,5,5,5,2,4.0
