slot_items_per_container,slot_items_per_container_abs_log1p,slot_items_per_container_is_even,slot_items_per_container_mod3,slot_items_per_container_mod5,slot_items_per_container_mod7,slot_items_per_container_mod10,slot_num_containers,slot_num_containers_abs_log1p,slot_num_containers_is_even,slot_num_containers_mod3,slot_num_containers_mod5,slot_num_containers_mod7,slot_num_containers_mod10,slot_duration_per_item,slot_duration_per_item_abs_log1p,slot_duration_per_item_is_even,slot_duration_per_item_mod3,slot_duration_per_item_mod5,slot_duration_per_item_mod7,slot_duration_per_item_mod10,slot_time_unit,slot_person_name,slot_item_noun_plural,slot_container_noun_singular,slot_container_noun_plural,gcd_all,n_multiple_pairs,y
340,5.831882477283517,1,1,0,4,0,23,3.1780538303479458,0,2,3,2,3,124,4.8283137373023015,1,1,4,5,4,1,0,2,5,5,1,0,969680.0
443,6.095824562432225,0,2,3,2,3,43,3.784189633918261,0,1,3,1,3,10,2.3978952727983707,1,1,0,3,0,0,6,3,2,2,1,0,190490.0
171,5.147494476813453,0,0,1,3,1,53,3.9889840465642745,0,2,3,4,3,6,1.9459101490553132,1,0,1,6,6,0,3,5,3,3,1,0,54378.0
741,6.60934924316738,0,0,1,6,1,45,3.828641396489095,0,0,0,3,5,11,2.4849066497880004,0,2,1,4,1,0,6,1,0,0,1,0,366795.0
136,4.919980925828125,1,1,1,3,6,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,0,6,4,5,5,1,0,57120.0
480,6.175867270105761,1,0,0,4,0,26,3.295836866004329,1,2,1,5,6,14,2.70805020110221,1,2,4,0,4,1,9,5,4,4,2,0,174720.0
685,6.530877627725885,0,1,0,6,5,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,0,7,2,0,0,1,1,65760.0
717,6.576469569048224,0,0,2,3,7,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,0,6,5,1,1,1,1,91776.0
643,6.467698726104354,0,1,3,6,3,34,3.5553480614894135,1,1,4,6,4,66,4.204692619390966,1,0,1,3,6,1,8,1,4,4,1,0,1442892.0
473,6.161207321695077,0,2,3,4,3,8,2.1972245773362196,1,2,3,1,8,135,4.912654885736052,0,0,0,2,5,1,1,4,4,4,1,0,510840.0
481,6.1779441140506,0,1,1,5,1,11,2.4849066497880004,0,2,1,4,1,147,4.997212273764115,0,0,2,0,7,1,2,4,2,2,1,0,777777.0
375,5.929589143389895,0,0,0,4,5,3,1.3862943611198906,0,0,3,3,3,89,4.499809670330265,0,2,4,5,9,1,4,3,4,4,1,1,100125.0
219,5.393627546352362,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,0,2,5,1,1,1,1,27375.0
528,6.270988431858299,1,0,3,3,8,49,3.912023005428146,0,1,4,0,9,119,4.787491742782046,0,2,4,0,9,1,5,1,0,0,1,0,3078768.0
201,5.308267697401205,0,0,1,5,1,35,3.58351893845611,0,2,0,0,5,17,2.8903717578961645,0,2,2,3,7,1,8,1,0,0,1,0,119595.0
254,5.541263545158426,1,2,4,2,4,43,3.784189633918261,0,1,3,1,3,140,4.948759890378168,1,2,0,0,0,1,8,2,0,0,1,0,1529080.0
791,6.674561391814426,0,2,1,0,1,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,0,6,3,3,3,1,0,60116.0
307,5.730099782973574,0,1,2,6,7,38,3.6635616461296463,1,2,3,3,8,174,5.1647859739235145,1,0,4,6,4,1,6,0,1,1,1,0,2029884.0
509,6.234410725718371,0,2,4,5,9,19,2.995732273553991,0,1,4,5,9,137,4.927253685157205,0,2,2,4,7,1,3,2,0,0,1,0,1324927.0
561,6.331501849893691,0,0,1,1,1,20,3.044522437723423,1,2,0,6,0,88,4.48863636973214,1,1,3,4,8,1,2,2,4,4,1,0,987360.0
367,5.908082938168931,0,1,2,3,7,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,0,2,1,2,2,1,0,8074.0
441,6.091309882077698,0,0,1,0,1,18,2.9444389791664403,1,0,3,4,8,67,4.219507705176107,0,1,2,4,7,1,0,4,1,1,1,0,531846.0
421,6.045005314036012,0,1,1,1,1,40,3.713572066704308,1,1,0,5,0,19,2.995732273553991,0,1,4,5,9,1,0,1,3,3,1,0,319960.0
607,6.410174881966167,0,1,2,5,7,25,3.258096538021482,0,1,0,4,5,99,4.605170185988092,0,0,4,1,9,1,4,5,0,0,1,0,1502325.0
651,6.480044561926653,0,0,1,0,1,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,0,3,5,3,3,1,0,187488.0
740,6.608000625296087,1,2,0,5,0,46,3.8501476017100584,1,1,1,4,6,9,2.302585092994046,0,0,4,2,9,0,0,3,0,0,1,0,306360.0
376,5.932245187448011,1,1,1,5,6,25,3.258096538021482,0,1,0,4,5,159,5.075173815233827,0,0,4,5,9,1,6,2,1,1,1,0,1494600.0
52,3.970291913552122,1,1,2,3,2,59,4.0943445622221,0,2,4,3,9,136,4.919980925828125,1,1,1,3,6,1,2,1,4,4,1,0,417248.0
583,6.369900982828227,0,1,3,2,3,44,3.8066624897703196,1,2,4,2,4,9,2.302585092994046,0,0,4,2,9,0,0,3,5,5,1,0,230868.0
177,5.181783550292085,0,0,2,2,7,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,0,8,2,5,5,1,1,3540.0
519,6.253828811575473,0,0,4,1,9,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,0,4,5,5,5,1,0,18165.0
412,6.023447592961033,1,1,2,6,2,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,1,6,3,0,0,2,0,59328.0
282,5.645446897643238,1,0,2,2,2,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,0,6,1,0,0,3,1,114210.0
60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,1,2,5,1,1,4,0,17280.0
643,6.467698726104354,0,1,3,6,3,54,4.007333185232471,1,0,4,5,4,111,4.718498871295094,0,0,1,6,1,1,5,0,5,5,1,0,3854142.0
83,4.430816798843313,0,2,3,6,3,35,3.58351893845611,0,2,0,0,5,138,4.9344739331306915,1,0,3,5,8,1,9,0,0,0,1,0,400890.0
33,3.5263605246161616,0,0,3,5,3,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1,9,3,0,0,1,1,1881.0
244,5.501258210544727,1,1,4,6,4,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,0,2,0,4,4,1,1,73200.0
299,5.703782474656201,0,2,4,5,9,52,3.970291913552122,1,1,2,3,2,70,4.2626798770413155,1,1,0,0,0,1,0,1,3,3,1,0,1088360.0
468,6.150602768446279,1,0,3,6,8,55,4.02535169073515,0,1,0,6,5,32,3.4965075614664802,1,2,2,4,2,1,9,3,2,2,1,0,823680.0
94,4.553876891600541,1,1,4,3,4,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,4,0,2,2,2,2,3384.0
504,6.22455842927536,1,0,4,0,4,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,0,2,2,4,4,1,1,45360.0
548,6.3080984415095305,1,2,3,2,8,18,2.9444389791664403,1,0,3,4,8,52,3.970291913552122,1,1,2,3,2,1,7,0,2,2,2,0,512928.0
559,6.327936783729195,0,1,4,6,9,22,3.1354942159291497,1,1,2,1,2,142,4.962844630259907,1,1,2,2,2,1,7,5,2,2,1,0,1746316.0
500,6.2166061010848646,1,2,0,3,0,38,3.6635616461296463,1,2,3,3,8,9,2.302585092994046,0,0,4,2,9,0,0,5,3,3,1,0,171000.0
524,6.263398262591624,1,2,4,6,4,58,4.07753744390572,1,1,3,2,8,65,4.189654742026425,0,2,0,2,5,1,2,3,5,5,1,0,1975480.0
531,6.2766434893416445,0,0,1,6,1,6,1.9459101490553132,1,0,1,6,6,139,4.941642422609304,0,1,4,6,9,1,9,0,4,4,1,0,442854.0
372,5.921578419643816,1,0,2,1,2,34,3.5553480614894135,1,1,4,6,4,170,5.14166355650266,1,2,0,2,0,1,1,5,5,5,2,1,2150160.0
770,6.647688373563329,1,2,0,0,0,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,1,9,2,1,1,1,1,123200.0
612,6.418364935936212,1,0,2,3,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,0,8,2,4,4,2,3,4896.0
120,4.795790545596741,1,0,0,1,0,37,3.6375861597263857,0,1,2,2,7,114,4.74493212836325,1,0,4,2,4,1,8,4,3,3,1,0,506160.0
148,5.003946305945459,1,1,3,1,8,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,0,8,2,2,2,1,0,31968.0
681,6.525029657843462,0,0,1,2,1,18,2.9444389791664403,1,0,3,4,8,170,5.14166355650266,1,2,0,2,0,1,3,1,5,5,1,0,2083860.0
650,6.478509642208569,1,2,0,6,0,33,3.5263605246161616,0,0,3,5,3,130,4.875197323201151,1,1,0,4,0,1,5,4,2,2,1,1,2788500.0
302,5.713732805509369,1,2,2,1,2,4,1.6094379124341003,1,1,4,4,4,63,4.1588830833596715,0,0,3,0,3,1,9,0,0,0,1,0,76104.0
696,6.546785410760524,1,0,1,3,6,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,0,2,5,3,3,1,1,41760.0
506,6.2285110035911835,1,2,1,2,6,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,0,0,5,4,4,2,1,48576.0
123,4.820281565605037,0,0,3,4,3,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,0,0,1,0,0,1,0,10332.0
577,6.359573868672378,0,1,2,3,7,58,4.07753744390572,1,1,3,2,8,54,4.007333185232471,1,0,4,5,4,1,2,0,1,1,1,0,1807164.0
176,5.176149732573829,1,2,1,1,6,3,1.3862943611198906,0,0,3,3,3,171,5.147494476813453,0,0,1,3,1,1,0,1,0,0,1,1,90288.0
679,6.522092798170152,0,1,4,0,9,38,3.6635616461296463,1,2,3,3,8,178,5.187385805840755,1,1,3,3,8,1,7,4,1,1,1,0,4592756.0
180,5.198497031265826,1,0,0,5,0,39,3.6888794541139363,0,0,4,4,9,11,2.4849066497880004,0,2,1,4,1,0,8,3,4,4,1,0,77220.0
759,6.633318433280377,0,0,4,3,9,53,3.9889840465642745,0,2,3,4,3,12,2.5649493574615367,1,0,2,5,2,0,6,2,4,4,1,0,482724.0
708,6.5638555265321274,1,0,3,1,8,51,3.9512437185814275,0,0,1,2,1,19,2.995732273553991,0,1,4,5,9,1,2,3,1,1,1,0,686052.0
83,4.430816798843313,0,2,3,6,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,0,2,3,5,5,1,0,1826.0
585,6.373319789577012,0,0,0,4,5,53,3.9889840465642745,0,2,3,4,3,9,2.302585092994046,0,0,4,2,9,0,0,1,5,5,1,1,279045.0
305,5.723585101952381,0,2,0,4,5,41,3.7376696182833684,0,2,1,6,1,9,2.302585092994046,0,0,4,2,9,0,8,1,2,2,1,0,112545.0
772,6.650279048587422,1,1,2,2,2,43,3.784189633918261,0,1,3,1,3,11,2.4849066497880004,0,2,1,4,1,0,6,1,0,0,1,0,365156.0
289,5.66988092298052,0,1,4,2,9,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,0,9,4,4,4,1,1,52020.0
244,5.501258210544727,1,1,4,6,4,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,0,4,1,4,4,1,1,30256.0
744,6.61338421837956,1,0,4,2,4,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,0,4,4,3,3,1,1,111600.0
21,3.091042453358316,0,0,1,0,1,57,4.060443010546419,0,0,2,1,7,122,4.812184355372417,1,2,2,3,2,1,8,4,0,0,1,0,146034.0
639,6.461468176353717,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,141,4.955827057601261,0,0,1,1,1,1,1,0,1,1,1,0,180198.0
661,6.495265555937008,0,1,1,3,1,46,3.8501476017100584,1,1,1,4,6,123,4.820281565605037,0,0,3,4,3,1,7,2,2,2,1,0,3739938.0
532,6.278521424165844,1,1,2,0,2,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,0,4,3,5,5,1,2,40432.0
742,6.610696044717759,1,1,2,0,2,60,4.110873864173311,1,0,0,4,0,79,4.382026634673881,0,1,4,2,9,1,0,3,2,2,1,0,3517080.0
142,4.962844630259907,1,1,2,2,2,11,2.4849066497880004,0,2,1,4,1,68,4.23410650459726,1,2,3,5,8,1,1,0,4,4,1,0,106216.0
260,5.564520407322694,1,2,0,1,0,42,3.7612001156935624,1,0,2,0,2,157,5.062595033026967,0,1,2,3,7,1,8,3,4,4,1,0,1714440.0
317,5.762051382780177,0,2,2,2,7,42,3.7612001156935624,1,0,2,0,2,142,4.962844630259907,1,1,2,2,2,1,6,3,1,1,1,0,1890588.0
266,5.58724865840025,1,2,1,0,6,54,4.007333185232471,1,0,4,5,4,12,2.5649493574615367,1,0,2,5,2,0,5,3,0,0,2,0,172368.0
254,5.541263545158426,1,2,4,2,4,55,4.02535169073515,0,1,0,6,5,162,5.093750200806762,1,0,2,1,2,1,9,0,5,5,1,0,2263140.0
556,6.322565239927284,1,1,1,3,6,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,0,0,3,4,4,1,1,122320.0
390,5.968707559985366,1,0,0,5,0,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,0,5,4,4,4,1,2,10140.0
650,6.478509642208569,1,2,0,6,0,27,3.332204510175204,0,0,2,6,7,152,5.030437921392435,1,2,2,5,2,1,1,1,3,3,1,0,2667600.0
232,5.4510384535657,1,1,2,1,2,60,4.110873864173311,1,0,0,4,0,43,3.784189633918261,0,1,3,1,3,1,5,5,5,5,1,0,598560.0
184,5.220355825078324,1,1,4,2,4,23,3.1780538303479458,0,2,3,2,3,108,4.6913478822291435,1,0,3,3,8,1,9,4,1,1,1,1,457056.0
299,5.703782474656201,0,2,4,5,9,22,3.1354942159291497,1,1,2,1,2,114,4.74493212836325,1,0,4,2,4,1,5,5,0,0,1,0,749892.0
603,6.403574197934815,0,0,3,1,3,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,0,0,5,0,0,1,0,83214.0
318,5.765191102784844,1,0,3,3,8,37,3.6375861597263857,0,1,2,2,7,46,3.8501476017100584,1,1,1,4,6,1,5,5,4,4,1,0,541236.0
98,4.59511985013459,1,2,3,0,8,59,4.0943445622221,0,2,4,3,9,139,4.941642422609304,0,1,4,6,9,1,4,4,1,1,1,0,803698.0
357,5.8805329864007,0,0,2,0,7,12,2.5649493574615367,1,0,2,5,2,153,5.0369526024136295,0,0,3,6,3,1,7,0,3,3,3,0,655452.0
111,4.718498871295094,0,0,1,6,1,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,0,5,1,2,2,1,1,13431.0
571,6.349138991379798,0,1,1,4,1,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,0,8,3,2,2,1,0,59384.0
289,5.66988092298052,0,1,4,2,9,27,3.332204510175204,0,0,2,6,7,108,4.6913478822291435,1,0,3,3,8,1,6,4,3,3,1,1,842724.0
649,6.476972362889683,0,1,4,5,9,50,3.9318256327243257,1,2,0,1,0,152,5.030437921392435,1,2,2,5,2,1,2,1,0,0,1,0,4932400.0
611,6.416732282512326,0,2,1,2,1,55,4.02535169073515,0,1,0,6,5,32,3.4965075614664802,1,2,2,4,2,1,2,4,0,0,1,0,1075360.0
427,6.059123195581797,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,152,5.030437921392435,1,2,2,5,2,1,2,2,0,0,1,0,3634624.0
708,6.5638555265321274,1,0,3,1,8,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,3,0,5,5,1,1,19824.0
195,5.278114659230517,0,0,0,6,5,5,1.791759469228055,0,2,0,5,5,100,4.61512051684126,1,1,0,2,0,1,3,5,2,2,5,2,97500.0
413,6.025865973825314,0,2,3,0,3,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,0,7,0,0,0,1,1,23128.0
88,4.48863636973214,1,1,3,4,8,48,3.8918202981106265,1,0,3,6,8,160,5.081404364984463,1,1,0,6,0,1,5,0,0,0,8,0,675840.0
319,5.768320995793772,0,1,4,4,9,59,4.0943445622221,0,2,4,3,9,49,3.912023005428146,0,1,4,0,9,1,0,3,1,1,1,0,922229.0
30,3.4339872044851463,1,0,0,2,0,24,3.2188758248682006,1,0,4,3,4,130,4.875197323201151,1,1,0,4,0,1,4,1,5,5,2,0,93600.0
354,5.872117789475416,1,0,4,4,4,53,3.9889840465642745,0,2,3,4,3,12,2.5649493574615367,1,0,2,5,2,0,5,3,1,1,1,0,225144.0
88,4.48863636973214,1,1,3,4,8,20,3.044522437723423,1,2,0,6,0,102,4.634728988229636,1,0,2,4,2,1,2,4,4,4,2,0,179520.0
129,4.867534450455582,0,0,4,3,9,44,3.8066624897703196,1,2,4,2,4,6,1.9459101490553132,1,0,1,6,6,0,2,3,2,2,1,0,34056.0
617,6.42648845745769,0,2,2,1,7,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,1,6,1,0,0,1,0,103656.0
124,4.8283137373023015,1,1,4,5,4,51,3.9512437185814275,0,0,1,2,1,28,3.367295829986474,1,1,3,0,8,1,9,3,5,5,1,0,177072.0
28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,56,4.04305126783455,1,2,1,0,6,1,0,4,4,4,1,1,4704.0
116,4.762173934797756,1,2,1,4,6,31,3.4657359027997265,0,1,1,3,1,11,2.4849066497880004,0,2,1,4,1,0,3,0,0,0,1,0,39556.0
157,5.062595033026967,0,1,2,3,7,6,1.9459101490553132,1,0,1,6,6,133,4.897839799950911,0,1,3,0,3,1,4,4,4,4,1,0,125286.0
426,6.056784013228625,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,111,4.718498871295094,0,0,1,6,1,1,6,2,0,0,1,0,803862.0
651,6.480044561926653,0,0,1,0,1,47,3.871201010907891,0,2,2,5,7,8,2.1972245773362196,1,2,3,1,8,0,9,4,1,1,1,0,244776.0
338,5.82600010738045,1,2,3,2,8,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,0,5,2,1,1,2,0,89232.0
286,5.659482215759621,1,1,1,6,6,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,0,9,2,1,1,2,1,50336.0
134,4.90527477843843,1,2,4,1,4,48,3.8918202981106265,1,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,0,1,4,3,3,1,0,45024.0
785,6.666956792429207,0,2,0,1,5,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,0,0,1,0,0,1,0,16485.0
584,6.371611847231857,1,2,4,3,4,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,0,8,2,3,3,1,0,49056.0
421,6.045005314036012,0,1,1,1,1,53,3.9889840465642745,0,2,3,4,3,6,1.9459101490553132,1,0,1,6,6,0,1,3,5,5,1,0,133878.0
320,5.771441123130016,1,2,0,5,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,0,9,0,5,5,5,3,8000.0
39,3.6888794541139363,0,0,4,4,9,35,3.58351893845611,0,2,0,0,5,131,4.882801922586371,0,2,1,5,1,1,1,1,0,0,1,0,178815.0
410,6.018593214496234,1,2,0,4,0,49,3.912023005428146,0,1,4,0,9,32,3.4965075614664802,1,2,2,4,2,1,9,1,3,3,1,0,642880.0
358,5.883322388488279,1,1,3,1,8,31,3.4657359027997265,0,1,1,3,1,131,4.882801922586371,0,2,1,5,1,1,6,0,3,3,1,0,1453838.0
177,5.181783550292085,0,0,2,2,7,55,4.02535169073515,0,1,0,6,5,168,5.1298987149230735,1,0,3,0,8,1,8,0,1,1,1,0,1635480.0
370,5.916202062607435,1,1,0,6,0,53,3.9889840465642745,0,2,3,4,3,63,4.1588830833596715,0,0,3,0,3,1,3,1,3,3,1,0,1235430.0
662,6.4967749901858625,1,2,2,4,2,49,3.912023005428146,0,1,4,0,9,9,2.302585092994046,0,0,4,2,9,0,0,3,0,0,1,0,291942.0
483,6.182084906716632,0,0,3,0,3,54,4.007333185232471,1,0,4,5,4,7,2.0794415416798357,0,1,2,0,7,0,0,3,2,2,1,1,182574.0
467,6.148468295917647,0,2,2,5,7,55,4.02535169073515,0,1,0,6,5,94,4.553876891600541,1,1,4,3,4,1,8,2,2,2,1,0,2414390.0
666,6.502790045915623,1,0,1,1,6,19,2.995732273553991,0,1,4,5,9,34,3.5553480614894135,1,1,4,6,4,1,9,3,5,5,1,0,430236.0
86,4.465908118654584,1,2,1,2,6,52,3.970291913552122,1,1,2,3,2,12,2.5649493574615367,1,0,2,5,2,0,6,5,1,1,2,0,53664.0
113,4.736198448394496,0,2,3,1,3,15,2.772588722239781,0,0,0,1,5,180,5.198497031265826,1,0,0,5,0,1,9,5,5,5,1,1,305100.0
196,5.2832037287379885,1,1,1,0,6,44,3.8066624897703196,1,2,4,2,4,114,4.74493212836325,1,0,4,2,4,1,7,2,4,4,2,0,983136.0
658,6.490723534502507,1,1,3,0,8,29,3.4011973816621555,0,2,4,1,9,9,2.302585092994046,0,0,4,2,9,0,4,0,3,3,1,0,171738.0
74,4.31748811353631,1,2,4,4,4,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,0,0,5,1,1,2,0,16576.0
537,6.2878585601617845,0,0,2,5,7,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,0,5,2,3,3,1,1,12888.0
208,5.342334251964811,1,1,3,5,8,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,0,0,5,1,1,2,2,4160.0
723,6.584791392385716,0,0,3,2,3,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,0,4,0,0,0,1,0,208224.0
378,5.937536205082426,1,0,3,0,8,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,0,7,5,3,3,3,2,68040.0
773,6.651571873589727,0,2,3,3,3,58,4.07753744390572,1,1,3,2,8,79,4.382026634673881,0,1,4,2,9,1,9,2,0,0,1,0,3541886.0
387,5.961005339623274,0,0,2,2,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,0,5,5,0,0,1,0,3870.0
442,6.093569770045136,1,1,2,1,2,29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,0,3,0,0,0,1,0,76908.0
625,6.439350371100098,0,1,0,2,5,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,0,5,4,5,5,1,0,110000.0
203,5.318119993844216,0,2,3,0,3,15,2.772588722239781,0,0,0,1,5,29,3.4011973816621555,0,2,4,1,9,1,3,5,4,4,1,1,88305.0
628,6.444131256700441,1,1,3,5,8,20,3.044522437723423,1,2,0,6,0,46,3.8501476017100584,1,1,1,4,6,1,8,2,5,5,2,0,577760.0
798,6.683360945766275,1,0,3,0,8,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,5,3,4,4,1,1,14364.0
253,5.537334267018537,0,1,3,1,3,31,3.4657359027997265,0,1,1,3,1,22,3.1354942159291497,1,1,2,1,2,1,8,2,4,4,1,0,172546.0
319,5.768320995793772,0,1,4,4,9,44,3.8066624897703196,1,2,4,2,4,111,4.718498871295094,0,0,1,6,1,1,0,0,1,1,1,0,1557996.0
436,6.07993319509559,1,1,1,2,6,49,3.912023005428146,0,1,4,0,9,4,1.6094379124341003,1,1,4,4,4,0,6,1,4,4,1,1,85456.0
48,3.8918202981106265,1,0,3,6,8,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,0,7,0,0,0,1,0,20160.0
71,4.276666119016055,0,2,1,1,1,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,0,4,3,3,3,1,0,8946.0
509,6.234410725718371,0,2,4,5,9,39,3.6888794541139363,0,0,4,4,9,62,4.143134726391533,1,2,2,6,2,1,7,1,1,1,1,0,1230762.0
123,4.820281565605037,0,0,3,4,3,13,2.6390573296152584,0,1,3,6,3,16,2.833213344056216,1,1,1,2,6,1,4,5,3,3,1,0,25584.0
104,4.653960350157523,1,2,4,6,4,2,1.0986122886681098,1,2,2,2,2,123,4.820281565605037,0,0,3,4,3,1,0,3,5,5,1,1,25584.0
607,6.410174881966167,0,1,2,5,7,51,3.9512437185814275,0,0,1,2,1,146,4.990432586778736,1,2,1,6,6,1,7,3,4,4,1,0,4519722.0
213,5.365976015021851,0,0,3,3,3,38,3.6635616461296463,1,2,3,3,8,34,3.5553480614894135,1,1,4,6,4,1,2,4,3,3,1,0,275196.0
657,6.489204931325317,0,0,2,6,7,58,4.07753744390572,1,1,3,2,8,12,2.5649493574615367,1,0,2,5,2,0,3,3,1,1,1,0,457272.0
439,6.0867747269123065,0,1,4,5,9,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,0,5,1,4,4,1,0,64972.0
421,6.045005314036012,0,1,1,1,1,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,0,9,5,2,2,1,0,44205.0
378,5.937536205082426,1,0,3,0,8,43,3.784189633918261,0,1,3,1,3,86,4.465908118654584,1,2,1,2,6,1,8,3,3,3,1,1,1397844.0
393,5.976350909297934,0,0,3,1,3,27,3.332204510175204,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,0,6,1,5,5,1,0,106110.0
591,6.3835066348840055,0,0,1,3,1,58,4.07753744390572,1,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,0,3,1,5,5,1,1,102834.0
581,6.366470447731438,0,2,1,0,1,22,3.1354942159291497,1,1,2,1,2,102,4.634728988229636,1,0,2,4,2,1,4,3,0,0,1,0,1303764.0
432,6.07073772800249,1,0,2,5,2,35,3.58351893845611,0,2,0,0,5,94,4.553876891600541,1,1,4,3,4,1,9,3,2,2,1,0,1421280.0
435,6.077642243349034,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,58,4.07753744390572,1,1,3,2,8,1,2,3,1,1,1,1,126150.0
691,6.539585955617669,0,1,1,5,1,30,3.4339872044851463,1,0,0,2,0,160,5.081404364984463,1,1,0,6,0,1,3,5,2,2,1,0,3316800.0
609,6.413458957167357,0,0,4,0,9,35,3.58351893845611,0,2,0,0,5,63,4.1588830833596715,0,0,3,0,3,1,8,5,4,4,7,0,1342845.0
192,5.262690188904886,1,0,2,3,2,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,0,4,0,4,4,2,1,27648.0
96,4.574710978503383,1,0,1,5,6,55,4.02535169073515,0,1,0,6,5,60,4.110873864173311,1,0,0,4,0,1,0,1,0,0,1,0,316800.0
417,6.035481432524756,0,0,2,4,7,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,1,5,5,3,3,1,1,80064.0
