slot_name1,slot_name2,slot_sold1_whole,slot_sold1_whole_abs_log1p,slot_sold1_whole_is_even,slot_sold1_whole_mod3,slot_sold1_whole_mod5,slot_sold1_whole_mod7,slot_sold1_whole_mod10,slot_sold2_whole,slot_sold2_whole_abs_log1p,slot_sold2_whole_is_even,slot_sold2_whole_mod3,slot_sold2_whole_mod5,slot_sold2_whole_mod7,slot_sold2_whole_mod10,slot_frac_num,slot_frac_num_abs_log1p,slot_frac_num_is_even,slot_frac_num_mod3,slot_frac_num_mod5,slot_frac_num_mod7,slot_frac_num_mod10,slot_frac_den,slot_frac_den_abs_log1p,slot_frac_den_is_even,slot_frac_den_mod3,slot_frac_den_mod5,slot_frac_den_mod7,slot_frac_den_mod10,slot_frac_decimal_str,slot_container_singular,slot_container_plural,slot_item_singular,slot_item_plural,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,gcd_all,n_multiple_pairs,y
17,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,2,2,5,5,286,5.659482215759621,1,1,1,6,6,1,3,44.0
16,4,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,0,3,3,7,7,1378,7.229113877793302,1,1,3,6,8,1,2,130.0
9,9,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,4,4,336,5.820082930352362,1,0,1,0,6,1,8,24.0
6,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,3,3,5,5,144,4.976733742420574,1,0,4,4,4,1,10,24.0
1,18,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,4,4,7,7,140,4.948759890378168,1,2,0,0,0,1,10,40.0
3,12,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,7,7,380,5.942799375126701,1,2,0,2,0,1,7,38.0
9,10,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,3,3,0,0,608,6.411818267709897,1,2,3,6,8,1,6,80.0
0,14,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,3,3,5,5,96,4.574710978503383,1,0,1,5,6,1,7,16.0
20,18,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,16,0,0,3,3,2356,7.7651449029361315,1,1,1,4,6,1,1,190.0
15,14,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,3,3,7,7,550,6.311734809152915,1,1,0,4,0,1,1,44.0
13,20,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,2,2,56,4.04305126783455,1,2,1,0,6,1,7,4.0
17,4,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,2,2,252,5.53338948872752,1,0,2,0,2,1,10,28.0
11,15,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,4,2,2,48,3.8918202981106265,1,0,3,6,8,1,7,4.0
14,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,0,0,6,6,66,4.204692619390966,1,0,1,3,6,1,8,15.0
3,16,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,8,1,1,4,4,354,5.872117789475416,1,0,4,4,4,1,2,30.0
18,10,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,2,2,1,1,272,5.60947179518496,1,2,2,6,2,1,4,32.0
14,12,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,4,3,3,260,5.564520407322694,1,2,0,1,0,1,8,26.0
21,14,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,20,3.044522437723423,1,2,0,6,0,13,1,1,3,3,508,6.2324480165505225,1,1,3,4,8,1,1,40.0
0,4,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,25,3,3,4,4,4104,8.31996102188653,1,0,4,2,4,1,4,380.0
19,20,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,3,3,1,1,147,4.997212273764115,0,0,2,0,7,1,2,15.0
17,10,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,14,2,2,2,2,1526,7.3310603052186325,1,2,1,0,6,1,2,140.0
15,18,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,2,2,180,5.198497031265826,1,0,0,5,0,1,6,12.0
3,16,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,4,4,4,3,3,396,5.983936280687191,1,0,1,4,6,1,5,60.0
15,19,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,4,0,0,0,0,774,6.652863029353347,1,0,4,4,4,1,5,90.0
20,17,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,4,4,4,5,5,2312,7.746300662231439,1,2,2,2,2,1,1,170.0
2,12,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,5,3,3,0,0,3000,8.006700845440367,1,0,0,4,0,1,7,400.0
16,1,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,26,4,4,6,6,504,6.22455842927536,1,0,4,0,4,1,7,140.0
16,14,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,4,4,1,1,245,5.5053315359323625,0,2,0,0,5,1,3,25.0
21,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1,1,1,1,136,4.919980925828125,1,1,1,3,6,1,8,16.0
18,11,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,20,3.044522437723423,1,2,0,6,0,22,4,4,7,7,2432,7.796880342783522,1,2,2,3,2,1,6,380.0
19,8,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,0,4,4,3,3,1720,7.450660796211539,1,1,0,5,0,1,6,200.0
16,19,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,2,3,3,5,5,1240,7.123672785204607,1,1,0,1,0,1,10,200.0
9,20,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,0,0,3,3,560,6.329720905522696,1,2,0,0,0,1,4,80.0
0,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,5,5,110,4.709530201312334,1,2,0,5,0,1,8,22.0
7,16,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,0,0,2,2,1080,6.985641817639208,1,0,0,2,0,1,4,72.0
5,10,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,3,3,4,4,500,6.2166061010848646,1,2,0,3,0,1,6,40.0
8,19,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,4,4,5,5,414,6.028278520230698,1,0,4,1,4,1,3,36.0
12,15,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,4,4,1,1,560,6.329720905522696,1,2,0,0,0,1,5,56.0
10,9,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,2,4,4,2,2,1326,7.190676034332207,1,0,1,3,6,1,5,130.0
9,20,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,0,0,4,4,88,4.48863636973214,1,1,3,4,8,2,7,8.0
18,18,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,26,2,2,3,3,768,6.645090969505644,1,0,3,5,8,2,6,80.0
10,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,6,6,360,5.8888779583328805,1,0,0,3,0,1,8,30.0
20,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,0,6,0,7,4,4,0,0,2548,7.8434564043761155,1,1,3,0,8,1,5,280.0
7,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,4,0,0,3,3,384,5.953243334287785,1,0,4,6,4,1,3,40.0
3,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,4,4,6,6,93,4.543294782270004,0,0,3,2,3,1,5,15.0
8,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,2,2,7,7,589,6.380122536899765,0,1,4,1,9,1,1,95.0
16,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,8,4,4,4,4,264,5.579729825986222,1,0,4,5,4,2,6,30.0
2,14,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,12,0,0,5,5,116,4.762173934797756,1,2,1,4,6,1,5,20.0
6,8,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,1,1,5,5,244,5.501258210544727,1,1,4,6,4,1,2,20.0
16,14,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,0,0,6,6,918,6.823286122355687,1,0,3,1,8,1,4,85.0
2,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,26,3,3,6,6,2112,7.655864017616056,1,0,2,5,2,1,8,320.0
7,9,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,4,4,2,2,126,4.844187086458591,1,0,1,0,6,1,5,12.0
4,6,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,4,4,4,192,5.262690188904886,1,0,2,3,2,1,7,16.0
6,12,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,5,5,90,4.51085950651685,1,0,0,6,0,1,9,18.0
9,17,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,3,3,6,6,460,6.133398042996649,1,1,0,5,0,1,2,40.0
18,19,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,12,4,4,6,6,708,6.5638555265321274,1,0,3,1,8,1,3,60.0
5,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,3,3,150,5.017279836814924,1,0,0,3,0,1,10,30.0
15,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,10,2,2,6,6,1586,7.369600720526409,1,2,1,4,6,1,0,130.0
15,4,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,4,1,1,40,3.713572066704308,1,1,0,5,0,1,10,10.0
5,15,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,16,2,2,5,5,540,6.293419278846481,1,0,0,1,0,1,6,100.0
20,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,16,4,4,6,6,1664,7.417580402414544,1,2,4,5,4,1,2,160.0
12,17,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,3,3,5,5,540,6.293419278846481,1,0,0,1,0,1,8,75.0
11,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,20,3.044522437723423,1,2,0,6,0,13,4,4,1,1,1474,7.29641326877392,1,1,4,4,4,1,2,220.0
12,9,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,3,3,6,6,572,6.35088571671474,1,2,2,5,2,1,3,52.0
19,13,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,3,3,0,0,265,5.583496308781699,0,1,0,6,5,1,2,25.0
6,10,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,6,0,0,1,1,700,6.55250788703459,1,1,0,0,0,1,7,140.0
7,12,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,0,0,5,5,480,6.175867270105761,1,0,0,4,0,1,7,64.0
1,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,2,2,3,3,336,5.820082930352362,1,0,1,0,6,1,10,56.0
13,14,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,2,2,40,3.713572066704308,1,1,0,5,0,1,10,10.0
8,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,3,3,2,2,570,6.3473892096560105,1,0,0,3,0,1,6,76.0
20,11,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,0,0,3,3,94,4.553876891600541,1,1,4,3,4,1,5,10.0
13,11,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,3,3,0,0,450,6.111467339502679,1,0,0,2,0,1,4,36.0
20,19,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,0,0,1,1,126,4.844187086458591,1,0,1,0,6,1,6,12.0
20,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,4,3,3,1,1,552,6.315358001522335,1,0,2,6,2,1,6,120.0
9,14,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,21,0,0,7,7,688,6.535241271013659,1,1,3,2,8,1,5,160.0
20,19,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,2,2,7,7,343,5.840641657373398,0,1,3,0,3,1,2,35.0
5,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,5,5,374,5.926926025970411,1,2,4,3,4,1,6,34.0
9,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,10,3,3,7,7,510,6.236369590203704,1,0,0,6,0,1,4,50.0
20,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,6,3,3,2,2,3840,8.253488028345904,1,0,0,4,0,1,7,320.0
13,15,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,7,7,416,6.0330862217988015,1,2,1,3,6,1,8,32.0
6,9,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,2,2,5,5,682,6.52649485957079,1,1,2,3,2,1,5,55.0
5,21,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,1,1,6,6,280,5.638354669333745,1,1,0,0,0,2,10,40.0
19,20,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,4,0,0,96,4.574710978503383,1,0,1,5,6,1,7,8.0
6,19,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,18,4,4,2,2,1092,6.996681488176539,1,0,2,0,2,1,5,120.0
12,18,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,26,1,1,4,4,688,6.535241271013659,1,1,3,2,8,1,5,80.0
1,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,0,0,4,4,338,5.82600010738045,1,2,3,2,8,1,5,52.0
16,15,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,1,1,352,5.8664680569332965,1,1,2,2,2,1,5,32.0
7,11,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,2,2,7,7,129,4.867534450455582,0,0,4,3,9,1,2,15.0
4,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,2,2,7,7,164,5.10594547390058,1,2,4,3,4,1,2,20.0
14,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,2,2,0,0,540,6.293419278846481,1,0,0,1,0,1,8,72.0
6,21,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1,1,5,5,66,4.204692619390966,1,0,1,3,6,1,8,12.0
12,10,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1,1,6,6,156,5.056245805348308,1,0,1,2,6,1,8,24.0
18,21,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,8,1,1,5,5,2070,7.635786861395585,1,0,0,5,0,1,2,150.0
14,14,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,20,3.044522437723423,1,2,0,6,0,22,4,4,4,4,1872,7.5352967024440884,1,0,2,3,2,1,3,180.0
10,20,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,4,4,4,4,820,6.710523109452428,1,1,0,1,0,1,6,100.0
3,16,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,21,4,4,2,2,1494,7.3098814858247865,1,0,4,3,4,1,5,180.0
18,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,4,4,5,5,940,6.846943139585379,1,1,0,2,0,1,6,100.0
0,15,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,0,0,4,4,72,4.290459441148391,1,0,2,2,2,1,8,20.0
21,15,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,5,3,3,3,3,1140,7.039660349862076,1,0,0,6,0,1,6,120.0
15,13,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,3,3,3,6,6,380,5.942799375126701,1,2,0,2,0,1,4,40.0
17,12,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,0,0,5,5,550,6.311734809152915,1,1,0,4,0,1,5,44.0
16,21,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,3,3,7,7,120,4.795790545596741,1,0,0,1,0,1,10,50.0
3,5,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,16,3,3,4,4,1008,6.9167150203536085,1,0,3,0,8,1,4,70.0
4,19,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,20,3.044522437723423,1,2,0,6,0,11,3,3,5,5,1722,7.45182223652793,1,0,2,0,2,1,2,140.0
9,12,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,3,3,120,4.795790545596741,1,0,0,1,0,1,8,10.0
1,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,26,2,2,2,2,2544,7.841885928984623,1,0,4,3,4,1,5,240.0
20,8,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,0,6,0,7,4,4,6,6,2430,7.796057974316123,1,0,0,1,0,1,7,300.0
