slot_total_games,slot_total_games_abs_log1p,slot_total_games_is_even,slot_total_games_mod3,slot_total_games_mod5,slot_total_games_mod7,slot_total_games_mod10,slot_diff_more,slot_diff_more_abs_log1p,slot_diff_more_is_even,slot_diff_more_mod3,slot_diff_more_mod5,slot_diff_more_mod7,slot_diff_more_mod10,slot_team_name,gcd_all,n_multiple_pairs,y
89,4.499809670330265,0,2,4,5,9,7,2.0794415416798357,0,1,2,0,7,0,1,0,48.0
6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,6,1,6.0
105,4.663439094112067,0,0,0,0,5,39,3.6888794541139363,0,0,4,4,9,6,3,0,72.0
33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,4,3,0,21.0
73,4.30406509320417,0,1,3,3,3,21,3.091042453358316,0,0,1,0,1,4,1,0,47.0
50,3.9318256327243257,1,2,0,1,0,26,3.295836866004329,1,2,1,5,6,9,2,0,38.0
73,4.30406509320417,0,1,3,3,3,45,3.828641396489095,0,0,0,3,5,2,1,0,59.0
78,4.3694478524670215,1,0,3,1,8,6,1.9459101490553132,1,0,1,6,6,9,6,1,42.0
77,4.356708826689592,0,2,2,0,7,3,1.3862943611198906,0,0,3,3,3,9,1,0,40.0
63,4.1588830833596715,0,0,3,0,3,37,3.6375861597263857,0,1,2,2,7,2,1,0,50.0
109,4.700480365792417,0,1,4,4,9,99,4.605170185988092,0,0,4,1,9,1,1,0,104.0
105,4.663439094112067,0,0,0,0,5,19,2.995732273553991,0,1,4,5,9,9,1,0,62.0
77,4.356708826689592,0,2,2,0,7,23,3.1780538303479458,0,2,3,2,3,7,1,0,50.0
26,3.295836866004329,1,2,1,5,6,22,3.1354942159291497,1,1,2,1,2,7,2,0,24.0
36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,0,2,1,19.0
118,4.77912349311153,1,1,3,6,8,78,4.3694478524670215,1,0,3,1,8,4,2,0,98.0
79,4.382026634673881,0,1,4,2,9,71,4.276666119016055,0,2,1,1,1,2,1,0,75.0
102,4.634728988229636,1,0,2,4,2,88,4.48863636973214,1,1,3,4,8,5,2,0,95.0
106,4.672828834461906,1,1,1,1,6,102,4.634728988229636,1,0,2,4,2,0,2,0,104.0
12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,2,1,7.0
117,4.770684624465665,0,0,2,5,7,33,3.5263605246161616,0,0,3,5,3,0,3,0,75.0
111,4.718498871295094,0,0,1,6,1,51,3.9512437185814275,0,0,1,2,1,8,3,0,81.0
45,3.828641396489095,0,0,0,3,5,31,3.4657359027997265,0,1,1,3,1,6,1,0,38.0
96,4.574710978503383,1,0,1,5,6,90,4.51085950651685,1,0,0,6,0,1,6,0,93.0
75,4.330733340286331,0,0,0,5,5,17,2.8903717578961645,0,2,2,3,7,4,1,0,46.0
24,3.2188758248682006,1,0,4,3,4,16,2.833213344056216,1,1,1,2,6,9,8,0,20.0
55,4.02535169073515,0,1,0,6,5,15,2.772588722239781,0,0,0,1,5,1,5,0,35.0
24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,9,12,1,18.0
99,4.605170185988092,0,0,4,1,9,99,4.605170185988092,0,0,4,1,9,4,99,1,99.0
102,4.634728988229636,1,0,2,4,2,100,4.61512051684126,1,1,0,2,0,5,2,0,101.0
76,4.343805421853684,1,1,1,6,6,74,4.31748811353631,1,2,4,4,4,9,2,0,75.0
60,4.110873864173311,1,0,0,4,0,50,3.9318256327243257,1,2,0,1,0,4,10,0,55.0
13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,6,1,0,9.0
88,4.48863636973214,1,1,3,4,8,82,4.418840607796598,1,1,2,5,2,6,2,0,85.0
80,4.394449154672439,1,2,0,3,0,34,3.5553480614894135,1,1,4,6,4,4,2,0,57.0
50,3.9318256327243257,1,2,0,1,0,46,3.8501476017100584,1,1,1,4,6,9,2,0,48.0
54,4.007333185232471,1,0,4,5,4,44,3.8066624897703196,1,2,4,2,4,8,2,0,49.0
68,4.23410650459726,1,2,3,5,8,50,3.9318256327243257,1,2,0,1,0,0,2,0,59.0
109,4.700480365792417,0,1,4,4,9,89,4.499809670330265,0,2,4,5,9,8,1,0,99.0
19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,6,1,0,14.0
51,3.9512437185814275,0,0,1,2,1,41,3.7376696182833684,0,2,1,6,1,5,1,0,46.0
43,3.784189633918261,0,1,3,1,3,27,3.332204510175204,0,0,2,6,7,9,1,0,35.0
90,4.51085950651685,1,0,0,6,0,48,3.8918202981106265,1,0,3,6,8,9,6,0,69.0
88,4.48863636973214,1,1,3,4,8,44,3.8066624897703196,1,2,4,2,4,6,44,1,66.0
75,4.330733340286331,0,0,0,5,5,15,2.772588722239781,0,0,0,1,5,5,15,1,45.0
97,4.584967478670572,0,1,2,6,7,3,1.3862943611198906,0,0,3,3,3,9,1,0,50.0
8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,7,8,1,8.0
109,4.700480365792417,0,1,4,4,9,95,4.564348191467836,0,2,0,4,5,6,1,0,102.0
22,3.1354942159291497,1,1,2,1,2,22,3.1354942159291497,1,1,2,1,2,2,22,1,22.0
73,4.30406509320417,0,1,3,3,3,17,2.8903717578961645,0,2,2,3,7,8,1,0,45.0
89,4.499809670330265,0,2,4,5,9,63,4.1588830833596715,0,0,3,0,3,9,1,0,76.0
9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,1,1,0,8.0
24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,8,4,1,14.0
53,3.9889840465642745,0,2,3,4,3,33,3.5263605246161616,0,0,3,5,3,4,1,0,43.0
99,4.605170185988092,0,0,4,1,9,25,3.258096538021482,0,1,0,4,5,0,1,0,62.0
97,4.584967478670572,0,1,2,6,7,73,4.30406509320417,0,1,3,3,3,0,1,0,85.0
115,4.7535901911063645,0,1,0,3,5,67,4.219507705176107,0,1,2,4,7,7,1,0,91.0
79,4.382026634673881,0,1,4,2,9,51,3.9512437185814275,0,0,1,2,1,9,1,0,65.0
109,4.700480365792417,0,1,4,4,9,5,1.791759469228055,0,2,0,5,5,0,1,0,57.0
34,3.5553480614894135,1,1,4,6,4,10,2.3978952727983707,1,1,0,3,0,9,2,0,22.0
55,4.02535169073515,0,1,0,6,5,45,3.828641396489095,0,0,0,3,5,1,5,0,50.0
113,4.736198448394496,0,2,3,1,3,69,4.248495242049359,0,0,4,6,9,4,1,0,91.0
116,4.762173934797756,1,2,1,4,6,56,4.04305126783455,1,2,1,0,6,8,4,0,86.0
29,3.4011973816621555,0,2,4,1,9,21,3.091042453358316,0,0,1,0,1,5,1,0,25.0
94,4.553876891600541,1,1,4,3,4,86,4.465908118654584,1,2,1,2,6,1,2,0,90.0
39,3.6888794541139363,0,0,4,4,9,27,3.332204510175204,0,0,2,6,7,6,3,0,33.0
114,4.74493212836325,1,0,4,2,4,6,1.9459101490553132,1,0,1,6,6,8,6,1,60.0
74,4.31748811353631,1,2,4,4,4,70,4.2626798770413155,1,1,0,0,0,1,2,0,72.0
114,4.74493212836325,1,0,4,2,4,78,4.3694478524670215,1,0,3,1,8,4,6,0,96.0
101,4.624972813284271,0,2,1,3,1,11,2.4849066497880004,0,2,1,4,1,0,1,0,56.0
104,4.653960350157523,1,2,4,6,4,2,1.0986122886681098,1,2,2,2,2,1,2,1,53.0
90,4.51085950651685,1,0,0,6,0,36,3.6109179126442243,1,0,1,1,6,5,18,0,63.0
20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,9,2,0,13.0
82,4.418840607796598,1,1,2,5,2,54,4.007333185232471,1,0,4,5,4,0,2,0,68.0
77,4.356708826689592,0,2,2,0,7,9,2.302585092994046,0,0,4,2,9,3,1,0,43.0
29,3.4011973816621555,0,2,4,1,9,29,3.4011973816621555,0,2,4,1,9,4,29,1,29.0
119,4.787491742782046,0,2,4,0,9,41,3.7376696182833684,0,2,1,6,1,6,1,0,80.0
8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,6,8,1,8.0
60,4.110873864173311,1,0,0,4,0,42,3.7612001156935624,1,0,2,0,2,3,6,0,51.0
74,4.31748811353631,1,2,4,4,4,72,4.290459441148391,1,0,2,2,2,5,2,0,73.0
32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,7,2,1,17.0
84,4.442651256490317,1,0,4,0,4,22,3.1354942159291497,1,1,2,1,2,6,2,0,53.0
103,4.6443908991413725,0,1,3,5,3,103,4.6443908991413725,0,1,3,5,3,1,103,1,103.0
43,3.784189633918261,0,1,3,1,3,37,3.6375861597263857,0,1,2,2,7,4,1,0,40.0
50,3.9318256327243257,1,2,0,1,0,14,2.70805020110221,1,2,4,0,4,4,2,0,32.0
90,4.51085950651685,1,0,0,6,0,16,2.833213344056216,1,1,1,2,6,7,2,0,53.0
71,4.276666119016055,0,2,1,1,1,55,4.02535169073515,0,1,0,6,5,2,1,0,63.0
28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,4,4,1,16.0
33,3.5263605246161616,0,0,3,5,3,17,2.8903717578961645,0,2,2,3,7,0,1,0,25.0
104,4.653960350157523,1,2,4,6,4,80,4.394449154672439,1,2,0,3,0,5,8,0,92.0
58,4.07753744390572,1,1,3,2,8,30,3.4339872044851463,1,0,0,2,0,8,2,0,44.0
15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,4,3,0,12.0
13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,7,13,1,13.0
74,4.31748811353631,1,2,4,4,4,60,4.110873864173311,1,0,0,4,0,5,2,0,67.0
32,3.4965075614664802,1,2,2,4,2,24,3.2188758248682006,1,0,4,3,4,3,8,0,28.0
73,4.30406509320417,0,1,3,3,3,37,3.6375861597263857,0,1,2,2,7,5,1,0,55.0
7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,7,7,1,7.0
85,4.454347296253507,0,1,0,1,5,75,4.330733340286331,0,0,0,5,5,8,5,0,80.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,2,1,4.0
93,4.543294782270004,0,0,3,2,3,55,4.02535169073515,0,1,0,6,5,0,1,0,74.0
94,4.553876891600541,1,1,4,3,4,68,4.23410650459726,1,2,3,5,8,6,2,0,81.0
46,3.8501476017100584,1,1,1,4,6,26,3.295836866004329,1,2,1,5,6,9,2,0,36.0
78,4.3694478524670215,1,0,3,1,8,6,1.9459101490553132,1,0,1,6,6,6,6,1,42.0
72,4.290459441148391,1,0,2,2,2,52,3.970291913552122,1,1,2,3,2,8,4,0,62.0
72,4.290459441148391,1,0,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,2,1,37.0
93,4.543294782270004,0,0,3,2,3,17,2.8903717578961645,0,2,2,3,7,6,1,0,55.0
79,4.382026634673881,0,1,4,2,9,59,4.0943445622221,0,2,4,3,9,0,1,0,69.0
61,4.127134385045092,0,1,1,5,1,57,4.060443010546419,0,0,2,1,7,0,1,0,59.0
69,4.248495242049359,0,0,4,6,9,15,2.772588722239781,0,0,0,1,5,4,3,0,42.0
42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,1,6,0,30.0
95,4.564348191467836,0,2,0,4,5,13,2.6390573296152584,0,1,3,6,3,7,1,0,54.0
55,4.02535169073515,0,1,0,6,5,21,3.091042453358316,0,0,1,0,1,6,1,0,38.0
93,4.543294782270004,0,0,3,2,3,31,3.4657359027997265,0,1,1,3,1,3,31,1,62.0
91,4.5217885770490405,0,1,1,0,1,51,3.9512437185814275,0,0,1,2,1,2,1,0,71.0
30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,2,6,1,18.0
100,4.61512051684126,1,1,0,2,0,96,4.574710978503383,1,0,1,5,6,9,4,0,98.0
54,4.007333185232471,1,0,4,5,4,28,3.367295829986474,1,1,3,0,8,1,2,0,41.0
41,3.7376696182833684,0,2,1,6,1,35,3.58351893845611,0,2,0,0,5,4,1,0,38.0
120,4.795790545596741,1,0,0,1,0,120,4.795790545596741,1,0,0,1,0,3,120,1,120.0
23,3.1780538303479458,0,2,3,2,3,11,2.4849066497880004,0,2,1,4,1,9,1,0,17.0
38,3.6635616461296463,1,2,3,3,8,32,3.4965075614664802,1,2,2,4,2,6,2,0,35.0
79,4.382026634673881,0,1,4,2,9,47,3.871201010907891,0,2,2,5,7,8,1,0,63.0
72,4.290459441148391,1,0,2,2,2,72,4.290459441148391,1,0,2,2,2,9,72,1,72.0
61,4.127134385045092,0,1,1,5,1,51,3.9512437185814275,0,0,1,2,1,9,1,0,56.0
29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,0,1,2,0,7,5,1,0,18.0
37,3.6375861597263857,0,1,2,2,7,15,2.772588722239781,0,0,0,1,5,3,1,0,26.0
81,4.406719247264253,0,0,1,4,1,71,4.276666119016055,0,2,1,1,1,2,1,0,76.0
11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,3,1,0,10.0
41,3.7376696182833684,0,2,1,6,1,11,2.4849066497880004,0,2,1,4,1,1,1,0,26.0
59,4.0943445622221,0,2,4,3,9,45,3.828641396489095,0,0,0,3,5,1,1,0,52.0
98,4.59511985013459,1,2,3,0,8,74,4.31748811353631,1,2,4,4,4,0,2,0,86.0
46,3.8501476017100584,1,1,1,4,6,28,3.367295829986474,1,1,3,0,8,0,2,0,37.0
119,4.787491742782046,0,2,4,0,9,45,3.828641396489095,0,0,0,3,5,8,1,0,82.0
24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,1,4,1,14.0
100,4.61512051684126,1,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,2,4,1,52.0
43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,5,1,0,24.0
100,4.61512051684126,1,1,0,2,0,96,4.574710978503383,1,0,1,5,6,7,4,0,98.0
68,4.23410650459726,1,2,3,5,8,46,3.8501476017100584,1,1,1,4,6,3,2,0,57.0
36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,2,2,1,19.0
50,3.9318256327243257,1,2,0,1,0,26,3.295836866004329,1,2,1,5,6,7,2,0,38.0
34,3.5553480614894135,1,1,4,6,4,14,2.70805020110221,1,2,4,0,4,1,2,0,24.0
22,3.1354942159291497,1,1,2,1,2,22,3.1354942159291497,1,1,2,1,2,8,22,1,22.0
39,3.6888794541139363,0,0,4,4,9,13,2.6390573296152584,0,1,3,6,3,9,13,1,26.0
59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,3,1,0,31.0
28,3.367295829986474,1,1,3,0,8,22,3.1354942159291497,1,1,2,1,2,7,2,0,25.0
36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,0,3,0,2,2,0,23.0
98,4.59511985013459,1,2,3,0,8,10,2.3978952727983707,1,1,0,3,0,7,2,0,54.0
74,4.31748811353631,1,2,4,4,4,58,4.07753744390572,1,1,3,2,8,8,2,0,66.0
29,3.4011973816621555,0,2,4,1,9,17,2.8903717578961645,0,2,2,3,7,8,1,0,23.0
51,3.9512437185814275,0,0,1,2,1,41,3.7376696182833684,0,2,1,6,1,1,1,0,46.0
47,3.871201010907891,0,2,2,5,7,39,3.6888794541139363,0,0,4,4,9,8,1,0,43.0
64,4.174387269895637,1,1,4,1,4,18,2.9444389791664403,1,0,3,4,8,9,2,0,41.0
75,4.330733340286331,0,0,0,5,5,59,4.0943445622221,0,2,4,3,9,8,1,0,67.0
119,4.787491742782046,0,2,4,0,9,93,4.543294782270004,0,0,3,2,3,6,1,0,106.0
29,3.4011973816621555,0,2,4,1,9,9,2.302585092994046,0,0,4,2,9,0,1,0,19.0
110,4.709530201312334,1,2,0,5,0,78,4.3694478524670215,1,0,3,1,8,4,2,0,94.0
67,4.219507705176107,0,1,2,4,7,53,3.9889840465642745,0,2,3,4,3,7,1,0,60.0
22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,0,2,0,17.0
36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,2,4,1,20.0
10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,2,0,9.0
109,4.700480365792417,0,1,4,4,9,67,4.219507705176107,0,1,2,4,7,3,1,0,88.0
72,4.290459441148391,1,0,2,2,2,32,3.4965075614664802,1,2,2,4,2,0,8,0,52.0
40,3.713572066704308,1,1,0,5,0,24,3.2188758248682006,1,0,4,3,4,6,8,0,32.0
53,3.9889840465642745,0,2,3,4,3,49,3.912023005428146,0,1,4,0,9,7,1,0,51.0
69,4.248495242049359,0,0,4,6,9,65,4.189654742026425,0,2,0,2,5,0,1,0,67.0
58,4.07753744390572,1,1,3,2,8,50,3.9318256327243257,1,2,0,1,0,5,2,0,54.0
102,4.634728988229636,1,0,2,4,2,4,1.6094379124341003,1,1,4,4,4,3,2,0,53.0
24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,8,4,0,22.0
40,3.713572066704308,1,1,0,5,0,18,2.9444389791664403,1,0,3,4,8,4,2,0,29.0
82,4.418840607796598,1,1,2,5,2,24,3.2188758248682006,1,0,4,3,4,7,2,0,53.0
83,4.430816798843313,0,2,3,6,3,63,4.1588830833596715,0,0,3,0,3,8,1,0,73.0
93,4.543294782270004,0,0,3,2,3,41,3.7376696182833684,0,2,1,6,1,9,1,0,67.0
35,3.58351893845611,0,2,0,0,5,25,3.258096538021482,0,1,0,4,5,9,5,0,30.0
43,3.784189633918261,0,1,3,1,3,19,2.995732273553991,0,1,4,5,9,9,1,0,31.0
69,4.248495242049359,0,0,4,6,9,21,3.091042453358316,0,0,1,0,1,8,3,0,45.0
107,4.68213122712422,0,2,2,2,7,97,4.584967478670572,0,1,2,6,7,6,1,0,102.0
96,4.574710978503383,1,0,1,5,6,26,3.295836866004329,1,2,1,5,6,4,2,0,61.0
41,3.7376696182833684,0,2,1,6,1,7,2.0794415416798357,0,1,2,0,7,6,1,0,24.0
13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,4,1,0,9.0
62,4.143134726391533,1,2,2,6,2,18,2.9444389791664403,1,0,3,4,8,9,2,0,40.0
74,4.31748811353631,1,2,4,4,4,72,4.290459441148391,1,0,2,2,2,9,2,0,73.0
80,4.394449154672439,1,2,0,3,0,54,4.007333185232471,1,0,4,5,4,6,2,0,67.0
47,3.871201010907891,0,2,2,5,7,43,3.784189633918261,0,1,3,1,3,0,1,0,45.0
38,3.6635616461296463,1,2,3,3,8,26,3.295836866004329,1,2,1,5,6,8,2,0,32.0
97,4.584967478670572,0,1,2,6,7,5,1.791759469228055,0,2,0,5,5,0,1,0,51.0
70,4.2626798770413155,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,10,1,40.0
58,4.07753744390572,1,1,3,2,8,20,3.044522437723423,1,2,0,6,0,6,2,0,39.0
104,4.653960350157523,1,2,4,6,4,14,2.70805020110221,1,2,4,0,4,4,2,0,59.0
119,4.787491742782046,0,2,4,0,9,101,4.624972813284271,0,2,1,3,1,3,1,0,110.0
82,4.418840607796598,1,1,2,5,2,46,3.8501476017100584,1,1,1,4,6,5,2,0,64.0
43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,6,1,0,24.0
75,4.330733340286331,0,0,0,5,5,47,3.871201010907891,0,2,2,5,7,1,1,0,61.0
12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,1,7.0
115,4.7535901911063645,0,1,0,3,5,105,4.663439094112067,0,0,0,0,5,5,5,0,110.0
55,4.02535169073515,0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,7,1,0,31.0
30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,3,10,1,20.0
94,4.553876891600541,1,1,4,3,4,76,4.343805421853684,1,1,1,6,6,9,2,0,85.0
74,4.31748811353631,1,2,4,4,4,54,4.007333185232471,1,0,4,5,4,9,2,0,64.0
102,4.634728988229636,1,0,2,4,2,90,4.51085950651685,1,0,0,6,0,0,6,0,96.0
28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,2,4,0,24.0
118,4.77912349311153,1,1,3,6,8,24,3.2188758248682006,1,0,4,3,4,1,2,0,71.0
114,4.74493212836325,1,0,4,2,4,68,4.23410650459726,1,2,3,5,8,5,2,0,91.0
93,4.543294782270004,0,0,3,2,3,69,4.248495242049359,0,0,4,6,9,8,3,0,81.0
21,3.091042453358316,0,0,1,0,1,21,3.091042453358316,0,0,1,0,1,2,21,1,21.0
22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,5,2,1,12.0
49,3.912023005428146,0,1,4,0,9,17,2.8903717578961645,0,2,2,3,7,2,1,0,33.0
38,3.6635616461296463,1,2,3,3,8,20,3.044522437723423,1,2,0,6,0,0,2,0,29.0
111,4.718498871295094,0,0,1,6,1,77,4.356708826689592,0,2,2,0,7,5,1,0,94.0
88,4.48863636973214,1,1,3,4,8,88,4.48863636973214,1,1,3,4,8,3,88,1,88.0
23,3.1780538303479458,0,2,3,2,3,23,3.1780538303479458,0,2,3,2,3,1,23,1,23.0
107,4.68213122712422,0,2,2,2,7,33,3.5263605246161616,0,0,3,5,3,5,1,0,70.0
65,4.189654742026425,0,2,0,2,5,31,3.4657359027997265,0,1,1,3,1,3,1,0,48.0
109,4.700480365792417,0,1,4,4,9,39,3.6888794541139363,0,0,4,4,9,1,1,0,74.0
96,4.574710978503383,1,0,1,5,6,86,4.465908118654584,1,2,1,2,6,4,2,0,91.0
29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,9,1,0,22.0
41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,0,1,0,23.0
14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,1,2,1,8.0
72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,9,4,1,38.0
94,4.553876891600541,1,1,4,3,4,36,3.6109179126442243,1,0,1,1,6,8,2,0,65.0
53,3.9889840465642745,0,2,3,4,3,33,3.5263605246161616,0,0,3,5,3,0,1,0,43.0
31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,6,1,0,17.0
87,4.477336814478207,0,0,2,3,7,37,3.6375861597263857,0,1,2,2,7,6,1,0,62.0
43,3.784189633918261,0,1,3,1,3,23,3.1780538303479458,0,2,3,2,3,7,1,0,33.0
42,3.7612001156935624,1,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,7,2,0,25.0
68,4.23410650459726,1,2,3,5,8,26,3.295836866004329,1,2,1,5,6,3,2,0,47.0
95,4.564348191467836,0,2,0,4,5,49,3.912023005428146,0,1,4,0,9,0,1,0,72.0
84,4.442651256490317,1,0,4,0,4,28,3.367295829986474,1,1,3,0,8,8,28,1,56.0
63,4.1588830833596715,0,0,3,0,3,47,3.871201010907891,0,2,2,5,7,5,1,0,55.0
50,3.9318256327243257,1,2,0,1,0,36,3.6109179126442243,1,0,1,1,6,7,2,0,43.0
41,3.7376696182833684,0,2,1,6,1,25,3.258096538021482,0,1,0,4,5,9,1,0,33.0
103,4.6443908991413725,0,1,3,5,3,25,3.258096538021482,0,1,0,4,5,9,1,0,64.0
97,4.584967478670572,0,1,2,6,7,27,3.332204510175204,0,0,2,6,7,6,1,0,62.0
117,4.770684624465665,0,0,2,5,7,25,3.258096538021482,0,1,0,4,5,9,1,0,71.0
48,3.8918202981106265,1,0,3,6,8,42,3.7612001156935624,1,0,2,0,2,6,6,0,45.0
24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,3,2,0,17.0
86,4.465908118654584,1,2,1,2,6,42,3.7612001156935624,1,0,2,0,2,2,2,0,64.0
16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,0,2,0,15.0
51,3.9512437185814275,0,0,1,2,1,25,3.258096538021482,0,1,0,4,5,4,1,0,38.0
118,4.77912349311153,1,1,3,6,8,34,3.5553480614894135,1,1,4,6,4,3,2,0,76.0
59,4.0943445622221,0,2,4,3,9,31,3.4657359027997265,0,1,1,3,1,7,1,0,45.0
37,3.6375861597263857,0,1,2,2,7,9,2.302585092994046,0,0,4,2,9,9,1,0,23.0
112,4.727387818712341,1,1,2,0,2,54,4.007333185232471,1,0,4,5,4,5,2,0,83.0
31,3.4657359027997265,0,1,1,3,1,31,3.4657359027997265,0,1,1,3,1,2,31,1,31.0
87,4.477336814478207,0,0,2,3,7,87,4.477336814478207,0,0,2,3,7,3,87,1,87.0
68,4.23410650459726,1,2,3,5,8,62,4.143134726391533,1,2,2,6,2,7,2,0,65.0
17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,0,0,0,1,5,2,1,0,16.0
56,4.04305126783455,1,2,1,0,6,32,3.4965075614664802,1,2,2,4,2,8,8,0,44.0
57,4.060443010546419,0,0,2,1,7,3,1.3862943611198906,0,0,3,3,3,7,3,1,30.0
43,3.784189633918261,0,1,3,1,3,39,3.6888794541139363,0,0,4,4,9,3,1,0,41.0
50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,0,10,0,35.0
23,3.1780538303479458,0,2,3,2,3,15,2.772588722239781,0,0,0,1,5,1,1,0,19.0
89,4.499809670330265,0,2,4,5,9,69,4.248495242049359,0,0,4,6,9,4,1,0,79.0
117,4.770684624465665,0,0,2,5,7,73,4.30406509320417,0,1,3,3,3,2,1,0,95.0
77,4.356708826689592,0,2,2,0,7,27,3.332204510175204,0,0,2,6,7,4,1,0,52.0
94,4.553876891600541,1,1,4,3,4,74,4.31748811353631,1,2,4,4,4,0,2,0,84.0
86,4.465908118654584,1,2,1,2,6,24,3.2188758248682006,1,0,4,3,4,3,2,0,55.0
18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,7,2,0,11.0
88,4.48863636973214,1,1,3,4,8,74,4.31748811353631,1,2,4,4,4,1,2,0,81.0
109,4.700480365792417,0,1,4,4,9,65,4.189654742026425,0,2,0,2,5,4,1,0,87.0
55,4.02535169073515,0,1,0,6,5,29,3.4011973816621555,0,2,4,1,9,3,1,0,42.0
71,4.276666119016055,0,2,1,1,1,13,2.6390573296152584,0,1,3,6,3,2,1,0,42.0
59,4.0943445622221,0,2,4,3,9,33,3.5263605246161616,0,0,3,5,3,3,1,0,46.0
107,4.68213122712422,0,2,2,2,7,55,4.02535169073515,0,1,0,6,5,9,1,0,81.0
19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,2,1,0,14.0
112,4.727387818712341,1,1,2,0,2,50,3.9318256327243257,1,2,0,1,0,9,2,0,81.0
56,4.04305126783455,1,2,1,0,6,36,3.6109179126442243,1,0,1,1,6,6,4,0,46.0
10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,3,10,1,10.0
27,3.332204510175204,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,3,9,1,18.0
49,3.912023005428146,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,7,1,28.0
98,4.59511985013459,1,2,3,0,8,28,3.367295829986474,1,1,3,0,8,5,14,0,63.0
9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,3,1,0,7.0
