slot_old_item,slot_new_item,slot_old_units_per_day,slot_old_units_per_day_abs_log1p,slot_old_units_per_day_is_even,slot_old_units_per_day_mod3,slot_old_units_per_day_mod5,slot_old_units_per_day_mod7,slot_old_units_per_day_mod10,slot_old_unit_profit,slot_old_unit_profit_abs_log1p,slot_old_unit_profit_mod3,slot_old_unit_profit_mod7,slot_new_units_per_day,slot_new_units_per_day_abs_log1p,slot_new_units_per_day_is_even,slot_new_units_per_day_mod3,slot_new_units_per_day_mod5,slot_new_units_per_day_mod7,slot_new_units_per_day_mod10,slot_new_unit_profit,slot_new_unit_profit_abs_log1p,slot_new_unit_profit_is_even,slot_new_unit_profit_mod3,slot_new_unit_profit_mod5,slot_new_unit_profit_mod7,slot_new_unit_profit_mod10,slot_currency,gcd_all,n_multiple_pairs,y
10,8,12,2.5649493574615367,1,0,2,5,2,200,5.303304908059076,2,4,18,2.9444389791664403,1,0,3,4,8,140,4.948759890378168,1,2,0,0,0,0,2,0,5.0
2,9,12,2.5649493574615367,1,0,2,5,2,80,4.394449154672439,2,3,1,0.6931471805599453,0,1,1,1,1,1392,7.239214973779806,1,0,2,6,2,1,1,4,45.0
7,2,16,2.833213344056216,1,1,1,2,6,400,5.993961427306569,1,1,4,1.6094379124341003,1,1,4,4,4,2080,7.640603826393634,1,1,0,1,0,3,4,5,30.0
10,9,17,2.8903717578961645,0,2,2,3,7,280,5.638354669333745,1,0,22,3.1354942159291497,1,1,2,1,2,238,5.476463551931511,1,1,3,0,8,1,1,1,10.0
2,6,20,3.044522437723423,1,2,0,6,0,200,5.303304908059076,2,4,25,3.258096538021482,0,1,0,4,5,192,5.262690188904886,1,0,2,3,2,1,1,2,20.0
0,7,5,1.791759469228055,0,2,0,5,5,280,5.638354669333745,1,0,5,1.791759469228055,0,2,0,5,5,322,5.777652323222656,1,1,2,0,2,0,1,3,15.0
7,2,19,2.995732273553991,0,1,4,5,9,400,5.993961427306569,1,1,3,1.3862943611198906,0,0,3,3,3,3420,8.137688184977605,1,0,0,4,0,2,1,2,35.0
10,9,14,2.70805020110221,1,2,4,0,4,100,4.61512051684126,1,2,5,1.791759469228055,0,2,0,5,5,322,5.777652323222656,1,1,2,0,2,1,1,2,15.0
3,2,16,2.833213344056216,1,1,1,2,6,420,6.042632833682381,0,0,29,3.4011973816621555,0,2,4,1,9,336,5.820082930352362,1,0,1,0,6,3,1,1,45.0
7,0,20,3.044522437723423,1,2,0,6,0,160,5.081404364984463,1,6,16,2.833213344056216,1,1,1,2,6,230,5.442417710521793,1,2,0,6,0,1,2,2,15.0
8,3,11,2.4849066497880004,0,2,1,4,1,280,5.638354669333745,1,0,14,2.70805020110221,1,2,4,0,4,253,5.537334267018537,0,1,3,1,3,3,1,2,15.0
1,0,15,2.772588722239781,0,0,0,1,5,340,5.831882477283517,1,4,3,1.3862943611198906,0,0,3,3,3,2295,7.738923757439457,0,0,0,6,5,2,1,3,35.0
4,2,13,2.6390573296152584,0,1,3,6,3,300,5.707110264748875,0,6,3,1.3862943611198906,0,0,3,3,3,1690,7.43307534889858,1,1,0,3,0,1,1,2,30.0
3,1,12,2.5649493574615367,1,0,2,5,2,100,4.61512051684126,1,2,2,1.0986122886681098,1,2,2,2,2,660,6.493753839851686,1,0,0,2,0,0,2,4,10.0
7,8,15,2.772588722239781,0,0,0,1,5,180,5.198497031265826,0,5,15,2.772588722239781,0,0,0,1,5,207,5.337538079701318,0,0,2,4,7,1,3,3,15.0
7,3,13,2.6390573296152584,0,1,3,6,3,220,5.3981627015177525,1,3,1,0.6931471805599453,0,1,1,1,1,4147,8.330381569349418,0,1,2,3,7,2,1,4,45.0
5,2,14,2.70805020110221,1,2,4,0,4,100,4.61512051684126,1,2,5,1.791759469228055,0,2,0,5,5,364,5.8998973535824915,1,1,4,0,4,0,1,2,30.0
2,7,14,2.70805020110221,1,2,4,0,4,80,4.394449154672439,2,3,12,2.5649493574615367,1,0,2,5,2,98,4.59511985013459,1,2,3,0,8,3,2,1,5.0
7,1,5,1.791759469228055,0,2,0,5,5,240,5.484796933490655,0,2,15,2.772588722239781,0,0,0,1,5,116,4.762173934797756,1,2,1,4,6,0,1,3,45.0
10,8,16,2.833213344056216,1,1,1,2,6,500,6.2166061010848646,2,3,4,1.6094379124341003,1,1,4,4,4,2500,7.824445930877619,1,1,0,1,0,3,4,4,25.0
6,5,11,2.4849066497880004,0,2,1,4,1,80,4.394449154672439,2,3,30,3.4339872044851463,1,0,0,2,0,44,3.8066624897703196,1,2,4,2,4,2,1,1,50.0
3,9,18,2.9444389791664403,1,0,3,4,8,460,6.133398042996649,1,5,2,1.0986122886681098,1,2,2,2,2,4554,8.423980809694058,1,0,4,4,4,1,2,4,10.0
6,9,14,2.70805020110221,1,2,4,0,4,300,5.707110264748875,0,6,7,2.0794415416798357,0,1,2,0,7,780,6.660575149839686,1,0,0,3,0,1,1,1,30.0
3,1,13,2.6390573296152584,0,1,3,6,3,140,4.948759890378168,2,0,30,3.4339872044851463,1,0,0,2,0,91,4.5217885770490405,0,1,1,0,1,0,1,1,50.0
10,2,20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,0,4,12,2.5649493574615367,1,0,2,5,2,115,4.7535901911063645,0,1,0,3,5,1,1,2,15.0
7,10,19,2.995732273553991,0,1,4,5,9,380,5.942799375126701,2,2,19,2.995732273553991,0,1,4,5,9,475,6.16541785423142,0,1,0,6,5,0,19,5,25.0
7,2,6,1.9459101490553132,1,0,1,6,6,400,5.993961427306569,1,1,20,3.044522437723423,1,2,0,6,0,126,4.844187086458591,1,0,1,0,6,3,2,2,5.0
3,8,16,2.833213344056216,1,1,1,2,6,160,5.081404364984463,1,6,8,2.1972245773362196,1,2,3,1,8,368,5.910796644040527,1,2,3,4,8,0,8,5,15.0
6,10,17,2.8903717578961645,0,2,2,3,7,300,5.707110264748875,0,6,10,2.3978952727983707,1,1,0,3,0,663,6.498282149476434,0,0,3,5,3,1,1,2,30.0
2,4,10,2.3978952727983707,1,1,0,3,0,120,4.795790545596741,0,1,15,2.772588722239781,0,0,0,1,5,116,4.762173934797756,1,2,1,4,6,2,1,2,45.0
0,0,10,2.3978952727983707,1,1,0,3,0,360,5.8888779583328805,0,3,1,0.6931471805599453,0,1,1,1,1,4320,8.371242135931933,1,0,0,1,0,0,1,6,20.0
8,6,5,1.791759469228055,0,2,0,5,5,340,5.831882477283517,1,4,17,2.8903717578961645,0,2,2,3,7,110,4.709530201312334,1,2,0,5,0,0,1,3,10.0
8,10,5,1.791759469228055,0,2,0,5,5,280,5.638354669333745,1,0,10,2.3978952727983707,1,1,0,3,0,189,5.247024072160486,0,0,4,0,9,0,1,3,35.0
3,2,11,2.4849066497880004,0,2,1,4,1,400,5.993961427306569,1,1,4,1.6094379124341003,1,1,4,4,4,1210,7.099201743553092,1,1,0,6,0,3,1,2,10.0
6,0,17,2.8903717578961645,0,2,2,3,7,140,4.948759890378168,2,0,7,2.0794415416798357,0,1,2,0,7,357,5.8805329864007,0,0,2,0,7,3,1,3,5.0
7,8,16,2.833213344056216,1,1,1,2,6,160,5.081404364984463,1,6,8,2.1972245773362196,1,2,3,1,8,464,6.142037405587356,1,2,4,2,4,1,8,5,45.0
6,2,16,2.833213344056216,1,1,1,2,6,240,5.484796933490655,0,2,4,1.6094379124341003,1,1,4,4,4,1008,6.9167150203536085,1,0,3,0,8,2,4,5,5.0
3,9,7,2.0794415416798357,0,1,2,0,7,340,5.831882477283517,1,4,29,3.4011973816621555,0,2,4,1,9,119,4.787491742782046,0,2,4,0,9,2,1,1,45.0
10,9,10,2.3978952727983707,1,1,0,3,0,460,6.133398042996649,1,5,5,1.791759469228055,0,2,0,5,5,1104,7.007600613951853,1,0,4,5,4,1,1,3,20.0
1,1,19,2.995732273553991,0,1,4,5,9,220,5.3981627015177525,1,3,2,1.0986122886681098,1,2,2,2,2,2299,7.7406644019172415,0,1,4,3,9,0,1,2,10.0
1,5,6,1.9459101490553132,1,0,1,6,6,340,5.831882477283517,1,4,6,1.9459101490553132,1,0,1,6,6,476,6.1675164908883415,1,2,1,0,6,1,2,1,40.0
5,4,6,1.9459101490553132,1,0,1,6,6,80,4.394449154672439,2,3,2,1.0986122886681098,1,2,2,2,2,264,5.579729825986222,1,0,4,5,4,0,2,4,10.0
7,10,19,2.995732273553991,0,1,4,5,9,480,6.175867270105761,0,4,8,2.1972245773362196,1,2,3,1,8,1596,7.3758821482150125,1,0,1,0,6,2,1,2,40.0
3,3,18,2.9444389791664403,1,0,3,4,8,500,6.2166061010848646,2,3,6,1.9459101490553132,1,0,1,6,6,2250,7.719129840906732,1,0,0,3,0,2,2,3,50.0
6,6,12,2.5649493574615367,1,0,2,5,2,220,5.3981627015177525,1,3,22,3.1354942159291497,1,1,2,1,2,180,5.198497031265826,1,0,0,5,0,2,2,2,50.0
6,8,13,2.6390573296152584,0,1,3,6,3,340,5.831882477283517,1,4,3,1.3862943611198906,0,0,3,3,3,1547,7.344719054149673,0,2,2,0,7,2,1,1,5.0
4,2,19,2.995732273553991,0,1,4,5,9,220,5.3981627015177525,1,3,11,2.4849066497880004,0,2,1,4,1,456,6.124683390894205,1,0,1,1,6,1,1,2,20.0
6,6,15,2.772588722239781,0,0,0,1,5,160,5.081404364984463,1,6,24,3.2188758248682006,1,0,4,3,4,110,4.709530201312334,1,2,0,5,0,3,1,0,10.0
1,8,6,1.9459101490553132,1,0,1,6,6,160,5.081404364984463,1,6,5,1.791759469228055,0,2,0,5,5,288,5.666426688112432,1,0,3,1,8,2,1,2,50.0
7,10,8,2.1972245773362196,1,2,3,1,8,340,5.831882477283517,1,4,17,2.8903717578961645,0,2,2,3,7,176,5.176149732573829,1,2,1,1,6,1,1,2,10.0
9,3,12,2.5649493574615367,1,0,2,5,2,180,5.198497031265826,0,5,18,2.9444389791664403,1,0,3,4,8,180,5.198497031265826,1,0,0,5,0,0,6,5,50.0
6,2,7,2.0794415416798357,0,1,2,0,7,300,5.707110264748875,0,6,10,2.3978952727983707,1,1,0,3,0,252,5.53338948872752,1,0,2,0,2,1,1,2,20.0
8,7,14,2.70805020110221,1,2,4,0,4,500,6.2166061010848646,2,3,2,1.0986122886681098,1,2,2,2,2,5250,8.566173813637858,1,0,0,0,0,1,2,4,50.0
1,10,11,2.4849066497880004,0,2,1,4,1,120,4.795790545596741,0,1,22,3.1354942159291497,1,1,2,1,2,69,4.248495242049359,0,0,4,6,9,1,1,1,15.0
5,9,9,2.302585092994046,0,0,4,2,9,400,5.993961427306569,1,1,9,2.302585092994046,0,0,4,2,9,500,6.2166061010848646,1,2,0,3,0,1,1,1,25.0
6,2,7,2.0794415416798357,0,1,2,0,7,220,5.3981627015177525,1,3,1,0.6931471805599453,0,1,1,1,1,1848,7.522400231387125,1,0,3,0,8,3,1,4,20.0
3,10,19,2.995732273553991,0,1,4,5,9,60,4.110873864173311,0,4,1,0.6931471805599453,0,1,1,1,1,1653,7.4109518755836366,0,0,3,1,3,3,1,4,45.0
5,3,20,3.044522437723423,1,2,0,6,0,120,4.795790545596741,0,1,20,3.044522437723423,1,2,0,6,0,150,5.017279836814924,1,0,0,3,0,0,10,3,25.0
7,3,19,2.995732273553991,0,1,4,5,9,420,6.042632833682381,0,0,19,2.995732273553991,0,1,4,5,9,462,6.137727054086234,1,0,2,0,2,2,1,1,10.0
1,5,14,2.70805020110221,1,2,4,0,4,480,6.175867270105761,0,4,3,1.3862943611198906,0,0,3,3,3,2464,7.80994708647679,1,1,4,0,4,1,1,2,10.0
0,2,10,2.3978952727983707,1,1,0,3,0,260,5.564520407322694,2,1,5,1.791759469228055,0,2,0,5,5,754,6.626717749249025,1,1,4,5,4,0,1,3,45.0
2,9,10,2.3978952727983707,1,1,0,3,0,440,6.089044875446846,2,6,5,1.791759469228055,0,2,0,5,5,1056,6.963189985870238,1,0,1,6,6,2,1,3,20.0
4,10,20,3.044522437723423,1,2,0,6,0,120,4.795790545596741,0,1,4,1.6094379124341003,1,1,4,4,4,720,6.580639137284949,1,0,0,6,0,3,4,6,20.0
3,9,15,2.772588722239781,0,0,0,1,5,340,5.831882477283517,1,4,7,2.0794415416798357,0,1,2,0,7,1020,6.928537818164665,1,0,0,5,0,0,1,2,40.0
7,0,14,2.70805020110221,1,2,4,0,4,60,4.110873864173311,0,4,27,3.332204510175204,0,0,2,6,7,42,3.7612001156935624,1,0,2,0,2,2,1,1,35.0
10,0,11,2.4849066497880004,0,2,1,4,1,500,6.2166061010848646,2,3,30,3.4339872044851463,1,0,0,2,0,275,5.62040086571715,0,2,0,2,5,3,1,1,50.0
6,7,16,2.833213344056216,1,1,1,2,6,280,5.638354669333745,1,0,12,2.5649493574615367,1,0,2,5,2,560,6.329720905522696,1,2,0,0,0,2,4,2,50.0
6,5,15,2.772588722239781,0,0,0,1,5,280,5.638354669333745,1,0,6,1.9459101490553132,1,0,1,6,6,735,6.601230118728877,0,0,0,0,5,0,1,1,5.0
7,2,14,2.70805020110221,1,2,4,0,4,360,5.8888779583328805,0,3,4,1.6094379124341003,1,1,4,4,4,1323,7.188412736496954,0,0,3,0,3,1,1,1,5.0
5,1,15,2.772588722239781,0,0,0,1,5,240,5.484796933490655,0,2,4,1.6094379124341003,1,1,4,4,4,1035,6.943122422819428,0,0,0,6,5,3,1,3,15.0
5,8,14,2.70805020110221,1,2,4,0,4,100,4.61512051684126,1,2,5,1.791759469228055,0,2,0,5,5,294,5.68697535633982,1,0,4,0,4,2,1,2,5.0
5,10,13,2.6390573296152584,0,1,3,6,3,200,5.303304908059076,2,4,8,2.1972245773362196,1,2,3,1,8,390,5.968707559985366,1,0,0,5,0,2,1,2,20.0
7,6,7,2.0794415416798357,0,1,2,0,7,260,5.564520407322694,2,1,29,3.4011973816621555,0,2,4,1,9,91,4.5217885770490405,0,1,1,0,1,1,1,1,45.0
0,3,10,2.3978952727983707,1,1,0,3,0,160,5.081404364984463,1,6,4,1.6094379124341003,1,1,4,4,4,520,6.255750041753367,1,1,0,2,0,0,2,4,30.0
6,8,17,2.8903717578961645,0,2,2,3,7,140,4.948759890378168,2,0,7,2.0794415416798357,0,1,2,0,7,510,6.236369590203704,1,0,0,6,0,3,1,2,50.0
8,3,17,2.8903717578961645,0,2,2,3,7,440,6.089044875446846,2,6,22,3.1354942159291497,1,1,2,1,2,493,6.202535517187923,0,1,3,3,3,2,1,2,45.0
1,6,5,1.791759469228055,0,2,0,5,5,440,6.089044875446846,2,6,11,2.4849066497880004,0,2,1,4,1,220,5.3981627015177525,1,1,0,3,0,0,1,5,10.0
2,2,18,2.9444389791664403,1,0,3,4,8,360,5.8888779583328805,0,3,3,1.3862943611198906,0,0,3,3,3,3024,8.014666370464942,1,0,4,0,4,1,3,5,40.0
0,8,18,2.9444389791664403,1,0,3,4,8,500,6.2166061010848646,2,3,18,2.9444389791664403,1,0,3,4,8,575,6.3561076606958915,0,2,0,1,5,3,1,1,15.0
9,8,13,2.6390573296152584,0,1,3,6,3,180,5.198497031265826,0,5,1,0.6931471805599453,0,1,1,1,1,2457,7.80710329012598,0,0,2,0,7,1,1,4,5.0
3,1,9,2.302585092994046,0,0,4,2,9,140,4.948759890378168,2,0,21,3.091042453358316,0,0,1,0,1,87,4.477336814478207,0,0,2,3,7,0,1,0,45.0
0,1,20,3.044522437723423,1,2,0,6,0,200,5.303304908059076,2,4,8,2.1972245773362196,1,2,3,1,8,600,6.398594934535208,1,0,0,5,0,2,4,5,20.0
0,2,15,2.772588722239781,0,0,0,1,5,480,6.175867270105761,0,4,16,2.833213344056216,1,1,1,2,6,495,6.206575926724928,0,0,0,5,5,1,1,3,10.0
3,6,7,2.0794415416798357,0,1,2,0,7,180,5.198497031265826,0,5,2,1.0986122886681098,1,2,2,2,2,693,6.542471960506805,0,0,3,0,3,2,1,2,10.0
1,6,19,2.995732273553991,0,1,4,5,9,380,5.942799375126701,2,2,19,2.995732273553991,0,1,4,5,9,513,6.2422232654551655,0,0,3,2,3,3,19,5,35.0
10,5,20,3.044522437723423,1,2,0,6,0,440,6.089044875446846,2,6,16,2.833213344056216,1,1,1,2,6,605,6.406879986069314,0,2,0,3,5,1,1,1,10.0
9,1,19,2.995732273553991,0,1,4,5,9,180,5.198497031265826,0,5,27,3.332204510175204,0,0,2,6,7,133,4.897839799950911,0,1,3,0,3,3,1,1,5.0
5,5,20,3.044522437723423,1,2,0,6,0,100,4.61512051684126,1,2,1,0.6931471805599453,0,1,1,1,1,2800,7.937731775260109,1,1,0,0,0,1,1,6,40.0
8,4,12,2.5649493574615367,1,0,2,5,2,120,4.795790545596741,0,1,6,1.9459101490553132,1,0,1,6,6,312,5.746203190540153,1,0,2,4,2,2,6,5,30.0
5,1,12,2.5649493574615367,1,0,2,5,2,240,5.484796933490655,0,2,1,0.6931471805599453,0,1,1,1,1,3024,8.014666370464942,1,0,4,0,4,0,1,5,5.0
0,7,15,2.772588722239781,0,0,0,1,5,360,5.8888779583328805,0,3,18,2.9444389791664403,1,0,3,4,8,405,6.0063531596017325,0,0,0,6,5,0,3,3,35.0
5,8,18,2.9444389791664403,1,0,3,4,8,240,5.484796933490655,0,2,8,2.1972245773362196,1,2,3,1,8,567,6.342121418721152,0,0,2,0,7,1,1,1,5.0
2,6,15,2.772588722239781,0,0,0,1,5,300,5.707110264748875,0,6,25,3.258096538021482,0,1,0,4,5,225,5.420534999272286,0,0,0,1,5,0,5,4,25.0
8,2,6,1.9459101490553132,1,0,1,6,6,180,5.198497031265826,0,5,18,2.9444389791664403,1,0,3,4,8,87,4.477336814478207,0,0,2,3,7,3,3,3,45.0
8,3,14,2.70805020110221,1,2,4,0,4,200,5.303304908059076,2,4,18,2.9444389791664403,1,0,3,4,8,210,5.351858133476067,1,0,0,0,0,1,2,1,35.0
5,3,12,2.5649493574615367,1,0,2,5,2,120,4.795790545596741,0,1,9,2.302585092994046,0,0,4,2,9,240,5.484796933490655,1,0,0,2,0,3,3,3,50.0
0,4,18,2.9444389791664403,1,0,3,4,8,280,5.638354669333745,1,0,15,2.772588722239781,0,0,0,1,5,420,6.042632833682381,1,0,0,0,0,2,1,1,25.0
6,8,12,2.5649493574615367,1,0,2,5,2,240,5.484796933490655,0,2,12,2.5649493574615367,1,0,2,5,2,276,5.6240175061873385,1,0,1,3,6,2,12,5,15.0
2,5,16,2.833213344056216,1,1,1,2,6,320,5.771441123130016,2,5,12,2.5649493574615367,1,0,2,5,2,576,6.3578422665081,1,0,1,2,6,0,4,3,35.0
8,2,15,2.772588722239781,0,0,0,1,5,460,6.133398042996649,1,5,1,0.6931471805599453,0,1,1,1,1,9315,9.139488631004232,0,0,0,5,5,2,1,4,35.0
8,5,14,2.70805020110221,1,2,4,0,4,320,5.771441123130016,2,5,28,3.367295829986474,1,1,3,0,8,176,5.176149732573829,1,2,1,1,6,3,2,1,10.0
1,3,7,2.0794415416798357,0,1,2,0,7,220,5.3981627015177525,1,3,7,2.0794415416798357,0,1,2,0,7,286,5.659482215759621,1,1,1,6,6,1,1,1,30.0
3,5,16,2.833213344056216,1,1,1,2,6,360,5.8888779583328805,0,3,8,2.1972245773362196,1,2,3,1,8,792,6.675823221634848,1,0,2,1,2,2,8,3,10.0
9,4,17,2.8903717578961645,0,2,2,3,7,420,6.042632833682381,0,0,7,2.0794415416798357,0,1,2,0,7,1122,7.023758954738443,1,0,2,2,2,3,1,2,10.0
6,7,17,2.8903717578961645,0,2,2,3,7,320,5.771441123130016,2,5,16,2.833213344056216,1,1,1,2,6,408,6.013715156042802,1,0,3,2,8,2,1,2,20.0
8,8,5,1.791759469228055,0,2,0,5,5,400,5.993961427306569,1,1,20,3.044522437723423,1,2,0,6,0,105,4.663439094112067,0,0,0,0,5,0,5,4,5.0
3,0,17,2.8903717578961645,0,2,2,3,7,240,5.484796933490655,0,2,6,1.9459101490553132,1,0,1,6,6,986,6.894670039433482,1,2,1,6,6,1,1,2,45.0
6,6,5,1.791759469228055,0,2,0,5,5,360,5.8888779583328805,0,3,30,3.4339872044851463,1,0,0,2,0,81,4.406719247264253,0,0,1,4,1,2,1,3,35.0
1,0,11,2.4849066497880004,0,2,1,4,1,140,4.948759890378168,2,0,11,2.4849066497880004,0,2,1,4,1,203,5.318119993844216,0,2,3,0,3,1,1,1,45.0
0,0,13,2.6390573296152584,0,1,3,6,3,180,5.198497031265826,0,5,3,1.3862943611198906,0,0,3,3,3,897,6.8001700683022,0,0,2,1,7,3,1,3,15.0
8,7,20,3.044522437723423,1,2,0,6,0,480,6.175867270105761,0,4,20,3.044522437723423,1,2,0,6,0,648,6.47543271670409,1,0,3,4,8,2,4,3,35.0
2,1,15,2.772588722239781,0,0,0,1,5,260,5.564520407322694,2,1,15,2.772588722239781,0,0,0,1,5,351,5.863631175598097,0,0,1,1,1,1,1,1,35.0
4,1,18,2.9444389791664403,1,0,3,4,8,300,5.707110264748875,0,6,2,1.0986122886681098,1,2,2,2,2,3375,8.124446855715847,0,0,0,1,5,0,1,2,25.0
4,10,18,2.9444389791664403,1,0,3,4,8,280,5.638354669333745,1,0,12,2.5649493574615367,1,0,2,5,2,525,6.26530121273771,0,0,0,0,5,2,1,0,25.0
6,2,18,2.9444389791664403,1,0,3,4,8,260,5.564520407322694,2,1,5,1.791759469228055,0,2,0,5,5,1170,7.065613363597717,1,0,0,1,0,2,1,3,25.0
8,3,16,2.833213344056216,1,1,1,2,6,480,6.175867270105761,0,4,2,1.0986122886681098,1,2,2,2,2,4416,8.393216011596527,1,0,1,6,6,2,2,5,15.0
5,9,6,1.9459101490553132,1,0,1,6,6,280,5.638354669333745,1,0,24,3.2188758248682006,1,0,4,3,4,84,4.442651256490317,1,0,4,0,4,1,2,2,20.0
3,7,10,2.3978952727983707,1,1,0,3,0,200,5.303304908059076,2,4,5,1.791759469228055,0,2,0,5,5,580,6.364750756851911,1,1,0,6,0,2,5,5,45.0
10,2,5,1.791759469228055,0,2,0,5,5,120,4.795790545596741,0,1,5,1.791759469228055,0,2,0,5,5,144,4.976733742420574,1,0,4,4,4,2,1,3,20.0
2,4,17,2.8903717578961645,0,2,2,3,7,320,5.771441123130016,2,5,6,1.9459101490553132,1,0,1,6,6,1088,6.9930151229329605,1,2,3,3,8,0,1,1,20.0
8,4,20,3.044522437723423,1,2,0,6,0,200,5.303304908059076,2,4,3,1.3862943611198906,0,0,3,3,3,1600,7.3783837129967145,1,1,0,4,0,2,1,3,20.0
10,8,14,2.70805020110221,1,2,4,0,4,500,6.2166061010848646,2,3,7,2.0794415416798357,0,1,2,0,7,1150,7.048386408721883,1,1,0,2,0,0,1,1,15.0
10,9,6,1.9459101490553132,1,0,1,6,6,380,5.942799375126701,2,2,10,2.3978952727983707,1,1,0,3,0,342,5.8377304471659395,1,0,2,6,2,3,2,2,50.0
9,8,16,2.833213344056216,1,1,1,2,6,300,5.707110264748875,0,6,20,3.044522437723423,1,2,0,6,0,252,5.53338948872752,1,0,2,0,2,0,4,1,5.0
4,4,16,2.833213344056216,1,1,1,2,6,160,5.081404364984463,1,6,16,2.833213344056216,1,1,1,2,6,200,5.303304908059076,1,2,0,4,0,3,8,3,25.0
3,9,6,1.9459101490553132,1,0,1,6,6,140,4.948759890378168,2,0,1,0.6931471805599453,0,1,1,1,1,882,6.78332520060396,1,0,2,0,2,1,1,4,5.0
6,5,6,1.9459101490553132,1,0,1,6,6,320,5.771441123130016,2,5,9,2.302585092994046,0,0,4,2,9,224,5.41610040220442,1,2,4,0,4,1,1,0,5.0
1,5,9,2.302585092994046,0,0,4,2,9,260,5.564520407322694,2,1,9,2.302585092994046,0,0,4,2,9,338,5.82600010738045,1,2,3,2,8,1,1,1,30.0
1,5,10,2.3978952727983707,1,1,0,3,0,160,5.081404364984463,1,6,16,2.833213344056216,1,1,1,2,6,115,4.7535901911063645,0,1,0,3,5,3,1,2,15.0
5,6,8,2.1972245773362196,1,2,3,1,8,420,6.042632833682381,0,0,12,2.5649493574615367,1,0,2,5,2,308,5.733341276897746,1,2,3,0,8,3,4,1,10.0
8,8,8,2.1972245773362196,1,2,3,1,8,380,5.942799375126701,2,2,8,2.1972245773362196,1,2,3,1,8,456,6.124683390894205,1,0,1,1,6,3,4,3,20.0
4,1,9,2.302585092994046,0,0,4,2,9,240,5.484796933490655,0,2,27,3.332204510175204,0,0,2,6,7,120,4.795790545596741,1,0,0,1,0,0,3,2,50.0
6,9,18,2.9444389791664403,1,0,3,4,8,80,4.394449154672439,2,3,9,2.302585092994046,0,0,4,2,9,176,5.176149732573829,1,2,1,1,6,1,1,1,10.0
6,8,17,2.8903717578961645,0,2,2,3,7,320,5.771441123130016,2,5,8,2.1972245773362196,1,2,3,1,8,850,6.7464121285733745,1,1,0,3,0,3,1,2,25.0
6,8,17,2.8903717578961645,0,2,2,3,7,400,5.993961427306569,1,1,4,1.6094379124341003,1,1,4,4,4,1785,7.487733761436444,0,0,0,0,5,3,1,2,5.0
6,4,19,2.995732273553991,0,1,4,5,9,500,6.2166061010848646,2,3,26,3.295836866004329,1,2,1,5,6,475,6.16541785423142,0,1,0,6,5,2,1,1,30.0
0,8,18,2.9444389791664403,1,0,3,4,8,380,5.942799375126701,2,2,9,2.302585092994046,0,0,4,2,9,1140,7.039660349862076,1,0,0,6,0,0,1,2,50.0
4,4,15,2.772588722239781,0,0,0,1,5,160,5.081404364984463,1,6,10,2.3978952727983707,1,1,0,3,0,252,5.53338948872752,1,0,2,0,2,2,1,1,5.0
7,2,8,2.1972245773362196,1,2,3,1,8,100,4.61512051684126,1,2,2,1.0986122886681098,1,2,2,2,2,500,6.2166061010848646,1,2,0,3,0,2,2,4,25.0
3,0,7,2.0794415416798357,0,1,2,0,7,360,5.8888779583328805,0,3,2,1.0986122886681098,1,2,2,2,2,1323,7.188412736496954,0,0,3,0,3,2,1,2,5.0
4,0,16,2.833213344056216,1,1,1,2,6,180,5.198497031265826,0,5,18,2.9444389791664403,1,0,3,4,8,168,5.1298987149230735,1,0,3,0,8,0,2,1,5.0
9,6,15,2.772588722239781,0,0,0,1,5,340,5.831882477283517,1,4,9,2.302585092994046,0,0,4,2,9,595,6.39024066706535,0,1,0,0,5,3,1,0,5.0
9,9,6,1.9459101490553132,1,0,1,6,6,340,5.831882477283517,1,4,8,2.1972245773362196,1,2,3,1,8,306,5.726847747587197,1,0,1,5,6,3,2,1,20.0
2,3,9,2.302585092994046,0,0,4,2,9,420,6.042632833682381,0,0,1,0.6931471805599453,0,1,1,1,1,5292,8.574140471857987,1,0,2,0,2,3,1,4,40.0
10,6,10,2.3978952727983707,1,1,0,3,0,80,4.394449154672439,2,3,14,2.70805020110221,1,2,4,0,4,80,4.394449154672439,1,2,0,3,0,3,2,3,40.0
6,5,6,1.9459101490553132,1,0,1,6,6,80,4.394449154672439,2,3,21,3.091042453358316,0,0,1,0,1,32,3.4965075614664802,1,2,2,4,2,2,1,0,40.0
4,8,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,0,4,1,0.6931471805599453,0,1,1,1,1,630,6.447305862541213,1,0,0,0,0,3,1,5,5.0
6,7,12,2.5649493574615367,1,0,2,5,2,160,5.081404364984463,1,6,1,0.6931471805599453,0,1,1,1,1,2688,7.896924656268864,1,0,3,0,8,0,1,4,40.0
4,4,16,2.833213344056216,1,1,1,2,6,420,6.042632833682381,0,0,14,2.70805020110221,1,2,4,0,4,576,6.3578422665081,1,0,1,2,6,1,2,2,20.0
4,8,18,2.9444389791664403,1,0,3,4,8,480,6.175867270105761,0,4,15,2.772588722239781,0,0,0,1,5,864,6.762729506931879,1,0,4,3,4,1,3,2,50.0
8,10,17,2.8903717578961645,0,2,2,3,7,380,5.942799375126701,2,2,13,2.6390573296152584,0,1,3,6,3,646,6.472346294500901,1,1,1,2,6,1,1,1,30.0
