slot_observer_name,slot_host_length_ft,slot_host_length_ft_abs_log1p,slot_host_length_ft_is_even,slot_host_length_ft_mod3,slot_host_length_ft_mod5,slot_host_length_ft_mod7,slot_host_length_ft_mod10,slot_num_parasites,slot_num_parasites_abs_log1p,slot_num_parasites_is_even,slot_num_parasites_mod3,slot_num_parasites_mod5,slot_num_parasites_mod7,slot_num_parasites_mod10,slot_parasite_length_in,slot_parasite_length_in_abs_log1p,slot_parasite_length_in_mod5,slot_parasite_length_in_mod7,slot_parasite_length_in_mod10,slot_host_species,slot_parasite_species,gcd_all,n_multiple_pairs,y
4,72,4.290459441148391,1,0,2,2,2,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,1,6,3,3,6,3,25.0
1,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,2,5,2,6,0,2,2,25.0
1,80,4.394449154672439,1,2,0,3,0,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,2,3,2,2,10.0
0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,48,3.8918202981106265,3,6,8,0,0,1,3,50.0
3,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,1,2,3,2,20.0
7,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,2,5,2,6,3,1,1,16.67
5,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,2,5,2,0,3,6,3,16.67
1,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,36,3.6109179126442243,1,1,6,6,0,1,2,14.29
3,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,4,3,4,6,0,3,3,50.0
7,56,4.04305126783455,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,4,3,4,0,2,4,2,14.29
4,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,1,2,2,2,14.29
6,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,2,5,2,3,1,3,3,25.0
1,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,1,6,2,1,1,1,20.0
6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,2,5,2,4,3,1,3,50.0
1,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,2,5,2,3,2,6,3,16.67
6,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,4,3,4,3,2,4,3,33.33
0,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,1,0,4,3,16.67
7,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,4,3,4,2,1,1,1,25.0
0,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,4,3,4,0,3,6,2,20.0
2,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,4,3,4,2,1,4,2,50.0
7,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,36,3.6109179126442243,1,1,6,4,0,1,3,50.0
2,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,4,3,4,4,1,1,1,16.67
1,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,36,3.6109179126442243,1,1,6,5,0,1,2,20.0
6,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,2,5,2,5,2,1,1,16.67
4,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,3,6,8,3,1,6,3,100.0
4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,5,0,2,3,100.0
2,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,2,1,2,2,20.0
6,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,3,6,8,4,2,3,3,50.0
0,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,48,3.8918202981106265,3,6,8,3,2,1,2,20.0
7,84,4.442651256490317,1,0,4,0,4,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,3,6,8,5,1,3,2,14.29
2,81,4.406719247264253,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,1,0,3,2,11.11
1,96,4.574710978503383,1,0,1,5,6,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,3,6,8,1,0,3,3,12.5
4,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,2,5,2,5,2,1,1,16.67
3,96,4.574710978503383,1,0,1,5,6,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,3,0,4,2,12.5
1,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,2,5,2,0,1,1,2,12.5
7,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,4,3,4,4,3,6,3,25.0
4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,4,3,4,5,3,3,3,100.0
7,144,4.976733742420574,1,0,4,4,4,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,1,6,1,3,6,3,12.5
4,108,4.6913478822291435,1,0,3,3,8,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,1,6,0,1,6,3,16.67
6,84,4.442651256490317,1,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,4,2,4,2,14.29
1,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,4,3,4,2,3,1,1,50.0
1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,4,3,4,4,0,4,3,100.0
4,72,4.290459441148391,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,1,3,3,3,12.5
3,90,4.51085950651685,1,0,0,6,0,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,4,0,3,2,10.0
0,96,4.574710978503383,1,0,1,5,6,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,4,3,4,0,0,6,3,12.5
5,72,4.290459441148391,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,3,6,8,1,3,3,2,16.67
4,150,5.017279836814924,1,0,0,3,0,5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,1,6,6,3,1,1,10.0
5,128,4.859812404361672,1,2,3,2,8,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,6,2,4,2,12.5
0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,5,2,3,3,100.0
1,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,3,6,8,4,2,1,1,100.0
2,28,3.367295829986474,1,1,3,0,8,1,0.6931471805599453,0,1,1,1,1,48,3.8918202981106265,3,6,8,6,0,1,2,14.29
2,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,1,1,2,2,20.0
5,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,4,3,4,2,3,4,3,16.67
2,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,4,3,4,5,0,1,1,20.0
1,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,2,5,2,4,0,4,2,10.0
4,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,2,5,2,2,3,6,3,50.0
2,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,4,3,4,4,1,4,3,16.67
1,108,4.6913478822291435,1,0,3,3,8,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,5,1,4,3,11.11
7,200,5.303304908059076,1,2,0,4,0,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,3,6,8,0,1,1,1,10.0
0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,6,0,4,3,100.0
1,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,5,0,4,3,33.33
7,112,4.727387818712341,1,1,2,0,2,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,5,2,4,2,14.29
7,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,3,6,8,3,3,6,3,50.0
1,54,4.007333185232471,1,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,1,6,3,1,6,2,33.33
4,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,1,6,4,2,2,2,12.5
0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,1,6,4,0,2,3,100.0
2,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,2,3,3,3,25.0
1,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,48,3.8918202981106265,3,6,8,3,1,1,3,33.33
7,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,6,2,3,3,50.0
0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,2,5,2,1,3,4,3,33.33
2,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,2,5,2,0,3,4,2,14.29
6,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,2,1,2,3,50.0
0,36,3.6109179126442243,1,0,1,1,6,1,0.6931471805599453,0,1,1,1,1,48,3.8918202981106265,3,6,8,1,1,1,2,11.11
5,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,4,3,4,2,3,2,2,25.0
2,84,4.442651256490317,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,4,3,4,5,2,6,2,14.29
3,112,4.727387818712341,1,1,2,0,2,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,5,3,4,2,14.29
4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,2,5,2,5,3,1,3,16.67
5,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,2,5,2,0,0,4,3,11.11
7,72,4.290459441148391,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,3,6,8,0,2,3,2,16.67
6,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,4,3,4,0,3,2,2,12.5
6,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,0,1,1,1,1,48,3.8918202981106265,3,6,8,3,2,1,2,12.5
1,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,4,3,4,1,3,1,1,16.67
4,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,2,5,2,2,1,6,3,10.0
4,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,1,6,2,2,2,3,33.33
1,200,5.303304908059076,1,2,0,4,0,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,3,6,8,1,0,1,1,10.0
7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,2,5,2,6,3,1,3,33.33
2,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,2,5,2,5,2,2,2,14.29
3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,2,5,2,3,3,2,3,50.0
0,81,4.406719247264253,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,1,3,3,2,11.11
3,36,3.6109179126442243,1,0,1,1,6,1,0.6931471805599453,0,1,1,1,1,48,3.8918202981106265,3,6,8,3,2,1,2,11.11
7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,2,5,2,5,2,3,3,100.0
4,80,4.394449154672439,1,2,0,3,0,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,3,6,8,0,3,1,1,25.0
0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,2,5,2,0,3,3,3,25.0
7,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,3,6,8,6,0,1,1,50.0
1,90,4.51085950651685,1,0,0,6,0,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,1,6,5,1,6,2,20.0
4,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,2,2,2,2,14.29
7,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,1,6,4,2,2,3,100.0
6,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,3,0,2,2,25.0
3,160,5.081404364984463,1,1,0,6,0,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,2,3,4,2,10.0
7,64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,2,0,2,2,12.5
6,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,36,3.6109179126442243,1,1,6,4,0,1,3,100.0
4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,2,5,2,0,3,1,2,20.0
5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,2,5,2,5,1,2,3,100.0
7,192,5.262690188904886,1,0,2,3,2,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,3,6,8,4,0,6,3,12.5
5,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,5,3,4,3,100.0
2,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,36,3.6109179126442243,1,1,6,1,2,1,3,16.67
5,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,2,5,2,0,2,1,1,33.33
0,72,4.290459441148391,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,3,6,8,6,2,3,2,16.67
1,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,2,2,4,3,100.0
1,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,1,3,4,3,33.33
0,36,3.6109179126442243,1,0,1,1,6,1,0.6931471805599453,0,1,1,1,1,48,3.8918202981106265,3,6,8,4,0,1,2,11.11
6,128,4.859812404361672,1,2,3,2,8,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,6,0,4,2,12.5
2,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,2,5,2,5,2,4,2,12.5
0,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,2,1,3,2,14.29
2,80,4.394449154672439,1,2,0,3,0,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,3,6,8,3,2,1,1,25.0
4,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,2,5,2,0,1,3,2,14.29
4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,2,5,2,2,2,4,2,50.0
1,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,2,5,2,1,0,1,3,100.0
3,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,1,6,5,3,2,2,25.0
1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,2,5,2,6,0,2,3,50.0
1,36,3.6109179126442243,1,0,1,1,6,1,0.6931471805599453,0,1,1,1,1,48,3.8918202981106265,3,6,8,2,1,1,2,11.11
0,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,2,5,2,5,1,4,3,16.67
4,96,4.574710978503383,1,0,1,5,6,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,3,6,8,5,0,6,3,25.0
6,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,4,3,4,0,1,4,3,16.67
5,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,4,3,4,3,33.33
3,72,4.290459441148391,1,0,2,2,2,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,3,6,8,0,1,6,2,33.33
0,90,4.51085950651685,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,4,3,4,5,2,1,1,11.11
7,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,5,0,4,2,50.0
0,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,2,5,2,5,0,2,2,12.5
5,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,2,5,2,4,1,2,2,12.5
6,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,2,5,2,2,3,2,2,10.0
2,54,4.007333185232471,1,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,4,3,3,2,16.67
4,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,2,1,3,2,33.33
0,96,4.574710978503383,1,0,1,5,6,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,4,3,4,6,1,6,3,12.5
2,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,48,3.8918202981106265,3,6,8,2,1,1,3,25.0
0,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,3,6,8,1,3,3,3,50.0
6,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,4,3,4,2,1,6,3,50.0
5,112,4.727387818712341,1,1,2,0,2,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,0,1,4,2,14.29
5,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,2,5,2,5,3,3,2,16.67
1,81,4.406719247264253,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,3,0,3,2,11.11
5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,1,6,2,0,2,3,100.0
0,180,5.198497031265826,1,0,0,5,0,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,1,6,1,0,6,3,10.0
0,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,4,1,4,2,20.0
2,128,4.859812404361672,1,2,3,2,8,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,4,0,4,2,12.5
0,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,4,3,4,4,3,4,3,33.33
1,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,1,6,5,1,2,3,50.0
4,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,2,5,2,4,2,4,3,11.11
3,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,4,3,4,2,3,2,3,16.67
5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,2,5,2,3,0,1,3,100.0
3,72,4.290459441148391,1,0,2,2,2,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,4,3,4,0,2,6,3,16.67
4,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,4,3,4,2,1,2,2,11.11
1,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,4,3,4,1,1,6,3,100.0
4,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,1,3,2,3,16.67
3,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,1,6,3,3,3,2,33.33
3,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,6,3,2,2,25.0
4,144,4.976733742420574,1,0,4,4,4,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,2,3,4,3,11.11
3,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,4,3,4,3,3,4,2,50.0
3,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,24,3.2188758248682006,4,3,4,6,3,1,3,16.67
2,80,4.394449154672439,1,2,0,3,0,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,3,0,2,2,10.0
1,128,4.859812404361672,1,2,3,2,8,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,5,2,4,2,12.5
6,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,4,3,4,1,0,6,2,20.0
6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,2,5,2,3,0,2,3,33.33
6,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,0,2,4,3,16.67
1,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,1,6,6,0,1,1,100.0
0,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,3,3,2,3,16.67
7,64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,5,1,2,2,12.5
7,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,4,3,4,5,1,1,1,100.0
7,200,5.303304908059076,1,2,0,4,0,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,3,6,8,5,1,1,1,10.0
7,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,1,6,2,3,2,2,20.0
2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,4,3,4,4,2,2,3,50.0
2,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,4,3,4,5,1,2,2,20.0
7,80,4.394449154672439,1,2,0,3,0,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,1,0,4,2,20.0
6,54,4.007333185232471,1,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,1,6,1,2,6,2,33.33
1,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,3,6,8,0,3,4,3,100.0
3,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,2,5,2,4,1,3,2,14.29
0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,2,5,2,1,1,4,3,100.0
4,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,2,5,2,5,2,1,1,11.11
0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,2,5,2,3,3,1,2,11.11
2,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,0,3,2,3,16.67
1,200,5.303304908059076,1,2,0,4,0,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,3,6,8,6,0,1,1,10.0
7,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,1,6,4,1,4,3,33.33
4,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,2,5,2,5,1,4,3,16.67
1,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,4,3,4,5,3,2,2,10.0
1,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,2,5,2,3,3,1,2,14.29
7,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,1,6,3,1,6,3,100.0
2,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,2,5,2,2,3,6,2,33.33
7,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,3,6,8,6,2,2,3,16.67
4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,2,5,2,3,1,3,2,20.0
2,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,2,5,2,5,0,6,3,10.0
