slot_num_people,slot_num_people_abs_log1p,slot_num_people_is_even,slot_num_people_mod3,slot_num_people_mod5,slot_num_people_mod7,slot_num_people_mod10,slot_payer_name,slot_currency,slot_total_bill,slot_total_bill_abs_log1p,slot_total_bill_mod3,slot_total_bill_mod7,slot_tip_percent,slot_tip_percent_abs_log1p,slot_tip_percent_is_even,slot_tip_percent_mod3,slot_tip_percent_mod5,slot_tip_percent_mod7,slot_tip_percent_mod10,gcd_all,n_multiple_pairs,y
6,1.9459101490553132,1,0,1,6,6,7,3,120,4.795790545596741,0,1,5,1.791759469228055,0,2,0,5,5,1,2,26.0
5,1.791759469228055,0,2,0,5,5,5,2,180,5.198497031265826,0,5,18,2.9444389791664403,1,0,3,4,8,1,2,68.4
3,1.3862943611198906,0,0,3,3,3,6,3,360,5.8888779583328805,0,3,30,3.4339872044851463,1,0,0,2,0,3,3,228.0
3,1.3862943611198906,0,0,3,3,3,0,1,720,6.580639137284949,0,6,30,3.4339872044851463,1,0,0,2,0,3,3,456.0
6,1.9459101490553132,1,0,1,6,6,1,1,180,5.198497031265826,0,5,30,3.4339872044851463,1,0,0,2,0,6,3,84.0
3,1.3862943611198906,0,0,3,3,3,6,3,2400,7.783640596221253,0,6,5,1.791759469228055,0,2,0,5,5,1,2,920.0
2,1.0986122886681098,1,2,2,2,2,4,0,120,4.795790545596741,0,1,5,1.791759469228055,0,2,0,5,5,1,2,66.0
5,1.791759469228055,0,2,0,5,5,6,3,140,4.948759890378168,2,0,25,3.258096538021482,0,1,0,4,5,5,2,63.0
4,1.6094379124341003,1,1,4,4,4,3,1,440,6.089044875446846,2,6,25,3.258096538021482,0,1,0,4,5,1,1,220.0
5,1.791759469228055,0,2,0,5,5,5,1,180,5.198497031265826,0,5,18,2.9444389791664403,1,0,3,4,8,1,2,68.4
6,1.9459101490553132,1,0,1,6,6,0,2,1740,7.462214939768189,0,4,20,3.044522437723423,1,2,0,6,0,2,2,638.0
5,1.791759469228055,0,2,0,5,5,2,0,440,6.089044875446846,2,6,20,3.044522437723423,1,2,0,6,0,5,3,176.0
3,1.3862943611198906,0,0,3,3,3,3,3,1560,7.353081920515432,0,6,10,2.3978952727983707,1,1,0,3,0,1,2,676.0
4,1.6094379124341003,1,1,4,4,4,2,3,40,3.713572066704308,1,5,18,2.9444389791664403,1,0,3,4,8,2,1,17.2
5,1.791759469228055,0,2,0,5,5,2,1,600,6.398594934535208,0,5,30,3.4339872044851463,1,0,0,2,0,5,3,300.0
5,1.791759469228055,0,2,0,5,5,7,2,220,5.3981627015177525,1,3,20,3.044522437723423,1,2,0,6,0,5,3,88.0
6,1.9459101490553132,1,0,1,6,6,5,2,1440,7.273092595999522,0,5,18,2.9444389791664403,1,0,3,4,8,6,3,499.2
2,1.0986122886681098,1,2,2,2,2,2,1,120,4.795790545596741,0,1,15,2.772588722239781,0,0,0,1,5,1,2,78.0
3,1.3862943611198906,0,0,3,3,3,0,0,840,6.734591659972948,0,0,5,1.791759469228055,0,2,0,5,5,1,2,322.0
2,1.0986122886681098,1,2,2,2,2,5,2,520,6.255750041753367,1,2,15,2.772588722239781,0,0,0,1,5,1,1,338.0
4,1.6094379124341003,1,1,4,4,4,7,1,640,6.46302945692067,1,3,30,3.4339872044851463,1,0,0,2,0,2,1,352.0
2,1.0986122886681098,1,2,2,2,2,1,2,320,5.771441123130016,2,5,30,3.4339872044851463,1,0,0,2,0,2,2,256.0
2,1.0986122886681098,1,2,2,2,2,0,3,300,5.707110264748875,0,6,10,2.3978952727983707,1,1,0,3,0,2,3,180.0
3,1.3862943611198906,0,0,3,3,3,2,0,960,6.8679744089702925,0,1,15,2.772588722239781,0,0,0,1,5,3,3,464.0
6,1.9459101490553132,1,0,1,6,6,2,3,1800,7.496097345175956,0,1,18,2.9444389791664403,1,0,3,4,8,6,3,624.0
6,1.9459101490553132,1,0,1,6,6,6,0,600,6.398594934535208,0,5,22,3.1354942159291497,1,1,2,1,2,2,1,232.0
6,1.9459101490553132,1,0,1,6,6,7,3,1740,7.462214939768189,0,4,18,2.9444389791664403,1,0,3,4,8,6,2,603.2
4,1.6094379124341003,1,1,4,4,4,4,2,680,6.523562306149512,2,1,10,2.3978952727983707,1,1,0,3,0,2,2,238.0
6,1.9459101490553132,1,0,1,6,6,3,3,360,5.8888779583328805,0,3,30,3.4339872044851463,1,0,0,2,0,6,3,168.0
6,1.9459101490553132,1,0,1,6,6,4,0,1860,7.528869256642251,0,5,30,3.4339872044851463,1,0,0,2,0,6,3,868.0
5,1.791759469228055,0,2,0,5,5,3,3,380,5.942799375126701,2,2,30,3.4339872044851463,1,0,0,2,0,5,2,190.0
6,1.9459101490553132,1,0,1,6,6,2,0,2220,7.7057128238944275,0,1,25,3.258096538021482,0,1,0,4,5,1,1,925.0
3,1.3862943611198906,0,0,3,3,3,5,1,1020,6.928537818164665,0,5,20,3.044522437723423,1,2,0,6,0,1,2,544.0
3,1.3862943611198906,0,0,3,3,3,6,2,1620,7.390798521735676,0,3,30,3.4339872044851463,1,0,0,2,0,3,3,1026.0
3,1.3862943611198906,0,0,3,3,3,1,0,420,6.042632833682381,0,0,25,3.258096538021482,0,1,0,4,5,1,1,245.0
2,1.0986122886681098,1,2,2,2,2,6,0,260,5.564520407322694,2,1,5,1.791759469228055,0,2,0,5,5,1,2,143.0
6,1.9459101490553132,1,0,1,6,6,7,1,1620,7.390798521735676,0,3,15,2.772588722239781,0,0,0,1,5,3,2,513.0
6,1.9459101490553132,1,0,1,6,6,6,0,900,6.803505257608338,0,4,18,2.9444389791664403,1,0,3,4,8,6,3,312.0
6,1.9459101490553132,1,0,1,6,6,3,0,660,6.493753839851686,0,2,22,3.1354942159291497,1,1,2,1,2,2,2,255.2
4,1.6094379124341003,1,1,4,4,4,4,2,420,6.042632833682381,0,0,5,1.791759469228055,0,2,0,5,5,1,2,126.0
6,1.9459101490553132,1,0,1,6,6,2,3,300,5.707110264748875,0,6,10,2.3978952727983707,1,1,0,3,0,2,2,80.0
4,1.6094379124341003,1,1,4,4,4,6,1,160,5.081404364984463,1,6,20,3.044522437723423,1,2,0,6,0,4,3,72.0
3,1.3862943611198906,0,0,3,3,3,2,2,780,6.660575149839686,0,3,5,1.791759469228055,0,2,0,5,5,1,2,299.0
6,1.9459101490553132,1,0,1,6,6,7,1,1860,7.528869256642251,0,5,10,2.3978952727983707,1,1,0,3,0,2,2,496.0
5,1.791759469228055,0,2,0,5,5,7,1,480,6.175867270105761,0,4,30,3.4339872044851463,1,0,0,2,0,5,3,240.0
5,1.791759469228055,0,2,0,5,5,0,0,740,6.608000625296087,2,5,15,2.772588722239781,0,0,0,1,5,5,2,259.0
4,1.6094379124341003,1,1,4,4,4,7,1,700,6.55250788703459,1,0,5,1.791759469228055,0,2,0,5,5,1,2,210.0
2,1.0986122886681098,1,2,2,2,2,1,2,40,3.713572066704308,1,5,5,1.791759469228055,0,2,0,5,5,1,2,22.0
6,1.9459101490553132,1,0,1,6,6,2,2,360,5.8888779583328805,0,3,22,3.1354942159291497,1,1,2,1,2,2,1,139.2
6,1.9459101490553132,1,0,1,6,6,1,3,1680,7.427144133408616,0,0,5,1.791759469228055,0,2,0,5,5,1,2,364.0
4,1.6094379124341003,1,1,4,4,4,3,0,160,5.081404364984463,1,6,15,2.772588722239781,0,0,0,1,5,1,1,64.0
4,1.6094379124341003,1,1,4,4,4,0,0,300,5.707110264748875,0,6,18,2.9444389791664403,1,0,3,4,8,2,1,129.0
4,1.6094379124341003,1,1,4,4,4,7,0,540,6.293419278846481,0,1,22,3.1354942159291497,1,1,2,1,2,2,1,253.8
2,1.0986122886681098,1,2,2,2,2,7,1,420,6.042632833682381,0,0,30,3.4339872044851463,1,0,0,2,0,2,3,336.0
5,1.791759469228055,0,2,0,5,5,3,2,400,5.993961427306569,1,1,25,3.258096538021482,0,1,0,4,5,5,3,180.0
3,1.3862943611198906,0,0,3,3,3,6,0,180,5.198497031265826,0,5,15,2.772588722239781,0,0,0,1,5,3,3,87.0
5,1.791759469228055,0,2,0,5,5,3,2,340,5.831882477283517,1,4,5,1.791759469228055,0,2,0,5,5,5,3,85.0
2,1.0986122886681098,1,2,2,2,2,6,1,540,6.293419278846481,0,1,15,2.772588722239781,0,0,0,1,5,1,2,351.0
4,1.6094379124341003,1,1,4,4,4,1,2,440,6.089044875446846,2,6,30,3.4339872044851463,1,0,0,2,0,2,1,242.0
3,1.3862943611198906,0,0,3,3,3,6,3,1080,6.985641817639208,0,2,20,3.044522437723423,1,2,0,6,0,1,2,576.0
2,1.0986122886681098,1,2,2,2,2,7,1,280,5.638354669333745,1,0,15,2.772588722239781,0,0,0,1,5,1,1,182.0
6,1.9459101490553132,1,0,1,6,6,7,0,180,5.198497031265826,0,5,10,2.3978952727983707,1,1,0,3,0,2,2,48.0
5,1.791759469228055,0,2,0,5,5,6,3,240,5.484796933490655,0,2,25,3.258096538021482,0,1,0,4,5,5,2,108.0
2,1.0986122886681098,1,2,2,2,2,6,3,140,4.948759890378168,2,0,22,3.1354942159291497,1,1,2,1,2,2,2,100.8
2,1.0986122886681098,1,2,2,2,2,7,0,160,5.081404364984463,1,6,5,1.791759469228055,0,2,0,5,5,1,2,88.0
2,1.0986122886681098,1,2,2,2,2,7,1,480,6.175867270105761,0,4,30,3.4339872044851463,1,0,0,2,0,2,3,384.0
3,1.3862943611198906,0,0,3,3,3,1,3,180,5.198497031265826,0,5,10,2.3978952727983707,1,1,0,3,0,1,2,78.0
4,1.6094379124341003,1,1,4,4,4,5,3,700,6.55250788703459,1,0,18,2.9444389791664403,1,0,3,4,8,2,1,301.0
4,1.6094379124341003,1,1,4,4,4,5,1,460,6.133398042996649,1,5,20,3.044522437723423,1,2,0,6,0,4,3,207.0
4,1.6094379124341003,1,1,4,4,4,3,2,200,5.303304908059076,2,4,15,2.772588722239781,0,0,0,1,5,1,1,80.0
5,1.791759469228055,0,2,0,5,5,4,1,500,6.2166061010848646,2,3,20,3.044522437723423,1,2,0,6,0,5,3,200.0
6,1.9459101490553132,1,0,1,6,6,6,1,1140,7.039660349862076,0,6,5,1.791759469228055,0,2,0,5,5,1,2,247.0
5,1.791759469228055,0,2,0,5,5,0,1,520,6.255750041753367,1,2,20,3.044522437723423,1,2,0,6,0,5,3,208.0
3,1.3862943611198906,0,0,3,3,3,6,1,1560,7.353081920515432,0,6,10,2.3978952727983707,1,1,0,3,0,1,2,676.0
4,1.6094379124341003,1,1,4,4,4,7,0,180,5.198497031265826,0,5,30,3.4339872044851463,1,0,0,2,0,2,2,99.0
3,1.3862943611198906,0,0,3,3,3,5,3,360,5.8888779583328805,0,3,20,3.044522437723423,1,2,0,6,0,1,2,192.0
5,1.791759469228055,0,2,0,5,5,0,3,540,6.293419278846481,0,1,22,3.1354942159291497,1,1,2,1,2,1,1,226.8
5,1.791759469228055,0,2,0,5,5,2,0,540,6.293419278846481,0,1,10,2.3978952727983707,1,1,0,3,0,5,3,162.0
2,1.0986122886681098,1,2,2,2,2,3,3,580,6.364750756851911,1,6,25,3.258096538021482,0,1,0,4,5,1,1,435.0
3,1.3862943611198906,0,0,3,3,3,2,3,1800,7.496097345175956,0,1,25,3.258096538021482,0,1,0,4,5,1,2,1050.0
4,1.6094379124341003,1,1,4,4,4,5,0,540,6.293419278846481,0,1,30,3.4339872044851463,1,0,0,2,0,2,2,297.0
4,1.6094379124341003,1,1,4,4,4,0,1,660,6.493753839851686,0,2,30,3.4339872044851463,1,0,0,2,0,2,2,363.0
2,1.0986122886681098,1,2,2,2,2,5,3,240,5.484796933490655,0,2,20,3.044522437723423,1,2,0,6,0,2,3,168.0
2,1.0986122886681098,1,2,2,2,2,5,3,220,5.3981627015177525,1,3,22,3.1354942159291497,1,1,2,1,2,2,3,158.4
5,1.791759469228055,0,2,0,5,5,5,3,60,4.110873864173311,0,4,10,2.3978952727983707,1,1,0,3,0,5,3,18.0
3,1.3862943611198906,0,0,3,3,3,0,2,240,5.484796933490655,0,2,18,2.9444389791664403,1,0,3,4,8,3,2,123.2
2,1.0986122886681098,1,2,2,2,2,4,0,340,5.831882477283517,1,4,30,3.4339872044851463,1,0,0,2,0,2,2,272.0
2,1.0986122886681098,1,2,2,2,2,5,3,380,5.942799375126701,2,2,18,2.9444389791664403,1,0,3,4,8,2,2,258.4
6,1.9459101490553132,1,0,1,6,6,6,0,1800,7.496097345175956,0,1,15,2.772588722239781,0,0,0,1,5,3,2,570.0
4,1.6094379124341003,1,1,4,4,4,3,1,760,6.634633357861686,1,4,5,1.791759469228055,0,2,0,5,5,1,2,228.0
6,1.9459101490553132,1,0,1,6,6,7,1,2400,7.783640596221253,0,6,25,3.258096538021482,0,1,0,4,5,1,2,1000.0
2,1.0986122886681098,1,2,2,2,2,0,1,260,5.564520407322694,2,1,10,2.3978952727983707,1,1,0,3,0,2,3,156.0
4,1.6094379124341003,1,1,4,4,4,1,2,40,3.713572066704308,1,5,30,3.4339872044851463,1,0,0,2,0,2,1,22.0
5,1.791759469228055,0,2,0,5,5,2,0,320,5.771441123130016,2,5,20,3.044522437723423,1,2,0,6,0,5,3,128.0
5,1.791759469228055,0,2,0,5,5,1,2,580,6.364750756851911,1,6,20,3.044522437723423,1,2,0,6,0,5,3,232.0
6,1.9459101490553132,1,0,1,6,6,1,2,1860,7.528869256642251,0,5,10,2.3978952727983707,1,1,0,3,0,2,2,496.0
2,1.0986122886681098,1,2,2,2,2,7,2,440,6.089044875446846,2,6,22,3.1354942159291497,1,1,2,1,2,2,3,316.8
6,1.9459101490553132,1,0,1,6,6,7,3,2280,7.732369222284388,0,5,18,2.9444389791664403,1,0,3,4,8,6,2,790.4
5,1.791759469228055,0,2,0,5,5,6,3,720,6.580639137284949,0,6,10,2.3978952727983707,1,1,0,3,0,5,3,216.0
6,1.9459101490553132,1,0,1,6,6,3,1,360,5.8888779583328805,0,3,15,2.772588722239781,0,0,0,1,5,3,2,114.0
2,1.0986122886681098,1,2,2,2,2,5,1,340,5.831882477283517,1,4,5,1.791759469228055,0,2,0,5,5,1,2,187.0
5,1.791759469228055,0,2,0,5,5,0,2,340,5.831882477283517,1,4,30,3.4339872044851463,1,0,0,2,0,5,2,170.0
5,1.791759469228055,0,2,0,5,5,2,0,180,5.198497031265826,0,5,5,1.791759469228055,0,2,0,5,5,5,3,45.0
3,1.3862943611198906,0,0,3,3,3,7,2,1560,7.353081920515432,0,6,15,2.772588722239781,0,0,0,1,5,3,3,754.0
6,1.9459101490553132,1,0,1,6,6,2,1,780,6.660575149839686,0,3,30,3.4339872044851463,1,0,0,2,0,6,3,364.0
6,1.9459101490553132,1,0,1,6,6,6,0,1020,6.928537818164665,0,5,30,3.4339872044851463,1,0,0,2,0,6,3,476.0
2,1.0986122886681098,1,2,2,2,2,4,3,100,4.61512051684126,1,2,5,1.791759469228055,0,2,0,5,5,1,2,55.0
6,1.9459101490553132,1,0,1,6,6,4,0,420,6.042632833682381,0,0,18,2.9444389791664403,1,0,3,4,8,6,2,145.6
4,1.6094379124341003,1,1,4,4,4,1,1,700,6.55250788703459,1,0,20,3.044522437723423,1,2,0,6,0,4,3,315.0
6,1.9459101490553132,1,0,1,6,6,1,0,1500,7.313886831633462,0,2,22,3.1354942159291497,1,1,2,1,2,2,1,580.0
3,1.3862943611198906,0,0,3,3,3,0,1,420,6.042632833682381,0,0,20,3.044522437723423,1,2,0,6,0,1,2,224.0
3,1.3862943611198906,0,0,3,3,3,1,1,2220,7.7057128238944275,0,1,22,3.1354942159291497,1,1,2,1,2,1,1,1228.4
6,1.9459101490553132,1,0,1,6,6,0,2,420,6.042632833682381,0,0,5,1.791759469228055,0,2,0,5,5,1,2,91.0
5,1.791759469228055,0,2,0,5,5,5,3,740,6.608000625296087,2,5,22,3.1354942159291497,1,1,2,1,2,1,1,310.8
4,1.6094379124341003,1,1,4,4,4,7,0,340,5.831882477283517,1,4,20,3.044522437723423,1,2,0,6,0,4,3,153.0
5,1.791759469228055,0,2,0,5,5,2,2,240,5.484796933490655,0,2,22,3.1354942159291497,1,1,2,1,2,1,1,100.8
4,1.6094379124341003,1,1,4,4,4,4,3,740,6.608000625296087,2,5,5,1.791759469228055,0,2,0,5,5,1,2,222.0
5,1.791759469228055,0,2,0,5,5,7,2,620,6.431331081933479,2,4,5,1.791759469228055,0,2,0,5,5,5,3,155.0
4,1.6094379124341003,1,1,4,4,4,1,3,300,5.707110264748875,0,6,10,2.3978952727983707,1,1,0,3,0,2,2,105.0
4,1.6094379124341003,1,1,4,4,4,7,3,460,6.133398042996649,1,5,5,1.791759469228055,0,2,0,5,5,1,2,138.0
3,1.3862943611198906,0,0,3,3,3,6,1,1260,7.13966033596492,0,0,22,3.1354942159291497,1,1,2,1,2,1,1,697.2
5,1.791759469228055,0,2,0,5,5,5,3,720,6.580639137284949,0,6,20,3.044522437723423,1,2,0,6,0,5,3,288.0
4,1.6094379124341003,1,1,4,4,4,2,1,780,6.660575149839686,0,3,30,3.4339872044851463,1,0,0,2,0,2,2,429.0
3,1.3862943611198906,0,0,3,3,3,1,0,120,4.795790545596741,0,1,15,2.772588722239781,0,0,0,1,5,3,3,58.0
5,1.791759469228055,0,2,0,5,5,2,1,660,6.493753839851686,0,2,22,3.1354942159291497,1,1,2,1,2,1,2,277.2
2,1.0986122886681098,1,2,2,2,2,1,3,300,5.707110264748875,0,6,20,3.044522437723423,1,2,0,6,0,2,3,210.0
5,1.791759469228055,0,2,0,5,5,1,1,760,6.634633357861686,1,4,20,3.044522437723423,1,2,0,6,0,5,3,304.0
6,1.9459101490553132,1,0,1,6,6,4,2,480,6.175867270105761,0,4,18,2.9444389791664403,1,0,3,4,8,6,2,166.4
6,1.9459101490553132,1,0,1,6,6,6,1,180,5.198497031265826,0,5,18,2.9444389791664403,1,0,3,4,8,6,3,62.4
2,1.0986122886681098,1,2,2,2,2,1,1,360,5.8888779583328805,0,3,25,3.258096538021482,0,1,0,4,5,1,1,270.0
5,1.791759469228055,0,2,0,5,5,1,2,160,5.081404364984463,1,6,15,2.772588722239781,0,0,0,1,5,5,2,56.0
2,1.0986122886681098,1,2,2,2,2,2,3,140,4.948759890378168,2,0,15,2.772588722239781,0,0,0,1,5,1,1,91.0
6,1.9459101490553132,1,0,1,6,6,5,1,1740,7.462214939768189,0,4,5,1.791759469228055,0,2,0,5,5,1,2,377.0
4,1.6094379124341003,1,1,4,4,4,2,2,760,6.634633357861686,1,4,18,2.9444389791664403,1,0,3,4,8,2,1,326.8
3,1.3862943611198906,0,0,3,3,3,5,3,720,6.580639137284949,0,6,20,3.044522437723423,1,2,0,6,0,1,2,384.0
6,1.9459101490553132,1,0,1,6,6,4,0,1800,7.496097345175956,0,1,15,2.772588722239781,0,0,0,1,5,3,2,570.0
4,1.6094379124341003,1,1,4,4,4,2,0,480,6.175867270105761,0,4,22,3.1354942159291497,1,1,2,1,2,2,1,225.6
4,1.6094379124341003,1,1,4,4,4,6,0,520,6.255750041753367,1,2,15,2.772588722239781,0,0,0,1,5,1,1,208.0
3,1.3862943611198906,0,0,3,3,3,4,1,2160,7.6783263565068856,0,4,30,3.4339872044851463,1,0,0,2,0,3,3,1368.0
2,1.0986122886681098,1,2,2,2,2,5,3,180,5.198497031265826,0,5,30,3.4339872044851463,1,0,0,2,0,2,3,144.0
3,1.3862943611198906,0,0,3,3,3,5,0,600,6.398594934535208,0,5,25,3.258096538021482,0,1,0,4,5,1,2,350.0
2,1.0986122886681098,1,2,2,2,2,6,0,40,3.713572066704308,1,5,10,2.3978952727983707,1,1,0,3,0,2,3,24.0
3,1.3862943611198906,0,0,3,3,3,1,3,1740,7.462214939768189,0,4,30,3.4339872044851463,1,0,0,2,0,3,3,1102.0
2,1.0986122886681098,1,2,2,2,2,6,2,300,5.707110264748875,0,6,22,3.1354942159291497,1,1,2,1,2,2,2,216.0
5,1.791759469228055,0,2,0,5,5,1,2,40,3.713572066704308,1,5,30,3.4339872044851463,1,0,0,2,0,5,2,20.0
4,1.6094379124341003,1,1,4,4,4,0,1,80,4.394449154672439,2,3,20,3.044522437723423,1,2,0,6,0,4,3,36.0
5,1.791759469228055,0,2,0,5,5,7,1,780,6.660575149839686,0,3,30,3.4339872044851463,1,0,0,2,0,5,3,390.0
3,1.3862943611198906,0,0,3,3,3,7,2,1680,7.427144133408616,0,0,5,1.791759469228055,0,2,0,5,5,1,2,644.0
6,1.9459101490553132,1,0,1,6,6,5,3,2340,7.75833346749091,0,2,22,3.1354942159291497,1,1,2,1,2,2,1,904.8
5,1.791759469228055,0,2,0,5,5,7,2,80,4.394449154672439,2,3,22,3.1354942159291497,1,1,2,1,2,1,1,33.6
6,1.9459101490553132,1,0,1,6,6,6,3,2220,7.7057128238944275,0,1,30,3.4339872044851463,1,0,0,2,0,6,3,1036.0
6,1.9459101490553132,1,0,1,6,6,6,3,1200,7.0909098220799835,0,3,10,2.3978952727983707,1,1,0,3,0,2,2,320.0
5,1.791759469228055,0,2,0,5,5,2,2,460,6.133398042996649,1,5,25,3.258096538021482,0,1,0,4,5,5,2,207.0
6,1.9459101490553132,1,0,1,6,6,1,3,2280,7.732369222284388,0,5,18,2.9444389791664403,1,0,3,4,8,6,2,790.4
4,1.6094379124341003,1,1,4,4,4,0,1,460,6.133398042996649,1,5,20,3.044522437723423,1,2,0,6,0,4,3,207.0
4,1.6094379124341003,1,1,4,4,4,0,3,320,5.771441123130016,2,5,30,3.4339872044851463,1,0,0,2,0,2,1,176.0
3,1.3862943611198906,0,0,3,3,3,0,0,1620,7.390798521735676,0,3,5,1.791759469228055,0,2,0,5,5,1,2,621.0
4,1.6094379124341003,1,1,4,4,4,4,0,380,5.942799375126701,2,2,15,2.772588722239781,0,0,0,1,5,1,1,152.0
3,1.3862943611198906,0,0,3,3,3,5,0,900,6.803505257608338,0,4,18,2.9444389791664403,1,0,3,4,8,3,3,462.0
2,1.0986122886681098,1,2,2,2,2,2,3,360,5.8888779583328805,0,3,20,3.044522437723423,1,2,0,6,0,2,3,252.0
2,1.0986122886681098,1,2,2,2,2,5,1,340,5.831882477283517,1,4,30,3.4339872044851463,1,0,0,2,0,2,2,272.0
6,1.9459101490553132,1,0,1,6,6,0,0,120,4.795790545596741,0,1,20,3.044522437723423,1,2,0,6,0,2,2,44.0
5,1.791759469228055,0,2,0,5,5,4,1,260,5.564520407322694,2,1,18,2.9444389791664403,1,0,3,4,8,1,1,98.8
2,1.0986122886681098,1,2,2,2,2,2,1,640,6.46302945692067,1,3,10,2.3978952727983707,1,1,0,3,0,2,3,384.0
2,1.0986122886681098,1,2,2,2,2,4,1,480,6.175867270105761,0,4,22,3.1354942159291497,1,1,2,1,2,2,2,345.6
2,1.0986122886681098,1,2,2,2,2,1,0,240,5.484796933490655,0,2,5,1.791759469228055,0,2,0,5,5,1,2,132.0
5,1.791759469228055,0,2,0,5,5,7,2,720,6.580639137284949,0,6,10,2.3978952727983707,1,1,0,3,0,5,3,216.0
5,1.791759469228055,0,2,0,5,5,6,0,100,4.61512051684126,1,2,15,2.772588722239781,0,0,0,1,5,5,2,35.0
6,1.9459101490553132,1,0,1,6,6,2,0,300,5.707110264748875,0,6,10,2.3978952727983707,1,1,0,3,0,2,2,80.0
3,1.3862943611198906,0,0,3,3,3,6,3,600,6.398594934535208,0,5,20,3.044522437723423,1,2,0,6,0,1,2,320.0
5,1.791759469228055,0,2,0,5,5,2,3,740,6.608000625296087,2,5,15,2.772588722239781,0,0,0,1,5,5,2,259.0
2,1.0986122886681098,1,2,2,2,2,7,1,600,6.398594934535208,0,5,20,3.044522437723423,1,2,0,6,0,2,3,420.0
4,1.6094379124341003,1,1,4,4,4,1,0,400,5.993961427306569,1,1,25,3.258096538021482,0,1,0,4,5,1,2,200.0
4,1.6094379124341003,1,1,4,4,4,5,1,700,6.55250788703459,1,0,18,2.9444389791664403,1,0,3,4,8,2,1,301.0
4,1.6094379124341003,1,1,4,4,4,5,2,100,4.61512051684126,1,2,10,2.3978952727983707,1,1,0,3,0,2,2,35.0
6,1.9459101490553132,1,0,1,6,6,1,3,840,6.734591659972948,0,0,30,3.4339872044851463,1,0,0,2,0,6,3,392.0
3,1.3862943611198906,0,0,3,3,3,4,0,720,6.580639137284949,0,6,18,2.9444389791664403,1,0,3,4,8,3,3,369.6
5,1.791759469228055,0,2,0,5,5,5,2,200,5.303304908059076,2,4,25,3.258096538021482,0,1,0,4,5,5,3,90.0
5,1.791759469228055,0,2,0,5,5,2,0,740,6.608000625296087,2,5,25,3.258096538021482,0,1,0,4,5,5,2,333.0
3,1.3862943611198906,0,0,3,3,3,6,1,420,6.042632833682381,0,0,30,3.4339872044851463,1,0,0,2,0,3,3,266.0
6,1.9459101490553132,1,0,1,6,6,6,3,360,5.8888779583328805,0,3,20,3.044522437723423,1,2,0,6,0,2,2,132.0
6,1.9459101490553132,1,0,1,6,6,1,3,2160,7.6783263565068856,0,4,18,2.9444389791664403,1,0,3,4,8,6,3,748.8
3,1.3862943611198906,0,0,3,3,3,0,1,540,6.293419278846481,0,1,30,3.4339872044851463,1,0,0,2,0,3,3,342.0
5,1.791759469228055,0,2,0,5,5,7,1,700,6.55250788703459,1,0,10,2.3978952727983707,1,1,0,3,0,5,3,210.0
6,1.9459101490553132,1,0,1,6,6,3,0,2220,7.7057128238944275,0,1,20,3.044522437723423,1,2,0,6,0,2,2,814.0
5,1.791759469228055,0,2,0,5,5,4,2,600,6.398594934535208,0,5,20,3.044522437723423,1,2,0,6,0,5,3,240.0
6,1.9459101490553132,1,0,1,6,6,1,2,2220,7.7057128238944275,0,1,25,3.258096538021482,0,1,0,4,5,1,1,925.0
5,1.791759469228055,0,2,0,5,5,5,0,140,4.948759890378168,2,0,18,2.9444389791664403,1,0,3,4,8,1,1,53.2
2,1.0986122886681098,1,2,2,2,2,6,2,680,6.523562306149512,2,1,30,3.4339872044851463,1,0,0,2,0,2,2,544.0
6,1.9459101490553132,1,0,1,6,6,7,0,600,6.398594934535208,0,5,18,2.9444389791664403,1,0,3,4,8,6,2,208.0
3,1.3862943611198906,0,0,3,3,3,3,1,1920,7.560601162768557,0,2,22,3.1354942159291497,1,1,2,1,2,1,1,1062.4
2,1.0986122886681098,1,2,2,2,2,3,3,580,6.364750756851911,1,6,15,2.772588722239781,0,0,0,1,5,1,1,377.0
4,1.6094379124341003,1,1,4,4,4,3,0,700,6.55250788703459,1,0,30,3.4339872044851463,1,0,0,2,0,2,1,385.0
4,1.6094379124341003,1,1,4,4,4,2,2,620,6.431331081933479,2,4,20,3.044522437723423,1,2,0,6,0,4,3,279.0
6,1.9459101490553132,1,0,1,6,6,3,0,900,6.803505257608338,0,4,10,2.3978952727983707,1,1,0,3,0,2,2,240.0
4,1.6094379124341003,1,1,4,4,4,6,3,480,6.175867270105761,0,4,30,3.4339872044851463,1,0,0,2,0,2,2,264.0
6,1.9459101490553132,1,0,1,6,6,3,1,960,6.8679744089702925,0,1,18,2.9444389791664403,1,0,3,4,8,6,2,332.8
3,1.3862943611198906,0,0,3,3,3,1,2,1920,7.560601162768557,0,2,15,2.772588722239781,0,0,0,1,5,3,3,928.0
5,1.791759469228055,0,2,0,5,5,7,1,620,6.431331081933479,2,4,22,3.1354942159291497,1,1,2,1,2,1,1,260.4
6,1.9459101490553132,1,0,1,6,6,2,1,1080,6.985641817639208,0,2,22,3.1354942159291497,1,1,2,1,2,2,1,417.6
3,1.3862943611198906,0,0,3,3,3,6,2,300,5.707110264748875,0,6,5,1.791759469228055,0,2,0,5,5,1,2,115.0
3,1.3862943611198906,0,0,3,3,3,1,1,2100,7.650168700845001,0,0,20,3.044522437723423,1,2,0,6,0,1,2,1120.0
5,1.791759469228055,0,2,0,5,5,5,1,40,3.713572066704308,1,5,5,1.791759469228055,0,2,0,5,5,5,3,10.0
