slot_person1,slot_person2,slot_country,slot_years_ago,slot_years_ago_abs_log1p,slot_years_ago_is_even,slot_years_ago_mod3,slot_years_ago_mod5,slot_years_ago_mod7,slot_years_ago_mod10,slot_person2_current_age,slot_person2_current_age_abs_log1p,slot_person2_current_age_is_even,slot_person2_current_age_mod3,slot_person2_current_age_mod5,slot_person2_current_age_mod7,slot_person2_current_age_mod10,slot_ratio_num,slot_ratio_num_abs_log1p,slot_ratio_num_is_even,slot_ratio_num_mod3,slot_ratio_num_mod5,slot_ratio_num_mod7,slot_ratio_num_mod10,slot_ratio_den,slot_ratio_den_abs_log1p,slot_ratio_den_is_even,slot_ratio_den_mod3,slot_ratio_den_mod5,slot_ratio_den_mod7,slot_ratio_den_mod10,slot_pop_scale_k,slot_pop_scale_k_abs_log1p,slot_pop_scale_k_mod3,slot_pop_scale_k_mod7,slot_current_to_past_factor,slot_current_to_past_factor_abs_log1p,slot_current_to_past_factor_is_even,slot_current_to_past_factor_mod3,slot_current_to_past_factor_mod5,slot_current_to_past_factor_mod7,slot_current_to_past_factor_mod10,n_multiple_pairs,y
10,4,4,12,2.5649493574615367,1,0,2,5,2,132,4.890349128221754,1,0,2,6,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6800,8.824824939175638,2,3,6,1.9459101490553132,1,0,1,6,6,9,979200.0
5,9,3,5,1.791759469228055,0,2,0,5,5,145,4.983606621708336,0,1,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3900,8.268988209506656,0,1,2,1.0986122886681098,1,2,2,2,2,7,655200.0
14,4,0,12,2.5649493574615367,1,0,2,5,2,164,5.10594547390058,1,2,4,3,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2100,7.650168700845001,0,0,6,1.9459101490553132,1,0,1,6,6,9,1436400.0
1,6,2,12,2.5649493574615367,1,0,2,5,2,104,4.653960350157523,1,2,4,6,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3800,8.24301946898925,2,6,2,1.0986122886681098,1,2,2,2,2,8,524400.0
8,3,9,3,1.3862943611198906,0,0,3,3,3,51,3.9512437185814275,0,0,1,2,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3700,8.216358332386156,1,4,4,1.6094379124341003,1,1,4,4,4,6,473600.0
11,17,9,7,2.0794415416798357,0,1,2,0,7,106,4.672828834461906,1,1,1,1,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3700,8.216358332386156,1,4,6,1.9459101490553132,1,0,1,6,6,6,732600.0
11,14,5,12,2.5649493574615367,1,0,2,5,2,97,4.584967478670572,0,1,2,6,7,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5500,8.612685172875459,1,5,3,1.3862943611198906,0,0,3,3,3,7,280500.0
16,4,0,7,2.0794415416798357,0,1,2,0,7,152,5.030437921392435,1,2,2,5,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3700,8.216358332386156,1,4,5,1.791759469228055,0,2,0,5,5,8,536500.0
14,9,9,6,1.9459101490553132,1,0,1,6,6,136,4.919980925828125,1,1,1,3,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5900,8.682877107057168,2,6,5,1.791759469228055,0,2,0,5,5,8,767000.0
13,1,5,6,1.9459101490553132,1,0,1,6,6,66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3600,8.188966863648876,0,2,6,1.9459101490553132,1,0,1,6,6,10,777600.0
2,3,0,4,1.6094379124341003,1,1,4,4,4,59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4500,8.412054873292933,0,6,5,1.791759469228055,0,2,0,5,5,5,742500.0
5,6,3,9,2.302585092994046,0,0,4,2,9,139,4.941642422609304,0,1,4,6,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4300,8.366602832783736,1,2,5,1.791759469228055,0,2,0,5,5,4,1677000.0
3,10,9,9,2.302585092994046,0,0,4,2,9,169,5.135798437050262,0,1,4,1,9,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4400,8.38958706681109,2,4,6,1.9459101490553132,1,0,1,6,6,6,844800.0
5,1,3,11,2.4849066497880004,0,2,1,4,1,101,4.624972813284271,0,2,1,3,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4700,8.45553053102413,2,3,4,1.6094379124341003,1,1,4,4,4,7,338400.0
4,17,6,3,1.3862943611198906,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,8000,8.987321812850125,2,6,6,1.9459101490553132,1,0,1,6,6,9,1248000.0
12,3,1,10,2.3978952727983707,1,1,0,3,0,61,4.127134385045092,0,1,1,5,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2000,7.601402334583733,2,5,6,1.9459101490553132,1,0,1,6,6,5,408000.0
0,8,7,9,2.302585092994046,0,0,4,2,9,87,4.477336814478207,0,0,2,3,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5500,8.612685172875459,1,5,3,1.3862943611198906,0,0,3,3,3,6,858000.0
14,11,4,11,2.4849066497880004,0,2,1,4,1,147,4.997212273764115,0,0,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2900,7.972810784121404,2,2,2,1.0986122886681098,1,2,2,2,2,8,197200.0
1,0,6,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2400,7.783640596221253,0,6,6,1.9459101490553132,1,0,1,6,6,13,288000.0
14,4,5,10,2.3978952727983707,1,1,0,3,0,78,4.3694478524670215,1,0,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4600,8.434028950155469,1,1,3,1.3862943611198906,0,0,3,3,3,10,469200.0
3,14,0,8,2.1972245773362196,1,2,3,1,8,76,4.343805421853684,1,1,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3400,8.131824785007195,1,5,6,1.9459101490553132,1,0,1,6,6,10,693600.0
4,8,5,7,2.0794415416798357,0,1,2,0,7,112,4.727387818712341,1,1,2,0,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,7300,8.895766604056085,1,6,6,1.9459101490553132,1,0,1,6,6,7,919800.0
17,17,8,4,1.6094379124341003,1,1,4,4,4,84,4.442651256490317,1,0,4,0,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4100,8.31898612539206,2,5,4,1.6094379124341003,1,1,4,4,4,14,328000.0
10,0,7,8,2.1972245773362196,1,2,3,1,8,125,4.836281906951478,0,2,0,6,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3600,8.188966863648876,0,2,6,1.9459101490553132,1,0,1,6,6,9,842400.0
12,6,5,12,2.5649493574615367,1,0,2,5,2,202,5.313205979041787,1,1,2,6,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,8000,8.987321812850125,2,6,5,1.791759469228055,0,2,0,5,5,4,4560000.0
5,1,3,5,1.791759469228055,0,2,0,5,5,165,5.111987788356544,0,0,0,4,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2500,7.824445930877619,1,1,4,1.6094379124341003,1,1,4,4,4,10,400000.0
8,17,9,5,1.791759469228055,0,2,0,5,5,73,4.30406509320417,0,1,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5600,8.630700432209832,2,0,3,1.3862943611198906,0,0,3,3,3,3,856800.0
9,2,0,11,2.4849066497880004,0,2,1,4,1,135,4.912654885736052,0,0,0,2,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4000,8.294299608857235,1,3,2,1.0986122886681098,1,2,2,2,2,4,744000.0
1,7,2,10,2.3978952727983707,1,1,0,3,0,158,5.0689042022202315,1,2,3,4,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7100,8.867990898182093,2,2,6,1.9459101490553132,1,0,1,6,6,3,4728600.0
10,1,7,4,1.6094379124341003,1,1,4,4,4,204,5.3230099791384085,1,0,4,1,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2900,7.972810784121404,2,2,2,1.0986122886681098,1,2,2,2,2,11,232000.0
17,0,6,3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3000,8.006700845440367,0,4,6,1.9459101490553132,1,0,1,6,6,13,216000.0
13,2,5,3,1.3862943611198906,0,0,3,3,3,68,4.23410650459726,1,2,3,5,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7000,8.853808274977197,1,0,6,1.9459101490553132,1,0,1,6,6,5,1092000.0
6,3,8,7,2.0794415416798357,0,1,2,0,7,97,4.584967478670572,0,1,2,6,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2600,7.8636512654486515,2,3,6,1.9459101490553132,1,0,1,6,6,2,842400.0
8,0,3,11,2.4849066497880004,0,2,1,4,1,111,4.718498871295094,0,0,1,6,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4800,8.476579508530941,0,5,6,1.9459101490553132,1,0,1,6,6,7,720000.0
17,7,6,8,2.1972245773362196,1,2,3,1,8,84,4.442651256490317,1,0,4,0,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,7000,8.853808274977197,1,0,4,1.6094379124341003,1,1,4,4,4,13,532000.0
17,3,8,5,1.791759469228055,0,2,0,5,5,129,4.867534450455582,0,0,4,3,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,7000,8.853808274977197,1,0,5,1.791759469228055,0,2,0,5,5,9,1085000.0
2,10,5,8,2.1972245773362196,1,2,3,1,8,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3400,8.131824785007195,1,5,2,1.0986122886681098,1,2,2,2,2,8,163200.0
15,9,4,6,1.9459101490553132,1,0,1,6,6,162,5.093750200806762,1,0,2,1,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3700,8.216358332386156,1,4,4,1.6094379124341003,1,1,4,4,4,6,1731600.0
17,15,7,5,1.791759469228055,0,2,0,5,5,117,4.770684624465665,0,0,2,5,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6600,8.79497643168877,0,6,6,1.9459101490553132,1,0,1,6,6,6,3326400.0
17,1,5,8,2.1972245773362196,1,2,3,1,8,73,4.30406509320417,0,1,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3100,8.03947991910045,1,6,2,1.0986122886681098,1,2,2,2,2,8,80600.0
1,1,6,7,2.0794415416798357,0,1,2,0,7,52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2800,7.937731775260109,1,0,5,1.791759469228055,0,2,0,5,5,4,420000.0
11,8,0,4,1.6094379124341003,1,1,4,4,4,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2400,7.783640596221253,0,6,3,1.3862943611198906,0,0,3,3,3,8,216000.0
9,1,6,12,2.5649493574615367,1,0,2,5,2,52,3.970291913552122,1,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6200,8.732465848349879,2,5,6,1.9459101490553132,1,0,1,6,6,10,744000.0
3,10,1,3,1.3862943611198906,0,0,3,3,3,203,5.318119993844216,0,2,3,0,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2500,7.824445930877619,1,1,6,1.9459101490553132,1,0,1,6,6,4,1200000.0
9,14,6,8,2.1972245773362196,1,2,3,1,8,125,4.836281906951478,0,2,0,6,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4100,8.31898612539206,2,5,3,1.3862943611198906,0,0,3,3,3,6,479700.0
12,12,5,9,2.302585092994046,0,0,4,2,9,129,4.867534450455582,0,0,4,3,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6700,8.81001204797317,1,1,6,1.9459101490553132,1,0,1,6,6,5,3216000.0
8,5,1,10,2.3978952727983707,1,1,0,3,0,91,4.5217885770490405,0,1,1,0,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3400,8.131824785007195,1,5,3,1.3862943611198906,0,0,3,3,3,7,275400.0
4,9,3,7,2.0794415416798357,0,1,2,0,7,124,4.8283137373023015,1,1,4,5,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7600,8.936035096566041,1,5,4,1.6094379124341003,1,1,4,4,4,5,2371200.0
16,8,7,10,2.3978952727983707,1,1,0,3,0,98,4.59511985013459,1,2,3,0,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2700,7.901377353792616,0,5,2,1.0986122886681098,1,2,2,2,2,7,356400.0
10,2,7,6,1.9459101490553132,1,0,1,6,6,146,4.990432586778736,1,2,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,7900,8.974744612722734,1,4,6,1.9459101490553132,1,0,1,6,6,7,1659000.0
7,3,8,7,2.0794415416798357,0,1,2,0,7,67,4.219507705176107,0,1,2,4,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6200,8.732465848349879,2,5,4,1.6094379124341003,1,1,4,4,4,2,892800.0
16,9,9,7,2.0794415416798357,0,1,2,0,7,121,4.804021044733257,0,1,1,2,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3900,8.268988209506656,0,1,5,1.791759469228055,0,2,0,5,5,3,1482000.0
3,3,3,11,2.4849066497880004,0,2,1,4,1,141,4.955827057601261,0,0,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6900,8.839421607620602,0,5,3,1.3862943611198906,0,0,3,3,3,6,1614600.0
1,10,6,4,1.6094379124341003,1,1,4,4,4,100,4.61512051684126,1,1,0,2,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7800,8.962007209588313,0,2,3,1.3862943611198906,0,0,3,3,3,9,1497600.0
16,8,4,9,2.302585092994046,0,0,4,2,9,90,4.51085950651685,1,0,0,6,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5000,8.517393171418904,2,2,3,1.3862943611198906,0,0,3,3,3,11,405000.0
1,4,9,7,2.0794415416798357,0,1,2,0,7,187,5.236441962829949,0,1,2,5,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,7500,8.922791623969637,0,3,6,1.9459101490553132,1,0,1,6,6,4,4860000.0
8,16,3,9,2.302585092994046,0,0,4,2,9,169,5.135798437050262,0,1,4,1,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3100,8.03947991910045,1,6,4,1.6094379124341003,1,1,4,4,4,4,1488000.0
13,3,7,9,2.302585092994046,0,0,4,2,9,159,5.075173815233827,0,0,4,5,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7700,8.94910546953925,2,0,6,1.9459101490553132,1,0,1,6,6,3,2772000.0
0,10,7,3,1.3862943611198906,0,0,3,3,3,147,4.997212273764115,0,0,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5400,8.594339400592892,0,3,3,1.3862943611198906,0,0,3,3,3,10,1749600.0
0,3,1,9,2.302585092994046,0,0,4,2,9,85,4.454347296253507,0,1,0,1,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6000,8.699681400989514,0,1,2,1.0986122886681098,1,2,2,2,2,8,456000.0
17,10,5,6,1.9459101490553132,1,0,1,6,6,81,4.406719247264253,0,0,1,4,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6800,8.824824939175638,2,3,3,1.3862943611198906,0,0,3,3,3,7,1020000.0
1,4,3,10,2.3978952727983707,1,1,0,3,0,154,5.043425116919247,1,1,4,0,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2100,7.650168700845001,0,0,2,1.0986122886681098,1,2,2,2,2,11,151200.0
11,8,1,4,1.6094379124341003,1,1,4,4,4,99,4.605170185988092,0,0,4,1,9,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2300,7.741099090035366,2,4,4,1.6094379124341003,1,1,4,4,4,9,174800.0
3,16,2,8,2.1972245773362196,1,2,3,1,8,108,4.6913478822291435,1,0,3,3,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,6400,8.764209507142004,1,2,5,1.791759469228055,0,2,0,5,5,7,1280000.0
10,1,5,11,2.4849066497880004,0,2,1,4,1,171,5.147494476813453,0,0,1,3,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7900,8.974744612722734,1,4,4,1.6094379124341003,1,1,4,4,4,4,2022400.0
12,2,1,8,2.1972245773362196,1,2,3,1,8,46,3.8501476017100584,1,1,1,4,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5200,8.556606193773073,1,6,6,1.9459101490553132,1,0,1,6,6,10,592800.0
5,16,6,12,2.5649493574615367,1,0,2,5,2,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4200,8.343077871169383,0,0,2,1.0986122886681098,1,2,2,2,2,14,134400.0
16,14,6,10,2.3978952727983707,1,1,0,3,0,180,5.198497031265826,1,0,0,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2000,7.601402334583733,2,5,6,1.9459101490553132,1,0,1,6,6,8,1224000.0
13,12,1,8,2.1972245773362196,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2300,7.741099090035366,2,4,4,1.6094379124341003,1,1,4,4,4,11,138000.0
9,0,7,12,2.5649493574615367,1,0,2,5,2,202,5.313205979041787,1,1,2,6,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3200,8.071218539969863,2,1,6,1.9459101490553132,1,0,1,6,6,6,1459200.0
1,3,0,10,2.3978952727983707,1,1,0,3,0,66,4.204692619390966,1,0,1,3,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6800,8.824824939175638,2,3,3,1.3862943611198906,0,0,3,3,3,8,285600.0
1,3,0,4,1.6094379124341003,1,1,4,4,4,159,5.075173815233827,0,0,4,5,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4800,8.476579508530941,0,5,6,1.9459101490553132,1,0,1,6,6,6,1785600.0
15,13,8,6,1.9459101490553132,1,0,1,6,6,90,4.51085950651685,1,0,0,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6200,8.732465848349879,2,5,3,1.3862943611198906,0,0,3,3,3,7,1171800.0
12,16,3,11,2.4849066497880004,0,2,1,4,1,67,4.219507705176107,0,1,2,4,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2700,7.901377353792616,0,5,5,1.791759469228055,0,2,0,5,5,7,378000.0
6,16,8,12,2.5649493574615367,1,0,2,5,2,72,4.290459441148391,1,0,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,7200,8.881975184248867,0,4,3,1.3862943611198906,0,0,3,3,3,14,324000.0
4,14,6,4,1.6094379124341003,1,1,4,4,4,61,4.127134385045092,0,1,1,5,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4900,8.497194544909547,1,0,5,1.791759469228055,0,2,0,5,5,7,465500.0
2,12,5,5,1.791759469228055,0,2,0,5,5,122,4.812184355372417,1,2,2,3,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2300,7.741099090035366,2,4,6,1.9459101490553132,1,0,1,6,6,7,538200.0
0,12,3,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3900,8.268988209506656,0,1,4,1.6094379124341003,1,1,4,4,4,14,499200.0
9,12,2,5,1.791759469228055,0,2,0,5,5,93,4.543294782270004,0,0,3,2,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5400,8.594339400592892,0,3,6,1.9459101490553132,1,0,1,6,6,8,712800.0
9,1,0,3,1.3862943611198906,0,0,3,3,3,163,5.099866427824199,0,1,3,2,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5400,8.594339400592892,0,3,4,1.6094379124341003,1,1,4,4,4,5,1382400.0
12,17,5,12,2.5649493574615367,1,0,2,5,2,162,5.093750200806762,1,0,2,1,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2000,7.601402334583733,2,5,2,1.0986122886681098,1,2,2,2,2,6,360000.0
2,8,5,10,2.3978952727983707,1,1,0,3,0,130,4.875197323201151,1,1,0,4,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2300,7.741099090035366,2,4,4,1.6094379124341003,1,1,4,4,4,5,828000.0
2,6,8,3,1.3862943611198906,0,0,3,3,3,107,4.68213122712422,0,2,2,2,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2500,7.824445930877619,1,1,6,1.9459101490553132,1,0,1,6,6,7,390000.0
10,4,2,8,2.1972245773362196,1,2,3,1,8,104,4.653960350157523,1,2,4,6,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3200,8.071218539969863,2,1,3,1.3862943611198906,0,0,3,3,3,6,614400.0
2,12,9,10,2.3978952727983707,1,1,0,3,0,158,5.0689042022202315,1,2,3,4,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3100,8.03947991910045,1,6,3,1.3862943611198906,0,0,3,3,3,7,344100.0
16,14,0,6,1.9459101490553132,1,0,1,6,6,176,5.176149732573829,1,2,1,1,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5300,8.575650760987806,2,1,3,1.3862943611198906,0,0,3,3,3,4,1621800.0
15,1,8,11,2.4849066497880004,0,2,1,4,1,49,3.912023005428146,0,1,4,0,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4600,8.434028950155469,1,1,6,1.9459101490553132,1,0,1,6,6,7,524400.0
2,16,6,3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,0,6,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,7900,8.974744612722734,1,4,3,1.3862943611198906,0,0,3,3,3,7,308100.0
3,15,9,6,1.9459101490553132,1,0,1,6,6,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3200,8.071218539969863,2,1,2,1.0986122886681098,1,2,2,2,2,7,166400.0
2,2,0,7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6300,8.748463629942055,0,0,2,1.0986122886681098,1,2,2,2,2,11,176400.0
11,17,6,9,2.302585092994046,0,0,4,2,9,77,4.356708826689592,0,2,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6700,8.81001204797317,1,1,2,1.0986122886681098,1,2,2,2,2,4,683400.0
15,13,9,11,2.4849066497880004,0,2,1,4,1,106,4.672828834461906,1,1,1,1,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7800,8.962007209588313,0,2,5,1.791759469228055,0,2,0,5,5,5,1482000.0
3,6,2,7,2.0794415416798357,0,1,2,0,7,99,4.605170185988092,0,0,4,1,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6900,8.839421607620602,0,5,6,1.9459101490553132,1,0,1,6,6,5,2856600.0
17,1,0,12,2.5649493574615367,1,0,2,5,2,122,4.812184355372417,1,2,2,3,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5000,8.517393171418904,2,2,5,1.791759469228055,0,2,0,5,5,4,1650000.0
3,17,9,7,2.0794415416798357,0,1,2,0,7,147,4.997212273764115,0,0,2,0,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,7800,8.962007209588313,0,2,2,1.0986122886681098,1,2,2,2,2,5,1310400.0
7,14,5,4,1.6094379124341003,1,1,4,4,4,132,4.890349128221754,1,0,2,6,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6500,8.77971129020447,2,4,5,1.791759469228055,0,2,0,5,5,11,1040000.0
6,2,1,3,1.3862943611198906,0,0,3,3,3,73,4.30406509320417,0,1,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5300,8.575650760987806,2,1,4,1.6094379124341003,1,1,4,4,4,7,296800.0
0,7,8,5,1.791759469228055,0,2,0,5,5,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7600,8.936035096566041,1,5,4,1.6094379124341003,1,1,4,4,4,9,729600.0
16,8,1,4,1.6094379124341003,1,1,4,4,4,144,4.976733742420574,1,0,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2900,7.972810784121404,2,2,2,1.0986122886681098,1,2,2,2,2,10,324800.0
5,7,0,5,1.791759469228055,0,2,0,5,5,113,4.736198448394496,0,2,3,1,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4900,8.497194544909547,1,0,5,1.791759469228055,0,2,0,5,5,9,661500.0
9,14,7,12,2.5649493574615367,1,0,2,5,2,177,5.181783550292085,0,0,2,2,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3900,8.268988209506656,0,1,4,1.6094379124341003,1,1,4,4,4,7,1544400.0
