slot_first_item,slot_second_item,slot_third_item,slot_fourth_item,slot_place,slot_base_weight,slot_base_weight_abs_log1p,slot_base_weight_is_even,slot_base_weight_mod3,slot_base_weight_mod5,slot_base_weight_mod7,slot_base_weight_mod10,slot_m1,slot_m1_abs_log1p,slot_m1_is_even,slot_m1_mod3,slot_m1_mod5,slot_m1_mod7,slot_m1_mod10,slot_frac_num,slot_frac_num_abs_log1p,slot_frac_num_is_even,slot_frac_num_mod3,slot_frac_num_mod5,slot_frac_num_mod7,slot_frac_num_mod10,slot_frac_den,slot_frac_den_abs_log1p,slot_frac_den_is_even,slot_frac_den_mod3,slot_frac_den_mod5,slot_frac_den_mod7,slot_frac_den_mod10,slot_m3,slot_m3_abs_log1p,slot_m3_is_even,slot_m3_mod3,slot_m3_mod5,slot_m3_mod7,slot_m3_mod10,slot_unit,gcd_all,n_multiple_pairs,y
3,3,1,5,1,242,5.493061443340548,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,34,3.5553480614894135,1,1,4,6,4,1,1,3,7480.0
2,6,0,6,3,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,37,3.6375861597263857,0,1,2,2,7,2,1,3,1110.0
6,1,2,1,2,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,1,1,2,4950.0
4,6,0,4,3,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,1,1,4,950.0
1,4,3,0,5,16,2.833213344056216,1,1,1,2,6,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,0,1,2,1620.0
5,5,3,2,0,90,4.51085950651685,1,0,0,6,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,2,1,3,3990.0
3,0,6,2,4,198,5.293304824724492,1,0,3,2,8,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,35,3.58351893845611,0,2,0,0,5,2,1,2,40320.0
2,4,4,5,0,203,5.318119993844216,0,2,3,0,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,3,1,1,3480.0
1,0,6,6,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,35,3.58351893845611,0,2,0,0,5,1,1,6,140.0
2,3,6,3,3,85,4.454347296253507,0,1,0,1,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,51,3.9512437185814275,0,0,1,2,1,2,1,2,3468.0
0,0,3,3,6,105,4.663439094112067,0,0,0,0,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,0,1,5,6720.0
3,3,1,2,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,0,1,9,18.0
4,2,5,4,0,87,4.477336814478207,0,0,2,3,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,43,3.784189633918261,0,1,3,1,3,2,1,3,2494.0
1,2,6,6,2,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,3,1,5,110.0
5,1,3,2,2,77,4.356708826689592,0,2,2,0,7,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,3,1,3,2548.0
1,4,6,1,0,161,5.087596335232384,0,2,1,0,1,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,13,2.6390573296152584,0,1,3,6,3,1,1,3,10465.0
1,5,2,5,6,182,5.209486152841421,1,2,2,0,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,1,1,3,18200.0
4,3,5,3,4,14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,59,4.0943445622221,0,2,4,3,9,2,1,6,3304.0
1,5,2,6,5,87,4.477336814478207,0,0,2,3,7,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,51,3.9512437185814275,0,0,1,2,1,1,1,3,26622.0
5,6,6,1,3,210,5.351858133476067,1,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,3,1,3,4536.0
0,1,5,3,1,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,1,5,216.0
6,6,6,4,6,231,5.44673737166631,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,1,1,7,1848.0
1,0,0,6,3,80,4.394449154672439,1,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,2,1,5,336.0
6,1,2,6,3,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,2,1,2,1680.0
2,4,3,0,5,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,54,4.007333185232471,1,0,4,5,4,1,1,6,1512.0
1,5,0,4,1,145,4.983606621708336,0,1,0,5,5,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,54,4.007333185232471,1,0,4,5,4,1,1,1,18792.0
6,5,6,3,6,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,1,2,468.0
1,0,3,2,6,48,3.8918202981106265,1,0,3,6,8,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,3,0,8,0,1,4,6048.0
4,0,6,4,1,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,3,1,4,4080.0
3,5,2,6,3,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1,5,138.0
5,0,6,4,5,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,46,3.8501476017100584,1,1,1,4,6,1,1,5,552.0
5,5,1,5,6,132,4.890349128221754,1,0,2,6,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,35,3.58351893845611,0,2,0,0,5,1,1,5,6160.0
1,2,1,2,4,95,4.564348191467836,0,2,0,4,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,57,4.060443010546419,0,0,2,1,7,1,1,4,9747.0
2,2,1,2,0,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,0,1,5,660.0
3,3,0,6,5,286,5.659482215759621,1,1,1,6,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,45,3.828641396489095,0,0,0,3,5,0,1,4,29250.0
3,4,6,1,1,14,2.70805020110221,1,2,4,0,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,0,1,3,1296.0
4,1,6,4,0,39,3.6888794541139363,0,0,4,4,9,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,34,3.5553480614894135,1,1,4,6,4,0,1,5,3094.0
4,5,2,4,1,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,2,1,8,432.0
0,6,0,4,0,253,5.537334267018537,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,47,3.871201010907891,0,2,2,5,7,2,1,2,29187.0
6,0,5,6,6,54,4.007333185232471,1,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,53,3.9889840465642745,0,2,3,4,3,2,1,6,2862.0
5,0,3,6,3,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,2,1,4,1840.0
1,2,5,2,0,77,4.356708826689592,0,2,2,0,7,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,48,3.8918202981106265,1,0,3,6,8,3,1,3,8064.0
5,6,1,3,6,91,4.5217885770490405,0,1,1,0,1,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,18,2.9444389791664403,1,0,3,4,8,0,1,3,8190.0
4,2,1,0,3,115,4.7535901911063645,0,1,0,3,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,2,1,1,552.0
3,0,3,1,4,72,4.290459441148391,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,0,1,7,720.0
2,4,6,2,6,87,4.477336814478207,0,0,2,3,7,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,59,4.0943445622221,0,2,4,3,9,3,1,5,11977.0
6,2,4,3,1,182,5.209486152841421,1,2,2,0,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,52,3.970291913552122,1,1,2,3,2,2,1,5,10816.0
3,0,3,2,2,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,1,2,7,1920.0
0,3,4,0,0,108,4.6913478822291435,1,0,3,3,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,56,4.04305126783455,1,2,1,0,6,0,1,9,6048.0
5,0,2,2,5,120,4.795790545596741,1,0,0,1,0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,54,4.007333185232471,1,0,4,5,4,1,1,6,4860.0
5,0,1,3,0,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,2,1,4,1288.0
0,6,4,1,2,112,4.727387818712341,1,1,2,0,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,1,1,4,4200.0
6,5,6,3,1,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,3,1,5,3780.0
3,3,1,1,2,78,4.3694478524670215,1,0,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,3,1,5,6734.0
3,1,2,5,3,150,5.017279836814924,1,0,0,3,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,3,1,7,1950.0
0,3,6,5,0,58,4.07753744390572,1,1,3,2,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,39,3.6888794541139363,0,0,4,4,9,1,1,7,2262.0
6,0,5,0,5,96,4.574710978503383,1,0,1,5,6,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,0,1,3,2040.0
2,2,5,6,6,275,5.62040086571715,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,1,1,3,7500.0
3,2,3,3,6,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,2,1,4,1836.0
3,1,0,6,2,99,4.605170185988092,0,0,4,1,9,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,23,3.1780538303479458,0,2,3,2,3,0,1,2,4048.0
4,5,0,3,6,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,0,1,3,306.0
4,2,5,0,5,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,3,1,4,3600.0
1,4,2,2,5,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,1,1,3,2100.0
5,5,1,4,5,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,59,4.0943445622221,0,2,4,3,9,1,1,5,7965.0
1,4,1,2,0,45,3.828641396489095,0,0,0,3,5,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,26,3.295836866004329,1,2,1,5,6,1,1,1,3120.0
0,0,1,4,1,136,4.919980925828125,1,1,1,3,6,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,56,4.04305126783455,1,2,1,0,6,3,1,5,38080.0
1,1,4,0,5,39,3.6888794541139363,0,0,4,4,9,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,32,3.4965075614664802,1,2,2,4,2,0,1,6,3328.0
5,6,2,5,0,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,1,1,6,300.0
6,4,6,6,6,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,0,1,7,4884.0
0,6,0,1,5,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,26,3.295836866004329,1,2,1,5,6,1,1,6,858.0
3,0,0,1,3,88,4.48863636973214,1,1,3,4,8,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,35,3.58351893845611,0,2,0,0,5,3,1,2,17640.0
5,3,5,4,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,29,3.4011973816621555,0,2,4,1,9,3,1,7,116.0
2,1,1,4,5,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,60,4.110873864173311,1,0,0,4,0,2,1,5,16800.0
4,5,6,4,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,41,3.7376696182833684,0,2,1,6,1,0,1,7,328.0
6,3,6,1,0,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,56,4.04305126783455,1,2,1,0,6,3,1,2,15120.0
6,5,0,2,0,87,4.477336814478207,0,0,2,3,7,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,1,1,3,1914.0
5,4,2,0,2,42,3.7612001156935624,1,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,54,4.007333185232471,1,0,4,5,4,1,2,5,9072.0
1,2,1,6,3,196,5.2832037287379885,1,1,1,0,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,60,4.110873864173311,1,0,0,4,0,2,1,6,13440.0
3,6,4,2,6,264,5.579729825986222,1,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,38,3.6635616461296463,1,2,3,3,8,2,1,3,43776.0
0,3,0,3,2,32,3.4965075614664802,1,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,0,1,5,624.0
4,5,4,0,2,216,5.37989735354046,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,55,4.02535169073515,0,1,0,6,5,3,1,4,21120.0
1,2,1,4,3,140,4.948759890378168,1,2,0,0,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,2,1,4,2016.0
1,3,2,3,1,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,0,1,4,252.0
1,5,1,0,1,33,3.5263605246161616,0,0,3,5,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,0,1,5,132.0
6,6,0,4,5,168,5.1298987149230735,1,0,3,0,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,29,3.4011973816621555,0,2,4,1,9,3,1,5,3480.0
5,5,2,1,3,100,4.61512051684126,1,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,1,1,7,2600.0
6,0,5,1,4,198,5.293304824724492,1,0,3,2,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,0,1,0,2,1,4,27500.0
5,6,5,4,4,75,4.330733340286331,0,0,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,33,3.5263605246161616,0,0,3,5,3,2,1,6,6600.0
2,0,1,0,4,72,4.290459441148391,1,0,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,0,4,0,2,2,9,2880.0
1,0,4,3,3,154,5.043425116919247,1,1,4,0,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,33,3.5263605246161616,0,0,3,5,3,0,1,4,10164.0
2,2,4,3,2,140,4.948759890378168,1,2,0,0,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,29,3.4011973816621555,0,2,4,1,9,0,1,2,4872.0
2,1,2,1,4,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,0,1,2,336.0
2,3,3,6,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,1,1,7,184.0
4,0,5,5,6,130,4.875197323201151,1,1,0,4,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,2,1,5,546.0
1,5,6,4,5,100,4.61512051684126,1,1,0,2,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,46,3.8501476017100584,1,1,1,4,6,2,1,2,25760.0
2,2,1,6,4,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,0,1,9,648.0
0,1,1,6,6,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,45,3.828641396489095,0,0,0,3,5,3,1,4,5400.0
3,6,2,6,2,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,23,3.1780538303479458,0,2,3,2,3,2,1,1,1104.0
0,1,5,6,4,33,3.5263605246161616,0,0,3,5,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,38,3.6635616461296463,1,2,3,3,8,0,1,2,1368.0
2,4,4,3,6,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,42,3.7612001156935624,1,0,2,0,2,3,1,3,5040.0
1,2,2,1,4,98,4.59511985013459,1,2,3,0,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,0,1,2,1344.0
2,4,4,1,1,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,36,3.6109179126442243,1,0,1,1,6,0,2,7,1296.0
2,6,5,0,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,56,4.04305126783455,1,2,1,0,6,1,1,7,392.0
3,1,4,3,6,96,4.574710978503383,1,0,1,5,6,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1,3,1440.0
6,0,6,3,3,308,5.733341276897746,1,2,3,0,8,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,3,1,2,8820.0
5,6,5,2,2,176,5.176149732573829,1,2,1,1,6,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,3,1,5,4312.0
6,3,3,3,5,182,5.209486152841421,1,2,2,0,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,53,3.9889840465642745,0,2,3,4,3,3,1,3,11024.0
6,6,3,6,2,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,0,1,1,1092.0
6,3,3,4,2,63,4.1588830833596715,0,0,3,0,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,34,3.5553480614894135,1,1,4,6,4,2,1,3,4998.0
