slot_person_a,slot_person_b,slot_person_c,slot_item,slot_product2,slot_product3_singular,slot_product3_plural,slot_a,slot_a_abs_log1p,slot_a_is_even,slot_a_mod3,slot_a_mod5,slot_a_mod7,slot_a_mod10,slot_m,slot_m_abs_log1p,slot_m_is_even,slot_m_mod3,slot_m_mod5,slot_m_mod7,slot_m_mod10,slot_p,slot_p_abs_log1p,slot_p_is_even,slot_p_mod3,slot_p_mod5,slot_p_mod7,slot_p_mod10,slot_r,slot_r_abs_log1p,slot_r_is_even,slot_r_mod3,slot_r_mod5,slot_r_mod7,slot_r_mod10,gcd_all,n_multiple_pairs,y
6,1,6,4,2,2,2,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,1,0,186.0
8,0,9,1,0,0,0,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,3,168.0
8,5,2,4,0,3,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,1,1,96.0
2,9,9,0,1,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,1,72.0
2,9,4,3,0,1,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,1,4,28.0
7,8,3,1,1,2,2,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,3,2,195.0
0,5,8,0,2,3,3,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,1,109.0
3,1,0,3,0,3,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,1,1,106.0
0,7,1,4,1,1,1,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,1,2,128.0
6,2,8,2,0,1,1,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,1,1,169.0
0,9,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,1,133.0
6,8,4,0,0,3,3,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,1,1,108.0
5,2,1,3,0,3,3,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,3,90.0
4,3,3,1,0,1,1,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,0,96.0
0,9,8,4,1,4,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,3,40.0
3,0,4,3,1,1,1,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,1,1,222.0
6,4,1,3,2,3,3,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,1,0,165.0
0,3,1,1,0,1,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,2,4,168.0
6,6,6,3,0,0,0,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,2,129.0
0,2,8,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,17,2.8903717578961645,0,2,2,3,7,1,3,41.0
9,5,1,3,2,4,4,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,1,87.0
5,0,7,1,1,1,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,3,112.0
5,9,8,1,0,4,4,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,1,2,188.0
2,8,5,3,1,1,1,14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,4,118.0
0,4,9,0,0,2,2,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,1,126.0
5,6,5,3,1,4,4,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,18,2.9444389791664403,1,0,3,4,8,1,1,238.0
9,3,9,0,2,3,3,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,2,139.0
3,7,2,3,0,1,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,1,2,120.0
6,6,5,1,2,4,4,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,1,5,84.0
9,0,6,3,2,4,4,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,2,106.0
7,5,9,4,0,4,4,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,1,1,207.0
4,6,4,3,1,4,4,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,1,1,188.0
3,9,5,0,0,3,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,2,114.0
2,9,2,0,0,4,4,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,18,2.9444389791664403,1,0,3,4,8,1,4,74.0
1,0,2,4,0,0,0,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,1,1,120.0
6,1,3,2,1,4,4,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,1,1,182.0
1,4,6,3,2,4,4,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,1,1,184.0
0,9,2,4,2,3,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,2,4,132.0
9,2,0,3,2,1,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,1,94.0
9,3,2,0,1,3,3,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,1,1,204.0
5,6,4,0,2,0,0,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,1,144.0
8,7,3,2,0,1,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,18,2.9444389791664403,1,0,3,4,8,1,6,42.0
4,9,1,4,0,4,4,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,1,1,112.0
9,8,6,3,2,3,3,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,2,3,180.0
9,4,0,4,0,1,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,2,109.0
4,0,9,2,0,1,1,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,1,176.0
7,8,8,0,0,4,4,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,3,100.0
7,2,8,3,0,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,1,3,90.0
6,3,1,0,2,0,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,1,26.0
7,4,3,4,0,4,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,1,1,164.0
6,1,3,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,2,86.0
0,4,4,2,0,3,3,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,0,162.0
8,0,7,0,2,3,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,1,0,66.0
1,8,8,3,2,0,0,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,1,2,160.0
6,8,5,4,1,1,1,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,1,2,163.0
3,5,7,1,1,3,3,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,3,90.0
9,6,6,1,2,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,0,56.0
2,3,2,2,1,3,3,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,5,68.0
3,6,8,4,1,4,4,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,1,3,126.0
5,2,5,1,0,4,4,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,0,174.0
9,5,4,0,2,0,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,116.0
3,0,2,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,2,51.0
1,5,0,2,1,3,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,1,69.0
6,6,7,2,1,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,1,2,63.0
0,0,2,2,0,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,1,1,33.0
8,7,2,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,1,1,64.0
8,6,6,1,1,2,2,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,2,109.0
2,5,4,1,1,3,3,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,1,133.0
8,3,0,1,1,4,4,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,2,184.0
6,4,3,0,2,1,1,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,1,0,262.0
9,2,1,4,1,1,1,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,4,40.0
4,1,7,0,1,4,4,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,0,192.0
4,3,1,3,0,3,3,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,2,3,150.0
4,0,8,2,2,1,1,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,1,1,130.0
6,7,5,0,0,2,2,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,3,100.0
5,1,2,0,2,4,4,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,2,5,104.0
0,3,6,3,1,3,3,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,14,2.70805020110221,1,2,4,0,4,1,5,74.0
4,7,5,4,0,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,1,2,78.0
4,9,0,3,1,1,1,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,1,113.0
4,1,4,0,0,0,0,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,1,2,136.0
7,7,7,4,1,0,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,1,1,210.0
3,9,5,0,0,0,0,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,1,1,100.0
9,5,1,3,2,0,0,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,3,100.0
2,4,8,3,0,0,0,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,1,0,217.0
7,4,9,3,1,3,3,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,0,240.0
8,5,3,0,2,1,1,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,1,3,160.0
0,0,5,3,0,0,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,1,47.0
7,5,9,2,2,4,4,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,4,54.0
7,9,0,1,2,4,4,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,1,1,236.0
6,3,6,1,2,3,3,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,2,152.0
9,6,3,1,1,0,0,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,122.0
1,5,4,3,0,3,3,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,1,81.0
5,5,9,2,0,0,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,2,1,96.0
5,7,3,3,1,1,1,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,2,60.0
5,4,8,3,0,1,1,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,2,4,0,4,1,2,224.0
4,5,6,3,0,2,2,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,1,89.0
9,0,8,1,2,4,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,1,1,95.0
4,5,4,1,0,0,0,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,1,2,119.0
6,7,9,1,2,2,2,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,1,1,143.0
2,7,7,0,0,2,2,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,17,2.8903717578961645,0,2,2,3,7,1,4,102.0
1,8,8,1,0,0,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,122.0
0,5,1,2,2,1,1,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,0,202.0
1,4,7,4,0,2,2,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,4,85.0
5,4,5,1,0,3,3,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,1,0,262.0
1,7,6,4,0,2,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,17,2.8903717578961645,0,2,2,3,7,1,1,135.0
1,7,1,3,0,2,2,14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,2,162.0
6,4,0,3,0,3,3,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,1,1,73.0
7,7,7,1,0,2,2,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,2,55.0
8,3,1,2,1,0,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,5,76.0
2,8,9,4,2,2,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,1,83.0
6,6,4,1,2,0,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,1,1,153.0
3,8,5,4,2,1,1,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,1,1,156.0
5,3,1,4,1,3,3,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,1,62.0
8,8,5,4,0,3,3,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,1,129.0
2,2,1,1,1,2,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,4,41.0
5,7,7,0,1,3,3,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0,158.0
7,8,5,3,2,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,1,53.0
0,5,2,3,2,4,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,2,4,0,4,1,4,114.0
2,6,4,0,0,4,4,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,1,1,145.0
9,9,8,4,1,3,3,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,2,50.0
1,9,3,3,0,0,0,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,1,123.0
0,6,7,0,1,0,0,16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,0,6,0,1,3,148.0
5,9,3,4,0,0,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,1,115.0
8,8,5,2,1,1,1,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,2,155.0
3,3,2,2,1,1,1,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,1,2,170.0
9,0,7,0,0,1,1,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,110.0
4,2,9,2,2,1,1,14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,1,1,197.0
3,0,0,0,2,4,4,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,13,2.6390573296152584,0,1,3,6,3,1,3,173.0
8,9,2,4,2,0,0,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,1,1,208.0
5,3,1,4,1,1,1,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,1,2,119.0
