slot_person1,slot_person2,slot_factor,slot_factor_abs_log1p,slot_factor_is_even,slot_factor_mod3,slot_factor_mod5,slot_factor_mod7,slot_factor_mod10,slot_total,slot_total_abs_log1p,slot_total_is_even,slot_total_mod3,slot_total_mod5,slot_total_mod7,slot_total_mod10,slot_item,gcd_all,n_multiple_pairs,y
18,19,2,1.0986122886681098,1,2,2,2,2,354,5.872117789475416,1,0,4,4,4,11,2,1,118.0
17,11,2,1.0986122886681098,1,2,2,2,2,24570,10.1093221647277,1,0,0,0,0,3,2,1,8190.0
17,8,7,2.0794415416798357,0,1,2,0,7,3328000,15.017882381403961,1,1,0,4,0,5,1,0,416000.0
14,11,4,1.6094379124341003,1,1,4,4,4,3110,8.042699496897637,1,2,0,2,0,3,2,0,622.0
6,9,4,1.6094379124341003,1,1,4,4,4,11450,9.34583234141334,1,2,0,5,0,7,2,0,2290.0
16,17,10,2.3978952727983707,1,1,0,3,0,64020000,17.97470610812611,1,0,0,2,0,7,10,1,5820000.0
18,11,11,2.4849066497880004,0,2,1,4,1,681600,13.432199721632317,1,0,0,3,0,13,1,0,56800.0
2,13,4,1.6094379124341003,1,1,4,4,4,44800000,17.61771871970664,1,1,0,0,0,0,4,1,8960000.0
13,3,10,2.3978952727983707,1,1,0,3,0,2596,7.862112211662748,1,1,1,6,6,9,2,0,236.0
5,4,11,2.4849066497880004,0,2,1,4,1,8004000,15.895452099623284,1,0,0,4,0,10,1,0,667000.0
19,17,7,2.0794415416798357,0,1,2,0,7,3992,8.292298107063221,1,2,2,2,2,1,1,0,499.0
4,3,3,1.3862943611198906,0,0,3,3,3,64000,11.06665398721974,1,1,0,6,0,8,1,0,16000.0
10,0,5,1.791759469228055,0,2,0,5,5,520200,13.161970554332402,1,0,0,2,0,2,5,1,86700.0
1,8,8,2.1972245773362196,1,2,3,1,8,1440,7.273092595999522,1,0,0,5,0,7,8,1,160.0
8,18,9,2.302585092994046,0,0,4,2,9,34100000,17.344807971579257,1,2,0,4,0,3,1,0,3410000.0
18,11,2,1.0986122886681098,1,2,2,2,2,1665000,14.325336281997101,1,0,0,1,0,8,2,1,555000.0
16,9,6,1.9459101490553132,1,0,1,6,6,4998,8.51699317141357,1,0,3,0,8,12,6,1,714.0
4,13,7,2.0794415416798357,0,1,2,0,7,34000,10.434145214930487,1,1,0,1,0,14,1,0,4250.0
15,8,6,1.9459101490553132,1,0,1,6,6,6041,8.706490361946617,0,2,1,0,1,2,1,0,863.0
4,7,7,2.0794415416798357,0,1,2,0,7,14080,9.552581649917311,1,1,0,3,0,1,1,0,1760.0
11,16,4,1.6094379124341003,1,1,4,4,4,20000000,16.811242881518265,1,2,0,6,0,13,4,1,4000000.0
13,1,4,1.6094379124341003,1,1,4,4,4,3660,8.205491613120236,1,0,0,6,0,12,4,1,732.0
14,17,12,2.5649493574615367,1,0,2,5,2,837200,13.637819464010985,1,2,0,0,0,4,4,0,64400.0
10,5,8,2.1972245773362196,1,2,3,1,8,6345000,15.663177816735026,1,0,0,4,0,3,8,1,705000.0
5,5,9,2.302585092994046,0,0,4,2,9,40600000,17.5192786492025,1,1,0,0,0,4,1,0,4060000.0
0,11,8,2.1972245773362196,1,2,3,1,8,9630000,16.080393887616463,1,0,0,2,0,0,8,1,1070000.0
1,9,12,2.5649493574615367,1,0,2,5,2,9490,9.158099260130491,1,1,0,5,0,8,2,0,730.0
19,6,2,1.0986122886681098,1,2,2,2,2,2685000,14.803191658364511,1,0,0,3,0,2,2,1,895000.0
13,14,3,1.3862943611198906,0,0,3,3,3,30280,10.318275732105144,1,1,0,5,0,14,1,0,7570.0
2,1,3,1.3862943611198906,0,0,3,3,3,2100,7.650168700845001,1,0,0,0,0,8,3,1,525.0
17,10,5,1.791759469228055,0,2,0,5,5,1152,7.050122520269059,1,0,2,4,2,6,1,0,192.0
11,18,11,2.4849066497880004,0,2,1,4,1,36600000,17.415558825694,1,0,0,3,0,1,1,0,3050000.0
7,4,3,1.3862943611198906,0,0,3,3,3,29920000,17.21403774449301,1,1,0,5,0,15,1,0,7480000.0
19,3,8,2.1972245773362196,1,2,3,1,8,513900,13.1497859188823,1,0,0,2,0,4,4,0,57100.0
11,8,12,2.5649493574615367,1,0,2,5,2,6682,8.80732226751107,1,1,2,4,2,4,2,0,514.0
18,12,6,1.9459101490553132,1,0,1,6,6,502600,13.12755189374345,1,1,0,0,0,5,2,0,71800.0
10,4,6,1.9459101490553132,1,0,1,6,6,6118000,15.62674596714508,1,1,0,0,0,7,2,0,874000.0
5,7,8,2.1972245773362196,1,2,3,1,8,2151,7.674152921281675,0,0,1,2,1,13,1,0,239.0
2,10,9,2.302585092994046,0,0,4,2,9,3880000,15.171345969331382,1,1,0,5,0,1,1,0,388000.0
9,11,2,1.0986122886681098,1,2,2,2,2,1305000,14.081714365022162,1,0,0,4,0,9,2,1,435000.0
7,10,8,2.1972245773362196,1,2,3,1,8,1593000,14.28113021663838,1,0,0,3,0,9,8,1,177000.0
1,0,11,2.4849066497880004,0,2,1,4,1,568800,13.251285915556824,1,0,0,1,0,7,1,0,47400.0
4,13,6,1.9459101490553132,1,0,1,6,6,3493000,15.066271810075788,1,1,0,0,0,14,2,0,499000.0
8,17,11,2.4849066497880004,0,2,1,4,1,74280,11.215610477950067,1,0,0,3,0,9,1,0,6190.0
4,14,2,1.0986122886681098,1,2,2,2,2,208500,12.24769911637256,1,0,0,5,0,8,2,1,69500.0
7,19,6,1.9459101490553132,1,0,1,6,6,3717,8.220941168281389,0,0,2,0,7,1,3,0,531.0
12,8,6,1.9459101490553132,1,0,1,6,6,26740000,17.101671167035228,1,1,0,0,0,4,2,0,3820000.0
8,6,3,1.3862943611198906,0,0,3,3,3,2284,7.734121303328305,1,1,4,2,4,4,1,0,571.0
4,18,11,2.4849066497880004,0,2,1,4,1,3216000,14.98364922022622,1,0,0,4,0,7,1,0,268000.0
11,1,10,2.3978952727983707,1,1,0,3,0,5929,8.68777949199177,0,1,4,0,9,2,1,0,539.0
13,14,3,1.3862943611198906,0,0,3,3,3,1120,7.02197642307216,1,1,0,0,0,9,1,0,280.0
8,1,10,2.3978952727983707,1,1,0,3,0,579700,13.270267732356524,1,1,0,2,0,0,10,1,52700.0
3,0,4,1.6094379124341003,1,1,4,4,4,11050,9.310276200588783,1,1,0,4,0,12,2,0,2210.0
3,5,7,2.0794415416798357,0,1,2,0,7,3144,8.05356916913454,1,0,4,1,4,3,1,0,393.0
16,5,12,2.5649493574615367,1,0,2,5,2,7969,8.98343977178426,0,1,4,3,9,12,1,0,613.0
11,6,4,1.6094379124341003,1,1,4,4,4,2100000,14.557448378884015,1,0,0,0,0,7,4,1,420000.0
11,12,2,1.0986122886681098,1,2,2,2,2,321,5.7745515455444085,0,0,1,6,1,1,1,0,107.0
6,15,11,2.4849066497880004,0,2,1,4,1,57480,10.95920973739723,1,0,0,3,0,4,1,0,4790.0
14,0,8,2.1972245773362196,1,2,3,1,8,261900,12.475721848739754,1,0,0,2,0,2,4,0,29100.0
3,16,8,2.1972245773362196,1,2,3,1,8,3789,8.240121298076472,0,0,4,2,9,4,1,0,421.0
10,3,4,1.6094379124341003,1,1,4,4,4,445500,13.006954770559393,1,0,0,6,0,14,4,1,89100.0
19,19,7,2.0794415416798357,0,1,2,0,7,4376,8.384118837190895,1,2,1,1,6,11,1,0,547.0
19,0,7,2.0794415416798357,0,1,2,0,7,206400,12.237576157539047,1,0,0,5,0,1,1,0,25800.0
19,6,4,1.6094379124341003,1,1,4,4,4,32200,10.379752786950895,1,1,0,0,0,15,4,1,6440.0
11,13,7,2.0794415416798357,0,1,2,0,7,246400,12.414715569074824,1,1,0,0,0,15,7,1,30800.0
0,16,9,2.302585092994046,0,0,4,2,9,3910000,15.179048187715992,1,1,0,3,0,10,1,0,391000.0
17,16,8,2.1972245773362196,1,2,3,1,8,34290,10.442638208053022,1,0,0,4,0,0,2,0,3810.0
5,18,3,1.3862943611198906,0,0,3,3,3,1832000,14.420919370067592,1,2,0,2,0,0,1,0,458000.0
0,0,10,2.3978952727983707,1,1,0,3,0,5676000,15.551757493442464,1,0,0,1,0,5,10,1,516000.0
11,16,7,2.0794415416798357,0,1,2,0,7,80,4.394449154672439,1,2,0,3,0,13,1,0,10.0
12,12,7,2.0794415416798357,0,1,2,0,7,6632000,15.707417126581333,1,2,0,4,0,1,1,0,829000.0
14,3,11,2.4849066497880004,0,2,1,4,1,95760,11.46961078295093,1,0,0,0,0,13,1,0,7980.0
3,0,10,2.3978952727983707,1,1,0,3,0,49170,10.80305929780341,1,0,0,2,0,14,10,1,4470.0
3,4,6,1.9459101490553132,1,0,1,6,6,3955000,15.19049141202836,1,1,0,0,0,0,2,0,565000.0
8,18,2,1.0986122886681098,1,2,2,2,2,1752000,14.376269121254566,1,0,0,5,0,1,2,1,584000.0
14,4,2,1.0986122886681098,1,2,2,2,2,2040,7.621195162809845,1,0,0,3,0,12,2,1,680.0
13,17,12,2.5649493574615367,1,0,2,5,2,527800,13.176474597706633,1,1,0,0,0,15,4,0,40600.0
13,2,7,2.0794415416798357,0,1,2,0,7,55680000,17.83513159195021,1,0,0,5,0,11,1,0,6960000.0
17,18,4,1.6094379124341003,1,1,4,4,4,730000,13.500801182986649,1,1,0,5,0,8,4,1,146000.0
12,9,12,2.5649493574615367,1,0,2,5,2,113230000,18.544931715121805,1,1,0,2,0,5,4,0,8710000.0
13,0,3,1.3862943611198906,0,0,3,3,3,9120,9.118334726180159,1,0,0,6,0,12,3,1,2280.0
3,0,6,1.9459101490553132,1,0,1,6,6,59990000,17.90968845629872,1,2,0,0,0,5,2,0,8570000.0
4,7,12,2.5649493574615367,1,0,2,5,2,54860000,17.820295061701948,1,2,0,6,0,9,4,0,4220000.0
2,19,5,1.791759469228055,0,2,0,5,5,1746000,14.372838588119206,1,0,0,4,0,0,5,1,291000.0
4,9,9,2.302585092994046,0,0,4,2,9,22400000,16.924571561468124,1,2,0,0,0,14,1,0,2240000.0
14,18,6,1.9459101490553132,1,0,1,6,6,4907,8.498621805830801,0,2,2,0,7,2,1,0,701.0
18,18,10,2.3978952727983707,1,1,0,3,0,41250,10.627430633893226,1,0,0,6,0,13,10,1,3750.0
13,0,12,2.5649493574615367,1,0,2,5,2,11258,9.32892308780313,1,2,3,2,8,3,2,0,866.0
15,10,10,2.3978952727983707,1,1,0,3,0,9779000,16.095747889554353,1,2,0,0,0,4,10,1,889000.0
5,10,10,2.3978952727983707,1,1,0,3,0,18590,9.830432871630217,1,2,0,5,0,13,10,1,1690.0
19,17,12,2.5649493574615367,1,0,2,5,2,731900,13.503400537895258,1,2,0,1,0,11,4,0,56300.0
1,8,6,1.9459101490553132,1,0,1,6,6,574,6.354370040797351,1,1,4,0,4,3,2,0,82.0
15,17,4,1.6094379124341003,1,1,4,4,4,175000,12.07254696717504,1,1,0,0,0,7,4,1,35000.0
9,12,2,1.0986122886681098,1,2,2,2,2,855000,13.658857917508856,1,0,0,6,0,2,2,1,285000.0
11,18,2,1.0986122886681098,1,2,2,2,2,5100000,15.444751293772967,1,0,0,3,0,11,2,1,1700000.0
17,14,12,2.5649493574615367,1,0,2,5,2,8580,9.057305735807121,1,0,0,5,0,4,12,1,660.0
2,16,3,1.3862943611198906,0,0,3,3,3,279200,12.539687231525832,1,2,0,5,0,2,1,0,69800.0
1,14,8,2.1972245773362196,1,2,3,1,8,40680,10.61351643196459,1,0,0,3,0,1,8,1,4520.0
16,12,10,2.3978952727983707,1,1,0,3,0,73810,11.209263050972009,1,1,0,2,0,1,10,1,6710.0
15,17,9,2.302585092994046,0,0,4,2,9,301000,12.614868865984631,1,1,0,0,0,15,1,0,30100.0
19,3,3,1.3862943611198906,0,0,3,3,3,16040,9.682903223616842,1,2,0,3,0,5,1,0,4010.0
2,0,3,1.3862943611198906,0,0,3,3,3,2964,7.994632311431825,1,0,4,3,4,12,3,1,741.0
7,7,7,2.0794415416798357,0,1,2,0,7,3960000,15.191754835755884,1,0,0,2,0,6,1,0,495000.0
18,9,7,2.0794415416798357,0,1,2,0,7,6232000,15.645208026994839,1,1,0,5,0,3,1,0,779000.0
13,15,6,1.9459101490553132,1,0,1,6,6,35000,10.463131911491967,1,2,0,0,0,8,2,0,5000.0
16,4,6,1.9459101490553132,1,0,1,6,6,4921000,15.409022523058825,1,1,0,0,0,12,2,0,703000.0
19,2,2,1.0986122886681098,1,2,2,2,2,252600,12.439566447718878,1,0,0,5,0,1,2,1,84200.0
1,7,11,2.4849066497880004,0,2,1,4,1,144,4.976733742420574,1,0,4,4,4,11,1,0,12.0
7,11,6,1.9459101490553132,1,0,1,6,6,16170000,16.598668293396205,1,0,0,0,0,2,6,1,2310000.0
2,19,4,1.6094379124341003,1,1,4,4,4,22900000,16.94664751219259,1,1,0,4,0,1,4,1,4580000.0
18,17,3,1.3862943611198906,0,0,3,3,3,322000,12.682309930111785,1,1,0,0,0,9,1,0,80500.0
6,0,2,1.0986122886681098,1,2,2,2,2,9840,9.194312610898985,1,0,0,5,0,0,2,1,3280.0
17,6,10,2.3978952727983707,1,1,0,3,0,919600,13.731695159299889,1,1,0,3,0,6,10,1,83600.0
1,17,7,2.0794415416798357,0,1,2,0,7,2688,7.896924656268864,1,0,3,0,8,3,7,1,336.0
0,8,3,1.3862943611198906,0,0,3,3,3,4240,8.352554369474591,1,1,0,5,0,11,1,0,1060.0
11,8,7,2.0794415416798357,0,1,2,0,7,71200,11.173262142245258,1,1,0,3,0,11,1,0,8900.0
6,17,6,1.9459101490553132,1,0,1,6,6,364700,12.806833118772722,1,2,0,0,0,11,2,0,52100.0
11,3,7,2.0794415416798357,0,1,2,0,7,640000,13.369225017834633,1,1,0,4,0,0,1,0,80000.0
17,13,5,1.791759469228055,0,2,0,5,5,528,6.270988431858299,1,0,3,3,8,4,1,0,88.0
11,2,11,2.4849066497880004,0,2,1,4,1,86400,11.366754528799243,1,0,0,6,0,4,1,0,7200.0
6,16,5,1.791759469228055,0,2,0,5,5,5364,8.587651655064798,1,0,4,2,4,6,1,0,894.0
19,7,3,1.3862943611198906,0,0,3,3,3,17800,9.787009914477434,1,1,0,6,0,15,1,0,4450.0
9,4,4,1.6094379124341003,1,1,4,4,4,26750,10.19432713480299,1,2,0,3,0,12,2,0,5350.0
8,16,12,2.5649493574615367,1,0,2,5,2,804700,13.598226058832594,1,1,0,1,0,14,4,0,61900.0
1,0,2,1.0986122886681098,1,2,2,2,2,12720,9.45100945015621,1,0,0,1,0,4,2,1,4240.0
17,10,4,1.6094379124341003,1,1,4,4,4,2035000,14.526006868259204,1,1,0,2,0,0,4,1,407000.0
19,6,3,1.3862943611198906,0,0,3,3,3,23400000,16.96824662306297,1,0,0,1,0,9,3,1,5850000.0
5,10,4,1.6094379124341003,1,1,4,4,4,2255000,14.628660974377798,1,2,0,6,0,5,4,1,451000.0
13,0,9,2.302585092994046,0,0,4,2,9,6410,8.765770543987257,1,2,0,5,0,1,1,0,641.0
16,15,5,1.791759469228055,0,2,0,5,5,48840,10.796325403035505,1,0,0,1,0,14,5,1,8140.0
18,5,5,1.791759469228055,0,2,0,5,5,2352000,14.670777013170632,1,0,0,0,0,6,5,1,392000.0
16,2,7,2.0794415416798357,0,1,2,0,7,42320,10.653038695742612,1,2,0,5,0,4,1,0,5290.0
9,8,9,2.302585092994046,0,0,4,2,9,522000,13.165424782571753,1,0,0,3,0,14,9,1,52200.0
3,17,7,2.0794415416798357,0,1,2,0,7,3328,8.110427237575024,1,1,3,3,8,14,1,0,416.0
13,13,5,1.791759469228055,0,2,0,5,5,5256000,15.474881029405317,1,0,0,1,0,0,5,1,876000.0
3,6,6,1.9459101490553132,1,0,1,6,6,57470000,17.866773647884308,1,2,0,0,0,6,2,0,8210000.0
12,15,10,2.3978952727983707,1,1,0,3,0,7953000,15.88905989967798,1,0,0,6,0,13,10,1,723000.0
18,6,10,2.3978952727983707,1,1,0,3,0,5181,8.552946361122055,0,0,1,1,1,4,1,0,471.0
7,1,10,2.3978952727983707,1,1,0,3,0,3894000,15.17494772171959,1,0,0,5,0,7,10,1,354000.0
2,3,9,2.302585092994046,0,0,4,2,9,151000,11.92504173829169,1,1,0,3,0,13,1,0,15100.0
5,5,8,2.1972245773362196,1,2,3,1,8,4338000,15.282924200889907,1,0,0,2,0,0,8,1,482000.0
19,17,3,1.3862943611198906,0,0,3,3,3,30200,10.315630315397533,1,2,0,2,0,12,1,0,7550.0
5,8,2,1.0986122886681098,1,2,2,2,2,1857,7.527255919373784,0,0,2,2,7,7,1,0,619.0
18,11,7,2.0794415416798357,0,1,2,0,7,5504,8.61341204915678,1,2,4,2,4,11,1,0,688.0
15,10,12,2.5649493574615367,1,0,2,5,2,35360,10.473364796894678,1,2,0,3,0,4,4,0,2720.0
17,11,10,2.3978952727983707,1,1,0,3,0,70400000,18.069703835332817,1,2,0,6,0,7,10,1,6400000.0
9,19,6,1.9459101490553132,1,0,1,6,6,210000,12.25486757159303,1,0,0,0,0,6,6,1,30000.0
0,11,8,2.1972245773362196,1,2,3,1,8,24390,10.101969490779476,1,0,0,2,0,0,2,0,2710.0
14,0,10,2.3978952727983707,1,1,0,3,0,9823000,16.100237234458895,1,1,0,5,0,7,10,1,893000.0
13,3,12,2.5649493574615367,1,0,2,5,2,4368,8.382289428951436,1,0,3,0,8,4,12,1,336.0
11,18,11,2.4849066497880004,0,2,1,4,1,18480,9.824498456285756,1,0,0,0,0,0,11,1,1540.0
19,17,12,2.5649493574615367,1,0,2,5,2,98410000,18.404652993036738,1,1,0,3,0,3,4,0,7570000.0
11,6,9,2.302585092994046,0,0,4,2,9,69600,11.150534214035387,1,0,0,6,0,9,3,0,6960.0
3,9,9,2.302585092994046,0,0,4,2,9,40200000,17.50937757846487,1,0,0,1,0,5,3,0,4020000.0
6,9,10,2.3978952727983707,1,1,0,3,0,3289000,15.00609442921493,1,1,0,1,0,13,10,1,299000.0
2,12,9,2.302585092994046,0,0,4,2,9,831000,13.630386277206295,1,0,0,2,0,7,3,0,83100.0
15,1,3,1.3862943611198906,0,0,3,3,3,2904000,14.881599999279382,1,0,0,1,0,10,3,1,726000.0
9,13,5,1.791759469228055,0,2,0,5,5,430800,12.973401545524444,1,0,0,6,0,12,5,1,71800.0
11,5,6,1.9459101490553132,1,0,1,6,6,55020000,17.82320733163591,1,0,0,0,0,11,6,1,7860000.0
0,2,5,1.791759469228055,0,2,0,5,5,22800000,16.942271137784317,1,0,0,6,0,2,5,1,3800000.0
15,16,3,1.3862943611198906,0,0,3,3,3,1692000,14.341422410164679,1,0,0,2,0,4,3,1,423000.0
17,15,12,2.5649493574615367,1,0,2,5,2,578500,13.268195554222844,1,1,0,6,0,15,4,0,44500.0
14,19,6,1.9459101490553132,1,0,1,6,6,4879,8.492900498847193,0,1,4,0,9,7,1,0,697.0
18,19,12,2.5649493574615367,1,0,2,5,2,861900,13.666895693862221,1,0,0,4,0,13,12,1,66300.0
5,17,8,2.1972245773362196,1,2,3,1,8,7812000,15.87117169898689,1,0,0,0,0,9,8,1,868000.0
15,11,4,1.6094379124341003,1,1,4,4,4,433500,12.979649382005148,1,0,0,4,0,5,4,1,86700.0
18,14,7,2.0794415416798357,0,1,2,0,7,48720000,17.701600201891367,1,0,0,0,0,11,7,1,6090000.0
16,16,6,1.9459101490553132,1,0,1,6,6,219800,12.300477870531845,1,2,0,0,0,5,2,0,31400.0
15,13,4,1.6094379124341003,1,1,4,4,4,4315000,15.277608114249349,1,1,0,4,0,9,4,1,863000.0
3,12,4,1.6094379124341003,1,1,4,4,4,680000,13.429849547739444,1,2,0,6,0,9,4,1,136000.0
12,6,7,2.0794415416798357,0,1,2,0,7,376,5.932245187448011,1,1,1,5,6,9,1,0,47.0
16,17,3,1.3862943611198906,0,0,3,3,3,2412,7.7886260656250315,1,0,2,4,2,12,3,1,603.0
12,2,2,1.0986122886681098,1,2,2,2,2,177300,12.085604132204319,1,0,0,4,0,7,2,1,59100.0
9,7,11,2.4849066497880004,0,2,1,4,1,22440000,16.92635568318205,1,0,0,2,0,2,11,1,1870000.0
17,19,12,2.5649493574615367,1,0,2,5,2,4498,8.411610428841172,1,1,3,4,8,10,2,0,346.0
4,19,3,1.3862943611198906,0,0,3,3,3,17440,9.766579035268668,1,1,0,3,0,15,1,0,4360.0
10,17,8,2.1972245773362196,1,2,3,1,8,48150,10.782097185442595,1,0,0,4,0,7,2,0,5350.0
15,10,11,2.4849066497880004,0,2,1,4,1,40320000,17.512358206528976,1,0,0,0,0,0,1,0,3360000.0
8,8,12,2.5649493574615367,1,0,2,5,2,6500,8.77971129020447,1,2,0,4,0,7,4,0,500.0
13,4,6,1.9459101490553132,1,0,1,6,6,48370,10.786655739574796,1,1,0,0,0,5,2,0,6910.0
13,17,10,2.3978952727983707,1,1,0,3,0,7249,8.88875674784872,0,1,4,4,9,11,1,0,659.0
16,4,7,2.0794415416798357,0,1,2,0,7,67680,11.122560769584661,1,0,0,4,0,13,1,0,8460.0
16,8,9,2.302585092994046,0,0,4,2,9,11400000,16.249124001084017,1,0,0,3,0,2,3,0,1140000.0
11,0,6,1.9459101490553132,1,0,1,6,6,62860000,17.956420605242062,1,1,0,0,0,10,2,0,8980000.0
11,9,3,1.3862943611198906,0,0,3,3,3,265200,12.4882433080258,1,0,0,5,0,14,3,1,66300.0
11,19,11,2.4849066497880004,0,2,1,4,1,7704000,15.85725036226279,1,0,0,3,0,12,1,0,642000.0
5,18,3,1.3862943611198906,0,0,3,3,3,2968,7.99598047476376,1,1,3,0,8,10,1,0,742.0
2,15,12,2.5649493574615367,1,0,2,5,2,2288,7.735870319952567,1,2,3,6,8,5,4,0,176.0
4,13,8,2.1972245773362196,1,2,3,1,8,75150000,18.13499668746998,1,0,0,2,0,13,8,1,8350000.0
17,12,3,1.3862943611198906,0,0,3,3,3,3536000,15.078506985545062,1,2,0,6,0,10,1,0,884000.0
9,10,9,2.302585092994046,0,0,4,2,9,702000,13.461690107508359,1,0,0,5,0,0,9,1,70200.0
4,7,11,2.4849066497880004,0,2,1,4,1,5160,8.548885638148727,1,0,0,1,0,7,1,0,430.0
8,9,7,2.0794415416798357,0,1,2,0,7,40800,10.616461869895815,1,0,0,4,0,14,1,0,5100.0
12,14,5,1.791759469228055,0,2,0,5,5,18300,9.814710982145282,1,0,0,2,0,0,5,1,3050.0
9,8,6,1.9459101490553132,1,0,1,6,6,2989,8.003028666384733,0,1,4,0,9,8,1,0,427.0
9,5,3,1.3862943611198906,0,0,3,3,3,1608000,14.290502350611403,1,0,0,2,0,11,3,1,402000.0
19,1,10,2.3978952727983707,1,1,0,3,0,50050000,17.728533083705525,1,1,0,0,0,9,10,1,4550000.0
19,6,4,1.6094379124341003,1,1,4,4,4,13250000,16.3995081858682,1,2,0,1,0,5,4,1,2650000.0
5,17,7,2.0794415416798357,0,1,2,0,7,3416,8.136518252115291,1,2,1,0,6,5,7,1,427.0
12,13,12,2.5649493574615367,1,0,2,5,2,90480000,18.320639400824305,1,0,0,2,0,11,12,1,6960000.0
12,12,3,1.3862943611198906,0,0,3,3,3,33320,10.41394310783523,1,2,0,0,0,3,1,0,8330.0
19,3,4,1.6094379124341003,1,1,4,4,4,3260000,14.997238060091309,1,2,0,2,0,5,4,1,652000.0
9,19,6,1.9459101490553132,1,0,1,6,6,8190,9.010791269515602,1,0,0,0,0,12,6,1,1170.0
0,15,3,1.3862943611198906,0,0,3,3,3,245600,12.411463546908074,1,2,0,5,0,6,1,0,61400.0
18,3,11,2.4849066497880004,0,2,1,4,1,83040000,18.23483298942424,1,0,0,1,0,6,1,0,6920000.0
8,7,8,2.1972245773362196,1,2,3,1,8,27720,10.229945527689226,1,0,0,0,0,4,8,1,3080.0
2,10,11,2.4849066497880004,0,2,1,4,1,1884,7.541683099882111,1,0,4,1,4,8,1,0,157.0
13,19,9,2.302585092994046,0,0,4,2,9,46700000,17.6592547440524,1,2,0,4,0,12,1,0,4670000.0
11,3,3,1.3862943611198906,0,0,3,3,3,156400,11.9601785009348,1,1,0,6,0,8,1,0,39100.0
2,16,4,1.6094379124341003,1,1,4,4,4,1590000,14.279245203127035,1,0,0,6,0,6,4,1,318000.0
16,0,12,2.5649493574615367,1,0,2,5,2,4693000,15.361582807859847,1,1,0,4,0,3,4,0,361000.0
4,0,10,2.3978952727983707,1,1,0,3,0,492800,13.107860720420167,1,2,0,0,0,8,10,1,44800.0
2,18,11,2.4849066497880004,0,2,1,4,1,642000,13.372345140303285,1,0,0,2,0,9,1,0,53500.0
12,8,9,2.302585092994046,0,0,4,2,9,24200,10.094149233605084,1,2,0,1,0,12,1,0,2420.0
18,9,12,2.5649493574615367,1,0,2,5,2,720200,13.487285618699142,1,2,0,5,0,4,4,0,55400.0
1,2,4,1.6094379124341003,1,1,4,4,4,1760000,14.38082493519599,1,2,0,4,0,8,4,1,352000.0
5,2,8,2.1972245773362196,1,2,3,1,8,3033000,14.925063116377226,1,0,0,5,0,10,8,1,337000.0
7,11,3,1.3862943611198906,0,0,3,3,3,4880,8.493105395887147,1,2,0,1,0,0,1,0,1220.0
6,1,4,1.6094379124341003,1,1,4,4,4,101500,11.527823929632195,1,1,0,0,0,9,4,1,20300.0
6,18,12,2.5649493574615367,1,0,2,5,2,3172000,14.969873176995337,1,1,0,6,0,15,4,0,244000.0
11,3,6,1.9459101490553132,1,0,1,6,6,45430,10.72394997039761,1,1,0,0,0,8,2,0,6490.0
13,0,11,2.4849066497880004,0,2,1,4,1,793200,13.58383193634307,1,0,0,2,0,13,1,0,66100.0
15,1,11,2.4849066497880004,0,2,1,4,1,9372000,16.05323718531063,1,0,0,1,0,13,11,1,781000.0
6,17,8,2.1972245773362196,1,2,3,1,8,4266,8.358666283188,1,0,1,3,6,15,2,0,474.0
17,12,8,2.1972245773362196,1,2,3,1,8,36900,10.515993929932415,1,0,0,3,0,9,4,0,4100.0
8,15,2,1.0986122886681098,1,2,2,2,2,495000,13.112315061750808,1,0,0,2,0,3,2,1,165000.0
8,15,4,1.6094379124341003,1,1,4,4,4,105,4.663439094112067,0,0,0,0,5,15,1,0,21.0
2,6,3,1.3862943611198906,0,0,3,3,3,66800,11.109473329472568,1,2,0,6,0,2,1,0,16700.0
5,15,12,2.5649493574615367,1,0,2,5,2,11505000,16.25829236837033,1,0,0,3,0,6,12,1,885000.0
19,4,11,2.4849066497880004,0,2,1,4,1,4836000,15.391598697499264,1,0,0,1,0,13,1,0,403000.0
9,19,6,1.9459101490553132,1,0,1,6,6,3759,8.23217423638394,0,0,4,0,9,8,3,0,537.0
10,16,3,1.3862943611198906,0,0,3,3,3,17200000,16.660419999923214,1,1,0,6,0,13,1,0,4300000.0
0,11,12,2.5649493574615367,1,0,2,5,2,6110,8.717845704894916,1,2,0,6,0,8,2,0,470.0
8,16,2,1.0986122886681098,1,2,2,2,2,1356,7.213031659834869,1,0,1,5,6,11,2,1,452.0
0,0,7,2.0794415416798357,0,1,2,0,7,1520,7.327123292259293,1,2,0,1,0,15,1,0,190.0
3,17,8,2.1972245773362196,1,2,3,1,8,51660,10.852458423798911,1,0,0,0,0,14,4,0,5740.0
10,15,6,1.9459101490553132,1,0,1,6,6,3738,8.226573474977114,1,0,3,0,8,11,6,1,534.0
6,13,11,2.4849066497880004,0,2,1,4,1,7644000,15.84943171516385,1,0,0,0,0,3,1,0,637000.0
2,12,8,2.1972245773362196,1,2,3,1,8,57690,10.962856461127396,1,0,0,3,0,12,2,0,6410.0
8,12,7,2.0794415416798357,0,1,2,0,7,2352000,14.670777013170632,1,0,0,0,0,12,7,1,294000.0
11,19,10,2.3978952727983707,1,1,0,3,0,6589000,15.700912301664044,1,1,0,5,0,1,10,1,599000.0
1,13,12,2.5649493574615367,1,0,2,5,2,8528000,15.958865542648544,1,2,0,5,0,2,4,0,656000.0
