slot_a,slot_a_abs_log1p,slot_a_mod3,slot_a_mod5,slot_a_mod7,slot_a_mod10,slot_d,slot_d_abs_log1p,slot_d_sign,slot_d_is_even,slot_d_mod3,slot_d_mod5,slot_d_mod7,slot_d_mod10,slot_name1,slot_name2,gcd_all,n_multiple_pairs,y
536,6.285998094508865,2,1,4,6,5,1.791759469228055,1,0,2,0,5,5,4,0,1,0,809.0
854,6.75110146893676,2,4,0,4,47,3.871201010907891,1,0,2,2,5,7,13,3,1,0,1328.0
832,6.725033642166843,1,2,6,2,48,3.8918202981106265,1,1,0,3,6,8,3,2,16,0,1296.0
242,5.493061443340548,2,2,4,2,42,3.7612001156935624,1,1,0,2,0,2,5,9,2,0,405.0
310,5.739792912179234,1,0,2,0,48,3.8918202981106265,1,1,0,3,6,8,2,9,2,0,513.0
612,6.418364935936212,0,2,3,2,38,3.6635616461296463,1,1,2,3,3,8,16,8,2,0,956.0
1038,6.946013991099227,0,3,2,8,3,1.3862943611198906,1,0,0,3,3,3,19,2,3,1,1560.0
842,6.736966958001855,2,2,2,2,50,3.9318256327243257,1,1,2,0,1,0,5,18,2,0,1313.0
778,6.658011045870748,1,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,18,5,2,0,1171.0
922,6.827629234502852,1,2,5,2,40,3.713572066704308,1,1,1,0,5,0,2,17,2,0,1423.0
288,5.666426688112432,0,3,1,8,29,3.4011973816621555,1,0,2,4,1,9,3,12,1,0,461.0
134,4.90527477843843,2,4,1,4,16,2.833213344056216,1,1,1,1,2,6,4,8,2,0,217.0
544,6.300785794663244,1,4,5,4,37,3.6375861597263857,1,0,1,2,2,7,14,11,1,0,853.0
1124,7.025538314638521,2,4,4,4,36,3.6109179126442243,1,1,0,1,1,6,5,7,4,0,1722.0
126,4.844187086458591,0,1,0,6,38,3.6635616461296463,1,1,2,3,3,8,9,5,2,0,227.0
176,5.176149732573829,2,1,1,6,3,1.3862943611198906,1,0,0,3,3,3,9,5,1,0,267.0
314,5.752572638825633,2,4,6,4,26,3.295836866004329,1,1,2,1,5,6,7,19,2,0,497.0
850,6.7464121285733745,1,0,3,0,3,1.3862943611198906,1,0,0,3,3,3,19,18,1,0,1278.0
1014,6.922643891475888,0,4,6,4,23,3.1780538303479458,1,0,2,3,2,3,4,8,1,0,1544.0
290,5.673323267171493,2,0,3,0,36,3.6109179126442243,1,1,0,1,1,6,15,7,2,0,471.0
938,6.844815479208263,2,3,0,8,2,1.0986122886681098,1,1,2,2,2,2,13,16,2,1,1409.0
988,6.8966943316227125,1,3,1,8,49,3.912023005428146,1,0,1,4,0,9,14,13,1,0,1531.0
104,4.653960350157523,2,4,6,4,13,2.6390573296152584,1,0,1,3,6,3,3,15,13,1,169.0
416,6.0330862217988015,2,1,3,6,16,2.833213344056216,1,1,1,1,2,6,14,15,16,1,640.0
980,6.8885724595653635,2,0,0,0,12,2.5649493574615367,1,1,0,2,5,2,19,14,4,0,1482.0
1064,6.970730078143525,2,4,0,4,45,3.828641396489095,1,0,0,0,3,5,13,6,1,0,1641.0
138,4.9344739331306915,0,3,5,8,14,2.70805020110221,1,1,2,4,0,4,6,3,2,0,221.0
886,6.787844982309579,1,1,4,6,28,3.367295829986474,1,1,1,3,0,8,1,13,2,0,1357.0
344,5.84354441703136,2,4,1,4,10,2.3978952727983707,1,1,1,0,3,0,14,10,2,0,526.0
1122,7.023758954738443,0,2,2,2,32,3.4965075614664802,1,1,2,2,4,2,1,3,2,0,1715.0
518,6.251903883165888,2,3,0,8,47,3.871201010907891,1,0,2,2,5,7,18,18,1,0,824.0
762,6.637258031284457,0,2,6,2,38,3.6635616461296463,1,1,2,3,3,8,14,17,2,0,1181.0
288,5.666426688112432,0,3,1,8,0,0.0,0,1,0,0,0,0,6,7,288,0,432.0
710,6.566672429803241,2,0,3,0,45,3.828641396489095,1,0,0,0,3,5,8,12,5,0,1110.0
380,5.942799375126701,2,0,2,0,28,3.367295829986474,1,1,1,3,0,8,18,3,4,0,598.0
450,6.111467339502679,0,0,2,0,38,3.6635616461296463,1,1,2,3,3,8,12,17,2,0,713.0
802,6.688354713946762,1,2,4,2,21,3.091042453358316,1,0,0,1,0,1,6,15,1,0,1224.0
1124,7.025538314638521,2,4,4,4,46,3.8501476017100584,1,1,1,1,4,6,4,7,2,0,1732.0
340,5.831882477283517,1,0,4,0,8,2.1972245773362196,1,1,2,3,1,8,4,11,4,0,518.0
262,5.572154032177765,1,2,3,2,10,2.3978952727983707,1,1,1,0,3,0,9,18,2,0,403.0
508,6.2324480165505225,1,3,4,8,29,3.4011973816621555,1,0,2,4,1,9,6,18,1,0,791.0
468,6.150602768446279,0,3,6,8,12,2.5649493574615367,1,1,0,2,5,2,18,16,12,1,714.0
482,6.180016653652572,2,2,6,2,47,3.871201010907891,1,0,2,2,5,7,2,7,1,0,770.0
960,6.8679744089702925,0,0,1,0,5,1.791759469228055,1,0,2,0,5,5,6,12,5,1,1445.0
1186,7.079184394609668,1,1,3,6,26,3.295836866004329,1,1,2,1,5,6,4,19,2,0,1805.0
360,5.8888779583328805,0,0,3,0,46,3.8501476017100584,1,1,1,1,4,6,3,7,2,0,586.0
894,6.796823718274855,0,4,5,4,36,3.6109179126442243,1,1,0,1,1,6,15,0,6,0,1377.0
176,5.176149732573829,2,1,1,6,47,3.871201010907891,1,0,2,2,5,7,17,12,1,0,311.0
406,6.008813185442595,1,1,0,6,8,2.1972245773362196,1,1,2,3,1,8,16,19,2,0,617.0
442,6.093569770045136,1,2,1,2,21,3.091042453358316,1,0,0,1,0,1,14,5,1,0,684.0
992,6.900730664045173,2,2,5,2,17,2.8903717578961645,1,0,2,2,3,7,8,13,1,0,1505.0
798,6.683360945766275,0,3,0,8,2,1.0986122886681098,1,1,2,2,2,2,15,0,2,1,1199.0
656,6.48768401848461,2,1,5,6,5,1.791759469228055,1,0,2,0,5,5,6,13,1,0,989.0
256,5.54907608489522,1,1,4,6,31,3.4657359027997265,1,0,1,1,3,1,1,11,1,0,415.0
604,6.405228458030842,1,4,2,4,41,3.7376696182833684,1,0,2,1,6,1,2,4,1,0,947.0
460,6.133398042996649,1,0,5,0,39,3.6888794541139363,1,0,0,4,4,9,3,16,1,0,729.0
552,6.315358001522335,0,2,6,2,10,2.3978952727983707,1,1,1,0,3,0,11,14,2,0,838.0
628,6.444131256700441,1,3,5,8,27,3.332204510175204,1,0,0,2,6,7,10,15,1,0,969.0
358,5.883322388488279,1,3,1,8,50,3.9318256327243257,1,1,2,0,1,0,12,5,2,0,587.0
788,6.670766320845874,2,3,4,8,31,3.4657359027997265,1,0,1,1,3,1,13,6,1,0,1213.0
464,6.142037405587356,2,4,2,4,11,2.4849066497880004,1,0,2,1,4,1,5,6,1,0,707.0
714,6.5722825426940075,0,4,0,4,31,3.4657359027997265,1,0,1,1,3,1,9,5,1,0,1102.0
1124,7.025538314638521,2,4,4,4,50,3.9318256327243257,1,1,2,0,1,0,4,15,2,0,1736.0
416,6.0330862217988015,2,1,3,6,26,3.295836866004329,1,1,2,1,5,6,10,18,26,1,650.0
606,6.408528791059498,0,1,4,6,12,2.5649493574615367,1,1,0,2,5,2,16,18,6,0,921.0
140,4.948759890378168,2,0,0,0,34,3.5553480614894135,1,1,1,4,6,4,17,17,2,0,244.0
1160,7.057036981697891,2,0,5,0,21,3.091042453358316,1,0,0,1,0,1,8,15,1,0,1761.0
720,6.580639137284949,0,0,6,0,38,3.6635616461296463,1,1,2,3,3,8,14,6,2,0,1118.0
852,6.748759547491679,0,2,5,2,30,3.4339872044851463,1,1,0,0,2,0,11,15,6,0,1308.0
826,6.717804695023691,1,1,0,6,28,3.367295829986474,1,1,1,3,0,8,18,5,14,0,1267.0
752,6.6240652277998935,2,2,3,2,20,3.044522437723423,1,1,2,0,6,0,5,18,4,0,1148.0
148,5.003946305945459,1,3,1,8,27,3.332204510175204,1,0,0,2,6,7,9,2,1,0,249.0
666,6.502790045915623,0,1,1,6,20,3.044522437723423,1,1,2,0,6,0,1,1,2,0,1019.0
710,6.566672429803241,2,0,3,0,49,3.912023005428146,1,0,1,4,0,9,5,19,1,0,1114.0
588,6.3784261836515865,0,3,0,8,1,0.6931471805599453,1,0,1,1,1,1,15,3,1,1,883.0
812,6.70073110954781,2,2,0,2,5,1.791759469228055,1,0,2,0,5,5,7,11,1,0,1223.0
124,4.8283137373023015,1,4,5,4,43,3.784189633918261,1,0,1,3,1,3,1,8,1,0,229.0
678,6.520621127558696,0,3,6,8,13,2.6390573296152584,1,0,1,3,6,3,7,13,1,0,1030.0
1168,7.063903961472068,1,3,6,8,12,2.5649493574615367,1,1,0,2,5,2,17,5,4,0,1764.0
1190,7.0825485693553,2,0,0,0,45,3.828641396489095,1,0,0,0,3,5,7,8,5,0,1830.0
1132,7.0326242610280065,1,2,5,2,13,2.6390573296152584,1,0,1,3,6,3,15,0,1,0,1711.0
414,6.028278520230698,0,4,1,4,29,3.4011973816621555,1,0,2,4,1,9,12,5,1,0,650.0
240,5.484796933490655,0,0,2,0,3,1.3862943611198906,1,0,0,3,3,3,18,14,3,1,363.0
896,6.799055862058796,2,1,0,6,24,3.2188758248682006,1,1,0,4,3,4,15,16,8,0,1368.0
294,5.68697535633982,0,4,0,4,18,2.9444389791664403,1,1,0,3,4,8,4,13,6,0,459.0
224,5.41610040220442,2,4,0,4,13,2.6390573296152584,1,0,1,3,6,3,9,16,1,0,349.0
980,6.8885724595653635,2,0,0,0,48,3.8918202981106265,1,1,0,3,6,8,6,4,4,0,1518.0
114,4.74493212836325,0,4,2,4,34,3.5553480614894135,1,1,1,4,6,4,0,12,2,0,205.0
458,6.129050210060545,2,3,3,8,25,3.258096538021482,1,0,1,0,4,5,5,15,1,0,712.0
814,6.703188113240863,1,4,2,4,44,3.8066624897703196,1,1,2,4,2,4,14,5,22,0,1265.0
832,6.725033642166843,1,2,6,2,35,3.58351893845611,1,0,2,0,0,5,10,1,1,0,1283.0
530,6.274762021241939,2,0,5,0,48,3.8918202981106265,1,1,0,3,6,8,16,4,2,0,843.0
718,6.577861357721047,1,3,4,8,21,3.091042453358316,1,0,0,1,0,1,5,18,1,0,1098.0
590,6.3818160174060985,2,0,2,0,1,0.6931471805599453,1,0,1,1,1,1,10,12,1,1,886.0
680,6.523562306149512,2,0,1,0,26,3.295836866004329,1,1,2,1,5,6,9,13,2,0,1046.0
770,6.647688373563329,2,0,0,0,37,3.6375861597263857,1,0,1,2,2,7,17,13,1,0,1192.0
500,6.2166061010848646,2,0,3,0,37,3.6375861597263857,1,0,1,2,2,7,1,16,1,0,787.0
220,5.3981627015177525,1,0,3,0,3,1.3862943611198906,1,0,0,3,3,3,15,10,1,0,333.0
450,6.111467339502679,0,0,2,0,14,2.70805020110221,1,1,2,4,0,4,6,10,2,0,689.0
1140,7.039660349862076,0,0,6,0,27,3.332204510175204,1,0,0,2,6,7,19,19,3,0,1737.0
156,5.056245805348308,0,1,2,6,5,1.791759469228055,1,0,2,0,5,5,10,6,1,0,239.0
976,6.884486652042782,1,1,3,6,37,3.6375861597263857,1,0,1,2,2,7,15,17,1,0,1501.0
786,6.668228248417403,0,1,2,6,15,2.772588722239781,1,0,0,0,1,5,0,7,3,0,1194.0
272,5.60947179518496,2,2,6,2,20,3.044522437723423,1,1,2,0,6,0,2,13,4,0,428.0
894,6.796823718274855,0,4,5,4,36,3.6109179126442243,1,1,0,1,1,6,4,3,6,0,1377.0
420,6.042632833682381,0,0,0,0,20,3.044522437723423,1,1,2,0,6,0,3,19,20,1,650.0
692,6.541029999189903,2,2,6,2,45,3.828641396489095,1,0,0,0,3,5,13,7,1,0,1083.0
994,6.902742737158593,1,4,0,4,13,2.6390573296152584,1,0,1,3,6,3,1,3,1,0,1504.0
594,6.38856140554563,0,4,6,4,47,3.871201010907891,1,0,2,2,5,7,13,2,1,0,938.0
562,6.333279628139691,1,2,2,2,16,2.833213344056216,1,1,1,1,2,6,2,11,2,0,859.0
788,6.670766320845874,2,3,4,8,22,3.1354942159291497,1,1,1,2,1,2,11,1,2,0,1204.0
132,4.890349128221754,0,2,6,2,16,2.833213344056216,1,1,1,1,2,6,1,14,4,0,214.0
500,6.2166061010848646,2,0,3,0,25,3.258096538021482,1,0,1,0,4,5,3,12,25,1,775.0
562,6.333279628139691,1,2,2,2,30,3.4339872044851463,1,1,0,0,2,0,10,7,2,0,873.0
400,5.993961427306569,1,0,1,0,37,3.6375861597263857,1,0,1,2,2,7,9,19,1,0,637.0
902,6.805722553416985,2,2,6,2,5,1.791759469228055,1,0,2,0,5,5,17,9,1,0,1358.0
248,5.517452896464707,2,3,3,8,49,3.912023005428146,1,0,1,4,0,9,7,5,1,0,421.0
874,6.774223886357614,1,4,6,4,50,3.9318256327243257,1,1,2,0,1,0,2,5,2,0,1361.0
570,6.3473892096560105,0,0,3,0,38,3.6635616461296463,1,1,2,3,3,8,10,5,38,1,893.0
714,6.5722825426940075,0,4,0,4,35,3.58351893845611,1,0,2,0,0,5,0,9,7,0,1106.0
576,6.3578422665081,0,1,2,6,33,3.5263605246161616,1,0,0,3,5,3,14,8,3,0,897.0
594,6.38856140554563,0,4,6,4,11,2.4849066497880004,1,0,2,1,4,1,1,3,11,1,902.0
1186,7.079184394609668,1,1,3,6,38,3.6635616461296463,1,1,2,3,3,8,9,15,2,0,1817.0
196,5.2832037287379885,1,1,0,6,35,3.58351893845611,1,0,2,0,0,5,3,18,7,0,329.0
980,6.8885724595653635,2,0,0,0,12,2.5649493574615367,1,1,0,2,5,2,9,15,4,0,1482.0
628,6.444131256700441,1,3,5,8,19,2.995732273553991,1,0,1,4,5,9,9,15,1,0,961.0
826,6.717804695023691,1,1,0,6,10,2.3978952727983707,1,1,1,0,3,0,12,17,2,0,1249.0
654,6.484635235635252,0,4,3,4,40,3.713572066704308,1,1,1,0,5,0,5,7,2,0,1021.0
384,5.953243334287785,0,4,6,4,47,3.871201010907891,1,0,2,2,5,7,8,0,1,0,623.0
200,5.303304908059076,2,0,4,0,19,2.995732273553991,1,0,1,4,5,9,10,12,1,0,319.0
558,6.326149473155099,0,3,5,8,44,3.8066624897703196,1,1,2,4,2,4,1,12,2,0,881.0
510,6.236369590203704,0,0,6,0,11,2.4849066497880004,1,0,2,1,4,1,17,0,1,0,776.0
548,6.3080984415095305,2,3,2,8,11,2.4849066497880004,1,0,2,1,4,1,1,3,1,0,833.0
340,5.831882477283517,1,0,4,0,23,3.1780538303479458,1,0,2,3,2,3,16,3,1,0,533.0
526,6.267200548541362,1,1,1,6,7,2.0794415416798357,1,0,1,2,0,7,16,18,1,0,796.0
362,5.8944028342648505,2,2,5,2,10,2.3978952727983707,1,1,1,0,3,0,8,16,2,0,553.0
246,5.5093883366279774,0,1,1,6,16,2.833213344056216,1,1,1,1,2,6,7,16,2,0,385.0
728,6.591673732008658,2,3,0,8,24,3.2188758248682006,1,1,0,4,3,4,7,17,8,0,1116.0
486,6.18826412308259,0,1,3,6,16,2.833213344056216,1,1,1,1,2,6,16,17,2,0,745.0
346,5.849324779946859,1,1,3,6,46,3.8501476017100584,1,1,1,1,4,6,2,2,2,0,565.0
424,6.052089168924417,1,4,4,4,21,3.091042453358316,1,0,0,1,0,1,9,3,1,0,657.0
280,5.638354669333745,1,0,0,0,22,3.1354942159291497,1,1,1,2,1,2,3,3,2,0,442.0
682,6.52649485957079,1,2,3,2,41,3.7376696182833684,1,0,2,1,6,1,4,15,1,0,1064.0
750,6.621405651764134,0,0,1,0,20,3.044522437723423,1,1,2,0,6,0,12,18,10,0,1145.0
456,6.124683390894205,0,1,1,6,16,2.833213344056216,1,1,1,1,2,6,15,2,8,0,700.0
1180,7.074116816197362,1,0,4,0,25,3.258096538021482,1,0,1,0,4,5,16,5,5,0,1795.0
988,6.8966943316227125,1,3,1,8,23,3.1780538303479458,1,0,2,3,2,3,1,5,1,0,1505.0
256,5.54907608489522,1,1,4,6,50,3.9318256327243257,1,1,2,0,1,0,13,4,2,0,434.0
1146,7.044905117129371,0,1,5,6,47,3.871201010907891,1,0,2,2,5,7,11,16,1,0,1766.0
548,6.3080984415095305,2,3,2,8,19,2.995732273553991,1,0,1,4,5,9,12,11,1,0,841.0
880,6.78105762593618,1,0,5,0,2,1.0986122886681098,1,1,2,2,2,2,9,4,2,1,1322.0
610,6.415096959171596,1,0,1,0,33,3.5263605246161616,1,0,0,3,5,3,15,14,1,0,948.0
908,6.812345094177479,2,3,5,8,41,3.7376696182833684,1,0,2,1,6,1,13,12,1,0,1403.0
974,6.882437470997847,2,4,1,4,18,2.9444389791664403,1,1,0,3,4,8,14,5,2,0,1479.0
740,6.608000625296087,2,0,5,0,30,3.4339872044851463,1,1,0,0,2,0,4,16,10,0,1140.0
556,6.322565239927284,1,1,3,6,18,2.9444389791664403,1,1,0,3,4,8,10,8,2,0,852.0
1014,6.922643891475888,0,4,6,4,29,3.4011973816621555,1,0,2,4,1,9,7,15,1,0,1550.0
134,4.90527477843843,2,4,1,4,1,0.6931471805599453,1,0,1,1,1,1,1,10,1,1,202.0
684,6.529418838262226,0,4,5,4,4,1.6094379124341003,1,1,1,4,4,4,2,9,4,1,1030.0
1046,6.953684210870537,2,1,3,6,21,3.091042453358316,1,0,0,1,0,1,13,0,1,0,1590.0
208,5.342334251964811,1,3,5,8,22,3.1354942159291497,1,1,1,2,1,2,1,18,2,0,334.0
744,6.61338421837956,0,4,2,4,46,3.8501476017100584,1,1,1,1,4,6,3,9,2,0,1162.0
262,5.572154032177765,1,2,3,2,23,3.1780538303479458,1,0,2,3,2,3,16,0,1,0,416.0
926,6.831953565565855,2,1,2,6,29,3.4011973816621555,1,0,2,4,1,9,3,19,1,0,1418.0
434,6.075346031088684,2,4,0,4,25,3.258096538021482,1,0,1,0,4,5,0,11,1,0,676.0
456,6.124683390894205,0,1,1,6,40,3.713572066704308,1,1,1,0,5,0,8,10,8,0,724.0
466,6.1463292576688975,1,1,4,6,41,3.7376696182833684,1,0,2,1,6,1,4,18,1,0,740.0
488,6.192362489474872,2,3,5,8,47,3.871201010907891,1,0,2,2,5,7,4,1,1,0,779.0
344,5.84354441703136,2,4,1,4,43,3.784189633918261,1,0,1,3,1,3,15,2,43,1,559.0
522,6.259581464064923,0,2,4,2,49,3.912023005428146,1,0,1,4,0,9,15,17,1,0,832.0
104,4.653960350157523,2,4,6,4,4,1.6094379124341003,1,1,1,4,4,4,10,9,4,1,160.0
626,6.440946540632921,2,1,3,6,35,3.58351893845611,1,0,2,0,0,5,10,14,1,0,974.0
406,6.008813185442595,1,1,0,6,18,2.9444389791664403,1,1,0,3,4,8,19,9,2,0,627.0
1074,6.980075940561763,0,4,3,4,13,2.6390573296152584,1,0,1,3,6,3,1,1,1,0,1624.0
630,6.447305862541213,0,0,0,0,8,2.1972245773362196,1,1,2,3,1,8,5,6,2,0,953.0
936,6.842683282238422,0,1,5,6,16,2.833213344056216,1,1,1,1,2,6,1,17,8,0,1420.0
258,5.556828061699537,0,3,6,8,36,3.6109179126442243,1,1,0,1,1,6,6,17,6,0,423.0
286,5.659482215759621,1,1,6,6,47,3.871201010907891,1,0,2,2,5,7,9,3,1,0,476.0
1052,6.959398512133975,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,0,4,1,1,1579.0
228,5.43372200355424,0,3,4,8,2,1.0986122886681098,1,1,2,2,2,2,0,0,2,1,344.0
1044,6.951772164398911,0,4,1,4,14,2.70805020110221,1,1,2,4,0,4,16,13,2,0,1580.0
338,5.82600010738045,2,3,2,8,9,2.302585092994046,1,0,0,4,2,9,2,13,1,0,516.0
346,5.849324779946859,1,1,3,6,45,3.828641396489095,1,0,0,0,3,5,3,9,1,0,564.0
1138,7.037905963447182,1,3,4,8,28,3.367295829986474,1,1,1,3,0,8,18,0,2,0,1735.0
748,6.618738983517219,1,3,6,8,34,3.5553480614894135,1,1,1,4,6,4,1,2,34,1,1156.0
424,6.052089168924417,1,4,4,4,47,3.871201010907891,1,0,2,2,5,7,11,9,1,0,683.0
1042,6.949856455000773,1,2,6,2,12,2.5649493574615367,1,1,0,2,5,2,17,14,2,0,1575.0
594,6.38856140554563,0,4,6,4,25,3.258096538021482,1,0,1,0,4,5,16,18,1,0,916.0
484,6.184148890937483,1,4,1,4,27,3.332204510175204,1,0,0,2,6,7,12,6,1,0,753.0
1120,7.02197642307216,1,0,0,0,32,3.4965075614664802,1,1,2,2,4,2,16,15,32,1,1712.0
530,6.274762021241939,2,0,5,0,37,3.6375861597263857,1,0,1,2,2,7,7,11,1,0,832.0
692,6.541029999189903,2,2,6,2,36,3.6109179126442243,1,1,0,1,1,6,2,6,4,0,1074.0
352,5.8664680569332965,1,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,6,14,1,0,531.0
278,5.631211781821365,2,3,5,8,43,3.784189633918261,1,0,1,3,1,3,10,8,1,0,460.0
778,6.658011045870748,1,3,1,8,27,3.332204510175204,1,0,0,2,6,7,10,2,1,0,1194.0
1132,7.0326242610280065,1,2,5,2,46,3.8501476017100584,1,1,1,1,4,6,19,0,2,0,1744.0
306,5.726847747587197,0,1,5,6,44,3.8066624897703196,1,1,2,4,2,4,16,7,2,0,503.0
972,6.880384082186005,0,2,6,2,32,3.4965075614664802,1,1,2,2,4,2,13,17,4,0,1490.0
622,6.434546518787453,1,2,6,2,23,3.1780538303479458,1,0,2,3,2,3,1,13,1,0,956.0
566,6.340359303727752,2,1,6,6,42,3.7612001156935624,1,1,0,2,0,2,3,3,2,0,891.0
1110,7.01301578963963,0,0,4,0,31,3.4657359027997265,1,0,1,1,3,1,16,6,1,0,1696.0
392,5.973809611869261,2,2,0,2,42,3.7612001156935624,1,1,0,2,0,2,16,8,14,0,630.0
344,5.84354441703136,2,4,1,4,50,3.9318256327243257,1,1,2,0,1,0,18,6,2,0,566.0
1172,7.067319848653476,2,2,3,2,0,0.0,0,1,0,0,0,0,5,15,1172,0,1758.0
776,6.655440350367647,2,1,6,6,34,3.5553480614894135,1,1,1,4,6,4,15,12,2,0,1198.0
378,5.937536205082426,0,3,0,8,5,1.791759469228055,1,0,2,0,5,5,1,1,1,0,572.0
660,6.493753839851686,0,0,2,0,28,3.367295829986474,1,1,1,3,0,8,14,2,4,0,1018.0
588,6.3784261836515865,0,3,0,8,47,3.871201010907891,1,0,2,2,5,7,4,11,1,0,929.0
962,6.870053411798126,2,2,3,2,12,2.5649493574615367,1,1,0,2,5,2,14,4,2,0,1455.0
720,6.580639137284949,0,0,6,0,13,2.6390573296152584,1,0,1,3,6,3,15,8,1,0,1093.0
212,5.3612921657094255,2,2,2,2,39,3.6888794541139363,1,0,0,4,4,9,8,9,1,0,357.0
970,6.878326468291325,1,0,4,0,43,3.784189633918261,1,0,1,3,1,3,16,15,1,0,1498.0
984,6.892641641172089,0,4,4,4,27,3.332204510175204,1,0,0,2,6,7,11,8,3,0,1503.0
454,6.12029741895095,1,4,6,4,42,3.7612001156935624,1,1,0,2,0,2,4,19,2,0,723.0
200,5.303304908059076,2,0,4,0,17,2.8903717578961645,1,0,2,2,3,7,19,1,1,0,317.0
318,5.765191102784844,0,3,3,8,48,3.8918202981106265,1,1,0,3,6,8,3,14,6,0,525.0
260,5.564520407322694,2,0,1,0,28,3.367295829986474,1,1,1,3,0,8,16,13,4,0,418.0
592,6.385194398997726,1,2,4,2,23,3.1780538303479458,1,0,2,3,2,3,11,12,1,0,911.0
530,6.274762021241939,2,0,5,0,13,2.6390573296152584,1,0,1,3,6,3,13,3,1,0,808.0
806,6.693323668269949,2,1,1,6,14,2.70805020110221,1,1,2,4,0,4,3,5,2,0,1223.0
1008,6.9167150203536085,0,3,0,8,17,2.8903717578961645,1,0,2,2,3,7,10,18,1,0,1529.0
1180,7.074116816197362,1,0,4,0,41,3.7376696182833684,1,0,2,1,6,1,17,7,1,0,1811.0
1028,6.9363427358340495,2,3,6,8,46,3.8501476017100584,1,1,1,1,4,6,18,3,2,0,1588.0
702,6.555356891810665,0,2,2,2,18,2.9444389791664403,1,1,0,3,4,8,13,8,18,1,1071.0
380,5.942799375126701,2,0,2,0,13,2.6390573296152584,1,0,1,3,6,3,11,2,1,0,583.0
1046,6.953684210870537,2,1,3,6,20,3.044522437723423,1,1,2,0,6,0,15,3,2,0,1589.0
548,6.3080984415095305,2,3,2,8,43,3.784189633918261,1,0,1,3,1,3,9,6,1,0,865.0
890,6.792344427470809,2,0,1,0,3,1.3862943611198906,1,0,0,3,3,3,11,6,1,0,1338.0
258,5.556828061699537,0,3,6,8,41,3.7376696182833684,1,0,2,1,6,1,3,19,1,0,428.0
672,6.511745329644728,0,2,0,2,5,1.791759469228055,1,0,2,0,5,5,11,8,1,0,1013.0
1026,6.934397209928558,0,1,4,6,34,3.5553480614894135,1,1,1,4,6,4,13,9,2,0,1573.0
494,6.20455776256869,2,4,4,4,23,3.1780538303479458,1,0,2,3,2,3,5,16,1,0,764.0
716,6.57507584059962,2,1,2,6,3,1.3862943611198906,1,0,0,3,3,3,4,1,1,0,1077.0
828,6.720220155135295,0,3,2,8,28,3.367295829986474,1,1,1,3,0,8,10,5,4,0,1270.0
1008,6.9167150203536085,0,3,0,8,15,2.772588722239781,1,0,0,0,1,5,2,14,3,0,1527.0
964,6.872128101338986,1,4,5,4,48,3.8918202981106265,1,1,0,3,6,8,14,17,4,0,1494.0
132,4.890349128221754,0,2,6,2,24,3.2188758248682006,1,1,0,4,3,4,5,15,12,0,222.0
1004,6.912742820493176,2,4,3,4,31,3.4657359027997265,1,0,1,1,3,1,3,5,1,0,1537.0
618,6.428105272684596,0,3,2,8,42,3.7612001156935624,1,1,0,2,0,2,17,5,6,0,969.0
406,6.008813185442595,1,1,0,6,20,3.044522437723423,1,1,2,0,6,0,1,9,2,0,629.0
374,5.926926025970411,2,4,3,4,0,0.0,0,1,0,0,0,0,4,9,374,0,561.0
286,5.659482215759621,1,1,6,6,29,3.4011973816621555,1,0,2,4,1,9,8,11,1,0,458.0
1100,7.00397413672268,2,0,1,0,29,3.4011973816621555,1,0,2,4,1,9,7,19,1,0,1679.0
632,6.450470422144176,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,7,4,2,0,954.0
328,5.796057750765372,1,3,6,8,4,1.6094379124341003,1,1,1,4,4,4,5,1,4,1,496.0
216,5.37989735354046,0,1,6,6,5,1.791759469228055,1,0,2,0,5,5,6,3,1,0,329.0
282,5.645446897643238,0,2,2,2,12,2.5649493574615367,1,1,0,2,5,2,1,6,6,0,435.0
1184,7.077498053569231,2,4,1,4,15,2.772588722239781,1,0,0,0,1,5,11,2,1,0,1791.0
810,6.698268054115413,0,0,5,0,25,3.258096538021482,1,0,1,0,4,5,11,3,5,0,1240.0
480,6.175867270105761,0,0,4,0,40,3.713572066704308,1,1,1,0,5,0,5,6,40,1,760.0
1098,7.002155954403621,0,3,6,8,27,3.332204510175204,1,0,0,2,6,7,19,4,9,0,1674.0
1098,7.002155954403621,0,3,6,8,41,3.7376696182833684,1,0,2,1,6,1,18,2,1,0,1688.0
762,6.637258031284457,0,2,6,2,49,3.912023005428146,1,0,1,4,0,9,16,6,1,0,1192.0
1080,6.985641817639208,0,0,2,0,3,1.3862943611198906,1,0,0,3,3,3,11,18,3,1,1623.0
902,6.805722553416985,2,2,6,2,8,2.1972245773362196,1,1,2,3,1,8,18,2,2,0,1361.0
858,6.755768921984255,0,3,4,8,31,3.4657359027997265,1,0,1,1,3,1,0,19,1,0,1318.0
478,6.171700597410915,1,3,2,8,9,2.302585092994046,1,0,0,4,2,9,15,0,1,0,726.0
1010,6.918695219020472,2,0,2,0,8,2.1972245773362196,1,1,2,3,1,8,19,10,2,0,1523.0
918,6.823286122355687,0,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,6,5,2,1,1379.0
