slot_person_name,slot_years_ahead,slot_years_ahead_abs_log1p,slot_years_ahead_is_even,slot_years_ahead_mod3,slot_years_ahead_mod5,slot_years_ahead_mod7,slot_years_ahead_mod10,slot_future_age,slot_future_age_abs_log1p,slot_future_age_is_even,slot_future_age_mod3,slot_future_age_mod5,slot_future_age_mod7,slot_future_age_mod10,slot_k,slot_k_abs_log1p,slot_k_is_even,slot_k_mod3,slot_k_mod5,slot_k_mod7,slot_k_mod10,gcd_all,n_multiple_pairs,y
7,10,2.3978952727983707,1,1,0,3,0,42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,2,1,160.0
9,16,2.833213344056216,1,1,1,2,6,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,1,0,68.0
7,9,2.302585092994046,0,0,4,2,9,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,1,0,12.0
6,6,1.9459101490553132,1,0,1,6,6,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,2,2,40.0
7,37,3.6375861597263857,0,1,2,2,7,73,4.30406509320417,0,1,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,144.0
7,21,3.091042453358316,0,0,1,0,1,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,1,0,140.0
7,25,3.258096538021482,0,1,0,4,5,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,1,0,12.0
1,1,0.6931471805599453,0,1,1,1,1,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,1,2,48.0
3,8,2.1972245773362196,1,2,3,1,8,34,3.5553480614894135,1,1,4,6,4,3,1.3862943611198906,0,0,3,3,3,1,0,52.0
2,11,2.4849066497880004,0,2,1,4,1,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,1,0,156.0
1,22,3.1354942159291497,1,1,2,1,2,67,4.219507705176107,0,1,2,4,7,3,1.3862943611198906,0,0,3,3,3,1,0,90.0
4,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,1,22.0
7,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,1,1,115.0
3,23,3.1780538303479458,0,2,3,2,3,80,4.394449154672439,1,2,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,0,285.0
3,24,3.2188758248682006,1,0,4,3,4,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,1,1,32.0
9,40,3.713572066704308,1,1,0,5,0,67,4.219507705176107,0,1,2,4,7,2,1.0986122886681098,1,2,2,2,2,1,1,27.0
4,23,3.1780538303479458,0,2,3,2,3,41,3.7376696182833684,0,2,1,6,1,6,1.9459101490553132,1,0,1,6,6,1,0,90.0
0,20,3.044522437723423,1,2,0,6,0,69,4.248495242049359,0,0,4,6,9,6,1.9459101490553132,1,0,1,6,6,1,0,245.0
8,30,3.4339872044851463,1,0,0,2,0,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,1,1,16.0
5,23,3.1780538303479458,0,2,3,2,3,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,1,1,39.0
1,28,3.367295829986474,1,1,3,0,8,52,3.970291913552122,1,1,2,3,2,5,1.791759469228055,0,2,0,5,5,1,0,96.0
1,34,3.5553480614894135,1,1,4,6,4,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,1,0,40.0
9,20,3.044522437723423,1,2,0,6,0,59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,1,0,78.0
1,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,1,16.0
0,7,2.0794415416798357,0,1,2,0,7,37,3.6375861597263857,0,1,2,2,7,6,1.9459101490553132,1,0,1,6,6,1,0,150.0
9,13,2.6390573296152584,0,1,3,6,3,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,1,1,15.0
2,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,2,18.0
2,21,3.091042453358316,0,0,1,0,1,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,3,1,195.0
7,37,3.6375861597263857,0,1,2,2,7,84,4.442651256490317,1,0,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,188.0
7,38,3.6635616461296463,1,2,3,3,8,97,4.584967478670572,0,1,2,6,7,3,1.3862943611198906,0,0,3,3,3,1,0,118.0
4,37,3.6375861597263857,0,1,2,2,7,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,1,0,14.0
7,5,1.791759469228055,0,2,0,5,5,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,1,1,33.0
5,9,2.302585092994046,0,0,4,2,9,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,3,1,285.0
6,12,2.5649493574615367,1,0,2,5,2,71,4.276666119016055,0,2,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,1,177.0
4,31,3.4657359027997265,0,1,1,3,1,82,4.418840607796598,1,1,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,204.0
8,4,1.6094379124341003,1,1,4,4,4,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,1,1,82.0
6,9,2.302585092994046,0,0,4,2,9,55,4.02535169073515,0,1,0,6,5,2,1.0986122886681098,1,2,2,2,2,1,0,46.0
3,17,2.8903717578961645,0,2,2,3,7,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,1,0,36.0
6,29,3.4011973816621555,0,2,4,1,9,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,1,0,72.0
9,14,2.70805020110221,1,2,4,0,4,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,1,0,22.0
8,1,0.6931471805599453,0,1,1,1,1,35,3.58351893845611,0,2,0,0,5,2,1.0986122886681098,1,2,2,2,2,1,2,34.0
2,7,2.0794415416798357,0,1,2,0,7,61,4.127134385045092,0,1,1,5,1,6,1.9459101490553132,1,0,1,6,6,1,0,270.0
9,27,3.332204510175204,0,0,2,6,7,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,1,135.0
6,16,2.833213344056216,1,1,1,2,6,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,1,0,68.0
4,33,3.5263605246161616,0,0,3,5,3,81,4.406719247264253,0,0,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,48.0
6,26,3.295836866004329,1,2,1,5,6,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,1,0,18.0
9,20,3.044522437723423,1,2,0,6,0,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,5,2,180.0
6,8,2.1972245773362196,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,1,0,125.0
1,29,3.4011973816621555,0,2,4,1,9,57,4.060443010546419,0,0,2,1,7,4,1.6094379124341003,1,1,4,4,4,1,0,84.0
7,12,2.5649493574615367,1,0,2,5,2,61,4.127134385045092,0,1,1,5,1,4,1.6094379124341003,1,1,4,4,4,1,1,147.0
8,31,3.4657359027997265,0,1,1,3,1,55,4.02535169073515,0,1,0,6,5,6,1.9459101490553132,1,0,1,6,6,1,0,120.0
7,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,0,69.0
5,10,2.3978952727983707,1,1,0,3,0,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,2,0,144.0
2,1,0.6931471805599453,0,1,1,1,1,43,3.784189633918261,0,1,3,1,3,6,1.9459101490553132,1,0,1,6,6,1,2,210.0
8,24,3.2188758248682006,1,0,4,3,4,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,6,3,120.0
4,31,3.4657359027997265,0,1,1,3,1,79,4.382026634673881,0,1,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,0,48.0
4,22,3.1354942159291497,1,1,2,1,2,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,1,0,39.0
4,1,0.6931471805599453,0,1,1,1,1,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,2,24.0
6,23,3.1780538303479458,0,2,3,2,3,53,3.9889840465642745,0,2,3,4,3,4,1.6094379124341003,1,1,4,4,4,1,0,90.0
8,8,2.1972245773362196,1,2,3,1,8,34,3.5553480614894135,1,1,4,6,4,3,1.3862943611198906,0,0,3,3,3,1,0,52.0
0,13,2.6390573296152584,0,1,3,6,3,41,3.7376696182833684,0,2,1,6,1,3,1.3862943611198906,0,0,3,3,3,1,0,56.0
7,10,2.3978952727983707,1,1,0,3,0,67,4.219507705176107,0,1,2,4,7,4,1.6094379124341003,1,1,4,4,4,1,0,171.0
4,29,3.4011973816621555,0,2,4,1,9,88,4.48863636973214,1,1,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,1,59.0
3,29,3.4011973816621555,0,2,4,1,9,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,1,0,18.0
6,29,3.4011973816621555,0,2,4,1,9,63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,1,0,136.0
0,33,3.5263605246161616,0,0,3,5,3,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,1,1,128.0
7,14,2.70805020110221,1,2,4,0,4,57,4.060443010546419,0,0,2,1,7,6,1.9459101490553132,1,0,1,6,6,1,0,215.0
4,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,1,0,60.0
3,5,1.791759469228055,0,2,0,5,5,41,3.7376696182833684,0,2,1,6,1,6,1.9459101490553132,1,0,1,6,6,1,0,180.0
6,23,3.1780538303479458,0,2,3,2,3,49,3.912023005428146,0,1,4,0,9,3,1.3862943611198906,0,0,3,3,3,1,0,52.0
1,18,2.9444389791664403,1,0,3,4,8,77,4.356708826689592,0,2,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,236.0
0,35,3.58351893845611,0,2,0,0,5,62,4.143134726391533,1,2,2,6,2,2,1.0986122886681098,1,2,2,2,2,1,1,27.0
3,40,3.713572066704308,1,1,0,5,0,73,4.30406509320417,0,1,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,33.0
0,16,2.833213344056216,1,1,1,2,6,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,1,1,136.0
3,18,2.9444389791664403,1,0,3,4,8,59,4.0943445622221,0,2,4,3,9,5,1.791759469228055,0,2,0,5,5,1,0,164.0
5,18,2.9444389791664403,1,0,3,4,8,73,4.30406509320417,0,1,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0,165.0
2,17,2.8903717578961645,0,2,2,3,7,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,1,0,46.0
9,37,3.6375861597263857,0,1,2,2,7,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,1,1,21.0
4,37,3.6375861597263857,0,1,2,2,7,71,4.276666119016055,0,2,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,34.0
8,37,3.6375861597263857,0,1,2,2,7,94,4.553876891600541,1,1,4,3,4,2,1.0986122886681098,1,2,2,2,2,1,1,57.0
9,15,2.772588722239781,0,0,0,1,5,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,1,1,132.0
3,12,2.5649493574615367,1,0,2,5,2,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,1,1,52.0
1,11,2.4849066497880004,0,2,1,4,1,69,4.248495242049359,0,0,4,6,9,4,1.6094379124341003,1,1,4,4,4,1,0,174.0
3,39,3.6888794541139363,0,0,4,4,9,92,4.532599493153256,1,2,2,1,2,5,1.791759469228055,0,2,0,5,5,1,0,212.0
8,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,1,0,14.0
0,20,3.044522437723423,1,2,0,6,0,74,4.31748811353631,1,2,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,2,54.0
7,23,3.1780538303479458,0,2,3,2,3,59,4.0943445622221,0,2,4,3,9,5,1.791759469228055,0,2,0,5,5,1,0,144.0
2,20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,4,2,12.0
9,10,2.3978952727983707,1,1,0,3,0,61,4.127134385045092,0,1,1,5,1,6,1.9459101490553132,1,0,1,6,6,1,0,255.0
6,32,3.4965075614664802,1,2,2,4,2,52,3.970291913552122,1,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,2,0,100.0
0,30,3.4339872044851463,1,0,0,2,0,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,1,1,11.0
2,4,1.6094379124341003,1,1,4,4,4,37,3.6375861597263857,0,1,2,2,7,3,1.3862943611198906,0,0,3,3,3,1,0,66.0
3,32,3.4965075614664802,1,2,2,4,2,43,3.784189633918261,0,1,3,1,3,6,1.9459101490553132,1,0,1,6,6,1,0,55.0
5,29,3.4011973816621555,0,2,4,1,9,87,4.477336814478207,0,0,2,3,7,5,1.791759469228055,0,2,0,5,5,1,1,232.0
9,33,3.5263605246161616,0,0,3,5,3,63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,1,0,120.0
5,35,3.58351893845611,0,2,0,0,5,74,4.31748811353631,1,2,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,78.0
5,8,2.1972245773362196,1,2,3,1,8,52,3.970291913552122,1,1,2,3,2,3,1.3862943611198906,0,0,3,3,3,1,0,88.0
0,27,3.332204510175204,0,0,2,6,7,68,4.23410650459726,1,2,3,5,8,2,1.0986122886681098,1,2,2,2,2,1,1,41.0
6,24,3.2188758248682006,1,0,4,3,4,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,3,2,30.0
1,27,3.332204510175204,0,0,2,6,7,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,1,1,112.0
1,28,3.367295829986474,1,1,3,0,8,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,2,2,16.0
1,6,1.9459101490553132,1,0,1,6,6,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,1,0,75.0
0,13,2.6390573296152584,0,1,3,6,3,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,1,0,74.0
1,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,0,22.0
6,21,3.091042453358316,0,0,1,0,1,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,1,0,85.0
7,35,3.58351893845611,0,2,0,0,5,57,4.060443010546419,0,0,2,1,7,2,1.0986122886681098,1,2,2,2,2,1,0,22.0
5,9,2.302585092994046,0,0,4,2,9,46,3.8501476017100584,1,1,1,4,6,5,1.791759469228055,0,2,0,5,5,1,0,148.0
9,9,2.302585092994046,0,0,4,2,9,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,1,0,87.0
5,33,3.5263605246161616,0,0,3,5,3,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,3,1,75.0
7,28,3.367295829986474,1,1,3,0,8,57,4.060443010546419,0,0,2,1,7,3,1.3862943611198906,0,0,3,3,3,1,1,58.0
9,16,2.833213344056216,1,1,1,2,6,57,4.060443010546419,0,0,2,1,7,2,1.0986122886681098,1,2,2,2,2,1,1,41.0
7,6,1.9459101490553132,1,0,1,6,6,54,4.007333185232471,1,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,6,3,240.0
0,38,3.6635616461296463,1,2,3,3,8,59,4.0943445622221,0,2,4,3,9,6,1.9459101490553132,1,0,1,6,6,1,0,105.0
4,6,1.9459101490553132,1,0,1,6,6,52,3.970291913552122,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,2,1,138.0
4,8,2.1972245773362196,1,2,3,1,8,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,1,1,62.0
8,24,3.2188758248682006,1,0,4,3,4,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,0,2,0,5,5,1,0,36.0
4,16,2.833213344056216,1,1,1,2,6,49,3.912023005428146,0,1,4,0,9,2,1.0986122886681098,1,2,2,2,2,1,1,33.0
0,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,1,0,56.0
7,9,2.302585092994046,0,0,4,2,9,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,1,0,152.0
3,17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,1,0,30.0
3,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,1,20.0
3,40,3.713572066704308,1,1,0,5,0,99,4.605170185988092,0,0,4,1,9,6,1.9459101490553132,1,0,1,6,6,1,0,295.0
4,14,2.70805020110221,1,2,4,0,4,72,4.290459441148391,1,0,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0,232.0
7,38,3.6635616461296463,1,2,3,3,8,67,4.219507705176107,0,1,2,4,7,4,1.6094379124341003,1,1,4,4,4,1,0,87.0
5,24,3.2188758248682006,1,0,4,3,4,80,4.394449154672439,1,2,0,3,0,5,1.791759469228055,0,2,0,5,5,1,1,224.0
0,9,2.302585092994046,0,0,4,2,9,66,4.204692619390966,1,0,1,3,6,2,1.0986122886681098,1,2,2,2,2,1,1,57.0
0,5,1.791759469228055,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,1,0,34.0
7,20,3.044522437723423,1,2,0,6,0,80,4.394449154672439,1,2,0,3,0,6,1.9459101490553132,1,0,1,6,6,2,1,300.0
6,31,3.4657359027997265,0,1,1,3,1,79,4.382026634673881,0,1,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,144.0
9,26,3.295836866004329,1,2,1,5,6,53,3.9889840465642745,0,2,3,4,3,5,1.791759469228055,0,2,0,5,5,1,0,108.0
2,35,3.58351893845611,0,2,0,0,5,69,4.248495242049359,0,0,4,6,9,3,1.3862943611198906,0,0,3,3,3,1,1,68.0
6,25,3.258096538021482,0,1,0,4,5,61,4.127134385045092,0,1,1,5,1,2,1.0986122886681098,1,2,2,2,2,1,0,36.0
3,27,3.332204510175204,0,0,2,6,7,84,4.442651256490317,1,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,1,171.0
6,26,3.295836866004329,1,2,1,5,6,59,4.0943445622221,0,2,4,3,9,2,1.0986122886681098,1,2,2,2,2,1,1,33.0
5,7,2.0794415416798357,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,1,1,196.0
8,2,1.0986122886681098,1,2,2,2,2,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,1,1,81.0
8,27,3.332204510175204,0,0,2,6,7,86,4.465908118654584,1,2,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,0,177.0
1,11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,1,1,3.0
3,15,2.772588722239781,0,0,0,1,5,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,1,0,55.0
0,16,2.833213344056216,1,1,1,2,6,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,1,1,76.0
2,20,3.044522437723423,1,2,0,6,0,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,1,12.0
8,14,2.70805020110221,1,2,4,0,4,74,4.31748811353631,1,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,0,180.0
1,27,3.332204510175204,0,0,2,6,7,68,4.23410650459726,1,2,3,5,8,3,1.3862943611198906,0,0,3,3,3,1,1,82.0
9,8,2.1972245773362196,1,2,3,1,8,63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,1,0,220.0
5,1,0.6931471805599453,0,1,1,1,1,61,4.127134385045092,0,1,1,5,1,2,1.0986122886681098,1,2,2,2,2,1,2,60.0
2,17,2.8903717578961645,0,2,2,3,7,52,3.970291913552122,1,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,1,0,175.0
7,16,2.833213344056216,1,1,1,2,6,53,3.9889840465642745,0,2,3,4,3,5,1.791759469228055,0,2,0,5,5,1,0,148.0
9,15,2.772588722239781,0,0,0,1,5,52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,1,1,37.0
8,27,3.332204510175204,0,0,2,6,7,82,4.418840607796598,1,1,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,0,275.0
3,26,3.295836866004329,1,2,1,5,6,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,1,0,87.0
8,38,3.6635616461296463,1,2,3,3,8,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1,102.0
6,23,3.1780538303479458,0,2,3,2,3,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,1,1,215.0
8,35,3.58351893845611,0,2,0,0,5,87,4.477336814478207,0,0,2,3,7,6,1.9459101490553132,1,0,1,6,6,1,0,260.0
4,9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,1,0,25.0
5,4,1.6094379124341003,1,1,4,4,4,37,3.6375861597263857,0,1,2,2,7,6,1.9459101490553132,1,0,1,6,6,1,0,165.0
9,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,1,1,40.0
1,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,1,1,60.0
9,1,0.6931471805599453,0,1,1,1,1,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,0,5,5,1,2,148.0
8,11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,0,10.0
8,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,1,1,48.0
1,15,2.772588722239781,0,0,0,1,5,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,1,0,170.0
3,34,3.5553480614894135,1,1,4,6,4,84,4.442651256490317,1,0,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,1,100.0
9,11,2.4849066497880004,0,2,1,4,1,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,1,0,128.0
4,4,1.6094379124341003,1,1,4,4,4,62,4.143134726391533,1,2,2,6,2,4,1.6094379124341003,1,1,4,4,4,2,1,174.0
2,38,3.6635616461296463,1,2,3,3,8,62,4.143134726391533,1,2,2,6,2,2,1.0986122886681098,1,2,2,2,2,2,2,24.0
6,14,2.70805020110221,1,2,4,0,4,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,2,0,72.0
9,37,3.6375861597263857,0,1,2,2,7,76,4.343805421853684,1,1,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0,195.0
8,23,3.1780538303479458,0,2,3,2,3,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,1,0,45.0
1,21,3.091042453358316,0,0,1,0,1,67,4.219507705176107,0,1,2,4,7,5,1.791759469228055,0,2,0,5,5,1,0,184.0
9,7,2.0794415416798357,0,1,2,0,7,51,3.9512437185814275,0,0,1,2,1,2,1.0986122886681098,1,2,2,2,2,1,0,44.0
7,30,3.4339872044851463,1,0,0,2,0,59,4.0943445622221,0,2,4,3,9,4,1.6094379124341003,1,1,4,4,4,1,0,87.0
8,16,2.833213344056216,1,1,1,2,6,73,4.30406509320417,0,1,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,57.0
6,28,3.367295829986474,1,1,3,0,8,71,4.276666119016055,0,2,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,0,86.0
9,40,3.713572066704308,1,1,0,5,0,75,4.330733340286331,0,0,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,70.0
5,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,1,0,45.0
9,24,3.2188758248682006,1,0,4,3,4,82,4.418840607796598,1,1,2,5,2,6,1.9459101490553132,1,0,1,6,6,2,1,290.0
2,6,1.9459101490553132,1,0,1,6,6,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,1,1,192.0
1,9,2.302585092994046,0,0,4,2,9,69,4.248495242049359,0,0,4,6,9,4,1.6094379124341003,1,1,4,4,4,1,0,180.0
1,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,1,1,96.0
2,25,3.258096538021482,0,1,0,4,5,73,4.30406509320417,0,1,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,192.0
5,6,1.9459101490553132,1,0,1,6,6,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,2,0,156.0
3,36,3.6109179126442243,1,0,1,1,6,74,4.31748811353631,1,2,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,152.0
8,9,2.302585092994046,0,0,4,2,9,67,4.219507705176107,0,1,2,4,7,3,1.3862943611198906,0,0,3,3,3,1,1,116.0
5,37,3.6375861597263857,0,1,2,2,7,59,4.0943445622221,0,2,4,3,9,5,1.791759469228055,0,2,0,5,5,1,0,88.0
6,10,2.3978952727983707,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,5,2,140.0
8,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,1,12.0
5,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,2,3,230.0
2,26,3.295836866004329,1,2,1,5,6,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,2,0,12.0
0,8,2.1972245773362196,1,2,3,1,8,42,3.7612001156935624,1,0,2,0,2,5,1.791759469228055,0,2,0,5,5,1,0,136.0
1,27,3.332204510175204,0,0,2,6,7,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,1,1,152.0
3,38,3.6635616461296463,1,2,3,3,8,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,1,1,68.0
