slot_person,slot_object,slot_place,slot_level_term,slot_floors,slot_floors_abs_log1p,slot_floors_is_even,slot_floors_mod3,slot_floors_mod5,slot_floors_mod7,slot_floors_mod10,slot_height_per_floor,slot_height_per_floor_abs_log1p,slot_height_per_floor_is_even,slot_height_per_floor_mod3,slot_height_per_floor_mod5,slot_height_per_floor_mod7,slot_height_per_floor_mod10,slot_unit,slot_ratio_numer,slot_ratio_numer_abs_log1p,slot_ratio_numer_is_even,slot_ratio_numer_mod3,slot_ratio_numer_mod5,slot_ratio_numer_mod7,slot_ratio_numer_mod10,slot_ratio_denom,slot_ratio_denom_abs_log1p,slot_ratio_denom_is_even,slot_ratio_denom_mod3,slot_ratio_denom_mod5,slot_ratio_denom_mod7,slot_ratio_denom_mod10,slot_bounce_count,slot_bounce_count_abs_log1p,slot_bounce_count_is_even,slot_bounce_count_mod3,slot_bounce_count_mod5,slot_bounce_count_mod7,slot_bounce_count_mod10,n_multiple_pairs,y
7,3,0,0,3,1.3862943611198906,0,0,3,3,3,44,3.8066624897703196,1,2,4,2,4,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,33.0
2,4,0,0,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,8,240.0
1,2,3,0,5,1.791759469228055,0,2,0,5,5,160,5.081404364984463,1,1,0,6,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,450.0
7,2,1,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,10,20.0
1,4,2,0,4,1.6094379124341003,1,1,4,4,4,80,4.394449154672439,1,2,0,3,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,40.0
2,3,2,0,4,1.6094379124341003,1,1,4,4,4,200,5.303304908059076,1,2,0,4,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,512.0
0,3,4,1,6,1.9459101490553132,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,72.0
1,0,5,2,3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,0,6,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,99.0
4,4,1,0,3,1.3862943611198906,0,0,3,3,3,99,4.605170185988092,0,0,4,1,9,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,132.0
1,1,1,1,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,20.0
2,3,5,0,6,1.9459101490553132,1,0,1,6,6,28,3.367295829986474,1,1,3,0,8,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,42.0
0,3,0,2,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,120.0
2,3,1,2,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,36.0
3,4,2,2,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,30.0
6,4,5,0,4,1.6094379124341003,1,1,4,4,4,75,4.330733340286331,0,0,0,5,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,108.0
6,0,2,2,5,1.791759469228055,0,2,0,5,5,1375,7.226936018493289,0,1,0,3,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1485.0
1,1,0,2,5,1.791759469228055,0,2,0,5,5,750,6.621405651764134,1,0,0,1,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,6,810.0
3,3,0,2,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,1,0,3,6,8,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,48.0
3,3,0,1,6,1.9459101490553132,1,0,1,6,6,1125,7.026426808699636,0,0,0,5,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,3456.0
7,1,4,1,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,15.0
1,2,3,1,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,18.0
0,3,2,2,3,1.3862943611198906,0,0,3,3,3,512,6.240275845170769,1,2,2,1,2,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,648.0
6,1,4,1,5,1.791759469228055,0,2,0,5,5,256,5.54907608489522,1,1,1,4,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,540.0
6,1,2,0,2,1.0986122886681098,1,2,2,2,2,640,6.46302945692067,1,1,0,3,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,540.0
2,0,4,0,4,1.6094379124341003,1,1,4,4,4,1500,7.313886831633462,1,0,0,2,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1296.0
1,3,2,1,5,1.791759469228055,0,2,0,5,5,64,4.174387269895637,1,1,4,1,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,40.0
5,1,4,2,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,75.0
3,3,5,2,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,7,30.0
1,0,0,2,6,1.9459101490553132,1,0,1,6,6,44,3.8066624897703196,1,2,4,2,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,198.0
5,4,2,2,3,1.3862943611198906,0,0,3,3,3,72,4.290459441148391,1,0,2,2,2,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,6,96.0
4,2,4,1,4,1.6094379124341003,1,1,4,4,4,125,4.836281906951478,0,2,0,6,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,320.0
0,1,2,1,2,1.0986122886681098,1,2,2,2,2,875,6.775366090936392,0,2,0,0,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,378.0
5,1,0,2,5,1.791759469228055,0,2,0,5,5,1375,7.226936018493289,0,1,0,3,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1485.0
6,1,5,1,3,1.3862943611198906,0,0,3,3,3,35,3.58351893845611,0,2,0,0,5,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,84.0
2,0,3,1,3,1.3862943611198906,0,0,3,3,3,243,5.497168225293202,0,0,3,5,3,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,216.0
1,2,4,0,4,1.6094379124341003,1,1,4,4,4,175,5.170483995038151,0,1,0,0,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,252.0
7,4,1,1,5,1.791759469228055,0,2,0,5,5,162,5.093750200806762,1,0,2,1,2,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,240.0
3,0,2,0,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,36.0
6,1,3,2,6,1.9459101490553132,1,0,1,6,6,162,5.093750200806762,1,0,2,1,2,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,8,288.0
7,4,2,0,5,1.791759469228055,0,2,0,5,5,1250,7.1316985104669115,1,2,0,4,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,3200.0
3,2,3,2,5,1.791759469228055,0,2,0,5,5,216,5.37989735354046,1,0,1,6,6,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,320.0
3,1,1,2,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,9,18.0
1,3,4,0,3,1.3862943611198906,0,0,3,3,3,60,4.110873864173311,1,0,0,4,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,144.0
2,1,5,2,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,8,96.0
7,3,5,2,6,1.9459101490553132,1,0,1,6,6,275,5.62040086571715,0,2,0,2,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1056.0
6,0,4,1,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,14.0
2,3,1,0,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,10,54.0
4,3,5,0,4,1.6094379124341003,1,1,4,4,4,33,3.5263605246161616,0,0,3,5,3,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,88.0
5,0,1,1,3,1.3862943611198906,0,0,3,3,3,112,4.727387818712341,1,1,2,0,2,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,189.0
5,2,3,1,3,1.3862943611198906,0,0,3,3,3,297,5.697093486505405,0,0,2,3,7,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,264.0
0,0,0,0,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,18.0
0,4,4,0,2,1.0986122886681098,1,2,2,2,2,1125,7.026426808699636,0,0,0,5,5,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1152.0
5,4,0,0,3,1.3862943611198906,0,0,3,3,3,225,5.420534999272286,0,0,0,1,5,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,432.0
1,1,0,2,2,1.0986122886681098,1,2,2,2,2,1125,7.026426808699636,0,0,0,5,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,486.0
2,3,0,2,4,1.6094379124341003,1,1,4,4,4,576,6.3578422665081,1,0,1,2,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,972.0
5,1,4,1,6,1.9459101490553132,1,0,1,6,6,80,4.394449154672439,1,2,0,3,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,60.0
3,1,4,1,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,36.0
4,0,0,0,6,1.9459101490553132,1,0,1,6,6,200,5.303304908059076,1,2,0,4,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,768.0
0,0,1,0,2,1.0986122886681098,1,2,2,2,2,576,6.3578422665081,1,0,1,2,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,486.0
2,3,4,0,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,50.0
0,4,3,1,4,1.6094379124341003,1,1,4,4,4,225,5.420534999272286,0,0,0,1,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,576.0
6,2,4,2,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,25.0
7,4,5,0,6,1.9459101490553132,1,0,1,6,6,160,5.081404364984463,1,1,0,6,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,540.0
3,3,1,2,6,1.9459101490553132,1,0,1,6,6,1250,7.1316985104669115,1,2,0,4,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1620.0
7,0,5,2,4,1.6094379124341003,1,1,4,4,4,225,5.420534999272286,0,0,0,1,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,324.0
5,4,5,1,3,1.3862943611198906,0,0,3,3,3,99,4.605170185988092,0,0,4,1,9,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,132.0
6,2,1,1,5,1.791759469228055,0,2,0,5,5,128,4.859812404361672,1,2,3,2,8,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,360.0
4,0,5,2,4,1.6094379124341003,1,1,4,4,4,640,6.46302945692067,1,1,0,3,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1080.0
6,3,0,2,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,44.0
3,1,3,0,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,1,0,3,6,8,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6,81.0
1,0,1,0,2,1.0986122886681098,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,72.0
0,2,4,0,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,10,40.0
2,0,2,2,4,1.6094379124341003,1,1,4,4,4,72,4.290459441148391,1,0,2,2,2,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,8,36.0
7,4,3,2,2,1.0986122886681098,1,2,2,2,2,125,4.836281906951478,0,2,0,6,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,160.0
7,0,3,1,2,1.0986122886681098,1,2,2,2,2,81,4.406719247264253,0,0,1,4,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,48.0
1,4,0,0,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,18.0
5,0,3,2,3,1.3862943611198906,0,0,3,3,3,297,5.697093486505405,0,0,2,3,7,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,264.0
2,2,5,1,5,1.791759469228055,0,2,0,5,5,1375,7.226936018493289,0,1,0,3,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1485.0
0,4,2,1,5,1.791759469228055,0,2,0,5,5,108,4.6913478822291435,1,0,3,3,8,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,240.0
3,4,2,2,6,1.9459101490553132,1,0,1,6,6,56,4.04305126783455,1,2,1,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,42.0
4,0,1,2,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,8,25.0
1,2,5,2,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,72.0
5,1,3,0,5,1.791759469228055,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,2560.0
4,3,3,0,3,1.3862943611198906,0,0,3,3,3,1500,7.313886831633462,1,0,0,2,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,7,972.0
7,3,2,2,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,48.0
6,4,5,0,6,1.9459101490553132,1,0,1,6,6,768,6.645090969505644,1,0,3,5,8,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,7,1944.0
4,4,5,0,2,1.0986122886681098,1,2,2,2,2,512,6.240275845170769,1,2,2,1,2,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,432.0
3,3,5,2,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,72.0
0,0,4,1,4,1.6094379124341003,1,1,4,4,4,112,4.727387818712341,1,1,2,0,2,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6,252.0
2,3,0,2,3,1.3862943611198906,0,0,3,3,3,72,4.290459441148391,1,0,2,2,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,8,27.0
6,2,4,2,4,1.6094379124341003,1,1,4,4,4,1125,7.026426808699636,0,0,0,5,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,972.0
2,4,3,0,2,1.0986122886681098,1,2,2,2,2,375,5.929589143389895,0,0,0,4,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,384.0
4,3,0,1,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,8.0
4,4,1,0,5,1.791759469228055,0,2,0,5,5,162,5.093750200806762,1,0,2,1,2,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,240.0
4,3,1,0,6,1.9459101490553132,1,0,1,6,6,1500,7.313886831633462,1,0,0,2,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,4608.0
1,2,0,1,2,1.0986122886681098,1,2,2,2,2,144,4.976733742420574,1,0,4,4,4,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,7,162.0
7,2,1,2,2,1.0986122886681098,1,2,2,2,2,300,5.707110264748875,1,0,0,6,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,384.0
3,0,4,1,6,1.9459101490553132,1,0,1,6,6,90,4.51085950651685,1,0,0,6,0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,8,240.0
4,1,5,2,3,1.3862943611198906,0,0,3,3,3,375,5.929589143389895,0,0,0,4,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,7,243.0
6,1,1,0,3,1.3862943611198906,0,0,3,3,3,1375,7.226936018493289,0,1,0,3,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,891.0
1,3,5,2,2,1.0986122886681098,1,2,2,2,2,35,3.58351893845611,0,2,0,0,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,56.0
2,3,5,1,5,1.791759469228055,0,2,0,5,5,189,5.247024072160486,0,0,4,0,9,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,280.0
1,2,4,1,3,1.3862943611198906,0,0,3,3,3,324,5.783825182329737,1,0,4,2,4,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,7,288.0
4,0,5,0,4,1.6094379124341003,1,1,4,4,4,640,6.46302945692067,1,1,0,3,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1080.0
2,4,1,0,3,1.3862943611198906,0,0,3,3,3,768,6.645090969505644,1,0,3,5,8,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,7,972.0
5,4,3,2,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,10,24.0
4,0,5,1,4,1.6094379124341003,1,1,4,4,4,80,4.394449154672439,1,2,0,3,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,40.0
5,2,5,0,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,28.0
1,3,1,0,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,120.0
5,2,1,2,3,1.3862943611198906,0,0,3,3,3,64,4.174387269895637,1,1,4,1,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,24.0
5,3,0,0,2,1.0986122886681098,1,2,2,2,2,90,4.51085950651685,1,0,0,6,0,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,7,80.0
5,0,5,0,3,1.3862943611198906,0,0,3,3,3,64,4.174387269895637,1,1,4,1,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,108.0
