slot_buyer_name,slot_store_type,slot_unit_name,slot_item1_name,slot_item2_name,slot_item3_name,slot_q1,slot_q1_abs_log1p,slot_q1_is_even,slot_q1_mod3,slot_q1_mod5,slot_q1_mod7,slot_q1_mod10,slot_q2,slot_q2_abs_log1p,slot_q2_is_even,slot_q2_mod3,slot_q2_mod5,slot_q2_mod7,slot_q2_mod10,slot_q3,slot_q3_abs_log1p,slot_q3_is_even,slot_q3_mod3,slot_q3_mod5,slot_q3_mod7,slot_q3_mod10,slot_p1,slot_p1_abs_log1p,slot_p1_is_even,slot_p1_mod3,slot_p1_mod5,slot_p1_mod7,slot_p1_mod10,slot_p2,slot_p2_abs_log1p,slot_p2_is_even,slot_p2_mod3,slot_p2_mod5,slot_p2_mod7,slot_p2_mod10,slot_p3,slot_p3_abs_log1p,slot_p3_is_even,slot_p3_mod3,slot_p3_mod5,slot_p3_mod7,slot_p3_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
7,3,3,10,5,6,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,72,4.290459441148391,1,0,2,2,2,173,5.159055299214529,0,2,3,5,3,27,3.332204510175204,0,0,2,6,7,0,1,1,3037.0
6,4,2,8,1,8,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,64,4.174387269895637,1,1,4,1,4,87,4.477336814478207,0,0,2,3,7,126,4.844187086458591,1,0,1,0,6,2,1,4,2210.0
2,6,4,11,3,9,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,44,3.8066624897703196,1,2,4,2,4,166,5.117993812416755,1,1,1,5,6,99,4.605170185988092,0,0,4,1,9,2,1,1,3488.0
4,0,2,6,10,1,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,151,5.0238805208462765,0,1,1,4,1,43,3.784189633918261,0,1,3,1,3,2,1,1,927.0
3,1,1,11,4,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,180,5.198497031265826,1,0,0,5,0,122,4.812184355372417,1,2,2,3,2,186,5.231108616854587,1,0,1,4,6,2,1,7,2702.0
7,1,3,10,6,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,82,4.418840607796598,1,1,2,5,2,143,4.969813299576001,0,2,3,3,3,172,5.153291594497779,1,1,2,4,2,2,1,6,2445.0
5,5,4,2,1,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,187,5.236441962829949,0,1,2,5,7,189,5.247024072160486,0,0,4,0,9,0,1,3,3261.0
5,3,1,11,3,9,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,165,5.111987788356544,0,0,0,4,5,21,3.091042453358316,0,0,1,0,1,34,3.5553480614894135,1,1,4,6,4,1,1,4,1197.0
2,0,1,5,10,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,148,5.003946305945459,1,1,3,1,8,79,4.382026634673881,0,1,4,2,9,57,4.060443010546419,0,0,2,1,7,1,1,2,1519.0
3,2,4,8,1,7,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,142,4.962844630259907,1,1,2,2,2,11,2.4849066497880004,0,2,1,4,1,70,4.2626798770413155,1,1,0,0,0,3,1,2,757.0
3,1,1,4,4,9,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,194,5.272999558563747,1,2,4,5,4,168,5.1298987149230735,1,0,3,0,8,3,1,4,4064.0
7,4,4,9,2,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,22,3.1354942159291497,1,1,2,1,2,196,5.2832037287379885,1,1,1,0,6,164,5.10594547390058,1,2,4,3,4,2,2,5,3316.0
2,1,1,7,6,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,107,4.68213122712422,0,2,2,2,7,84,4.442651256490317,1,0,4,0,4,148,5.003946305945459,1,1,3,1,8,1,1,4,1502.0
6,5,1,0,1,4,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,35,3.58351893845611,0,2,0,0,5,138,4.9344739331306915,1,0,3,5,8,15,2.772588722239781,0,0,0,1,5,1,1,4,1921.0
6,1,2,8,0,3,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,125,4.836281906951478,0,2,0,6,5,13,2.6390573296152584,0,1,3,6,3,24,3.2188758248682006,1,0,4,3,4,2,1,6,1378.0
2,0,1,4,0,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,40,3.713572066704308,1,1,0,5,0,152,5.030437921392435,1,2,2,5,2,68,4.23410650459726,1,2,3,5,8,3,1,4,1316.0
0,1,1,10,10,5,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,116,4.762173934797756,1,2,1,4,6,39,3.6888794541139363,0,0,4,4,9,139,4.941642422609304,0,1,4,6,9,2,1,2,1865.0
5,1,4,9,3,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,80,4.394449154672439,1,2,0,3,0,59,4.0943445622221,0,2,4,3,9,181,5.204006687076795,0,1,1,6,1,2,1,2,1537.0
8,5,1,5,6,6,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,129,4.867534450455582,0,0,4,3,9,47,3.871201010907891,0,2,2,5,7,100,4.61512051684126,1,1,0,2,0,3,1,1,1781.0
8,2,1,4,0,8,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,83,4.430816798843313,0,2,3,6,3,152,5.030437921392435,1,2,2,5,2,0,1,1,1960.0
8,4,1,10,0,6,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,196,5.2832037287379885,1,1,1,0,6,41,3.7376696182833684,0,2,1,6,1,95,4.564348191467836,0,2,0,4,5,3,1,2,2884.0
7,5,2,9,3,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,189,5.247024072160486,0,0,4,0,9,67,4.219507705176107,0,1,2,4,7,83,4.430816798843313,0,2,3,6,3,2,1,5,1437.0
8,6,2,0,2,4,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,141,4.955827057601261,0,0,1,1,1,196,5.2832037287379885,1,1,1,0,6,135,4.912654885736052,0,0,0,2,5,1,1,2,4382.0
0,2,0,11,4,0,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,29,3.4011973816621555,0,2,4,1,9,131,4.882801922586371,0,2,1,5,1,121,4.804021044733257,0,1,1,2,1,3,1,3,2356.0
7,5,1,4,8,8,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,158,5.0689042022202315,1,2,3,4,8,25,3.258096538021482,0,1,0,4,5,152,5.030437921392435,1,2,2,5,2,0,1,0,2919.0
9,5,1,6,11,9,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,168,5.1298987149230735,1,0,3,0,8,47,3.871201010907891,0,2,2,5,7,66,4.204692619390966,1,0,1,3,6,2,1,4,1899.0
8,0,0,0,1,7,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,152,5.030437921392435,1,2,2,5,2,120,4.795790545596741,1,0,0,1,0,51,3.9512437185814275,0,0,1,2,1,1,1,3,2604.0
7,5,0,5,2,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,72,4.290459441148391,1,0,2,2,2,89,4.499809670330265,0,2,4,5,9,187,5.236441962829949,0,1,2,5,7,0,1,6,1374.0
2,1,3,4,0,5,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,126,4.844187086458591,1,0,1,0,6,198,5.293304824724492,1,0,3,2,8,139,4.941642422609304,0,1,4,6,9,1,1,5,3681.0
0,2,2,8,5,2,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,171,5.147494476813453,0,0,1,3,1,73,4.30406509320417,0,1,3,3,3,82,4.418840607796598,1,1,2,5,2,2,1,1,2401.0
5,3,1,10,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,71,4.276666119016055,0,2,1,1,1,147,4.997212273764115,0,0,2,0,7,138,4.9344739331306915,1,0,3,5,8,2,1,8,2168.0
7,5,4,8,6,4,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,119,4.787491742782046,0,2,4,0,9,96,4.574710978503383,1,0,1,5,6,20,3.044522437723423,1,2,0,6,0,3,1,5,1420.0
7,6,1,1,9,2,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,68,4.23410650459726,1,2,3,5,8,184,5.220355825078324,1,1,4,2,4,75,4.330733340286331,0,0,0,5,5,3,1,5,1777.0
5,2,4,3,10,11,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,187,5.236441962829949,0,1,2,5,7,107,4.68213122712422,0,2,2,2,7,170,5.14166355650266,1,2,0,2,0,3,1,1,4159.0
4,1,3,10,2,7,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,90,4.51085950651685,1,0,0,6,0,167,5.123963979403259,0,2,2,6,7,18,2.9444389791664403,1,0,3,4,8,1,1,6,1229.0
2,3,4,3,9,1,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,138,4.9344739331306915,1,0,3,5,8,145,4.983606621708336,0,1,0,5,5,78,4.3694478524670215,1,0,3,1,8,2,1,3,2548.0
6,5,1,3,8,4,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,165,5.111987788356544,0,0,0,4,5,34,3.5553480614894135,1,1,4,6,4,168,5.1298987149230735,1,0,3,0,8,1,1,4,3024.0
9,1,0,10,5,2,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,119,4.787491742782046,0,2,4,0,9,25,3.258096538021482,0,1,0,4,5,167,5.123963979403259,0,2,2,6,7,3,1,0,1860.0
1,5,4,8,10,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,155,5.049856007249537,0,2,0,1,5,32,3.4965075614664802,1,2,2,4,2,58,4.07753744390572,1,1,3,2,8,1,1,7,779.0
5,6,1,3,5,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,89,4.499809670330265,0,2,4,5,9,118,4.77912349311153,1,1,3,6,8,59,4.0943445622221,0,2,4,3,9,1,1,7,1094.0
0,1,1,1,1,11,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,110,4.709530201312334,1,2,0,5,0,150,5.017279836814924,1,0,0,3,0,36,3.6109179126442243,1,0,1,1,6,3,1,9,996.0
9,3,4,11,0,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,137,4.927253685157205,0,2,2,4,7,100,4.61512051684126,1,1,0,2,0,124,4.8283137373023015,1,1,4,5,4,2,1,7,1940.0
2,6,1,10,3,9,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,177,5.181783550292085,0,0,2,2,7,15,2.772588722239781,0,0,0,1,5,178,5.187385805840755,1,1,3,3,8,2,1,6,1714.0
1,2,1,11,0,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,88,4.48863636973214,1,1,3,4,8,15,2.772588722239781,0,0,0,1,5,166,5.117993812416755,1,1,1,5,6,0,1,1,2039.0
1,4,1,5,2,4,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,86,4.465908118654584,1,2,1,2,6,142,4.962844630259907,1,1,2,2,2,116,4.762173934797756,1,2,1,4,6,3,1,1,1922.0
7,6,2,2,10,5,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,52,3.970291913552122,1,1,2,3,2,185,5.225746673713202,0,2,0,3,5,76,4.343805421853684,1,1,1,6,6,1,1,1,2669.0
3,2,1,11,0,6,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,0,6,5,192,5.262690188904886,1,0,2,3,2,88,4.48863636973214,1,1,3,4,8,1,1,6,2076.0
6,6,3,8,8,9,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,149,5.0106352940962555,0,2,4,2,9,168,5.1298987149230735,1,0,3,0,8,132,4.890349128221754,1,0,2,6,2,3,1,4,1513.0
0,2,3,9,10,6,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,66,4.204692619390966,1,0,1,3,6,96,4.574710978503383,1,0,1,5,6,115,4.7535901911063645,0,1,0,3,5,0,1,3,2156.0
6,5,0,0,8,11,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,161,5.087596335232384,0,2,1,0,1,146,4.990432586778736,1,2,1,6,6,78,4.3694478524670215,1,0,3,1,8,1,1,3,3452.0
1,1,1,0,8,5,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,27,3.332204510175204,0,0,2,6,7,189,5.247024072160486,0,0,4,0,9,1,1,7,978.0
6,6,2,3,7,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,185,5.225746673713202,0,2,0,3,5,159,5.075173815233827,0,0,4,5,9,50,3.9318256327243257,1,2,0,1,0,3,1,1,2063.0
7,2,0,6,11,6,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,44,3.8066624897703196,1,2,4,2,4,102,4.634728988229636,1,0,2,4,2,105,4.663439094112067,0,0,0,0,5,3,1,6,1347.0
1,3,2,11,4,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,196,5.2832037287379885,1,1,1,0,6,192,5.262690188904886,1,0,2,3,2,63,4.1588830833596715,0,0,3,0,3,2,1,7,3306.0
1,1,4,6,5,11,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,121,4.804021044733257,0,1,1,2,1,138,4.9344739331306915,1,0,3,5,8,113,4.736198448394496,0,2,3,1,3,2,1,3,1617.0
7,4,1,7,0,0,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,31,3.4657359027997265,0,1,1,3,1,111,4.718498871295094,0,0,1,6,1,30,3.4339872044851463,1,0,0,2,0,1,1,3,904.0
1,4,2,4,2,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,93,4.543294782270004,0,0,3,2,3,194,5.272999558563747,1,2,4,5,4,2,1,3,2076.0
5,1,0,7,11,3,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,141,4.955827057601261,0,0,1,1,1,154,5.043425116919247,1,1,4,0,4,129,4.867534450455582,0,0,4,3,9,1,1,8,694.0
9,0,1,3,9,1,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,150,5.017279836814924,1,0,0,3,0,174,5.1647859739235145,1,0,4,6,4,120,4.795790545596741,1,0,0,1,0,3,2,6,3948.0
2,1,3,11,0,3,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,54,4.007333185232471,1,0,4,5,4,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,2,1,3,836.0
8,3,2,6,6,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,74,4.31748811353631,1,2,4,4,4,61,4.127134385045092,0,1,1,5,1,11,2.4849066497880004,0,2,1,4,1,0,1,3,584.0
7,6,3,6,3,3,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,35,3.58351893845611,0,2,0,0,5,176,5.176149732573829,1,2,1,1,6,148,5.003946305945459,1,1,3,1,8,1,1,4,2690.0
6,4,0,4,1,2,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,108,4.6913478822291435,1,0,3,3,8,169,5.135798437050262,0,1,4,1,9,151,5.0238805208462765,0,1,1,4,1,3,1,2,3223.0
4,0,0,7,10,4,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,34,3.5553480614894135,1,1,4,6,4,130,4.875197323201151,1,1,0,4,0,25,3.258096538021482,0,1,0,4,5,0,1,1,1747.0
6,3,0,2,6,11,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,87,4.477336814478207,0,0,2,3,7,148,5.003946305945459,1,1,3,1,8,195,5.278114659230517,0,0,0,6,5,2,1,3,2077.0
9,5,3,3,4,0,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,162,5.093750200806762,1,0,2,1,2,66,4.204692619390966,1,0,1,3,6,40,3.713572066704308,1,1,0,5,0,0,1,2,2772.0
6,3,4,11,4,8,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,195,5.278114659230517,0,0,0,6,5,14,2.70805020110221,1,2,4,0,4,81,4.406719247264253,0,0,1,4,1,0,1,1,2576.0
7,6,4,10,5,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,76,4.343805421853684,1,1,1,6,6,199,5.298317366548036,0,1,4,3,9,179,5.19295685089021,0,2,4,4,9,3,1,2,2599.0
1,6,1,9,2,2,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,64,4.174387269895637,1,1,4,1,4,35,3.58351893845611,0,2,0,0,5,33,3.5263605246161616,0,0,3,5,3,0,1,3,916.0
5,1,0,10,4,5,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,81,4.406719247264253,0,0,1,4,1,86,4.465908118654584,1,2,1,2,6,13,2.6390573296152584,0,1,3,6,3,2,1,0,1639.0
1,4,3,5,11,10,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,122,4.812184355372417,1,2,2,3,2,68,4.23410650459726,1,2,3,5,8,177,5.181783550292085,0,0,2,2,7,0,1,6,1211.0
6,3,0,11,6,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,126,4.844187086458591,1,0,1,0,6,151,5.0238805208462765,0,1,1,4,1,58,4.07753744390572,1,1,3,2,8,0,1,6,1076.0
4,0,2,9,7,6,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,159,5.075173815233827,0,0,4,5,9,117,4.770684624465665,0,0,2,5,7,75,4.330733340286331,0,0,0,5,5,2,1,2,3453.0
5,3,3,9,9,0,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,136,4.919980925828125,1,1,1,3,6,136,4.919980925828125,1,1,1,3,6,1,1,2,2462.0
3,6,0,8,6,7,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,162,5.093750200806762,1,0,2,1,2,58,4.07753744390572,1,1,3,2,8,79,4.382026634673881,0,1,4,2,9,1,1,6,1670.0
0,3,2,0,7,11,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,62,4.143134726391533,1,2,2,6,2,23,3.1780538303479458,0,2,3,2,3,48,3.8918202981106265,1,0,3,6,8,0,1,1,933.0
4,3,2,0,2,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,71,4.276666119016055,0,2,1,1,1,135,4.912654885736052,0,0,0,2,5,175,5.170483995038151,0,1,0,0,5,0,1,3,1597.0
7,4,2,8,6,0,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,188,5.241747015059643,1,2,3,6,8,148,5.003946305945459,1,1,3,1,8,103,4.6443908991413725,0,1,3,5,3,2,1,3,2952.0
3,0,1,5,10,9,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,74,4.31748811353631,1,2,4,4,4,100,4.61512051684126,1,1,0,2,0,1,1,1,2082.0
8,4,1,5,3,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,55,4.02535169073515,0,1,0,6,5,49,3.912023005428146,0,1,4,0,9,32,3.4965075614664802,1,2,2,4,2,3,1,3,541.0
6,6,3,1,2,11,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,133,4.897839799950911,0,1,3,0,3,193,5.267858159063328,0,1,3,4,3,10,2.3978952727983707,1,1,0,3,0,2,1,3,2032.0
3,5,1,9,10,10,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,125,4.836281906951478,0,2,0,6,5,99,4.605170185988092,0,0,4,1,9,96,4.574710978503383,1,0,1,5,6,1,1,5,1787.0
1,5,1,2,4,10,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,194,5.272999558563747,1,2,4,5,4,157,5.062595033026967,0,1,2,3,7,131,4.882801922586371,0,2,1,5,1,1,1,0,3516.0
8,2,0,0,9,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,66,4.204692619390966,1,0,1,3,6,170,5.14166355650266,1,2,0,2,0,0,1,4,1074.0
3,5,0,4,10,5,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,157,5.062595033026967,0,1,2,3,7,110,4.709530201312334,1,2,0,5,0,151,5.0238805208462765,0,1,1,4,1,1,1,6,2081.0
8,0,3,2,9,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,120,4.795790545596741,1,0,0,1,0,172,5.153291594497779,1,1,2,4,2,88,4.48863636973214,1,1,3,4,8,3,1,8,2024.0
2,1,4,2,9,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,151,5.0238805208462765,0,1,1,4,1,10,2.3978952727983707,1,1,0,3,0,43,3.784189633918261,0,1,3,1,3,3,1,5,1605.0
4,6,2,6,3,11,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,114,4.74493212836325,1,0,4,2,4,38,3.6635616461296463,1,2,3,3,8,90,4.51085950651685,1,0,0,6,0,2,2,7,1688.0
0,6,0,7,9,4,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,121,4.804021044733257,0,1,1,2,1,28,3.367295829986474,1,1,3,0,8,164,5.10594547390058,1,2,4,3,4,1,1,1,3644.0
4,6,4,4,0,8,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,191,5.2574953720277815,0,2,1,2,1,189,5.247024072160486,0,0,4,0,9,27,3.332204510175204,0,0,2,6,7,0,1,7,2876.0
6,6,0,1,5,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,72,4.290459441148391,1,0,2,2,2,151,5.0238805208462765,0,1,1,4,1,3,1,6,2040.0
6,4,0,0,0,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,53,3.9889840465642745,0,2,3,4,3,109,4.700480365792417,0,1,4,4,9,142,4.962844630259907,1,1,2,2,2,0,1,0,2260.0
