slot_person1,slot_person2,slot_item1,slot_item2,slot_multiplier,slot_multiplier_abs_log1p,slot_multiplier_is_even,slot_multiplier_mod3,slot_multiplier_mod5,slot_multiplier_mod7,slot_multiplier_mod10,slot_count1_person2,slot_count1_person2_abs_log1p,slot_count1_person2_is_even,slot_count1_person2_mod3,slot_count1_person2_mod5,slot_count1_person2_mod7,slot_count1_person2_mod10,slot_count2_person2,slot_count2_person2_abs_log1p,slot_count2_person2_is_even,slot_count2_person2_mod3,slot_count2_person2_mod5,slot_count2_person2_mod7,slot_count2_person2_mod10,gcd_all,n_multiple_pairs,y
4,1,5,7,3,1.3862943611198906,0,0,3,3,3,75,4.330733340286331,0,0,0,5,5,12,2.5649493574615367,1,0,2,5,2,3,2,29.0
2,8,5,7,8,2.1972245773362196,1,2,3,1,8,48,3.8918202981106265,1,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,8,3,7.0
4,5,2,9,8,2.1972245773362196,1,2,3,1,8,208,5.342334251964811,1,1,3,5,8,264,5.579729825986222,1,0,4,5,4,8,2,59.0
2,3,1,7,9,2.302585092994046,0,0,4,2,9,63,4.1588830833596715,0,0,3,0,3,333,5.811140992976701,0,0,3,4,3,9,2,44.0
4,8,8,8,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,152,5.030437921392435,1,2,2,5,2,8,3,20.0
8,1,6,1,5,1.791759469228055,0,2,0,5,5,115,4.7535901911063645,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,5,3,24.0
0,4,9,6,7,2.0794415416798357,0,1,2,0,7,273,5.6131281063880705,0,0,3,0,3,189,5.247024072160486,0,0,4,0,9,7,2,66.0
3,1,9,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,2,3,19.0
2,7,3,6,2,1.0986122886681098,1,2,2,2,2,46,3.8501476017100584,1,1,1,4,6,74,4.31748811353631,1,2,4,4,4,2,2,60.0
6,1,1,6,6,1.9459101490553132,1,0,1,6,6,132,4.890349128221754,1,0,2,6,2,186,5.231108616854587,1,0,1,4,6,6,2,53.0
5,7,0,2,8,2.1972245773362196,1,2,3,1,8,200,5.303304908059076,1,2,0,4,0,320,5.771441123130016,1,2,0,5,0,8,2,65.0
7,2,7,8,9,2.302585092994046,0,0,4,2,9,198,5.293304824724492,1,0,3,2,8,315,5.755742213586912,0,0,0,0,5,9,2,57.0
5,6,0,7,5,1.791759469228055,0,2,0,5,5,150,5.017279836814924,1,0,0,3,0,140,4.948759890378168,1,2,0,0,0,5,2,58.0
1,0,6,6,7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,98,4.59511985013459,1,2,3,0,8,7,2,19.0
7,6,4,4,5,1.791759469228055,0,2,0,5,5,85,4.454347296253507,0,1,0,1,5,115,4.7535901911063645,0,1,0,3,5,5,2,40.0
5,7,4,0,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,216,5.37989735354046,1,0,1,6,6,8,2,32.0
6,5,5,5,8,2.1972245773362196,1,2,3,1,8,304,5.720311776607412,1,1,4,3,4,224,5.41610040220442,1,2,4,0,4,8,2,66.0
5,0,6,7,8,2.1972245773362196,1,2,3,1,8,88,4.48863636973214,1,1,3,4,8,248,5.517452896464707,1,2,3,3,8,8,2,42.0
3,7,4,0,7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,98,4.59511985013459,1,2,3,0,8,7,2,19.0
2,5,8,7,6,1.9459101490553132,1,0,1,6,6,96,4.574710978503383,1,0,1,5,6,204,5.3230099791384085,1,0,4,1,4,6,2,50.0
6,4,0,9,9,2.302585092994046,0,0,4,2,9,81,4.406719247264253,0,0,1,4,1,261,5.568344503761097,0,0,1,2,1,9,2,38.0
2,7,9,9,9,2.302585092994046,0,0,4,2,9,225,5.420534999272286,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,9,2,27.0
8,3,2,0,5,1.791759469228055,0,2,0,5,5,150,5.017279836814924,1,0,0,3,0,70,4.2626798770413155,1,1,0,0,0,5,2,44.0
4,4,1,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,165,5.111987788356544,0,0,0,4,5,5,3,34.0
3,4,3,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,52,3.970291913552122,1,1,2,3,2,2,2,31.0
2,3,6,5,9,2.302585092994046,0,0,4,2,9,252,5.53338948872752,1,0,2,0,2,207,5.337538079701318,0,0,2,4,7,9,2,51.0
7,3,0,3,5,1.791759469228055,0,2,0,5,5,85,4.454347296253507,0,1,0,1,5,90,4.51085950651685,1,0,0,6,0,5,2,35.0
2,1,4,7,9,2.302585092994046,0,0,4,2,9,180,5.198497031265826,1,0,0,5,0,27,3.332204510175204,0,0,2,6,7,9,2,23.0
2,8,4,8,6,1.9459101490553132,1,0,1,6,6,180,5.198497031265826,1,0,0,5,0,72,4.290459441148391,1,0,2,2,2,6,2,42.0
3,7,3,4,8,2.1972245773362196,1,2,3,1,8,208,5.342334251964811,1,1,3,5,8,48,3.8918202981106265,1,0,3,6,8,8,2,32.0
3,1,6,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,2.0
6,9,4,7,8,2.1972245773362196,1,2,3,1,8,112,4.727387818712341,1,1,2,0,2,56,4.04305126783455,1,2,1,0,6,8,3,21.0
1,4,8,1,3,1.3862943611198906,0,0,3,3,3,72,4.290459441148391,1,0,2,2,2,57,4.060443010546419,0,0,2,1,7,3,2,43.0
1,4,0,7,9,2.302585092994046,0,0,4,2,9,81,4.406719247264253,0,0,1,4,1,36,3.6109179126442243,1,0,1,1,6,9,2,13.0
6,5,0,0,9,2.302585092994046,0,0,4,2,9,81,4.406719247264253,0,0,1,4,1,360,5.8888779583328805,1,0,0,3,0,9,2,49.0
0,3,9,6,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,90,4.51085950651685,1,0,0,6,0,3,2,39.0
1,7,3,6,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,95,4.564348191467836,0,2,0,4,5,5,2,26.0
1,0,9,3,8,2.1972245773362196,1,2,3,1,8,56,4.04305126783455,1,2,1,0,6,232,5.4510384535657,1,1,2,1,2,8,2,36.0
1,2,5,9,7,2.0794415416798357,0,1,2,0,7,112,4.727387818712341,1,1,2,0,2,98,4.59511985013459,1,2,3,0,8,7,2,30.0
7,7,6,2,9,2.302585092994046,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,288,5.666426688112432,1,0,3,1,8,9,2,35.0
4,0,3,8,4,1.6094379124341003,1,1,4,4,4,76,4.343805421853684,1,1,1,6,6,84,4.442651256490317,1,0,4,0,4,4,2,40.0
2,4,1,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,0,4,0,6,3,11.0
4,5,8,9,8,2.1972245773362196,1,2,3,1,8,304,5.720311776607412,1,1,4,3,4,32,3.4965075614664802,1,2,2,4,2,8,2,42.0
2,8,9,7,9,2.302585092994046,0,0,4,2,9,306,5.726847747587197,1,0,1,5,6,9,2.302585092994046,0,0,4,2,9,9,3,35.0
1,8,5,6,3,1.3862943611198906,0,0,3,3,3,96,4.574710978503383,1,0,1,5,6,90,4.51085950651685,1,0,0,6,0,3,2,62.0
0,8,3,1,6,1.9459101490553132,1,0,1,6,6,72,4.290459441148391,1,0,2,2,2,216,5.37989735354046,1,0,1,6,6,6,3,48.0
7,2,6,9,3,1.3862943611198906,0,0,3,3,3,57,4.060443010546419,0,0,2,1,7,27,3.332204510175204,0,0,2,6,7,3,2,28.0
2,5,9,2,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,132,4.890349128221754,1,0,2,6,2,4,3,36.0
0,5,7,5,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,132,4.890349128221754,1,0,2,6,2,6,2,30.0
5,2,6,1,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,195,5.278114659230517,0,0,0,6,5,5,2,49.0
9,0,9,8,4,1.6094379124341003,1,1,4,4,4,108,4.6913478822291435,1,0,3,3,8,64,4.174387269895637,1,1,4,1,4,4,2,43.0
7,3,3,2,2,1.0986122886681098,1,2,2,2,2,60,4.110873864173311,1,0,0,4,0,40,3.713572066704308,1,1,0,5,0,2,2,50.0
9,4,9,7,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,36,3.6109179126442243,1,0,1,1,6,2,3,36.0
1,3,7,0,2,1.0986122886681098,1,2,2,2,2,54,4.007333185232471,1,0,4,5,4,22,3.1354942159291497,1,1,2,1,2,2,2,38.0
2,1,7,8,9,2.302585092994046,0,0,4,2,9,306,5.726847747587197,1,0,1,5,6,261,5.568344503761097,0,0,1,2,1,9,2,63.0
8,0,8,8,7,2.0794415416798357,0,1,2,0,7,217,5.384495062789089,0,1,2,0,7,98,4.59511985013459,1,2,3,0,8,7,2,45.0
1,3,6,2,7,2.0794415416798357,0,1,2,0,7,91,4.5217885770490405,0,1,1,0,1,217,5.384495062789089,0,1,2,0,7,7,2,44.0
9,6,8,5,3,1.3862943611198906,0,0,3,3,3,99,4.605170185988092,0,0,4,1,9,57,4.060443010546419,0,0,2,1,7,3,2,52.0
5,1,3,8,9,2.302585092994046,0,0,4,2,9,153,5.0369526024136295,0,0,3,6,3,198,5.293304824724492,1,0,3,2,8,9,2,39.0
9,1,6,0,6,1.9459101490553132,1,0,1,6,6,144,4.976733742420574,1,0,4,4,4,96,4.574710978503383,1,0,1,5,6,6,2,40.0
9,6,6,6,8,2.1972245773362196,1,2,3,1,8,304,5.720311776607412,1,1,4,3,4,232,5.4510384535657,1,1,2,1,2,8,2,67.0
8,7,3,7,7,2.0794415416798357,0,1,2,0,7,245,5.5053315359323625,0,2,0,0,5,133,4.897839799950911,0,1,3,0,3,7,2,54.0
5,9,4,2,7,2.0794415416798357,0,1,2,0,7,126,4.844187086458591,1,0,1,0,6,56,4.04305126783455,1,2,1,0,6,7,2,26.0
9,4,3,7,3,1.3862943611198906,0,0,3,3,3,102,4.634728988229636,1,0,2,4,2,51,3.9512437185814275,0,0,1,2,1,3,3,51.0
1,7,0,2,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,45,3.828641396489095,0,0,0,3,5,3,2,23.0
9,1,0,7,4,1.6094379124341003,1,1,4,4,4,104,4.653960350157523,1,2,4,6,4,52,3.970291913552122,1,1,2,3,2,4,3,39.0
6,8,4,4,4,1.6094379124341003,1,1,4,4,4,52,3.970291913552122,1,1,2,3,2,132,4.890349128221754,1,0,2,6,2,4,2,46.0
7,5,3,0,3,1.3862943611198906,0,0,3,3,3,54,4.007333185232471,1,0,4,5,4,66,4.204692619390966,1,0,1,3,6,3,2,40.0
8,3,6,4,2,1.0986122886681098,1,2,2,2,2,80,4.394449154672439,1,2,0,3,0,28,3.367295829986474,1,1,3,0,8,2,2,54.0
9,6,3,0,9,2.302585092994046,0,0,4,2,9,270,5.602118820879701,1,0,0,4,0,234,5.459585514144159,1,0,4,3,4,9,2,56.0
8,7,6,7,7,2.0794415416798357,0,1,2,0,7,203,5.318119993844216,0,2,3,0,3,140,4.948759890378168,1,2,0,0,0,7,2,49.0
8,4,9,5,2,1.0986122886681098,1,2,2,2,2,74,4.31748811353631,1,2,4,4,4,12,2.5649493574615367,1,0,2,5,2,2,2,43.0
7,8,6,8,9,2.302585092994046,0,0,4,2,9,234,5.459585514144159,1,0,4,3,4,261,5.568344503761097,0,0,1,2,1,9,2,55.0
0,5,9,2,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,125,4.836281906951478,0,2,0,6,5,5,2,41.0
6,8,7,4,8,2.1972245773362196,1,2,3,1,8,120,4.795790545596741,1,0,0,1,0,256,5.54907608489522,1,1,1,4,6,8,2,47.0
1,4,9,9,4,1.6094379124341003,1,1,4,4,4,92,4.532599493153256,1,2,2,1,2,132,4.890349128221754,1,0,2,6,2,4,2,56.0
1,9,8,5,4,1.6094379124341003,1,1,4,4,4,96,4.574710978503383,1,0,1,5,6,56,4.04305126783455,1,2,1,0,6,4,2,38.0
2,0,5,2,5,1.791759469228055,0,2,0,5,5,195,5.278114659230517,0,0,0,6,5,135,4.912654885736052,0,0,0,2,5,5,2,66.0
9,1,0,2,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,72,4.290459441148391,1,0,2,2,2,4,3,24.0
5,1,9,7,6,1.9459101490553132,1,0,1,6,6,42,3.7612001156935624,1,0,2,0,2,162,5.093750200806762,1,0,2,1,2,6,2,34.0
6,5,9,6,8,2.1972245773362196,1,2,3,1,8,240,5.484796933490655,1,0,0,2,0,152,5.030437921392435,1,2,2,5,2,8,2,49.0
7,7,8,3,5,1.791759469228055,0,2,0,5,5,180,5.198497031265826,1,0,0,5,0,80,4.394449154672439,1,2,0,3,0,5,2,52.0
2,6,7,9,7,2.0794415416798357,0,1,2,0,7,161,5.087596335232384,0,2,1,0,1,140,4.948759890378168,1,2,0,0,0,7,2,43.0
6,2,7,6,7,2.0794415416798357,0,1,2,0,7,112,4.727387818712341,1,1,2,0,2,266,5.58724865840025,1,2,1,0,6,7,2,54.0
9,2,9,7,3,1.3862943611198906,0,0,3,3,3,72,4.290459441148391,1,0,2,2,2,75,4.330733340286331,0,0,0,5,5,3,2,49.0
3,6,2,2,9,2.302585092994046,0,0,4,2,9,279,5.634789603169249,0,0,4,6,9,351,5.863631175598097,0,0,1,1,1,9,2,70.0
7,9,5,2,9,2.302585092994046,0,0,4,2,9,72,4.290459441148391,1,0,2,2,2,225,5.420534999272286,0,0,0,1,5,9,2,33.0
2,6,1,5,6,1.9459101490553132,1,0,1,6,6,96,4.574710978503383,1,0,1,5,6,78,4.3694478524670215,1,0,3,1,8,6,2,29.0
9,7,0,4,4,1.6094379124341003,1,1,4,4,4,96,4.574710978503383,1,0,1,5,6,28,3.367295829986474,1,1,3,0,8,4,2,31.0
3,8,3,7,6,1.9459101490553132,1,0,1,6,6,150,5.017279836814924,1,0,0,3,0,18,2.9444389791664403,1,0,3,4,8,6,2,28.0
7,7,1,2,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,30,3.4339872044851463,1,0,0,2,0,3,2,18.0
0,3,2,7,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,116,4.762173934797756,1,2,1,4,6,4,2,34.0
4,9,9,2,8,2.1972245773362196,1,2,3,1,8,256,5.54907608489522,1,1,1,4,6,64,4.174387269895637,1,1,4,1,4,8,3,40.0
3,3,6,5,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,42,3.7612001156935624,1,0,2,0,2,2,2,40.0
4,8,9,3,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,51,3.9512437185814275,0,0,1,2,1,3,2,29.0
8,9,5,8,8,2.1972245773362196,1,2,3,1,8,232,5.4510384535657,1,1,2,1,2,232,5.4510384535657,1,1,2,1,2,8,3,58.0
9,9,1,5,8,2.1972245773362196,1,2,3,1,8,192,5.262690188904886,1,0,2,3,2,200,5.303304908059076,1,2,0,4,0,8,2,49.0
2,3,1,6,5,1.791759469228055,0,2,0,5,5,95,4.564348191467836,0,2,0,4,5,140,4.948759890378168,1,2,0,0,0,5,2,47.0
5,6,0,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,111,4.718498871295094,0,0,1,6,1,3,3,38.0
1,3,1,6,2,1.0986122886681098,1,2,2,2,2,64,4.174387269895637,1,1,4,1,4,30,3.4339872044851463,1,0,0,2,0,2,2,47.0
6,5,7,7,2,1.0986122886681098,1,2,2,2,2,68,4.23410650459726,1,2,3,5,8,24,3.2188758248682006,1,0,4,3,4,2,2,46.0
9,4,0,3,5,1.791759469228055,0,2,0,5,5,130,4.875197323201151,1,1,0,4,0,50,3.9318256327243257,1,2,0,1,0,5,2,36.0
9,8,7,8,7,2.0794415416798357,0,1,2,0,7,98,4.59511985013459,1,2,3,0,8,105,4.663439094112067,0,0,0,0,5,7,2,29.0
0,3,6,1,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,16,2.833213344056216,1,1,1,2,6,4,2,21.0
4,1,2,1,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,200,5.303304908059076,1,2,0,4,0,8,3,26.0
4,4,2,1,9,2.302585092994046,0,0,4,2,9,333,5.811140992976701,0,0,3,4,3,18,2.9444389791664403,1,0,3,4,8,9,2,39.0
7,1,8,7,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,0,4,0,102,4.634728988229636,1,0,2,4,2,6,2,27.0
1,6,2,1,9,2.302585092994046,0,0,4,2,9,108,4.6913478822291435,1,0,3,3,8,189,5.247024072160486,0,0,4,0,9,9,2,33.0
3,5,2,4,3,1.3862943611198906,0,0,3,3,3,69,4.248495242049359,0,0,4,6,9,84,4.442651256490317,1,0,4,0,4,3,2,51.0
8,5,4,7,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,32,3.4965075614664802,1,2,2,4,2,2,2,30.0
0,9,7,7,3,1.3862943611198906,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,15,2.772588722239781,0,0,0,1,5,3,2,19.0
4,9,9,2,6,1.9459101490553132,1,0,1,6,6,66,4.204692619390966,1,0,1,3,6,12,2.5649493574615367,1,0,2,5,2,6,2,13.0
9,3,1,1,5,1.791759469228055,0,2,0,5,5,95,4.564348191467836,0,2,0,4,5,35,3.58351893845611,0,2,0,0,5,5,2,26.0
3,2,1,5,9,2.302585092994046,0,0,4,2,9,261,5.568344503761097,0,0,1,2,1,234,5.459585514144159,1,0,4,3,4,9,2,55.0
4,1,2,0,8,2.1972245773362196,1,2,3,1,8,112,4.727387818712341,1,1,2,0,2,152,5.030437921392435,1,2,2,5,2,8,2,33.0
4,7,9,3,3,1.3862943611198906,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,87,4.477336814478207,0,0,2,3,7,3,2,43.0
9,5,1,2,9,2.302585092994046,0,0,4,2,9,144,4.976733742420574,1,0,4,4,4,90,4.51085950651685,1,0,0,6,0,9,2,26.0
2,9,8,8,6,1.9459101490553132,1,0,1,6,6,114,4.74493212836325,1,0,4,2,4,180,5.198497031265826,1,0,0,5,0,6,2,49.0
8,3,0,1,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,160,5.081404364984463,1,1,0,6,0,4,3,45.0
0,5,5,8,7,2.0794415416798357,0,1,2,0,7,280,5.638354669333745,1,1,0,0,0,259,5.560681631015528,0,1,4,0,9,7,2,77.0
7,7,4,9,8,2.1972245773362196,1,2,3,1,8,272,5.60947179518496,1,2,2,6,2,80,4.394449154672439,1,2,0,3,0,8,2,44.0
5,1,1,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,132,4.890349128221754,1,0,2,6,2,4,3,34.0
2,4,6,4,9,2.302585092994046,0,0,4,2,9,135,4.912654885736052,0,0,0,2,5,171,5.147494476813453,0,0,1,3,1,9,2,34.0
8,7,3,7,4,1.6094379124341003,1,1,4,4,4,120,4.795790545596741,1,0,0,1,0,80,4.394449154672439,1,2,0,3,0,4,2,50.0
2,4,0,5,7,2.0794415416798357,0,1,2,0,7,126,4.844187086458591,1,0,1,0,6,91,4.5217885770490405,0,1,1,0,1,7,2,31.0
6,0,6,2,2,1.0986122886681098,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,0,2,0,2,2,22.0
3,8,4,6,2,1.0986122886681098,1,2,2,2,2,62,4.143134726391533,1,2,2,6,2,16,2.833213344056216,1,1,1,2,6,2,2,39.0
2,4,4,0,7,2.0794415416798357,0,1,2,0,7,203,5.318119993844216,0,2,3,0,3,49,3.912023005428146,0,1,4,0,9,7,2,36.0
9,8,3,8,8,2.1972245773362196,1,2,3,1,8,80,4.394449154672439,1,2,0,3,0,120,4.795790545596741,1,0,0,1,0,8,2,25.0
3,6,5,3,7,2.0794415416798357,0,1,2,0,7,112,4.727387818712341,1,1,2,0,2,133,4.897839799950911,0,1,3,0,3,7,2,35.0
7,5,7,0,3,1.3862943611198906,0,0,3,3,3,51,3.9512437185814275,0,0,1,2,1,24,3.2188758248682006,1,0,4,3,4,3,2,25.0
1,8,7,2,9,2.302585092994046,0,0,4,2,9,234,5.459585514144159,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,9,3,28.0
5,7,0,7,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,104,4.653960350157523,1,2,4,6,4,4,2,31.0
6,1,0,5,9,2.302585092994046,0,0,4,2,9,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,9,3,6.0
2,2,2,9,6,1.9459101490553132,1,0,1,6,6,108,4.6913478822291435,1,0,3,3,8,36,3.6109179126442243,1,0,1,1,6,6,3,24.0
6,0,2,6,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,66,4.204692619390966,1,0,1,3,6,3,2,28.0
9,5,5,5,6,1.9459101490553132,1,0,1,6,6,120,4.795790545596741,1,0,0,1,0,24,3.2188758248682006,1,0,4,3,4,6,3,24.0
1,4,3,9,9,2.302585092994046,0,0,4,2,9,342,5.8377304471659395,1,0,2,6,2,243,5.497168225293202,0,0,3,5,3,9,2,65.0
4,5,5,7,3,1.3862943611198906,0,0,3,3,3,66,4.204692619390966,1,0,1,3,6,102,4.634728988229636,1,0,2,4,2,3,2,56.0
3,1,9,1,7,2.0794415416798357,0,1,2,0,7,126,4.844187086458591,1,0,1,0,6,238,5.476463551931511,1,1,3,0,8,7,2,52.0
9,7,9,3,3,1.3862943611198906,0,0,3,3,3,93,4.543294782270004,0,0,3,2,3,96,4.574710978503383,1,0,1,5,6,3,2,63.0
7,5,1,5,5,1.791759469228055,0,2,0,5,5,155,5.049856007249537,0,2,0,1,5,115,4.7535901911063645,0,1,0,3,5,5,2,54.0
9,5,5,5,3,1.3862943611198906,0,0,3,3,3,105,4.663439094112067,0,0,0,0,5,81,4.406719247264253,0,0,1,4,1,3,2,62.0
0,0,1,9,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,156,5.056245805348308,1,0,1,2,6,6,2,30.0
9,3,1,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,0,5,0,4,3,11.0
2,8,4,2,9,2.302585092994046,0,0,4,2,9,153,5.0369526024136295,0,0,3,6,3,9,2.302585092994046,0,0,4,2,9,9,3,18.0
6,2,5,7,6,1.9459101490553132,1,0,1,6,6,168,5.1298987149230735,1,0,3,0,8,180,5.198497031265826,1,0,0,5,0,6,2,58.0
0,9,2,8,6,1.9459101490553132,1,0,1,6,6,126,4.844187086458591,1,0,1,0,6,78,4.3694478524670215,1,0,3,1,8,6,2,34.0
7,5,9,6,7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,259,5.560681631015528,0,1,4,0,9,7,2,42.0
6,1,2,1,8,2.1972245773362196,1,2,3,1,8,112,4.727387818712341,1,1,2,0,2,160,5.081404364984463,1,1,0,6,0,8,2,34.0
6,8,9,5,6,1.9459101490553132,1,0,1,6,6,180,5.198497031265826,1,0,0,5,0,174,5.1647859739235145,1,0,4,6,4,6,2,59.0
7,3,7,8,8,2.1972245773362196,1,2,3,1,8,312,5.746203190540153,1,0,2,4,2,184,5.220355825078324,1,1,4,2,4,8,2,62.0
1,1,6,6,3,1.3862943611198906,0,0,3,3,3,75,4.330733340286331,0,0,0,5,5,54,4.007333185232471,1,0,4,5,4,3,2,43.0
7,5,9,0,5,1.791759469228055,0,2,0,5,5,65,4.189654742026425,0,2,0,2,5,140,4.948759890378168,1,2,0,0,0,5,2,41.0
4,7,5,8,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,297,5.697093486505405,0,0,2,3,7,9,2,35.0
1,3,5,0,9,2.302585092994046,0,0,4,2,9,360,5.8888779583328805,1,0,0,3,0,324,5.783825182329737,1,0,4,2,4,9,2,76.0
8,8,9,4,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,144,4.976733742420574,1,0,4,4,4,4,2,53.0
5,2,8,9,7,2.0794415416798357,0,1,2,0,7,119,4.787491742782046,0,2,4,0,9,210,5.351858133476067,1,0,0,0,0,7,2,47.0
4,5,0,3,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,54,4.007333185232471,1,0,4,5,4,2,2,39.0
8,6,8,7,8,2.1972245773362196,1,2,3,1,8,160,5.081404364984463,1,1,0,6,0,88,4.48863636973214,1,1,3,4,8,8,2,31.0
9,3,6,4,4,1.6094379124341003,1,1,4,4,4,84,4.442651256490317,1,0,4,0,4,48,3.8918202981106265,1,0,3,6,8,4,2,33.0
1,8,5,7,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,90,4.51085950651685,1,0,0,6,0,3,2,37.0
7,6,0,8,3,1.3862943611198906,0,0,3,3,3,75,4.330733340286331,0,0,0,5,5,102,4.634728988229636,1,0,2,4,2,3,2,59.0
1,3,1,4,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,165,5.111987788356544,0,0,0,4,5,5,2,49.0
9,4,7,9,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,228,5.43372200355424,1,0,3,4,8,6,2,44.0
8,5,1,6,8,2.1972245773362196,1,2,3,1,8,152,5.030437921392435,1,2,2,5,2,280,5.638354669333745,1,1,0,0,0,8,2,54.0
3,8,8,9,2,1.0986122886681098,1,2,2,2,2,52,3.970291913552122,1,1,2,3,2,40,3.713572066704308,1,1,0,5,0,2,2,46.0
5,3,8,2,8,2.1972245773362196,1,2,3,1,8,136,4.919980925828125,1,1,1,3,6,8,2.1972245773362196,1,2,3,1,8,8,3,18.0
2,0,8,5,4,1.6094379124341003,1,1,4,4,4,52,3.970291913552122,1,1,2,3,2,112,4.727387818712341,1,1,2,0,2,4,2,41.0
6,5,4,4,3,1.3862943611198906,0,0,3,3,3,99,4.605170185988092,0,0,4,1,9,66,4.204692619390966,1,0,1,3,6,3,2,55.0
9,3,8,5,4,1.6094379124341003,1,1,4,4,4,76,4.343805421853684,1,1,1,6,6,156,5.056245805348308,1,0,1,2,6,4,2,58.0
5,2,9,7,6,1.9459101490553132,1,0,1,6,6,162,5.093750200806762,1,0,2,1,2,72,4.290459441148391,1,0,2,2,2,6,2,39.0
6,0,0,3,6,1.9459101490553132,1,0,1,6,6,120,4.795790545596741,1,0,0,1,0,168,5.1298987149230735,1,0,3,0,8,6,2,48.0
4,3,1,8,4,1.6094379124341003,1,1,4,4,4,132,4.890349128221754,1,0,2,6,2,92,4.532599493153256,1,2,2,1,2,4,2,56.0
6,5,2,8,4,1.6094379124341003,1,1,4,4,4,56,4.04305126783455,1,2,1,0,6,120,4.795790545596741,1,0,0,1,0,4,2,44.0
4,7,3,7,4,1.6094379124341003,1,1,4,4,4,44,3.8066624897703196,1,2,4,2,4,28,3.367295829986474,1,1,3,0,8,4,2,18.0
4,0,0,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,44,3.8066624897703196,1,2,4,2,4,2,3,24.0
