slot_person_name,slot_room_name,slot_length_ft,slot_length_ft_abs_log1p,slot_length_ft_is_even,slot_length_ft_mod3,slot_length_ft_mod5,slot_length_ft_mod7,slot_length_ft_mod10,slot_width_ft,slot_width_ft_abs_log1p,slot_width_ft_is_even,slot_width_ft_mod3,slot_width_ft_mod5,slot_width_ft_mod7,slot_width_ft_mod10,slot_cost_material_per_sqft,slot_cost_material_per_sqft_abs_log1p,slot_cost_material_per_sqft_is_even,slot_cost_material_per_sqft_mod3,slot_cost_material_per_sqft_mod5,slot_cost_material_per_sqft_mod7,slot_cost_material_per_sqft_mod10,slot_cost_padding_per_sqft,slot_cost_padding_per_sqft_abs_log1p,slot_cost_padding_per_sqft_sign,slot_cost_padding_per_sqft_is_even,slot_cost_padding_per_sqft_mod3,slot_cost_padding_per_sqft_mod5,slot_cost_padding_per_sqft_mod7,slot_cost_padding_per_sqft_mod10,slot_cost_removal_per_sqft,slot_cost_removal_per_sqft_abs_log1p,slot_cost_removal_per_sqft_sign,slot_cost_removal_per_sqft_is_even,slot_cost_removal_per_sqft_mod3,slot_cost_removal_per_sqft_mod5,slot_cost_removal_per_sqft_mod7,slot_cost_removal_per_sqft_mod10,slot_cost_install_per_sqft,slot_cost_install_per_sqft_abs_log1p,slot_cost_install_per_sqft_is_even,slot_cost_install_per_sqft_mod3,slot_cost_install_per_sqft_mod5,slot_cost_install_per_sqft_mod7,slot_cost_install_per_sqft_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
7,0,14,2.70805020110221,1,2,4,0,4,19,2.995732273553991,0,1,4,5,9,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,1,1,2,10108.0
0,0,20,3.044522437723423,1,2,0,6,0,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,1,0,1,6,6,1,0.6931471805599453,1,0,1,1,1,1,35,3.58351893845611,0,2,0,0,5,0,1,6,22880.0
3,0,24,3.2188758248682006,1,0,4,3,4,21,3.091042453358316,0,0,1,0,1,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,1,2,3,1,8,0,0.0,0,1,0,0,0,0,13,2.6390573296152584,0,1,3,6,3,2,1,1,15624.0
2,3,13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,34,3.5553480614894135,1,1,4,6,4,7,2.0794415416798357,1,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,0,1,1,10816.0
1,3,26,3.295836866004329,1,2,1,5,6,27,3.332204510175204,0,0,2,6,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,2,1,4,24570.0
0,1,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,1,0,1,1,1,1,9,2.302585092994046,1,0,0,4,2,9,40,3.713572066704308,1,1,0,5,0,1,1,6,16368.0
0,4,26,3.295836866004329,1,2,1,5,6,19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,45,3.828641396489095,0,0,0,3,5,0,1,10,30628.0
6,3,28,3.367295829986474,1,1,3,0,8,29,3.4011973816621555,0,2,4,1,9,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,46,3.8501476017100584,1,1,1,4,6,1,1,2,61712.0
3,1,29,3.4011973816621555,0,2,4,1,9,20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,1,0,2,0,5,5,9,2.302585092994046,1,0,0,4,2,9,36,3.6109179126442243,1,0,1,1,6,2,1,4,34220.0
7,2,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,29,3.4011973816621555,0,2,4,1,9,2,1,4,12915.0
4,1,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,40,3.713572066704308,1,1,0,5,0,0,0.0,0,1,0,0,0,0,9,2.302585092994046,1,0,0,4,2,9,40,3.713572066704308,1,1,0,5,0,0,1,1,28035.0
5,0,28,3.367295829986474,1,1,3,0,8,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,1,0,1,6,6,21,3.091042453358316,0,0,1,0,1,1,1,3,22176.0
5,2,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,0,6,0,36,3.6109179126442243,1,0,1,1,6,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,17,2.8903717578961645,0,2,2,3,7,1,1,1,21200.0
7,2,28,3.367295829986474,1,1,3,0,8,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,0,0.0,0,1,0,0,0,0,9,2.302585092994046,1,0,0,4,2,9,40,3.713572066704308,1,1,0,5,0,0,1,1,36960.0
1,4,21,3.091042453358316,0,0,1,0,1,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,26,3.295836866004329,1,2,1,5,6,2,1,6,13545.0
4,2,12,2.5649493574615367,1,0,2,5,2,27,3.332204510175204,0,0,2,6,7,30,3.4339872044851463,1,0,0,2,0,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,1,1,2,24948.0
5,3,15,2.772588722239781,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,1,2,3,1,8,10,2.3978952727983707,1,1,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,0,1,1,22410.0
6,3,29,3.4011973816621555,0,2,4,1,9,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,9,2.302585092994046,1,0,0,4,2,9,34,3.5553480614894135,1,1,4,6,4,0,1,3,18444.0
0,1,10,2.3978952727983707,1,1,0,3,0,26,3.295836866004329,1,2,1,5,6,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,1,0,1,1,1,1,9,2.302585092994046,1,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,1,1,6,15080.0
2,0,16,2.833213344056216,1,1,1,2,6,28,3.367295829986474,1,1,3,0,8,40,3.713572066704308,1,1,0,5,0,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,47,3.871201010907891,0,2,2,5,7,0,1,3,39872.0
0,3,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,1,0,1,1,1,1,9,2.302585092994046,1,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,0,1,8,9504.0
3,4,22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,1,1,4,29568.0
0,0,27,3.332204510175204,0,0,2,6,7,14,2.70805020110221,1,2,4,0,4,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,1,0,0,3,3,3,9,2.302585092994046,1,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,2,1,10,24948.0
1,1,17,2.8903717578961645,0,2,2,3,7,26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,0,0.0,0,1,0,0,0,0,9,2.302585092994046,1,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,1,1,1,16796.0
4,4,26,3.295836866004329,1,2,1,5,6,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,2,1,5,18720.0
7,1,15,2.772588722239781,0,0,0,1,5,22,3.1354942159291497,1,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,1,1,2,14190.0
2,3,27,3.332204510175204,0,0,2,6,7,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,1,0,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,0,1,2,41310.0
1,2,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,1,2,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,2,1,4,22880.0
2,1,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,1,0,0,3,3,3,9,2.302585092994046,1,0,0,4,2,9,24,3.2188758248682006,1,0,4,3,4,0,1,3,37500.0
7,1,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,1,2,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,37,3.6375861597263857,0,1,2,2,7,0,1,1,15840.0
6,4,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,34,3.5553480614894135,1,1,4,6,4,7,2.0794415416798357,1,0,1,2,0,7,0,0.0,0,1,0,0,0,0,22,3.1354942159291497,1,1,2,1,2,0,1,0,18900.0
6,2,15,2.772588722239781,0,0,0,1,5,24,3.2188758248682006,1,0,4,3,4,26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,1,2,3,1,8,8,2.1972245773362196,1,1,2,3,1,8,39,3.6888794541139363,0,0,4,4,9,1,1,3,29160.0
4,1,17,2.8903717578961645,0,2,2,3,7,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,1,0,1,2,0,7,9,2.302585092994046,1,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,2,1,1,15351.0
4,3,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,1,0,0,3,3,3,7,2.0794415416798357,1,0,1,2,0,7,32,3.4965075614664802,1,2,2,4,2,2,1,1,12320.0
2,4,29,3.4011973816621555,0,2,4,1,9,28,3.367295829986474,1,1,3,0,8,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,1,2,3,1,8,3,1.3862943611198906,1,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,2,1,2,53592.0
1,3,13,2.6390573296152584,0,1,3,6,3,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,41,3.7376696182833684,0,2,1,6,1,0,1,3,11232.0
7,3,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,37,3.6375861597263857,0,1,2,2,7,7,2.0794415416798357,1,0,1,2,0,7,10,2.3978952727983707,1,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,2,1,3,30240.0
1,2,20,3.044522437723423,1,2,0,6,0,29,3.4011973816621555,0,2,4,1,9,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,1,0,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,43,3.784189633918261,0,1,3,1,3,0,1,2,37120.0
3,1,16,2.833213344056216,1,1,1,2,6,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,42,3.7612001156935624,1,0,2,0,2,0,1,5,18768.0
3,3,27,3.332204510175204,0,0,2,6,7,11,2.4849066497880004,0,2,1,4,1,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,1,2,3,1,8,5,1.791759469228055,1,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,1,1,2,26730.0
4,0,13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,1,3,9724.0
5,1,18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,2,1,5,11466.0
4,3,19,2.995732273553991,0,1,4,5,9,29,3.4011973816621555,0,2,4,1,9,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,1,0,2,0,5,5,10,2.3978952727983707,1,1,1,0,3,0,38,3.6635616461296463,1,2,3,3,8,1,1,2,40774.0
6,3,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,38,3.6635616461296463,1,2,3,3,8,8,2.1972245773362196,1,1,2,3,1,8,9,2.302585092994046,1,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,1,1,1,13320.0
4,0,13,2.6390573296152584,0,1,3,6,3,27,3.332204510175204,0,0,2,6,7,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,1,2,3,1,8,10,2.3978952727983707,1,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,1,1,0,17199.0
5,2,25,3.258096538021482,0,1,0,4,5,24,3.2188758248682006,1,0,4,3,4,32,3.4965075614664802,1,2,2,4,2,7,2.0794415416798357,1,0,1,2,0,7,10,2.3978952727983707,1,1,1,0,3,0,13,2.6390573296152584,0,1,3,6,3,0,1,0,37200.0
6,2,17,2.8903717578961645,0,2,2,3,7,17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,10,2.3978952727983707,1,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,0,1,6,17629.0
0,4,23,3.1780538303479458,0,2,3,2,3,14,2.70805020110221,1,2,4,0,4,23,3.1780538303479458,0,2,3,2,3,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,28,3.367295829986474,1,1,3,0,8,0,1,2,18032.0
7,2,19,2.995732273553991,0,1,4,5,9,30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,36,3.6109179126442243,1,0,1,1,6,1,1,2,38190.0
0,0,21,3.091042453358316,0,0,1,0,1,14,2.70805020110221,1,2,4,0,4,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,10,2.3978952727983707,1,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,1,1,3,15582.0
2,4,11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,26,3.295836866004329,1,2,1,5,6,0,0.0,0,1,0,0,0,0,8,2.1972245773362196,1,1,2,3,1,8,27,3.332204510175204,0,0,2,6,7,2,1,0,9394.0
7,3,17,2.8903717578961645,0,2,2,3,7,26,3.295836866004329,1,2,1,5,6,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,1,2,3,1,8,7,2.0794415416798357,1,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,2,1,1,24310.0
2,4,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,1,0,1,6,6,8,2.1972245773362196,1,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,0,1,0,8500.0
7,0,30,3.4339872044851463,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,9,2.302585092994046,1,0,0,4,2,9,46,3.8501476017100584,1,1,1,4,6,2,1,2,39330.0
2,0,14,2.70805020110221,1,2,4,0,4,29,3.4011973816621555,0,2,4,1,9,34,3.5553480614894135,1,1,4,6,4,7,2.0794415416798357,1,0,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,1,3,25172.0
5,1,17,2.8903717578961645,0,2,2,3,7,19,2.995732273553991,0,1,4,5,9,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,1,0,1,1,1,1,7,2.0794415416798357,1,0,1,2,0,7,44,3.8066624897703196,1,2,4,2,4,1,1,5,20995.0
5,1,26,3.295836866004329,1,2,1,5,6,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,33,3.5263605246161616,0,0,3,5,3,2,1,5,40560.0
3,4,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,1,2,2,2,2,8,2.1972245773362196,1,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,0,2,6,22176.0
4,0,14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,1,1,2,7854.0
6,0,11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,2,1,7,6336.0
2,1,20,3.044522437723423,1,2,0,6,0,21,3.091042453358316,0,0,1,0,1,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,1,2,2,2,2,7,2.0794415416798357,1,0,1,2,0,7,44,3.8066624897703196,1,2,4,2,4,0,1,3,27720.0
7,1,21,3.091042453358316,0,0,1,0,1,23,3.1780538303479458,0,2,3,2,3,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,1,0,2,0,5,5,8,2.1972245773362196,1,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,2,1,1,26565.0
6,3,14,2.70805020110221,1,2,4,0,4,26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,8,2.1972245773362196,1,1,2,3,1,8,49,3.912023005428146,0,1,4,0,9,2,1,7,23660.0
7,2,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,0,4,5,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,1,2,2,2,2,10,2.3978952727983707,1,1,1,0,3,0,46,3.8501476017100584,1,1,1,4,6,2,1,2,36225.0
2,4,24,3.2188758248682006,1,0,4,3,4,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,19,2.995732273553991,0,1,4,5,9,2,1,10,16848.0
1,4,19,2.995732273553991,0,1,4,5,9,17,2.8903717578961645,0,2,2,3,7,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,1,1,1,22933.0
4,2,30,3.4339872044851463,1,0,0,2,0,23,3.1780538303479458,0,2,3,2,3,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,42,3.7612001156935624,1,0,2,0,2,2,1,6,42090.0
5,0,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,47,3.871201010907891,0,2,2,5,7,1,1,5,29440.0
1,1,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,22,3.1354942159291497,1,1,2,1,2,1,0.6931471805599453,1,0,1,1,1,1,10,2.3978952727983707,1,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,1,1,7,10450.0
5,2,28,3.367295829986474,1,1,3,0,8,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,0,0.0,0,1,0,0,0,0,8,2.1972245773362196,1,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,1,1,0,31080.0
6,1,20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,42,3.7612001156935624,1,0,2,0,2,0,1,7,37960.0
6,4,23,3.1780538303479458,0,2,3,2,3,21,3.091042453358316,0,0,1,0,1,31,3.4657359027997265,0,1,1,3,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,36,3.6109179126442243,1,0,1,1,6,2,1,9,33327.0
3,4,23,3.1780538303479458,0,2,3,2,3,24,3.2188758248682006,1,0,4,3,4,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,35,3.58351893845611,0,2,0,0,5,1,1,3,33672.0
0,4,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,23,3.1780538303479458,0,2,3,2,3,0,1,1,7040.0
3,3,13,2.6390573296152584,0,1,3,6,3,23,3.1780538303479458,0,2,3,2,3,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,1,0,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,39,3.6888794541139363,0,0,4,4,9,2,1,6,18538.0
3,2,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,34,3.5553480614894135,1,1,4,6,4,2,1,5,14036.0
6,3,18,2.9444389791664403,1,0,3,4,8,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,9,2.302585092994046,1,0,0,4,2,9,46,3.8501476017100584,1,1,1,4,6,2,1,6,26082.0
6,4,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,39,3.6888794541139363,0,0,4,4,9,1,1,3,21780.0
4,0,19,2.995732273553991,0,1,4,5,9,27,3.332204510175204,0,0,2,6,7,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,21,3.091042453358316,0,0,1,0,1,2,1,0,21546.0
7,3,30,3.4339872044851463,1,0,0,2,0,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,1,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,24,3.2188758248682006,1,0,4,3,4,2,1,6,44520.0
6,4,28,3.367295829986474,1,1,3,0,8,26,3.295836866004329,1,2,1,5,6,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,1,0,1,2,0,7,9,2.302585092994046,1,0,0,4,2,9,50,3.9318256327243257,1,2,0,1,0,2,1,1,65520.0
5,4,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,8,2.1972245773362196,1,1,2,3,1,8,50,3.9318256327243257,1,2,0,1,0,0,1,4,7500.0
3,2,23,3.1780538303479458,0,2,3,2,3,25,3.258096538021482,0,1,0,4,5,21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,1,0,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,41,3.7376696182833684,0,2,1,6,1,0,1,2,42550.0
1,3,23,3.1780538303479458,0,2,3,2,3,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,2,1,7,12236.0
0,1,26,3.295836866004329,1,2,1,5,6,27,3.332204510175204,0,0,2,6,7,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,47,3.871201010907891,0,2,2,5,7,1,1,4,54756.0
4,4,27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,0,0,0,1,5,31,3.4657359027997265,0,1,1,3,1,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,1,1,3,24300.0
0,2,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,16,2.833213344056216,1,1,1,2,6,0,2,1,4480.0
0,3,21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,0,2,0,29,3.4011973816621555,0,2,4,1,9,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,1,1,0,52290.0
5,3,25,3.258096538021482,0,1,0,4,5,21,3.091042453358316,0,0,1,0,1,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,1,0,0,3,3,3,8,2.1972245773362196,1,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,0,1,2,39375.0
6,0,29,3.4011973816621555,0,2,4,1,9,11,2.4849066497880004,0,2,1,4,1,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,1,1,1,28710.0
4,1,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,1,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,14,2.70805020110221,1,2,4,0,4,2,1,7,24640.0
2,3,24,3.2188758248682006,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,39,3.6888794541139363,0,0,4,4,9,0,1,8,26784.0
4,2,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,1,0,1,1,1,1,7,2.0794415416798357,1,0,1,2,0,7,27,3.332204510175204,0,0,2,6,7,2,1,6,27648.0
