slot_base_price,slot_base_price_abs_log1p,slot_base_price_is_even,slot_base_price_mod3,slot_base_price_mod7,slot_base_price_mod10,slot_inc_pct,slot_inc_pct_abs_log1p,slot_inc_pct_is_even,slot_inc_pct_mod3,slot_inc_pct_mod7,slot_inc_pct_mod10,slot_dec_pct,slot_dec_pct_abs_log1p,slot_dec_pct_is_even,slot_dec_pct_mod3,slot_dec_pct_mod7,slot_dec_pct_mod10,slot_currency,slot_item,slot_month1,slot_month2,slot_month3,gcd_all,n_multiple_pairs,y
175,5.170483995038151,0,1,0,5,100,4.61512051684126,1,1,2,0,10,2.3978952727983707,1,1,3,0,3,1,0,2,2,5,1,315.0
220,5.3981627015177525,1,1,3,0,40,3.713572066704308,1,1,5,0,80,4.394449154672439,1,2,3,0,1,5,8,8,9,20,1,61.6
50,3.9318256327243257,1,2,1,0,120,4.795790545596741,1,0,1,0,90,4.51085950651685,1,0,6,0,3,0,4,1,11,10,0,11.0
135,4.912654885736052,0,0,2,5,5,1.791759469228055,0,2,5,5,60,4.110873864173311,1,0,4,0,0,1,11,7,10,5,2,56.7
255,5.545177444479562,0,0,3,5,30,3.4339872044851463,1,0,2,0,10,2.3978952727983707,1,1,3,0,2,5,0,4,10,5,1,298.35
285,5.655991810819852,0,0,5,5,40,3.713572066704308,1,1,5,0,55,4.02535169073515,0,1,6,5,1,6,3,4,2,5,0,179.55
190,5.25227342804663,1,1,1,0,20,3.044522437723423,1,2,6,0,25,3.258096538021482,0,1,4,5,1,9,9,10,4,5,0,171.0
490,6.19644412779452,1,1,0,0,20,3.044522437723423,1,2,6,0,15,2.772588722239781,0,0,1,5,0,8,7,7,1,5,0,499.8
155,5.049856007249537,0,2,1,5,50,3.9318256327243257,1,2,1,0,40,3.713572066704308,1,1,5,0,1,3,1,3,1,5,0,139.5
485,6.186208623900494,0,2,2,5,20,3.044522437723423,1,2,6,0,75,4.330733340286331,0,0,5,5,0,7,1,0,6,5,0,145.5
465,6.144185634125646,0,0,3,5,90,4.51085950651685,1,0,6,0,50,3.9318256327243257,1,2,1,0,2,7,8,5,9,5,0,441.75
125,4.836281906951478,0,2,6,5,75,4.330733340286331,0,0,5,5,55,4.02535169073515,0,1,6,5,3,5,4,10,3,5,0,98.44
115,4.7535901911063645,0,1,3,5,30,3.4339872044851463,1,0,2,0,40,3.713572066704308,1,1,5,0,0,9,5,6,6,5,0,89.7
480,6.175867270105761,1,0,4,0,90,4.51085950651685,1,0,6,0,70,4.2626798770413155,1,1,0,0,3,4,0,3,11,10,0,273.6
225,5.420534999272286,0,0,1,5,100,4.61512051684126,1,1,2,0,55,4.02535169073515,0,1,6,5,2,2,11,6,7,5,0,202.5
460,6.133398042996649,1,1,5,0,50,3.9318256327243257,1,2,1,0,30,3.4339872044851463,1,0,2,0,2,4,6,2,8,10,0,483.0
400,5.993961427306569,1,1,1,0,20,3.044522437723423,1,2,6,0,75,4.330733340286331,0,0,5,5,1,5,1,4,8,5,1,120.0
290,5.673323267171493,1,2,3,0,70,4.2626798770413155,1,1,0,0,75,4.330733340286331,0,0,5,5,0,2,6,10,11,5,0,123.25
360,5.8888779583328805,1,0,3,0,40,3.713572066704308,1,1,5,0,80,4.394449154672439,1,2,3,0,2,3,10,1,11,40,2,100.8
385,5.955837369464831,0,1,0,5,60,4.110873864173311,1,0,4,0,65,4.189654742026425,0,2,2,5,0,3,11,1,6,5,0,215.6
265,5.583496308781699,0,1,6,5,5,1.791759469228055,0,2,5,5,80,4.394449154672439,1,2,3,0,3,4,10,11,2,5,2,55.65
490,6.19644412779452,1,1,0,0,80,4.394449154672439,1,2,3,0,5,1.791759469228055,0,2,5,5,2,0,3,5,3,5,2,837.9
285,5.655991810819852,0,0,5,5,50,3.9318256327243257,1,2,1,0,15,2.772588722239781,0,0,1,5,0,7,5,0,1,5,1,363.38
320,5.771441123130016,1,2,5,0,100,4.61512051684126,1,1,2,0,50,3.9318256327243257,1,2,1,0,0,6,3,5,6,10,1,320.0
10,2.3978952727983707,1,1,3,0,20,3.044522437723423,1,2,6,0,45,3.828641396489095,0,0,3,5,3,2,8,7,4,5,1,6.6
285,5.655991810819852,0,0,5,5,100,4.61512051684126,1,1,2,0,60,4.110873864173311,1,0,4,0,1,9,10,11,3,5,0,228.0
485,6.186208623900494,0,2,2,5,30,3.4339872044851463,1,0,2,0,30,3.4339872044851463,1,0,2,0,0,2,5,3,5,5,1,441.35
335,5.817111159963204,0,2,6,5,100,4.61512051684126,1,1,2,0,35,3.58351893845611,0,2,0,5,1,5,10,10,6,5,0,435.5
490,6.19644412779452,1,1,0,0,80,4.394449154672439,1,2,3,0,45,3.828641396489095,0,0,3,5,3,0,2,6,2,5,0,485.1
155,5.049856007249537,0,2,1,5,100,4.61512051684126,1,1,2,0,40,3.713572066704308,1,1,5,0,0,6,10,9,2,5,0,186.0
160,5.081404364984463,1,1,6,0,80,4.394449154672439,1,2,3,0,55,4.02535169073515,0,1,6,5,3,8,9,10,7,5,1,129.6
95,4.564348191467836,0,2,4,5,30,3.4339872044851463,1,0,2,0,40,3.713572066704308,1,1,5,0,1,6,1,5,5,5,0,74.1
25,3.258096538021482,0,1,4,5,120,4.795790545596741,1,0,1,0,25,3.258096538021482,0,1,4,5,3,8,10,10,1,5,1,41.25
330,5.802118375377063,1,0,1,0,10,2.3978952727983707,1,1,3,0,35,3.58351893845611,0,2,0,5,0,5,0,1,0,5,1,235.95
125,4.836281906951478,0,2,6,5,120,4.795790545596741,1,0,1,0,10,2.3978952727983707,1,1,3,0,1,7,3,10,1,5,1,247.5
80,4.394449154672439,1,2,3,0,120,4.795790545596741,1,0,1,0,50,3.9318256327243257,1,2,1,0,1,1,1,11,8,10,0,88.0
20,3.044522437723423,1,2,6,0,20,3.044522437723423,1,2,6,0,20,3.044522437723423,1,2,6,0,0,4,4,3,2,20,3,19.2
405,6.0063531596017325,0,0,6,5,60,4.110873864173311,1,0,4,0,15,2.772588722239781,0,0,1,5,2,6,9,11,11,15,2,550.8
185,5.225746673713202,0,2,3,5,75,4.330733340286331,0,0,5,5,50,3.9318256327243257,1,2,1,0,0,5,5,4,5,5,0,161.88
205,5.327876168789581,0,1,2,5,100,4.61512051684126,1,1,2,0,70,4.2626798770413155,1,1,0,0,0,5,10,9,9,5,0,123.0
150,5.017279836814924,1,0,3,0,25,3.258096538021482,0,1,4,5,10,2.3978952727983707,1,1,3,0,0,6,0,3,0,5,2,168.75
235,5.4638318050256105,0,1,4,5,25,3.258096538021482,0,1,4,5,45,3.828641396489095,0,0,3,5,3,7,0,4,3,5,0,161.56
395,5.981414211254481,0,2,3,5,25,3.258096538021482,0,1,4,5,70,4.2626798770413155,1,1,0,0,1,5,1,6,10,5,0,148.13
360,5.8888779583328805,1,0,3,0,90,4.51085950651685,1,0,6,0,80,4.394449154672439,1,2,3,0,3,9,4,10,10,10,1,136.8
325,5.786897381366708,0,1,3,5,15,2.772588722239781,0,0,1,5,80,4.394449154672439,1,2,3,0,0,9,3,7,2,5,0,74.75
150,5.017279836814924,1,0,3,0,25,3.258096538021482,0,1,4,5,5,1.791759469228055,0,2,5,5,2,9,8,9,4,5,3,178.12
30,3.4339872044851463,1,0,2,0,5,1.791759469228055,0,2,5,5,25,3.258096538021482,0,1,4,5,2,3,3,5,2,5,2,23.62
215,5.375278407684165,0,2,5,5,10,2.3978952727983707,1,1,3,0,15,2.772588722239781,0,0,1,5,0,5,1,0,2,5,0,201.03
390,5.968707559985366,1,0,5,0,100,4.61512051684126,1,1,2,0,25,3.258096538021482,0,1,4,5,2,0,1,1,2,5,1,585.0
275,5.62040086571715,0,2,2,5,25,3.258096538021482,0,1,4,5,10,2.3978952727983707,1,1,3,0,3,3,7,11,6,5,1,309.38
270,5.602118820879701,1,0,4,0,25,3.258096538021482,0,1,4,5,15,2.772588722239781,0,0,1,5,1,1,10,1,11,5,1,286.88
100,4.61512051684126,1,1,2,0,100,4.61512051684126,1,1,2,0,10,2.3978952727983707,1,1,3,0,3,7,11,11,9,10,3,180.0
25,3.258096538021482,0,1,4,5,120,4.795790545596741,1,0,1,0,65,4.189654742026425,0,2,2,5,1,2,11,7,5,5,0,19.25
205,5.327876168789581,0,1,2,5,15,2.772588722239781,0,0,1,5,40,3.713572066704308,1,1,5,0,1,7,10,8,5,5,0,141.45
65,4.189654742026425,0,2,2,5,25,3.258096538021482,0,1,4,5,90,4.51085950651685,1,0,6,0,0,1,8,3,0,5,0,8.12
190,5.25227342804663,1,1,1,0,60,4.110873864173311,1,0,4,0,30,3.4339872044851463,1,0,2,0,0,4,9,9,3,10,1,212.8
295,5.69035945432406,0,1,1,5,90,4.51085950651685,1,0,6,0,40,3.713572066704308,1,1,5,0,0,1,7,5,10,5,0,336.3
460,6.133398042996649,1,1,5,0,60,4.110873864173311,1,0,4,0,10,2.3978952727983707,1,1,3,0,1,6,5,1,0,10,2,662.4
310,5.739792912179234,1,1,2,0,20,3.044522437723423,1,2,6,0,90,4.51085950651685,1,0,6,0,0,7,5,0,0,10,0,37.2
480,6.175867270105761,1,0,4,0,20,3.044522437723423,1,2,6,0,55,4.02535169073515,0,1,6,5,2,1,5,9,7,5,1,259.2
155,5.049856007249537,0,2,1,5,40,3.713572066704308,1,1,5,0,75,4.330733340286331,0,0,5,5,3,1,4,8,10,5,0,54.25
60,4.110873864173311,1,0,4,0,70,4.2626798770413155,1,1,0,0,40,3.713572066704308,1,1,5,0,1,5,7,8,10,10,0,61.2
330,5.802118375377063,1,0,1,0,10,2.3978952727983707,1,1,3,0,40,3.713572066704308,1,1,5,0,0,5,0,3,5,10,2,217.8
305,5.723585101952381,0,2,4,5,30,3.4339872044851463,1,0,2,0,90,4.51085950651685,1,0,6,0,0,0,7,11,8,5,1,39.65
45,3.828641396489095,0,0,3,5,15,2.772588722239781,0,0,1,5,10,2.3978952727983707,1,1,3,0,0,4,1,4,9,5,1,46.57
155,5.049856007249537,0,2,1,5,100,4.61512051684126,1,1,2,0,50,3.9318256327243257,1,2,1,0,3,1,0,3,11,5,1,155.0
35,3.58351893845611,0,2,0,5,15,2.772588722239781,0,0,1,5,20,3.044522437723423,1,2,6,0,3,3,7,5,5,5,0,32.2
50,3.9318256327243257,1,2,1,0,70,4.2626798770413155,1,1,0,0,15,2.772588722239781,0,0,1,5,0,0,0,7,5,5,0,72.25
345,5.846438775057725,0,0,2,5,20,3.044522437723423,1,2,6,0,60,4.110873864173311,1,0,4,0,3,6,2,0,1,5,1,165.6
355,5.87493073085203,0,1,5,5,120,4.795790545596741,1,0,1,0,70,4.2626798770413155,1,1,0,0,2,7,5,8,5,5,0,234.3
325,5.786897381366708,0,1,3,5,15,2.772588722239781,0,0,1,5,90,4.51085950651685,1,0,6,0,1,9,1,9,1,5,1,37.37
440,6.089044875446846,1,2,6,0,75,4.330733340286331,0,0,5,5,30,3.4339872044851463,1,0,2,0,2,4,1,3,7,5,0,539.0
265,5.583496308781699,0,1,6,5,120,4.795790545596741,1,0,1,0,40,3.713572066704308,1,1,5,0,3,1,3,1,0,5,1,349.8
465,6.144185634125646,0,0,3,5,50,3.9318256327243257,1,2,1,0,30,3.4339872044851463,1,0,2,0,0,8,2,6,11,5,0,488.25
320,5.771441123130016,1,2,5,0,75,4.330733340286331,0,0,5,5,45,3.828641396489095,0,0,3,5,3,1,0,11,8,5,0,308.0
205,5.327876168789581,0,1,2,5,50,3.9318256327243257,1,2,1,0,35,3.58351893845611,0,2,0,5,2,0,5,7,1,5,0,199.88
135,4.912654885736052,0,0,2,5,50,3.9318256327243257,1,2,1,0,60,4.110873864173311,1,0,4,0,2,3,8,0,9,5,0,81.0
385,5.955837369464831,0,1,0,5,90,4.51085950651685,1,0,6,0,10,2.3978952727983707,1,1,3,0,3,2,9,7,3,5,1,658.35
105,4.663439094112067,0,0,0,5,50,3.9318256327243257,1,2,1,0,5,1.791759469228055,0,2,5,5,2,4,9,9,0,5,2,149.62
120,4.795790545596741,1,0,1,0,75,4.330733340286331,0,0,5,5,20,3.044522437723423,1,2,6,0,1,2,8,6,10,5,1,168.0
430,6.066108090103747,1,1,3,0,5,1.791759469228055,0,2,5,5,45,3.828641396489095,0,0,3,5,2,1,1,6,3,5,2,248.33
360,5.8888779583328805,1,0,3,0,90,4.51085950651685,1,0,6,0,15,2.772588722239781,0,0,1,5,3,3,11,0,9,15,3,581.4
115,4.7535901911063645,0,1,3,5,70,4.2626798770413155,1,1,0,0,55,4.02535169073515,0,1,6,5,3,7,11,7,11,5,0,87.97
195,5.278114659230517,0,0,6,5,70,4.2626798770413155,1,1,0,0,10,2.3978952727983707,1,1,3,0,0,2,0,4,0,5,1,298.35
100,4.61512051684126,1,1,2,0,5,1.791759469228055,0,2,5,5,25,3.258096538021482,0,1,4,5,0,5,1,8,6,5,3,78.75
440,6.089044875446846,1,2,6,0,30,3.4339872044851463,1,0,2,0,70,4.2626798770413155,1,1,0,0,2,7,11,10,6,10,0,171.6
295,5.69035945432406,0,1,1,5,120,4.795790545596741,1,0,1,0,15,2.772588722239781,0,0,1,5,3,2,9,8,7,5,1,551.65
125,4.836281906951478,0,2,6,5,60,4.110873864173311,1,0,4,0,30,3.4339872044851463,1,0,2,0,1,4,5,9,8,5,1,140.0
440,6.089044875446846,1,2,6,0,25,3.258096538021482,0,1,4,5,20,3.044522437723423,1,2,6,0,2,9,0,9,10,5,1,440.0
375,5.929589143389895,0,0,4,5,120,4.795790545596741,1,0,1,0,60,4.110873864173311,1,0,4,0,0,0,9,11,9,15,1,330.0
20,3.044522437723423,1,2,6,0,15,2.772588722239781,0,0,1,5,5,1.791759469228055,0,2,5,5,3,4,5,4,10,5,2,21.85
320,5.771441123130016,1,2,5,0,5,1.791759469228055,0,2,5,5,15,2.772588722239781,0,0,1,5,0,6,0,9,4,5,2,285.6
410,6.018593214496234,1,2,4,0,15,2.772588722239781,0,0,1,5,75,4.330733340286331,0,0,5,5,1,5,4,6,9,5,1,117.87
270,5.602118820879701,1,0,4,0,10,2.3978952727983707,1,1,3,0,35,3.58351893845611,0,2,0,5,1,9,5,1,7,5,1,193.05
395,5.981414211254481,0,2,3,5,100,4.61512051684126,1,1,2,0,25,3.258096538021482,0,1,4,5,0,9,4,1,4,5,1,592.5
35,3.58351893845611,0,2,0,5,60,4.110873864173311,1,0,4,0,60,4.110873864173311,1,0,4,0,3,5,9,1,5,5,1,22.4
205,5.327876168789581,0,1,2,5,20,3.044522437723423,1,2,6,0,5,1.791759469228055,0,2,5,5,2,3,1,1,1,5,2,233.7
415,6.030685260261263,0,1,2,5,15,2.772588722239781,0,0,1,5,25,3.258096538021482,0,1,4,5,0,0,4,1,5,5,0,357.94
250,5.5254529391317835,1,1,5,0,40,3.713572066704308,1,1,5,0,45,3.828641396489095,0,0,3,5,0,7,4,10,11,5,0,192.5
195,5.278114659230517,0,0,6,5,40,3.713572066704308,1,1,5,0,45,3.828641396489095,0,0,3,5,3,5,3,0,4,5,0,150.15
80,4.394449154672439,1,2,3,0,75,4.330733340286331,0,0,5,5,30,3.4339872044851463,1,0,2,0,2,5,7,1,10,5,0,98.0
130,4.875197323201151,1,1,4,0,5,1.791759469228055,0,2,5,5,5,1.791759469228055,0,2,5,5,3,1,0,3,0,5,3,129.67
25,3.258096538021482,0,1,4,5,75,4.330733340286331,0,0,5,5,45,3.828641396489095,0,0,3,5,1,7,1,7,6,5,1,24.06
110,4.709530201312334,1,2,5,0,70,4.2626798770413155,1,1,0,0,40,3.713572066704308,1,1,5,0,3,0,6,2,5,10,0,112.2
360,5.8888779583328805,1,0,3,0,5,1.791759469228055,0,2,5,5,65,4.189654742026425,0,2,2,5,1,1,8,2,8,5,2,132.3
20,3.044522437723423,1,2,6,0,60,4.110873864173311,1,0,4,0,55,4.02535169073515,0,1,6,5,3,2,0,2,1,5,1,14.4
500,6.2166061010848646,1,2,3,0,75,4.330733340286331,0,0,5,5,60,4.110873864173311,1,0,4,0,3,2,3,10,7,5,0,350.0
10,2.3978952727983707,1,1,3,0,40,3.713572066704308,1,1,5,0,65,4.189654742026425,0,2,2,5,1,1,4,3,2,5,1,4.9
405,6.0063531596017325,0,0,6,5,20,3.044522437723423,1,2,6,0,40,3.713572066704308,1,1,5,0,3,9,3,5,7,5,1,291.6
325,5.786897381366708,0,1,3,5,80,4.394449154672439,1,2,3,0,50,3.9318256327243257,1,2,1,0,3,8,0,6,2,5,0,292.5
160,5.081404364984463,1,1,6,0,80,4.394449154672439,1,2,3,0,45,3.828641396489095,0,0,3,5,2,2,0,7,7,5,1,158.4
30,3.4339872044851463,1,0,2,0,25,3.258096538021482,0,1,4,5,25,3.258096538021482,0,1,4,5,3,9,4,6,3,5,1,28.12
295,5.69035945432406,0,1,1,5,5,1.791759469228055,0,2,5,5,15,2.772588722239781,0,0,1,5,2,4,10,10,6,5,2,263.29
10,2.3978952727983707,1,1,3,0,20,3.044522437723423,1,2,6,0,50,3.9318256327243257,1,2,1,0,3,3,8,8,1,10,2,6.0
465,6.144185634125646,0,0,3,5,25,3.258096538021482,0,1,4,5,50,3.9318256327243257,1,2,1,0,1,4,0,7,7,5,1,290.62
370,5.916202062607435,1,1,6,0,75,4.330733340286331,0,0,5,5,25,3.258096538021482,0,1,4,5,1,9,9,4,0,5,1,485.62
275,5.62040086571715,0,2,2,5,75,4.330733340286331,0,0,5,5,15,2.772588722239781,0,0,1,5,2,2,2,8,11,5,1,409.06
160,5.081404364984463,1,1,6,0,100,4.61512051684126,1,1,2,0,90,4.51085950651685,1,0,6,0,3,0,5,7,7,10,0,32.0
240,5.484796933490655,1,0,2,0,20,3.044522437723423,1,2,6,0,60,4.110873864173311,1,0,4,0,3,8,3,2,4,20,3,115.2
495,6.206575926724928,0,0,5,5,60,4.110873864173311,1,0,4,0,35,3.58351893845611,0,2,0,5,1,8,11,2,5,5,0,514.8
440,6.089044875446846,1,2,6,0,30,3.4339872044851463,1,0,2,0,75,4.330733340286331,0,0,5,5,0,0,11,4,2,5,0,143.0
135,4.912654885736052,0,0,2,5,20,3.044522437723423,1,2,6,0,55,4.02535169073515,0,1,6,5,3,6,9,10,7,5,0,72.9
255,5.545177444479562,0,0,3,5,120,4.795790545596741,1,0,1,0,5,1.791759469228055,0,2,5,5,0,6,4,8,5,5,2,532.95
205,5.327876168789581,0,1,2,5,40,3.713572066704308,1,1,5,0,75,4.330733340286331,0,0,5,5,0,8,9,5,5,5,0,71.75
425,6.054439346269371,0,2,5,5,25,3.258096538021482,0,1,4,5,40,3.713572066704308,1,1,5,0,1,3,8,11,0,5,1,318.75
465,6.144185634125646,0,0,3,5,10,2.3978952727983707,1,1,3,0,15,2.772588722239781,0,0,1,5,0,6,11,8,7,5,1,434.78
405,6.0063531596017325,0,0,6,5,30,3.4339872044851463,1,0,2,0,80,4.394449154672439,1,2,3,0,3,6,7,11,0,5,0,105.3
40,3.713572066704308,1,1,5,0,20,3.044522437723423,1,2,6,0,70,4.2626798770413155,1,1,0,0,0,6,10,4,7,10,1,14.4
125,4.836281906951478,0,2,6,5,5,1.791759469228055,0,2,5,5,20,3.044522437723423,1,2,6,0,2,6,11,4,1,5,2,105.0
310,5.739792912179234,1,1,2,0,25,3.258096538021482,0,1,4,5,80,4.394449154672439,1,2,3,0,1,3,1,0,6,5,0,77.5
75,4.330733340286331,0,0,5,5,70,4.2626798770413155,1,1,0,0,45,3.828641396489095,0,0,3,5,0,3,11,1,2,5,0,70.12
150,5.017279836814924,1,0,3,0,40,3.713572066704308,1,1,5,0,5,1.791759469228055,0,2,5,5,3,6,6,9,4,5,2,199.5
30,3.4339872044851463,1,0,2,0,70,4.2626798770413155,1,1,0,0,40,3.713572066704308,1,1,5,0,1,0,7,8,8,10,0,30.6
395,5.981414211254481,0,2,3,5,60,4.110873864173311,1,0,4,0,30,3.4339872044851463,1,0,2,0,1,2,4,10,3,5,1,442.4
470,6.154858094016418,1,2,1,0,120,4.795790545596741,1,0,1,0,30,3.4339872044851463,1,0,2,0,3,5,1,7,3,10,1,723.8
60,4.110873864173311,1,0,4,0,90,4.51085950651685,1,0,6,0,45,3.828641396489095,0,0,3,5,2,5,1,0,2,15,1,62.7
305,5.723585101952381,0,2,4,5,60,4.110873864173311,1,0,4,0,75,4.330733340286331,0,0,5,5,3,0,6,5,6,5,0,122.0
370,5.916202062607435,1,1,6,0,15,2.772588722239781,0,0,1,5,20,3.044522437723423,1,2,6,0,0,4,2,11,9,5,0,340.4
355,5.87493073085203,0,1,5,5,30,3.4339872044851463,1,0,2,0,30,3.4339872044851463,1,0,2,0,0,0,2,8,6,5,1,323.05
175,5.170483995038151,0,1,0,5,100,4.61512051684126,1,1,2,0,70,4.2626798770413155,1,1,0,0,3,7,2,11,0,5,0,105.0
225,5.420534999272286,0,0,1,5,70,4.2626798770413155,1,1,0,0,25,3.258096538021482,0,1,4,5,2,2,0,8,5,5,1,286.88
485,6.186208623900494,0,2,2,5,25,3.258096538021482,0,1,4,5,15,2.772588722239781,0,0,1,5,2,7,10,2,2,5,0,515.31
175,5.170483995038151,0,1,0,5,80,4.394449154672439,1,2,3,0,70,4.2626798770413155,1,1,0,0,1,1,7,2,10,5,0,94.5
210,5.351858133476067,1,0,0,0,80,4.394449154672439,1,2,3,0,25,3.258096538021482,0,1,4,5,2,6,11,11,9,5,0,283.5
300,5.707110264748875,1,0,6,0,75,4.330733340286331,0,0,5,5,10,2.3978952727983707,1,1,3,0,2,3,7,7,6,5,2,472.5
165,5.111987788356544,0,0,4,5,70,4.2626798770413155,1,1,0,0,70,4.2626798770413155,1,1,0,0,1,5,7,9,9,5,1,84.15
390,5.968707559985366,1,0,5,0,5,1.791759469228055,0,2,5,5,75,4.330733340286331,0,0,5,5,0,5,3,1,4,5,2,102.38
370,5.916202062607435,1,1,6,0,120,4.795790545596741,1,0,1,0,75,4.330733340286331,0,0,5,5,3,6,9,5,6,5,0,203.5
35,3.58351893845611,0,2,0,5,25,3.258096538021482,0,1,4,5,65,4.189654742026425,0,2,2,5,1,2,8,11,7,5,0,15.31
135,4.912654885736052,0,0,2,5,40,3.713572066704308,1,1,5,0,80,4.394449154672439,1,2,3,0,1,3,5,8,10,5,1,37.8
140,4.948759890378168,1,2,0,0,15,2.772588722239781,0,0,1,5,65,4.189654742026425,0,2,2,5,2,5,0,4,11,5,0,56.35
175,5.170483995038151,0,1,0,5,15,2.772588722239781,0,0,1,5,65,4.189654742026425,0,2,2,5,1,0,11,2,2,5,0,70.44
300,5.707110264748875,1,0,6,0,30,3.4339872044851463,1,0,2,0,70,4.2626798770413155,1,1,0,0,2,2,0,6,10,10,1,117.0
365,5.902633333401366,0,2,1,5,5,1.791759469228055,0,2,5,5,55,4.02535169073515,0,1,6,5,3,4,4,3,5,5,2,172.46
305,5.723585101952381,0,2,4,5,10,2.3978952727983707,1,1,3,0,35,3.58351893845611,0,2,0,5,2,2,9,5,9,5,0,218.08
415,6.030685260261263,0,1,2,5,25,3.258096538021482,0,1,4,5,65,4.189654742026425,0,2,2,5,2,3,11,6,10,5,0,181.56
160,5.081404364984463,1,1,6,0,60,4.110873864173311,1,0,4,0,35,3.58351893845611,0,2,0,5,0,4,7,9,11,5,0,166.4
355,5.87493073085203,0,1,5,5,100,4.61512051684126,1,1,2,0,55,4.02535169073515,0,1,6,5,2,5,7,9,2,5,0,319.5
335,5.817111159963204,0,2,6,5,5,1.791759469228055,0,2,5,5,15,2.772588722239781,0,0,1,5,1,0,5,3,11,5,2,298.99
30,3.4339872044851463,1,0,2,0,60,4.110873864173311,1,0,4,0,45,3.828641396489095,0,0,3,5,0,2,3,7,10,15,1,26.4
440,6.089044875446846,1,2,6,0,80,4.394449154672439,1,2,3,0,60,4.110873864173311,1,0,4,0,0,1,7,3,8,20,0,316.8
45,3.828641396489095,0,0,3,5,70,4.2626798770413155,1,1,0,0,20,3.044522437723423,1,2,6,0,1,3,0,9,6,5,0,61.2
200,5.303304908059076,1,2,4,0,10,2.3978952727983707,1,1,3,0,50,3.9318256327243257,1,2,1,0,3,5,2,7,2,10,3,110.0
310,5.739792912179234,1,1,2,0,90,4.51085950651685,1,0,6,0,90,4.51085950651685,1,0,6,0,3,6,8,9,9,10,1,58.9
475,6.16541785423142,0,1,6,5,40,3.713572066704308,1,1,5,0,5,1.791759469228055,0,2,5,5,1,8,5,3,8,5,2,631.75
20,3.044522437723423,1,2,6,0,60,4.110873864173311,1,0,4,0,50,3.9318256327243257,1,2,1,0,3,0,4,5,9,10,1,16.0
275,5.62040086571715,0,2,2,5,120,4.795790545596741,1,0,1,0,55,4.02535169073515,0,1,6,5,1,1,9,4,2,5,1,272.25
225,5.420534999272286,0,0,1,5,70,4.2626798770413155,1,1,0,0,10,2.3978952727983707,1,1,3,0,3,8,7,6,10,5,1,344.25
115,4.7535901911063645,0,1,3,5,30,3.4339872044851463,1,0,2,0,15,2.772588722239781,0,0,1,5,3,0,9,3,9,5,1,127.08
350,5.860786223465865,1,2,0,0,15,2.772588722239781,0,0,1,5,35,3.58351893845611,0,2,0,5,3,2,0,9,2,5,1,261.62
310,5.739792912179234,1,1,2,0,30,3.4339872044851463,1,0,2,0,45,3.828641396489095,0,0,3,5,3,3,3,10,7,5,0,221.65
280,5.638354669333745,1,1,0,0,120,4.795790545596741,1,0,1,0,30,3.4339872044851463,1,0,2,0,1,4,1,9,9,10,1,431.2
45,3.828641396489095,0,0,3,5,75,4.330733340286331,0,0,5,5,65,4.189654742026425,0,2,2,5,0,4,0,2,7,5,0,27.56
70,4.2626798770413155,1,1,0,0,10,2.3978952727983707,1,1,3,0,10,2.3978952727983707,1,1,3,0,1,7,8,4,7,10,3,69.3
370,5.916202062607435,1,1,6,0,40,3.713572066704308,1,1,5,0,90,4.51085950651685,1,0,6,0,0,1,1,3,7,10,0,51.8
135,4.912654885736052,0,0,2,5,25,3.258096538021482,0,1,4,5,30,3.4339872044851463,1,0,2,0,3,0,8,3,1,5,0,118.12
315,5.755742213586912,0,0,0,5,90,4.51085950651685,1,0,6,0,55,4.02535169073515,0,1,6,5,1,4,6,9,8,5,0,269.32
105,4.663439094112067,0,0,0,5,70,4.2626798770413155,1,1,0,0,90,4.51085950651685,1,0,6,0,0,2,10,10,2,5,0,17.85
110,4.709530201312334,1,2,5,0,20,3.044522437723423,1,2,6,0,40,3.713572066704308,1,1,5,0,3,9,4,6,4,10,1,79.2
210,5.351858133476067,1,0,0,0,30,3.4339872044851463,1,0,2,0,60,4.110873864173311,1,0,4,0,0,0,7,9,4,30,2,109.2
380,5.942799375126701,1,2,2,0,60,4.110873864173311,1,0,4,0,10,2.3978952727983707,1,1,3,0,1,0,7,5,10,10,2,547.2
285,5.655991810819852,0,0,5,5,25,3.258096538021482,0,1,4,5,90,4.51085950651685,1,0,6,0,1,6,2,6,0,5,0,35.62
30,3.4339872044851463,1,0,2,0,90,4.51085950651685,1,0,6,0,65,4.189654742026425,0,2,2,5,3,4,0,3,3,5,1,19.95
200,5.303304908059076,1,2,4,0,90,4.51085950651685,1,0,6,0,60,4.110873864173311,1,0,4,0,0,3,0,2,3,10,0,152.0
50,3.9318256327243257,1,2,1,0,50,3.9318256327243257,1,2,1,0,10,2.3978952727983707,1,1,3,0,2,5,6,5,6,10,3,67.5
450,6.111467339502679,1,0,2,0,80,4.394449154672439,1,2,3,0,40,3.713572066704308,1,1,5,0,0,3,9,7,6,10,1,486.0
255,5.545177444479562,0,0,3,5,100,4.61512051684126,1,1,2,0,5,1.791759469228055,0,2,5,5,1,7,3,10,8,5,2,484.5
155,5.049856007249537,0,2,1,5,10,2.3978952727983707,1,1,3,0,20,3.044522437723423,1,2,6,0,2,9,4,9,3,5,1,136.4
385,5.955837369464831,0,1,0,5,75,4.330733340286331,0,0,5,5,15,2.772588722239781,0,0,1,5,1,1,6,2,8,5,1,572.69
