slot_person_name,slot_activity,slot_total_minutes,slot_total_minutes_abs_log1p,slot_total_minutes_mod3,slot_total_minutes_mod5,slot_total_minutes_mod7,slot_total_minutes_mod10,slot_segment_minutes,slot_segment_minutes_abs_log1p,slot_segment_minutes_is_even,slot_segment_minutes_mod3,slot_segment_minutes_mod5,slot_segment_minutes_mod7,slot_segment_minutes_mod10,slot_first_points,slot_first_points_abs_log1p,slot_first_points_is_even,slot_first_points_mod3,slot_first_points_mod5,slot_first_points_mod7,slot_first_points_mod10,slot_percent_increase,slot_percent_increase_abs_log1p,slot_percent_increase_is_even,slot_percent_increase_mod3,slot_percent_increase_mod7,slot_percent_increase_mod10,gcd_all,n_multiple_pairs,y
5,2,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,6,0,20,5,132.0
2,3,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,1,0,2,3,45.0
5,4,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,1,0,2,2,25.0
4,5,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,36,3.6109179126442243,1,0,1,1,6,25,3.258096538021482,0,1,4,5,1,1,81.0
4,3,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,4,5,1,1,18.0
3,4,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,6,0,5,3,99.0
1,5,24,3.2188758248682006,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,180,5.198497031265826,1,0,0,5,0,5,1.791759469228055,0,2,5,5,1,3,369.0
5,4,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,100,4.61512051684126,1,1,2,0,1,1,9.0
4,1,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,48,3.8918202981106265,1,0,3,6,8,25,3.258096538021482,0,1,4,5,1,1,108.0
8,5,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,75,4.330733340286331,0,0,5,5,1,1,55.0
1,2,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,6,0,5,3,110.0
0,2,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,6,0,5,2,55.0
4,2,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,12,2.5649493574615367,1,0,2,5,2,75,4.330733340286331,0,0,5,5,1,2,33.0
9,4,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,100,4.61512051684126,1,1,2,0,1,1,36.0
7,4,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,48,3.8918202981106265,1,0,3,6,8,75,4.330733340286331,0,0,5,5,1,1,132.0
7,5,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,100,4.61512051684126,1,1,2,0,2,3,12.0
8,1,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,4,5,5,3,45.0
7,4,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,6,0,20,6,44.0
6,4,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,100,4.61512051684126,1,1,0,2,0,10,2.3978952727983707,1,1,3,0,10,6,210.0
0,0,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,110,4.709530201312334,1,2,0,5,0,10,2.3978952727983707,1,1,3,0,2,2,231.0
6,3,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,75,4.330733340286331,0,0,5,5,5,2,55.0
9,0,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,4,5,5,1,90.0
3,2,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,1,0,2,3,30.0
1,0,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,9.0
2,4,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,36,3.6109179126442243,1,0,1,1,6,25,3.258096538021482,0,1,4,5,1,3,81.0
1,0,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,2,10.0
2,5,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,14,2.70805020110221,1,2,4,0,4,50,3.9318256327243257,1,2,1,0,1,3,35.0
2,4,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,4,5,5,3,45.0
9,5,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,100,4.61512051684126,1,1,2,0,1,3,33.0
1,1,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,100,4.61512051684126,1,1,2,0,1,3,9.0
6,0,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,100,4.61512051684126,1,1,2,0,1,1,24.0
3,1,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,100,4.61512051684126,1,1,2,0,1,1,33.0
4,2,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,6,0,5,1,33.0
5,2,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,220,5.3981627015177525,1,1,0,3,0,5,1.791759469228055,0,2,5,5,5,6,451.0
8,0,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,6,0,1,1,33.0
8,0,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,3,0,5,3,105.0
0,4,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,40,3.713572066704308,1,1,0,5,0,10,2.3978952727983707,1,1,3,0,2,2,84.0
0,4,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,100,4.61512051684126,1,1,0,2,0,10,2.3978952727983707,1,1,3,0,10,4,210.0
2,3,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,120,4.795790545596741,1,0,0,1,0,10,2.3978952727983707,1,1,3,0,5,3,252.0
9,3,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,90,4.51085950651685,1,0,0,6,0,10,2.3978952727983707,1,1,3,0,5,3,189.0
7,1,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,6,0,10,3,110.0
0,0,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,4,5,5,2,45.0
6,4,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,4,5,1,3,27.0
2,2,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,75,4.330733340286331,0,0,5,5,3,2,33.0
2,2,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,200,5.303304908059076,1,2,0,4,0,5,1.791759469228055,0,2,5,5,5,4,410.0
8,5,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,4,5,1,1,72.0
5,0,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,100,4.61512051684126,1,1,2,0,2,3,18.0
7,4,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,100,4.61512051684126,1,1,2,0,1,1,21.0
4,1,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,15.0
9,0,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,6,0,5,3,55.0
5,1,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,6,0,10,4,110.0
4,1,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,40,3.713572066704308,1,1,0,5,0,10,2.3978952727983707,1,1,3,0,10,6,84.0
5,3,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,44,3.8066624897703196,1,2,4,2,4,25,3.258096538021482,0,1,4,5,1,1,99.0
4,0,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,3,0,10,4,105.0
5,3,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,100,4.61512051684126,1,1,2,0,2,2,36.0
5,3,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,6,0,5,2,132.0
5,0,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,75,4.330733340286331,0,0,5,5,1,2,44.0
8,4,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,6,0,5,3,99.0
2,4,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,1,2,11.0
1,0,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,44,3.8066624897703196,1,2,4,2,4,75,4.330733340286331,0,0,5,5,1,1,121.0
0,3,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,120,4.795790545596741,1,0,0,1,0,10,2.3978952727983707,1,1,3,0,2,3,252.0
8,4,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,75,4.330733340286331,0,0,5,5,5,3,55.0
5,0,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,44,3.8066624897703196,1,2,4,2,4,25,3.258096538021482,0,1,4,5,1,1,99.0
9,3,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,180,5.198497031265826,1,0,0,5,0,5,1.791759469228055,0,2,5,5,5,4,369.0
9,4,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,1,0,2,1,30.0
0,1,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,28,3.367295829986474,1,1,3,0,8,75,4.330733340286331,0,0,5,5,1,1,77.0
2,1,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,40,3.713572066704308,1,1,0,5,0,10,2.3978952727983707,1,1,3,0,5,3,84.0
0,5,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,100,4.61512051684126,1,1,2,0,1,3,9.0
7,2,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,1,0,2,2,45.0
0,3,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,50,3.9318256327243257,1,2,1,0,2,1,35.0
8,5,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,75,4.330733340286331,0,0,5,5,5,2,55.0
2,2,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,100,4.61512051684126,1,1,2,0,5,4,15.0
6,2,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,80,4.394449154672439,1,2,0,3,0,10,2.3978952727983707,1,1,3,0,2,2,168.0
1,3,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,100,4.61512051684126,1,1,2,0,1,2,9.0
5,0,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,16,2.833213344056216,1,1,1,2,6,50,3.9318256327243257,1,2,1,0,1,3,40.0
8,5,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,4,5.0
7,3,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,6,0,5,3,22.0
2,5,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,3,0,10,6,42.0
9,1,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,100,4.61512051684126,1,1,2,0,1,5,6.0
7,5,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,70,4.2626798770413155,1,1,0,0,0,10,2.3978952727983707,1,1,3,0,2,2,147.0
1,5,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,100,4.61512051684126,1,1,2,0,1,2,18.0
7,3,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,3,0,2,2,63.0
1,2,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,6,0,2,1,66.0
8,3,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,40,3.713572066704308,1,1,0,5,0,75,4.330733340286331,0,0,5,5,5,3,110.0
9,3,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,15.0
2,5,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,6,0,5,3,22.0
5,5,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,16,2.833213344056216,1,1,1,2,6,25,3.258096538021482,0,1,4,5,1,3,36.0
9,0,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,6,0,2,1,110.0
8,0,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,24,3.2188758248682006,1,0,4,3,4,50,3.9318256327243257,1,2,1,0,2,1,60.0
8,3,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,100,4.61512051684126,1,1,2,0,2,2,18.0
8,2,24,3.2188758248682006,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,75,4.330733340286331,0,0,5,5,3,2,99.0
8,0,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,48,3.8918202981106265,1,0,3,6,8,75,4.330733340286331,0,0,5,5,3,1,132.0
8,1,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,4,5,5,3,90.0
1,3,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,3,0,5,4,21.0
6,4,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,6,0,1,1,99.0
1,1,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,16,2.833213344056216,1,1,1,2,6,50,3.9318256327243257,1,2,1,0,1,3,40.0
6,1,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,3,0,10,6,42.0
4,3,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,75,4.330733340286331,0,0,5,5,1,3,22.0
4,5,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,40,3.713572066704308,1,1,0,5,0,75,4.330733340286331,0,0,5,5,5,3,110.0
9,2,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,4,5,5,2,45.0
2,2,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,50,3.9318256327243257,1,2,1,0,2,1,40.0
2,4,24,3.2188758248682006,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,50,3.9318256327243257,1,2,1,0,2,3,60.0
7,1,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,3,0,5,3,42.0
2,3,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,28,3.367295829986474,1,1,3,0,8,75,4.330733340286331,0,0,5,5,1,2,77.0
6,1,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,100,4.61512051684126,1,1,2,0,1,2,18.0
1,3,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,3,10.0
2,2,24,3.2188758248682006,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,4,5,1,2,18.0
5,0,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,28,3.367295829986474,1,1,3,0,8,25,3.258096538021482,0,1,4,5,1,1,63.0
9,3,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,4,5.0
5,1,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,4,5,1,1,72.0
9,5,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,180,5.198497031265826,1,0,0,5,0,5,1.791759469228055,0,2,5,5,5,6,369.0
7,4,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,90,4.51085950651685,1,0,0,6,0,10,2.3978952727983707,1,1,3,0,5,3,189.0
5,3,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,2,3,1,8,50,3.9318256327243257,1,2,1,0,1,1,20.0
5,3,24,3.2188758248682006,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,1,0,2,1,45.0
7,2,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,2,1,2,50,3.9318256327243257,1,2,1,0,2,1,55.0
6,2,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,50,3.9318256327243257,1,2,1,0,2,1,40.0
7,4,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,28,3.367295829986474,1,1,3,0,8,75,4.330733340286331,0,0,5,5,1,2,77.0
0,3,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,3,0,10,6,42.0
6,1,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,3,15.0
4,3,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,3,15.0
2,0,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,70,4.2626798770413155,1,1,0,0,0,10,2.3978952727983707,1,1,3,0,2,2,147.0
2,2,24,3.2188758248682006,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,3,0,2,2,21.0
5,1,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,5,5,5,4,123.0
8,1,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,12,2.5649493574615367,1,0,2,5,2,100,4.61512051684126,1,1,2,0,1,1,36.0
8,3,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,48,3.8918202981106265,1,0,3,6,8,25,3.258096538021482,0,1,4,5,1,1,108.0
0,0,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,1,0,2,2,30.0
1,1,80,4.394449154672439,2,0,3,0,40,3.713572066704308,1,1,0,5,0,14,2.70805020110221,1,2,4,0,4,50,3.9318256327243257,1,2,1,0,2,1,35.0
0,3,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,4,5,5,1,90.0
9,5,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,15.0
1,3,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,100,4.61512051684126,1,1,2,0,2,4,6.0
4,2,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,75,4.330733340286331,0,0,5,5,1,1,44.0
5,5,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,28,3.367295829986474,1,1,3,0,8,25,3.258096538021482,0,1,4,5,1,1,63.0
9,1,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,6,0,5,2,88.0
5,3,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,6,0,2,2,132.0
2,4,48,3.8918202981106265,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,220,5.3981627015177525,1,1,0,3,0,5,1.791759469228055,0,2,5,5,1,2,451.0
1,2,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,5,6,11.0
2,4,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,40,3.713572066704308,1,1,0,5,0,75,4.330733340286331,0,0,5,5,5,2,110.0
5,1,40,3.713572066704308,1,0,5,0,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,50,3.9318256327243257,1,2,1,0,2,1,40.0
7,2,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,1,0,1,3,45.0
3,4,70,4.2626798770413155,1,0,0,0,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,100,4.61512051684126,1,1,2,0,1,4,3.0
5,2,24,3.2188758248682006,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,100,4.61512051684126,1,1,2,0,1,1,21.0
5,3,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,4,5,1,1,18.0
3,3,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,100,4.61512051684126,1,1,2,0,2,3,18.0
6,5,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,2,10.0
9,0,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,3,0,5,3,63.0
8,2,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,3,0,2,2,42.0
9,1,60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,90,4.51085950651685,1,0,0,6,0,10,2.3978952727983707,1,1,3,0,10,5,189.0
7,5,36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,100,4.61512051684126,1,1,2,0,2,2,36.0
4,3,20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,3,0,10,5,63.0
4,1,30,3.4339872044851463,0,0,2,0,15,2.772588722239781,0,0,0,1,5,40,3.713572066704308,1,1,0,5,0,75,4.330733340286331,0,0,5,5,5,2,110.0
4,1,50,3.9318256327243257,2,0,1,0,25,3.258096538021482,0,1,0,4,5,16,2.833213344056216,1,1,1,2,6,25,3.258096538021482,0,1,4,5,1,3,36.0
