slot_person1,slot_person2,slot_item1,slot_item2,slot_currency_symbol,slot_rate1,slot_rate1_abs_log1p,slot_rate1_is_even,slot_rate1_mod3,slot_rate1_mod5,slot_rate1_mod7,slot_rate1_mod10,slot_rate2,slot_rate2_abs_log1p,slot_rate2_is_even,slot_rate2_mod3,slot_rate2_mod5,slot_rate2_mod7,slot_rate2_mod10,slot_hours1,slot_hours1_abs_log1p,slot_hours1_is_even,slot_hours1_mod3,slot_hours1_mod5,slot_hours1_mod7,slot_hours1_mod10,slot_hours2,slot_hours2_abs_log1p,slot_hours2_is_even,slot_hours2_mod3,slot_hours2_mod5,slot_hours2_mod7,slot_hours2_mod10,gcd_all,n_multiple_pairs,y
15,6,5,2,3,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,3,156.0
12,6,8,4,1,10,2.3978952727983707,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,3,140.0
11,18,8,9,3,15,2.772588722239781,0,0,0,1,5,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,225.0
19,15,8,8,3,28,3.367295829986474,1,1,3,0,8,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,4,142.0
6,12,6,4,3,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,0,214.0
8,21,9,3,1,18,2.9444389791664403,1,0,3,4,8,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,0,606.0
0,11,2,7,1,20,3.044522437723423,1,2,0,6,0,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,3,190.0
8,21,5,8,2,18,2.9444389791664403,1,0,3,4,8,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,3,252.0
19,6,1,11,2,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,1,246.0
1,4,8,8,1,60,4.110873864173311,1,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,6,450.0
2,10,11,6,1,8,2.1972245773362196,1,2,3,1,8,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,0,409.0
14,7,1,7,2,25,3.258096538021482,0,1,0,4,5,55,4.02535169073515,0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,2,450.0
10,16,1,7,1,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,1,264.0
14,17,6,11,3,55,4.02535169073515,0,1,0,6,5,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,1,270.0
0,14,7,11,0,35,3.58351893845611,0,2,0,0,5,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,3,335.0
16,7,1,11,3,60,4.110873864173311,1,0,0,4,0,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,2,432.0
3,18,6,4,2,55,4.02535169073515,0,1,0,6,5,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,5,90.0
10,15,7,3,1,45,3.828641396489095,0,0,0,3,5,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,5,285.0
2,2,4,8,3,22,3.1354942159291497,1,1,2,1,2,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,4,154.0
17,13,9,1,2,35,3.58351893845611,0,2,0,0,5,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,3,345.0
21,7,5,2,2,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,3,106.0
17,17,10,3,1,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,1,384.0
1,9,6,1,0,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,3,266.0
4,14,2,7,2,35,3.58351893845611,0,2,0,0,5,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,2,215.0
15,21,0,6,3,28,3.367295829986474,1,1,3,0,8,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,134.0
9,8,6,1,0,60,4.110873864173311,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,2,540.0
7,4,4,2,3,40,3.713572066704308,1,1,0,5,0,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,2,500.0
13,15,9,9,3,45,3.828641396489095,0,0,0,3,5,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0,510.0
8,18,5,7,2,15,2.772588722239781,0,0,0,1,5,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,2,370.0
9,5,4,7,3,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,3,186.0
2,20,2,6,2,12,2.5649493574615367,1,0,2,5,2,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,3,158.0
15,18,4,5,2,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,2,314.0
0,7,3,10,1,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,115.0
14,16,9,0,2,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1,112.0
20,1,7,6,1,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,2,105.0
10,1,10,8,0,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,2,190.0
11,1,9,8,2,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,1,216.0
2,4,2,1,1,45,3.828641396489095,0,0,0,3,5,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,0,358.0
12,4,10,5,0,20,3.044522437723423,1,2,0,6,0,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,0,284.0
12,17,10,7,0,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,5,26.0
5,5,4,2,2,25,3.258096538021482,0,1,0,4,5,55,4.02535169073515,0,1,0,6,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,3,245.0
9,19,7,4,1,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,3,172.0
16,5,5,4,2,25,3.258096538021482,0,1,0,4,5,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,3,115.0
2,2,5,4,2,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,5,165.0
11,7,2,9,2,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,3,190.0
4,2,4,5,3,12,2.5649493574615367,1,0,2,5,2,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,5,81.0
20,3,5,6,3,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,4,2,640.0
16,18,8,10,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,3,140.0
11,14,5,8,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,0,250.0
8,3,1,4,1,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,3,305.0
7,5,0,10,1,50,3.9318256327243257,1,2,0,1,0,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,3,415.0
19,1,5,9,3,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,1,150.0
2,10,7,11,0,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,4,156.0
0,9,9,6,1,28,3.367295829986474,1,1,3,0,8,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,3,249.0
21,3,2,3,2,60,4.110873864173311,1,0,0,4,0,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,3,440.0
19,15,11,6,2,25,3.258096538021482,0,1,0,4,5,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,2,305.0
5,3,5,8,0,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,3,235.0
2,0,5,9,3,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,4,140.0
8,4,4,5,2,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,4,68.0
13,13,7,10,2,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,2,190.0
2,2,7,3,0,60,4.110873864173311,1,0,0,4,0,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,4,435.0
14,15,1,9,1,35,3.58351893845611,0,2,0,0,5,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,3,141.0
20,9,9,7,3,18,2.9444389791664403,1,0,3,4,8,55,4.02535169073515,0,1,0,6,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,3,273.0
7,21,11,0,0,22,3.1354942159291497,1,1,2,1,2,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,2,372.0
1,10,5,3,2,25,3.258096538021482,0,1,0,4,5,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,1,410.0
10,2,9,2,3,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,0,225.0
13,13,1,8,0,18,2.9444389791664403,1,0,3,4,8,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,2,206.0
11,4,2,10,3,28,3.367295829986474,1,1,3,0,8,22,3.1354942159291497,1,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,1,262.0
7,20,9,11,3,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,1,246.0
8,1,5,9,0,28,3.367295829986474,1,1,3,0,8,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,2,230.0
19,11,10,3,2,28,3.367295829986474,1,1,3,0,8,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,176.0
17,13,0,3,0,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,2,240.0
8,19,7,8,0,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,4,92.0
8,18,9,0,0,35,3.58351893845611,0,2,0,0,5,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,5,47.0
17,0,5,5,1,55,4.02535169073515,0,1,0,6,5,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,255.0
20,15,10,9,1,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,2,440.0
6,1,6,2,2,50,3.9318256327243257,1,2,0,1,0,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,4,210.0
15,5,10,10,3,50,3.9318256327243257,1,2,0,1,0,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,290.0
7,1,4,7,2,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,184.0
6,0,5,2,2,45,3.828641396489095,0,0,0,3,5,55,4.02535169073515,0,1,0,6,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,2,545.0
10,2,2,6,3,40,3.713572066704308,1,1,0,5,0,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,3,256.0
7,13,11,8,0,22,3.1354942159291497,1,1,2,1,2,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1,292.0
1,7,2,4,0,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,1,208.0
21,16,10,5,3,60,4.110873864173311,1,0,0,4,0,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,3,204.0
21,4,8,3,1,28,3.367295829986474,1,1,3,0,8,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,2,226.0
10,13,9,6,2,25,3.258096538021482,0,1,0,4,5,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,2,136.0
19,18,5,7,3,55,4.02535169073515,0,1,0,6,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,5,285.0
12,3,5,0,1,55,4.02535169073515,0,1,0,6,5,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,1,421.0
0,5,6,6,0,35,3.58351893845611,0,2,0,0,5,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,2,295.0
3,5,5,3,3,30,3.4339872044851463,1,0,0,2,0,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,6,450.0
7,4,3,6,2,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,190.0
2,8,2,8,1,22,3.1354942159291497,1,1,2,1,2,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,0,274.0
4,20,3,11,2,28,3.367295829986474,1,1,3,0,8,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,2,497.0
15,18,8,0,1,45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,2,330.0
16,13,6,0,1,35,3.58351893845611,0,2,0,0,5,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,1,515.0
16,3,6,11,2,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,2,172.0
9,12,11,1,3,22,3.1354942159291497,1,1,2,1,2,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,5,94.0
11,10,3,0,3,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,3,134.0
15,20,1,8,2,45,3.828641396489095,0,0,0,3,5,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,0,350.0
10,11,6,5,0,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,4,116.0
4,3,0,0,1,50,3.9318256327243257,1,2,0,1,0,55,4.02535169073515,0,1,0,6,5,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,490.0
14,5,7,0,0,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,1,170.0
1,20,4,9,1,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,4,180.0
2,5,8,4,3,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,3,129.0
21,7,3,7,2,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,0,185.0
14,6,5,2,2,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,276.0
13,19,7,0,3,25,3.258096538021482,0,1,0,4,5,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,1,293.0
18,2,0,8,2,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,1,224.0
11,5,8,5,0,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,4,196.0
10,19,4,3,3,35,3.58351893845611,0,2,0,0,5,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,2,160.0
10,20,11,3,3,22,3.1354942159291497,1,1,2,1,2,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,4,154.0
4,7,6,6,2,50,3.9318256327243257,1,2,0,1,0,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,4,250.0
19,6,3,8,0,60,4.110873864173311,1,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,4,390.0
20,15,3,4,1,55,4.02535169073515,0,1,0,6,5,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,215.0
14,3,2,6,2,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,3,54.0
19,5,9,0,2,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,3,220.0
1,10,0,6,1,60,4.110873864173311,1,0,0,4,0,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,4,165.0
21,17,10,8,2,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,3,315.0
17,21,5,2,3,20,3.044522437723423,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,1,250.0
6,21,9,9,1,35,3.58351893845611,0,2,0,0,5,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,5,335.0
10,15,5,1,3,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,4,310.0
2,2,11,8,2,25,3.258096538021482,0,1,0,4,5,55,4.02535169073515,0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,2,450.0
4,15,0,6,3,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,5,380.0
0,18,10,8,3,10,2.3978952727983707,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,2,320.0
6,4,9,3,0,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,5,74.0
15,16,7,5,1,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,64.0
20,18,11,5,0,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,3,376.0
0,18,7,0,0,35,3.58351893845611,0,2,0,0,5,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,230.0
9,7,0,10,2,15,2.772588722239781,0,0,0,1,5,55,4.02535169073515,0,1,0,6,5,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,1,1,560.0
20,3,5,5,2,12,2.5649493574615367,1,0,2,5,2,55,4.02535169073515,0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,1,249.0
8,15,1,4,2,55,4.02535169073515,0,1,0,6,5,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,370.0
8,18,5,2,1,60,4.110873864173311,1,0,0,4,0,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,6,180.0
2,7,10,8,2,55,4.02535169073515,0,1,0,6,5,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,3,490.0
10,8,0,10,1,60,4.110873864173311,1,0,0,4,0,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,4,270.0
12,17,10,5,2,45,3.828641396489095,0,0,0,3,5,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,3,225.0
