slot_person_name,slot_base_item,slot_other_item,slot_base_count,slot_base_count_abs_log1p,slot_base_count_mod3,slot_base_count_mod7,slot_percent_more,slot_percent_more_abs_log1p,slot_percent_more_is_even,slot_percent_more_mod3,slot_percent_more_mod7,slot_percent_more_mod10,gcd_all,n_multiple_pairs,y
6,8,8,720,6.580639137284949,0,6,70,4.2626798770413155,1,1,0,0,10,0,1944.0
5,1,1,220,5.3981627015177525,1,3,10,2.3978952727983707,1,1,3,0,10,1,462.0
5,5,5,320,5.771441123130016,2,5,95,4.564348191467836,0,2,4,5,5,0,944.0
0,8,8,220,5.3981627015177525,1,3,70,4.2626798770413155,1,1,0,0,10,0,594.0
2,2,2,680,6.523562306149512,2,1,25,3.258096538021482,0,1,4,5,5,0,1530.0
0,8,8,120,4.795790545596741,0,1,90,4.51085950651685,1,0,6,0,30,0,348.0
0,7,7,180,5.198497031265826,0,5,25,3.258096538021482,0,1,4,5,5,0,405.0
0,5,5,820,6.710523109452428,1,1,25,3.258096538021482,0,1,4,5,5,0,1845.0
1,2,2,280,5.638354669333745,1,0,60,4.110873864173311,1,0,4,0,20,0,728.0
0,7,7,240,5.484796933490655,0,2,60,4.110873864173311,1,0,4,0,60,1,624.0
0,5,5,940,6.846943139585379,1,2,5,1.791759469228055,0,2,5,5,5,1,1927.0
0,3,3,500,6.2166061010848646,2,3,90,4.51085950651685,1,0,6,0,10,0,1450.0
2,4,4,60,4.110873864173311,0,4,25,3.258096538021482,0,1,4,5,5,0,135.0
0,1,1,120,4.795790545596741,0,1,10,2.3978952727983707,1,1,3,0,10,1,252.0
0,0,0,600,6.398594934535208,0,5,15,2.772588722239781,0,0,1,5,15,1,1290.0
9,6,6,960,6.8679744089702925,0,1,5,1.791759469228055,0,2,5,5,5,1,1968.0
2,2,2,680,6.523562306149512,2,1,45,3.828641396489095,0,0,3,5,5,0,1666.0
2,1,1,280,5.638354669333745,1,0,15,2.772588722239781,0,0,1,5,5,0,602.0
1,7,7,980,6.8885724595653635,2,0,15,2.772588722239781,0,0,1,5,5,0,2107.0
1,1,1,160,5.081404364984463,1,6,30,3.4339872044851463,1,0,2,0,10,0,368.0
0,7,7,320,5.771441123130016,2,5,35,3.58351893845611,0,2,0,5,5,0,752.0
2,3,3,620,6.431331081933479,2,4,50,3.9318256327243257,1,2,1,0,10,0,1550.0
6,6,6,260,5.564520407322694,2,1,60,4.110873864173311,1,0,4,0,20,0,676.0
9,7,7,940,6.846943139585379,1,2,75,4.330733340286331,0,0,5,5,5,0,2585.0
0,8,8,200,5.303304908059076,2,4,90,4.51085950651685,1,0,6,0,10,0,580.0
7,6,6,900,6.803505257608338,0,4,65,4.189654742026425,0,2,2,5,5,0,2385.0
8,6,6,440,6.089044875446846,2,6,10,2.3978952727983707,1,1,3,0,10,1,924.0
5,3,3,100,4.61512051684126,1,2,70,4.2626798770413155,1,1,0,0,10,0,270.0
2,5,5,1000,6.90875477931522,1,6,30,3.4339872044851463,1,0,2,0,10,0,2300.0
5,0,0,580,6.364750756851911,1,6,95,4.564348191467836,0,2,4,5,5,0,1711.0
1,7,7,880,6.78105762593618,1,5,65,4.189654742026425,0,2,2,5,5,0,2332.0
2,2,2,960,6.8679744089702925,0,1,65,4.189654742026425,0,2,2,5,5,0,2544.0
7,0,0,940,6.846943139585379,1,2,65,4.189654742026425,0,2,2,5,5,0,2491.0
8,4,4,620,6.431331081933479,2,4,40,3.713572066704308,1,1,5,0,20,0,1488.0
2,8,8,780,6.660575149839686,0,3,40,3.713572066704308,1,1,5,0,20,0,1872.0
5,2,2,540,6.293419278846481,0,1,70,4.2626798770413155,1,1,0,0,10,0,1458.0
7,3,3,420,6.042632833682381,0,0,65,4.189654742026425,0,2,2,5,5,0,1113.0
3,4,4,860,6.7580945044277305,2,6,5,1.791759469228055,0,2,5,5,5,1,1763.0
5,4,4,400,5.993961427306569,1,1,30,3.4339872044851463,1,0,2,0,10,0,920.0
0,7,7,540,6.293419278846481,0,1,60,4.110873864173311,1,0,4,0,60,1,1404.0
7,0,0,560,6.329720905522696,2,0,80,4.394449154672439,1,2,3,0,80,1,1568.0
1,8,8,240,5.484796933490655,0,2,35,3.58351893845611,0,2,0,5,5,0,564.0
3,2,2,540,6.293419278846481,0,1,80,4.394449154672439,1,2,3,0,20,0,1512.0
6,6,6,240,5.484796933490655,0,2,5,1.791759469228055,0,2,5,5,5,1,492.0
1,2,2,980,6.8885724595653635,2,0,75,4.330733340286331,0,0,5,5,5,0,2695.0
1,2,2,260,5.564520407322694,2,1,70,4.2626798770413155,1,1,0,0,10,0,702.0
5,8,8,820,6.710523109452428,1,1,30,3.4339872044851463,1,0,2,0,10,0,1886.0
9,3,3,100,4.61512051684126,1,2,45,3.828641396489095,0,0,3,5,5,0,245.0
5,0,0,960,6.8679744089702925,0,1,35,3.58351893845611,0,2,0,5,5,0,2256.0
4,6,6,860,6.7580945044277305,2,6,30,3.4339872044851463,1,0,2,0,10,0,1978.0
7,5,5,260,5.564520407322694,2,1,50,3.9318256327243257,1,2,1,0,10,0,650.0
5,5,5,760,6.634633357861686,1,4,35,3.58351893845611,0,2,0,5,5,0,1786.0
5,7,7,200,5.303304908059076,2,4,5,1.791759469228055,0,2,5,5,5,1,410.0
7,3,3,220,5.3981627015177525,1,3,25,3.258096538021482,0,1,4,5,5,0,495.0
7,5,5,860,6.7580945044277305,2,6,60,4.110873864173311,1,0,4,0,20,0,2236.0
6,1,1,380,5.942799375126701,2,2,65,4.189654742026425,0,2,2,5,5,0,1007.0
4,4,4,1000,6.90875477931522,1,6,10,2.3978952727983707,1,1,3,0,10,1,2100.0
9,4,4,700,6.55250788703459,1,0,80,4.394449154672439,1,2,3,0,20,0,1960.0
5,8,8,400,5.993961427306569,1,1,25,3.258096538021482,0,1,4,5,25,1,900.0
3,1,1,200,5.303304908059076,2,4,85,4.454347296253507,0,1,1,5,5,0,570.0
0,6,6,240,5.484796933490655,0,2,20,3.044522437723423,1,2,6,0,20,1,528.0
6,4,4,180,5.198497031265826,0,5,25,3.258096538021482,0,1,4,5,5,0,405.0
7,3,3,660,6.493753839851686,0,2,75,4.330733340286331,0,0,5,5,15,0,1815.0
9,7,7,120,4.795790545596741,0,1,90,4.51085950651685,1,0,6,0,30,0,348.0
8,3,3,800,6.68586094706836,2,2,45,3.828641396489095,0,0,3,5,5,0,1960.0
5,5,5,800,6.68586094706836,2,2,5,1.791759469228055,0,2,5,5,5,1,1640.0
9,6,6,280,5.638354669333745,1,0,15,2.772588722239781,0,0,1,5,5,0,602.0
9,8,8,400,5.993961427306569,1,1,20,3.044522437723423,1,2,6,0,20,1,880.0
5,3,3,520,6.255750041753367,1,2,15,2.772588722239781,0,0,1,5,5,0,1118.0
1,0,0,320,5.771441123130016,2,5,60,4.110873864173311,1,0,4,0,20,0,832.0
2,4,4,300,5.707110264748875,0,6,10,2.3978952727983707,1,1,3,0,10,1,630.0
3,2,2,640,6.46302945692067,1,3,45,3.828641396489095,0,0,3,5,5,0,1568.0
5,1,1,200,5.303304908059076,2,4,35,3.58351893845611,0,2,0,5,5,0,470.0
3,0,0,480,6.175867270105761,0,4,25,3.258096538021482,0,1,4,5,5,0,1080.0
2,6,6,80,4.394449154672439,2,3,75,4.330733340286331,0,0,5,5,5,0,220.0
7,7,7,960,6.8679744089702925,0,1,75,4.330733340286331,0,0,5,5,15,0,2640.0
1,1,1,60,4.110873864173311,0,4,80,4.394449154672439,1,2,3,0,20,0,168.0
7,7,7,560,6.329720905522696,2,0,70,4.2626798770413155,1,1,0,0,70,1,1512.0
5,7,7,600,6.398594934535208,0,5,70,4.2626798770413155,1,1,0,0,10,0,1620.0
1,7,7,860,6.7580945044277305,2,6,85,4.454347296253507,0,1,1,5,5,0,2451.0
3,5,5,100,4.61512051684126,1,2,15,2.772588722239781,0,0,1,5,5,0,215.0
6,6,6,740,6.608000625296087,2,5,55,4.02535169073515,0,1,6,5,5,0,1887.0
9,6,6,280,5.638354669333745,1,0,90,4.51085950651685,1,0,6,0,10,0,812.0
6,6,6,340,5.831882477283517,1,4,30,3.4339872044851463,1,0,2,0,10,0,782.0
3,2,2,200,5.303304908059076,2,4,30,3.4339872044851463,1,0,2,0,10,0,460.0
8,4,4,960,6.8679744089702925,0,1,95,4.564348191467836,0,2,4,5,5,0,2832.0
2,7,7,120,4.795790545596741,0,1,55,4.02535169073515,0,1,6,5,5,0,306.0
0,5,5,700,6.55250788703459,1,0,10,2.3978952727983707,1,1,3,0,10,1,1470.0
3,7,7,740,6.608000625296087,2,5,15,2.772588722239781,0,0,1,5,5,0,1591.0
2,4,4,760,6.634633357861686,1,4,5,1.791759469228055,0,2,5,5,5,1,1558.0
7,0,0,900,6.803505257608338,0,4,55,4.02535169073515,0,1,6,5,5,0,2295.0
7,4,4,940,6.846943139585379,1,2,50,3.9318256327243257,1,2,1,0,10,0,2350.0
9,7,7,240,5.484796933490655,0,2,5,1.791759469228055,0,2,5,5,5,1,492.0
6,1,1,160,5.081404364984463,1,6,55,4.02535169073515,0,1,6,5,5,0,408.0
0,1,1,300,5.707110264748875,0,6,40,3.713572066704308,1,1,5,0,20,0,720.0
6,8,8,860,6.7580945044277305,2,6,25,3.258096538021482,0,1,4,5,5,0,1935.0
9,8,8,660,6.493753839851686,0,2,20,3.044522437723423,1,2,6,0,20,1,1452.0
1,5,5,780,6.660575149839686,0,3,50,3.9318256327243257,1,2,1,0,10,0,1950.0
9,8,8,380,5.942799375126701,2,2,75,4.330733340286331,0,0,5,5,5,0,1045.0
1,5,5,400,5.993961427306569,1,1,75,4.330733340286331,0,0,5,5,25,0,1100.0
6,8,8,420,6.042632833682381,0,0,65,4.189654742026425,0,2,2,5,5,0,1113.0
2,8,8,380,5.942799375126701,2,2,95,4.564348191467836,0,2,4,5,95,1,1121.0
9,2,2,920,6.825460036255307,2,3,25,3.258096538021482,0,1,4,5,5,0,2070.0
5,5,5,460,6.133398042996649,1,5,75,4.330733340286331,0,0,5,5,5,0,1265.0
5,8,8,960,6.8679744089702925,0,1,35,3.58351893845611,0,2,0,5,5,0,2256.0
0,3,3,720,6.580639137284949,0,6,30,3.4339872044851463,1,0,2,0,30,1,1656.0
7,8,8,80,4.394449154672439,2,3,25,3.258096538021482,0,1,4,5,5,0,180.0
9,2,2,620,6.431331081933479,2,4,95,4.564348191467836,0,2,4,5,5,0,1829.0
5,3,3,720,6.580639137284949,0,6,75,4.330733340286331,0,0,5,5,15,0,1980.0
0,5,5,460,6.133398042996649,1,5,15,2.772588722239781,0,0,1,5,5,0,989.0
2,1,1,740,6.608000625296087,2,5,45,3.828641396489095,0,0,3,5,5,0,1813.0
8,5,5,160,5.081404364984463,1,6,60,4.110873864173311,1,0,4,0,20,0,416.0
0,6,6,80,4.394449154672439,2,3,15,2.772588722239781,0,0,1,5,5,0,172.0
5,2,2,160,5.081404364984463,1,6,5,1.791759469228055,0,2,5,5,5,1,328.0
1,6,6,700,6.55250788703459,1,0,10,2.3978952727983707,1,1,3,0,10,1,1470.0
1,5,5,100,4.61512051684126,1,2,95,4.564348191467836,0,2,4,5,5,0,295.0
1,2,2,160,5.081404364984463,1,6,40,3.713572066704308,1,1,5,0,40,1,384.0
6,3,3,1000,6.90875477931522,1,6,40,3.713572066704308,1,1,5,0,40,1,2400.0
5,5,5,500,6.2166061010848646,2,3,55,4.02535169073515,0,1,6,5,5,0,1275.0
4,8,8,820,6.710523109452428,1,1,55,4.02535169073515,0,1,6,5,5,0,2091.0
2,8,8,740,6.608000625296087,2,5,45,3.828641396489095,0,0,3,5,5,0,1813.0
6,1,1,120,4.795790545596741,0,1,60,4.110873864173311,1,0,4,0,60,1,312.0
9,2,2,940,6.846943139585379,1,2,80,4.394449154672439,1,2,3,0,20,0,2632.0
2,3,3,960,6.8679744089702925,0,1,70,4.2626798770413155,1,1,0,0,10,0,2592.0
4,0,0,920,6.825460036255307,2,3,5,1.791759469228055,0,2,5,5,5,1,1886.0
8,5,5,320,5.771441123130016,2,5,35,3.58351893845611,0,2,0,5,5,0,752.0
0,2,2,800,6.68586094706836,2,2,40,3.713572066704308,1,1,5,0,40,1,1920.0
5,8,8,340,5.831882477283517,1,4,20,3.044522437723423,1,2,6,0,20,1,748.0
3,4,4,900,6.803505257608338,0,4,50,3.9318256327243257,1,2,1,0,50,1,2250.0
7,1,1,240,5.484796933490655,0,2,95,4.564348191467836,0,2,4,5,5,0,708.0
3,0,0,700,6.55250788703459,1,0,35,3.58351893845611,0,2,0,5,35,1,1645.0
0,1,1,440,6.089044875446846,2,6,30,3.4339872044851463,1,0,2,0,10,0,1012.0
1,1,1,520,6.255750041753367,1,2,35,3.58351893845611,0,2,0,5,5,0,1222.0
5,7,7,600,6.398594934535208,0,5,55,4.02535169073515,0,1,6,5,5,0,1530.0
2,1,1,860,6.7580945044277305,2,6,15,2.772588722239781,0,0,1,5,5,0,1849.0
3,5,5,420,6.042632833682381,0,0,30,3.4339872044851463,1,0,2,0,30,1,966.0
9,6,6,920,6.825460036255307,2,3,20,3.044522437723423,1,2,6,0,20,1,2024.0
2,7,7,480,6.175867270105761,0,4,50,3.9318256327243257,1,2,1,0,10,0,1200.0
9,5,5,480,6.175867270105761,0,4,20,3.044522437723423,1,2,6,0,20,1,1056.0
6,7,7,540,6.293419278846481,0,1,50,3.9318256327243257,1,2,1,0,10,0,1350.0
2,4,4,460,6.133398042996649,1,5,90,4.51085950651685,1,0,6,0,10,0,1334.0
9,3,3,580,6.364750756851911,1,6,5,1.791759469228055,0,2,5,5,5,1,1189.0
6,6,6,260,5.564520407322694,2,1,15,2.772588722239781,0,0,1,5,5,0,559.0
6,2,2,740,6.608000625296087,2,5,45,3.828641396489095,0,0,3,5,5,0,1813.0
7,0,0,120,4.795790545596741,0,1,30,3.4339872044851463,1,0,2,0,30,1,276.0
7,6,6,180,5.198497031265826,0,5,80,4.394449154672439,1,2,3,0,20,0,504.0
2,6,6,400,5.993961427306569,1,1,5,1.791759469228055,0,2,5,5,5,1,820.0
3,3,3,600,6.398594934535208,0,5,10,2.3978952727983707,1,1,3,0,10,1,1260.0
5,4,4,520,6.255750041753367,1,2,10,2.3978952727983707,1,1,3,0,10,1,1092.0
1,0,0,200,5.303304908059076,2,4,60,4.110873864173311,1,0,4,0,20,0,520.0
7,0,0,800,6.68586094706836,2,2,35,3.58351893845611,0,2,0,5,5,0,1880.0
7,5,5,860,6.7580945044277305,2,6,95,4.564348191467836,0,2,4,5,5,0,2537.0
8,8,8,760,6.634633357861686,1,4,55,4.02535169073515,0,1,6,5,5,0,1938.0
0,5,5,560,6.329720905522696,2,0,15,2.772588722239781,0,0,1,5,5,0,1204.0
3,6,6,60,4.110873864173311,0,4,90,4.51085950651685,1,0,6,0,30,0,174.0
6,7,7,540,6.293419278846481,0,1,20,3.044522437723423,1,2,6,0,20,1,1188.0
3,7,7,120,4.795790545596741,0,1,5,1.791759469228055,0,2,5,5,5,1,246.0
8,2,2,200,5.303304908059076,2,4,25,3.258096538021482,0,1,4,5,25,1,450.0
2,1,1,780,6.660575149839686,0,3,80,4.394449154672439,1,2,3,0,20,0,2184.0
2,3,3,700,6.55250788703459,1,0,70,4.2626798770413155,1,1,0,0,70,1,1890.0
2,8,8,220,5.3981627015177525,1,3,35,3.58351893845611,0,2,0,5,5,0,517.0
8,6,6,700,6.55250788703459,1,0,90,4.51085950651685,1,0,6,0,10,0,2030.0
8,3,3,60,4.110873864173311,0,4,50,3.9318256327243257,1,2,1,0,10,0,150.0
1,5,5,560,6.329720905522696,2,0,25,3.258096538021482,0,1,4,5,5,0,1260.0
5,6,6,180,5.198497031265826,0,5,95,4.564348191467836,0,2,4,5,5,0,531.0
0,4,4,480,6.175867270105761,0,4,25,3.258096538021482,0,1,4,5,5,0,1080.0
0,1,1,480,6.175867270105761,0,4,55,4.02535169073515,0,1,6,5,5,0,1224.0
2,0,0,720,6.580639137284949,0,6,85,4.454347296253507,0,1,1,5,5,0,2052.0
9,5,5,740,6.608000625296087,2,5,80,4.394449154672439,1,2,3,0,20,0,2072.0
2,0,0,200,5.303304908059076,2,4,50,3.9318256327243257,1,2,1,0,50,1,500.0
7,4,4,400,5.993961427306569,1,1,10,2.3978952727983707,1,1,3,0,10,1,840.0
7,1,1,980,6.8885724595653635,2,0,50,3.9318256327243257,1,2,1,0,10,0,2450.0
4,8,8,240,5.484796933490655,0,2,20,3.044522437723423,1,2,6,0,20,1,528.0
9,5,5,580,6.364750756851911,1,6,45,3.828641396489095,0,0,3,5,5,0,1421.0
4,5,5,920,6.825460036255307,2,3,65,4.189654742026425,0,2,2,5,5,0,2438.0
3,0,0,560,6.329720905522696,2,0,25,3.258096538021482,0,1,4,5,5,0,1260.0
0,6,6,680,6.523562306149512,2,1,55,4.02535169073515,0,1,6,5,5,0,1734.0
7,1,1,980,6.8885724595653635,2,0,40,3.713572066704308,1,1,5,0,20,0,2352.0
4,8,8,260,5.564520407322694,2,1,95,4.564348191467836,0,2,4,5,5,0,767.0
3,7,7,860,6.7580945044277305,2,6,50,3.9318256327243257,1,2,1,0,10,0,2150.0
1,8,8,140,4.948759890378168,2,0,75,4.330733340286331,0,0,5,5,5,0,385.0
4,8,8,380,5.942799375126701,2,2,55,4.02535169073515,0,1,6,5,5,0,969.0
9,4,4,820,6.710523109452428,1,1,45,3.828641396489095,0,0,3,5,5,0,2009.0
7,2,2,360,5.8888779583328805,0,3,50,3.9318256327243257,1,2,1,0,10,0,900.0
3,4,4,1000,6.90875477931522,1,6,70,4.2626798770413155,1,1,0,0,10,0,2700.0
3,1,1,100,4.61512051684126,1,2,55,4.02535169073515,0,1,6,5,5,0,255.0
9,7,7,980,6.8885724595653635,2,0,65,4.189654742026425,0,2,2,5,5,0,2597.0
7,7,7,960,6.8679744089702925,0,1,5,1.791759469228055,0,2,5,5,5,1,1968.0
1,3,3,340,5.831882477283517,1,4,40,3.713572066704308,1,1,5,0,20,0,816.0
7,6,6,820,6.710523109452428,1,1,15,2.772588722239781,0,0,1,5,5,0,1763.0
9,4,4,880,6.78105762593618,1,5,15,2.772588722239781,0,0,1,5,5,0,1892.0
6,5,5,740,6.608000625296087,2,5,15,2.772588722239781,0,0,1,5,5,0,1591.0
3,0,0,260,5.564520407322694,2,1,20,3.044522437723423,1,2,6,0,20,1,572.0
4,2,2,400,5.993961427306569,1,1,30,3.4339872044851463,1,0,2,0,10,0,920.0
5,1,1,200,5.303304908059076,2,4,5,1.791759469228055,0,2,5,5,5,1,410.0
7,7,7,940,6.846943139585379,1,2,30,3.4339872044851463,1,0,2,0,10,0,2162.0
4,4,4,460,6.133398042996649,1,5,60,4.110873864173311,1,0,4,0,20,0,1196.0
9,3,3,140,4.948759890378168,2,0,95,4.564348191467836,0,2,4,5,5,0,413.0
3,0,0,580,6.364750756851911,1,6,40,3.713572066704308,1,1,5,0,20,0,1392.0
3,4,4,700,6.55250788703459,1,0,50,3.9318256327243257,1,2,1,0,50,1,1750.0
0,2,2,480,6.175867270105761,0,4,95,4.564348191467836,0,2,4,5,5,0,1416.0
4,2,2,580,6.364750756851911,1,6,25,3.258096538021482,0,1,4,5,5,0,1305.0
5,5,5,140,4.948759890378168,2,0,40,3.713572066704308,1,1,5,0,20,0,336.0
2,4,4,900,6.803505257608338,0,4,95,4.564348191467836,0,2,4,5,5,0,2655.0
2,0,0,580,6.364750756851911,1,6,30,3.4339872044851463,1,0,2,0,10,0,1334.0
0,6,6,400,5.993961427306569,1,1,15,2.772588722239781,0,0,1,5,5,0,860.0
3,8,8,440,6.089044875446846,2,6,5,1.791759469228055,0,2,5,5,5,1,902.0
6,6,6,600,6.398594934535208,0,5,55,4.02535169073515,0,1,6,5,5,0,1530.0
7,0,0,340,5.831882477283517,1,4,15,2.772588722239781,0,0,1,5,5,0,731.0
0,6,6,260,5.564520407322694,2,1,60,4.110873864173311,1,0,4,0,20,0,676.0
1,3,3,100,4.61512051684126,1,2,15,2.772588722239781,0,0,1,5,5,0,215.0
1,3,3,820,6.710523109452428,1,1,50,3.9318256327243257,1,2,1,0,10,0,2050.0
4,2,2,460,6.133398042996649,1,5,90,4.51085950651685,1,0,6,0,10,0,1334.0
6,8,8,780,6.660575149839686,0,3,15,2.772588722239781,0,0,1,5,15,1,1677.0
2,8,8,500,6.2166061010848646,2,3,5,1.791759469228055,0,2,5,5,5,1,1025.0
6,7,7,680,6.523562306149512,2,1,95,4.564348191467836,0,2,4,5,5,0,2006.0
7,0,0,160,5.081404364984463,1,6,30,3.4339872044851463,1,0,2,0,10,0,368.0
6,3,3,740,6.608000625296087,2,5,95,4.564348191467836,0,2,4,5,5,0,2183.0
7,4,4,760,6.634633357861686,1,4,30,3.4339872044851463,1,0,2,0,10,0,1748.0
2,2,2,360,5.8888779583328805,0,3,85,4.454347296253507,0,1,1,5,5,0,1026.0
3,8,8,960,6.8679744089702925,0,1,30,3.4339872044851463,1,0,2,0,30,1,2208.0
4,8,8,120,4.795790545596741,0,1,65,4.189654742026425,0,2,2,5,5,0,318.0
4,2,2,280,5.638354669333745,1,0,75,4.330733340286331,0,0,5,5,5,0,770.0
3,4,4,920,6.825460036255307,2,3,35,3.58351893845611,0,2,0,5,5,0,2162.0
9,2,2,120,4.795790545596741,0,1,10,2.3978952727983707,1,1,3,0,10,1,252.0
1,6,6,500,6.2166061010848646,2,3,15,2.772588722239781,0,0,1,5,5,0,1075.0
3,7,7,400,5.993961427306569,1,1,30,3.4339872044851463,1,0,2,0,10,0,920.0
6,0,0,920,6.825460036255307,2,3,20,3.044522437723423,1,2,6,0,20,1,2024.0
3,4,4,100,4.61512051684126,1,2,90,4.51085950651685,1,0,6,0,10,0,290.0
6,3,3,280,5.638354669333745,1,0,70,4.2626798770413155,1,1,0,0,70,1,756.0
8,5,5,700,6.55250788703459,1,0,25,3.258096538021482,0,1,4,5,25,1,1575.0
9,2,2,100,4.61512051684126,1,2,45,3.828641396489095,0,0,3,5,5,0,245.0
9,7,7,980,6.8885724595653635,2,0,40,3.713572066704308,1,1,5,0,20,0,2352.0
0,3,3,100,4.61512051684126,1,2,15,2.772588722239781,0,0,1,5,5,0,215.0
7,6,6,660,6.493753839851686,0,2,50,3.9318256327243257,1,2,1,0,10,0,1650.0
9,3,3,900,6.803505257608338,0,4,85,4.454347296253507,0,1,1,5,5,0,2565.0
5,0,0,100,4.61512051684126,1,2,60,4.110873864173311,1,0,4,0,20,0,260.0
7,7,7,1000,6.90875477931522,1,6,15,2.772588722239781,0,0,1,5,5,0,2150.0
8,4,4,300,5.707110264748875,0,6,55,4.02535169073515,0,1,6,5,5,0,765.0
0,7,7,180,5.198497031265826,0,5,55,4.02535169073515,0,1,6,5,5,0,459.0
9,3,3,800,6.68586094706836,2,2,40,3.713572066704308,1,1,5,0,40,1,1920.0
5,3,3,460,6.133398042996649,1,5,85,4.454347296253507,0,1,1,5,5,0,1311.0
0,4,4,380,5.942799375126701,2,2,85,4.454347296253507,0,1,1,5,5,0,1083.0
7,3,3,620,6.431331081933479,2,4,5,1.791759469228055,0,2,5,5,5,1,1271.0
1,3,3,320,5.771441123130016,2,5,50,3.9318256327243257,1,2,1,0,10,0,800.0
2,7,7,200,5.303304908059076,2,4,75,4.330733340286331,0,0,5,5,25,0,550.0
5,6,6,680,6.523562306149512,2,1,10,2.3978952727983707,1,1,3,0,10,1,1428.0
2,0,0,700,6.55250788703459,1,0,95,4.564348191467836,0,2,4,5,5,0,2065.0
1,1,1,360,5.8888779583328805,0,3,45,3.828641396489095,0,0,3,5,45,1,882.0
2,7,7,80,4.394449154672439,2,3,55,4.02535169073515,0,1,6,5,5,0,204.0
3,7,7,200,5.303304908059076,2,4,45,3.828641396489095,0,0,3,5,5,0,490.0
6,6,6,560,6.329720905522696,2,0,95,4.564348191467836,0,2,4,5,5,0,1652.0
0,8,8,860,6.7580945044277305,2,6,65,4.189654742026425,0,2,2,5,5,0,2279.0
5,1,1,540,6.293419278846481,0,1,80,4.394449154672439,1,2,3,0,20,0,1512.0
9,3,3,380,5.942799375126701,2,2,5,1.791759469228055,0,2,5,5,5,1,779.0
0,1,1,260,5.564520407322694,2,1,25,3.258096538021482,0,1,4,5,5,0,585.0
8,5,5,400,5.993961427306569,1,1,45,3.828641396489095,0,0,3,5,5,0,980.0
5,0,0,260,5.564520407322694,2,1,75,4.330733340286331,0,0,5,5,5,0,715.0
1,7,7,60,4.110873864173311,0,4,45,3.828641396489095,0,0,3,5,15,0,147.0
9,1,1,780,6.660575149839686,0,3,40,3.713572066704308,1,1,5,0,20,0,1872.0
4,8,8,460,6.133398042996649,1,5,70,4.2626798770413155,1,1,0,0,10,0,1242.0
1,8,8,120,4.795790545596741,0,1,85,4.454347296253507,0,1,1,5,5,0,342.0
5,2,2,400,5.993961427306569,1,1,35,3.58351893845611,0,2,0,5,5,0,940.0
6,2,2,240,5.484796933490655,0,2,95,4.564348191467836,0,2,4,5,5,0,708.0
3,6,6,600,6.398594934535208,0,5,40,3.713572066704308,1,1,5,0,40,1,1440.0
8,3,3,300,5.707110264748875,0,6,90,4.51085950651685,1,0,6,0,30,0,870.0
0,3,3,740,6.608000625296087,2,5,10,2.3978952727983707,1,1,3,0,10,1,1554.0
6,0,0,400,5.993961427306569,1,1,85,4.454347296253507,0,1,1,5,5,0,1140.0
7,8,8,920,6.825460036255307,2,3,30,3.4339872044851463,1,0,2,0,10,0,2116.0
8,8,8,160,5.081404364984463,1,6,95,4.564348191467836,0,2,4,5,5,0,472.0
3,2,2,1000,6.90875477931522,1,6,85,4.454347296253507,0,1,1,5,5,0,2850.0
1,2,2,600,6.398594934535208,0,5,75,4.330733340286331,0,0,5,5,75,1,1650.0
9,6,6,760,6.634633357861686,1,4,85,4.454347296253507,0,1,1,5,5,0,2166.0
6,1,1,660,6.493753839851686,0,2,55,4.02535169073515,0,1,6,5,55,1,1683.0
6,7,7,980,6.8885724595653635,2,0,15,2.772588722239781,0,0,1,5,5,0,2107.0
4,3,3,120,4.795790545596741,0,1,80,4.394449154672439,1,2,3,0,40,0,336.0
6,2,2,280,5.638354669333745,1,0,30,3.4339872044851463,1,0,2,0,10,0,644.0
1,3,3,840,6.734591659972948,0,0,50,3.9318256327243257,1,2,1,0,10,0,2100.0
6,8,8,680,6.523562306149512,2,1,95,4.564348191467836,0,2,4,5,5,0,2006.0
9,2,2,340,5.831882477283517,1,4,45,3.828641396489095,0,0,3,5,5,0,833.0
7,6,6,200,5.303304908059076,2,4,25,3.258096538021482,0,1,4,5,25,1,450.0
3,8,8,80,4.394449154672439,2,3,90,4.51085950651685,1,0,6,0,10,0,232.0
0,3,3,580,6.364750756851911,1,6,50,3.9318256327243257,1,2,1,0,10,0,1450.0
3,5,5,120,4.795790545596741,0,1,55,4.02535169073515,0,1,6,5,5,0,306.0
3,0,0,140,4.948759890378168,2,0,75,4.330733340286331,0,0,5,5,5,0,385.0
6,7,7,80,4.394449154672439,2,3,5,1.791759469228055,0,2,5,5,5,1,164.0
3,4,4,300,5.707110264748875,0,6,10,2.3978952727983707,1,1,3,0,10,1,630.0
7,4,4,420,6.042632833682381,0,0,95,4.564348191467836,0,2,4,5,5,0,1239.0
7,7,7,600,6.398594934535208,0,5,55,4.02535169073515,0,1,6,5,5,0,1530.0
2,8,8,1000,6.90875477931522,1,6,35,3.58351893845611,0,2,0,5,5,0,2350.0
5,2,2,680,6.523562306149512,2,1,85,4.454347296253507,0,1,1,5,85,1,1938.0
9,2,2,920,6.825460036255307,2,3,60,4.110873864173311,1,0,4,0,20,0,2392.0
7,6,6,700,6.55250788703459,1,0,25,3.258096538021482,0,1,4,5,25,1,1575.0
0,3,3,260,5.564520407322694,2,1,90,4.51085950651685,1,0,6,0,10,0,754.0
