slot_person_name,slot_sold_item,slot_bought_item,slot_initial_qty,slot_initial_qty_abs_log1p,slot_initial_qty_is_even,slot_initial_qty_mod3,slot_initial_qty_mod5,slot_initial_qty_mod7,slot_initial_qty_mod10,slot_sell_price,slot_sell_price_abs_log1p,slot_sell_price_is_even,slot_sell_price_mod3,slot_sell_price_mod7,slot_sell_price_mod10,slot_buy_qty,slot_buy_qty_abs_log1p,slot_buy_qty_is_even,slot_buy_qty_mod3,slot_buy_qty_mod5,slot_buy_qty_mod7,slot_buy_qty_mod10,slot_buy_price,slot_buy_price_abs_log1p,slot_buy_price_is_even,slot_buy_price_mod3,slot_buy_price_mod7,slot_buy_price_mod10,slot_leftover_cash,slot_leftover_cash_abs_log1p,slot_leftover_cash_sign,slot_leftover_cash_is_even,slot_leftover_cash_mod3,slot_leftover_cash_mod7,slot_leftover_cash_mod10,gcd_all,n_multiple_pairs,y
1,7,4,18,2.9444389791664403,1,0,3,4,8,35,3.58351893845611,0,2,0,5,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,5,280,5.638354669333745,1,1,1,0,0,1,6,5.0
8,6,1,30,3.4339872044851463,1,0,0,2,0,35,3.58351893845611,0,2,0,5,11,2.4849066497880004,0,2,1,4,1,60,4.110873864173311,1,0,4,0,145,4.983606621708336,1,0,1,5,5,1,1,7.0
1,2,2,31,3.4657359027997265,0,1,1,3,1,55,4.02535169073515,0,1,6,5,13,2.6390573296152584,0,1,3,6,3,60,4.110873864173311,1,0,4,0,815,6.704414354964107,1,0,2,3,5,1,0,2.0
6,5,4,37,3.6375861597263857,0,1,2,2,7,10,2.3978952727983707,1,1,3,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,5,5,260,5.564520407322694,1,1,2,1,0,1,4,9.0
3,7,7,37,3.6375861597263857,0,1,2,2,7,35,3.58351893845611,0,2,0,5,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,6,0,515,6.246106765481563,1,0,2,4,5,1,0,8.0
1,7,4,33,3.5263605246161616,0,0,3,5,3,45,3.828641396489095,0,0,3,5,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,3,0,1105,7.00850518208228,1,0,1,6,5,1,1,6.0
6,0,1,17,2.8903717578961645,0,2,2,3,7,45,3.828641396489095,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,45,3.828641396489095,0,0,3,5,495,6.206575926724928,1,0,0,5,5,1,7,5.0
4,3,5,24,3.2188758248682006,1,0,4,3,4,35,3.58351893845611,0,2,0,5,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,1,5,575,6.3561076606958915,1,0,2,1,5,1,1,5.0
5,1,6,20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,1,0,4,0,9,2.302585092994046,0,0,4,2,9,20,3.044522437723423,1,2,6,0,660,6.493753839851686,1,1,0,2,0,1,6,6.0
6,5,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,5,5,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,0,0.0,0,1,0,0,0,1,4,3.0
2,3,0,12,2.5649493574615367,1,0,2,5,2,35,3.58351893845611,0,2,0,5,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,2,0,110,4.709530201312334,1,1,2,5,0,1,0,2.0
9,7,6,15,2.772588722239781,0,0,0,1,5,60,4.110873864173311,1,0,4,0,9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,5,0,240,5.484796933490655,1,1,0,2,0,1,4,5.0
4,2,6,17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,100,4.61512051684126,1,1,1,2,0,1,3,5.0
3,2,4,21,3.091042453358316,0,0,1,0,1,15,2.772588722239781,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,60,4.110873864173311,1,0,4,0,105,4.663439094112067,1,0,0,0,5,1,7,10.0
6,7,7,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,35,3.58351893845611,0,2,0,5,10,2.3978952727983707,1,1,1,3,0,1,4,6.0
5,7,3,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,2,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,300,5.707110264748875,1,1,0,6,0,1,4,2.0
2,1,7,9,2.302585092994046,0,0,4,2,9,55,4.02535169073515,0,1,6,5,6,1.9459101490553132,1,0,1,6,6,35,3.58351893845611,0,2,0,5,175,5.170483995038151,1,0,1,0,5,1,1,2.0
4,0,1,20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,1,0,4,0,24,3.2188758248682006,1,0,4,3,4,40,3.713572066704308,1,1,5,0,180,5.198497031265826,1,1,0,5,0,4,4,1.0
1,0,3,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,5,5,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,5,1.791759469228055,1,0,2,5,5,1,3,1.0
9,1,1,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,6,0,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,1,5,115,4.7535901911063645,1,0,1,3,5,1,0,5.0
4,7,0,29,3.4011973816621555,0,2,4,1,9,55,4.02535169073515,0,1,6,5,14,2.70805020110221,1,2,4,0,4,35,3.58351893845611,0,2,0,5,830,6.7226297948554485,1,1,2,4,0,1,0,5.0
5,7,7,26,3.295836866004329,1,2,1,5,6,60,4.110873864173311,1,0,4,0,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,6,0,820,6.710523109452428,1,1,1,1,0,1,2,4.0
3,7,7,28,3.367295829986474,1,1,3,0,8,45,3.828641396489095,0,0,3,5,18,2.9444389791664403,1,0,3,4,8,55,4.02535169073515,0,1,6,5,270,5.602118820879701,1,1,0,4,0,1,2,0.0
8,3,0,35,3.58351893845611,0,2,0,0,5,55,4.02535169073515,0,1,6,5,14,2.70805020110221,1,2,4,0,4,45,3.828641396489095,0,0,3,5,1020,6.928537818164665,1,1,0,5,0,1,0,5.0
5,5,4,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,1,0.6931471805599453,0,1,1,1,1,50,3.9318256327243257,1,2,1,0,110,4.709530201312334,1,1,2,5,0,1,5,0.0
8,2,5,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,6,0,3,1.3862943611198906,0,0,3,3,3,45,3.828641396489095,0,0,3,5,45,3.828641396489095,1,0,0,3,5,1,3,7.0
5,7,4,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,4,0,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,320,5.771441123130016,1,1,2,5,0,2,7,3.0
9,7,3,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,4,5,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,4,5,50,3.9318256327243257,1,1,2,1,0,1,3,8.0
7,0,1,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,5,5,1,0.6931471805599453,0,1,1,1,1,15,2.772588722239781,0,0,1,5,35,3.58351893845611,1,0,2,0,5,1,6,4.0
0,1,3,35,3.58351893845611,0,2,0,0,5,50,3.9318256327243257,1,2,1,0,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,4,5,775,6.654152520183219,1,0,1,5,5,5,5,7.0
9,3,1,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,1,0,5,1.791759469228055,0,2,0,5,5,55,4.02535169073515,0,1,6,5,75,4.330733340286331,1,0,0,5,5,5,5,3.0
1,7,2,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,2,0,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,1,5,120,4.795790545596741,1,1,0,1,0,1,3,10.0
1,6,5,31,3.4657359027997265,0,1,1,3,1,55,4.02535169073515,0,1,6,5,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,1,5,1165,7.061334366910438,1,0,1,3,5,1,0,3.0
4,5,3,19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,4,0,15,2.772588722239781,1,0,0,1,5,1,4,2.0
6,0,4,21,3.091042453358316,0,0,1,0,1,20,3.044522437723423,1,2,6,0,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,170,5.14166355650266,1,1,2,2,0,1,3,0.0
0,0,2,26,3.295836866004329,1,2,1,5,6,55,4.02535169073515,0,1,6,5,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1225,7.111512116496157,1,0,1,0,5,1,1,1.0
2,1,1,25,3.258096538021482,0,1,0,4,5,60,4.110873864173311,1,0,4,0,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,4,0,960,6.8679744089702925,1,1,0,1,0,1,6,3.0
8,6,3,30,3.4339872044851463,1,0,0,2,0,30,3.4339872044851463,1,0,2,0,11,2.4849066497880004,0,2,1,4,1,40,3.713572066704308,1,1,5,0,250,5.5254529391317835,1,1,1,5,0,1,1,7.0
0,2,2,20,3.044522437723423,1,2,0,6,0,30,3.4339872044851463,1,0,2,0,6,1.9459101490553132,1,0,1,6,6,45,3.828641396489095,0,0,3,5,30,3.4339872044851463,1,1,0,2,0,1,3,10.0
3,4,7,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,5,5,1,0.6931471805599453,0,1,1,1,1,45,3.828641396489095,0,0,3,5,35,3.58351893845611,1,0,2,0,5,1,6,5.0
2,1,5,31,3.4657359027997265,0,1,1,3,1,30,3.4339872044851463,1,0,2,0,15,2.772588722239781,0,0,0,1,5,50,3.9318256327243257,1,2,1,0,90,4.51085950651685,1,1,0,6,0,1,3,3.0
1,3,2,21,3.091042453358316,0,0,1,0,1,35,3.58351893845611,0,2,0,5,11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,4,5,180,5.198497031265826,1,1,0,5,0,1,0,8.0
0,4,2,22,3.1354942159291497,1,1,2,1,2,55,4.02535169073515,0,1,6,5,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,3,0,1040,6.947937068614969,1,1,2,4,0,1,1,0.0
5,6,0,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,5,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,5,5,110,4.709530201312334,1,1,2,5,0,1,5,8.0
3,1,2,20,3.044522437723423,1,2,0,6,0,55,4.02535169073515,0,1,6,5,14,2.70805020110221,1,2,4,0,4,45,3.828641396489095,0,0,3,5,470,6.154858094016418,1,1,2,1,0,1,0,0.0
4,6,2,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,3,1.3862943611198906,0,0,3,3,3,60,4.110873864173311,1,0,4,0,60,4.110873864173311,1,1,0,4,0,1,6,0.0
3,7,4,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,3,0,85,4.454347296253507,1,0,1,1,5,1,0,0.0
0,5,6,33,3.5263605246161616,0,0,3,5,3,35,3.58351893845611,0,2,0,5,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,2,0,460,6.133398042996649,1,1,1,5,0,1,1,7.0
0,1,2,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,3,0,1,0.6931471805599453,0,1,1,1,1,50,3.9318256327243257,1,2,1,0,0,0.0,0,1,0,0,0,1,4,6.0
4,2,7,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,5,5,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,0,0.0,0,1,0,0,0,1,1,9.0
4,1,0,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,1,0,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,1,5,275,5.62040086571715,1,0,2,2,5,5,2,0.0
3,2,1,28,3.367295829986474,1,1,3,0,8,25,3.258096538021482,0,1,4,5,1,0.6931471805599453,0,1,1,1,1,60,4.110873864173311,1,0,4,0,540,6.293419278846481,1,1,0,1,0,1,5,4.0
0,5,1,33,3.5263605246161616,0,0,3,5,3,10,2.3978952727983707,1,1,3,0,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,1,5,80,4.394449154672439,1,1,2,3,0,1,3,10.0
4,5,1,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,4,5,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,1,5,105,4.663439094112067,1,0,0,0,5,1,6,9.0
0,2,5,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,4,5,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,4,5,0,0.0,0,1,0,0,0,1,1,9.0
3,1,2,20,3.044522437723423,1,2,0,6,0,35,3.58351893845611,0,2,0,5,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,4,0,145,4.983606621708336,1,0,1,5,5,1,3,9.0
9,0,5,36,3.6109179126442243,1,0,1,1,6,30,3.4339872044851463,1,0,2,0,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,2,0,570,6.3473892096560105,1,1,0,3,0,1,3,6.0
0,1,3,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,3,0,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,5,5,110,4.709530201312334,1,1,2,5,0,1,6,0.0
4,0,2,24,3.2188758248682006,1,0,4,3,4,35,3.58351893845611,0,2,0,5,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,5,5,700,6.55250788703459,1,1,1,0,0,1,3,1.0
3,4,6,14,2.70805020110221,1,2,4,0,4,25,3.258096538021482,0,1,4,5,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,50,3.9318256327243257,1,1,2,1,0,1,5,10.0
8,5,2,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,2,0,1,0.6931471805599453,0,1,1,1,1,40,3.713572066704308,1,1,5,0,290,5.673323267171493,1,1,2,3,0,1,4,7.0
1,3,7,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,5,5,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,3,0,5,1.791759469228055,1,0,2,5,5,1,7,1.0
4,3,1,16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,3,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,30,3.4339872044851463,1,1,0,2,0,2,4,1.0
1,7,6,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,6,0,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,1,5,60,4.110873864173311,1,1,0,4,0,1,2,4.0
6,1,0,29,3.4011973816621555,0,2,4,1,9,55,4.02535169073515,0,1,6,5,24,3.2188758248682006,1,0,4,3,4,35,3.58351893845611,0,2,0,5,645,6.470799503782602,1,0,0,1,5,1,0,2.0
7,1,4,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,3,0,1,0.6931471805599453,0,1,1,1,1,35,3.58351893845611,0,2,0,5,95,4.564348191467836,1,0,2,4,5,1,4,9.0
7,2,2,11,2.4849066497880004,0,2,1,4,1,45,3.828641396489095,0,0,3,5,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,1,5,45,3.828641396489095,1,0,0,3,5,1,3,4.0
4,4,5,34,3.5553480614894135,1,1,4,6,4,55,4.02535169073515,0,1,6,5,7,2.0794415416798357,0,1,2,0,7,45,3.828641396489095,0,0,3,5,1335,7.197435354096591,1,0,0,5,5,1,0,4.0
1,4,2,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,5,5,1,0.6931471805599453,0,1,1,1,1,25,3.258096538021482,0,1,4,5,70,4.2626798770413155,1,1,1,0,0,1,6,9.0
6,1,1,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,5,0,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,6,0,60,4.110873864173311,1,1,0,4,0,1,3,5.0
9,5,4,25,3.258096538021482,0,1,0,4,5,45,3.828641396489095,0,0,3,5,11,2.4849066497880004,0,2,1,4,1,55,4.02535169073515,0,1,6,5,70,4.2626798770413155,1,1,1,0,0,1,1,10.0
5,1,5,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,6,0,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,2,0,150,5.017279836814924,1,1,0,3,0,1,1,1.0
3,3,2,26,3.295836866004329,1,2,1,5,6,40,3.713572066704308,1,1,5,0,12,2.5649493574615367,1,0,2,5,2,45,3.828641396489095,0,0,3,5,140,4.948759890378168,1,1,2,0,0,1,0,9.0
9,7,2,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,3,0,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,100,4.61512051684126,1,1,1,2,0,1,4,10.0
0,7,5,18,2.9444389791664403,1,0,3,4,8,40,3.713572066704308,1,1,5,0,5,1.791759469228055,0,2,0,5,5,55,4.02535169073515,0,1,6,5,45,3.828641396489095,1,0,0,3,5,1,3,10.0
7,6,1,28,3.367295829986474,1,1,3,0,8,40,3.713572066704308,1,1,5,0,9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,1,0,4,0,260,5.564520407322694,1,1,2,1,0,1,0,8.0
2,4,7,22,3.1354942159291497,1,1,2,1,2,55,4.02535169073515,0,1,6,5,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,3,0,530,6.274762021241939,1,1,2,5,0,1,1,8.0
7,5,2,33,3.5263605246161616,0,0,3,5,3,35,3.58351893845611,0,2,0,5,3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,6,5,850,6.7464121285733745,1,1,1,3,0,1,1,4.0
8,5,1,30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,45,3.828641396489095,0,0,3,5,30,3.4339872044851463,1,1,0,2,0,1,4,4.0
1,3,2,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,3,0,2,1.0986122886681098,1,2,2,2,2,35,3.58351893845611,0,2,0,5,110,4.709530201312334,1,1,2,5,0,1,5,2.0
7,6,4,22,3.1354942159291497,1,1,2,1,2,15,2.772588722239781,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,75,4.330733340286331,1,0,0,5,5,1,2,9.0
8,4,4,24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,6,0,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,4,5,30,3.4339872044851463,1,1,0,2,0,1,2,10.0
8,6,5,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,5,5,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,35,3.58351893845611,1,0,2,0,5,1,4,3.0
5,7,2,24,3.2188758248682006,1,0,4,3,4,50,3.9318256327243257,1,2,1,0,3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,6,5,535,6.284134161070802,1,0,1,3,5,1,1,10.0
0,6,2,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,5,1.791759469228055,1,0,2,5,5,1,3,4.0
5,5,4,19,2.995732273553991,0,1,4,5,9,45,3.828641396489095,0,0,3,5,13,2.6390573296152584,0,1,3,6,3,40,3.713572066704308,1,1,5,0,65,4.189654742026425,1,0,2,2,5,1,1,6.0
5,3,5,30,3.4339872044851463,1,0,0,2,0,60,4.110873864173311,1,0,4,0,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,4,5,875,6.775366090936392,1,0,2,0,5,1,2,10.0
6,7,0,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,1,0,1,0.6931471805599453,0,1,1,1,1,60,4.110873864173311,1,0,4,0,490,6.19644412779452,1,1,1,0,0,1,4,7.0
5,4,4,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,5,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,35,3.58351893845611,1,0,2,0,5,1,6,5.0
3,5,6,13,2.6390573296152584,0,1,3,6,3,45,3.828641396489095,0,0,3,5,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,5,10,2.3978952727983707,1,1,1,3,0,1,1,5.0
5,6,6,28,3.367295829986474,1,1,3,0,8,40,3.713572066704308,1,1,5,0,11,2.4849066497880004,0,2,1,4,1,60,4.110873864173311,1,0,4,0,460,6.133398042996649,1,1,1,5,0,1,0,0.0
7,3,3,36,3.6109179126442243,1,0,1,1,6,15,2.772588722239781,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,255,5.545177444479562,1,0,0,3,5,1,2,9.0
2,7,0,19,2.995732273553991,0,1,4,5,9,40,3.713572066704308,1,1,5,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,320,5.771441123130016,1,1,2,5,0,1,6,10.0
6,2,2,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,3,0,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,5,5,5,1.791759469228055,1,0,2,5,5,1,3,3.0
5,2,6,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,5,5,0,0.0,0,1,0,0,0,1,1,10.0
1,0,4,16,2.833213344056216,1,1,1,2,6,30,3.4339872044851463,1,0,2,0,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,4,5,65,4.189654742026425,1,0,2,2,5,1,1,3.0
5,1,4,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,1,5,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,4,0,0,0.0,0,1,0,0,0,1,3,9.0
3,3,1,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,4,0,11,2.4849066497880004,0,2,1,4,1,45,3.828641396489095,0,0,3,5,45,3.828641396489095,1,0,0,3,5,1,2,1.0
9,5,2,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,5,1,0.6931471805599453,0,1,1,1,1,45,3.828641396489095,0,0,3,5,95,4.564348191467836,1,0,2,4,5,1,4,6.0
2,5,1,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,1,0,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,5,5,355,5.87493073085203,1,0,1,5,5,1,4,2.0
4,3,0,7,2.0794415416798357,0,1,2,0,7,45,3.828641396489095,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,95,4.564348191467836,1,0,2,4,5,1,1,4.0
5,6,5,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,5,5,1,0.6931471805599453,0,1,1,1,1,30,3.4339872044851463,1,0,2,0,20,3.044522437723423,1,1,2,6,0,1,6,7.0
6,6,7,17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,0,0,1,5,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,3,0,15,2.772588722239781,1,0,0,1,5,1,1,10.0
5,3,3,9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,5,0,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,5,1.791759469228055,1,0,2,5,5,1,3,7.0
8,4,1,15,2.772588722239781,0,0,0,1,5,45,3.828641396489095,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,45,3.828641396489095,0,0,3,5,0,0.0,0,1,0,0,0,1,3,8.0
1,5,0,27,3.332204510175204,0,0,2,6,7,40,3.713572066704308,1,1,5,0,11,2.4849066497880004,0,2,1,4,1,55,4.02535169073515,0,1,6,5,275,5.62040086571715,1,0,2,2,5,1,3,5.0
2,0,1,6,1.9459101490553132,1,0,1,6,6,55,4.02535169073515,0,1,6,5,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,1,5,75,4.330733340286331,1,0,0,5,5,1,2,3.0
1,7,2,19,2.995732273553991,0,1,4,5,9,30,3.4339872044851463,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,55,4.02535169073515,0,1,6,5,290,5.673323267171493,1,1,2,3,0,1,0,2.0
4,2,0,24,3.2188758248682006,1,0,4,3,4,35,3.58351893845611,0,2,0,5,11,2.4849066497880004,0,2,1,4,1,45,3.828641396489095,0,0,3,5,275,5.62040086571715,1,0,2,2,5,1,1,2.0
1,5,6,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,5,5,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,5,1.791759469228055,1,0,2,5,5,1,3,6.0
1,6,0,17,2.8903717578961645,0,2,2,3,7,50,3.9318256327243257,1,2,1,0,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,6,0,80,4.394449154672439,1,1,2,3,0,1,2,9.0
0,0,4,30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,4,5,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,5,5,615,6.423246963533519,1,0,0,6,5,1,3,3.0
0,0,3,15,2.772588722239781,0,0,0,1,5,35,3.58351893845611,0,2,0,5,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,1,5,265,5.583496308781699,1,0,1,6,5,1,1,4.0
1,4,5,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,4,5,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,1,5,5,1.791759469228055,1,0,2,5,5,1,4,4.0
2,4,7,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,6,0,1,0.6931471805599453,0,1,1,1,1,25,3.258096538021482,0,1,4,5,475,6.16541785423142,1,0,1,6,5,1,5,3.0
8,7,6,23,3.1780538303479458,0,2,3,2,3,35,3.58351893845611,0,2,0,5,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,3,0,455,6.1224928095143865,1,0,2,0,5,1,3,8.0
4,4,7,35,3.58351893845611,0,2,0,0,5,30,3.4339872044851463,1,0,2,0,21,3.091042453358316,0,0,1,0,1,20,3.044522437723423,1,2,6,0,480,6.175867270105761,1,1,0,4,0,1,2,5.0
9,4,0,38,3.6635616461296463,1,2,3,3,8,25,3.258096538021482,0,1,4,5,12,2.5649493574615367,1,0,2,5,2,55,4.02535169073515,0,1,6,5,40,3.713572066704308,1,1,1,5,0,1,0,10.0
7,4,4,23,3.1780538303479458,0,2,3,2,3,25,3.258096538021482,0,1,4,5,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,25,3.258096538021482,1,0,1,4,5,1,3,10.0
9,1,2,30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,4,5,6,1.9459101490553132,1,0,1,6,6,45,3.828641396489095,0,0,3,5,330,5.802118375377063,1,1,0,1,0,1,3,6.0
1,1,5,9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,5,0,1,0.6931471805599453,0,1,1,1,1,35,3.58351893845611,0,2,0,5,45,3.828641396489095,1,0,0,3,5,1,5,7.0
